"rownum","Strongbox","rid_16","AOFile"
35,1,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethBasicStrongbox.ao"
36,2,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethBasicStrongbox.ao"
37,3,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethBasicStrongbox.ao"
38,4,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethDivinersStrongbox.ao"
39,5,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethDivinersStrongbox.ao"
40,6,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethDivinersStrongbox.ao"
41,7,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethDivinersStrongbox.ao"
42,8,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethArmourersStrongbox.ao"
43,9,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethArmourersStrongbox.ao"
44,10,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethArmourersStrongbox.ao"
45,11,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethArmourersStrongbox.ao"
46,12,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethJewellersStrongbox.ao"
47,13,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethJewellersStrongbox.ao"
48,14,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethJewellersStrongbox.ao"
49,15,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethJewellersStrongbox.ao"
50,16,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethArcanistStrongbox.ao"
51,17,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethArcanistStrongbox.ao"
52,18,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethArcanistStrongbox.ao"
53,19,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethArcanistStrongbox.ao"
54,20,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethCartographersStrongbox.ao"
55,21,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethCartographersStrongbox.ao"
56,22,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethLargeStrongbox.ao"
57,23,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethLargeStrongbox.ao"
58,24,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethLargeStrongbox.ao"
59,25,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethLargeStrongbox.ao"
60,26,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethBasicStrongbox.ao"
61,27,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethBasicStrongbox.ao"
62,28,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethBasicStrongbox.ao"
63,29,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethBasicStrongbox.ao"
64,31,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethOrnateStrongbox.ao"
65,32,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethOrnateStrongbox.ao"
66,33,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethOrnateStrongbox.ao"
67,34,1140,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethOrnateStrongbox.ao"
68,0,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalBlacksmithStrongbox01.ao"
69,1,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalBlacksmithStrongbox01.ao"
70,2,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalBlacksmithStrongbox01.ao"
71,3,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalBlacksmithStrongbox01.ao"
72,4,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalDivinersStrongbox01.ao"
73,5,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalDivinersStrongbox01.ao"
74,6,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalDivinersStrongbox01.ao"
75,7,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalDivinersStrongbox01.ao"
76,8,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalArmourerStrongbox01.ao"
77,9,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalArmourerStrongbox01.ao"
78,10,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalArmourerStrongbox01.ao"
79,11,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalArmourerStrongbox01.ao"
80,12,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalJewellersStrongbox01.ao"
81,13,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalJewellersStrongbox01.ao"
82,14,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalJewellersStrongbox01.ao"
83,15,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalJewellersStrongbox01.ao"
84,16,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalArcanistStrongbox01.ao"
85,17,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalArcanistStrongbox01.ao"
86,18,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalArcanistStrongbox01.ao"
87,19,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalArcanistStrongbox01.ao"
88,20,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalCartographerStrongbox01.ao"
89,21,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalCartographerStrongbox01.ao"
90,22,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalLargeStrongbox01.ao"
91,23,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalLargeStrongbox01.ao"
92,24,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalLargeStrongbox01.ao"
93,25,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalLargeStrongbox01.ao"
94,26,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalBasicStrongbox01.ao"
95,27,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalBasicStrongbox01.ao"
96,28,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalBasicStrongbox01.ao"
97,29,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalBasicStrongbox01.ao"
98,31,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalOrnateStrongbox01.ao"
99,32,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalOrnateStrongbox01.ao"
100,33,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalOrnateStrongbox01.ao"
101,34,1139,"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Vaal/VaalOrnateStrongbox01.ao"
