"rownum","Id","Beam","i32_24","i32_28","Stat"
128,"monster_soulrend_beam",[160],1,0,""
129,"monster_soulrend_beam",[196],1,1,""
130,"monster_soulrend_beam",[442],1,1000,""
131,"monster_soulrend_beam",[442],1,1001,""
132,"monster_soulrend_beam",[612],1,1002,""
133,"monster_soulrend_beam",[629],1,1003,""
134,"monster_soulrend_beam",[742],1,1004,""
135,"monster_soulrend_beam",[612],1,1005,""
136,"monster_soulrend_beam",[613],1,1006,""
137,"monster_soulrend_beam",[612],1,1007,""
138,"galvanic_field_beam",[762],1,0,""
139,"galvanic_field_beam",[539],1,1,""
140,"galvanic_field_beam",[541],1,2,""
141,"lightning_tendrils_beam",[68],1,0,""
142,"lightning_tendrils_beam",[68],1,1,""
143,"lightning_tendrils_beam",[540],1,2,""
144,"reap_beam",[438],1,0,""
145,"reap_beam",[542],1,1,""
146,"reap_beam",[568],1,2,""
147,"winnowing_flame_beam",[438],1,0,""
148,"charged_dash_launch",[637],1,0,""
149,"charged_dash_launch",[638],1,1,""
150,"channelled_lightning_beam",[649],1,0,""
151,"shadow_thief_slash_link",[652],1,0,""
152,"electric_fence_arrow_wire",[658],2,0,""
153,"stone_gaze",[63],3,0,""
154,"stone_gaze",[661],3,1,""
155,"stone_gaze",[662],3,2,""
156,"flicker_strike_beam",[664],1,0,""
157,"flicker_strike_beam",[767],1,9,""
158,"flicker_strike_beam",[887],1,11,""
159,"stormblast_bolt_beam",[714],1,0,""
160,"stormblast_bolt_beam",[714],1,4,""
161,"stormblast_bolt_beam",[794],1,5,""
162,"stormblast_bolt_beam",[863],1,6,""
163,"ice_bind",[729],1,0,""
164,"lightning_arrow_arc",[715],1,0,""
165,"lightning_arrow_arc",[717],1,8,""
166,"poison_vine_arrow_vine",[725],1,0,""
167,"poison_vine_arrow_vine",[885],1,10,""
168,"poison_vine_arrow_vine",[901],1,11,""
169,"mana_remnants_beam",[732],1,0,""
170,"sanguine_revelry_beam",[733],1,0,""
171,"tempest_bell_recall",[741],1,0,""
172,"tempest_bell_recall",[795],1,1,""
173,"tempest_bell_recall",[856],1,2,""
174,"tempest_bell_recall",[893],1,3,""
175,"ritual_of_power_grant",[743],1,0,""
176,"offering_of_power_grant",[744],1,0,""
177,"offering_of_power_grant",[793],1,1,""
178,"mana_drain_weave",[747],1,0,""
179,"ancestral_cry_consume",[273],1,0,""
180,"ancestral_cry_consume",[273],1,1,""
181,"ancestral_cry_consume",[314],1,2,""
182,"ancestral_cry_consume",[309],1,3,""
183,"ice_strike_surge_beam",[711],1,0,""
184,"ice_strike_surge_beam",[876],1,1,""
185,"life_remnants_beam",[666],1,0,""
186,"totem_defender_beam",[754],1,0,""
187,"mantra_of_destruction_weapon_beam",[758],1,0,""
188,"mantra_of_destruction_weapon_beam",[766],1,1,""
189,"mantra_of_destruction_weapon_beam",[888],1,2,""
190,"pinned",[712],1,0,""
191,"pinned",[759],1,1,""
192,"pinned",[760],1,2,""
193,"pinned",[759],1,3,""
194,"pinned",[759],1,4,""
195,"pinned",[935],1,5,""
196,"overcharged_spear_beam",[763],1,0,""
197,"overcharged_spear_beam",[764],1,1,""
198,"overcharged_spear_beam",[765],1,2,""
199,"overcharged_spear_beam",[886],1,3,""
200,"overcharged_spear_beam",[925],1,4,""
201,"tame_beast_beam",[771],1,0,""
202,"tame_beast_beam",[802],1,1,""
203,"grave_command_beam",[772],1,0,""
204,"breach_walk_beam_life",[773],1,0,""
205,"breach_walk_beam_mana",[774],1,0,""
206,"breach_walk_beam_chaos",[775],1,0,""
207,"ancient_gift_beam_primal",[776],1,0,""
208,"ancient_gift_beam_vivid",[777],1,0,""
209,"ancient_gift_beam_wild",[778],1,0,""
210,"power_siphon_drain_beam",[804],1,1,""
211,"living_lightning",[808],3,0,""
212,"soulrend",[159],3,0,""
213,"soulrend",[180],3,1,""
214,"soulrend",[186],3,2,""
215,"dark_pact_beam",[810],1,0,""
216,"foresight_absorb",[811],1,0,""
217,"runic_tempering_backlash",[814],1,0,""
218,"valakos_luck_arc",[818],1,0,""
219,"ancestrally_boosted_weapon",[819],1,0,""
220,"ancestrally_boosted_unarmed",[820],1,0,""
221,"ancestrally_boosted_weapon",[821],1,1,""
222,"ancestrally_boosted_unarmed",[822],1,1,""
223,"seismic_cry_consume",[274],1,0,""
224,"seismic_cry_consume",[274],1,1,""
225,"seismic_cry_consume",[315],1,2,""
226,"seismic_cry_consume",[309],1,3,""
227,"infusion_remnants_cold",[837],1,0,""
228,"infusion_remnants_fire",[838],1,0,""
229,"infusion_remnants_lightning",[839],1,0,""
230,"infusion_remnants_verisium",[840],1,0,""
231,"charge_remnants_endurance",[841],1,0,""
232,"charge_remnants_frenzy",[842],1,0,""
233,"charge_remnants_power",[843],1,0,""
234,"blazing_cluster_arc",[833],3,0,""
235,"blazing_cluster_arc",[833],3,1,""
236,"blazing_cluster_arc",[833],3,2,""
237,"killing_palm_flicker_beam",[664],1,0,""
238,"grounding_shocks_beam",[874],1,0,""
239,"shattering_spite_beam",[878],3,0,""
240,"tangmazu_swarm_beam",[890],3,0,""
241,"empyrean_descent_comet",[920],1,0,""
242,"laser_spears_beam",[921],1,2,""
243,"ward_remnants_beam",[930],1,0,""
244,"voltaic_barrier_fence",[933],1,0,""
245,"voltaic_barrier_zap",[934],1,0,""
