"rownum","BaseItemType","Cost"
1301,2865,1492
1302,2866,985
1303,2867,1186
1304,2868,1492
1305,2869,1182
1306,2870,1299
1307,2871,1423
1308,2872,1600
1309,2873,1791
1310,2874,1892
1311,2875,1182
1312,2876,1299
1313,2877,1423
1314,2878,1600
1315,2879,1791
1316,2880,1944
1317,2881,1182
1318,2882,1299
1319,2883,1423
1320,2884,1600
1321,2885,1791
1322,2886,1944
1323,2887,1182
1324,2888,1299
1325,2889,1423
1326,2890,1600
1327,2891,1791
1328,2892,1892
1329,2893,1182
1330,2894,1299
1331,2895,1423
1332,2896,1600
1333,2897,1791
1334,2898,1892
1335,2899,3509
1336,2900,3992
1337,2901,4522
1338,2902,4798
1339,2903,3509
1340,2904,3992
1341,2905,4522
1342,2906,4798
1343,2907,3509
1344,2908,3992
1345,2909,4522
1346,2910,4798
1347,2911,3509
1348,2912,3992
1349,2913,3992
1350,2914,3992
1351,2915,4522
1352,2916,4798
1353,2917,3509
1354,2918,3992
1355,2919,4522
1356,2920,4798
1357,2921,3509
1358,2922,3992
1359,2923,4522
1360,2924,4798
1361,2925,4798
1362,2926,2105
1363,2927,2395
1364,2928,2713
1365,2929,2828
1366,2930,2105
1367,2931,2395
1368,2932,2713
1369,2933,2828
1370,2934,2105
1371,2935,2395
1372,2936,2713
1373,2937,2828
1374,2938,2105
1375,2939,2395
1376,2940,2713
1377,2941,2828
1378,2942,2105
1379,2943,2395
1380,2944,2713
1381,2945,2828
1382,2946,2105
1383,2947,2395
1384,2948,2713
1385,2949,2828
1386,2950,1754
1387,2951,1996
1388,2952,2261
1389,2953,2395
1390,2954,1754
1391,2955,1996
1392,2956,2261
1393,2957,2395
1394,2958,1754
1395,2959,1996
1396,2960,2261
1397,2961,2395
1398,2962,1754
1399,2963,1996
1400,2964,2261
1401,2965,2395
1402,2966,1754
1403,2967,1996
1404,2968,2261
1405,2969,2395
1406,2970,2261
1407,2971,1754
1408,2972,1996
1409,2973,2261
1410,2974,2395
1411,2977,1754
1412,2978,1996
1413,2979,2261
1414,2980,2395
1415,2981,1754
1416,2982,1996
1417,2983,2261
1418,2984,2395
1419,2985,1754
1420,2986,1996
1421,2987,2261
1422,2988,2395
1423,2989,1754
1424,2990,1996
1425,2991,2261
1426,2992,2395
1427,2993,1754
1428,2994,1996
1429,2995,2261
1430,2996,2395
1431,2997,1754
1432,2998,1996
1433,2999,2261
1434,3000,2395
1435,3001,2105
1436,3002,2395
1437,3003,2713
1438,3004,2828
1439,3005,2713
1440,3006,2105
1441,3007,2395
1442,3008,2713
1443,3009,2828
1444,3010,4293
1445,3011,2105
1446,3012,2395
1447,3013,2713
1448,3014,2828
1449,3015,2105
1450,3016,2395
1451,3017,2713
1452,3018,2828
1453,3019,2105
1454,3020,2395
1455,3021,2713
1456,3022,2828
1457,3023,50
1458,3024,93
1459,3025,289
1460,3026,516
1461,3027,657
1462,3028,862
1463,3029,1102
1464,3030,1507
1465,3031,2008
1466,3032,2257
1467,3033,2724
1468,3034,3264
1469,3035,3755
1470,3036,4162
1471,3037,4604
1472,3038,50
1473,3039,93
1474,3040,289
1475,3041,516
1476,3042,620
1477,3043,818
1478,3044,1102
1479,3045,1507
1480,3046,2008
1481,3047,2529
1482,3048,2724
1483,3049,3264
1484,3050,3755
1485,3051,4305
1486,3052,4920
1487,3053,50
1488,3054,111
1489,3055,289
1490,3056,516
1491,3057,696
1492,3058,862
1493,3059,1102
1494,3060,1572
1495,3061,2008
1496,3062,2257
1497,3063,2724
1498,3064,3039
1499,3065,3755
1500,3066,4452
1501,3067,5084
1502,3068,93
1503,3069,289
1504,3070,516
1505,3071,776
1506,3072,1102
1507,3073,1507
1508,3074,2008
1509,3075,2529
1510,3076,2724
1511,3077,2931
1512,3078,3755
1513,3079,4452
1514,3080,4452
1515,3081,4452
1516,3082,5084
1517,3083,111
1518,3084,256
1519,3085,516
1520,3086,776
1521,3087,1102
1522,3088,1444
1523,3089,2008
1524,3090,2436
1525,3091,2724
1526,3092,3039
1527,3093,3755
1528,3094,4162
1529,3095,4760
1530,3096,93
1531,3097,289
1532,3098,516
1533,3099,862
1534,3100,1102
1535,3101,1323
1536,3102,2008
1537,3103,2529
1538,3104,2724
1539,3105,2931
1540,3106,3755
1541,3107,4305
1542,3108,4920
1543,3109,5000
1544,3110,5000
1545,3111,5000
1546,3112,5000
1547,3113,5000
1548,3114,5000
1549,3115,2667
1550,3116,2985
1551,3117,3239
1552,3118,2667
1553,3119,2985
1554,3120,3239
1555,3121,2667
1556,3122,2985
1557,3123,3239
1558,3124,2667
1559,3125,2985
1560,3126,3239
1561,3127,2667
1562,3128,2985
1563,3129,3239
1564,3130,2667
1565,3131,2985
1566,3132,3239
1567,3134,30
1568,3135,195
1569,3136,310
1570,3137,466
1571,3138,661
1572,3139,794
1573,3140,1205
1574,3141,1354
1575,3142,1635
1576,3143,1959
1577,3144,2253
1578,3145,30
1579,3146,153
1580,3147,310
1581,3148,491
1582,3149,661
1583,3150,829
1584,3151,1205
1585,3152,1354
1586,3153,1635
1587,3154,1890
1588,3155,2253
1589,3156,30
1590,3157,153
1591,3158,310
1592,3159,517
1593,3160,661
1594,3161,829
1595,3162,1205
1596,3163,1462
1597,3164,1635
1598,3165,1823
1599,3166,2253
1600,3167,78
1601,3168,174
1602,3169,310
1603,3170,491
1604,3171,661
1605,3172,1205
1606,3173,1635
1607,3174,2253
1608,3175,67
1609,3176,153
1610,3177,310
1611,3178,517
1612,3179,661
1613,3180,1205
1614,3181,1635
1615,3182,2253
1616,3183,67
1617,3184,153
1618,3185,310
1619,3186,517
1620,3187,661
1621,3188,1205
1622,3189,1635
1623,3190,2253
1624,3191,1600
1625,3192,1791
1626,3193,1600
1627,3194,1791
1628,3195,1600
1629,3196,1791
1630,3197,1600
1631,3198,1791
1632,3199,1600
1633,3200,1791
1634,3201,1600
1635,3202,1791
1636,3203,2500
1637,3204,25
1638,3205,145
1639,3206,258
1640,3207,431
1641,3208,551
1642,3209,1004
1643,3210,1362
1644,3211,1878
1645,3212,25
1646,3213,145
1647,3214,258
1648,3215,431
1649,3216,551
1650,3217,1004
1651,3218,1362
1652,3219,1878
1653,3220,25
1654,3221,163
1655,3222,258
1656,3223,388
1657,3224,551
1658,3225,1004
1659,3226,1362
1660,3227,1878
1661,3228,65
1662,3229,258
1663,3230,551
1664,3231,1004
1665,3232,1362
1666,3233,1878
1667,3234,56
1668,3235,258
1669,3236,551
1670,3237,1004
1671,3238,1362
1672,3239,1878
1673,3240,46
1674,3241,258
1675,3242,551
1676,3243,1004
1677,3244,1362
1678,3245,1878
1679,3246,1333
1680,3247,1492
1681,3248,1333
1682,3249,1492
1683,3250,1333
1684,3251,1492
1685,3252,1492
1686,3253,1492
1687,3254,1492
1688,3255,2000
1689,3256,25
1690,3257,145
1691,3258,258
1692,3259,409
1693,3260,551
1694,3261,1004
1695,3262,1362
1696,3263,1878
1697,3264,25
1698,3265,145
1699,3266,258
1700,3267,388
1701,3268,551
1702,3269,1004
1703,3270,1362
1704,3271,1878
1705,3272,25
1706,3273,145
1707,3274,258
1708,3275,431
1709,3276,551
1710,3277,1004
1711,3278,1362
1712,3279,1878
1713,3280,65
1714,3281,258
1715,3282,551
1716,3283,1004
1717,3284,1362
1718,3285,1878
1719,3286,56
1720,3287,258
1721,3288,551
1722,3289,1004
1723,3290,1362
1724,3291,1878
1725,3292,56
1726,3293,258
1727,3294,551
1728,3295,1004
1729,3296,1362
1730,3297,1878
1731,3298,1333
1732,3299,1492
1733,3300,1333
1734,3301,1492
1735,3302,1333
1736,3303,1492
1737,3304,1492
1738,3305,1492
1739,3306,1492
1740,3307,2000
1741,3308,30
1742,3309,78
1743,3310,195
1744,3311,310
1745,3312,417
1746,3313,517
1747,3314,661
1748,3315,794
1749,3316,1205
1750,3317,1303
1751,3318,1635
1752,3319,1890
1753,3320,2253
1754,3321,30
1755,3322,118
1756,3323,310
1757,3324,491
1758,3325,661
1759,3326,904
1760,3327,1205
1761,3328,1518
1762,3329,1635
1763,3330,1759
1764,3331,2253
1765,3332,4832
1766,3333,30
1767,3334,98
1768,3335,310
1769,3336,517
1770,3337,661
1771,3338,829
1772,3339,1205
1773,3340,1462
1774,3341,1635
1775,3342,1759
1776,3343,2253
1777,3344,30
1778,3345,67
1779,3346,174
1780,3347,310
1781,3348,394
1782,3349,517
1783,3350,661
1784,3351,829
1785,3352,1205
1786,3353,1462
1787,3354,1635
1788,3355,1823
