"rownum","Id","WorldAreas","MinCount","MaxCount","BossMonsterSpawnChance","BossCount","BossMonsters","bool_56","[i32]_57","Grounds","Tags","MinLevel","MaxLevel","WorldAreas2","PackFormation","i32_145","bool_149","[string]_150","bool_166","bool_167","string_168","bool_176","bool_177","AdditionalMonsters","AdditionalCounts","bool_210","rid_211"
13,"expedition-faction3-elite2",[0],1,1,0,0,[],"",[1],[],[],0,100,[],"",7,"",[],"","","",1,"",[513],[1],"",""
14,"expedition-faction3-elite3",[0],1,1,0,0,[],"",[1],[],[],0,100,[],"",7,"",[],"","","",1,"",[507],[1],"",""
15,"expedition-faction4-elite1",[0],1,1,0,0,[],"",[1],[],[],0,100,[],"",7,"",[],"","","",1,"",[511],[1],"",""
16,"expedition-faction4-elite2",[0],1,1,0,0,[],"",[1],[],[],0,100,[],"",7,"",[],"","","",1,"",[518],[1],"",""
17,"expedition-faction5-elite1",[0],1,1,0,0,[],"",[1],[],[],0,100,[],"",7,"",[],"","","",1,"",[2638],[1],"",""
18,"expedition-faction5-elite2",[0],1,1,0,0,[],"",[1],[],[],0,100,[],"",7,"",[],"","","",1,"",[2635],[1],"",""
19,"expedition-subarea-fodder1",[0],4,6,0,0,[],"",[1],[],[],0,100,[],"",0,"",[],1,"","",1,"",[],[],"",""
20,"expedition-subarea-fodder2",[0],3,6,0,0,[],"",[1],[],[],0,100,[],"",0,"",[],1,"","",1,"",[],[],"",""
21,"expedition-subarea-fodder3",[0],3,6,0,0,[],"",[1],[],[],0,100,[],"",0,"",[],1,"","",1,"",[],[],"",""
22,"expedition-subarea-fodder4",[0],4,7,0,0,[],"",[1],[],[],0,100,[],"",0,"",[],1,"","",1,"",[],[],"",""
23,"expedition-subarea-faction1-elite1",[0],2,4,100,1,[515],"",[1],[],[],0,100,[],"",0,"",[],1,"","",1,"",[515],[1],"",""
24,"expedition-subarea-faction1-elite2",[0],3,6,100,1,[508],"",[1],[],[],0,100,[],"",0,"",[],1,"","",1,"",[508],[1],"",""
25,"expedition-subarea-faction2-elite1",[0],2,5,100,1,[510],"",[1],[],[],0,100,[],"",0,"",[],1,"","",1,"",[510],[1],"",""
26,"expedition-subarea-faction2-elite2",[0],2,4,100,1,[517],"",[1],[],[],0,100,[],"",0,"",[],1,"","",1,"",[517],[1],"",""
27,"expedition-subarea-faction3-elite1",[0],2,4,100,1,[514],"",[1],[],[],0,100,[],"",0,"",[],1,"","",1,"",[514],[1],"",""
28,"expedition-subarea-faction3-elite2",[0],2,5,100,1,[513],"",[1],[],[],0,100,[],"",0,"",[],1,"","",1,"",[513],[1],"",""
29,"expedition-subarea-faction3-elite3",[0],2,5,100,1,[507],"",[1],[],[],0,100,[],"",0,"",[],1,"","",1,"",[507],[1],"",""
30,"expedition-subarea-faction4-elite1",[0],3,6,100,1,[511],"",[1],[],[],0,100,[],"",0,"",[],1,"","",1,"",[511],[1],"",""
31,"expedition-subarea-faction4-elite2",[0],2,4,100,1,[518],"",[1],[],[],0,100,[],"",0,"",[],1,"","",1,"",[518],[1],"",""
32,"expedition2-subarea-medved-fodder1",[387],3,5,50,1,[515],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[515],[1],"",""
33,"expedition2-subarea-medved-fodder2",[387],2,4,50,1,[508],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[508],[1],"",""
34,"expedition2-subarea-vorana-fodder1",[386],2,4,50,1,[517],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[517],[1],"",""
35,"expedition2-subarea-vorana-fodder2",[386],2,3,50,1,[510],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[510],[1],"",""
36,"expedition2-subarea-uhtred-fodder1",[385],3,5,100,1,[513],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[513],[1],"",""
37,"expedition2-subarea-uhtred-fodder2",[385],3,5,100,1,[514],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[514],[1],"",""
38,"expedition2-subarea-olroth-fodder1",[384],3,5,100,1,[511],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[511],[1],"",""
39,"expedition2-subarea-olroth-fodder2",[384],3,5,100,1,[518],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[518],[1],"",""
40,"expedition2-faction-ant",[0],2,3,33,1,[2619],"",[1],[],[],0,100,[],"",25,1,[],1,"","",1,"",[2619],[1],"",""
41,"expedition2-faction-arachnid",[0],2,2,33,1,[2624],"",[1],[],[],0,100,[],"",25,1,[],1,"","",1,"",[2624],[1],"",""
42,"expedition2-faction-crustacean",[0],2,2,33,1,[2627],"",[1],[],[],0,100,[],"",25,1,[],1,"","",1,"",[2627],[1],"",""
43,"expedition2-faction-parasite",[0],2,2,33,1,[2641],"",[1],[],[],0,100,[],"",25,1,[],1,"","",1,"",[2641],[1],"",""
44,"expedition2-faction-ant-bigger",[0],3,7,75,1,[2619],"",[1],[],[],0,100,[],"",25,1,[],1,"","",1,"",[2619],[1],"",""
45,"expedition2-faction-arachnid-bigger",[0],2,4,75,1,[2624],"",[1],[],[],0,100,[],"",25,1,[],1,"","",1,"",[2624],[1],"",""
46,"expedition2-faction-crustacean-bigger",[0],2,4,75,1,[2627],"",[1],[],[],0,100,[],"",25,1,[],1,"","",1,"",[2627],[1],"",""
47,"expedition2-faction-parasite-bigger",[0],2,4,75,1,[2641],"",[1],[],[],0,100,[],"",25,1,[],1,"","",1,"",[2641],[1],"",""
48,"expedition2-faction-fodder-plaguemorphs",[0],1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[2643],[1],"",""
49,"expedition2-faction-fodder-plaguebringers",[0],1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[2643],[1],"",""
50,"expedition2-faction-fodder-tumourstatues",[0],1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[2651],[1],"",""
51,"expedition-kalguur-dungeon-faction1-elite1","[382,379]",2,4,100,1,[515],"",[1],[],[],0,100,[],"",0,1,"[""Trims2""]",1,"","",1,"",[515],[1],"",""
52,"expedition-kalguur-dungeon-faction1-elite2","[382,379]",3,6,100,1,[508],"",[1],[],[],0,100,[],"",0,1,"[""Trims2""]",1,"","",1,"",[508],[1],"",""
53,"expedition-kalguur-dungeon-faction2-elite1","[381,379]",2,5,100,1,[510],"",[1],[],[],0,100,[],"",0,1,"[""Trims3""]",1,"","",1,"",[510],[1],"",""
54,"expedition-kalguur-dungeon-faction2-elite2","[381,379]",2,4,100,1,[517],"",[1],[],[],0,100,[],"",0,1,"[""Trims3""]",1,"","",1,"",[517],[1],"",""
55,"expedition-kalguur-dungeon-faction3-elite1","[380,379]",1,3,100,1,[514],"",[1],[],[],0,100,[],"",0,1,"[""Trims1""]",1,"","",1,"",[514],[1],"",""
56,"expedition-kalguur-dungeon-faction3-elite2","[380,379]",1,3,100,1,[513],"",[1],[],[],0,100,[],"",0,1,"[""Trims1""]",1,"","",1,"",[513],[1],"",""
57,"expedition-kalguur-dungeon-faction3-elite3","[380,379]",1,3,100,1,[507],"",[1],[],[],0,100,[],"",0,1,"[""Trims1""]",1,"","",1,"",[507],[1],"",""
58,"expedition-kalguur-dungeon-faction4-elite1","[383,379]",3,6,100,1,[511],"",[1],[],[],0,100,[],"",0,1,"[""Trims1""]",1,"","",1,"",[511],[1],"",""
59,"expedition-kalguur-dungeon-faction4-elite2","[383,379]",2,4,100,1,[518],"",[1],[],[],0,100,[],"",0,1,"[""Trims1""]",1,"","",1,"",[518],[1],"",""
60,"G1-lumberingdrownedsmall",[106],1,2,0,0,[],"",[12],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
61,"G1-quillcrab",[106],1,2,0,0,[],"",[5],"[""BlankGround_Flood""]",[],0,100,[],"",0,1,[],1,"","",1,"",[205],[1],"",""
62,"G1-lumberingdrownedhighrange",[106],2,5,0,0,[],"",[3],"[""BlankGround_Flood""]",[],0,100,[],"",45,1,[],1,"","",1,"",[],[],"",""
63,"G1-lumberingdrownedmedium",[107],1,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
64,"G1-urchinshag",[107],1,4,75,1,[229],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[229],[1],"",""
65,"G1-rottenwolf",[107],1,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
66,"P3-wolf",[224],2,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[370],[1],"",""
67,"G1-retchskeleton",[108],2,5,0,0,[],"",[4],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
68,"G1-mudgolem",[108],0,0,0,0,[],"",[3],[],[],0,100,[],"",0,1,[],"","","",1,"",[181],[1],"",""
69,"G1-huhugrub","[108,214]",2,4,0,0,[],"","[4,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[247],[1],"",""
70,"G1-werewolfpack","[109,207]",2,5,0,0,[],"","[15,2]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[258],[1],"",""
71,"G1-werewolfprowler","[109,207]",1,1,25,1,[258],"","[10,2]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[258],[1],"",""
72,"G1-slingurchin",[109],2,5,0,0,[],"",[5],[],[],0,100,[],"",0,1,[],1,"","",1,"",[229],[1],"",""
73,"G1-funguszombie","[109,221]",2,4,0,0,[],"","[5,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"","[240,241,178]","[1,1,2]","",""
74,"g1_5-snakeflowermen1",[110],2,3,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[397],[1],"",""
75,"G1-rustedsoldier",[110],4,7,0,0,[],"",[10],[],[],0,100,[],"",0,1,[],1,"","",1,"",[417],[1],"",""
76,"G1-palefrog",[110],2,5,0,0,[],"",[5],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
77,"G1-fungalmancerzombiegroup","[111,221]",2,5,50,1,[178],"","[9,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"","[176,177,178]","[1,1,4]","",""
78,"G1-fungalmancerzombiegroup-kalguur",[380],2,5,50,1,[178],"",[3],"[""Trims1""]",[],0,100,[],"",0,1,[],1,"","",1,"","[176,177,178]","[1,1,4]","",""
79,"G1-fungalmancerskeletongroup","[111,221]",2,5,100,1,[362],"","[9,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[178],[1],"",""
80,"G1-fungalmancerskeletongroup-kalguur",[380],2,5,100,1,[362],"",[3],"[""Trims1""]",[],0,100,[],"",0,1,[],1,"","",1,"",[178],[1],"",""
81,"G1-fungalwolf","[111,221]",2,5,0,0,[],"","[3,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[362],[1],"",""
82,"G1-fungalwolf-kalguur",[380],2,5,0,0,[],"",[3],"[""Trims1""]",[],0,100,[],"",0,1,[],1,"","",1,"",[362],[1],"",""
83,"G1-coldwraithgrave","[112,207,224]",1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[145],[1],"",""
84,"G1-stalkergrave","[112,209]",2,5,50,1,[364],"","[2,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[365],[1],"",""
85,"G1-deathknightgrave","[112,209,210]",1,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[276],[1],"",""
86,"G1-graveskeletonmixed",[112],2,6,62,1,[363],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[363],[1],"",""
87,"ghoulcommander-bosspack",[0],4,8,0,0,[],"",[0],[],[],0,100,[],"",0,"",[],1,"","",1,"",[],[],"",""
88,"G1-graveskeletoncasterfire",[114],2,4,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[723,1654]","[1,2]","",""
89,"G1-graveskeletoncasterlightning",[113],2,4,20,1,"[150,1654]","",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[150,1654]","[1,1]","",""
90,"G1-bloodcretincourtesan","[113,211]",2,5,100,1,[267],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[267],[1],"",""
91,"G1-lightningwraith","[113,207]",1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[150],[1],"",""
92,"G1-spinningwheelhag","[113,209]",2,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
93,"G1-skeletalknight","[113,114,209]",3,5,80,1,[1654],"","[2,2,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[1654],[1],"",""
94,"G1-skeletalreaper","[114,207,209]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1659],[1],"",""
95,"G1-graveskeletontombstalker","[114,215]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[367],[1],"",""
96,"G1-ghoulcommander","[113,209]",3,8,100,1,[298],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[298],[1],"",""
97,"G1-graveskeleton",[114],3,5,100,1,[723],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[723],[1],"",""
98,"G1-reliquarypitcrawler",[0],2,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
99,"G1-quillcrabpoison",[116],2,3,50,1,[208],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[209],[1],"",""
100,"G1-werewolfmixed",[0],3,7,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
101,"G1-bramblemonkey","[116,222]",4,9,100,1,[297],"","[3,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[297],[1],"",""
102,"G1-sapling","[117,207]",2,3,30,1,[620],"","[3,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[620],[1],"",""
103,"G2-farudincrawlerfoundry","[139,140]",3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1630],[1],"",""
104,"G2-farudincrawler",[142],3,5,0,0,[],"",[1],[],[],0,31,[],"",0,1,[],1,"","",1,"",[],[],"",""
105,"G1-werewolfmoon","[119,207]",3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[258],[1],"",""
106,"G1-infectedmercernary",[118],3,6,0,0,[],"",[2],[],[],0,100,[],"",0,1,"[""VillageWalkableGround""]",1,"","",1,"","[284,157,159]","[2,1,2]","",""
107,"G1-bloodcretinonly","[119,211]",3,6,25,1,[272],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[272],[1],"",""
108,"G1-infectedmercenarymixed",[120],3,5,25,1,[284],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[284],[1],"",""
109,"G1-bloodcollector",[0],3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
110,"G1-deathknight",[120],1,2,0,0,[],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[276],[1],"",""
111,"G1-gargoylegolemred","[120,209]",1,3,0,0,[],"","[2,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[278],[1],"",""
112,"G1-bloodpack","[120,121,211]",3,5,66,1,[267],"","[5,4,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[267],[1],"",""
113,"G1-tendrilprowler","[121,211]",1,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[260],[1],"",""
114,"G1-tendrilsentinel","[121,211]",2,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[369],[1],"",""
115,"G1-brambleburrower","[116,221,222]",0,0,0,0,[],"","[2,1,1]",[],[],0,100,[],"",0,1,[],"","","",1,"",[21],[1],"",""
116,"G1-bramblerhoa","[116,221]",2,3,0,0,[],"","[3,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[25],[1],"",""
117,"G1-courtmagecorrupt-merc",[120],3,5,100,1,[157],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[157],[1],"",""
118,"G1-courtmagecorrupt","[121,211]",2,4,80,1,[157],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[157],[1],"",""
119,"G1-corruptedeliteranged","[121,211]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[161],[1],"",""
120,"G1-corruptedelitespear-merc",[120],3,5,100,1,[160],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[160],[1],"",""
121,"G1-corruptedelitespear","[121,211]",2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[160],[1],"",""
122,"G1-corruptedelitebloater","[121,211]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[163],[1],"",""
123,"G1-corruptedelitetoothy-merc",[120],3,5,100,1,[159],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[159],[1],"",""
124,"G1-corruptedelitetoothy","[121,211]",2,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[159],[1],"",""
125,"G1-burnedlumberjackunarmed","[119,206]",2,4,0,0,[],"","[2,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
126,"G1-burnedlumberjackonehandedaxe","[119,206]",2,4,0,0,[],"","[2,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
127,"G2_1-caravanbanditpack",[123],3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[684],[1],"",""
128,"G2_1-crabpack",[123],2,5,0,0,[],"",[1],[],[],0,100,[],"",50,1,"[""HyenaCanyonGround"",""HyenaCanyonTrim""]",1,"","",1,"",[695],[1],"",""
129,"G2_1-crabpacknosand",[123],2,5,0,0,[],"",[0],"[""Shallows""]",[],0,100,[],"",20,"","[""HyenaCanyonGround"",""HyenaCanyonTrim""]",1,"","",1,"",[697],[1],"",""
130,"G2-desertleaper","[123,213]",3,9,0,0,[],"",[1],[],[],0,100,[],"",0,1,"[""HyenaCanyonGround"",""HyenaCanyonTrim"",""TitanWalkwayGround""]",1,"","",1,"",[],[],"",""
131,"G2-maggothusk","[123,214]",3,5,75,1,[652],"",[1],[],[],0,100,[],"",0,1,"[""HyenaCanyonGround"",""HyenaCanyonTrim""]",1,"","",1,"",[652],[1],"",""
132,"G2-marakethskeleton","[124,133,213,215]",2,7,0,0,[],"",[1],[],[],0,100,[],"",0,1,"[""TitanWalkwayGround""]",1,"","",1,"","[417,725]","[5,1]","",""
133,"G2-marakethskeleton-spiresinside",[137],2,7,0,0,[],"",[1],"[""PillarsGround"",""PillarsGroundUpper""]",[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
134,"G2-dropspider",[124],3,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
135,"P2-dropspider",[221],3,6,0,0,[],"",[2],[],[],0,100,[],"",0,1,"[""RedValeStream""]",1,"","",1,"",[],[],"",""
136,"G2-bugbotrocky",[124],4,7,100,1,[663],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[663],[1],"",""
137,"G2-cavedweller","[124,219]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[819],[1],"",""
138,"G2-dropspider-kalguur",[381],3,6,0,0,[],"",[3],"[""Trims3""]",[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
139,"G2-bugbotrocky-kalguur",[381],4,7,100,1,[663],"",[3],"[""Trims3""]",[],0,100,[],"",0,1,[],1,"","",1,"",[663],[1],"",""
140,"G2-cavedweller-kalguur",[381],1,2,0,0,[],"",[3],"[""Trims3""]",[],0,100,[],"",0,1,[],1,"","",1,"",[819],[1],"",""
141,"G2_3-mutewindbridgeguards",[125],6,8,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"","[461,455,449,464]","[3,3,3,1]","",""
142,"G2_3-mutewindpatrol1",[0],4,6,0,0,[],"",[0],[],[],0,100,[],13,15,"",[],1,"","",1,"",[],[],"",""
143,"G2_3-mutewindpatrol2",[0],4,6,0,0,[],"",[0],[],[],0,100,[],16,30,"",[],1,"","",1,"",[],[],"",""
144,"G2-mutewindsword-sandcrusted",[0],2,5,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
145,"G2-mutewindspears-sandcrusted",[0],2,5,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
146,"G2-mutewindchildren-sandcrusted",[0],2,5,100,1,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
147,"G2-mutewindsword-spires","[138,219]",3,5,10,1,[1668],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1668],[1],"",""
148,"G2-mutewindspears-spires-1","[138,219]",3,5,10,1,[1668],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[453,455]","[1,1]","",""
149,"G2-mutewindspears-spires-2","[138,219]",2,6,10,1,[1668],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[461,451,462]","[1,1,1]","",""
150,"G2-mutewindchildren-spires","[138,219]",2,7,10,1,[1668],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[459,464,465]","[1,1,1]","",""
151,"G2-mutewindsword",[125],2,5,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[449,457]","[1,1]","",""
152,"G2-mutewindspears",[125],2,5,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[451,455]","[1,1]","",""
153,"G2-mutewindchildren",[125],2,6,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[459,464,465]","[1,1,1]","",""
154,"G2-rocksliders",[125],2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[738],[1],"",""
155,"G2-etchedbeetle","[128,213]",4,7,0,0,[],"",[1],[],[],0,100,[],"",0,1,"[""TitanWalkwayGround"",""SnakeGround""]",1,"","",1,"",[641],[1],"",""
156,"G2-serpentclancaster",[128],2,4,75,1,[780],"",[1],"[""Bottom"",""Trims1"",""SlopeLowTrim"",""RuinsDefault"",""SnakeGround""]",[],0,100,[],"",0,1,[],1,"","",1,"","[780,661]","[3,1]","",""
157,"P2-serpentclancaster",[215],2,4,75,1,[780],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[780,661]","[3,1]","",""
158,"G2-marakethskeletonemerge","[128,213]",4,7,0,0,[],"",[1],[],[],0,100,[],"",0,1,"[""TitanWalkwayGround"",""SnakeGround""]",1,"","",1,"",[],[],"",""
159,"G2-sandgolemhidden",[128],2,5,100,1,[725],"",[1],"[""Top"",""RuinsDefault""]",[],0,100,[],"",0,1,"[""SnakeGround""]",1,"","",1,"",[725],[1],"",""
160,"P2-sandgolemhidden",[213],2,5,100,1,[725],"",[1],[],[],0,100,[],"",0,1,"[""TitanWalkwayGround""]",1,"","",1,"",[725],[1],"",""
161,"G2_4_2-beetlepatrol1",[0],1,1,0,0,[],"",[0],[],[],0,100,[],14,0,"",[],1,"","",1,"",[],[],"",""
162,"G2_4_2-beetlebosspatrol1",[0],1,1,0,0,[],"",[0],[],[],0,100,[],15,0,"",[],1,"","",1,"",[],[],"",""
163,"G2_4_1-snakepack",[128],3,4,35,1,[780],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"","[780,661]","[1,1]","",""
164,"G2-serpentclan",[129],2,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[780],[1],"",""
165,"G2-marakethskeletonmagi",[129],3,5,80,1,[417],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[417],[1],"",""
166,"G2-marakethskeletonmelee",[129],3,5,80,1,[709],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[709],[1],"",""
167,"G2-tuskbeetle","[129,217]",3,5,100,1,[639],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[639],[1],"",""
168,"G2-desertphantasm","[129,130,219]",2,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[827],[1],"",""
169,"G2-acolytemagi","[130,218]",2,4,100,1,[734],"","[2,2]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[734],[1],"",""
170,"G2-skeletonarbelest","[130,218]",3,6,40,1,[417],"","[2,2]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[417],[1],"",""
171,"G2-sandgolem",[0],1,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
172,"G2-minebatdesert","[130,219]",3,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[823],[1],"",""
173,"G2-bonezealot","[131,132,216,218]",2,4,50,1,[744],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[744],[1],"",""
174,"G2-bonezealot-fire","[131,132,216,218]",2,4,50,1,[749],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[749],[1],"",""
175,"G2-bonezealot-fabrication","[131,132,216,218]",2,6,50,1,[744],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[744],[1],"",""
176,"P2-serpentclanfabrications",[215],2,6,50,1,[780],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[780],[1],"",""
177,"P2-snakeskeletonpacks",[215],3,5,25,1,[786],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[786],[1],"",""
