"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool_60","i32_61","bool_65","bool_66","InheritsFrom","MiscAnimated","i32_91","bool_95","bool_96","Stuck_AOFile","Bounce_AOFile","i32_121","i32_125","i32_129","i32_133","rid_137","rid_153","i32_169","i32_173","i32_177","i32_181","i32_185","[string]_189","bool_205","[i32]_206","string_222","rid_230","rid_246","rid_262","bool_278","string_279","rid_287","string_303","rid_311","string_327","[string]_335","[string]_351","bool_367"
40,"Metadata/Projectiles/EtherealKnivesSawBlade","[""Metadata/Effects/Microtransactions/Spells/ethereal_knives_saw/ethereal_knife_proj.ao"",""Metadata/Effects/Microtransactions/Spells/ethereal_knives_saw/ethereal_knife_proj2.ao"",""Metadata/Effects/Microtransactions/Spells/ethereal_knives_saw/ethereal_knife_proj3.ao"",""Metadata/Effects/Microtransactions/Spells/ethereal_knives_saw/ethereal_knife_proj4.ao""]","[""knife_loop""]",[],1300,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
41,"Metadata/Projectiles/InsectSpawnerSpit","[""Metadata/Effects/Spells/monsters_effects/insect_spawner_spit/rig.ao""]","[""insectspit""]","[""insectspitexplode""]",700,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
42,"Metadata/Projectiles/InsectSpawnerSpitParasiteBoss","[""Metadata/Effects/Spells/monsters_effects/act7/Ryslatha/spit_parasite/rig.ao""]","[""insectspit""]","[""insectspitexplode""]",700,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
43,"Metadata/Projectiles/ScavengerFire","[""Metadata/Effects/Spells/monsters_effects/scav_driftwoodthrow/rig.ao""]","[""scav_driftwoodthrow""]","[""scav_driftwoodexplode""]",1000,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
44,"Metadata/Projectiles/IncaBossSprayIce","[""Metadata/Effects/Spells/monsters_effects/act2/inca_boss/iceshoot.ao""]","[""iceshoot_explode""]",[],750,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
45,"Metadata/Projectiles/IncaBossSprayLightning","[""Metadata/Effects/Spells/monsters_effects/act2/inca_boss/iceshoot.ao""]","[""iceshoot_explode""]",[],750,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
46,"Metadata/Projectiles/IncaBossSprayFire","[""Metadata/Effects/Spells/monsters_effects/act2/inca_boss/iceshoot.ao""]","[""iceshoot_explode""]",[],750,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
47,"Metadata/Projectiles/IncaBossSprayIceColdSnap","[""Metadata/Effects/Spells/monsters_effects/act2/inca_boss/iceshoot.ao""]","[""iceshoot_explode""]",[],750,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
48,"Metadata/Projectiles/IncaBossSummon","[""Metadata/Effects/Spells/monsters_effects/act2/inca_boss/summon_monster_proj.ao""]","[""ball_shoot""]","[""ball_shoot_explode""]",750,1,2,1,"","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
49,"Metadata/Projectiles/IncaBossSummonAtziri","[""Metadata/Effects/Spells/monsters_effects/act2/AtziriOversoul/summon_monster_proj.ao""]","[""ball_shoot""]","[""ball_shoot_explode""]",750,1,2,1,"","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
50,"Metadata/Projectiles/IncaBossSummonIce","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/MapBosses/machinarium/summon_projectiles/summon_projectile_cold.ao""]","[""ball_shoot""]","[""ball_shoot_explode""]",750,1,2,1,"","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
51,"Metadata/Projectiles/IncaBossSummonLightning","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/MapBosses/machinarium/summon_projectiles/summon_projectile_lightning.ao""]","[""ball_shoot""]","[""ball_shoot_explode""]",750,1,2,1,"","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
52,"Metadata/Projectiles/IncaBossSummonFire","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/MapBosses/machinarium/summon_projectiles/summon_projectile_fire.ao""]","[""ball_shoot""]","[""ball_shoot_explode""]",750,1,2,1,"","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
53,"Metadata/Projectiles/ArcticBreath","[""Metadata/Effects/Spells/arcticbreath/rig.ao""]","[""articbreath""]","[""articbreath_end""]",844,"",2,"","","Metadata/Projectiles/ProjectileGround","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
54,"Metadata/Projectiles/ArcticBreathFlying","[""Metadata/Effects/Spells/arctic_breath_02/projectile/arctic_breath_projectile.ao""]","[""projectile""]","[""impact""]",2000,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
55,"Metadata/Projectiles/ArcticBreathFlyingLesser","[""Metadata/Effects/Spells/arctic_breath_02/projectile/arctic_proj_lesser.ao""]","[""projectile""]","[""impact""]",2000,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
56,"Metadata/Projectiles/TotemFireSpray","[""Metadata/Effects/Spells/totems/spells/firespray.ao""]","[""firespray_shoot""]","[""firespray_end""]",750,1,2,"","","Metadata/Projectiles/Projectile","",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
57,"Metadata/Projectiles/GhostFlameTotemFireSpray","[""Metadata/Effects/Microtransactions/Spells/totem/spell/flame_totem/ghost_flame/rig.ao""]","[""firespray_shoot""]","[""firespray_end""]",750,1,2,"","","Metadata/Projectiles/Projectile","",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
58,"Metadata/Projectiles/TotemHolyFireSpray","[""Metadata/Effects/Spells/totems/HolyFlameTotem/projectile/projectile.ao""]","[""projectile""]",[],900,1,2,"","","Metadata/Projectiles/Projectile","",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
59,"Metadata/Projectiles/GhostFlameTotemHolyFireSpray","[""Metadata/Effects/Microtransactions/Spells/totem/spell/flame_totem/ghost_flame/rig.ao""]","[""firespray_shoot""]","[""firespray_end""]",900,1,2,"","","Metadata/Projectiles/Projectile","",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
60,"Metadata/Projectiles/FlameBearerFireSpray","[""Metadata/Effects/Spells/monsters_effects/act3/flamebearer_headspray/rig.ao""]","[""headspray_shoot""]","[""headspray_end""]",750,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
61,"Metadata/Projectiles/SnakeFireSpray","[""Metadata/Effects/Spells/monsters_effects/act2/snake_fire/rig.ao""]","[""firespray_shoot""]","[""firespray_end""]",750,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
62,"Metadata/Projectiles/SnakeLightningSpray","[""Metadata/Effects/Spells/monsters_effects/act2/snake_lightning/rig.ao""]","[""firespray_shoot""]","[""firespray_end""]",750,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
63,"Metadata/Projectiles/DefaultArrow","[""Metadata/Effects/Spells/base_arrow_attack/arrow_base.ao""]","[""loop""]","[""end""]",3260,"",1,"",1,"Metadata/Projectiles/Projectile","",1,"","","[""Metadata/Effects/Spells/base_arrow_attack/arrow_base_stuck.ao""]","Metadata/Effects/Spells/base_arrow_attack/arrow_base_bounce.ao",50,80,0,20,"","",0,100,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
64,"Metadata/Projectiles/DefaultArrowNonStick","[""Metadata/Effects/Spells/base_arrow_attack/arrow_base.ao""]","[""loop""]","[""end""]",3260,"",1,"",1,"Metadata/Projectiles/Projectile","",1,"","","[""Metadata/Effects/Spells/base_arrow_attack/arrow_base_stuck.ao""]","Metadata/Effects/Spells/base_arrow_attack/arrow_base_bounce.ao",0,80,0,20,"","",0,100,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
65,"Metadata/Projectiles/WandProjectile","[""Metadata/Effects/Spells/base_wand_attack/projectile/wand_projectile.ao""]","[""projectile_01""]","[""impact""]",3260,"",1,"",1,"Metadata/Projectiles/Projectile","",2,1,"",[],"",0,0,0,0,3573,"",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
66,"Metadata/Projectiles/CausticArrow","[""Metadata/Effects/Spells/caustic_arrow_02/causticarrow.ao""]",[],[],3260,1,1,"","","Metadata/Projectiles/Projectile","",1,"","","[""Metadata/Effects/Spells/caustic_arrow_02/causticarrow_stuck.ao""]","Metadata/Effects/Spells/caustic_arrow_02/causticarrow_bounce.ao",50,80,0,20,"","",0,100,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
67,"Metadata/Projectiles/BurningArrow","[""Metadata/Effects/Spells/firearrow_02/burning_arrow.ao""]",[],[],3260,"",1,"","","Metadata/Projectiles/Projectile","",1,"","","[""Metadata/Effects/Spells/base_arrow_attack/stuck_arrows/arrow_fire.ao""]","Metadata/Effects/Spells/firearrow_02/burning_arrow_bounce.ao",50,80,0,20,3572,"",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
68,"Metadata/Projectiles/VaalBurningArrow","[""Metadata/Effects/Spells/firearrow/rig.ao""]","[""firearrow""]","[""firearrowimpact""]",3260,1,1,"","","Metadata/Projectiles/Projectile","",1,"","",[],"",50,0,0,0,"","",0,100,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
69,"Metadata/Projectiles/FuseArrow","[""Metadata/Effects/Spells/explosivearrow_2/projectile/basearrow.ao""]","[""explodingarrow""]",[],3260,"",1,"","","Metadata/Projectiles/Projectile","",1,"","","[""Metadata/Effects/Spells/explosivearrow_2/projectile/arrow_base_stuck.ao""]","",100,100,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
70,"Metadata/Projectiles/LightningArrowBloodMTX","[""Metadata/Effects/Spells/blood_arrow/rig.ao""]","[""bloodarrow""]","[""bloodimpact""]",3260,"",1,"","","Metadata/Projectiles/Projectile","",1,"","","[""Metadata/Effects/Spells/base_arrow_attack/arrow_base_stuck.ao""]","Metadata/Effects/Spells/base_arrow_attack/arrow_base_bounce.ao",50,80,0,20,3563,3580,0,100,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
71,"Metadata/Projectiles/LightningArrow","[""Metadata/Effects/Spells/bow_lightning_arrow/projectile_01.ao""]","[""projectile_01""]","[""impact_01""]",5400,"",1,"","","Metadata/Projectiles/Projectile","",1,"","",[],"",100,100,0,0,8331,"",0,0,100,100,0,[],"",[],"","","",231,"","muzzleSpell_Lightning_01",231,"","","",[],[],1
72,"Metadata/Projectiles/LightningArrowNonStick","[""Metadata/Effects/Spells/lightning_arrows_02/lightning_arrow.ao""]",[],[],3260,"",1,"","","Metadata/Projectiles/Projectile","",1,"","","[""Metadata/Effects/Spells/lightning_arrows_02/lightning_arrow_stuck.ao""]","Metadata/Effects/Spells/lightning_arrows_02/lightning_arrow_bounce.ao",0,80,0,20,"","",0,100,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
73,"Metadata/Projectiles/IceArrow","[""Metadata/Effects/Spells/icearrow_02/arrow_ice.ao""]",[],[],3260,"",1,"","","Metadata/Projectiles/Projectile","",1,"","","[""Metadata/Effects/Spells/icearrow_02/arrow_ice_stuck.ao""]","Metadata/Effects/Spells/icearrow_02/arrow_ice_bounce.ao",50,80,0,20,"","",0,100,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
74,"Metadata/Projectiles/PietyIceArrow","[""Metadata/Effects/Spells/monsters_effects/act3/piety/icearrow/rig.ao""]","[""icearrow""]","[""icearrowimpact""]",3260,"",1,"","","Metadata/Projectiles/Projectile","",1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
75,"Metadata/Projectiles/MonsterIceArrow","[""Metadata/Effects/Spells/icearrow/rig_monster.ao""]","[""icearrow""]","[""icearrowimpact""]",3260,"",1,"","","Metadata/Projectiles/Projectile","",1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
76,"Metadata/Projectiles/IceArrowVaalOrb","[""Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/arrow_ice.ao""]",[],[],3260,"",1,"","","Metadata/Projectiles/Projectile","",1,"","","[""Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/arrow_ice_stuck.ao""]","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/arrow_ice_bounce.ao",50,80,0,20,146,5692,0,100,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
