"rownum","string_0","[rid]_8","[rid]_24","[string]_40","[rid]_56","[rid]_72","[i32]_88","[rid]_104","string_120","bool_128","bool_129","bool_130"
133,"212",[],[],[],[],[],[],[426],"ChaosbornDruidTwisterEffect",1,"",1
134,"201","[8,11]",[],[],[],[],[],[],"SunClanRaiderCharacterSkin",1,"",1
135,"284",[],[],[],[],[77],[],[],"SunClanRaiderSpearSkin",1,"",1
136,"285",[],[],[],[],[92],[],[],"SunClanRaiderBucklerSkin",1,"",1
137,"202",[],[3],[],[],[],[],[],"BreachlordsCrusaderBundle",1,"",1
138,"217",[],[36],[],[],[],[],[],"BreachlordsKnightQuarterstaffSkin",1,"",1
139,"248",[],[3],[],[],[],[],[],"BreachlordsKnightMaceSkin",1,"",1
140,"250",[],[36],[],[],[],[],[],"BreachlordsCrusaderQuarterstaffSkin",1,"",1
141,"251",[],[5],[],[],[],[],[],"BreachlordsCrusaderMaceSkin",1,"",1
142,"321",[],[],[],[],[108],[],[],"BoarBearShapeshiftEffect","","",1
143,"322",[],[],[],[],[108],[],[],"PandaWarbearShapeshiftEffect","","",1
144,"323",[],[],[],[],[108],[],[],"BatWyvernShapeshiftEffect","","",1
145,"203",[],[],[],[],[108],[],[],"CrocoliskBearShapeshiftEffect",1,"",1
146,"204",[],[],[],[],[108],[],[],"CrocodileDruidWerewolfShapeshiftEffect","","",1
147,"205",[],[],[],[],[108],[],[],"CrocoliskWyvernShapeshiftEffect",1,"",1
148,"336",[],[],[],[],[],[],[974],"BloodMoonShredEffect","","",1
149,"335",[],[],[],[],[],[],[976],"BloodMoonCrossSlashEffect","","",1
150,"334",[],[],[],[],[],[],[268],"BloodMoonPounceEffect","","",1
151,"333",[],[],[],[],[],[],[980],"BloodMoonLunarAssaultEffect","","",1
152,"332",[],[],[],[],[],[],[987],"BloodMoonLunarBlessingEffect","","",1
153,"331",[],[],[],[],[],[],[988],"BloodMoonArcticHowlEffect","","",1
154,"343",[],[],[],[],[],[],[260],"LichbornRendEffect","","",1
155,"342",[],[],[],[],[],[],[104],"LichbornRollingMagmaEffect","","",1
156,"341",[],[],[],[],[],[],[967],"LichbornWingBlastEffect","","",1
157,"340",[],[],[],[],[],[],[984],"LichbornDevourEffect","","",1
158,"339",[],[],[],[],[],[],[969],"LichbornOilBarrageEffect","","",1
159,"338",[],[],[],[],[],[],[971],"LichbornFlameBreatheEffect","","",1
160,"287",[],[29],[],[],[],[],[],"CrocoliskArmourPack",1,"",1
161,"299",[],[29],[],[],[],[],[],"CrocoliskCharacterSkin",1,"",1
162,"320",[],[29],[],[],[],[],[],"CrocoliskStaffSkin",1,"",1
163,"319",[11],[],[],[],[],[],[],"TortoiseStaffSkin",1,"",1
164,"315",[],[28],[],[],[],[],[],"OracleDruidLevelupExtraEffect","","",1
165,"327",[],[28],[],[],[],[],[],"SeidrmanCharacterSkin","","",1
166,"330",[],[29],[],[],[],[],[985],"BestialThrashingVinesEffect","","",1
167,"329",[],[29],[],[],[],[],[972],"BestialEntangleEffect","","",1
168,"328",[],[29],[],[],[],[],[1083],"BestialBarkskinEffect","","",1
169,"326",[],[28],[],[],[],[],[985],"StygianThrashingVinesEffect","","",1
170,"325",[],[28],[],[],[],[],[972],"StygianEntangleEffect","","",1
171,"324",[],[28],[],[],[],[],[1083],"StygianBarkskinEffect","","",1
172,"206",[],[],[],[],[],[],[405],"KaruiRhoaMountEffect",1,"",1
173,"208",[],[],[],[],[],[],[269],"AbyssalLightningBoltEffect",1,"",1
174,"209",[],[],[],[],[],[],[277],"AbyssalThunderstormEffect",1,"",1
175,"210",[],[],[],[],[],[],[251],"AbyssalVolcanoEffect",1,"",1
176,"211",[],[28],[],[],[],[],[251],"RadiantVolcanoEffect",1,"",1
177,"213",[],[28],[],[],[],[],[277],"RadiantThunderstormEffect",1,"",1
178,"216",[],[28],[],[],[],[],[183],"RadiantTornadoEffect",1,"",1
179,"252",[],[28],[],[],[],[],[269],"RadiantLightningBoltEffect",1,"",1
180,"254",[],[12],[],[],[],[],[],"ArbiterOfAshWings",1,"",1
181,"262",[],[12],[],[],[],[],[],"DevilTailHipAttachment",1,"",1
182,"263",[],[3],[],[],[],[],[],"DoryanisFlamethrowerRareFinisherEffect",1,"",1
183,"264",[],[22],[],[],[],[],[],"GhoulhunterBackAttachment",1,"",1
184,"265",[1],"[36,11]",[],[],[],[],[],"SkeletonSkin",1,"",1
185,"268",[1],[],[],[],[],[],[],"WidebrimmedWitchHat",1,"",1
186,"256",[],[],[],[],[],[],[182],"AbyssalEyeofWinterEffect",1,"",1
187,"261",[],[],[],[],[],[],[234],"AbyssalCometEffect",1,"",1
188,"266",[],[],[],[],[],[],[113],"AbyssalFrostboltEffect",1,"",1
189,"267",[],[],[],[],[],[],[0],"AbyssalIceNovaEffect",1,"",1
190,"269",[],[],[],[],[],[],[1060],"AbyssalFrostDartsEffect",1,"",1
191,"337",[],[],[],[],[],[],[396],"AbyssalSnapEffect",1,"",1
192,"270",[],[],[],[],[],[],[78],"AbyssalElementalWeaknessEffect",1,"",1
193,"271",[],[17],[],[],[],[],[],"VaalChronoSeerWeaponSkin",1,"",1
194,"273",[],[17],[],[],[],[],[],"VaalChronoSeerArmourPack","","",1
195,"278",[],[17],[],[],[],[],[],"VaalChronoSeerCharacterSkin",1,"",1
196,"279",[],[],[],[],[],[],[46],"VaalChronoSeerTemporalChainsEffect",1,"",1
197,"280",[],[],[],[],[],[],[478],"VaalChronoSeerBlinkEffect",1,"",1
198,"272",[],[12],[],[],[],[],[],"MektulArmourPack","","",1
199,"274",[],[12],[],[],[],[],[],"MektulCharacterSkin","","",1
200,"275",[],[23],[],[],[],[],[503],"SulphiteGalvanicShardsEffect","","",1
201,"276",[],[23],[],[],[],[],[366],"SulphiteVoltaicGrenadesEffect","","",1
202,"277",[],[23],[],[],[],[],[504],"SulphiteStormblastBoltsEffect","","",1
203,"281",[],[23],[],[],[],[],[505],"SulphiteShockburstRoundsEffect","","",1
204,"282",[],[23],[],[],[],[],[502],"SulphitePlasmaBlastEffect","","",1
205,"348",[],[],[],[],[],[],[216],"AuroraIceStrikeEffect","","",1
206,"347",[],[],[],[],[],[],[195],"AuroraGlacialLanceEffect","","",1
207,"346",[],[],[],[],[],[],[662],"AuroraIceShotEffect","","",1
208,"345",[],[],[],[],[],[],[105],"AuroraFrostBombEffect","","",1
209,"344",[],[],[],[],[],[],[94],"AuroraHeraldofIceEffect","","",1
210,"288",[],[12],[],[],[],[],[],"MoltenPortalEffect",1,"",1
211,"289",[],"[3,34]",[],[],[],[],[],"BurningMonolithPortalEffect",1,"",1
212,"291",[],"[16,36]",[],[],[],[],[],"BreachHedronPortalEffect",1,"",1
213,"293",[],[18],[],[],[],[],[],"ArcaneDjinnsPortal",1,"",1
214,"295",[],[17],[],[],[],[],[],"TimeDjinnsPortal",1,"",1
215,"296",[],[6],[],[],[],[],[],"ParticleAcceleratorPortalEffect",1,"",1
216,"301",[],[13],[],[],[],[],[],"BloodsoakedGargoylePortalEffect",1,"",1
217,"304",[],[15],[],[],[],[],[],"OvergrownGargoylePortalEffect",1,"",1
218,"305",[],[11],[],[],[],[],[],"SacredWispsPortalEffect",1,"",1
219,"308",[],"[8,29]",[],[],[],[],[],"RiverToadKingPortalEffect",1,"",1
220,"309",[],[9],[],[],[],[],[],"CaneToadKingPortalEffect",1,"",1
221,"310",[],"[5,14]",[],[],[],[],[],"HallsoftheDeadPortalEffect",1,"",1
222,"312",[],[23],[],[],[],[],[],"LunarPaladinPortalEffect",1,"",1
223,"313",[],"[4,24]",[],[],[],[],[],"CrimsonPaladinPortalEffect",1,"",1
224,"314",[],[22],[],[],[],[],[],"SolarPaladinPortalEffect",1,"",1
225,"318",[],[28],[],[],[],[],[],"DruidsOfTheMajiPortal","","",1
