"rownum","Id","i32_16"
213,494,1
214,492,1
215,496,1
216,153,1
217,1604,1
218,1597,1
219,1600,1
220,1596,1
221,1594,1
222,4308,1
223,728,1
224,727,1
225,614,1
226,578,1
227,767,1
228,1448,1
229,4292,1
230,1449,1
231,1447,1
232,1469,1
233,1474,1
234,883,1
235,884,1
236,882,1
237,4264,1
238,438,1
239,439,1
240,437,1
241,436,1
242,726,1
243,4240,1
244,1782,1
245,1775,1
246,4312,1
247,1776,1
248,1774,1
249,1783,1
250,888,1
251,889,1
252,887,1
253,4263,1
254,902,1
255,331,1
256,823,1
257,332,1
258,330,1
259,1254,1
260,4278,1
261,1255,1
262,1253,1
263,1264,1
264,1263,1
265,1768,1
266,1762,1
267,1761,1
268,4310,1
269,1760,1
270,1769,1
271,1589,1
272,1585,1
273,1582,1
274,1581,1
275,1579,1
276,4307,1
277,222,1
278,223,1
279,224,1
280,719,1
281,720,1
282,718,1
283,611,1
284,615,1
285,573,1
286,570,1
287,571,1
288,569,1
289,574,1
290,409,1
291,405,1
292,406,1
293,404,1
294,408,1
295,4255,1
296,460,1
297,394,1
298,1239,1
299,4277,1
300,1240,1
301,1238,1
302,1249,1
303,1248,1
304,4246,1
305,538,1
306,532,1
307,539,1
308,537,1
309,701,1
310,702,1
311,700,1
312,1364,1
313,1370,1
314,1365,1
315,1363,1
316,1371,1
317,4282,1
318,4256,1
319,4247,1
320,4226,1
321,5188,0
322,595,0
323,567,0
324,577,0
325,591,0
326,5226,0
327,5225,0
328,1389,0
329,1388,0
330,5227,0
331,499,0
332,5086,0
333,594,0
334,5082,0
335,1478,0
336,1475,0
337,4295,0
338,5192,0
339,500,0
340,4306,0
341,5199,0
342,5274,0
343,1602,0
344,1592,0
345,5229,0
346,5231,0
347,4253,0
348,592,0
349,1479,0
350,1476,0
351,4294,0
352,5204,0
353,818,0
354,4258,0
355,5202,0
356,903,0
357,5200,0
358,725,0
359,695,0
360,1777,0
361,5638,0
362,1784,0
363,1773,0
364,4313,0
365,5640,0
366,5639,0
367,5203,0
368,819,0
369,4259,0
370,5201,0
371,904,0
372,5210,0
373,1262,0
374,1257,0
375,4275,0
376,5209,0
377,5228,0
378,5230,0
379,4252,0
380,5189,0
381,4243,0
382,1763,0
383,5635,0
384,1770,0
385,1759,0
386,4310,0
387,5637,0
388,5636,0
389,5275,0
390,5271,0
391,5272,0
392,1587,0
393,5273,0
394,1578,0
395,4309,0
396,4248,0
397,5205,0
398,5206,0
399,5233,0
400,5232,0
401,5276,0
402,698,0
403,568,0
404,5208,0
405,1247,0
406,4274,0
407,5207,0
408,1242,0
409,5077,0
410,501,0
411,597,0
412,710,0
413,5217,0
414,5218,0
415,1374,0
416,1373,0
417,5219,0
418,4283,0
419,5198,0
420,5196,0
421,4670,0
