"rownum","Id","HASH16","Stats","Stat1Value","Stat2Value","Stat3Value","AchievementItem"
55,"Bow1",59634,[7030],100,0,0,""
56,"Bow2",45512,[9262],20,0,0,""
57,"Bow3",42952,[10412],100,0,0,""
58,"Bow4",26894,[12470],100,0,0,""
59,"Bow5",36967,[14713],100,0,0,""
60,"Bow6",56951,[14714],1,0,0,""
61,"Brand1",37186,[14137],10,0,0,""
62,"Brand2",5907,[14192],30,0,0,""
63,"Brand3",20630,[11349],1,0,0,""
64,"Brand4",39863,[8102],50,0,0,""
65,"Brand5",32877,[7945],2,0,0,""
66,"Brand6",46672,[8080],40,0,0,""
67,"Caster1",48358,[14162],30,0,0,""
68,"Caster2",33089,[16871],25,0,0,""
69,"Caster3",61071,[16872],6,0,0,""
70,"Caster4",50906,[10752],1,0,0,""
71,"Caster5",27401,[8450],1,0,0,""
72,"Caster6",23471,[16873],25,0,0,""
73,"Chaos1",50933,[17015],1,0,0,""
74,"Chaos2",59574,"[10020,14139]",1,10,0,""
75,"Chaos3",1727,[948],1,0,0,""
76,"Chaos4",21652,[469],40,0,0,""
77,"Chaos5",28678,[17014],10,0,0,""
78,"Chaos6",65015,[17304],5,0,0,""
79,"Charges1",28720,[14140],1,0,0,""
80,"Charges2",48661,[14141],1,0,0,""
81,"Charges3",14100,[14142],1,0,0,""
82,"Charges4",29652,[14168],100,0,0,""
83,"Charges5",40307,[8962],3,0,0,""
84,"Claw1",40041,"[17600,17601]",25,25,0,""
85,"Claw2",7389,[17603],1,0,0,""
86,"Claw3",36475,[17602],60,0,0,""
87,"Claw4",4516,[446],10,0,0,""
88,"Claw5",2823,[17615],50,0,0,""
89,"Claw6",22056,[14504],40,0,0,""
90,"Cold1",4116,[467],40,0,0,""
91,"Cold2",13267,[17284],10,0,0,""
92,"Cold3",38814,[16943],20,0,0,""
93,"Cold4",33129,[946],1,0,0,""
94,"Cold5",19495,[16944],10,0,0,""
95,"Cold6",26782,[16938],5,0,0,""
96,"Criticals1",9986,[11808],50,0,0,""
97,"Criticals2",2987,[14163],25,0,0,""
98,"Criticals3",59734,[14179],100,0,0,""
99,"Criticals4",38070,[14190],3,0,0,""
100,"Criticals5",61534,[96],30,0,0,""
101,"Criticals6",52684,[3956],150,0,0,""
102,"Curse1",13382,[446],20,0,0,""
103,"Curse2",43250,[16500],-40,0,0,""
104,"Curse3",45691,[11324],1,0,0,""
105,"Curse4",35426,[11454],20,0,0,""
106,"Curse5",34663,[10794],1,0,0,""
107,"Curse6",18130,"[16545,16544]",1,1,0,""
108,"Dagger1",63223,[3468],100,0,0,""
109,"Dagger2",33315,[2021],1,0,0,""
110,"Dagger3",20515,[446],10,0,0,""
111,"Dagger4",42559,[446],8,0,0,""
112,"Dagger5",58309,[17530],50,0,0,""
113,"Dagger6",44869,[9643],40,0,0,""
114,"DamageOverTime1",2459,[13133],30,0,0,""
115,"DamageOverTime2",1251,[14367],10,0,0,""
116,"DamageOverTime3",34420,"[209,5725]",15,15,0,""
117,"DamageOverTime4",11521,[14479],-10,0,0,""
118,"DualWield1",14796,"[14143,446]",1,15,0,""
119,"DualWield2",6090,[14144],100,0,0,""
120,"DualWield3",46493,[14145],60,0,0,""
121,"DualWield4",7972,[14167],20,0,0,""
122,"DualWield5",60440,[14169],15,0,0,""
123,"DualWield6",33959,"[14174,14175]",20,20,0,""
124,"Duration1",17852,[14177],10,0,0,""
125,"Duration2",21730,[14178],-10,0,0,""
126,"Duration3",24352,[5972],15,0,0,""
127,"Duration4",14881,[604],20,0,0,""
128,"Elemental1",48385,[14194],18,0,0,""
129,"Elemental2",4119,[1661],-60,0,0,""
130,"Elemental3",59343,[16964],-50,0,0,""
131,"Elemental4",17942,[16965],25,0,0,""
132,"Elemental5",30502,[446],1,0,0,""
133,"Elemental6",25681,[446],3,0,0,""
134,"EnergyShield1",51424,"[1725,1205]",1,30,0,""
135,"EnergyShield2",30520,[17534],-10,0,0,""
136,"EnergyShield3",571,[14170],60,0,0,""
137,"EnergyShield4",35810,[1401],120,0,0,""
138,"EnergyShield5",29586,[14370],30,0,0,""
139,"EnergyShield6",31556,[17560],100,0,0,""
140,"Evasion1",25487,[7211],1,0,0,""
141,"Evasion2",37190,[4467],40,0,0,""
142,"Evasion3",6462,[6373],10,0,0,""
143,"Evasion4",61741,"[4263,5072,11308]",30,30,30,""
144,"Evasion5",57074,[446],15,0,0,""
145,"Evasion6",28676,[14491],100,0,0,""
146,"EvasionEnergyShield1",11541,[14368],30,0,0,""
147,"EvasionEnergyShield2",46099,[14369],20,0,0,""
148,"EvasionEnergyShield3",47151,"[17606,17607]",20,40,0,""
149,"EvasionEnergyShield4",38423,[17608],100,0,0,""
150,"EvasionEnergyShield5",4606,[17610],1,0,0,""
151,"EvasionEnergyShield6",27103,[17609],1,0,0,""
152,"Fire1",24180,[14148],5,0,0,""
153,"Fire2",65020,[466],40,0,0,""
154,"Fire3",37,[17472],3,0,0,""
155,"Fire4",36313,[17473],50,0,0,""
156,"Fire5",55308,[17474],60,0,0,""
157,"Fire6",6216,"[17475,17476]",1,100,0,""
158,"Flask1",29214,"[10311,9376]",1,1,0,""
159,"Flask2",59906,[9372],1,0,0,""
160,"Flask3",11869,[14165],1,0,0,""
161,"Flask4",40906,[3485],25,0,0,""
162,"Flask5",20464,[4569],100,0,0,""
163,"Flask6",10815,[12641],4,0,0,""
164,"Fortify1",37925,[16973],100,0,0,""
165,"Fortify2",51153,[16974],20,0,0,""
166,"Fortify3",27173,[16975],-2,0,0,""
167,"Fortify4",4710,[16976],4,0,0,""
168,"Fortify5",28469,"[2687,14052]",100,-3,0,""
169,"Fortify6",23472,[14304],-10,0,0,""
170,"Impale1",43295,[14525],10,0,0,""
171,"Impale2",56133,[14525],20,0,0,""
172,"Impale3",29209,"[11890,11888]",40,40,0,""
173,"Impale4",43308,"[12324,11889]",4,10,0,""
174,"Impale5",20273,[14371],20,0,0,""
175,"Impale6",36787,[14525],20,0,0,""
176,"Leech1",62252,[16865],10,0,0,""
177,"Leech2",2249,[16866],40,0,0,""
178,"Leech3",5995,[446],25,0,0,""
179,"Leech4",53627,[16867],25,0,0,""
180,"Leech5",57298,[11222],100,0,0,""
181,"Leech6",52876,[446],25,0,0,""
182,"Life1",64381,[16846],4,0,0,""
183,"Life2",34242,[16848],15,0,0,""
184,"Life3",47642,[116],20,0,0,""
185,"Life4",31822,[16849],55,0,0,""
186,"Life5",21468,[16850],90,0,0,""
187,"Life6",38454,[16851],30,0,0,""
188,"Link1",59815,[14351],1,0,0,""
189,"Link2",26985,[14354],1,0,0,""
190,"Link3",18365,[17302],1,0,0,""
191,"Link4",46059,[16932],1,0,0,""
192,"Link5",64655,[17121],1,0,0,""
193,"Link6",18435,[16933],1,0,0,""
194,"Lightning1",53046,[468],40,0,0,""
195,"Lightning2",64241,[17470],60,0,0,""
196,"Lightning3",50993,[15636],15,0,0,""
197,"Lightning4",28569,[19557],10,0,0,""
198,"Lightning5",64063,[14521],1,0,0,""
199,"Lightning6",20364,[17471],-1,0,0,""
200,"Mace1",37132,[446],1,0,0,""
201,"Mace2",17821,[14151],20,0,0,""
202,"Mace3",12139,[14166],1,0,0,""
203,"Mace4",22542,[14195],12,0,0,""
204,"Mace5",40991,[329],50,0,0,""
205,"Mace6",16425,[2545],1,0,0,""
206,"Mana1",2902,[124],300,0,0,""
207,"Mana2",55886,[11315],10,0,0,""
208,"Mana3",59064,[1071],10,0,0,""
209,"Mana4",12119,[207],10,0,0,""
210,"Mana5",64642,[3575],10,0,0,""
211,"Mana6",64875,[13953],12,0,0,""
212,"Mark1",2800,[17030],1,0,0,""
213,"Mark2",34031,[14374],1,0,0,""
214,"Mark3",48980,[14657],10,0,0,""
215,"Mark4",50841,[17031],1,0,0,""
216,"Mark5",52153,[11679],100,0,0,""
217,"Mark6",23152,[17032],50,0,0,""
218,"Mine1",29161,[9424],2,0,0,""
219,"Mine2",47823,[9425],-2,0,0,""
220,"Mine3",18391,[9497],30,0,0,""
221,"Mine4",21313,[3569],5,0,0,""
222,"Mine5",533,[14379],1,0,0,""
223,"Mine6",6510,[14381],150,0,0,""
224,"MinionDefence1",61283,[9555],8,0,0,""
225,"MinionDefence2",20153,[14134],1,0,0,""
226,"MinionDefence3",15574,[446],100,0,0,""
227,"MinionDefence4",58106,[4186],40,0,0,""
228,"MinionDefence5",43400,"[152,14327]",30,-15,0,""
229,"MinionDefence6",46636,[10758],5,0,0,""
230,"MinionOffence1",47429,[14171],20,0,0,""
231,"MinionOffence2",9876,[14172],8,0,0,""
232,"MinionOffence3",40073,[446],25,0,0,""
233,"MinionOffence4",41544,[2607],30,0,0,""
234,"MinionOffence5",11723,[7645],250,0,0,""
235,"MinionOffence6",57179,[4244],20,0,0,""
236,"Physical1",62782,[1662],-60,0,0,""
237,"Physical2",32255,[446],10,0,0,""
238,"Physical3",20173,[17583],1,0,0,""
239,"Physical4",39010,[17584],40,0,0,""
240,"Physical5",18859,[14382],40,0,0,""
241,"Physical6",59010,[17585],6,0,0,""
242,"Poison1",34563,[446],300,0,0,""
243,"Poison2",62897,[8535],20,0,0,""
244,"Poison3",45300,[10405],12,0,0,""
245,"Poison4",64264,[446],1,0,0,""
246,"Poison5",16264,[5015],3,0,0,""
247,"Poison6",52120,[14496],20,0,0,""
248,"Projectile1",16644,[6711],20,0,0,""
249,"Projectile2",2198,[7426],20,0,0,""
250,"Projectile3",52404,[14385],1,0,0,""
251,"Projectile4",14813,[14384],1,0,0,""
252,"Projectile5",1167,[14386],15,0,0,""
253,"Projectile6",44240,[14387],-15,0,0,""
254,"Recovery1",19002,[16856],3,0,0,""
255,"Recovery2",24305,[17580],1,0,0,""
256,"Recovery3",6630,[16857],10,0,0,""
257,"Recovery4",36081,[16181],-50,0,0,""
258,"Recovery5",16013,"[15616,16858]",1,6,0,""
259,"Recovery6",45653,[118],3000,0,0,""
260,"Reservation1",28638,[14274],8,0,0,""
261,"Reservation2",34383,[17529],1,0,0,""
262,"Reservation3",23621,[13954],20,0,0,""
263,"Reservation4",56471,[850],30,0,0,""
264,"Reservation5",61097,[14280],10,0,0,""
265,"Reservation6",12046,[10899],50,0,0,""
266,"Resistance1",19422,[16913],-65,0,0,""
267,"Resistance2",4319,[16914],1,0,0,""
268,"Resistance3",9074,[7430],1,0,0,""
269,"Resistance4",46807,"[5625,6034]",100,1,0,""
270,"Resistance5",53837,[11308],100,0,0,""
271,"Resistance6",31331,"[16916,16915]",1,1,0,""
272,"Shield1",45263,[14294],50,0,0,""
273,"Shield2",30612,[14295],1,0,0,""
274,"Shield3",10059,[14296],1,0,0,""
275,"Shield4",50228,[8655],20,0,0,""
276,"Shield5",35302,[10711],2,0,0,""
277,"Shield6",45307,[10712],1,0,0,""
278,"Staff1",50863,"[14297,446]",2,2,0,""
279,"Staff2",28589,[14298],30,0,0,""
280,"Staff3",47249,[14299],8,0,0,""
281,"Staff4",22149,[3676],20,0,0,""
282,"Staff5",9143,"[446,446]",100,0,0,""
283,"Staff6",65233,[6537],60,0,0,""
284,"Stun1",52274,"[101,329]",-100,200,0,""
285,"Stun2",45652,[7576],20,0,0,""
286,"Stun3",6906,[16881],50,0,0,""
287,"Stun4",52557,[16882],1,0,0,""
288,"Stun5",18881,[16883],25,0,0,""
289,"Stun6",4842,[16884],2000,0,0,""
290,"Suppression1",58447,[446],3,0,0,""
291,"Suppression2",7677,[446],1,0,0,""
292,"Suppression3",42014,"[446,446]",-2,1,0,""
293,"Suppression4",2474,[446],-50,0,0,""
294,"Suppression5",13757,"[446,446]",1,8,0,""
295,"Suppression6",45317,[446],1,0,0,""
296,"Sword1",47595,[9227],3,0,0,""
297,"Sword2",47299,[7927],20,0,0,""
298,"Sword3",8018,[12005],8,0,0,""
299,"Sword4",23247,[14389],1,0,0,""
300,"Sword5",50922,"[2328,598]",120,-20,0,""
301,"Sword6",54067,[446],50,0,0,""
302,"Totem1",60050,[9862],1,0,0,""
303,"Totem2",27718,[14277],30,0,0,""
304,"Totem3",12747,[14275],5,0,0,""
305,"Totem4",53005,[14300],1,0,0,""
306,"Totem5",32279,[2954],4000,0,0,""
307,"Totem6",16950,[16226],3000,0,0,""
308,"Trap1",13257,[13294],5,0,0,""
309,"Trap2",8298,[3993],8,0,0,""
310,"Trap3",50265,[952],5,0,0,""
311,"Trap4",20694,[300],60,0,0,""
312,"Trap5",763,[4560],30,0,0,""
313,"Trap6",43061,[14380],1,0,0,""
314,"TwoHand1",35582,[11849],3,0,0,""
315,"TwoHand2",27095,[3283],40,0,0,""
316,"TwoHand3",31564,"[14480,14481]",10,10,0,""
317,"TwoHand4",31038,[446],15,0,0,""
318,"TwoHand5",1626,"[3438,69]",60,-10,0,""
319,"TwoHand6",60246,[],0,0,0,""
320,"Wand1",16545,[14301],10,0,0,""
321,"Wand2",26785,[14302],1,0,0,""
322,"Wand3",42540,[446],1,0,0,""
323,"Wand4",61352,[10897],100,0,0,""
324,"Wand5",15133,"[446,446]",50,50,0,""
325,"Wand6",63280,[446],1,0,0,""
326,"Warcry1",14206,[11572],1,0,0,""
327,"Warcry2",23021,[11570],15,0,0,""
328,"Warcry3",60034,[10289],1,0,0,""
329,"Warcry4",12916,[11404],1,0,0,""
330,"Warcry5",63994,[16911],1,0,0,""
331,"Warcry6",14032,[16912],10,0,0,""
