"rownum","SkillGem","i32_16","Icon","Family","IsLineage","FlavourText","rid_61","VisualIdentity","bool_93"
170,462,50,"Art/2DArt/SkillIcons/Support/DecayingHexSupport.dds",[96],"","","","",""
171,463,50,"Art/2DArt/SkillIcons/Support/FocusedHexSupport.dds",[97],"","","","",""
172,464,50,"Art/2DArt/SkillIcons/Support/RitualisticCurseSupport.dds",[98],"","","","",""
173,465,50,"Art/2DArt/SkillIcons/Support/MinionPactSupport.dds",[99],"","","","",""
174,466,50,"Art/2DArt/SkillIcons/Support/MinionPactSupport.dds",[99],"","","","",""
175,467,50,"Art/2DArt/SkillIcons/Support/LastGaspSupport.dds",[100],"","","","",""
176,468,50,"Art/2DArt/SkillIcons/Support/LastGaspSupport.dds",[100],1,3392,"",37,""
177,112,50,"Art/2DArt/SkillIcons/Support/ControlledDestructionSupport.dds",[101],"","","","",""
178,173,50,"Art/2DArt/SkillIcons/Support/ImpendingDoomSupport.dds",[102],"","","","",""
179,98,50,"Art/2DArt/SkillIcons/Support/IceBiteSupport.dds",[103],"","","","",""
180,99,50,"Art/2DArt/SkillIcons/Support/IceBiteSupport.dds",[103],"","","","",""
181,100,50,"Art/2DArt/SkillIcons/Support/IceBiteSupport.dds",[103],1,3436,"",55,""
182,26,50,"Art/2DArt/SkillIcons/Support/IncreasedCritDamageSupport.dds",[104],"","","","",""
183,472,50,"Art/2DArt/SkillIcons/Support/Innervate.dds",[105],"","","","",""
184,137,50,"Art/2DArt/SkillIcons/Support/ImmolationSupport.dds",[106],"","","","",""
185,475,50,"Art/2DArt/SkillIcons/Support/MultipleChargesSupport.dds",[107],"","","","",""
186,476,50,"Art/2DArt/SkillIcons/Support/MultipleChargesSupport.dds",[107],"","","","",""
187,474,50,"Art/2DArt/SkillIcons/Support/MultiplePoisonSupport.dds",[108],"","","","",""
188,477,50,"Art/2DArt/SkillIcons/Support/EmpoweredDamageSupport.dds",[109],"","","","",""
189,478,50,"Art/2DArt/SkillIcons/Support/EmpoweredCullSupport.dds",[110],"","","","",""
190,511,50,"Art/2DArt/SkillIcons/Support/RagingCrySupport.dds",[111],"","","","",""
191,512,50,"Art/2DArt/SkillIcons/Support/IncreasedArmourBreakSupport.dds",[112],"","","","",""
192,513,50,"Art/2DArt/SkillIcons/Support/IncreasedArmourBreakSupport.dds",[112],"","","","",""
193,514,50,"Art/2DArt/SkillIcons/Support/IncreasedArmourBreakSupport.dds",[112],1,3399,"",21,""
194,515,50,"Art/2DArt/SkillIcons/Support/RageforgedSupport.dds",[113],"","","","",""
195,516,50,"Art/2DArt/SkillIcons/Support/RageforgedSupport.dds",[113],"","","","",""
196,142,50,"Art/2DArt/SkillIcons/Support/MomentumSupport.dds",[114],"","","","",""
197,594,50,"Art/2DArt/SkillIcons/Support/ArmourExplosionSupport.dds",[115],"","","","",""
198,595,50,"Art/2DArt/SkillIcons/Support/StompingGroundSupport.dds",[116],"","","","",""
199,596,50,"Art/2DArt/SkillIcons/Support/ExtendedCombo.dds",[117],"","","","",""
200,597,50,"Art/2DArt/SkillIcons/Support/ExtendedCombo.dds",[117],"","","","",""
201,598,50,"Art/2DArt/SkillIcons/Support/ExtendedCombo.dds",[117],"","","","",""
202,599,50,"Art/2DArt/SkillIcons/Support/FireExposureSupport.dds",[118],"","","","",""
203,600,50,"Art/2DArt/SkillIcons/Support/LightningExposureSupport.dds",[119],"","","","",""
204,601,50,"Art/2DArt/SkillIcons/Support/ColdExposureSupport.dds",[120],"","","","",""
205,602,50,"Art/2DArt/SkillIcons/Support/DeadlyPoisonSupport.dds",[121],"","","","",""
206,603,50,"Art/2DArt/SkillIcons/Support/DeadlyPoisonSupport.dds",[121],"","","","",""
207,604,50,"Art/2DArt/SkillIcons/Support/DeepCutsSupport.dds",[122],"","","","",""
208,605,50,"Art/2DArt/SkillIcons/Support/DeepCutsSupport.dds",[122],"","","","",""
209,606,50,"Art/2DArt/SkillIcons/Support/CorruptingCrySupport.dds",[123],"","","","",""
210,607,50,"Art/2DArt/SkillIcons/Support/CorruptingCrySupport.dds",[123],"","","","",""
211,608,50,"Art/2DArt/SkillIcons/Support/CorruptingCrySupport.dds",[123],1,3391,"",7,""
212,609,50,"Art/2DArt/SkillIcons/Support/WindowOfOpportunitySupport.dds",[124],"","","","",""
213,610,50,"Art/2DArt/SkillIcons/Support/WindowOfOpportunitySupport.dds",[124],"","","","",""
214,150,50,"Art/2DArt/SkillIcons/Support/CloseCombatSupport.dds",[125],"","","","",""
215,151,50,"Art/2DArt/SkillIcons/Support/CloseCombatSupport.dds",[125],"","","","",""
216,611,50,"Art/2DArt/SkillIcons/Support/FireMasterySupport.dds",[126],"","","","",""
217,612,50,"Art/2DArt/SkillIcons/Support/ColdMasterySupport.dds",[126],"","","","",""
218,613,50,"Art/2DArt/SkillIcons/Support/LightningMasterySupport.dds",[126],"","","","",""
219,614,50,"Art/2DArt/SkillIcons/Support/ChaosMasterySupport.dds",[126],"","","","",""
220,615,50,"Art/2DArt/SkillIcons/Support/PhysicalMasterySupport.dds",[126],"","","","",""
221,616,50,"Art/2DArt/SkillIcons/Support/PhysicalMasterySupport.dds",[126],"","","","",""
222,629,50,"Art/2DArt/SkillIcons/Support/ComboFinisherSupport.dds",[127],"","","","",""
223,630,50,"Art/2DArt/SkillIcons/Support/ComboFinisherSupport.dds",[127],"","","","",""
224,631,50,"Art/2DArt/SkillIcons/Support/ComboFinisherSupport.dds",[128],1,3384,"",6,""
225,632,50,"Art/2DArt/SkillIcons/Support/EncumberanceSupport.dds",[129],"","","","",""
226,633,50,"Art/2DArt/SkillIcons/Support/PrecisionSupport.dds",[130],"","","","",1
227,634,50,"Art/2DArt/SkillIcons/Support/PrecisionSupport.dds",[130],"","","","",1
228,635,50,"Art/2DArt/SkillIcons/Support/ClaritySupport.dds",[131],"","","","",1
229,636,50,"Art/2DArt/SkillIcons/Support/ClaritySupport.dds",[131],"","","","",1
230,637,50,"Art/2DArt/SkillIcons/Support/VitalitySupport.dds",[132],"","","","",1
231,638,50,"Art/2DArt/SkillIcons/Support/VitalitySupport.dds",[132],"","","","",1
232,639,50,"Art/2DArt/SkillIcons/Support/HerbalismSupport.dds",[133],"","","","",1
233,640,50,"Art/2DArt/SkillIcons/Support/HerbalismSupport.dds",[133],"","","","",1
234,641,50,"Art/2DArt/SkillIcons/Support/CannibalismSupport.dds",[134],"","","","",1
235,642,50,"Art/2DArt/SkillIcons/Support/CannibalismSupport.dds",[134],"","","","",1
236,628,50,"Art/2DArt/SkillIcons/Support/FusilladeSupport.dds",[135],"","","","",""
237,343,0,"",[],"","","","",""
238,344,0,"",[],"","","","",""
239,345,0,"",[],"","","","",""
240,346,0,"",[],"","","","",""
241,347,0,"",[],"","","","",""
242,348,0,"",[],"","","","",""
243,349,0,"",[],"","","","",""
244,350,0,"",[],"","","","",""
245,351,0,"",[],"","","","",""
246,621,50,"Art/2DArt/SkillIcons/Support/SwiftAfflictionSupport.dds",[136],"","","","",""
247,622,50,"Art/2DArt/SkillIcons/Support/SwiftAfflictionSupport.dds",[136],"","","","",""
248,623,50,"Art/2DArt/SkillIcons/Support/SwiftAfflictionSupport.dds",[136],"","","","",""
249,624,50,"Art/2DArt/SkillIcons/Support/IntenseAgonySupport.dds",[137],"","","","",""
250,625,50,"Art/2DArt/SkillIcons/Support/DrainedAilmentSupport.dds",[138],"","","","",""
251,626,50,"Art/2DArt/SkillIcons/Support/ChaoticFreezeSupport.dds",[139],"","","","",""
252,627,50,"Art/2DArt/SkillIcons/Support/HinderSupport.dds",[140],"","","","",""
253,644,50,"Art/2DArt/SkillIcons/Support/SoulbreakerSupport.dds",[141],"","","","",""
254,645,50,"Art/2DArt/SkillIcons/Support/RuptureSupport.dds",[142],"","","","",""
255,646,50,"Art/2DArt/SkillIcons/Support/CullingStrikeSupport.dds",[143],"","","","",""
256,647,50,"Art/2DArt/SkillIcons/Support/CullingStrikeSupport.dds",[143],"","","","",""
257,648,50,"Art/2DArt/SkillIcons/Support/SpellCascadeSupport.dds",[144],"","","","",""
258,649,50,"Art/2DArt/SkillIcons/Support/ArmourBreakSupport.dds",[145],"","","","",""
259,650,50,"Art/2DArt/SkillIcons/Support/ArmourBreakSupport.dds",[145],"","","","",""
260,651,50,"Art/2DArt/SkillIcons/Support/ArmourBreakSupport.dds",[145],"","","","",""
261,652,50,"Art/2DArt/SkillIcons/Support/FarCombatSupport.dds",[146],"","","","",""
262,653,50,"Art/2DArt/SkillIcons/Support/FarCombatSupport.dds",[146],"","","","",""
263,654,50,"Art/2DArt/SkillIcons/Support/DazingSupport.dds",[147],"","","","",""
264,655,50,"Art/2DArt/SkillIcons/Support/DazedBreakSupport.dds",[148],"","","","",""
265,656,50,"Art/2DArt/SkillIcons/Support/DazingCrySupport.dds",[149],"","","","",""
266,657,50,"Art/2DArt/SkillIcons/Support/CursedGroundSupport.dds",[150],"","","","",""
267,658,50,"Art/2DArt/SkillIcons/Support/CursedGroundSupport.dds",[150],1,3421,"",36,""
268,659,50,"Art/2DArt/SkillIcons/Support/BlankBlueSupport.dds",[150],1,3422,"",52,""
269,660,50,"Art/2DArt/SkillIcons/Support/BlankRedSupport.dds",[151],1,3423,"",53,""
270,661,50,"Art/2DArt/SkillIcons/Support/BlankRedSupport.dds",[152],1,3424,"",54,""
271,662,50,"Art/2DArt/SkillIcons/Support/WeaponElementalDamageSupport.dds",[153],"","","","",""
272,663,50,"Art/2DArt/SkillIcons/Support/WeaponElementalDamageSupport.dds",[153],"","","","",""
273,664,50,"Art/2DArt/SkillIcons/Support/WeaponElementalDamageSupport.dds",[153],"","","","",""
274,665,50,"Art/2DArt/SkillIcons/Support/CooldownReductionSupport.dds",[154],"","","","",""
275,666,50,"Art/2DArt/SkillIcons/Support/CooldownReductionSupport.dds",[154],"","","","",""
276,680,50,"Art/2DArt/SkillIcons/Support/FontOfBloodSupport.dds",[155],"","","","",""
277,681,50,"Art/2DArt/SkillIcons/Support/ManaFountainSupport.dds",[155],"","","","",""
278,682,50,"Art/2DArt/SkillIcons/Support/FontOfRageSupport.dds",[155],"","","","",""
279,691,50,"Art/2DArt/SkillIcons/Support/HolyDescentSupport.dds",[156],"","","","",""
280,692,50,"Art/2DArt/SkillIcons/Support/BurningRunesSupport.dds",[157],"","","","",""
281,694,50,"Art/2DArt/SkillIcons/Support/DoubleBarrelSupport.dds",[158],"","","","",""
282,695,50,"Art/2DArt/SkillIcons/Support/DoubleBarrelSupport.dds",[158],"","","","",""
283,696,50,"Art/2DArt/SkillIcons/Support/DoubleBarrelSupport.dds",[158],"","","","",""
284,697,50,"Art/2DArt/SkillIcons/Support/CombatReloadSupport.dds","[158,93]",1,3387,"",3,""
285,698,50,"Art/2DArt/SkillIcons/Support/AutoReloadSupport.dds",[159],"","","","",""
286,699,50,"Art/2DArt/SkillIcons/Support/ChanceToNotConsumeAmmoSupport.dds",[160],"","","","",""
287,700,50,"Art/2DArt/SkillIcons/Support/ChanceToNotConsumeAmmoSupport.dds",[160],"","","","",""
288,701,50,"Art/2DArt/SkillIcons/Support/ChanceToNotConsumeAmmoSupport.dds",[160],"","","","",""
289,702,50,"Art/2DArt/SkillIcons/Support/ChanceToNotConsumeAmmoSupport.dds",[160],1,3382,"",13,""
290,703,50,"Art/2DArt/SkillIcons/Support/ReloadSpeedSupport.dds",[161],"","","","",""
