"rownum","ShapeShiftForm","Bone","Size"
184,4,"spine_2_jntBnd",2.9
185,4,"L_eye_jntBnd",1
186,4,"L_top_eyelid_jntBnd",1
187,4,"L_bot_eyelid_jntBnd",1
188,4,"L_eye_membrane_jntBnd",1
189,4,"L_mouth_membrane_jntBnd",1
190,4,"R_eye_jntBnd",1
191,4,"R_top_eyelid_jntBnd",1
192,4,"R_bot_eyelid_jntBnd",1
193,4,"R_eye_membrane_jntBnd",1
194,4,"R_mouth_membrane_jntBnd",1
195,4,"neck_jntBnd_1",3.5
196,4,"neck_jntBnd_2",3.5
197,4,"neck_jntBnd_3",3.5
198,4,"neck_jntBnd_4",3.5
199,4,"neck_jntBnd_5",3.5
200,4,"neck_jntBnd_6",3.5
201,4,"neck_skin_jntBnd_1",1
202,4,"neck_skin_jntBnd_2",1
203,4,"neck_skin_jntBnd_3",1
204,4,"neck_skin_jntBnd_4",1
205,4,"neck_skin_jntBnd_5",1
206,4,"nose_jntBnd",1
207,4,"tongue_jntBnd_1",1
208,4,"tongue_jntBnd_2",1
209,4,"tongue_jntBnd_3",1
210,4,"tongue_jntBnd_4",1
211,4,"tongue_jntBnd_5",1
212,4,"tongue_jntBnd_6",1
213,4,"tongue_jntBnd_7",1
214,4,"tongue_jntBnd_8",1
215,4,"tongue_jntBnd_9",1
216,4,"L_scalpula_jntBnd",3
217,4,"L_clavicle_jntBnd",3
218,4,"L_wing_base_jntBnd",2
219,4,"L_shoulder_jntBnd",2
220,4,"L_shoulder_cTwist_jntBnd_1",2
221,4,"L_elbow_jntBnd",2
222,4,"L_elbow_F_membrane_jntBnd",3
223,4,"L_elbow_spike_jntBnd_1",2
224,4,"L_elbow_spike_jntBnd_2",2
225,4,"L_elbow_Twist_jntBnd_1",2
226,4,"L_elbow_Twist_jntBnd_2",2
227,4,"L_elbow_Twist_jntBnd_3",2
228,4,"L_wrist_jntBnd",3
229,4,"L_thumb_1_jntBnd_1",3
230,4,"L_thumb_1_jntBnd_2",3
231,4,"L_thumb_1_jntBnd_3",3
232,4,"L_finger_1_jntBnd_1",3
233,4,"L_finger_1_jntBnd_2",3
234,4,"L_finger_1_jntBnd_3",3
235,4,"L_finger_1_jntBnd_4",3
236,4,"L_finger_2_jntBnd_1",3
237,4,"L_finger_2_jntBnd_2",3
238,4,"L_finger_2_jntBnd_3",3
239,4,"L_finger_3_jntBnd_1",3
240,4,"L_finger_3_jntBnd_2",3
241,4,"L_finger_3_jntBnd_3",3
242,4,"L_Weapon",1
243,4,"R_scalpula_jntBnd",3
244,4,"R_clavicle_jntBnd",3
245,4,"R_wing_base_jntBnd",2
246,4,"R_shoulder_jntBnd",2
247,4,"R_shoulder_cTwist_jntBnd_1",2
248,4,"R_elbow_jntBnd",2
249,4,"R_elbow_F_membrane_jntBnd",3
250,4,"R_elbow_spike_jntBnd_1",2
251,4,"R_elbow_spike_jntBnd_2",2
252,4,"R_elbow_Twist_jntBnd_1",2
253,4,"R_elbow_Twist_jntBnd_2",2
254,4,"R_elbow_Twist_jntBnd_3",2
255,4,"R_wrist_jntBnd",3
256,4,"R_thumb_1_jntBnd_1",3
257,4,"R_thumb_1_jntBnd_2",3
258,4,"R_thumb_1_jntBnd_3",3
259,4,"R_finger_1_jntBnd_1",3
260,4,"R_finger_1_jntBnd_2",3
261,4,"R_finger_1_jntBnd_3",3
262,4,"R_finger_1_jntBnd_4",3
263,4,"R_finger_2_jntBnd_1",3
264,4,"R_finger_2_jntBnd_2",3
265,4,"R_finger_2_jntBnd_3",3
266,4,"R_finger_3_jntBnd_1",3
267,4,"R_finger_3_jntBnd_2",3
268,4,"R_finger_3_jntBnd_3",3
269,4,"R_Weapon",1
270,4,"phys_skinned_L_membrane_jntBnd_01",1
271,4,"phys_skinned_L_membrane_jntBnd_02",1
272,4,"phys_skinned_L_membrane_jntBnd_03",1
273,4,"phys_skinned_L_membrane_jntBnd_04",1
274,4,"phys_skinned_L_membrane_jntBnd_05",1
275,4,"phys_skinned_L_membrane_jntBnd_06",1
276,4,"phys_skinned_L_membrane_jntBnd_07",1
277,4,"phys_skinned_L_membrane_jntBnd_09",1
278,4,"phys_skinned_L_membrane_jntBnd_10",1
279,4,"phys_skinned_L_membrane_jntBnd_11",1
280,4,"phys_skinned_R_membrane_jntBnd_01",1
281,4,"phys_skinned_R_membrane_jntBnd_02",1
282,4,"phys_skinned_R_membrane_jntBnd_03",1
283,4,"phys_skinned_R_membrane_jntBnd_04",1
284,4,"phys_skinned_R_membrane_jntBnd_05",1
285,4,"phys_skinned_R_membrane_jntBnd_06",1
286,4,"phys_skinned_R_membrane_jntBnd_07",1
287,4,"phys_skinned_R_membrane_jntBnd_09",1
288,4,"phys_skinned_R_membrane_jntBnd_10",1
289,4,"phys_skinned_R_membrane_jntBnd_11",1
290,4,"L_thigh_jntBnd",1.5
291,4,"L_knee_jntBnd",1.5
292,4,"L_ankle_jntBnd",2
293,4,"L_foot_jntBnd",3
294,4,"L_toe_jntBnd",2
295,4,"L_inner_toe_jntBnd_1",2
296,4,"L_inner_toe_jntBnd_2",2
297,4,"L_inner_toe_jntBnd_3",2
298,4,"L_mid_toe_jntBnd_1",2
299,4,"L_mid_toe_jntBnd_2",2
300,4,"L_mid_toe_jntBnd_3",2
301,4,"L_outer_toe_jntBnd_1",2
302,4,"L_outer_toe_jntBnd_2",2
303,4,"L_outer_toe_jntBnd_3",2
304,4,"R_thigh_jntBnd",1.5
305,4,"R_knee_jntBnd",1.5
306,4,"R_ankle_jntBnd",2
307,4,"R_foot_jntBnd",3
308,4,"R_toe_jntBnd",2
309,4,"R_inner_toe_jntBnd_1",2
310,4,"R_inner_toe_jntBnd_2",2
311,4,"R_inner_toe_jntBnd_3",2
312,4,"R_mid_toe_jntBnd_1",2
313,4,"R_mid_toe_jntBnd_2",2
314,4,"R_mid_toe_jntBnd_3",2
315,4,"R_outer_toe_jntBnd_1",2
316,4,"R_outer_toe_jntBnd_2",2
317,4,"R_outer_toe_jntBnd_3",2
318,4,"phys_skinned_tail_jntBnd_01",1
319,4,"phys_skinned_tail_jntBnd_02",1
320,4,"phys_skinned_tail_jntBnd_03",1
321,4,"phys_skinned_tail_jntBnd_04",1
322,4,"phys_skinned_tail_jntBnd_05",1
323,4,"phys_skinned_tail_jntBnd_06",1
324,4,"phys_skinned_tail_jntBnd_07",1
325,4,"phys_skinned_tail_jntBnd_08",1
326,4,"phys_skinned_tail_jntBnd_09",1
327,4,"phys_skinned_tail_jntBnd_10",1
328,4,"phys_skinned_tail_jntBnd_11",1
329,4,"phys_skinned_tail_jntBnd_12",1
330,4,"phys_skinned_tail_jntBnd_13",1
331,4,"phys_skinned_tail_jntBnd_14",1
332,2,"aux_position",1
333,2,"aux_camera_position",1
334,2,"aux_animation_control_ratio",1
335,2,"root_jntBnd",1
336,2,"L_brow_jntBnd_1",1
337,2,"L_brow_jntBnd_2",1
338,2,"L_brow_jntBnd_3",1
339,2,"R_brow_jntBnd_1",1
340,2,"R_brow_jntBnd_2",1
341,2,"R_brow_jntBnd_3",1
342,2,"L_eye_jntBnd",1
343,2,"R_eye_jntBnd",1
344,2,"nose_jntBnd",1
345,2,"L_snout_jntBnd",1
346,2,"R_snout_jntBnd",1
347,2,"tongue_jntBnd_1",1
348,2,"tongue_jntBnd_2",1
349,2,"tongue_jntBnd_3",1
350,2,"tongue_jntBnd_4",1
351,2,"tongue_jntBnd_5",1
352,2,"L_ear_jntBnd_1",1
353,2,"L_ear_jntBnd_2",1
354,2,"L_ear_jntBnd_3",1
355,2,"R_ear_jntBnd_1",1
356,2,"R_ear_jntBnd_2",1
357,2,"R_ear_jntBnd_3",1
358,2,"jaw_jntBnd",1
359,2,"head_jntBnd",1
360,2,"neck_jntBnd_3",4
361,2,"neck_jntBnd_2",3
362,2,"neck_jntBnd_1",2
363,2,"neck_base_jntBnd",1
364,2,"L_clavicle_jntBnd",1
365,2,"L_trapezius_jntBnd",1
366,2,"L_scalpula_jntBnd",1
367,2,"L_pectoralis_jntBnd",1
368,2,"R_clavicle_jntBnd",1
369,2,"R_trapezius_jntBnd",1
370,2,"R_scalpula_jntBnd",1
371,2,"R_pectoralis_jntBnd",1
372,2,"L_shoulder_jntBnd",1
373,2,"L_deltoid_jntBnd",1
374,2,"L_shoulder_cTwist_jntBnd_1",1
375,2,"L_elbow_jntBnd",1
376,2,"L_elbow_tip_jntBnd",1
377,2,"L_elbow_Twist_jntBnd_1",1
378,2,"L_elbow_Twist_jntBnd_2",1
379,2,"L_elbow_Twist_jntBnd_3",1
380,2,"L_wrist_jntBnd",1
381,2,"L_thumb_1_jntBnd_1",1
382,2,"L_thumb_1_jntBnd_2",1
383,2,"L_thumb_1_jntBnd_3",1
384,2,"L_finger_1_jntBnd_1",1
385,2,"L_finger_1_jntBnd_2",1
386,2,"L_finger_1_jntBnd_3",1
387,2,"L_finger_2_jntBnd_1",1
388,2,"L_finger_2_jntBnd_2",1
389,2,"L_finger_2_jntBnd_3",1
390,2,"L_finger_3_jntBnd_1",1
391,2,"L_finger_3_jntBnd_2",1
392,2,"L_finger_3_jntBnd_3",1
393,2,"L_finger_4_jntBnd_1",1
394,2,"L_finger_4_jntBnd_2",1
395,2,"L_finger_4_jntBnd_3",1
396,2,"R_shoulder_jntBnd",1
397,2,"R_deltoid_jntBnd",1
398,2,"R_shoulder_cTwist_jntBnd_1",1
399,2,"R_elbow_jntBnd",1
400,2,"R_elbow_tip_jntBnd",1
401,2,"R_elbow_Twist_jntBnd_1",1
402,2,"R_elbow_Twist_jntBnd_2",1
403,2,"R_elbow_Twist_jntBnd_3",1
404,2,"R_wrist_jntBnd",1
405,2,"R_thumb_1_jntBnd_1",1
406,2,"R_thumb_1_jntBnd_2",1
407,2,"R_thumb_1_jntBnd_3",1
408,2,"R_finger_1_jntBnd_1",1
409,2,"R_finger_1_jntBnd_2",1
410,2,"R_finger_1_jntBnd_3",1
411,2,"R_finger_2_jntBnd_1",1
412,2,"R_finger_2_jntBnd_2",1
413,2,"R_finger_2_jntBnd_3",1
414,2,"R_finger_3_jntBnd_1",1
415,2,"R_finger_3_jntBnd_2",1
416,2,"R_finger_3_jntBnd_3",1
417,2,"R_finger_4_jntBnd_1",1
418,2,"R_finger_4_jntBnd_2",1
419,2,"R_finger_4_jntBnd_3",1
420,2,"chest_jntBnd",1
421,2,"diaphragm_jntBnd",1
422,2,"L_latissimus_jntBnd",1
423,2,"R_latissimus_jntBnd",1
424,2,"spine_2_jntBnd",1
425,2,"spine_1_jntBnd",1
426,2,"hip_jntBnd",1
427,2,"L_butt_jntBnd",1
428,2,"L_thigh_jntBnd",1
429,2,"L_knee_jntBnd",1
430,2,"L_ankle_jntBnd",1
431,2,"L_foot_jntBnd",1
432,2,"L_toe_jntBnd",1
433,2,"L_toe_1_jntBnd_1",1
434,2,"L_toe_1_jntBnd_2",1
435,2,"L_toe_2_jntBnd_1",1
436,2,"L_toe_2_jntBnd_2",1
437,2,"L_toe_3_jntBnd_1",1
438,2,"L_toe_3_jntBnd_2",1
439,2,"L_toe_4_jntBnd_1",1
440,2,"L_toe_4_jntBnd_2",1
441,2,"R_butt_jntBnd",1
442,2,"R_thigh_jntBnd",1
443,2,"R_knee_jntBnd",1
444,2,"R_ankle_jntBnd",1
445,2,"R_foot_jntBnd",1
446,2,"R_toe_jntBnd",1
447,2,"R_toe_1_jntBnd_1",1
448,2,"R_toe_1_jntBnd_2",1
449,2,"R_toe_2_jntBnd_1",1
450,2,"R_toe_2_jntBnd_2",1
451,2,"R_toe_3_jntBnd_1",1
452,2,"R_toe_3_jntBnd_2",1
453,2,"R_toe_4_jntBnd_1",1
454,2,"R_toe_4_jntBnd_2",1
455,2,"phys_tri_tail_jntBnd_1",1
456,2,"phys_tri_tail_jntBnd_2",1
457,2,"phys_tri_tail_jntBnd_3",1
458,2,"phys_tri_tail_jntBnd_4",1
459,2,"phys_tri_tail_jntBnd_5",1
460,2,"phys_tri_tail_jntBnd_6",1
461,2,"phys_tri_long_tail_1_jntBnd",1
462,2,"phys_tri_long_tail_2_jntBnd",1
463,2,"phys_tri_long_tail_3_jntBnd",1
464,2,"phys_tri_long_tail_4_jntBnd",1
465,2,"phys_tri_long_tail_5_jntBnd",1
466,2,"phys_tri_long_tail_6_jntBnd",1
467,2,"phys_tri_long_tail_7_jntBnd",1
468,2,"phys_tri_long_tail_8_jntBnd",1
469,2,"phys_tri_long_tail_9_jntBnd",1
470,2,"phys_tri_long_tail_10_jntBnd",1
471,2,"phys_tri_long_tail_11_jntBnd",1
472,2,"phys_tri_long_tail_12_jntBnd",1
473,2,"phys_tri_long_tail_13_jntBnd",1
474,2,"phys_tri_long_tail_14_jntBnd",1
475,2,"phys_tri_long_tail_15_jntBnd",1
