"rownum","Id","FlagStat"
205,"SupportedByStormchain",""
206,"SupportedByFreezefork",""
207,"Palm",22315
208,"CannotSpiritStrike",""
209,"SkillConsumesBleeding",""
210,"SkillConsumesPoison",""
211,"TargetsDestructibleRareCorpses",""
212,"SupportedByAncestralAid",""
213,"MinionsAreUndamagable",""
214,"GeneratesInfusion",21592
215,"SkillConsumesParried",""
216,"DetonatesAfterTime",""
217,"NoAttackOrCastTime",""
218,"CreatesCompanion",22011
219,"CannotTerrainChain",""
220,"SupportedByTumult",""
221,"RequiresCharges",""
222,"CannotConsumeCharges",""
223,"ConsumesRage",""
224,"NonDamageArmourBreak",""
225,"Necrotic",""
226,"Nature",""
227,"NoAttackInPlace",""
228,"DodgeReplacement",""
229,"SupportedByDurationThree",""
230,"ToggleSpawnedObjectTargetable_DefaultOn",""
231,"ToggleSpawnedObjectTargetable_DefaultOff",""
232,"ReserveInAllSets",22952
233,"Unleashable",""
234,"CannotCreateJaggedGround",""
235,"SingleLevelSkill",""
236,"SupportedByZarokh",""
237,"SupportedByGarukhan",""
238,"FrozenSpite",""
239,"ObjectDurability",""
240,"Detonator",23655
241,"UnlimitedTotems",23708
242,"SupportedByHaemoCrystals",""
243,"SupportedByFlamePillar",""
244,"CanCreateStoneElementals",""
245,"RemnantCannotBeShared",""
246,"GamepadDoNotForceSkillAtLocation",""
247,"GamepadDeflectable",""
248,"GamepadForceAllowInteraction",""
249,"Wyvern",20762
250,"Plant",24583
251,"Wind",26418
252,"SupportedByHayoxi",""
253,"Storm",24408
254,"DisableUpdateActionLocationAfterRelease",24429
255,"InteractsWithElementalGround",""
256,"SupportedByNovaProjectiles",""
257,"UsedByProxy",""
258,"SupportedByEchoingCry",""
259,"SpecialAncestralBoost",""
260,"Runic",""
261,"ActiveBlock",26100
262,"SupportedByVruunsInevitablity",""
263,"SupportedByTulsAvalanche",""
264,"IndeterminateEmpowermentAmount",""
265,"GamepadDoNotChannelSkillAtLocation",""
266,"AffectedByCooldownRate",""
267,"UsedByClone",""
268,"SupportedByAncestralWarriorTotem",""
269,"SupportedBySpellTotem",""
270,"SupportedByBallistaTotem",""
271,"SupportedByMortarTotem",""
272,"SupportedByFeralInvocation",""
273,"SupportedByMirageArcher",""
274,"SupportedByMirageDeadeye",""
275,"SupportedByHollowForm",""
276,"SupportedByAnimusSplinters",""
277,"HasNoCost",""
278,"SupportedByBattershout",""
279,"SupportedByRuneforgedBlades",""
280,"SupportedByExploitWeakness",""
281,"SupportedByDrainedAilment",""
282,"SkillConsumesDazed",""
283,"SupportedByDazzle",""
284,"SupportedByFrostfire",""
285,"SupportedByBitingFrost",""
286,"SupportedByJaggedGround",""
287,"SupportedByAbidingHex",""
288,"SupportedByFrenziedRiposte",""
289,"SupportedByCreepingChill",""
