"rownum","Id","BuffVisualOrbTypesKey","BuffVisualOrbArtKeys","Player_BuffVisualOrbArtKeys","BuffVisualOrbArtKeys2"
66,"CorruptedBlood",7,[69],[71],[]
67,"CorruptedBloodHeritage",7,[70],[72],[]
68,"Stun",1,[73],[],[]
69,"Debilitate",1,[74],[],[]
70,"DebilitateCelestial",1,[75],[],[]
71,"Malediction",1,[76],[],[]
72,"TormentTouched",1,[77],[],[]
73,"PietysRage",0,[78],[],[]
74,"Bonespire",0,[79],[],[]
75,"AtlasAdjudicatorCharges",0,[80],[],[]
76,"SeaWitchScreechOrb",1,[81],[],[]
77,"RighteousFireOrb",1,[82],[],[]
78,"ViperStrikeOrb",0,[83],[],[]
79,"Deathmark",2,[84],[],[]
80,"WintertideBrandOrb",5,[85],[],[]
81,"HackyInvisibleSymbol",1,[86],[],[]
82,"SteelOrb",6,[95],[],[]
83,"HeistConversionOrb",1,[96],[],[]
84,"SteelOrbTemple",6,[97],[],[]
85,"ChargeFanatacism",0,[98],[],[]
86,"ChargeBloodScythe",0,[99],[],[]
87,"UltimatumFrostInfection",1,[100],[],[]
88,"UltimatumPhysBuff",0,[101],[],[]
89,"UltimatumEleBuff",0,[102],[],[]
90,"WintertideBrandCelestialOrb",5,[103],[],[]
91,"SkadiDebuffOrb",1,[104],[],[]
92,"ShrineGreed",2,[105],[],[]
93,"TangleTentacleZapped",0,[106],[],[]
94,"CleansingFirePhantasmPossessionOrb",3,[107],[],[]
95,"ChargePowerCrystalStygian",18,[108],[],[]
96,"ChargeEnduranceCrystalStygian",18,[109],[],[]
97,"ChargeFrenzyCrystalStygian",18,[110],[],[]
98,"ChargeEnduranceCrystalDemonic",18,[111],[],[]
99,"ChargePowerCrystalDemonic",18,[112],[],[]
100,"ChargeFrenzyCrystalDemonic",18,[113],[],[]
101,"ChargeEnduranceCrystalGhostflame",18,[114],[],[]
102,"ChargePowerCrystalGhostflame",18,[115],[],[]
103,"ChargeFrenzyCrystalGhostflame",18,[116],[],[]
104,"ChargePowerEldritchVoidBattery",0,[117],[],[]
105,"ChargeFrenzyScalingHelmet",0,"[118,119,120,121,122,123,124]",[],[]
106,"ShrineBrineKing",2,[125],[],[]
107,"ShrineLunaris",2,[126],[],[]
108,"ShrineSolaris",2,[127],[],[]
109,"ShrineArakaali",2,[128],[],[]
110,"TricksterHeartstopperHit",11,[129],[],[]
111,"TricksterHeartstopperDot",11,[130],[],[]
112,"ChargeEndurancePredatorFarruls",0,[131],[],[]
113,"ChargePowerPredatorFarruls",0,[132],[],[]
114,"ChargeFrenzyPredatorFarruls",0,[133],[],[]
115,"SunprismAlchemistsMark",3,[134],[],[]
116,"StarfallChargeBloodScythe",0,[135],[],[]
117,"ChargeFlameChargedHelmet",18,[136],[],[]
118,"ChargePowerFlameChargedHelmet",18,[136],[],[]
119,"ChargeFrenzyFlameChargedHelmet",18,[136],[],[]
120,"MTXGullHarpyShrineSymbolWing",2,[137],[],[]
121,"MTXGullHarpyShrineSymbolFist",2,[138],[],[]
122,"MTXGullHarpyShrineSymbolPlus",2,[139],[],[]
123,"MTXGullHarpyShrineSymbolResistance",2,[140],[],[]
124,"MTXGullHarpyShrineSymbolMassive",2,[141],[],[]
125,"MTXGullHarpyShrineSymbolShield",2,[142],[],[]
126,"MTXDruidGloveChargeEndurance",18,[143],[],[]
127,"MTXDruidGloveChargePower",18,[144],[],[]
128,"MTXDruidGloveChargeFrenzy",18,[145],[],[]
129,"MTXPlanetaryOrbEndurance",14,[146],[],[]
130,"MTXPlanetaryOrbPower",14,[147],[],[]
131,"MTXPlanetaryOrbFrenzy",14,[148],[],[]
132,"MTXEldritchPlanetaryOrbEndurance",14,[149],[],[]
133,"MTXEldritchPlanetaryOrbPower",14,[150],[],[]
134,"MTXEldritchPlanetaryOrbFrenzy",14,[151],[],[]
135,"MTXVoidEmperorPlanetaryOrbEndurance",14,[152],[],[]
136,"MTXVoidEmperorPlanetaryOrbPower",14,[153],[],[]
137,"MTXVoidEmperorPlanetaryOrbFrenzy",14,[154],[],[]
138,"MTXDarkrayAltFrenzy",0,[155],[],[]
139,"MTXSkullChargeEndurance",18,[156],[],[]
140,"MTXSkullChargePower",18,[157],[],[]
141,"MTXSkullChargeFrenzy",18,[158],[],[]
142,"VineChargeBloodScythe",0,[159],[],[]
143,"MTXSentinelChargeEndurance",18,[160],[],[]
144,"MTXSentinelChargePower",18,[161],[],[]
145,"MTXSentinelChargeFrenzy",18,[162],[],[]
146,"WolfHowlDebuffMark",3,[163],[],[]
147,"QueenOfFilthTaintedLife",1,[164],[],[]
148,"QueenOfFilthTaintedMana",1,[165],[],[]
149,"FreezingMarkOrb",3,[166],[],[]
150,"FreezingMarkOrbDelirium",3,[167],[],[]
151,"VoltaicMarkOrb",3,[168],[],[]
152,"MtxZodiacDragonPowerCharge",12,[169],[],[]
153,"MtxZodiacDragonFrenzyCharge",12,[170],[],[]
154,"MtxZodiacDragonEnduranceCharge",12,[171],[],[]
155,"InvocationOrbiterMeleeKill",16,[172],[],[]
156,"InvocationOrbiterElemental",16,[173],[],[]
157,"InvocationOrbiterBarrier",16,[174],[],[]
158,"ChargeEnduranceMastery",12,[175],[],[]
159,"ChargeFrenzyMastery",12,[177],[],[]
160,"ChargePowerMastery",12,[176],[],[]
161,"WitherCharge",17,[178],[],[]
162,"InstilledCold",19,[179],[],[]
163,"InstilledFire",19,[180],[],[]
164,"InstilledLightning",19,[181],[],[]
165,"InstilledChaos",19,[182],[],[]
166,"MTXBreachFlameChargePower",12,[183],[],[]
167,"MTXBreachFlameChargeEndurance",12,[184],[],[]
168,"MTXBreachFlameChargeFrenzy",12,[185],[],[]
169,"InstabilityCharge",20,[187],[187],[]
170,"HuntersMarkOrb",3,[186],[],[]
171,"VoltaicMarkOrbFaridun",3,[188],[],[]
172,"NoOrb",12,[189],[],[]
173,"MTXBreachFaeriesChargePower",12,"[190,191,192]",[],[]
174,"MTXBreachFaeriesChargeEndurance",12,"[190,191,192]",[],[]
175,"MTXBreachFaeriesChargeFrenzy",12,"[190,191,192]",[],[]
176,"MTXPurpleBreachFaeriesChargePower",12,"[193,194,195]",[],[]
177,"MTXPurpleBreachFaeriesChargeEndurance",12,"[193,194,195]",[],[]
178,"MTXPurpleBreachFaeriesChargeFrenzy",12,"[193,194,195]",[],[]
179,"SanguineBoneDespairOrb",1,[196],[],[]
180,"SanguineCurseTemporalChains",1,[197],[],[]
181,"SanguineCurseEnfeeble",1,[198],[],[]
182,"SanguineCurseVulnerability",1,[199],[],[]
183,"InevitableAgonyOrb",25,[200],[],[]
184,"InevitableAgonyOrbUnique",25,[201],[],[]
185,"CurseChaosWeaknessDelirium",1,[202],[],[]
186,"MTXRosePowerCharge",12,[203],[],[]
187,"MTXRoseEnduranceCharge",12,[204],[],[]
188,"MTXRoseFrenzyCharge",12,[205],[],[]
189,"MTXMoltenPowerCharge",12,[206],[],[]
190,"MTXMoltenEnduranceCharge",12,[207],[],[]
191,"MTXMoltenFrenzyCharge",12,[208],[],[]
192,"MTXElectroPowerCharge",12,[209],[],[]
193,"MTXElectroEnduranceCharge",12,[210],[],[]
194,"MTXElectroFrenzyCharge",12,[211],[],[]
195,"MTXFissionPowerCharge",12,[212],[],[]
196,"MTXFissionEnduranceCharge",12,[213],[],[]
197,"MTXFissionFrenzyCharge",12,[214],[],[]
198,"OwlFeather",13,[215],[],[]
199,"VividWisp",21,[216],[],[]
200,"RunicTemperingRune",23,[217],[],[]
201,"ColdInfusion",22,[218],[],[]
202,"FireInfusion",22,[219],[],[]
203,"LightningInfusion",22,[220],[],[]
204,"VerisiumInfusion",22,[221],[],[]
205,"CursePacifyActive",1,[222],[],[]
206,"VaalChronoSeerCurseTemporalChains",1,[223],[],[]
207,"CurseElementalWeaknessAbyss",1,[224],[],[]
208,"CurseElementalWeaknessDarkshard",1,[225],[],[]
209,"WolfCrossSlashMark",3,[226],[],[]
210,"WolfCrossSlashMarkBloodMoon",3,[227],[],[]
211,"MTXAbyssalPowerCharge_1",12,[228],[],[]
212,"MTXAbyssalEnduranceCharge_1",12,[229],[],[]
213,"MTXAbyssalFrenzyCharge_1",12,[230],[],[]
214,"MTXAbyssalPowerChargeMastery_1",12,[231],[],[]
215,"MTXAbyssalEnduranceChargeMastery_1",12,[232],[],[]
216,"MTXAbyssalFrenzyChargeMastery_1",12,[233],[],[]
217,"MTXAbyssalPowerCharge_2",12,[234],[],[]
218,"MTXAbyssalEnduranceCharge_2",12,[235],[],[]
219,"MTXAbyssalFrenzyCharge_2",12,[236],[],[]
220,"MTXAbyssalPowerChargeMastery_2",12,[237],[],[]
221,"MTXAbyssalEnduranceChargeMastery_2",12,[238],[],[]
222,"MTXAbyssalFrenzyChargeMastery_2",12,[239],[],[]
223,"MTXAzmeriPowerCharge_1",12,[240],[],[]
224,"MTXAzmeriEnduranceCharge_1",12,[241],[],[]
225,"MTXAzmeriFrenzyCharge_1",12,[242],[],[]
226,"MTXAzmeriPowerChargeMastery_1",12,[243],[],[]
227,"MTXAzmeriEnduranceChargeMastery_1",12,[244],[],[]
228,"MTXAzmeriFrenzyChargeMastery_1",12,[245],[],[]
229,"MTXAzmeriPowerCharge_2",12,[246],[],[]
230,"MTXAzmeriEnduranceCharge_2",12,[247],[],[]
231,"MTXAzmeriFrenzyCharge_2",12,[248],[],[]
232,"MTXAzmeriPowerChargeMastery_2",12,[249],[],[]
233,"MTXAzmeriEnduranceChargeMastery_2",12,[250],[],[]
234,"MTXAzmeriFrenzyChargeMastery_2",12,[251],[],[]
235,"MTXAzmeriPowerCharge_3",12,[252],[],[]
236,"MTXAzmeriEnduranceCharge_3",12,[253],[],[]
237,"MTXAzmeriFrenzyCharge_3",12,[254],[],[]
238,"MTXAzmeriPowerChargeMastery_3",12,[255],[],[]
239,"MTXAzmeriEnduranceChargeMastery_3",12,[256],[],[]
240,"MTXAzmeriFrenzyChargeMastery_3",12,[257],[],[]
241,"MTXArcanePowerCharge",24,[258],[],[]
242,"MTXArcaneEnduranceCharge",24,[260],[],[]
243,"MTXArcaneFrenzyCharge",24,[259],[],[]
244,"MTXArcanePowerChargeMastery",24,[261],[],[]
245,"MTXArcaneEnduranceChargeMastery",24,[263],[],[]
246,"MTXArcaneFrenzyChargeMastery",24,[262],[],[]
247,"MTXArcanePowerCharge_2",24,[264],[],[]
248,"MTXArcaneEnduranceCharge_2",24,[266],[],[]
249,"MTXArcaneFrenzyCharge_2",24,[265],[],[]
250,"MTXArcanePowerChargeMastery_2",24,[267],[],[]
251,"MTXArcaneEnduranceChargeMastery_2",24,[269],[],[]
252,"MTXArcaneFrenzyChargeMastery_2",24,[268],[],[]
253,"MTXChainPowerCharge",12,[270],[],[]
254,"MTXChainEnduranceCharge",12,[271],[],[]
255,"MTXChainFrenzyCharge",12,[272],[],[]
256,"MTXChainPowerChargeMastery",12,[273],[],[]
257,"MTXChainEnduranceChargeMastery",12,[274],[],[]
258,"MTXChainFrenzyChargeMastery",12,[275],[],[]
259,"MTXVampiricBloodPowerCharge_1",12,[276],[],[]
260,"MTXVampiricBloodEnduranceCharge_1",12,[277],[],[]
261,"MTXVampiricBloodFrenzyCharge_1",12,[278],[],[]
262,"MTXVampiricBloodPowerChargeMastery_1",12,[279],[],[]
263,"MTXVampiricBloodEnduranceChargeMastery_1",12,[280],[],[]
264,"MTXVampiricBloodFrenzyChargeMastery_1",12,[281],[],[]
265,"MTXVampiricBloodPowerCharge_2",12,[282],[],[]
266,"MTXVampiricBloodEnduranceCharge_2",12,[283],[],[]
267,"MTXVampiricBloodFrenzyCharge_2",12,[284],[],[]
268,"MTXVampiricBloodPowerChargeMastery_2",12,[285],[],[]
269,"MTXVampiricBloodEnduranceChargeMastery_2",12,[286],[],[]
270,"MTXVampiricBloodFrenzyChargeMastery_2",12,[287],[],[]
271,"MTXDiseaseVectorPowerCharge_1",12,[288],[],[]
272,"MTXDiseaseVectorEnduranceCharge_1",12,[289],[],[]
273,"MTXDiseaseVectorFrenzyCharge_1",12,[290],[],[]
274,"MTXDiseaseVectorPowerChargeMastery_1",12,[291],[],[]
275,"MTXDiseaseVectorEnduranceChargeMastery_1",12,[292],[],[]
276,"MTXDiseaseVectorFrenzyChargeMastery_1",12,[293],[],[]
277,"MTXDiseaseVectorPowerCharge_2",12,[294],[],[]
278,"MTXDiseaseVectorEnduranceCharge_2",12,[295],[],[]
279,"MTXDiseaseVectorFrenzyCharge_2",12,[296],[],[]
280,"MTXDiseaseVectorPowerChargeMastery_2",12,[297],[],[]
281,"MTXDiseaseVectorEnduranceChargeMastery_2",12,[298],[],[]
282,"MTXDiseaseVectorFrenzyChargeMastery_2",12,[299],[],[]
283,"MTXDiseaseVectorPowerCharge_1_attached",26,[300],[],[]
284,"MTXDiseaseVectorEnduranceCharge_1_attached",26,[301],[],[]
285,"MTXDiseaseVectorFrenzyCharge_1_attached",26,[302],[],[]
286,"MTXDiseaseVectorPowerChargeMastery_1_attached",26,[303],[],[]
287,"MTXDiseaseVectorEnduranceChargeMastery_1_attached",26,[304],[],[]
288,"MTXDiseaseVectorFrenzyChargeMastery_1_attached",26,[305],[],[]
289,"MTXDiseaseVectorPowerCharge_2_attached",26,[306],[],[]
290,"MTXDiseaseVectorEnduranceCharge_2_attached",26,[307],[],[]
291,"MTXDiseaseVectorFrenzyCharge_2_attached",26,[308],[],[]
292,"MTXDiseaseVectorPowerChargeMastery_2_attached",26,[309],[],[]
293,"MTXDiseaseVectorEnduranceChargeMastery_2_attached",26,[310],[],[]
294,"MTXDiseaseVectorFrenzyChargeMastery_2_attached",26,[311],[],[]
295,"MTXStonefistEnduranceCharge",28,[312],[],[]
296,"MTXStonefistFrenzyCharge",28,[313],[],[]
297,"MTXStonefistPowerCharge",28,[314],[],[]
298,"MTXStonefistEnduranceChargeMastery",28,[315],[],[]
299,"MTXStonefistFrenzyChargeMastery",28,[316],[],[]
300,"MTXStonefistPowerChargeMastery",28,[317],[],[]
