"rownum","string_0","string_8","i32_16","i32_20","bool_24","i32_25","i32_29","i32_33","i32_37"
25,"HapticsSkillMeleeShieldCharge_strike","Audio/Haptics/ShieldCharge_strike.wav",5,1059481190,"",1,120,1057635697,1042536202
26,"HapticsSkillMeleeWaveofFrost","Audio/Haptics/WaveOfFrost_Impact.wav",5,1059481190,"",1,120,1057635697,1032805417
27,"HapticsSkillMeleeGlacialCascade","Audio/Haptics/GlacialCascade_Impact.wav",5,1059481190,"",1,120,1057635697,1032805417
28,"HapticsSkillMeleeTempestBell_Drop","Audio/Haptics/TempestBell_Drop.wav",4,1059481190,"",0,120,1057635697,1045220557
29,"HapticsSkillMeleeFallingThunder","Audio/Haptics/FallingThunder_Impact.wav",5,1059481190,"",0,120,1057635697,1048911544
30,"HapticsSpellUnearth","Audio/Haptics/Unearth_Impact.wav",5,1059481190,"",1,120,1057635697,1032805417
31,"HapticsSpellBoneCage","Audio/Haptics/BoneCage_Impact.wav",4,1059481190,"",0,120,1057635697,1042536202
32,"HapticsSpellBoneStorm_charge","Audio/Haptics/Bonestorm_Charge.wav",5,1065353216,1,1,120,1057635697,1032805417
33,"HapticsSpellBoneStorm_release","Audio/Haptics/BoneStorm_Release.wav",5,1059481190,"",0,120,1057635697,1032805417
34,"HapticsSpellFlameBlast_charge","Audio/Haptics/FlameBlast_Charge.wav",5,1059481190,1,1,120,1057635697,1032805417
35,"HapticsSpellFlameBlast_release","Audio/Haptics/FlameBlast_Release.wav",5,1061158912,"",0,120,1057635697,1032805417
36,"HapticsSpellComet_impact","Audio/Haptics/Comet_Impact.wav",5,1067450368,"",0,120,1057635697,1039516303
37,"HapticsSpellIceNova","Audio/Haptics/IceNova_Impact.wav",4,1059481190,"",0,120,1057635697,1045220557
38,"HapticsSpellIncinerate_channel","Audio/Haptics/FlameBlast_Charge.wav",5,1059481190,1,1,120,1057635697,1032805417
39,"HapticsProjectileEscapeShot","Audio/Haptics/EscapeShot_Impact.wav",5,1061158912,"",0,120,1057635697,1038174126
40,"HapticsProjectileSnipe_charge","Audio/Haptics/Snipe_Charge.wav",5,1059481190,1,1,120,1057635697,1032805417
41,"HapticsProjectileSnipe_perfect","Audio/Haptics/Snipe_Perfect.wav",5,1065353216,"",0,120,1057635697,1050253722
42,"HapticsProjectileDetonatingArrow_charge","Audio/Haptics/DetonatingArrow_Charge.wav",5,1057803469,1,1,120,1057635697,1032805417
43,"HapticsProjectileDetonatingArrow_release","Audio/Haptics/DetonatingArrow_Release.wav",5,1061158912,"",0,120,1057635697,1041865114
44,"HapticsCrossbowPowershot","Audio/Haptics/Crossbow_Powershot.wav",4,1056964608,"",1,120,1057635697,1045220557
45,"HapticsCrossbowBurst","Audio/Haptics/Crossbow_Burst.wav",4,1056964608,"",1,120,1057635697,1046562734
46,"HapticsCrossbowRapidFire","Audio/Haptics/Crossbow_Rapid.wav",4,1056964608,"",1,120,1057635697,1041865114
47,"HapticsCrossbowGrenade","Audio/Haptics/Crossbow_Grenade.wav",5,1059481190,"",1,120,1057635697,1054951342
48,"HapticsSkillMeleeHammerFall_AoE_3D","Audio/Haptics/HapticsSkillMeleeHammerFall_AoE_3D.wav",5,1066611507,"",0,120,1057635697,1041194025
49,"HapticsSkillsMeleeCryAoE","Audio/Haptics/HapticsSkillsMeleeCryAoE.wav",5,1051931443,"",1,120,1057635697,1032805417
50,"HapticTotemEmergeAoE","Audio/Haptics/HapticTotemEmergeAoE.wav",4,1061158912,"",0,120,1057635697,1047904911
51,"Haptic_HugeBoss_Impact_AoE_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",3,1065353216,"",0,120,1057635697,1032805417
52,"Haptic_LargeBoss_Impact_AoE_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",2,1061997773,"",0,120,1057635697,1032805417
53,"Haptic_BasicBoss_Impact_AoE_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",2,1058642330,"",0,120,1057635697,1032805417
54,"Haptic_HugeBoss_Sunder_AoE3D","Audio/Haptics/Sunder_Slam.wav",3,1065353216,"",0,120,1057635697,1032805417
55,"Haptic_LargeBoss_Sunder_AoE3D","Audio/Haptics/Sunder_Slam.wav",2,1061997773,"",0,120,1057635697,1032805417
56,"Haptic_BasicBoss_Sunder_AoE3D","Audio/Haptics/Sunder_Slam.wav",2,1058642330,"",0,120,1057635697,1032805417
57,"Haptic_HugeBoss_Rumble_Loop3D","Audio/Haptics/SuperChargeSlam_charge.wav",2,1065353216,1,0,120,1057635697,1032805417
58,"Haptic_LargeBoss_Rumble_Loop3D","Audio/Haptics/SuperChargeSlam_charge.wav",2,1061997773,1,0,120,1057635697,1032805417
59,"Haptic_BasicBoss_Rumble_Loop3D","Audio/Haptics/SuperChargeSlam_charge.wav",2,1058642330,1,0,120,1057635697,1032805417
60,"Haptic_Spell_FrostBomb_AoE_3D","Audio/Haptics/Haptic_Spell_FrostBomb_AoE_3D.wav",4,1065353216,"",0,120,1057635697,1032805417
61,"Haptic_Spell_SolarOrb_AoE_3D","Audio/Haptics/Haptic_Spell_SolarOrb_AoE_3D.wav",4,1065353216,"",0,120,1057635697,1032805417
62,"Haptic_Spell_ManaTempest_Loop","Audio/Haptics/Haptic_Spell_ManaTempest_Loop.wav",4,1059481190,1,0,120,1065353216,1008981770
63,"Haptic_Spell_ManaTemptest_End","Audio/Haptics/Haptic_Spell_ManaTemptest_End.wav",5,1062836634,"",0,120,1065353216,1008981770
64,"Haptic_LightningWarp_Frag_3D","Audio/Haptics/Haptic_LightningWarp_Frag_3D.wav",4,1065353216,"",0,120,1063004406,1032805417
65,"Haptic_Spell_Frostwall_Emerge_3D","Audio/Haptics/Haptic_Spell_Frostwall_Emerge_3D.wav",4,1061997773,"",0,120,1057635697,1032805417
66,"Haptic_Spell_Frostwall_Collapse_3D","Audio/Haptics/Haptic_Spell_Frostwall_Collapse_3D.wav",4,1065353216,"",0,120,1057635697,1032805417
67,"Haptic_Spell_Frostwall_Explode_3D","Audio/Haptics/Haptic_Spell_Frostwall_Explode_3D.wav",4,1061997773,"",0,120,1057635697,1032805417
68,"Haptic_Spell_Fireball_Impact_3D","Audio/Haptics/Haptic_Spell_Fireball_Impact_3D.wav",4,1061997773,"",0,120,1057635697,1032805417
69,"Haptic_Spell_LightningConduit_Impact_3D","Audio/Haptics/Haptic_Spell_LightningConduit_Impact_3D.wav",4,1065353216,"",0,120,1057635697,1032805417
70,"Haptic_Spell_FireStorm_Impact_3D","Audio/Haptics/Haptic_Spell_FireStorm_Impact_3D.wav",4,1061997773,"",0,120,1057635697,1032805417
71,"Haptic_SkillMelee_TempestBell_Hit","Audio/Haptics/Haptic_SkillMelee_TempestBell_Hit.wav",5,1057803469,"",0,120,1057635697,1041194025
72,"Haptic_SkillMelee_FrozenLocus_Detonate_3D","Audio/Haptics/Haptic_SkillMelee_FrozenLocus_Detonate_3D.wav",4,1057803469,"",0,120,1057635697,1032805417
73,"Haptic_SkillMelee_KillingPalm_Success_3D","Audio/Haptics/Haptic_SkillMelee_KillingPalm_Success_3D.wav",4,1056964608,"",0,120,1057635697,1042536202
74,"Haptic_SkillMelee_VaultingImpact_3D","Audio/Haptics/Haptic_SkillMelee_VaultingImpact_3D.wav",4,1061158912,"",0,120,1057635697,1032805417
75,"Haptic_SkillMelee_StaggeringPalm_Stun_3D","Audio/Haptics/Haptic_SkillMelee_StaggeringPalm_Stun_3D.wav",4,1056964608,"",0,120,1057635697,1042536202
76,"Haptic_SkillMelee_StaggeringPalm_Projectile_3D","Audio/Haptics/Haptic_SkillMelee_StaggeringPalm_Projectile_3D.wav",4,1055286886,"",0,120,1057635697,1032805417
77,"Haptic_SkillMelee_WindBlast","Audio/Haptics/Haptic_SkillMelee_WindBlast.wav",5,1057803469,"",1,120,1057635697,1032805417
78,"Haptic_SkillMelee_TemptestFlurry_Impact_3D","Audio/Haptics/Haptic_SkillMelee_TemptestFlurry_Impact_3D.wav",4,1061158912,"",0,120,1057635697,1044549468
79,"Haptic_SkillMelee_ChargedStaff_EnergySlash_3D","Audio/Haptics/Haptic_SkillMelee_ChargedStaff_EnergySlash_3D.wav",4,1061158912,"",0,120,1057635697,1032805417
80,"Haptic_SkillMelee_FlickerStrike_Hit_3D","Audio/Haptics/Haptic_SkillMelee_FlickerStrike_Hit_3D.wav",4,1057803469,"",0,120,1057635697,1043207291
81,"Haptic_SkillMelee_HeraldOfIce_Explosion_3D","Audio/Haptics/Haptic_SkillMelee_HeraldOfIce_Explosion_3D.wav",4,1061158912,"",0,120,1057635697,1032805417
82,"Haptic_CommandMinion_Target_3D","Audio/Haptics/Haptic_CommandMinion_Target_3D.wav",4,1059481190,"",1,120,1057635697,1032805417
83,"Haptic_Minion_SkeleSniper_Toxic_Impact_3D","Audio/Haptics/Haptic_Minion_SkeleSniper_Toxic_Impact_3D.wav",2,1057803469,"",0,120,1057635697,1045891645
84,"Haptic_Minion_SkeleArson_Detonate_3D","Audio/Haptics/Haptic_Minion_SkeleArson_Detonate_3D.wav",2,1059481190,"",0,120,1057635697,1045220557
85,"Haptic_Minion_SkeleBrute_Slam_3D","Audio/Haptics/Haptic_Minion_SkeleBrute_Slam_3D.wav",2,1059481190,"",0,120,1057635697,1032805417
86,"Haptic_Spell_Offering_Impale_3D","Audio/Haptics/Haptic_Spell_Offering_Impale_3D.wav",4,1065353216,"",0,120,1057635697,1032805417
87,"Haptic_Spell_DetonateDead_3D","Audio/Haptics/Haptic_Spell_DetonateDead_3D.wav",4,1065353216,"",0,120,1057635697,1032805417
88,"HapticProjectile_PoisonBurst_3D","Audio/Haptics/HapticProjectile_PoisonBurst_3D.wav",4,1062836634,"",0,120,1057635697,1032805417
89,"HapticProjectile_LightningRod_Impact_3D","Audio/Haptics/HapticProjectile_LightningRod_Impact_3D.wav",4,1065353216,"",0,120,1057635697,1032805417
90,"HapticProjectile_StormCaller_Bolt_3D","Audio/Haptics/HapticProjectile_StormCaller_Bolt_3D.wav",4,1065353216,"",0,120,1057635697,1032805417
91,"HapticProjectile_TrickShot_Detonate_3D","Audio/Haptics/HapticProjectile_TrickShot_Detonate_3D.wav",4,1065353216,"",0,120,1057635697,1032805417
92,"HapticProjectile_TornadoShot_Impact_3D","Audio/Haptics/HapticProjectile_TornadoShot_Impact_3D.wav",4,1065353216,"",0,120,1057635697,1032805417
93,"HapticProjectile_TornadoShot_Spin","Audio/Haptics/HapticProjectile_TornadoShot_Spin.wav",5,1059481190,"",0,3,1036831949,0
94,"HapticCrossbow_Hailstorm_Impact","Audio/Haptics/HapticCrossbow_Hailstorm_Impact.wav",5,1065353216,"",0,120,1057635697,1032805417
95,"HapticsCrossbowGrenade_Explosion_3D","Audio/Haptics/HapticsCrossbowGrenade_Explosion_3D.wav",5,1065353216,"",0,120,1057635697,1032805417
96,"HapticsCrossbowGrenade_Flash_3D","Audio/Haptics/HapticsCrossbowGrenade_Flash_3D.wav",5,1065353216,"",0,120,1057635697,1032805417
97,"HapticsCrossbowFrostWall_Emerge_3D","Audio/Haptics/HapticsCrossbowFrostWall_Emerge_3D.wav",5,1065353216,"",0,120,1057635697,1043207291
98,"HapticsCrossbowFrostWall_Explode_3D","Audio/Haptics/HapticsCrossbowFrostWall_Explode_3D.wav",5,1065353216,"",0,120,1057635697,1041865114
99,"HapticsCrossbowStormBlast_charge","Audio/Haptics/HapticsCrossbowStormBlast_charge.wav",4,1062836634,"",1,120,1036831949,1032805417
100,"HapticsCrossbowStormBlast_perfect_3D","Audio/Haptics/HapticsCrossbowStormBlast_perfect_3D.wav",5,1065353216,"",0,120,1057635697,1032805417
101,"HapticsCrossbowStormBlast_Maxcharge","Audio/Haptics/HapticsCrossbowStormBlast_Maxcharge.wav",4,1064514355,"",1,120,1036831949,1017370378
102,"HapticBuffMantraOfDestruction","Audio/Haptics/HapticsSkillsMeleeSlams.wav",5,1059481190,"",1,120,1057635697,1032805417
103,"HapticMelee_GatheringStorm_Perfect","Audio/Haptics/GatheringStorm_Perfect.wav",4,1059481190,"",1,120,1057635697,1032805417
104,"HapticsProjectile_MagneticSalvo_Explode_3D","Audio/Haptics/HapticProjectile_LightningRod_Impact_3D.wav",4,1065353216,"",0,120,1057635697,1032805417
105,"Haptic_Spell_HexBlast_AoE_3D","Audio/Haptics/Haptic_Spell_DetonateDead_3D.wav",4,1059481190,"",0,120,1057635697,1032805417
106,"HapticsProjectile_MoltenBlast_Explode_3D","Audio/Haptics/HapticProjectile_TornadoShot_Impact_3D.wav",4,1065353216,"",0,120,1057635697,1032805417
107,"Haptics_Herald_AoE_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",4,1062836634,"",0,120,1057635697,1040522936
108,"Haptics_Concoction_AoE_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",4,1062836634,"",0,120,1057635697,1040522936
109,"Haptics_Support_Stomping_AoE_3D","Audio/Haptics/Stampede_steps.wav",4,1057803469,"",0,120,1057635697,1043207291
110,"Haptics_Support_Ele_Discharge_AoE_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",4,1062836634,"",0,120,1057635697,1041865114
111,"Haptic_SkillMelee_GatheringStorm_charge","Audio/Haptics/GatheringStorm_Charge.wav",4,1061158912,"",1,120,1057635697,1008981770
112,"Haptic_SkillMelee_GatheringStorm_perfect","Audio/Haptics/GatheringStorm_Perfect.wav",4,1065353216,"",1,120,1057635697,1032805417
113,"Haptic_SkillMelee_GatheringStorm_normal","Audio/Haptics/GatheringStorm_Perfect.wav",4,1055286886,"",1,120,1057635697,1032805417
114,"Haptic_SkillSpear_ThrowBase","Audio/Haptics/Haptic_SkillSpear_ThrowBase.wav",4,1055286886,"",1,120,1065353216,1008981770
115,"Haptic_SkillSpear_DismountRhoa","Audio/Haptics/Stampede_steps.wav",4,1065353216,"",1,120,1065353216,1008981770
116,"Haptic_SkillSpear_Impale","Audio/Haptics/Unearth_Impact.wav",4,1057803469,"",1,120,1065353216,1032805417
117,"Haptic_SkillSpear_WhirlingSlash_loopL1_AoE_3D","Audio/Haptics/Haptic_Spell_ManaTempest_Loop.wav",4,1051931443,"",0,120,1065353216,1008981770
118,"Haptic_SkillSpear_WhirlingSlash_loopL2_AoE_3D","Audio/Haptics/Haptic_Spell_ManaTempest_Loop.wav",4,1057803469,"",0,120,1065353216,1008981770
119,"Haptic_SkillSpear_WhirlingSlash_loopL3_AoE_3D","Audio/Haptics/Haptic_Spell_ManaTempest_Loop.wav",4,1061158912,"",0,120,1065353216,1008981770
120,"Haptic_SkillSpear_WhirlingSlash_loopL4_AoE_3D","Audio/Haptics/Haptic_Spell_ManaTempest_Loop.wav",4,1064514355,"",0,120,1065353216,1008981770
121,"Haptic_SkillSpear_WhirlingSlash_ExplodeL1_3D","Audio/Haptics/Comet_Impact.wav",5,1055286886,"",0,120,1065353216,1032805417
122,"Haptic_SkillSpear_WhirlingSlash_ExplodeL2_3D","Audio/Haptics/Comet_Impact.wav",5,1059481190,"",0,120,1065353216,1032805417
123,"Haptic_SkillSpear_WhirlingSlash_ExplodeL3_3D","Audio/Haptics/Comet_Impact.wav",5,1065353216,"",0,120,1065353216,1032805417
124,"Haptic_SkillSpear_WhirlingSlash_ExplodeL4_3D","Audio/Haptics/Comet_Impact.wav",5,1065353216,"",0,120,1065353216,1032805417
125,"Haptic_SkillSpear_WhirlingSlash_loop_Fail_3D","Audio/Haptics/Haptic_Spell_ManaTemptest_End.wav",4,1065353216,"",0,120,1065353216,1032805417
126,"Haptic_SkillSpear_Spearfield","Audio/Haptics/Haptic_SkillMelee_WindBlast.wav",4,1057803469,"",0,120,1057635697,1032805417
127,"Haptic_SkillSpear_Sandstorm_Tornado_loop_3D","Audio/Haptics/Haptic_Spell_Twiser_Loop.wav",4,1059481190,"",0,120,1065353216,1008981770
128,"Haptic_SkillSpear_Sandstorm_Tornado_end_3D","Audio/Haptics/Haptic_Spell_Twister_End.wav",5,1065353216,"",0,120,1065353216,1008981770
129,"Haptic_SkillSpear_Mine_Explode_3D","Audio/Haptics/Crossbow_Grenade.wav",5,1059481190,"",0,120,1057635697,1054951342
130,"Haptic_SkillSpear_RapidAssault_combo","Audio/Haptics/Haptic_SkillSpear_RapidAssault_combo.wav",4,1057803469,"",1,120,1057635697,1032805417
131,"Haptic_SkillSpear_RapidAssault_final","Audio/Haptics/Haptic_SkillSpear_RapidAssault_final.wav",5,1061158912,"",1,120,1057635697,1032805417
132,"Haptic_SkillSpear_PerfectCombo_combo","Audio/Haptics/Haptic_SkillSpear_RapidAssault_final.wav",4,1055286886,"",1,120,1057635697,1032805417
133,"Haptic_SkillSpear_PerfectCombo_final","Audio/Haptics/Haptic_SkillSpear_RapidAssault_final.wav",5,1059481190,"",1,120,1057635697,1032805417
134,"Haptic_SkillSpear_WindVortex","Audio/Haptics/Haptic_SkillMelee_WindBlast.wav",4,1057803469,"",0,120,1065353216,1008981770
135,"Haptic_SkillSpear_ThunderousSlam_AoE_3D","Audio/Haptics/Comet_Impact.wav",5,1065353216,"",0,120,1057635697,1039516303
136,"Haptic_SkillSpear_ExtractElements","Audio/Haptics/Haptic_SkillSpear_ThrowBase.wav",4,1055286886,"",0,120,1057635697,1032805417
137,"Haptic_SkillSpear_SerpentsFury_AoE_3D","Audio/Haptics/Haptic_SkillMelee_WindBlast.wav",4,1059481190,"",0,120,1057635697,1032805417
138,"Haptic_SkillSpear_Solaris_Impact_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",4,1061158912,"",0,120,1057635697,1032805417
139,"Haptic_SkillSpear_Solaris_Beam_loop_3D","Audio/Haptics/Haptic_Spell_ManaTempest_Loop.wav",5,1061158912,1,0,120,1065353216,1008981770
140,"Haptic_SkillSpear_Solaris_Beam_end_3D","Audio/Haptics/Haptic_SkillMelee_WindBlast.wav",5,1065353216,"",0,120,1065353216,1008981770
141,"Haptic_SkillSpear_WindDance_knockback_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",4,1057803469,"",0,120,1065353216,1008981770
142,"Haptic_SkillSpear_HeraldofBlood_explosion_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",4,1057803469,"",0,120,1065353216,1036831949
143,"Haptic_SkillSpear_HeraldofBlood_explosion_epic_3D","Audio/Haptics/HapticsSkillsMeleeSlams.wav",4,1062836634,"",0,120,1065353216,1008981770
144,"Haptic_SkillSpell_Volcano_charge","Audio/Haptics/Volcano_Charge.wav",4,1057803469,1,1,120,1065353216,1036831949
145,"Haptic_SkillSpell_Volcano_detonate_sml_3D","Audio/Haptics/Volcano_Sml_Impact_3D.wav",4,1061158912,"",0,120,1065353216,1036831949
146,"Haptic_SkillSpell_Volcano_detonate_lrg_3D","Audio/Haptics/Volcano_Detonate.wav",5,1065353216,"",0,120,1065353216,1036831949
147,"Haptic_SkillSpell_ShockTotem_fissure_3D","Audio/Haptics/ShockTotem_Fissue.wav",4,1059481190,"",0,120,1065353216,1036831949
148,"Haptic_SkillSpell_LightningStorm_impact_3D","Audio/Haptics/LightningStorm_Impact_3D.wav",4,1062836634,"",0,120,1065353216,1036831949
149,"Haptic_SkillSpell_Tornado_loop_3D","Audio/Haptics/Haptic_Spell_Twiser_Loop.wav",4,1059481190,"",0,120,1065353216,1008981770
150,"Haptic_SkillSpell_Tornado_end_3D","Audio/Haptics/Haptic_Spell_Twister_End.wav",5,1065353216,"",0,120,1065353216,1008981770
151,"Haptic_SkillSpell_AwakenForest_spawn_3D","Audio/Haptics/AwakenForest_spawn.wav",4,1059481190,"",0,120,1065353216,1008981770
152,"Haptic_SkillSpell_AwakenForest_rootslam_3D","Audio/Haptics/AwakenForest_rootslam.wav",5,1062836634,"",0,120,1065353216,1008981770
153,"Haptic_Talisman_BearMaul_swipe","Audio/Haptics/Talisman_MaulSwipe.wav",4,1057803469,"",1,120,1065353216,1008981770
154,"Haptic_Talisman_Wyvern_swipe","Audio/Haptics/Talisman_MaulSwipe.wav",4,1057803469,"",1,120,1065353216,1008981770
155,"Haptic_Talisman_Wyvern_charged_swipe","Audio/Haptics/Talisman_MaulSwipe.wav",4,1062836634,"",1,120,1065353216,1008981770
156,"Haptic_Talisman_Wolf_frozenclaw_swipe","Audio/Haptics/Talisman_MaulSwipe.wav",4,1055286886,"",1,120,1065353216,1008981770
157,"Haptic_Talisman_FuriousSlam_AoE","Audio/Haptics/Tallisman_FuriousSlam_AoE.wav",5,1059481190,"",0,120,1065353216,1008981770
158,"Haptic_Talisman_FuriousSlam_Enraged_AoE","Audio/Haptics/Talisman_FuriousSlam_Enraged_AoE.wav",5,1062836634,"",0,120,1065353216,1008981770
159,"Haptic_Talisman_FuryMountain_Slams_AoE","Audio/Haptics/Tallisman_FuriousSlam_AoE.wav",5,1059481190,"",0,120,1065353216,1008981770
160,"Haptic_Talisman_Rampage_Slams_AoE","Audio/Haptics/Tallisman_FuriousSlam_AoE.wav",5,1059481190,"",0,120,1065353216,1008981770
161,"Haptic_Talisman_Rampage_Roar","Audio/Haptics/Talisman_RampageRoar.wav",4,1061158912,1,1,120,1065353216,1036831949
162,"Haptic_Talisman_WingBlast","Audio/Haptics/Haptic_SkillMelee_WindBlast.wav",5,1057803469,"",1,120,1057635697,1032805417
163,"Haptic_Talisman_Devour_Slam_AoE","Audio/Haptics/Tallisman_FuriousSlam_AoE.wav",5,1055286886,"",0,120,1065353216,1008981770
164,"Haptic_Talisman_FlameBreath","Audio/Haptics/Talisman_FlameBreath_Charge.wav",4,1055286886,"",0,120,1057635697,1032805417
165,"Haptic_Talisman_FlameBreath_Empowered","Audio/Haptics/Talisman_FlameBreath_Charge.wav",4,1059481190,"",0,120,1057635697,1032805417
166,"Haptic_Talisman_FlameBreath_End","Audio/Haptics/Talisman_FlameBreath_Release.wav",5,1057803469,"",0,120,1065353216,1008981770
167,"Haptic_Talisman_LunarAssault_swipe","Audio/Haptics/Talisman_MaulSwipe.wav",4,1057803469,"",1,120,1065353216,1008981770
168,"Haptic_Talisman_CrossSlash_AoE","Audio/Haptics/Tallisman_FuriousSlam_AoE.wav",5,1059481190,"",0,120,1065353216,1008981770
169,"Haptic_Talisman_ElectricSpit_AoE","Audio/Haptics/Talisman_ElectricSpit_Impact_3D.wav",5,1053609165,"",0,120,1065353216,1008981770
170,"Haptic_Consecrate_Aura_AoE","Audio/Haptics/HapticsSkillsMeleeSlams.wav",5,1045220557,"",0,120,1057635697,1040522936
171,"Haptic_DarkPact_AoE","Audio/Haptics/Crossbow_Grenade.wav",5,1050253722,"",0,120,1057635697,1054951342
172,"Haptic_Warcry_Trigger","Audio/Haptics/WarCry_Trigger.wav",5,1053609165,"",1,120,1057635697,1032805417
173,"Haptic_Warcry_Step_3D","Audio/Haptics/WarCry_steps.wav",4,1053609165,"",0,120,1057635697,1032805417
174,"Haptic_Warcry_Bombs_3D","Audio/Haptics/WarCry_Bombs_3D.wav",4,1050253722,"",0,120,1057635697,1054951342
175,"Haptic_Djinn_Detonations_3D","Audio/Haptics/Crossbow_Grenade.wav",5,1056964608,"",0,120,1057635697,1054951342
