"rownum","Id","EffectPack","i32_24"
240,"killing_palm",[660],0
241,"killing_palm_surge",[665],0
242,"killing_palm_dash",[666],0
243,"killing_palm",[955],1
244,"killing_palm_surge",[956],1
245,"killing_palm_dash",[957],1
246,"killing_palm",[1305],2
247,"killing_palm_surge",[1306],2
248,"killing_palm_dash",[1307],2
249,"meditate_aura",[661],0
250,"meditate_aura_end",[662],0
251,"meditate_aura_end_full",[663],0
252,"meditate_aura_end_hit",[664],0
253,"shattering_palm_surge",[679],0
254,"shattering_palm_dash",[680],0
255,"shattering_palm_chill",[681],0
256,"shadow_thief_slash_fade_in",[682],0
257,"shadow_thief_slash_fade_out",[683],0
258,"flicker_strike_afterimage",[595],0
259,"flicker_strike_afterimage",[954],9
260,"flicker_strike_afterimage",[1304],11
261,"lightning_storm_hit",[695],0
262,"lightning_storm_hit",[696],1
263,"lightning_storm_hit",[1211],2
264,"cast_on_shock_activation",[704],0
265,"cast_on_freeze_activation",[705],0
266,"cast_on_ignite_activation",[706],0
267,"cast_on_ailments_activation",[707],0
268,"cast_on_melee_kill_activation",[708],0
269,"cast_on_death_activation",[709],0
270,"cast_when_stunned_activation",[710],0
271,"cast_on_damage_taken_activation",[711],0
272,"cast_on_crit_activation",[712],0
273,"barrier_invocation_activation",[713],0
274,"elemental_invocation_activation",[714],0
275,"melee_kill_invocation_activation",[715],0
276,"cast_on_dodge_roll_activation",[726],0
277,"cast_while_channelling_activation",[716],0
278,"cast_on_melee_stun_activation",[717],0
279,"flash_grenade_flash_bang",[737],0
280,"flash_grenade_flash_bang",[1316],1
281,"armour_fully_broken",[722],0
282,"armour_fully_broken",[722],1
283,"armour_fully_broken",[722],2
284,"armour_fully_broken",[723],3
285,"bone_offering_active_effect",[739],0
286,"bone_offering_active_effect",[992],1
287,"pain_offering_active_effect",[740],0
288,"pain_offering_active_effect",[993],1
289,"rapid_shot_weapon_effect",[741],0
290,"rapid_shot_weapon_effect",[741],1000
291,"charged_strike",[744],0
292,"bone_cone_corpse_consumption",[748],0
293,"bone_cone_corpse_consumption",[991],1
294,"consume_corpse_consumption",[749],0
295,"power_siphon_drained",[750],0
296,"plague_bearer_activation",[754],0
297,"briarpatch_activation",[755],0
298,"briarpatch_activation",[1367],1
299,"ceaseless_rage_activation",[756],0
300,"flameblast_charge",[757],0
301,"flameblast_charge",[757],1
302,"flameblast_charge",[757],2
303,"flameblast_charge",[757],3
304,"flameblast_charge",[757],4
305,"flameblast_charge",[757],5
306,"flameblast_charge",[757],6
307,"flameblast_charge",[757],7
308,"flameblast_charge",[757],8
309,"flameblast_charge",[757],9
310,"flameblast_charge",[757],10
311,"flameblast_charge",[959],11
312,"flameblast_charge",[1327],12
313,"orb_of_storms_arc_hit",[142],0
314,"orb_of_storms_arc_hit",[1213],3
315,"perfect_strike_flash",[761],0
316,"perfect_strike_flash",[988],1
317,"perfect_strike_flash",[989],10
318,"shield_charge_shield_effect",[762],0
319,"poison_vine_arrow_flower_stack_effect",[763],0
320,"poison_vine_arrow_flower_stack_effect",[1291],10
321,"poison_vine_arrow_flower_stack_effect",[1321],11
322,"plague_bearer_nova_out_of_plague",[764],0
323,"contagion_apply",[765],0
324,"contagion_apply",[765],1
325,"contagion_apply",[765],2
326,"contagion_apply",[765],3
327,"contagion_apply",[765],4
328,"contagion_apply",[765],5
329,"contagion_spread_epk",[766],0
330,"contagion_spread_epk",[766],1
331,"contagion_spread_epk",[766],2
332,"contagion_spread_epk",[766],3
333,"contagion_spread_epk",[766],4
334,"contagion_spread_epk",[766],5
335,"contagion_death",[779],0
336,"contagion_death",[779],1
337,"contagion_death",[779],2
338,"contagion_death",[779],3
339,"contagion_death",[779],4
340,"contagion_death",[779],5
341,"contagion_apply",[1082],6
342,"contagion_spread_epk",[1083],6
343,"contagion_death",[1084],6
344,"detonate_dead",[769],0
345,"corpse_cloud_detonation",[773],0
346,"corpse_cloud_detonation",[774],1
347,"triggered_detonate_dead_on_landing_about_to_explode",[775],0
348,"bombadier_marked_for_death",[776],0
349,"raise_zombie_free_corpse",[749],0
350,"hex_blast_hit_effect",[190],0
351,"hex_blast_hit_effect",[1080],1
352,"mana_remnants_character_effect",[777],0
353,"sanguine_revelry_character_effect",[778],0
354,"triggered_fiery_death",[769],0
355,"ritual_of_power_consume",[749],0
356,"power_offering_active_effect",[785],0
357,"bone_spear_power_charged_projectile",[786],0
358,"bone_spear_power_charged_projectile",[1048],1
359,"power_offering_charge_gained",[787],0
360,"power_offering_active_effect",[994],1
361,"power_offering_charge_gained",[995],1
362,"dark_effigy_projectile_surge",[790],0
363,"dark_effigy_projectile_surge",[1081],1
364,"monster_dd_area_windup",[792],0
365,"monster_dd_area_windup",[795],1
366,"monster_dd_area_windup",[792],3
367,"monster_dd_area_windup",[800],1000
368,"monster_dd_area_windup",[792],1001
369,"monster_dd_area_windup",[792],1002
370,"monster_dd_area_windup",[795],1003
371,"monster_dd_area_windup",[792],1004
372,"monster_dd_area_windup",[797],1005
373,"monster_dd_area_windup",[799],1006
374,"monster_dd_area_windup_stronger",[794],0
375,"monster_dd_area_windup_stronger",[796],1
376,"monster_dd_area_windup_stronger",[794],3
377,"monster_dd_area_windup_stronger",[800],1000
378,"monster_dd_area_windup_stronger",[794],1001
379,"monster_dd_area_windup_stronger",[794],1002
380,"monster_dd_area_windup_stronger",[796],1003
381,"monster_dd_area_windup_stronger",[794],1004
382,"monster_dd_area_windup_stronger",[798],1005
383,"monster_dd_area_windup_stronger",[799],1006
384,"grim_feast_character_effect",[801],0
385,"grim_feast_corpse_effect",[804],0
386,"grim_feast_overcap_effect",[805],0
387,"lingering_illusion_effect",[806],0
388,"lingering_illusion_audio_effect",[807],0
389,"cast_on_minion_death_activation",[812],0
390,"scavenged_plating_reflect",[813],0
391,"volatile_dead_corpse",[818],0
392,"volatile_dead_corpse",[769],1
393,"volatile_dead_corpse",[769],2
394,"volatile_dead_corpse",[772],3
395,"volatile_dead_corpse",[769],4
396,"volatile_dead_corpse",[769],5
397,"eye_of_winter_main_cold",[886],0
398,"eye_of_winter_main_fire",[887],0
399,"eye_of_winter_main_lightning",[888],0
400,"eye_of_winter_shard_cold",[889],0
401,"eye_of_winter_shard_fire",[890],0
402,"eye_of_winter_shard_lightning",[891],0
403,"eye_of_winter_main_cold",[1188],3
404,"eye_of_winter_main_fire",[1189],3
405,"eye_of_winter_main_lightning",[1190],3
406,"eye_of_winter_shard_cold",[1191],3
407,"eye_of_winter_shard_fire",[1192],3
408,"eye_of_winter_shard_lightning",[1193],3
409,"eye_of_winter_main_cold",[1353],4
410,"eye_of_winter_main_fire",[1354],4
411,"eye_of_winter_main_lightning",[1355],4
412,"eye_of_winter_shard_cold",[1356],4
413,"eye_of_winter_shard_fire",[1357],4
414,"eye_of_winter_shard_lightning",[1358],4
415,"mana_drain_buff",[816],0
416,"mana_drain_leech",[817],0
417,"shielding_cry_shield_effect",[823],0
418,"ancestral_cry_armour_crumble",[137],0
419,"ancestral_cry_armour_crumble_bear",[138],0
420,"ice_strike_combo_one",[669],0
421,"ice_strike_combo_two",[671],0
422,"ice_strike_finisher",[673],0
423,"ice_strike_combo_one_fade",[670],0
424,"ice_strike_combo_two_fade",[672],0
425,"ice_strike_combo_one",[674],1
426,"ice_strike_combo_two",[676],1
427,"ice_strike_finisher",[678],1
428,"ice_strike_combo_one_fade",[675],1
429,"ice_strike_combo_two_fade",[677],1
430,"blink_teleport_character_effect",[824],0
431,"blink_teleport_character_effect",[1286],3
432,"bone_blast_explode",[825],0
433,"bone_blast_explode",[1037],1
434,"life_remnants_character_effect",[867],0
435,"snipe_crit_window",[760],0
436,"snipe_crit_window",[1347],1
437,"mantra_of_destruction_weapon",[832],0
438,"mantra_of_destruction_character",[833],0
439,"mantra_of_destruction_pickup",[900],0
440,"mantra_of_destruction_weapon",[951],1
441,"mantra_of_destruction_character",[952],1
442,"mantra_of_destruction_pickup",[953],1
443,"mantra_of_destruction_weapon",[1309],2
444,"mantra_of_destruction_character",[1310],2
445,"mantra_of_destruction_pickup",[1311],2
446,"dazed_consume_effect",[834],0
447,"lingering_illusion_character_effect",[839],0
448,"time_of_need_activation",[843],0
449,"time_of_need_buildup",[844],0
450,"time_of_need_trigger",[845],0
451,"breach_flame_pickup_blue",[898],0
452,"breach_flame_pickup_red",[899],0
453,"breach_flame_pickup_purple",[900],0
454,"ancient_gift_pickup_primal",[901],0
455,"ancient_gift_pickup_vivid",[902],0
456,"ancient_gift_pickup_wild",[903],0
457,"elemental_conflux_activation",[875],0
458,"blink_teleport_character_effect",[876],1
459,"charge_mastery_activation",[877],0
460,"flask_hand_fire",[878],0
461,"flask_hand_cold",[880],0
462,"flask_hand_lightning",[881],0
463,"flask_hand_phys",[879],0
464,"flask_hand_chaos",[882],0
465,"shard_despoiler_activation",[883],0
466,"overwhelming_presure_activation",[884],0
467,"alchemist_boon_activation",[885],0
468,"alchemist_boon_spread_life",[892],0
469,"alchemist_boon_spread_mana",[893],0
470,"emergency_reload_effect",[894],0
471,"emergency_reload_effect_lite",[895],0
472,"attrition_activation",[896],0
473,"harvester_activation",[897],0
474,"archmage_activation",[904],0
475,"blink_charge_character_effect",[905],1
476,"shard_despoiler_weapon_effect",[906],0
477,"combat_frenzy_activation",[908],0
478,"cast_on_block_activation",[909],0
479,"gathering_storm_perfect_window",[910],0
480,"withering_presence_activation",[912],0
481,"ravenous_swarm_activation",[913],0
482,"ravenous_swarm_target",[914],0
483,"berserk_activation",[918],0
484,"herald_of_blood_activation",[916],0
485,"herald_of_blood_about_to_explode",[917],0
486,"herald_of_agony_activation",[915],0
487,"ghost_dance_recover",[938],0
488,"unique_delirium_flask",[939],0
489,"totem_defender_totem_effect",[940],0
490,"blazing_cluster_marked",[941],0
491,"blazing_cluster_marked",[960],1
492,"blazing_cluster_infused",[1161],0
493,"blazing_cluster_infused",[1161],1
494,"blazing_cluster_marked",[1325],2
495,"blazing_cluster_infused",[1326],2
496,"scattering_calamity_marked",[942],0
497,"instilling_strike_cold",[946],0
498,"instilling_strike_fire",[947],0
499,"instilling_strike_lightning",[948],0
500,"extract_elements_cold",[946],0
501,"extract_elements_fire",[947],0
502,"extract_elements_lightning",[948],0
503,"extract_elements_chaos",[947],0
504,"extract_elements_cold",[1297],1
505,"extract_elements_fire",[1298],1
506,"extract_elements_lightning",[1299],1
507,"extract_elements_chaos",[1298],1
508,"cast_on_using_charm_activation",[958],0
509,"trinity_activation",[963],0
510,"spectre_death_particles",[964],0
511,"spectre_death_particles",[1055],1
512,"spectre_death_particles",[1060],2
513,"dodge_roll",[968],1
514,"dodge_roll",[969],2
515,"dodge_roll",[970],3
516,"dodge_roll",[1054],4
517,"dodge_roll",[1089],5
518,"dodge_roll",[1104],6
519,"dodge_roll",[1105],7
520,"dodge_roll",[1195],8
521,"dodge_roll",[1216],9
522,"dodge_roll",[1218],10
523,"dodge_roll",[1225],11
524,"dodge_roll",[1232],12
525,"dodge_roll",[1247],13
526,"dodge_roll",[1278],14
527,"dodge_roll",[1284],15
528,"dodge_roll",[1294],16
529,"dodge_roll",[1328],17
530,"dodge_roll",[1336],18
531,"dodge_roll",[1339],19
532,"dodge_roll",[1341],20
533,"dodge_roll",[1345],21
534,"dodge_roll",[1360],22
535,"dodge_roll",[1361],23
536,"dodge_roll",[1359],24
537,"dodge_roll",[1362],25
538,"dodge_roll",[1376],26
539,"dodge_sprint",[1091],0
540,"dodge_sprint",[1175],1
541,"dodge_sprint",[1176],2
542,"dodge_sprint",[1177],3
543,"dodge_sprint",[1178],4
544,"dodge_sprint",[1179],5
545,"dodge_sprint",[1180],6
546,"dodge_sprint",[1181],7
547,"dodge_sprint",[1196],8
548,"dodge_sprint",[1217],9
549,"dodge_sprint",[1219],10
550,"dodge_sprint",[1226],11
551,"dodge_sprint",[1233],12
552,"dodge_sprint",[1248],13
553,"dodge_sprint",[1279],14
554,"dodge_sprint",[1285],15
555,"dodge_sprint",[1295],16
556,"dodge_sprint",[1329],17
557,"dodge_sprint",[1337],18
558,"dodge_sprint",[1340],19
559,"dodge_sprint",[1342],20
560,"dodge_sprint",[1346],21
561,"dodge_sprint",[1360],22
562,"dodge_sprint",[1361],23
563,"dodge_sprint",[1359],24
564,"dodge_sprint",[1362],25
565,"dodge_sprint",[1376],26
566,"dodge_sprint",[1377],100
567,"dodge_roll_backward",[1220],10
568,"dodge_sprint_secondary",[1344],21
569,"dodge_sprint_secondary",[1335],17
570,"tame_beast_apply_net",[974],0
571,"grave_command_apply_net",[975],0
572,"blood_boil_debuff",[976],0
573,"blood_boil_debuff_large",[977],0
574,"ritual_sacrifice_corpse_effect",[978],0
575,"ritual_sacrifice_gain",[979],0
576,"ritual_sacrifice_gain_quick",[980],0
577,"cast_lightning_spell_on_hit_activation",[982],0
578,"cast_fire_spell_on_hit_activation",[983],0
579,"bind_spectre_corpse_consume",[985],0
580,"bind_spectre_corpse_consume",[1058],1
581,"parried",[986],0
582,"parried",[986],1
583,"parried",[987],2
584,"instilling_physical",[1014],0
585,"instilling_cold",[1015],0
586,"instilling_fire",[1016],0
587,"instilling_lightning",[1017],0
588,"instilling_chaos",[1018],0
589,"mtx_crystal_shatter_normal",[1019],0
590,"mtx_crystal_shatter_magic",[1020],0
591,"mtx_crystal_shatter_rare",[1021],0
592,"mtx_crystal_shatter_unique",[1022],0
593,"mtx_crystal_shatter_normal",[1023],1
594,"mtx_crystal_shatter_magic",[1024],1
595,"mtx_crystal_shatter_rare",[1025],1
596,"mtx_crystal_shatter_unique",[1026],1
597,"mtx_crystal_shatter_normal",[1027],2
598,"mtx_crystal_shatter_magic",[1028],2
599,"mtx_crystal_shatter_rare",[1029],2
600,"mtx_crystal_shatter_unique",[1030],2
601,"perfect_combo",[1031],0
602,"perfect_combo2",[1032],0
603,"perfect_combo3",[1033],0
604,"convalescence_activation",[1034],0
605,"animated_weapon",[1036],0
606,"imbue_weapon_effect_melee",[1039],0
607,"imbue_weapon_effect_warstaff",[1040],0
608,"fangs_of_frost",[1047],0
609,"fangs_of_frost",[1300],1
610,"impale_debuff",[1056],0
611,"impale_debuff",[1057],1
612,"lingering_mirage_effect",[808],0
613,"lingering_mirage_character_effect",[840],0
614,"lingering_mirage_ready",[841],0
615,"lingering_mirage_audio_effect",[809],0
616,"warding_steel_nova_not_enough_resources",[1086],0
617,"warding_steel_reservation_activation",[1087],0
618,"entangle_vine",[1090],0
619,"entangle_vine",[1262],1
620,"entangle_vine",[1264],2
621,"entangle_vine",[1366],3
622,"rapid_shot_requiem_ready",[1093],0
623,"essence_drain_cast",[1091],0
624,"essence_drain_cast",[1091],1
625,"essence_drain_cast",[1091],2
626,"essence_drain_cast",[1091],3
627,"essence_drain_cast",[1091],4
628,"essence_drain_cast",[1091],5
629,"essence_drain_cast",[1091],6
630,"essence_drain_cast",[1091],7
631,"essence_drain_cast",[1091],8
632,"wolf_warcry_character",[158],0
633,"cast_curse_on_block_activation",[909],0
634,"ghoulish_corpse_consume",[1102],0
635,"feast_of_flesh_corpse_consumption",[1106],0
636,"explosive_teleport_clone_skin",[1107],0
637,"explosive_teleport_warp_in",[1109],0
638,"ancestral_warrior_totem_weapon",[1110],0
639,"ancestrally_boosted_spirit_strike",[1111],0
640,"ancestrally_boosted_spirit_weapon",[1112],0
641,"ancestrally_boosted_spirit_strike",[1113],1
642,"ancestrally_boosted_spirit_weapon",[1114],1
643,"ancestrally_boosted_spirit_strike",[1115],2
644,"ancestrally_boosted_spirit_weapon",[1116],2
645,"ancestrally_boosted_spirit_strike",[1117],3
646,"ancestrally_boosted_spirit_weapon",[1118],3
647,"empower_multishot",[1119],0
648,"foresight_clone",[1120],0
649,"foresight_clone_weapons",[1121],0
650,"triggered_pillar_of_flame_consumption",[1126],0
651,"triggered_pillar_of_flame_consumption",[1126],1
652,"valakos_luck_bolt",[1127],0
653,"runic_tempering_backlash_player",[1130],0
654,"astral_projection_skin",[1111],0
655,"astral_projection_weapon",[1112],0
656,"infernal_cry",[101],0
657,"infernal_cry",[101],1
658,"infernal_cry",[148],2
659,"infernal_cry",[158],3
660,"seismic_cry",[1131],0
661,"seismic_cry",[1131],1
662,"seismic_cry",[1132],2
663,"seismic_cry",[1133],3
664,"seismic_cry_main_hand",[1134],0
665,"seismic_cry_main_hand",[1134],1
666,"seismic_cry_main_hand",[1134],2
667,"seismic_cry_main_hand",[1134],3
668,"seismic_cry_off_hand",[1135],0
669,"seismic_cry_off_hand",[1135],1
670,"seismic_cry_off_hand",[1135],2
671,"seismic_cry_off_hand",[1135],3
672,"shocking_rift_within_range",[1136],0
673,"shocking_rift_hit",[1137],0
674,"spark_cold_infusion",[1143],0
675,"spark_cold_infusion",[1214],20
676,"void_illusion_effect",[1144],0
677,"false_life_clone_effect",[1145],0
678,"false_life_character_effect",[1146],0
679,"false_life_audio_effect",[1147],0
680,"mantra_illusion_effect",[1148],0
681,"mantra_illusion_character_effect",[1149],0
682,"mantra_illusion_audio_effect",[1150],0
683,"infusion_remnants_cold",[1151],0
684,"infusion_remnants_fire",[1152],0
685,"infusion_remnants_lightning",[1153],0
686,"infusion_remnants_verisium",[1154],0
687,"charge_remnants_endurance",[1155],0
688,"charge_remnants_frenzy",[1156],0
689,"charge_remnants_power",[1157],0
690,"toxic_domain_arrow_attachment",[1162],0
691,"toxic_domain_bow_attachment",[1163],0
692,"toxic_domain_enemy_attachment",[1164],0
693,"toxic_domain_arrow_attachment",[1288],1
694,"toxic_domain_bow_attachment",[1289],1
695,"toxic_domain_enemy_attachment",[1290],1
696,"toxic_domain_arrow_attachment",[1322],2
697,"toxic_domain_bow_attachment",[1323],2
698,"toxic_domain_enemy_attachment",[1324],2
699,"arc_impact_epk",[1166],0
