"rownum","BaseItemType","AddedMods","NegativeWeight_Tags","NegativeWeight_Values","ForcedAddMods","ForbiddenDelveCraftingTags","AllowedDelveCraftingTags","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","HasLuckyRolls","bool_119","SellPrice_Mods","CanRollWhiteSockets","Weight_Tags","Weight_Values","DelveCraftingModifierDescriptions","BlockedDelveCraftingModifierDescriptions","bool_201","bool_202","[i32]_203","[i32]_219"
57,1412,[],[573],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[44,40]","[56,39]","","",[1000],[0]
58,1413,[],[311],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[44,29]","[57,12]","","",[1000],[0]
59,1414,[],[313],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[44,31]","[58,14]","","",[1000],[0]
60,1415,[],[34],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[44,69]","[59,19,25]","","",[1000],[0]
61,1416,[],[322],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[44,70]","[60,78]","","",[1000],[0]
62,1417,[],[582],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[44,42]","[61,41]","","",[1000],[0]
63,1418,[],[320],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[44,71]","[62,20,26]","","",[1000],[0]
64,1419,[],[584],[0],[],[],[],"",0,"","","",[],"",[581],[3000],"[44,72]","[63,79,16]","","",[1000],[0]
65,1420,[],[325],[0],[],[],[],"",0,"","","",[],"",[314],[3000],"[45,37]","[43,22]","","",[1000],[0]
66,1421,[],[581],[0],[],[],[],"",0,"","","",[],"",[314],[3000],"[45,64]","[44,73]","","",[1000],[0]
67,1422,[],[321],[0],[],[],[],"",0,"","","",[],"",[314],[3000],"[45,65]","[46,74]","","",[1000],[0]
68,1423,[],[324],[0],[],[],[],"",0,"","","",[],"",[314],[3000],"[45,36]","[47,21]","","",[1000],[0]
69,1424,[],[312],[0],[],[],[],"",0,"","","",[],"",[314],[3000],"[45,30]","[48,13]","","",[1000],[0]
70,1425,[],[317],[0],[],[],[],"",0,"","","",[],"",[314],[3000],"[45,32]","[49,17]","","",[1000],[0]
71,1426,[],[27],[0],[],[],[],"",0,"","","",[],"",[314],[3000],"[45,66]","[50,75]","","",[1000],[0]
72,1427,[],[310],[0],[],[],[],"",0,"","","",[],"",[314],[3000],"[45,28]","[51,11]","","",[1000],[0]
73,1428,[],[319],[0],[],[],[],"",0,"","","",[],"",[314],[3000],"[45,34]","[52,15]","","",[1000],[0]
74,1429,[],[318],[0],[],[],[],"",0,"","","",[],"",[314],[3000],"[45,33]","[53,18]","","",[1000],[0]
75,1430,[],[580],[0],[],[],[],"",0,"","","",[],"",[314],[3000],"[45,67]","[54,76]","","",[1000],[0]
76,1431,[],[588],[0],[],[],[],"",0,"","","",[],"",[314],[3000],"[45,68]","[55,77]","","",[1000],[0]
77,1432,[],[573],[0],[],[],[],"",0,"","","",[],"",[314],[3000],"[45,40]","[56,39]","","",[1000],[0]
78,1433,[],[311],[0],[],[],[],"",0,"","","",[],"",[314],[3000],"[45,29]","[57,12]","","",[1000],[0]
79,1434,[],[313],[0],[],[],[],"",0,"","","",[],"",[314],[3000],"[45,31]","[58,14]","","",[1000],[0]
80,1435,[],[34],[0],[],[],[],"",0,"","","",[],"",[314],[3000],"[45,69]","[59,19,25]","","",[1000],[0]
81,1436,[],[322],[0],[],[],[],"",0,"","","",[],"",[314],[3000],"[45,70]","[60,78]","","",[1000],[0]
82,1437,[],[582],[0],[],[],[],"",0,"","","",[],"",[314],[3000],"[45,42]","[61,41]","","",[1000],[0]
83,1438,[],[320],[0],[],[],[],"",0,"","","",[],"",[314],[3000],"[45,71]","[62,20,26]","","",[1000],[0]
84,1439,[],[584],[0],[],[],[],"",0,"","","",[],"",[314],[3000],"[45,72]","[63,79,16]","","",[1000],[0]
85,1440,[],[325],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[46,37]","[43,22]","","",[1000],[0]
86,1441,[],[581],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[46,64]","[44,73]","","",[1000],[0]
87,1442,[],[314],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[46,27]","[45,10]","","",[1000],[0]
88,1443,[],[324],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[46,36]","[47,21]","","",[1000],[0]
89,1444,[],[312],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[46,30]","[48,13]","","",[1000],[0]
90,1445,[],[317],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[46,32]","[49,17]","","",[1000],[0]
91,1446,[],[27],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[46,66]","[50,75]","","",[1000],[0]
92,1447,[],[310],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[46,28]","[51,11]","","",[1000],[0]
93,1448,[],[319],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[46,34]","[52,15]","","",[1000],[0]
94,1449,[],[318],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[46,33]","[53,18]","","",[1000],[0]
95,1450,[],[580],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[46,67]","[54,76]","","",[1000],[0]
96,1451,[],[588],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[46,68]","[55,77]","","",[1000],[0]
97,1452,[],[573],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[46,40]","[56,39]","","",[1000],[0]
98,1453,[],[311],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[46,29]","[57,12]","","",[1000],[0]
99,1454,[],[313],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[46,31]","[58,14]","","",[1000],[0]
100,1455,[],[34],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[46,69]","[59,19,25]","","",[1000],[0]
101,1456,[],[322],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[46,70]","[60,78]","","",[1000],[0]
102,1457,[],[582],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[46,42]","[61,41]","","",[1000],[0]
103,1458,[],[320],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[46,71]","[62,20,26]","","",[1000],[0]
104,1459,[],[584],[0],[],[],[],"",0,"","","",[],"",[321],[3000],"[46,72]","[63,79,16]","","",[1000],[0]
105,1460,[],[325],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[47,37]","[43,22]","","",[1000],[0]
106,1461,[],[581],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[47,64]","[44,73]","","",[1000],[0]
107,1462,[],[314],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[47,27]","[45,10]","","",[1000],[0]
108,1463,[],[321],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[47,65]","[46,74]","","",[1000],[0]
109,1464,[],[312],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[47,30]","[48,13]","","",[1000],[0]
110,1465,[],[317],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[47,32]","[49,17]","","",[1000],[0]
111,1466,[],[27],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[47,66]","[50,75]","","",[1000],[0]
112,1467,[],[310],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[47,28]","[51,11]","","",[1000],[0]
113,1468,[],[319],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[47,34]","[52,15]","","",[1000],[0]
114,1469,[],[318],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[47,33]","[53,18]","","",[1000],[0]
115,1470,[],[580],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[47,67]","[54,76]","","",[1000],[0]
116,1471,[],[588],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[47,68]","[55,77]","","",[1000],[0]
117,1472,[],[573],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[47,40]","[56,39]","","",[1000],[0]
118,1473,[],[311],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[47,29]","[57,12]","","",[1000],[0]
119,1474,[],[313],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[47,31]","[58,14]","","",[1000],[0]
120,1475,[],[34],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[47,69]","[59,19,25]","","",[1000],[0]
121,1476,[],[322],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[47,70]","[60,78]","","",[1000],[0]
122,1477,[],[582],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[47,42]","[61,41]","","",[1000],[0]
123,1478,[],[320],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[47,71]","[62,20,26]","","",[1000],[0]
124,1479,[],[584],[0],[],[],[],"",0,"","","",[],"",[324],[3000],"[47,72]","[63,79,16]","","",[1000],[0]
125,1480,[],[325],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[48,37]","[43,22]","","",[1000],[0]
126,1481,[],[581],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[48,64]","[44,73]","","",[1000],[0]
127,1482,[],[314],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[48,27]","[45,10]","","",[1000],[0]
128,1483,[],[321],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[48,65]","[46,74]","","",[1000],[0]
129,1484,[],[324],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[48,36]","[47,21]","","",[1000],[0]
130,1485,[],[317],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[48,32]","[49,17]","","",[1000],[0]
131,1486,[],[27],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[48,66]","[50,75]","","",[1000],[0]
132,1487,[],[310],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[48,28]","[51,11]","","",[1000],[0]
133,1488,[],[319],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[48,34]","[52,15]","","",[1000],[0]
134,1489,[],[318],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[48,33]","[53,18]","","",[1000],[0]
135,1490,[],[580],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[48,67]","[54,76]","","",[1000],[0]
136,1491,[],[588],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[48,68]","[55,77]","","",[1000],[0]
137,1492,[],[573],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[48,40]","[56,39]","","",[1000],[0]
138,1493,[],[311],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[48,29]","[57,12]","","",[1000],[0]
139,1494,[],[313],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[48,31]","[58,14]","","",[1000],[0]
140,1495,[],[34],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[48,69]","[59,19,25]","","",[1000],[0]
141,1496,[],[322],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[48,70]","[60,78]","","",[1000],[0]
142,1497,[],[582],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[48,42]","[61,41]","","",[1000],[0]
143,1498,[],[320],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[48,71]","[62,20,26]","","",[1000],[0]
144,1499,[],[584],[0],[],[],[],"",0,"","","",[],"",[312],[3000],"[48,72]","[63,79,16]","","",[1000],[0]
145,1500,[],[325],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[49,37]","[43,22]","","",[1000],[0]
146,1501,[],[581],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[49,64]","[44,73]","","",[1000],[0]
147,1502,[],[314],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[49,27]","[45,10]","","",[1000],[0]
148,1503,[],[321],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[49,65]","[46,74]","","",[1000],[0]
149,1504,[],[324],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[49,36]","[47,21]","","",[1000],[0]
150,1505,[],[312],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[49,30]","[48,13]","","",[1000],[0]
151,1506,[],[27],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[49,66]","[50,75]","","",[1000],[0]
152,1507,[],[310],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[49,28]","[51,11]","","",[1000],[0]
153,1508,[],[319],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[49,34]","[52,15]","","",[1000],[0]
154,1509,[],[318],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[49,33]","[53,18]","","",[1000],[0]
155,1510,[],[580],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[49,67]","[54,76]","","",[1000],[0]
156,1511,[],[588],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[49,68]","[55,77]","","",[1000],[0]
157,1512,[],[573],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[49,40]","[56,39]","","",[1000],[0]
158,1513,[],[311],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[49,29]","[57,12]","","",[1000],[0]
159,1514,[],[313],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[49,31]","[58,14]","","",[1000],[0]
160,1515,[],[34],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[49,69]","[59,19,25]","","",[1000],[0]
161,1516,[],[322],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[49,70]","[60,78]","","",[1000],[0]
162,1517,[],[582],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[49,42]","[61,41]","","",[1000],[0]
163,1518,[],[320],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[49,71]","[62,20,26]","","",[1000],[0]
164,1519,[],[584],[0],[],[],[],"",0,"","","",[],"",[317],[3000],"[49,72]","[63,79,16]","","",[1000],[0]
165,1520,[],[325],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,37]","[43,22]","","",[1000],[0]
166,1521,[],[581],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,64]","[44,73]","","",[1000],[0]
167,1522,[],[314],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,27]","[45,10]","","",[1000],[0]
168,1523,[],[321],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,65]","[46,74]","","",[1000],[0]
169,1524,[],[324],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,36]","[47,21]","","",[1000],[0]
170,1525,[],[312],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,30]","[48,13]","","",[1000],[0]
171,1526,[],[317],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,32]","[49,17]","","",[1000],[0]
172,1527,[],[310],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,28]","[51,11]","","",[1000],[0]
173,1528,[],[319],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,34]","[52,15]","","",[1000],[0]
174,1529,[],[318],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,33]","[53,18]","","",[1000],[0]
175,1530,[],[580],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,67]","[54,76]","","",[1000],[0]
176,1531,[],[588],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,68]","[55,77]","","",[1000],[0]
177,1532,[],[573],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,40]","[56,39]","","",[1000],[0]
178,1533,[],[311],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,29]","[57,12]","","",[1000],[0]
179,1534,[],[313],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,31]","[58,14]","","",[1000],[0]
180,1535,[],[34],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,69]","[59,19,25]","","",[1000],[0]
181,1536,[],[322],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,70]","[60,78]","","",[1000],[0]
182,1537,[],[582],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,42]","[61,41]","","",[1000],[0]
183,1538,[],[320],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,71]","[62,20,26]","","",[1000],[0]
184,1539,[],[584],[0],[],[],[],"",0,"","","",[],"",[27],[3000],"[50,72]","[63,79,16]","","",[1000],[0]
185,1540,[],[325],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[51,37]","[43,22]","","",[1000],[0]
186,1541,[],[581],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[51,64]","[44,73]","","",[1000],[0]
187,1542,[],[314],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[51,27]","[45,10]","","",[1000],[0]
188,1543,[],[321],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[51,65]","[46,74]","","",[1000],[0]
189,1544,[],[324],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[51,36]","[47,21]","","",[1000],[0]
190,1545,[],[312],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[51,30]","[48,13]","","",[1000],[0]
191,1546,[],[317],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[51,32]","[49,17]","","",[1000],[0]
192,1547,[],[27],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[51,66]","[50,75]","","",[1000],[0]
193,1548,[],[319],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[51,34]","[52,15]","","",[1000],[0]
194,1549,[],[318],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[51,33]","[53,18]","","",[1000],[0]
195,1550,[],[580],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[51,67]","[54,76]","","",[1000],[0]
196,1551,[],[588],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[51,68]","[55,77]","","",[1000],[0]
197,1552,[],[573],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[51,40]","[56,39]","","",[1000],[0]
198,1553,[],[311],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[51,29]","[57,12]","","",[1000],[0]
199,1554,[],[313],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[51,31]","[58,14]","","",[1000],[0]
200,1555,[],[34],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[51,69]","[59,19,25]","","",[1000],[0]
201,1556,[],[322],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[51,70]","[60,78]","","",[1000],[0]
202,1557,[],[582],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[51,42]","[61,41]","","",[1000],[0]
203,1558,[],[320],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[51,71]","[62,20,26]","","",[1000],[0]
204,1559,[],[584],[0],[],[],[],"",0,"","","",[],"",[310],[3000],"[51,72]","[63,79,16]","","",[1000],[0]
205,1560,[],[325],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[52,37]","[43,22]","","",[1000],[0]
206,1561,[],[581],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[52,64]","[44,73]","","",[1000],[0]
207,1562,[],[314],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[52,27]","[45,10]","","",[1000],[0]
208,1563,[],[321],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[52,65]","[46,74]","","",[1000],[0]
209,1564,[],[324],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[52,36]","[47,21]","","",[1000],[0]
210,1565,[],[312],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[52,30]","[48,13]","","",[1000],[0]
211,1566,[],[317],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[52,32]","[49,17]","","",[1000],[0]
212,1567,[],[27],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[52,66]","[50,75]","","",[1000],[0]
213,1568,[],[310],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[52,28]","[51,11]","","",[1000],[0]
214,1569,[],[318],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[52,33]","[53,18]","","",[1000],[0]
215,1570,[],[580],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[52,67]","[54,76]","","",[1000],[0]
216,1571,[],[588],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[52,68]","[55,77]","","",[1000],[0]
217,1572,[],[573],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[52,40]","[56,39]","","",[1000],[0]
218,1573,[],[311],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[52,29]","[57,12]","","",[1000],[0]
219,1574,[],[313],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[52,31]","[58,14]","","",[1000],[0]
220,1575,[],[34],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[52,69]","[59,19,25]","","",[1000],[0]
221,1576,[],[322],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[52,70]","[60,78]","","",[1000],[0]
