"rownum","string_0","[rid]_8","[string]_24","i32_40"
46,"A4Dannig_IntroRangerConvo",[],[],1
47,"A4Dannig_IntroHuntressConvo",[],[],1
48,"A4Dannig_IntroMonkConvo",[],[],1
49,"A4Dannig_IntroConvo",[],[],1
50,"A4Dannig_ExpeditionQuestConvo",[],[],1
51,"A4Dannig_ExpeditionQuestEndConvo",[],[],1
52,"A4Dannig_KingsmarchConvo",[],[],1
53,"A4Dannig_KingConvo",[],[],1
54,"A4Dannig_ExpeditionGossConvo",[],[],1
55,"A4Dannig_TriFlameConvo",[],[],1
56,"A4Dannig_RunesConvo",[],[],1
57,"A4Dannig_GemsConvo",[],[],1
58,"A4Dannig_GodsConvo",[],[],1
59,"A4Dannig_KaruiConvo",[],[],1
60,"A4Dannig_ChieftainConvo",[],[],1
61,"A4Dannig_FogIslandClear",[],[],1
62,"A4Dannig_OnWeapon",[],[],1
63,"A4Dannig_OnActEndConvo",[],[],1
64,"EGDannig_TriFlameIntro",[],[],1
65,"EGDannig_FirstFragment",[],[],1
66,"EGDannig_FiftyFragments",[],[],1
67,"EGDannig_OlrothFought",[],[],1
68,"EGDannig_OlrothDefeatedConvo",[],[],1
69,"A4Rog_KingConvoSpecific",[],[],1
70,"EGRog_IntroConvo",[],[],1
71,"EGRog_ChaliceConvo",[],[],1
72,"EGRog_Uhtred",[],[],1
73,"EGRog_UhtredStory",[],[],1
74,"EGRog_OlrothDefeatConvo",[],[],1
75,"NavaliKaruiElderLoweringTheBarrier",[],[],1
76,"Mort_FirstTimeConvo",[],[],1
77,"Mort_FirstTimeAcceptConvo",[],[],1
78,"Mort_CreaturesOneConvo",[],[],1
79,"Mort_CreaturesTwoConvo",[],[],1
80,"Mort_AbyssCompleteConvo",[],[],1
81,"Mort_CreaturesThree",[],[],1
82,"Mort_IntroPostQuestConvo",[],[],1
83,"Mort_HardshipsConvo",[],[],1
84,"Mort_ThanesConvo",[],[],1
85,"Mort_EndAct",[],[],1
86,"A4Tujen_JENotMet_IntroConvo",[],[],10
87,"A4Tujen_JE_FreyaConvo",[],[],10
88,"A4Tujen_JE_TheSonConvo",[],[],10
89,"A4Freya_JE_FogConvo",[],[],10
90,"A4Freya_JE_TotemPrisonConvo",[],[],10
91,"A4Freya_JE_VerisiumConvo",[],[],10
92,"A4Freya_JE_DannigConvo",[],[],10
93,"A4Freya_JE_SonDeadConvo",[],[],10
94,"A4Tujen_JEQuestEndConvo",[],[],10
95,"A4Tujen_KingsmarchConvo",[],[],10
96,"A4Tujen_KalguurConvo",[],[],10
97,"A4Tujen_KingConvo",[],[],10
98,"A4Tujen_MakoruConvo",[],[],10
99,"A4Tujen_MakoruSickConvo",[],[],10
100,"A4Tujen_MakoruHealedConvo",[],[],10
101,"A4Tujen_KanuConvo_NotMetChief",[],[],10
102,"A4Tujen_KanuConvo_MetChief",[],[],10
103,"A4Tujen_KanuBetrayalConvo",[],[],10
104,"A4Tujen_TavakaiConvo",[],[],10
105,"A4Tujen_TavakaiWeaponConvo",[],[],10
106,"A4Tujen_TavakaiDefeatedConvo",[],[],10
107,"A4Tujen_RogConvo",[],[],10
108,"A4Tujen_DannigConvo",[],[],10
109,"A4Tujen_GwennenConvo",[],[],10
110,"A4Tujen_GwennenRansomConvo",[],[],10
111,"A4Tujen_BrinerotConvo",[],[],10
112,"A4Tujen_GwennenSavedConvo",[],[],10
113,"A4Tujen_OnSearchConvo",[],[],10
114,"A4Tujen_TangmazuConvo",[],[],10
115,"A4Tujen_TangmazuAgainConvo",[],[],10
116,"A4Tujen_TheWayConvo",[],[],10
117,"EGTujen_FirstGreetConvo",[],[],1
118,"EGTujen_WhyHere",[],[],1
119,"EGTujen_BlackScytheConvo",[],[],1
120,"EGTujen_VoranaConvo",[],[],1
121,"A3Alva_PostDoryFightConvo",[],[],1
122,"A3Alva_OnCataclysmConvo",[],[],1
123,"A3Alva_OnDoryPostFightConvo",[],[],1
124,"A3Alva_TravelToKingsmarch",[],[],1
125,"EGAlva_PresentStartConvo",[],[],1
126,"EGAlva_CorruptionConvo",[],[],1
127,"EGAlva_PillarConvo",[],[],1
128,"EGAlva_LabyrinthConvo",[],[],1
129,"EGAlva_StrangeVoiceConvo",[],[],1
130,"EGAlva_FirstSplinterConvo",[],[],1
131,"EGAlva_FirstEmotionConvo",[],[],1
132,"EGAlva_SimuReady",[],[],1
133,"EGAlva_FailSimuConvo",[],[],1
134,"EGAlva_BeatSimuConvo",[],[],1
135,"EGAlva_RuinsConvo",[],[],1
136,"EGAlva_Dream1",[],[],1
137,"EGAlva_Dream2Convo",[],[],1
138,"EGAlva_Dream3Convo",[],[],1
139,"EGAlva_Dream4Convo",[],[],1
140,"A4Lorandis_IntroStart",[],[],1
141,"A4Lorandis_IntroListen",[],[],1
142,"A4Lorandis_IntroLeave",[],[],1
143,"A4Lorandis_FightBackConvo",[],[],1
144,"A4Lorandis_UtopiaConvo",[],[],1
145,"A4Lorandis_SaviourConvo",[],[],1
146,"A4Lorandis_TwilightConvo",[],[],1
147,"A4Lorandis_MariusSentMeConvo",[],[],1
148,"A4Lorandis_SuccessConvo",[],[],1
149,"A4Lorandis_Pledge",[],[],1
150,"A4Lorandis_FirstOnesConvo",[],[],1
151,"A4Lorandis_CovenGodConvo",[],[],1
152,"A4Lorandis_SoleraiLundaraConvo",[],[],1
153,"A4Lorandis_TheSpiritConvo",[],[],1
154,"A4Lorandis_TheSpiritLoreKnownConvo",[],[],1
155,"A4Lorandis_DreamerConvo",[],[],1
156,"A4Lorandis_ShiningCoinConvo",[],[],1
157,"A4Lorandis_KalguuransConvo",[],[],1
158,"A4Lorandis_ChurchSceneConvo",[],[],1
159,"A4Marius_IntroConvo",[],[],1
160,"A4Marius_PledgeConvo",[],[],1
161,"A4Marius_TitheConvo",[],[],1
162,"A4Marius_PlightFirst",[],[],1
163,"A4Marius_PlightAgain",[],[],1
164,"A4Marius_KaruiConvo",[0],[],1
165,"A4Marius_OriathansConvo",[1],[],1
166,"A4Marius_MarakethConvo",[7],[],1
167,"A4Marius_EzomytesConvo","[2,10]",[],1
168,"A4Marius_AzmeriConvo",[8],[],1
169,"A4Marius_TrarthansConvo",[9],[],1
170,"A4Marius_WarriorConvo",[6],[],1
171,"A4Tavakai_FirstIntroFreedTangmazuConvo",[],[],1
172,"A4Tavakai_GuestsConvo",[],[],1
173,"A4Tavakai_EnslavedConvo",[],[],1
174,"A4Tavakai_TheWayConvo",[],[],1
175,"A4Tavakai_MakoruConvo",[],[],1
176,"A4Tavakai_KanuConvo",[],[],1
177,"A4Tavakai_TekaruConvo",[],[],1
178,"A4Tavakai_DannigConvo",[],[],1
179,"A4Tavakai_IntroAfterFirstPieceConvo",[],[],1
180,"A4Tavakai_YourMissionConvo",[],[],1
181,"A4Tavakai_FirstNgakanuConvo",[],[],1
182,"A4Tavakai_EOHinekoraConvo",[],[],1
183,"A4Tavakai_NgakanuConvo",[],[],1
184,"A4Tavakai_TribesConvo",[],[],1
185,"A4Tavakai_NgakuramakoiConvo",[],[],1
186,"A4Tavakai_TheBeastConvo",[],[],1
187,"A4Tavakai_OrderConvo",[],[],1
188,"A4Tavakai_EndFightConvo",[],[],1
189,"A4Tavakai_EndActConvo",[],[],1
190,"A4Tavakai_IntroAfterTangmazuMetBeforeConvo",[],[],1
191,"A4Kanu_IntroConvo",[],[],1
192,"A4Kanu_FirstPieceConvo",[],[],1
193,"A4Kanu_SecondPieceConvo",[],[],1
194,"A4Kanu_ThirdPieceConvo",[],[],1
195,"A4Kanu_TribeConvo",[],[],1
196,"A4Kanu_MakoruConvo",[],[],1
197,"A4Kanu_AuroraMayConvo",[],[],1
198,"A4Kanu_TheWayConvo",[],[],1
199,"A4Makoru_WhereIsArastasConvo",[],[],1
200,"A4Matiki_KrutogIntroConvo",[],[],1
201,"A4Matiki_BoatIntroConvo",[],[],1
202,"A4Matiki_BoatIntroMapOpen",[],[],1
203,"A4Matiki_BoatIntroAfterMapOpenConvo",[],[],1
204,"A4Matiki_EOHIntroConvo",[],[],1
205,"A4Matiki_EOHIntroAfterDeadConvo",[],[],1
206,"A4Matiki_MotherConvo",[],[],1
207,"A4Matiki_HallsOfDeadConvo",[],[],1
208,"A4Matiki_TrialsConvo",[],[],1
209,"A4Matiki_AncestorsConvo",[],[],1
210,"A4Matiki_TukohamaConvo",[],[],1
211,"A4Matiki_GreatWastingConvo",[],[],1
212,"A4Matiki_MetHinekoraConvo",[],[],1
213,"A4Matiki_MetHinekoraNgakanuConvo",[],[],1
214,"A4Matiki_BeingAnElderConvo",[],[],1
215,"A4Matiki_KanuMakoruConvo",[],[],1
216,"A4Kaimana_IntroConvo",[],[],1
217,"A4Kaimana_IntroWithFinConvo",[],[],1
218,"A4Kaimana_IntroFinRewardConvo",[],[],1
219,"A4Kaimana_StartFinQuestConvo",[],[],1
220,"A4Kaimana_AcceptFinQuestConvo",[],[],1
221,"A4Kaimana_FinQuestReward",[],[],1
222,"A4Kaimana_TavakaiConvo",[],[],1
223,"A4Kaimana_LearningConvo",[],[],1
224,"A4Kaimana_KnowingPlaceConvo",[],[],1
225,"A4Kaimana_BloodFeverConvo",[],[],1
226,"A4Kaimana_KitavaConvo",[],[],1
227,"A4Kaimana_NgamakanuiConvo",[],[],1
228,"A4Kaimana_EndOfTimeConvo",[],[],1
229,"A4Kaimana_FeverHealedConvo",[],[],1
230,"A4Kaimana_FeverNotHealedConvo",[],[],1
231,"A4Kaimana_EndActConvo",[],[],1
232,"A4Sin_OnWeaponCreatorConvo",[],[],1
233,"A4Sin_OnTukohamaTribeConvo",[],[],1
234,"A4Sin_OnOrderPreWeaponConvo",[],[],1
235,"A4Sin_OnOrderPostOrianaConvo",[],[],1
236,"A4Sin_OnFirstPieceConvo",[],[],1
237,"A4Sin_OnSecondPieceConvo",[],[],1
238,"A4Sin_OnThirdPieceConvo",[],[],1
239,"A4Sin_OnReforgedWeaponConvo",[],[],1
240,"A4Sin_OnEndActConvo",[],[],1
241,"A4Sin_OnTravelP1",[],[],1
242,"A4Sin_OnTravelP2",[],[],1
243,"A4Sin_OnTravelP3",[],[],1
244,"A4Sin_OnEndInterludesConvo",[],[],1
245,"A4Sin_OnTravelToOriathConvo",[],[],1
246,"A4Sin_OnAfterTavakaiStealsWeapon",[],[],1
247,"A4Navali_OnFindBodyConvo",[],[],1
248,"A4Navali_OnHallsOfDeadConvo",[],[],1
249,"A4Navali_OnHinekoraConvo",[],[],1
250,"A4Navali_OnCycleOfTimeConvo",[],[],1
251,"A4Navali_EndOfTimeConvo",[],[],1
252,"A4Navali_HerServiceConvo",[],[],1
253,"A4Navali_HinekoraVisitConvo",[],[],1
254,"A4Navali_HinekoraVisitAfterReward",[],[],1
255,"A4Navali_InvitationConvo",[],[],1
256,"A4Navali_RefusingTrialsConvo",[],[],1
257,"A4Tujen_IntroBeforeCharterConvo",[],[],1
258,"A4Yama_Introduction",[],[],1
259,"A4Yama_MotherConvo",[],[],1
260,"A4Yama_NavaliConvo",[],[],1
261,"A4Yama_ProphecyConvo",[],[],1
262,"A4Doryani_MuralsConvo",[],[],1
263,"A4Doryani_EdictsConvo",[],[],1
264,"A4Doryani_TheVaalConvo",[],[],1
265,"A4Doryani_ForgeConvo",[],[],1
266,"A4Doryani_AbyssSpireConvo",[],[],1
267,"InterludeDoryani_IntroConvo",[],[],1
268,"InterludeDoryani_OnCuachic",[],[],1
269,"InterludeDoryani_OnLivingVaal",[],[],1
270,"InterludeDoryani_OnSuspicion",[],[],1
271,"InterludeDoryani_TwinDefeatConvo",[],[],1
272,"InterludeDoryani_BackInKM",[],[],1
273,"A4Makoru_IntroNoCharter",[],[],1
274,"A4Makoru_IntroCharter",[],[],1
275,"A4Makoru_CareerConvo",[],[],1
276,"A4Makoru_KalguurConvo",[],[],1
277,"A4Makoru_KingConvo",[],[],1
278,"A4Makoru_TheWayConvo",[],[],1
279,"A4Makoru_CaptainChallengeConvo",[],[],1
280,"A4Makoru_FateOfWorldConvo",[],[],1
281,"A4Makoru_FightConvo",[],[],1
282,"InterludeMakoru_Oriath",[],[],1
283,"A4Makoru_MapIsleKinConvo",[],[],10
284,"A4Makoru_MapIsleKinCompleteConvo",[],[],10
285,"A4Makoru_MapJEConvo",[],[],10
286,"A4Makoru_JECompleteConvo",[],[],10
287,"A4Makoru_MapTropicalConvo",[],[],10
288,"A4Makoru_MapTropicalCompleteConvo",[],[],10
289,"A4Makoru_MapPrisonConvo",[],[],10
290,"A4Makoru_MapPrisonCompleteConvo",[],[],10
291,"A4Makoru_MapEyeConvo",[],[],10
292,"A4Makoru_MapEyeCompleteConvo",[],[],10
293,"A4Makoru_MapShrikeConvo",[],[],10
294,"A4Makoru_MapArastasConvo",[],[],10
295,"A4Makoru_MapArastasCompleteConvo",[],[],10
296,"A4Makoru_MapNgakanuConvo",[],[],10
297,"A4Makoru_MapNgakanuCompleteConvo",[],[],10
298,"A4Makoru_MapTreasureIslandConvo",[],[],10
299,"A4Makoru_MapTreasureIslandCompleteConvo",[],[],10
300,"A4Makoru_MapPieceDialogue",[],[],10
301,"AbyssLurking_Intro",[],[],1
302,"AbyssSin_IntroConvo",[],[],1
303,"AbyssSin_AfterLanguageConvo",[],[],1
304,"AbyssLurking_AfterLanguageConvo",[],[],1
305,"AbyssLurking_Kulemak",[],[],1
306,"AbyssLurking_WellConvo",[],[],1
307,"AbyssLurking_SourceConvo",[],[],1
308,"AbyssLurking_NecromancyConvo",[],[],1
309,"AbyssLurking_OnCavern",[],[],1
310,"AbyssLurking_OnMasterBelow",[],[],1
311,"AbyssLurking_ServingConvo",[],[],1
312,"AbyssLurking_DeathOfLich",[],[],1
313,"AbyssLurking_Invitation",[],[],1
314,"AbyssLurking_AbyssalLich",[],"[""礀渀䘀椀爀猀琀䤀渀琀爀漀䠀甀渀琀爀攀猀猀䌀漀渀瘀漀""]",1
315,"AbyssLurking_Vessel",[],[],1
316,"A4Rhodri_IntroConvo",[],[],1
317,"A4Rhodri_KanuConvo",[],[],1
318,"A4Rhodri_MakoruConvo",[],[],1
319,"A4Rhodri_BestRecipesConvo",[],[],1
320,"A4Rhodri_MakoruSavedConvo",[],[],1
321,"Ange_IntroConvo",[],[],1
322,"Ange_ClearIsland",[],[],1
323,"Ange_OnWhakapanu",[],[],1
324,"Ange_IntroInHideout",[],[],1
325,"Ange_LearningFromRogConvo",[],[],1
326,"Ange_LearningFromFaustusConvo",[],[],1
327,"Ange_LearningFromTujenConvo",[],[],1
328,"Ange_EndWorldConvo",[],[],1
329,"Ange_ArriveEGConvo",[],[],1
330,"MentorP1_Intro",[],[],1
331,"MentorP1_OnMemories",[],[],1
332,"MentorP1_Finish",[],[],1
333,"MentorP2_Intro",[],[],1
334,"MentorP2_OnKhariBazaar",[],[],1
335,"MentorP2_OnZarokh",[],[],1
336,"MentorP2_Finish",[],[],1
337,"MentorP3_Intro",[],[],1
338,"MentorP3_OnDoryani",[],[],1
339,"MentorP3_Finish",[],[],1
340,"P2Asala_Intro",[],[],1
341,"P2Asala_GiftingOfWater",[],[],1
342,"P2Asala_SelKhari",[],[],1
343,"P2Asala_Rashi",[],[],1
344,"P2Asala_JadoConvo",[],[],1
345,"P2Asala_OnJado",[],[],1
346,"P2Asala_OnFaridunPrince",[],[],1
347,"P2Asala_TownPostAzmadi",[],[],1
348,"P2Asala_InKingsmarchEnd",[],[],1
349,"P1Renly_Intro",[],[],1
350,"P1Renly_IntroAcceptQuest",[],[],1
351,"P1Renly_OnHolten",[],[],1
352,"P1Renly_OnThaneLady",[],[],1
353,"P1Renly_OnBloodletting",[],[],1
354,"P1Renly_OnWarden",[],[],1
355,"P1Renly_OnRebuilding",[],[],1
356,"P1Renly_InterludeEnd",[],[],1
357,"P1Renly_Kingsmarch",[],[],1
358,"P3Delwyn_Intro",[],[],1
359,"P3Delwyn_WaywardSpear",[],[],1
360,"P3Delwyn_WaywardKilled",[],[],1
361,"P3Delwyn_OnDoryani",[],[],1
362,"P3Delwyn_OnSnake",[],[],1
363,"P3Delwyn_OnInterludeEnd",[],[],1
364,"Madox_Intro",[],[],1
365,"Madox_WinterObserving",[],[],1
366,"Madox_Hesitation",[],[],1
367,"Madox_PromisesOfSnake",[],[],1
368,"Madox_MotherSoul",[],[],1
369,"Madox_FirstChildren",[],[],1
370,"Madox_LastChildren",[],[],1
371,"P3Hilda_Intro",[],[],1
372,"P3Hilda_GiveYetiQuest",[],[],1
373,"P3Hilda_AcceptYetiQuest",[],[],1
374,"P3Hilda_YetiQuestComplete",[],[],1
375,"P3Hilda_OnTheSpirit",[],[],1
376,"P3Hilda_OnCodswallop",[],[],1
377,"P3Hilda_OnVaal",[],[],1
378,"P3Hilda_OnYeti",[],[],1
379,"P3Hilda_OnInterludeEnd",[],[],1
380,"Jado_AtFountain",[],[],1
381,"Jado_AzmadiKilled",[],[],1
382,"Jado_OnMission",[],[],1
383,"Jado_OnStrangePowers",[],[],1
384,"Jado_OnAzmadi",[],[],1
385,"Jado_OnOrderOfDjinn",[],[],1
386,"Jado_OnJun",[],[],1
387,"RisuP2_Intro",[],[],1
388,"RisuP2_ClearTheWayQuest",[],[],1
389,"RisuP2_ClearTheWayQuestComplete",[],[],1
390,"RisuP2_OnBetterConditions",[],[],1
391,"RisuP2_OnZarka",[],[],1
392,"RisuP2_OnAsala",[],[],1
393,"RisuP2_OnInterludeEnd",[],[],1
394,"P1Una_Intro",[],[],1
395,"P1Una_Blackwood",[],[],1
396,"P1Una_Darkness",[],[],1
397,"P1Una_StonesOfSerle",[],[],1
398,"P1Una_StonesOfSerleInArea",[],[],1
399,"P1Una_StonesOfSerleSioraKilled",[],[],1
400,"P1Una_TeachingRunes",[],[],1
401,"P1Una_TrappedDraiocht",[],[],1
402,"P1Una_FeySpirits",[],[],1
403,"P1Una_InterludeEnd",[],[],1
404,"P1Finn_RenlysLeadership",[],[],1
405,"P1Finn_Freythorn",[],[],1
406,"YoonP2_Introduction",[],[],1
407,"YoonP2_OnService",[],[],1
408,"YoonP2_OnRing",[],[],1
409,"YoonP2_OnAmulet",[],[],1
410,"YoonP2_OnJewel",[],[],1
411,"RangeenP2_Introduction",[],[],1
412,"RangeenP2_OnService",[],[],1
413,"RangeenP2_OnRing",[],[],1
414,"RangeenP2_OnAmulet",[],[],1
415,"RangeenP2_OnJewel",[],[],1
416,"ZarkaP2_OnSelKhari",[],[],1
417,"ZarkaP2_QuestComplete",[],[],1
418,"ZarkaP2_OnGiftingOfWater",[],[],1
419,"ZarkaP2_OnConsequences",[],[],1
420,"ZarkaP2_OnOrderOfTheDjinn",[],[],1
421,"ZarkaP2_OnRisusTraining",[],[],1
422,"ZarkaP2_OnPoolsOfKhatal",[],[],1
423,"ZarkaP2_OnInterludeEnd",[],[],1
424,"Ruhaki_IntroNotElderFreed",[],[],1
425,"Ruhaki_IntroElderFreedNotMet",[],[],1
426,"Ruhaki_AfterElderFreed",[],[],1
427,"Ruhaki_OnTavakai",[],[],1
428,"Ruhaki_OnSingleGirls",[],[],1
429,"Torbik_Intro",[],[],1
430,"Torbik_OnKhariCrossing",[],[],1
431,"Torbik_OnTreasuredRhex",[],[],1
432,"Torbik_OnMerchantCart",[],[],1
433,"FinP1_Introduction",[],[],1
434,"ZelinaIntroductionEndgame",[],[],1
435,"ZelinaOnRitual",[],[],1
436,"ZelinaOnKing",[],[],1
437,"ZelinaOnFindingAudience",[],[],1
438,"ZelinaOnFailingCruxOfNothingness",[],[],1
439,"ZelinaOnRitualBossDefeated",[],[],1
440,"ZelinaOnRitualAltars",[],[],1
441,"ZelinaOnDemonOfAtzoatl",[],[],1
442,"ZelinaOnStudyingTheArchives",[],[],1
443,"ZelinaOnSurfaceCultures",[],[],1
444,"ZelinaOnDreams",[],[],1
445,"ZelinaOnTrialOfChaos",[],[],1
446,"ZelinaOnAlva",[],[],1
447,"ZelinaOnMaraketh",[],[],1
448,"ZelinaOnKarui",[],[],1
449,"ZelinaOnEzomyte",[],[],1
450,"ZelinaOnTrarthus",[],[],1
451,"ZelinaOnAzmeri",[],[],1
452,"ZelinaOnOriathGeneric",[],[],1
453,"ZelinaOnPrimevals",[],[],1
454,"ZelinaOnPrecursors",[],[],1
455,"Ange_OnEnterHostileShoreline",[],[],1
456,"RhodriMapPinArastas",[],[],10
457,"RhodriMapPinEye",[],[],10
458,"RhodriMapPinEteDone",[],[],10
459,"RhodriMapPinIsle",[],[],10
460,"RhodriMapPinIsleDone",[],[],10
461,"RhodriMapPinKedge",[],[],10
462,"RhodriMapPinKedgeDone",[],[],10
463,"RhodriMapPinNgakanu",[],[],10
464,"RhodriMapPinPlunders",[],[],10
465,"RhodriMapPinPlundersDone",[],[],10
466,"RhodriMapPinPrison",[],[],10
467,"RhodriMapPinPrisonDone",[],[],10
468,"RhodriMapPinShrike",[],[],10
469,"RhodriMapPinTropical",[],[],10
470,"RhodriMapPinTropicalDoneAnge",[],[],10
471,"RhodriMapPinTropicalDone",[],[],10
472,"HoodedOneNewTravelEast",[],[],1
473,"AsalaA2EndOfAct",[],[],1
474,"GwennenEG_Intro",[],[],1
475,"GwennenEG_Exhausted",[],[],1
476,"GwennenEG_Cataclysm",[],[],1
477,"GwennenEG_Alva",[],[],1
478,"GwennenEG_Rog",[],[],1
479,"GwennenEG_Expeditions",[],[],1
480,"GwennenEG_Chaos",[],[],1
