"rownum","Id","MinLevel","BestiaryFamiliesKey","BestiaryGroupsKey","ModsKey","BestiaryCapturableMonstersKey","BeastRarity","BestiaryGenusKey"
63,"UniqueAmarissaDaughterOfMerveil",0,"","","","",3,""
64,"UniqueAmbrosiaDaughterOfMerveil",0,"","","","",3,""
65,"UniqueTheGreatWhiteBeast",0,"","","","",3,""
66,"UniqueBlackDeath",0,"","","","",3,""
67,"UniqueTheWeaver",0,"","","","",3,""
68,"UniqueNadiaTheSoothing",0,"","","","",3,""
69,"UniqueAidanTheFrenzied",0,"","","","",3,""
70,"UniqueQuru",0,"","","","",3,""
71,"UniqueThistlesage",0,"","","","",3,""
72,"UniqueTheConquerorWurm",0,"","","","",3,""
73,"UniqueParadisaeVenenum",0,"","","","",3,""
74,"UniqueTheHundredFootShadow",0,"","","","",3,""
75,"UniqueEyepecker",0,"","","","",3,""
76,"UniqueSteelchaw",0,"","","","",3,""
77,"UniqueRaiharaTukohamasLoyal",0,"","","","",3,""
78,"UniqueHollowskullTheWillingHost",0,"","","","",3,""
79,"UniqueBrinecrack",0,"","","","",3,""
80,"UniqueTheGreatWhiteBones",0,"","","","",3,""
81,"UniqueTunnelworm",0,"","","","",3,""
82,"UniqueBoulderback",0,"","","","",3,""
83,"UniqueTheBasilisk",0,"","","","",3,""
84,"RareWithBestiaryMod1",0,4,"",11229,"",2,""
85,"RareWithBestiaryMod2",0,4,"",11214,"",2,""
86,"RareWithBestiaryMod3",0,4,"",11216,"",2,""
87,"RareWithBestiaryMod4",0,4,"",11219,"",2,""
88,"RareWithBestiaryMod5",0,4,"",11212,"",2,""
89,"RareWithBestiaryMod6",0,4,"",11228,"",2,""
90,"RareWithBestiaryMod7",0,4,"",11211,"",2,""
91,"RareWithBestiaryMod8",0,4,"",11206,"",2,""
92,"RareWithBestiaryMod9",0,4,"",11227,"",2,""
93,"RareWithBestiaryMod10",0,4,"",11217,"",2,""
94,"RareWithBestiaryMod11",0,4,"",11213,"",2,""
95,"RareWithBestiaryMod12",0,4,"",11207,"",2,""
96,"RareWithBestiaryMod13",0,4,"",11215,"",2,""
97,"RareWithBestiaryMod14",0,4,"",11210,"",2,""
98,"RareWithBestiaryMod15",0,4,"",11226,"",2,""
99,"RareWithBestiaryMod16",0,4,"",11221,"",2,""
100,"RareWithBestiaryMod17",0,4,"",11218,"",2,""
101,"RareWithBestiaryMod18",0,4,"",11223,"",2,""
102,"RareWithBestiaryMod19",0,4,"",11222,"",2,""
103,"RareWithBestiaryMod20",0,4,"",11209,"",2,""
104,"RareWithBestiaryMod21",0,4,"",11208,"",2,""
105,"RareWithBestiaryMod23",0,4,"",11220,"",2,""
106,"RareWithBestiaryMod24",0,4,"",11225,"",2,""
107,"SpiritBossTiger",0,"","","","","",""
108,"SpiritBossAvian",0,"","","","","",""
109,"SpiritBossSpider",0,"","","","","",""
110,"SpiritBossCrab",0,"","","","","",""
111,"Rhoa",0,"","","","","",6
112,"SeaWitch",0,"","","","","",8
113,"ShieldCrab",0,"","","","","",9
114,"Goatman",0,"","","","","",1
115,"GoatShaman",0,"","","","","",2
116,"Hellion",0,"","","","","",3
117,"MagicGargantuan",0,"","","","",1,0
118,"MagicSpider",0,"","","","",1,12
119,"MagicApe",0,"","","","",1,5
120,"MagicPlummetingUrsa",0,"","","","",1,21
121,"MagicGoliath",0,"","","","",1,18
122,"MagicDevourer",0,"","","","",1,19
123,"MagicChimeral",0,"","","","",1,14
124,"MagicVulture",0,"","","","",1,22
125,"MagicCockerel",0,"","","","",1,26
126,"MagicPitbull",0,"","","","",1,25
127,"MagicKaruiHound",0,"","","","",1,24
128,"MagicApeChieftain",0,"","","","",1,28
129,"RareLurcher",0,"","","","",2,32
130,"RareGargantuan",0,"","","","",2,0
131,"RareDevourer",0,"","","","",2,19
132,"RareBull",0,"","","","",2,27
133,"RareChimeral",0,"","","","",2,14
134,"AlbinoRhoa",0,"","","","","",""
135,"Level70RareSeaWitchesWithBestiaryMod22",70,"","",11224,"",2,8
136,"Level70RareOctopusesWithBestiaryMod22",70,"","",11224,"",2,39
137,"Level70RareLurcherWithBestiaryMod22",70,"","",11224,"",2,32
138,"Level70RareMawWithBestiaryMod22",70,"","",11224,"",2,13
139,"Level70RareAmphibianWithBestiaryMod22",70,"",11,11224,"",2,""
140,"Level70RareCrustaceanWithBestiaryMod22",70,"",10,11224,"",2,""
141,"Level70RareCephalopodWithBestiaryMod22",70,"",9,11224,"",2,""
142,"Level70RareUnnaturalWithBestiaryMod22",70,"",4,11224,"",2,""
143,"Level70RareSandsWithBestiaryMod22",70,1,"",11224,"",2,""
144,"Level70RareDepthsWithBestiaryMod22",70,3,"",11224,"",2,""
145,"Level70RareCavernsWithBestiaryMod22",70,2,"",11224,"",2,""
146,"Level70RareWildsWithBestiaryMod22",70,0,"",11224,"",2,""
147,"Level70RareWatchersWithBestiaryMod22",70,"","",11224,"",2,20
148,"Level70RareGemFrogsWithBestiaryMod22",70,"","",11224,"",2,40
149,"RareWolf",0,"","","","",2,4
150,"Level80RareDevourerWithBestiaryMod7",80,"","",11211,"",2,19
151,"Level80RareArachnoscorpionWithBestiaryMod13",80,"","",11215,"",2,33
152,"Level80RareSpiderWithBestiaryMod11",80,"","",11213,"",2,12
153,"Level80RareScorpionWithBestiaryMod15",80,"","",11226,"",2,35
154,"Level80RareLeaperWithBestiaryMod10",80,"","",11217,"",2,23
155,"Level80RareCarrionQueenWithBestiaryMod2",80,"","",11214,"",2,15
156,"Level80RareSeaWitchWithBestiaryMod9",80,"","",11227,"",2,8
157,"Level80RareCrabWithBestiaryMod6",80,"","",11228,"",2,30
158,"Level80RareMawWithBestiaryMod24",80,"","",11225,"",2,13
159,"Level80RareSandSpitterWithBestiaryMod4",80,"","",11219,"",2,7
160,"Level80RareOctopusWithBestiaryMod22",80,"","",11224,"",2,39
161,"Level80RareSpawnWithBestiaryMod20",80,"","",11209,"",2,11
162,"Level80RareChimeralWithBestiaryMod3",80,"","",11216,"",2,14
163,"Level80RareVultureWithBestiaryMod17",80,"","",11218,"",2,22
164,"Level80RareRetchWithBestiaryMod16",80,"","",11221,"",2,17
165,"Level80RareSnakeWithBestiaryMod1",80,"","",11229,"",2,10
166,"Level80RareRhoaWithBestiaryMod14",80,"","",11210,"",2,6
167,"Level80RareHellionWithBestiaryMod21",80,"","",11208,"",2,3
168,"Level80RareGoatShamanWithBestiaryMod12",80,"","",11208,"",2,2
169,"Level80RarePitbullWithBestiaryMod5",80,"","",11212,"",2,25
170,"Level80RareGoliathWithBestiaryMod19",80,"","",11222,"",2,18
171,"Level80RareGargantuanWithBestiaryMod8",80,"","",11206,"",2,0
172,"Level80RareApeChieftainWithBestiaryMod18",80,"","",11223,"",2,28
173,"Level80RareKaruiHoundWithBestiaryMod23",80,"","",11220,"",2,24
174,"Level78RareWolfWithBestiaryMod5",78,"","",11212,"",2,4
175,"Level78RareWolfWithBestiaryMod18",78,"","",11223,"",2,4
176,"Level78RareWolfWithBestiaryMod21",78,"","",11208,"",2,4
177,"Level70RareCephalopodWithBestiaryMod4",70,"",9,11219,"",2,""
178,"Level70RareDepthsWithBestiaryMod20",70,3,"",11209,"",2,""
179,"Level70RareDepthsWithBestiaryMod6",70,3,"",11228,"",2,""
180,"Level70RareSnakeWithBestiaryMod1",70,"","",11229,"",2,10
181,"Level70RareGargantuansWithBestiaryMod18",70,"","",11223,"",2,0
182,"Level70RareCarrionQueensWithBestiaryMod2",70,"","",11214,"",2,15
183,"AnyRare",0,4,"","","",2,""
184,"AnyRareLevel20Plus",20,4,"","","",2,""
185,"MemoryLineLegendaryBeastHarvestBeastT3",0,"","","","","",""
186,"MemoryLineLegendaryBeastHarvestHellionT3",0,"","","","","",""
187,"MemoryLineLegendaryBeastHarvestBrambleHulkT3",0,"","","","","",""
188,"MemoryLineLegendaryBeastHarvestSquidT3",0,"","","","","",""
189,"MemoryLineLegendaryBeastHarvestVultureParasiteT3",0,"","","","","",""
190,"MemoryLineLegendaryBeastHarvestPlatedScorpionT3",0,"","","","","",""
191,"MemoryLineLegendaryBeastHarvestRhexT3",0,"","","","","",""
192,"MemoryLineLegendaryBeastHarvestNessaCrabT3",0,"","","","","",""
193,"MemoryLineLegendaryBeastHarvestGoatmanT3",0,"","","","","",""
