"rownum","MtxTypeGameSpecific","Id","BK2File"
182,1012,183,""
183,1013,184,""
184,1014,185,""
185,1015,186,""
186,1016,187,""
187,1017,188,""
188,1018,189,""
189,1019,190,""
190,1020,191,""
191,1021,192,""
192,1022,193,""
193,1023,194,""
194,1024,195,""
195,1025,196,""
196,1026,197,""
197,1027,198,""
198,1028,199,""
199,1029,200,""
200,1030,201,""
201,1031,202,""
202,1032,203,""
203,1033,204,""
204,1034,205,""
205,1035,206,""
206,1036,207,""
207,1037,208,""
208,1038,209,""
209,1039,210,""
210,1040,211,""
211,1041,212,""
212,1042,213,""
213,1043,214,""
214,1044,215,""
215,1045,216,""
216,1046,217,""
217,1047,218,""
218,1048,219,""
219,1049,220,""
220,1050,221,""
221,1051,222,""
222,1052,223,""
223,1053,224,""
224,1054,225,""
225,1055,226,""
226,1056,227,""
227,1057,228,""
228,1058,229,""
229,1059,230,""
230,1060,231,""
231,1061,232,""
232,1062,233,""
233,1063,234,""
234,1064,235,""
235,1065,236,""
236,1066,237,""
237,1067,238,""
238,1068,239,""
239,1069,240,""
240,1070,241,""
241,1071,242,""
242,1072,243,""
243,1073,244,""
244,1074,245,""
245,1075,246,""
246,2371,247,""
247,2374,248,""
248,2380,249,""
249,2383,250,""
250,2533,251,""
251,2538,252,""
252,2540,253,""
253,2545,254,""
254,2548,255,""
255,2698,256,""
256,2704,257,""
257,2689,258,""
258,2695,259,""
259,2713,260,""
260,2721,261,""
261,2729,262,""
262,2738,263,""
263,2749,264,""
264,2680,265,""
265,2687,266,""
266,2671,267,""
267,2678,268,""
268,2919,269,"Art/Videos/ChinaMTX/MTX_Jingwei_Portrait_Frame.bk2"
269,2969,270,""
270,2975,271,""
271,2978,272,""
272,2959,273,""
273,2964,274,""
274,2967,275,""
275,3125,276,""
276,3130,277,""
277,3134,278,""
278,3136,279,""
279,3142,280,""
280,3146,281,""
281,3147,282,""
282,3263,284,""
283,3272,285,""
284,3283,286,""
285,3292,287,""
286,3302,288,""
287,3304,289,""
288,3309,290,""
289,3312,291,""
290,3314,292,""
291,3320,293,""
292,3323,294,""
293,3382,295,"Art/Videos/ChinaMTX/MTX_GodOfThunder_Portrait_Frame.bk2"
294,3476,296,""
295,3478,297,""
296,3480,298,""
297,3483,299,""
298,3485,300,""
299,3487,301,""
300,3148,302,""
301,3620,303,""
302,3621,304,""
303,3622,305,""
304,3623,306,""
305,3624,307,""
306,3625,308,""
307,3699,309,""
308,3789,310,""
309,3790,311,""
310,3791,312,""
311,3786,313,""
312,3787,314,""
313,3788,315,""
314,3832,316,""
315,3833,317,""
316,3834,318,""
317,3835,319,""
318,3836,320,""
319,3894,321,""
320,3895,322,""
321,3896,323,""
322,3891,324,""
323,3892,325,""
324,3893,326,""
325,3915,327,"Art/Videos/ChinaMTX/MTX_Lunar_Portrait_Frame.bk2"
326,3920,328,""
327,3921,329,""
328,3922,330,""
329,3923,331,""
330,3924,332,""
331,3925,333,""
332,3926,334,""
333,6349,357,""
334,4074,365,""
335,4075,366,""
336,4076,367,""
337,4077,368,""
338,4078,369,""
339,4013,359,""
340,4014,360,""
341,4015,361,""
342,4010,362,""
343,4011,363,""
344,4012,364,""
345,6884,370,""
346,6885,371,""
347,6886,372,""
348,6887,373,""
349,6888,374,""
350,6889,375,""
351,4121,376,"Art/Videos/ChinaMTX/MTX_ZodiacDragon_Portrait_Frame.bk2"
352,6909,377,""
353,6910,378,""
354,6911,379,""
355,6912,380,""
356,6913,381,""
357,6914,382,""
358,7060,383,""
359,7061,384,""
360,7062,385,""
361,7063,386,""
362,7064,387,""
363,7065,388,""
364,7176,389,""
365,7177,390,""
366,7178,391,""
367,7173,392,""
368,7174,393,""
369,7175,394,""
370,7280,395,""
371,7281,396,""
372,7282,397,""
373,7283,398,""
374,7284,399,""
375,7285,400,""
