"rownum","Buff","Visuals","i32_24"
123,"ignite",[2314],31
124,"ignite",[2324],32
125,"ignite",[2322],33
126,"ignite",[2323],34
127,"scorch",[1016],0
128,"scorch",[1876],1
129,"shock",[5],0
130,"shock",[227],1
131,"shock",[228],2
132,"shock",[229],3
133,"shock",[1138],4
134,"shock",[230],5
135,"shock",[1624],6
136,"shock",[1632],7
137,"shock",[1735],8
138,"shock",[1738],9
139,"shock",[1848],10
140,"shock",[1878],11
141,"shock",[1914],12
142,"shock",[1915],13
143,"shock",[1938],14
144,"shock",[1939],15
145,"shock",[1970],16
146,"shock",[1991],17
147,"shock",[2006],18
148,"shock",[2153],19
149,"shock",[2328],20
150,"shock",[2329],21
151,"shock",[2326],22
152,"shock",[2180],1001
153,"shock",[2181],1002
154,"shock",[2424],23
155,"shock",[2428],24
156,"shock",[2431],25
157,"sap",[1018],0
158,"sap",[1878],1
159,"chill",[3],0
160,"chill",[1671],1
161,"chill",[1841],2
162,"chill",[1850],3
163,"chill",[1880],4
164,"chill",[1967],5
165,"freeze",[4],0
166,"freeze",[1672],1
167,"freeze",[1852],2
168,"freeze",[1877],3
169,"freeze",[1968],4
170,"freeze",[2152],5
171,"freeze",[2325],6
172,"brittle",[1017],0
173,"brittle",[1880],1
174,"poison",[14],0
175,"poison",[1801],1
176,"poison",[1873],2
177,"poison",[1907],3
178,"poison",[1917],4
179,"poison",[1918],5
180,"poison",[1874],1001
181,"poison",[1875],1002
182,"bleed",[146],1
183,"bleed",[1577],2
184,"bleed",[1879],3
185,"bleed_moving",[145],0
186,"bleed_moving",[147],1
187,"bleed_moving",[1578],2
188,"bleed_moving",[1879],3
189,"poison",[2022],100
190,"fire_exposure",[1043],0
191,"cold_exposure",[1044],0
192,"lightning_exposure",[1045],0
193,"fire_exposure",[1625],1
194,"cold_exposure",[1626],1
195,"lightning_exposure",[1627],1
196,"fire_exposure",[1628],2
197,"cold_exposure",[1629],2
198,"lightning_exposure",[1630],2
199,"fire_exposure",[1971],3
200,"cold_exposure",[1972],3
201,"lightning_exposure",[1973],3
202,"fire_exposure",[2379],4
203,"cold_exposure",[1044],4
204,"lightning_exposure",[1045],4
205,"infernal_blow_debuff",[918],0
206,"infernal_blow_debuff",[1641],1
207,"infernal_blow_debuff2",[919],0
208,"infernal_blow_debuff2",[1642],1
209,"infernal_blow_debuff3",[920],0
210,"infernal_blow_debuff3",[1643],1
211,"arcane_cloak",[1232],0
212,"arcane_cloak",[1644],1
213,"exsanguinate",[1534],0
214,"exsanguinate",[1645],1
215,"exsanguinate",[1768],2
216,"exsanguinate",[2043],1000
217,"void_burst",[1646],0
218,"ambush_stealth",[1648],0
219,"cold_snap",[1651],4
220,"cold_snap",[1961],5
221,"cold_snap",[1963],6
222,"blood_rage",[16],0
223,"blood_rage",[1652],1
224,"lightning_strike_vaal_debuff",[903],0
225,"lightning_strike_vaal_debuff",[903],1
226,"lightning_strike_vaal_debuff",[1656],2
227,"lightning_strike_vaal_debuff",[1762],3
228,"lightning_strike_vaal_debuff",[1912],4
229,"lightning_strike",[1990],5
230,"herald_of_ash_buff",[943],-1
231,"herald_of_ash_buff",[351],0
232,"herald_of_ash_burning_buff",[181],0
233,"herald_of_ash_buff",[528],1
234,"herald_of_ash_burning_buff",[496],1
235,"herald_of_ash_buff",[527],2
236,"herald_of_ash_burning_buff",[181],2
237,"herald_of_ash_buff",[708],3
238,"herald_of_ash_burning_buff",[399],3
239,"herald_of_ash_buff",[712],4
240,"herald_of_ash_burning_buff",[181],4
241,"herald_of_ash_buff",[756],5
242,"herald_of_ash_burning_buff",[181],5
243,"herald_of_ash_buff",[849],6
244,"herald_of_ash_burning_buff",[857],6
245,"herald_of_ash_buff",[853],7
246,"herald_of_ash_burning_buff",[181],7
247,"herald_of_ash_buff",[924],8
248,"herald_of_ash_burning_buff",[181],8
249,"herald_of_ash_buff",[928],9
250,"herald_of_ash_burning_buff",[181],9
251,"herald_of_ash_buff",[937],10
252,"herald_of_ash_burning_buff",[181],10
253,"herald_of_ash_buff",[948],11
254,"herald_of_ash_burning_buff",[181],11
255,"herald_of_ash_buff",[953],12
256,"herald_of_ash_burning_buff",[181],12
257,"herald_of_ash_buff",[1081],13
258,"herald_of_ash_burning_buff",[181],13
259,"herald_of_ash_buff",[1104],14
260,"herald_of_ash_burning_buff",[1137],14
261,"herald_of_ash_buff",[1202],15
262,"herald_of_ash_burning_buff",[1206],15
263,"herald_of_ash_buff",[1274],16
264,"herald_of_ash_burning_buff",[181],16
265,"herald_of_ash_buff",[1320],17
266,"herald_of_ash_burning_buff",[181],17
267,"herald_of_ash_buff",[1341],18
268,"herald_of_ash_burning_buff",[1345],18
269,"herald_of_ash_buff",[1407],19
270,"herald_of_ash_burning_buff",[181],19
271,"herald_of_ash_buff",[1482],20
272,"herald_of_ash_burning_buff",[1486],20
273,"herald_of_thunder_buff",[943],-1
274,"herald_of_thunder_buff",[353],0
275,"herald_of_thunder_buff",[353],1
276,"herald_of_thunder_buff",[633],2
277,"herald_of_thunder_buff",[710],3
278,"herald_of_thunder_buff",[714],4
279,"herald_of_thunder_buff",[758],5
280,"herald_of_thunder_buff",[851],6
281,"herald_of_thunder_buff",[855],7
282,"herald_of_thunder_buff",[926],8
283,"herald_of_thunder_buff",[930],9
284,"herald_of_thunder_buff",[939],10
285,"herald_of_thunder_buff",[950],11
286,"herald_of_thunder_buff",[955],12
287,"herald_of_thunder_buff",[1083],13
288,"herald_of_thunder_buff",[1106],14
289,"herald_of_thunder_buff",[1204],15
290,"herald_of_thunder_buff",[1276],16
291,"herald_of_thunder_buff",[1321],17
292,"herald_of_thunder_buff",[1342],18
293,"herald_of_thunder_buff",[1408],19
294,"herald_of_thunder_buff",[1483],20
295,"herald_of_thunder_buff",[2405],21
296,"herald_of_thunder_buff",[2413],22
297,"herald_of_thunder_buff",[2419],23
298,"herald_of_thunder_buff",[2421],24
299,"herald_of_ice_buff",[943],-1
300,"herald_of_ice_buff",[352],0
301,"herald_of_ice_buff",[352],1
302,"herald_of_ice_buff",[632],2
303,"herald_of_ice_buff",[709],3
304,"herald_of_ice_buff",[713],4
305,"herald_of_ice_buff",[757],5
306,"herald_of_ice_buff",[850],6
307,"herald_of_ice_buff",[854],7
308,"herald_of_ice_buff",[925],8
309,"herald_of_ice_buff",[929],9
310,"herald_of_ice_buff",[938],10
311,"herald_of_ice_buff",[949],11
312,"herald_of_ice_buff",[954],12
313,"herald_of_ice_buff",[1082],13
314,"herald_of_ice_buff",[1105],14
315,"herald_of_ice_buff",[1203],15
316,"herald_of_ice_buff",[1275],16
317,"herald_of_ice_buff",[1322],17
318,"herald_of_ice_buff",[1343],18
319,"herald_of_ice_buff",[1409],19
320,"herald_of_ice_buff",[1484],20
321,"herald_of_thunder_active_buff",[0],-1
322,"herald_of_thunder_active_buff",[354],0
323,"herald_of_thunder_active_buff",[354],1
324,"herald_of_thunder_active_buff",[717],2
325,"herald_of_thunder_active_buff",[716],3
326,"herald_of_thunder_active_buff",[715],4
327,"herald_of_thunder_active_buff",[759],5
328,"herald_of_thunder_active_buff",[852],6
329,"herald_of_thunder_active_buff",[856],7
330,"herald_of_thunder_active_buff",[927],8
331,"herald_of_thunder_active_buff",[931],9
332,"herald_of_thunder_active_buff",[940],10
333,"herald_of_thunder_active_buff",[951],11
334,"herald_of_thunder_active_buff",[956],12
335,"herald_of_thunder_active_buff",[1084],13
336,"herald_of_thunder_active_buff",[1107],14
337,"herald_of_thunder_active_buff",[1205],15
338,"herald_of_thunder_active_buff",[1277],16
339,"herald_of_thunder_active_buff",[1323],17
340,"herald_of_thunder_active_buff",[1344],18
341,"herald_of_thunder_active_buff",[1410],19
342,"herald_of_thunder_active_buff",[1485],20
343,"herald_of_thunder_active_buff",[2406],21
344,"herald_of_thunder_active_buff",[2414],22
345,"herald_of_thunder_active_buff",[2420],23
346,"herald_of_thunder_active_buff",[2422],24
347,"herald_of_agony_buff",[943],-1
348,"herald_of_agony_buff",[960],0
349,"herald_of_agony_buff",[960],1
350,"herald_of_agony_buff",[960],2
351,"herald_of_agony_buff",[960],3
352,"herald_of_agony_buff",[960],4
353,"herald_of_agony_buff",[960],5
354,"herald_of_agony_buff",[960],6
355,"herald_of_agony_buff",[960],7
356,"herald_of_agony_buff",[960],8
357,"herald_of_agony_buff",[960],9
358,"herald_of_agony_buff",[963],10
359,"herald_of_agony_buff",[961],11
360,"herald_of_agony_buff",[962],12
361,"herald_of_agony_buff",[964],13
362,"herald_of_agony_buff",[965],14
363,"herald_of_agony_buff",[1200],15
364,"herald_of_agony_buff",[1279],16
365,"herald_of_agony_buff",[1319],17
366,"herald_of_agony_buff",[1340],18
367,"herald_of_agony_buff",[1406],19
368,"herald_of_agony_buff",[1481],20
369,"herald_of_light_buff",[943],-1
370,"herald_of_light_buff",[967],0
371,"herald_of_light_buff",[967],1
372,"herald_of_light_buff",[967],2
373,"herald_of_light_buff",[967],3
374,"herald_of_light_buff",[967],4
375,"herald_of_light_buff",[967],5
376,"herald_of_light_buff",[967],6
377,"herald_of_light_buff",[967],7
378,"herald_of_light_buff",[967],8
379,"herald_of_light_buff",[967],9
380,"herald_of_light_buff",[970],10
381,"herald_of_light_buff",[968],11
382,"herald_of_light_buff",[969],12
383,"herald_of_light_buff",[971],13
384,"herald_of_light_buff",[972],14
385,"herald_of_light_buff",[1201],15
386,"herald_of_light_buff",[1278],16
387,"herald_of_light_buff",[1318],17
388,"herald_of_light_buff",[1339],18
389,"herald_of_light_buff",[1405],19
390,"herald_of_light_buff",[1480],20
391,"burning_arrow_debuff",[1214],0
392,"burning_arrow_debuff",[1215],1
393,"mortar_barrage_mine_aura",[1171],0
394,"mortar_barrage_mine_aura",[1675],2
395,"mine_lightning_explosion_aura",[1161],0
396,"mine_lightning_explosion_aura",[1676],2
397,"cold_projectile_mine_aura",[1170],0
398,"cold_projectile_mine_aura",[1677],2
399,"vaal_arc_buff",[933],6
400,"vaal_arc_buff",[981],7
401,"vaal_arc_buff",[1144],8
402,"flame_wall_burning",[181],0
403,"flame_wall_burning",[1092],1
404,"flame_wall_burning",[1619],2
405,"flame_wall_burning",[1683],3
406,"flame_wall_burning",[2316],4
407,"plague_bearer_at_max_damage",[943],-1
408,"plague_bearer_at_max_damage",[1157],0
409,"plague_bearer_at_max_damage",[1157],1
410,"plague_bearer_at_max_damage",[1157],2
411,"plague_bearer_buff_active_aura",[943],-1
412,"plague_bearer_buff_active_aura",[1158],0
413,"plague_bearer_buff_active_aura",[1158],1
414,"plague_bearer_buff_active_aura",[1158],2
415,"plague_bearer_accumulating",[943],-1
416,"plague_bearer_accumulating",[1167],0
417,"plague_bearer_accumulating",[1684],1
418,"plague_bearer_accumulating",[1807],2
419,"plague_bearer_aura",[943],-1
420,"plague_bearer_aura",[1168],0
421,"plague_bearer_aura",[1685],1
422,"plague_bearer_aura",[1808],2
423,"penance_brand_magma_pustule",[1337],0
424,"penance_brand_magma_pustule",[1686],2
425,"penance_brand_many_charges",[1354],0
426,"penance_brand_many_charges",[1687],2
427,"winter_brand_burn",[1355],0
428,"winter_brand_burn",[1688],2
429,"winter_brand_secondary_burn",[1356],0
430,"winter_brand_secondary_burn",[1689],2
431,"winter_brand_orb",[1360],0
432,"winter_brand_orb",[1690],2
433,"divine_cry_buff",[1622],0
434,"divine_cry_buff",[1693],2
435,"divine_cry_buff",[1694],3
436,"blight_channel_main",[564],0
437,"blight_channel_main",[1136],1
438,"blight_channel_main",[1565],2
439,"blight_channel_main",[1566],3
440,"blight_channel_main",[1616],4
441,"blight_channel_hinder",[1697],3
442,"blight_channel_hinder",[1621],4
443,"wither_channelled_main",[518],1
444,"wither_channelled_main",[1166],2
445,"wither_channelled_main",[1567],3
446,"wither_channelled_main",[1568],4
447,"wither_channelled_main",[1569],5
448,"wither_channelled_main",[1617],6
449,"wither_channelled_hinder",[1697],4
450,"wither_channelled_hinder",[1621],6
451,"soul_link_source",[1699],0
452,"soul_link_target",[1700],0
453,"storm_blade",[1698],0
454,"flame_link_source",[1701],0
455,"flame_link_target",[1702],0
456,"remora_link_source",[1703],0
457,"remora_link_target",[1704],0
458,"bulwark_link_source",[1705],0
459,"bulwark_link_target",[1706],0
460,"trigger_link_source",[1707],0
461,"trigger_link_target",[1708],0
462,"critical_link_source",[1709],0
463,"critical_link_target",[1710],0
464,"explosive_concoction_flask_attach",[1691],0
465,"poisonous_concoction_flask_attach",[1692],0
466,"poisonous_concoction_flask_attach",[1796],1
467,"poisonous_concoction_flask_attach",[1913],2
468,"bubble_shield",[0],0
469,"flask_effect",[1791],1
470,"flask_effect",[1792],2
471,"flask_effect",[1793],3
472,"flask_effect",[1794],4
473,"flask_effect",[1800],5
474,"flask_effect",[1840],6
475,"flask_effect",[1870],7
476,"flask_effect",[1888],8
477,"flask_effect",[1889],9
478,"flask_effect",[1890],10
479,"flask_effect",[1924],11
480,"flask_effect",[1933],12
481,"flask_effect",[1934],13
482,"flask_effect",[1935],14
483,"flask_effect",[1936],15
484,"flask_effect",[1937],16
485,"flask_effect",[1962],17
486,"flask_effect",[1966],18
487,"flask_effect",[2250],19
488,"flask_effect",[2270],23
489,"corrupting_fever_buff",[1535],0
490,"corrupting_fever_buff",[1802],1
491,"corrupting_fever_corrupted_blood",[244],0
492,"corrupting_fever_corrupted_blood",[1803],1
493,"slither_slither_buff",[1553],1
494,"slither_elusive_buff",[1554],1
495,"slither_wither_buff",[1569],1
496,"monster_dd_area_corpse_mark",[837],0
497,"monster_dd_area_corpse_mark",[838],1
498,"monster_dd_area_corpse_mark",[1447],2
499,"monster_dd_area_corpse_mark",[1747],3
500,"monster_dd_area_corpse_mark",[1583],1000
501,"monster_dd_area_corpse_mark",[2010],1001
502,"monster_dd_area_corpse_mark",[1747],1002
503,"monster_dd_area_corpse_mark",[2198],1003
504,"monster_dd_area_corpse_mark",[2199],1004
505,"monster_dd_area_corpse_mark",[2200],1005
506,"monster_dd_area_corpse_mark",[2198],1006
507,"monster_soulrend_debuff",[1039],0
508,"monster_soulrend_debuff",[1041],1
509,"monster_soulrend_debuff",[1585],1000
510,"monster_soulrend_debuff",[1585],1001
511,"monster_soulrend_debuff",[2047],1002
512,"monster_soulrend_debuff",[2063],1003
513,"monster_soulrend_debuff",[2185],1004
514,"monster_soulrend_debuff",[2047],1005
515,"monster_soulrend_debuff",[2047],1006
516,"monster_soulrend_fadeout",[1040],0
517,"monster_soulrend_fadeout",[1042],1
518,"monster_soulrend_fadeout",[1586],1000
519,"monster_soulrend_fadeout",[1586],1001
520,"monster_soulrend_fadeout",[2048],1002
521,"monster_soulrend_fadeout",[2064],1003
522,"monster_soulrend_fadeout",[2186],1004
523,"monster_soulrend_fadeout",[2048],1005
524,"monster_soulrend_fadeout",[2048],1006
525,"arcane_surge",[748],0
526,"arcane_surge",[1866],1
527,"phasing_buff",[348],0
528,"phasing_buff",[1864],1
529,"fortify_buff",[423],0
530,"fortify_buff",[1865],1
531,"onslaught_buff",[219],0
532,"onslaught_buff",[1867],1
533,"onslaught_buff",[1997],2
534,"galvanic_field_player_buff",[1871],0
535,"galvanic_field_player_buff",[1899],1
536,"galvanic_field_player_buff",[1905],2
537,"galvanic_field_shock_debuff",[1872],0
538,"galvanic_field_shock_debuff",[1900],1
539,"galvanic_field_shock_debuff",[1906],2
540,"lightning_conduit_hit_buff",[1869],0
541,"lightning_conduit_hit_buff",[1902],1
542,"lightning_conduit_hit_buff",[1904],2
543,"lightning_conduit_pause_buff",[1868],0
544,"lightning_conduit_pause_buff",[1901],1
545,"lightning_conduit_pause_buff",[1903],2
546,"alchemists_mark_buff",[84],0
547,"alchemists_mark_buff",[1895],1
548,"righteous_fire_buff_visual",[404],2
549,"righteous_fire_buff_visual",[477],3
550,"righteous_fire_buff_visual",[477],4
551,"righteous_fire_buff_visual",[20],5
552,"righteous_fire_buff_visual",[20],6
553,"righteous_fire_buff_visual",[21],7
554,"righteous_fire_buff_visual",[1613],8
555,"righteous_fire_buff_visual",[1908],9
556,"righteous_fire_aura_visual",[405],2
557,"righteous_fire_aura_visual",[405],3
558,"righteous_fire_aura_visual",[405],4
559,"righteous_fire_aura_visual",[25],5
560,"righteous_fire_aura_visual",[28],6
561,"righteous_fire_aura_visual",[26],7
562,"righteous_fire_aura_visual",[1614],8
563,"righteous_fire_aura_visual",[1909],9
564,"righteous_fire_aura_visual_totem",[23],0
565,"righteous_fire_aura_visual_totem",[405],2
566,"righteous_fire_aura_visual_totem",[405],3
567,"righteous_fire_aura_visual_totem",[405],4
568,"righteous_fire_aura_visual_totem",[28],5
569,"righteous_fire_aura_visual_totem",[28],6
570,"righteous_fire_aura_visual_totem",[27],7
571,"righteous_fire_aura_visual_totem",[1615],8
572,"righteous_fire_aura_visual_totem",[1910],9
573,"reap_debuff",[1555],0
574,"reap_debuff",[1919],1
575,"reap_debuff",[2002],2
576,"reap_charges",[1556],0
577,"reap_charges",[1920],1
578,"reap_charges",[2003],2
579,"vaal_charged_attack_buff",[1944],0
580,"vaal_charged_attack_buff",[1945],1
581,"vaal_charged_attack_buff",[1946],2
582,"dominating_blow_normal",[974],0
583,"dominating_blow_normal",[1457],1
584,"dominating_blow_magic",[975],0
585,"dominating_blow_magic",[1458],1
586,"dominating_blow_rare",[976],0
587,"dominating_blow_rare",[1459],1
588,"vaal_ice_shot",[1958],0
589,"vaal_ice_shot",[1959],3
590,"vaal_ice_shot",[1960],4
591,"vaal_arctic_armour_secondary",[1956],0
592,"vaal_arctic_armour_secondary",[1957],2
593,"covered_in_ash",[690],0
594,"covered_in_ash",[1993],1
595,"covered_in_frost",[1736],0
596,"covered_in_frost",[1994],1
597,"smite_aura_buff",[947],1
598,"smite_aura_buff",[2005],3
599,"smite_vaal_aura_buff",[1947],0
600,"mana_tempest",[2080],0
601,"mana_tempest_linger",[2081],0
602,"dark_tempest",[2082],0
603,"dark_tempest_linger",[2083],0
604,"new_arctic_armour",[438],0
605,"new_arctic_armour",[439],1
606,"new_arctic_armour",[440],2
607,"new_arctic_armour",[0],3
608,"new_arctic_armour_stages",[442],0
609,"new_arctic_armour_stages",[443],1
610,"new_arctic_armour_stages",[444],2
611,"new_arctic_armour_stages",[0],3
612,"stone_gaze_stack",[768],0
613,"stone_gaze_stack",[769],1
614,"stone_gaze_stack",[770],2
615,"stone_gaze_full",[555],0
616,"stone_gaze_full",[556],1
617,"stone_gaze_full",[557],2
618,"hellscape_tentacle_grab",[1719],0
619,"hellscape_tentacle_grab",[1720],1
620,"channelled_slam_stages",[2107],0
621,"barrier_invocation_ready",[2112],0
622,"elemental_invocation_ready",[2114],0
623,"melee_kill_invocation_ready",[2116],0
624,"dominating_aura_spawn",[2130],0
625,"dominating_aura_skin",[2131],0
626,"dominating_aura_death",[2132],0
627,"rage",[894],0
628,"rage",[2141],1
629,"rage",[2271],2
630,"broken_armour_debuff",[2109],0
631,"broken_armour_debuff",[2109],1
632,"broken_armour_debuff",[2109],2
633,"wind_palm_buff",[2149],0
634,"tempest_bell_ignited",[2151],0
635,"tempest_bell_ignited",[2324],1
636,"tempest_bell_frozen",[2152],0
637,"tempest_bell_frozen",[2325],1
638,"tempest_bell_shocked",[2153],0
639,"tempest_bell_shocked",[2326],1
640,"contagion_debuff",[509],0
641,"contagion_debuff",[511],1
642,"contagion_debuff",[1135],2
643,"contagion_debuff",[1563],3
644,"contagion_debuff",[1564],4
645,"contagion_debuff",[1612],5
646,"contagion_inactive_debuff",[510],0
647,"contagion_inactive_debuff",[510],1
648,"contagion_inactive_debuff",[510],2
649,"contagion_inactive_debuff",[510],3
650,"contagion_inactive_debuff",[510],4
651,"contagion_inactive_debuff",[510],5
652,"contagion_debuff",[2409],6
653,"contagion_inactive_debuff",[2410],6
654,"empower_barrage_base",[2158],0
655,"empower_barrage_with_charge",[2159],0
656,"mana_remnants",[2160],0
657,"igneous_shield_hidden",[2162],0
658,"igneous_shield_charged",[2163],0
659,"igneous_shield_cooldown",[2164],0
660,"solar_orb_burning",[181],0
661,"solar_orb_burning",[2316],1
662,"pinned",[2096],0
663,"pinned",[2177],1
664,"pinned",[2262],2
665,"pinned",[2277],3
666,"pinned",[2385],4
667,"ritual_of_power",[2182],0
668,"bone_offering",[2143],0
669,"bone_offering",[2358],1
670,"pain_offering",[2148],0
671,"pain_offering",[2359],1
672,"grim_feast",[2202],0
673,"scavenged_plate",[2208],0
674,"scavenged_plating_reservation",[2209],0
675,"blink_reservation",[2210],0
676,"black_powder_blitz_reservation",[2211],0
677,"hydra_buff",[813],0
678,"electrocuting_arrow_debuff",[2157],0
679,"electrocuting_arrow_debuff",[2321],1
680,"ancestral_cry",[1333],0
681,"ancestral_cry",[1333],1
682,"ancestral_cry",[1389],2
683,"ancestral_cry",[1333],3
684,"shielding_cry_empower_buff",[2218],0
685,"life_remnants",[2160],0
686,"sigil_of_power_buff",[1399],0
687,"sigil_of_power_buff",[1400],1
688,"snipers_mark",[2225],0
689,"freezing_mark",[2226],0
690,"thaumaturgist_mark",[2227],0
691,"thaumaturgist_mark",[2331],1
692,"dazed",[2223],0
693,"breach_walk_visuals",[173],0
694,"ghost_dance",[2280],0
695,"power_offering",[2267],0
696,"power_offering",[2360],1
697,"windstorm",[2012],0
698,"windstorm",[2012],1
699,"spear_storm_storm",[2012],0
700,"spear_storm_storm",[2012],2
701,"herald_of_blood_buff",[2319],0
702,"new_arctic_armour_stages",[943],-1
703,"new_arctic_armour",[943],-1
704,"spectre_buff_visual",[605],-2
705,"spectre_buff_visual",[0],-1
706,"spectre_buff_visual",[55],0
707,"spectre_buff_visual",[2383],1
708,"spectre_buff_visual",[2394],2
709,"electrocute",[2089],0
710,"electrocute",[2327],1
711,"electrocute",[2332],2
712,"electrocute",[2423],3
713,"hunters_mark",[2330],0
714,"instilling_physical",[0],0
715,"instilling_cold",[2293],0
716,"instilling_fire",[2294],0
717,"instilling_lightning",[2295],0
718,"instilling_chaos",[2296],0
719,"broken_evasion_debuff",[2318],0
720,"tame_beast_net_visual",[2337],0
721,"tame_beast_capture_visual",[2338],0
722,"tame_beast_player_visual",[2354],0
723,"grave_command_net_visual",[2339],0
724,"grave_command_capture_visual",[2340],0
725,"grave_command_player_visual",[2355],0
726,"blood_boil_buff",[2341],0
727,"blood_boil_buff_large",[2342],0
728,"beast_companion_summon",[2343],0
729,"beast_companion",[2344],0
730,"beast_companion_summon",[2397],1
731,"beast_companion",[2398],1
732,"tame_beast_capture_visual",[2399],1
733,"undead_companion",[2345],0
734,"undead_companion_summon",[2346],0
735,"parried",[2313],0
736,"parried",[2313],1
737,"parried",[2313],2
738,"herald_of_blood_buff",[943],-1
739,"barrier_invocation_ready",[943],-1
740,"elemental_invocation_ready",[943],-1
741,"melee_kill_invocation_ready",[943],-1
742,"barrier_invocation_reservation",[2111],0
743,"elemental_invocation_reservation",[2113],0
744,"melee_kill_invocation_reservation",[2115],0
745,"barrier_invocation_reservation",[943],-1
746,"elemental_invocation_reservation",[943],-1
747,"melee_kill_invocation_reservation",[943],-1
748,"scavenged_plate",[943],-1
749,"scavenged_plating_reservation",[943],-1
750,"overwhelming_presence_effect",[2258],0
751,"overwhelming_presence_effect",[943],-1
752,"despair_buff_visuals",[814],0
753,"despair_buff_visuals",[2384],1
754,"despair_buff_visuals",[2408],2
755,"temporal_chains_buff_visuals",[65],0
756,"temporal_chains_buff_visuals",[2386],1
757,"enfeeble_buff_visuals",[77],0
758,"enfeeble_buff_visuals",[2387],1
759,"vulnerability_buff_visuals",[81],0
760,"vulnerability_buff_visuals",[2388],1
761,"inevitable_agony_buff_visuals",[2389],0
762,"covered_in_oil",[2138],0
763,"covered_in_wyvern_spit_oil",[2396],0
764,"rip_from_time_visual",[2404],0
765,"rip_from_time_immunity",[2403],0
766,"spell_flux_clone",[2407],0
767,"wolf_cross_slash_mark",[232],0
768,"rapid_shot_active",[2426],0
769,"essence_drain_buff",[513],0
770,"essence_drain_buff",[513],1
771,"essence_drain_buff",[513],2
772,"essence_drain_buff",[513],3
773,"essence_drain_buff",[1134],4
774,"essence_drain_buff",[1327],5
775,"essence_drain_buff",[1330],6
776,"essence_drain_buff",[1562],7
777,"essence_drain_buff",[2429],8
778,"charged_staff_stack",[2150],0
779,"charged_staff_stack_hollow_palm",[2442],0
780,"soulrend_debuff",[1027],0
781,"soulrend_debuff",[1070],1
