"rownum","Name","Price"
224,1498,0
225,320,20188
226,1641,22729
227,1527,9091
228,1592,9414
229,1494,9816
230,1603,10094
231,1596,31356
232,749,10975
233,581,22729
234,848,30466
235,859,0
236,1588,0
237,993,0
238,167,28414
239,1594,9091
240,1598,19092
241,1637,0
242,1606,10823
243,385,0
244,1715,0
245,1735,0
246,1319,0
247,1500,9091
248,1480,9480
249,110,20188
250,1597,10975
251,114,42621
252,178,11605
253,1584,0
254,597,0
255,151,0
256,1599,9091
257,1631,9348
258,1609,9748
259,1595,20188
260,102,10525
261,1610,10823
262,324,0
263,157,0
264,1583,0
265,1228,0
266,1589,12975
267,1590,39749
268,1488,9091
269,1615,9414
270,1649,19360
271,1639,10094
272,1490,21050
273,1640,10823
274,1086,22729
275,101,45700
276,161,0
277,839,0
278,367,18182
279,57,9546
280,1718,20188
281,1664,0
282,351,11365
283,1717,23701
284,3033,42919
285,350,39749
286,377,0
287,1022,0
288,1691,9091
289,1681,21346
290,1682,9091
291,428,10823
292,1690,9546
293,117,22571
294,1683,9546
295,1636,40307
296,35,9546
297,1684,11524
298,1677,0
299,1685,9954
300,246,20471
301,1000,30707
302,95,32243
303,1686,21496
304,1687,11129
305,1688,25950
306,62,23049
307,1689,23049
308,735,24542
309,36,9091
310,1202,11605
311,1201,11605
312,1666,25236
313,1667,9091
314,54,18182
315,1668,18182
316,1650,9546
317,1669,9546
318,591,0
319,1670,9816
320,56,29448
321,1671,11286
322,1672,20188
323,1673,10094
324,551,11286
325,287,10379
326,1325,20759
327,1457,31138
328,1674,21646
329,238,10823
330,201,21646
331,1675,11286
332,462,11286
333,799,22571
334,237,11524
335,294,36303
336,293,36303
337,295,36303
338,296,36303
339,1635,23867
340,39,23867
341,461,14207
342,347,0
343,1432,34573
344,3034,35800
345,99,9091
346,1616,9091
347,1623,9091
348,673,10673
349,1624,9954
350,1586,19908
351,1648,0
352,861,10379
353,1487,21496
354,1647,21496
355,1205,0
356,915,22414
357,1102,11933
358,1617,0
359,1645,24542
360,1646,0
361,1643,25591
362,303,38386
363,1644,26499
364,291,0
365,1642,27825
366,1676,0
367,1003,41738
368,297,11933
369,299,23867
370,34,9091
371,1483,9091
372,638,10094
373,701,0
374,1600,9091
375,1601,18567
376,688,9680
377,1659,20188
378,1660,10525
379,1625,26315
380,1009,26499
381,1679,0
382,3044,25061
383,3037,0
384,1632,0
385,341,42621
386,1607,9091
387,50,18567
388,1633,9748
389,794,20188
390,1652,10525
391,1604,10975
392,174,11365
393,267,23536
394,901,24714
395,116,41160
396,1707,42621
397,1497,9091
398,1716,9348
399,1709,9680
400,1493,20188
401,1478,10452
402,1512,10823
403,1712,22729
404,1713,0
405,3041,0
406,3040,0
407,1710,42621
408,1477,9091
409,419,9091
410,184,9283
411,1602,9748
412,1708,0
413,1651,20759
414,1678,10975
415,3031,0
416,3039,0
417,1658,9091
418,1654,9155
419,318,9155
420,1711,42621
421,1656,10094
422,1655,0
423,1736,11365
424,1351,0
425,693,0
426,1620,9091
427,149,18309
428,1663,9155
429,49,20188
430,464,10748
431,1661,0
432,1356,42621
433,482,45700
434,1024,0
435,1465,9091
436,130,18696
437,1662,19496
438,1612,10094
439,370,31576
440,48,21950
441,276,46993
442,797,11850
443,1634,12357
444,1619,0
445,40,42621
446,1657,9091
447,1653,9283
448,1737,0
449,1725,10379
450,1714,0
451,3036,0
452,1724,46342
453,1492,9091
454,1638,0
455,1608,10094
456,1502,42621
457,1504,42621
458,1503,42621
459,1505,42621
460,1605,0
461,474,0
462,135,0
463,1794,19632
464,1789,10236
465,1790,10673
466,1777,11286
467,1795,22571
468,1796,28638
469,1781,29040
470,1780,9348
471,1791,9348
472,1792,9348
473,1793,23867
474,1577,28414
475,1578,42621
476,1579,42621
477,1581,42621
478,1580,32469
479,1582,31576
480,1449,32469
481,1694,30281
482,1695,27273
483,1696,27273
484,1697,27273
485,1350,22729
486,1693,25591
487,1346,34815
488,1347,34094
489,1698,37071
490,1699,24714
491,1369,41160
492,1700,28414
493,1250,24714
494,1249,24714
495,1703,41160
496,1704,42621
497,1771,32243
498,1701,32243
499,1766,25950
500,1767,26499
501,1702,34094
502,851,27273
503,837,34094
504,1705,28414
505,827,19092
506,841,19092
507,835,19092
508,3030,35800
509,1786,38386
510,1738,41160
511,1739,41160
512,1740,42621
513,732,31138
514,1261,20759
515,1764,31138
516,1769,31138
517,1770,31138
518,1768,31138
519,1692,31138
520,1765,31138
521,3043,31138
522,3046,31138
523,1741,27273
524,1742,27273
525,1743,27273
526,1744,27273
527,1745,27273
528,1746,27273
529,1787,14207
530,1778,28414
531,1783,14207
532,1784,14207
533,1779,28414
534,1788,28414
535,1785,14207
536,1782,14207
537,1501,0
538,359,42621
539,354,42621
540,1353,44753
541,1352,44133
542,1748,9091
543,1751,10094
544,1755,23867
545,1761,44753
546,3047,31138
547,3069,28414
548,694,42621
549,1355,42621
550,3243,14207
551,1375,39749
552,3242,42621
553,445,37071
554,64,42621
555,168,29422
556,1224,42621
557,1225,29422
558,757,44133
559,1397,28414
560,1629,28414
561,1268,42621
562,1733,42621
563,1320,27825
564,736,36813
565,737,36813
566,3035,20759
567,298,41160
568,1800,28813
569,1798,44133
570,1797,46993
571,3032,28414
572,1799,43219
573,1506,28241
574,352,0
575,1262,31138
576,1260,31138
577,695,42621
578,1757,12975
579,300,38386
580,1750,9348
