"rownum","Id","SkillCrafting","[rid]_24","i32_40"
46,"A4Dannig_IntroRangerConvo",[],[],1
47,"A4Dannig_IntroHuntressConvo",[],[],1
48,"A4Dannig_IntroMonkConvo",[],[],1
49,"A4Dannig_IntroDruidConvo",[],[],1
50,"A4Dannig_IntroConvo",[],[],1
51,"A4Dannig_ExpeditionQuestConvo",[],[],1
52,"A4Dannig_ExpeditionQuestEndConvo",[],[],1
53,"A4Dannig_KingsmarchConvo",[],[],1
54,"A4Dannig_KingConvo",[],[],1
55,"A4Dannig_ExpeditionGossConvo",[],[],1
56,"A4Dannig_TriFlameConvo",[],[],1
57,"A4Dannig_RunesConvo",[],[],1
58,"A4Dannig_GemsConvo",[],[],1
59,"A4Dannig_GodsConvo",[],[],1
60,"A4Dannig_KaruiConvo",[],[],1
61,"A4Dannig_ChieftainConvo",[],[],1
62,"A4Dannig_FogIslandClear",[],[],1
63,"A4Dannig_OnWeapon",[],[],1
64,"A4Dannig_OnActEndConvo",[],[],1
65,"EGDannig_TriFlameIntro",[],[],1
66,"EGDannig_FirstFragment",[],[],1
67,"EGDannig_FiftyFragments",[],[],1
68,"EGDannig_OlrothFought",[],[],1
69,"EGDannig_OlrothDefeatedConvo",[],[],1
70,"A4Rog_KingConvoSpecific",[],[],1
71,"EGRog_IntroConvo",[],[],1
72,"EGRog_ChaliceConvo",[],[],1
73,"EGRog_Uhtred",[],[],1
74,"EGRog_UhtredStory",[],[],1
75,"EGRog_OlrothDefeatConvo",[],[],1
76,"NavaliKaruiElderLoweringTheBarrier",[],[],1
77,"Mort_FirstTimeConvo",[],[],1
78,"Mort_FirstTimeAcceptConvo",[],[],1
79,"Mort_CreaturesOneConvo",[],[],1
80,"Mort_CreaturesTwoConvo",[],[],1
81,"Mort_AbyssCompleteConvo",[],[],1
82,"Mort_CreaturesThree",[],[],1
83,"Mort_IntroPostQuestConvo",[],[],1
84,"Mort_HardshipsConvo",[],[],1
85,"Mort_ThanesConvo",[],[],1
86,"Mort_EndAct",[],[],1
87,"A4Tujen_JENotMet_IntroConvo",[],[],10
88,"A4Tujen_JE_FreyaConvo",[],[],10
89,"A4Tujen_JE_TheSonConvo",[],[],10
90,"A4Freya_JE_FogConvo",[],[],10
91,"A4Freya_JE_TotemPrisonConvo",[],[],10
92,"A4Freya_JE_VerisiumConvo",[],[],10
93,"A4Freya_JE_DannigConvo",[],[],10
94,"A4Freya_JE_SonDeadConvo",[],[],10
95,"A4Tujen_JEQuestEndConvo",[],[],10
96,"A4Tujen_KingsmarchConvo",[],[],10
97,"A4Tujen_KalguurConvo",[],[],10
98,"A4Tujen_KingConvo",[],[],10
99,"A4Tujen_MakoruConvo",[],[],10
100,"A4Tujen_MakoruSickConvo",[],[],10
101,"A4Tujen_MakoruHealedConvo",[],[],10
102,"A4Tujen_KanuConvo_NotMetChief",[],[],10
103,"A4Tujen_KanuConvo_MetChief",[],[],10
104,"A4Tujen_KanuBetrayalConvo",[],[],10
105,"A4Tujen_TavakaiConvo",[],[],10
106,"A4Tujen_TavakaiWeaponConvo",[],[],10
107,"A4Tujen_TavakaiDefeatedConvo",[],[],10
108,"A4Tujen_RogConvo",[],[],10
109,"A4Tujen_DannigConvo",[],[],10
110,"A4Tujen_GwennenConvo",[],[],10
111,"A4Tujen_GwennenRansomConvo",[],[],10
112,"A4Tujen_BrinerotConvo",[],[],10
113,"A4Tujen_GwennenSavedConvo",[],[],10
114,"A4Tujen_OnSearchConvo",[],[],10
115,"A4Tujen_TangmazuConvo",[],[],10
116,"A4Tujen_TangmazuAgainConvo",[],[],10
117,"A4Tujen_TheWayConvo",[],[],10
118,"EGTujen_FirstGreetConvo",[],[],1
119,"EGTujen_WhyHere",[],[],1
120,"EGTujen_BlackScytheConvo",[],[],1
121,"EGTujen_VoranaConvo",[],[],1
122,"A3Alva_PostDoryFightConvo",[],[],1
123,"A3Alva_OnCataclysmConvo",[],[],1
124,"A3Alva_OnDoryPostFightConvo",[],[],1
125,"A3Alva_TravelToKingsmarch",[],[],1
126,"EGAlva_PresentStartConvo",[],[],1
127,"EGAlva_CorruptionConvo",[],[],1
128,"EGAlva_PillarConvo",[],[],1
129,"EGAlva_LabyrinthConvo",[],[],1
130,"EGAlva_StrangeVoiceConvo",[],[],1
131,"EGAlva_FirstSplinterConvo",[],[],1
132,"EGAlva_FirstEmotionConvo",[],[],1
133,"EGAlva_SimuReady",[],[],1
134,"EGAlva_FailSimuConvo",[],[],1
135,"EGAlva_BeatSimuConvo",[],[],1
136,"EGAlva_RuinsConvo",[],[],1
137,"EGAlva_Dream1",[],[],1
138,"EGAlva_Dream2Convo",[],[],1
139,"EGAlva_Dream3Convo",[],[],1
140,"EGAlva_Dream4Convo",[],[],1
141,"A4Lorandis_IntroStart",[],[],1
142,"A4Lorandis_IntroListen",[],[],1
143,"A4Lorandis_IntroLeave",[],[],1
144,"A4Lorandis_FightBackConvo",[],[],1
145,"A4Lorandis_UtopiaConvo",[],[],1
146,"A4Lorandis_SaviourConvo",[],[],1
147,"A4Lorandis_TwilightConvo",[],[],1
148,"A4Lorandis_MariusSentMeConvo",[],[],1
149,"A4Lorandis_SuccessConvo",[],[],1
150,"A4Lorandis_Pledge",[],[],1
151,"A4Lorandis_FirstOnesConvo",[],[],1
152,"A4Lorandis_CovenGodConvo",[],[],1
153,"A4Lorandis_SoleraiLundaraConvo",[],[],1
154,"A4Lorandis_TheSpiritConvo",[],[],1
155,"A4Lorandis_TheSpiritLoreKnownConvo",[],[],1
156,"A4Lorandis_DreamerConvo",[],[],1
157,"A4Lorandis_ShiningCoinConvo",[],[],1
158,"A4Lorandis_SkothanDruidsConvo",[11],[],1
159,"A4Lorandis_LifeInArenaConvo",[3],[],1
160,"A4Lorandis_KalguuranKingConvo",[4],[],1
161,"A4Lorandis_TemplarOrderConvo",[5],[],1
162,"A4Lorandis_CultOfKitavaConvo",[0],[],1
163,"A4Lorandis_KalguuransConvo",[],[],1
164,"A4Lorandis_ChurchSceneConvo",[],[],1
165,"A4Marius_IntroConvo",[],[],1
166,"A4Marius_PledgeConvo",[],[],1
167,"A4Marius_TitheConvo",[],[],1
168,"A4Marius_PlightFirst",[],[],1
169,"A4Marius_PlightAgain",[],[],1
170,"A4Marius_KaruiConvo",[0],[],1
171,"A4Marius_OriathansConvo",[1],[],1
172,"A4Marius_MarakethConvo",[7],[],1
173,"A4Marius_EzomytesConvo","[2,10]",[],1
174,"A4Marius_AzmeriConvo",[8],[],1
175,"A4Marius_TrarthansConvo",[9],[],1
176,"A4Marius_WarriorConvo",[6],[],1
177,"A4Marius_DruidConvo",[11],[],1
178,"A4Marius_DuelistConvo",[3],[],1
179,"A4Marius_ShadowConvo",[4],[],1
180,"A4Marius_TemplarConvo",[5],[],1
181,"A4Tavakai_FirstIntroFreedTangmazuConvo",[],[],1
182,"A4Tavakai_GuestsConvo",[],[],1
183,"A4Tavakai_EnslavedConvo",[],[],1
184,"A4Tavakai_TheWayConvo",[],[],1
185,"A4Tavakai_MakoruConvo",[],[],1
186,"A4Tavakai_KanuConvo",[],[],1
187,"A4Tavakai_TekaruConvo",[],[],1
188,"A4Tavakai_DannigConvo",[],[],1
189,"A4Tavakai_IntroAfterFirstPieceConvo",[],[],1
190,"A4Tavakai_YourMissionConvo",[],[],1
191,"A4Tavakai_FirstNgakanuConvo",[],[],1
192,"A4Tavakai_EOHinekoraConvo",[],[],1
193,"A4Tavakai_NgakanuConvo",[],[],1
194,"A4Tavakai_TribesConvo",[],[],1
195,"A4Tavakai_NgakuramakoiConvo",[],[],1
196,"A4Tavakai_TheBeastConvo",[],[],1
197,"A4Tavakai_OrderConvo",[],[],1
198,"A4Tavakai_EndFightConvo",[],[],1
199,"A4Tavakai_EndActConvo",[],[],1
200,"A4Tavakai_IntroAfterTangmazuMetBeforeConvo",[],[],1
201,"A4Kanu_IntroConvo",[],[],1
202,"A4Kanu_FirstPieceConvo",[],[],1
203,"A4Kanu_SecondPieceConvo",[],[],1
204,"A4Kanu_ThirdPieceConvo",[],[],1
205,"A4Kanu_TribeConvo",[],[],1
206,"A4Kanu_MakoruConvo",[],[],1
207,"A4Kanu_AuroraMayConvo",[],[],1
208,"A4Kanu_TheWayConvo",[],[],1
209,"A4Makoru_WhereIsArastasConvo",[],[],1
210,"A4Matiki_KrutogIntroConvo",[],[],1
211,"A4Matiki_BoatIntroConvo",[],[],1
212,"A4Matiki_BoatIntroMapOpen",[],[],1
213,"A4Matiki_BoatIntroAfterMapOpenConvo",[],[],1
214,"A4Matiki_EOHIntroConvo",[],[],1
215,"A4Matiki_EOHIntroAfterDeadConvo",[],[],1
216,"A4Matiki_MotherConvo",[],[],1
217,"A4Matiki_HallsOfDeadConvo",[],[],1
218,"A4Matiki_TrialsConvo",[],[],1
219,"A4Matiki_AncestorsConvo",[],[],1
220,"A4Matiki_TukohamaConvo",[],[],1
221,"A4Matiki_GreatWastingConvo",[],[],1
222,"A4Matiki_MetHinekoraConvo",[],[],1
223,"A4Matiki_MetHinekoraNgakanuConvo",[],[],1
224,"A4Matiki_BeingAnElderConvo",[],[],1
225,"A4Matiki_KanuMakoruConvo",[],[],1
226,"A4Kaimana_IntroConvo",[],[],1
227,"A4Kaimana_IntroWithFinConvo",[],[],1
228,"A4Kaimana_IntroFinRewardConvo",[],[],1
229,"A4Kaimana_StartFinQuestConvo",[],[],1
230,"A4Kaimana_AcceptFinQuestConvo",[],[],1
231,"A4Kaimana_FinQuestReward",[],[],1
232,"A4Kaimana_TavakaiConvo",[],[],1
233,"A4Kaimana_LearningConvo",[],[],1
234,"A4Kaimana_KnowingPlaceConvo",[],[],1
235,"A4Kaimana_BloodFeverConvo",[],[],1
236,"A4Kaimana_KitavaConvo",[],[],1
237,"A4Kaimana_NgamakanuiConvo",[],[],1
238,"A4Kaimana_EndOfTimeConvo",[],[],1
239,"A4Kaimana_FeverHealedConvo",[],[],1
240,"A4Kaimana_FeverNotHealedConvo",[],[],1
241,"A4Kaimana_EndActConvo",[],[],1
242,"A4Sin_OnWeaponCreatorConvo",[],[],1
243,"A4Sin_OnTukohamaTribeConvo",[],[],1
244,"A4Sin_OnOrderPreWeaponConvo",[],[],1
245,"A4Sin_OnOrderPostOrianaConvo",[],[],1
246,"A4Sin_OnFirstPieceConvo",[],[],1
247,"A4Sin_OnSecondPieceConvo",[],[],1
248,"A4Sin_OnThirdPieceConvo",[],[],1
249,"A4Sin_OnReforgedWeaponConvo",[],[],1
250,"A4Sin_OnEndActConvo",[],[],1
251,"A4Sin_OnTravelP1",[],[],1
252,"A4Sin_OnTravelP2",[],[],1
253,"A4Sin_OnTravelP3",[],[],1
254,"A4Sin_OnEndInterludesConvo",[],[],1
255,"A4Sin_OnTravelToOriathConvo",[],[],1
256,"A4Sin_OnAfterTavakaiStealsWeapon",[],[],1
257,"A4Navali_OnFindBodyConvo",[],[],1
258,"A4Navali_OnHallsOfDeadConvo",[],[],1
259,"A4Navali_OnHinekoraConvo",[],[],1
260,"A4Navali_OnCycleOfTimeConvo",[],[],1
261,"A4Navali_EndOfTimeConvo",[],[],1
262,"A4Navali_HerServiceConvo",[],[],1
263,"A4Navali_HinekoraVisitConvo",[],[],1
264,"A4Navali_HinekoraVisitAfterReward",[],[],1
265,"A4Navali_InvitationConvo",[],[],1
266,"A4Navali_RefusingTrialsConvo",[],[],1
267,"A4Tujen_IntroBeforeCharterConvo",[],[],1
268,"A4Yama_Introduction",[],[],1
269,"A4Yama_MotherConvo",[],[],1
270,"A4Yama_NavaliConvo",[],[],1
271,"A4Yama_ProphecyConvo",[],[],1
272,"A4Doryani_MuralsConvo",[],[],1
273,"A4Doryani_EdictsConvo",[],[],1
274,"A4Doryani_TheVaalConvo",[],[],1
275,"A4Doryani_ForgeConvo",[],[],1
276,"A4Doryani_AbyssSpireConvo",[],[],1
277,"InterludeDoryani_IntroConvo",[],[],1
278,"InterludeDoryani_OnCuachic",[],[],1
279,"InterludeDoryani_OnLivingVaal",[],[],1
280,"InterludeDoryani_OnSuspicion",[],[],1
281,"InterludeDoryani_TwinDefeatConvo",[],[],1
282,"InterludeDoryani_BackInKM",[],[],1
283,"A4Makoru_IntroNoCharter",[],[],1
284,"A4Makoru_IntroCharter",[],[],1
285,"A4Makoru_CareerConvo",[],[],1
286,"A4Makoru_KalguurConvo",[],[],1
287,"A4Makoru_KingConvo",[],[],1
288,"A4Makoru_TheWayConvo",[],[],1
289,"A4Makoru_CaptainChallengeConvo",[],[],1
290,"A4Makoru_FateOfWorldConvo",[],[],1
291,"A4Makoru_FightConvo",[],[],1
292,"InterludeMakoru_Oriath",[],[],1
293,"A4Makoru_MapIsleKinConvo",[],[],10
294,"A4Makoru_MapIsleKinCompleteConvo",[],[],10
295,"A4Makoru_MapJEConvo",[],[],10
296,"A4Makoru_JECompleteConvo",[],[],10
297,"A4Makoru_MapTropicalConvo",[],[],10
298,"A4Makoru_MapTropicalCompleteConvo",[],[],10
299,"A4Makoru_MapPrisonConvo",[],[],10
300,"A4Makoru_MapPrisonCompleteConvo",[],[],10
301,"A4Makoru_MapEyeConvo",[],[],10
302,"A4Makoru_MapEyeCompleteConvo",[],[],10
303,"A4Makoru_MapShrikeConvo",[],[],10
304,"A4Makoru_MapArastasConvo",[],[],10
305,"A4Makoru_MapArastasCompleteConvo",[],[],10
306,"A4Makoru_MapNgakanuConvo",[],[],10
307,"A4Makoru_MapNgakanuCompleteConvo",[],[],10
308,"A4Makoru_MapTreasureIslandConvo",[],[],10
309,"A4Makoru_MapTreasureIslandCompleteConvo",[],[],10
310,"A4Makoru_MapPieceDialogue",[],[],10
311,"AbyssLurking_Intro",[],[],1
312,"AbyssSin_IntroConvo",[],[],1
313,"AbyssSin_AfterLanguageConvo",[],[],1
314,"AbyssLurking_AfterLanguageConvo",[],[],1
315,"AbyssLurking_Kulemak",[],[],1
316,"AbyssLurking_WellConvo",[],[],1
317,"AbyssLurking_SourceConvo",[],[],1
318,"AbyssLurking_NecromancyConvo",[],[],1
319,"AbyssLurking_OnCavern",[],[],1
320,"AbyssLurking_OnMasterBelow",[],[],1
321,"AbyssLurking_ServingConvo",[],[],1
322,"AbyssLurking_DeathOfLich",[],[],1
323,"AbyssLurking_Invitation",[],[],1
324,"AbyssLurking_AbyssalLich",[],[15],1
325,"AbyssLurking_Vessel",[],[],1
326,"A4Rhodri_IntroConvo",[],[],1
327,"A4Rhodri_KanuConvo",[],[],1
328,"A4Rhodri_MakoruConvo",[],[],1
329,"A4Rhodri_BestRecipesConvo",[],[],1
330,"A4Rhodri_MakoruSavedConvo",[],[],1
331,"Ange_IntroConvo",[],[],1
332,"Ange_ClearIsland",[],[],1
333,"Ange_OnWhakapanu",[],[],1
334,"Ange_IntroInHideout",[],[],1
335,"Ange_LearningFromRogConvo",[],[],1
336,"Ange_LearningFromFaustusConvo",[],[],1
337,"Ange_LearningFromTujenConvo",[],[],1
338,"Ange_EndWorldConvo",[],[],1
339,"Ange_ArriveEGConvo",[],[],1
340,"MentorP1_Intro",[],[],1
341,"MentorP1_OnMemories",[],[],1
342,"MentorP1_Finish",[],[],1
343,"MentorP2_Intro",[],[],1
344,"MentorP2_OnKhariBazaar",[],[],1
345,"MentorP2_OnZarokh",[],[],1
346,"MentorP2_Finish",[],[],1
347,"MentorP3_Intro",[],[],1
348,"MentorP3_OnDoryani",[],[],1
349,"MentorP3_Finish",[],[],1
350,"P2Asala_Intro",[],[],1
351,"P2Asala_GiftingOfWater",[],[],1
352,"P2Asala_SelKhari",[],[],1
353,"P2Asala_Rashi",[],[],1
354,"P2Asala_JadoConvo",[],[],1
355,"P2Asala_OnJado",[],[],1
356,"P2Asala_OnFaridunPrince",[],[],1
357,"P2Asala_TownPostAzmadi",[],[],1
358,"P2Asala_InKingsmarchEnd",[],[],1
359,"P1Renly_Intro",[],[],1
360,"P1Renly_IntroAcceptQuest",[],[],1
361,"P1Renly_OnHolten",[],[],1
362,"P1Renly_OnThaneLady",[],[],1
363,"P1Renly_OnBloodletting",[],[],1
364,"P1Renly_OnWarden",[],[],1
365,"P1Renly_OnRebuilding",[],[],1
366,"P1Renly_InterludeEnd",[],[],1
367,"P1Renly_Kingsmarch",[],[],1
368,"P3Delwyn_Intro",[],[],1
369,"P3Delwyn_WaywardSpear",[],[],1
370,"P3Delwyn_WaywardKilled",[],[],1
371,"P3Delwyn_OnDoryani",[],[],1
372,"P3Delwyn_OnSnake",[],[],1
373,"P3Delwyn_OnInterludeEnd",[],[],1
374,"Madox_Intro",[],[],1
375,"Madox_WinterObserving",[],[],1
376,"Madox_Hesitation",[],[],1
377,"Madox_PromisesOfSnake",[],[],1
378,"Madox_MotherSoul",[],[],1
379,"Madox_FirstChildren",[],[],1
380,"Madox_LastChildren",[],[],1
381,"P3Hilda_Intro",[],[],1
382,"P3Hilda_GiveYetiQuest",[],[],1
383,"P3Hilda_AcceptYetiQuest",[],[],1
384,"P3Hilda_YetiQuestComplete",[],[],1
385,"P3Hilda_OnTheSpirit",[],[],1
386,"P3Hilda_OnCodswallop",[],[],1
387,"P3Hilda_OnVaal",[],[],1
388,"P3Hilda_OnYeti",[],[],1
389,"P3Hilda_OnInterludeEnd",[],[],1
390,"Jado_AtFountain",[],[],1
391,"Jado_AzmadiKilled",[],[],1
392,"Jado_OnMission",[],[],1
393,"Jado_OnStrangePowers",[],[],1
394,"Jado_OnAzmadi",[],[],1
395,"Jado_OnOrderOfDjinn",[],[],1
396,"Jado_OnJun",[],[],1
397,"RisuP2_Intro",[],[],1
398,"RisuP2_ClearTheWayQuest",[],[],1
399,"RisuP2_ClearTheWayQuestComplete",[],[],1
400,"RisuP2_OnBetterConditions",[],[],1
401,"RisuP2_OnZarka",[],[],1
402,"RisuP2_OnAsala",[],[],1
403,"RisuP2_OnInterludeEnd",[],[],1
404,"P1Una_Intro",[],[],1
405,"P1Una_Blackwood",[],[],1
406,"P1Una_Darkness",[],[],1
407,"P1Una_StonesOfSerle",[],[],1
408,"P1Una_StonesOfSerleInArea",[],[],1
409,"P1Una_StonesOfSerleSioraKilled",[],[],1
410,"P1Una_TeachingRunes",[],[],1
411,"P1Una_TrappedDraiocht",[],[],1
412,"P1Una_FeySpirits",[],[],1
413,"P1Una_InterludeEnd",[],[],1
414,"P1Finn_RenlysLeadership",[],[],1
415,"P1Finn_Freythorn",[],[],1
416,"YoonP2_Introduction",[],[],1
417,"YoonP2_OnService",[],[],1
418,"YoonP2_OnRing",[],[],1
419,"YoonP2_OnAmulet",[],[],1
420,"YoonP2_OnJewel",[],[],1
421,"RangeenP2_Introduction",[],[],1
422,"RangeenP2_OnService",[],[],1
423,"RangeenP2_OnRing",[],[],1
424,"RangeenP2_OnAmulet",[],[],1
425,"RangeenP2_OnJewel",[],[],1
426,"ZarkaP2_OnSelKhari",[],[],1
427,"ZarkaP2_QuestComplete",[],[],1
428,"ZarkaP2_OnGiftingOfWater",[],[],1
429,"ZarkaP2_OnConsequences",[],[],1
430,"ZarkaP2_OnOrderOfTheDjinn",[],[],1
431,"ZarkaP2_OnRisusTraining",[],[],1
432,"ZarkaP2_OnPoolsOfKhatal",[],[],1
433,"ZarkaP2_OnInterludeEnd",[],[],1
434,"Ruhaki_IntroNotElderFreed",[],[],1
435,"Ruhaki_IntroElderFreedNotMet",[],[],1
436,"Ruhaki_AfterElderFreed",[],[],1
437,"Ruhaki_OnTavakai",[],[],1
438,"Ruhaki_OnSingleGirls",[],[],1
439,"Torbik_Intro",[],[],1
440,"Torbik_OnKhariCrossing",[],[],1
441,"Torbik_OnTreasuredRhex",[],[],1
442,"Torbik_OnMerchantCart",[],[],1
443,"FinP1_Introduction",[],[],1
444,"ZelinaIntroductionEndgame",[],[],1
445,"ZelinaOnRitual",[],[],1
446,"ZelinaOnKing",[],[],1
447,"ZelinaOnFindingAudience",[],[],1
448,"ZelinaOnFailingCruxOfNothingness",[],[],1
449,"ZelinaOnRitualBossDefeated",[],[],1
450,"ZelinaOnRitualAltars",[],[],1
451,"ZelinaOnDemonOfAtzoatl",[],[],1
452,"ZelinaOnStudyingTheArchives",[],[],1
453,"ZelinaOnSurfaceCultures",[],[],1
454,"ZelinaOnDreams",[],[],1
455,"ZelinaOnTrialOfChaos",[],[],1
456,"ZelinaOnAlva",[],[],1
457,"ZelinaOnMaraketh",[],[],1
458,"ZelinaOnKarui",[],[],1
459,"ZelinaOnEzomyte",[],[],1
460,"ZelinaOnTrarthus",[],[],1
461,"ZelinaOnAzmeri",[],[],1
462,"ZelinaOnOriathGeneric",[],[],1
463,"ZelinaOnPrimevals",[],[],1
464,"ZelinaOnPrecursors",[],[],1
465,"Ange_OnEnterHostileShoreline",[],[],1
466,"RhodriMapPinArastas",[],[],10
467,"RhodriMapPinEye",[],[],10
468,"RhodriMapPinEteDone",[],[],10
469,"RhodriMapPinIsle",[],[],10
470,"RhodriMapPinIsleDone",[],[],10
471,"RhodriMapPinKedge",[],[],10
472,"RhodriMapPinKedgeDone",[],[],10
473,"RhodriMapPinNgakanu",[],[],10
474,"RhodriMapPinPlunders",[],[],10
475,"RhodriMapPinPlundersDone",[],[],10
476,"RhodriMapPinPrison",[],[],10
477,"RhodriMapPinPrisonDone",[],[],10
478,"RhodriMapPinShrike",[],[],10
479,"RhodriMapPinTropical",[],[],10
480,"RhodriMapPinTropicalDoneAnge",[],[],10
481,"RhodriMapPinTropicalDone",[],[],10
482,"HoodedOneNewTravelEast",[],[],1
483,"AsalaA2EndOfAct",[],[],1
484,"GwennenEG_Intro",[],[],1
485,"GwennenEG_Exhausted",[],[],1
486,"GwennenEG_Cataclysm",[],[],1
487,"GwennenEG_Alva",[],[],1
488,"GwennenEG_Rog",[],[],1
489,"GwennenEG_Expeditions",[],[],1
490,"GwennenEG_Chaos",[],[],1
491,"Wounded_InjuryConvo",[],[],1
492,"RhodriHarbourPartingConversation",[],[],1
493,"AoifeGameplayWakeUp",[],[],1
494,"Doryani_Inc_Intro",[],[],1
495,"Doryani_Inc_FirstConfig",[],[],1
496,"Doryani_Inc_FirstPA",[],[],1
497,"Doryani_Inc_PAOpenUI",[],[],1
498,"Doryani_Inc_PANoOpenPath",[],[],1
499,"Doryani_Inc_EnterHubNoOpenPath",[],[],1
500,"Doryani_Inc_EnterHubUnlockRoom",[],[],1
501,"Doryani_Inc_EnterChaliceRoom",[],[],1
502,"Doryani_Inc_EnterChaliceRoomNext",[],[],1
503,"Doryani_Inc_Machinarium",[],[],1
504,"Doryani_Inc_CorruptChamber",[],[],1
505,"Doryani_Inc_SolarNexus",[],[],1
506,"Doryani_Inc_AlchemyLab",[],[],1
507,"Doryani_Inc_AfterAtziriFightFirst",[],[],1
508,"Doryani_Inc_Cataclysm",[],[],1
509,"Doryani_Inc_RedoEvents",[],[],1
510,"Doryani_Inc_GemlingDeath",[],[24],1
511,"Doryani_Inc_OnEztliPilli",[],[],1
512,"Doryani_Inc_OnXipocado",[],[],1
513,"Doryani_Inc_OnMedallions",[],[],1
514,"Doryani_Inc_OnAtziriBeauty",[],[],1
515,"Doryani_Inc_OnTemple",[],[],1
516,"Doryani_Inc_OnHighgate",[],[],1
517,"Doryani_Inc_OnStudyingBeast",[],[],1
518,"Doryani_Inc_OnGems",[],[],1
519,"Doryani_Inc_OnFateOfVaal",[],[],1
520,"Doryani_Inc_OnRedCommunion",[],[],1
521,"Doryani_Inc_OnDemonOfAtzoatl",[],[],1
522,"AoifePostKingInTheMists",[11],[],1
523,"Alva_Inc_CorruptionBeacon",[],[],1
524,"Alva_Inc_FoundLiraVaal",[],[],1
525,"Alva_Inc_UniqueStorage",[],[],1
526,"Alva_Inc_KamasanGold",[],[],1
527,"Alva_Inc_SocketableStorage",[],[],1
528,"Alva_Inc_CurrencyStorage",[],[],1
529,"Alva_Inc_LineageSupportStorage",[],[],1
530,"Alva_Inc_TabletStorage",[],[],1
531,"Alva_Inc_OnLiraVaal",[],[],1
532,"Alva_Inc_OnAtzirisTreasureVaults",[],[],1
533,"Alva_Inc_OnTheCataclysm",[],[],1
534,"Doryani_Inc_AccessChamberOpenPA",[],[],1
535,"FireDjinn_Ascendancy",[],[],1
536,"WaterDjinn_Ascendancy",[],[],1
537,"SandDjinn_Ascendancy",[],[],1
538,"Chayula_AfterRebornSequence",[],[],1
539,"Chayula_ArchonConvo",[10],[36],1
540,"Chayula_XeshtDefeat",[],[],1
541,"Chayula_XeshtDefeatAfterCrowd",[],[],1
542,"Chayula_OnFirstInteraction","[0,1,2,3,4,5,6,7,8,9,11]",[],1
543,"Chayula_OnWhoAreYou","[0,1,2,3,4,5,6,7,8,9,11]",[],1
544,"Chayula_OnWhoIsTheEnemy","[0,1,2,3,4,5,6,7,8,9,11]",[],1
545,"Chayula_OnWantInReturn","[0,1,2,3,4,5,6,7,8,9,11]",[],1
546,"Chayula_OnTheMelding","[0,1,2,3,4,5,6,7,8,9,11]",[],1
547,"Chayula_OnXesht","[0,1,2,3,4,5,6,7,8,9,11]",[],1
548,"Chayula_FinalMove",[],[],1
549,"Chayula_WhatIsYourWill",[10],[],1
550,"Chayula_WhyEnemyTireless",[10],[],1
551,"Chayula_HowSaveTheWorld",[10],[],1
552,"Chayula_OnMelding",[10],[],1
553,"Chayula_OnXeshtMonkVer",[10],[],1
554,"Chayula_OnAilithsMessage",[10],[],1
