"rownum","rid_0","string_16","f32_24"
187,4,"tongue_jntBnd_9",1
188,4,"L_scalpula_jntBnd",3
189,4,"L_clavicle_jntBnd",3
190,4,"L_wing_base_jntBnd",2
191,4,"L_shoulder_jntBnd",2
192,4,"L_shoulder_cTwist_jntBnd_1",2
193,4,"L_elbow_jntBnd",2
194,4,"L_elbow_F_membrane_jntBnd",3
195,4,"L_elbow_spike_jntBnd_1",2
196,4,"L_elbow_spike_jntBnd_2",2
197,4,"L_elbow_Twist_jntBnd_1",2
198,4,"L_elbow_Twist_jntBnd_2",2
199,4,"L_elbow_Twist_jntBnd_3",2
200,4,"L_wrist_jntBnd",3
201,4,"L_thumb_1_jntBnd_1",3
202,4,"L_thumb_1_jntBnd_2",3
203,4,"L_thumb_1_jntBnd_3",3
204,4,"L_finger_1_jntBnd_1",3
205,4,"L_finger_1_jntBnd_2",3
206,4,"L_finger_1_jntBnd_3",3
207,4,"L_finger_1_jntBnd_4",3
208,4,"L_finger_2_jntBnd_1",3
209,4,"L_finger_2_jntBnd_2",3
210,4,"L_finger_2_jntBnd_3",3
211,4,"L_finger_3_jntBnd_1",3
212,4,"L_finger_3_jntBnd_2",3
213,4,"L_finger_3_jntBnd_3",3
214,4,"L_Weapon",1
215,4,"R_scalpula_jntBnd",3
216,4,"R_clavicle_jntBnd",3
217,4,"R_wing_base_jntBnd",2
218,4,"R_shoulder_jntBnd",2
219,4,"R_shoulder_cTwist_jntBnd_1",2
220,4,"R_elbow_jntBnd",2
221,4,"R_elbow_F_membrane_jntBnd",3
222,4,"R_elbow_spike_jntBnd_1",2
223,4,"R_elbow_spike_jntBnd_2",2
224,4,"R_elbow_Twist_jntBnd_1",2
225,4,"R_elbow_Twist_jntBnd_2",2
226,4,"R_elbow_Twist_jntBnd_3",2
227,4,"R_wrist_jntBnd",3
228,4,"R_thumb_1_jntBnd_1",3
229,4,"R_thumb_1_jntBnd_2",3
230,4,"R_thumb_1_jntBnd_3",3
231,4,"R_finger_1_jntBnd_1",3
232,4,"R_finger_1_jntBnd_2",3
233,4,"R_finger_1_jntBnd_3",3
234,4,"R_finger_1_jntBnd_4",3
235,4,"R_finger_2_jntBnd_1",3
236,4,"R_finger_2_jntBnd_2",3
237,4,"R_finger_2_jntBnd_3",3
238,4,"R_finger_3_jntBnd_1",3
239,4,"R_finger_3_jntBnd_2",3
240,4,"R_finger_3_jntBnd_3",3
241,4,"R_Weapon",1
242,4,"phys_skinned_L_membrane_jntBnd_01",1
243,4,"phys_skinned_L_membrane_jntBnd_02",1
244,4,"phys_skinned_L_membrane_jntBnd_03",1
245,4,"phys_skinned_L_membrane_jntBnd_04",1
246,4,"phys_skinned_L_membrane_jntBnd_05",1
247,4,"phys_skinned_L_membrane_jntBnd_06",1
248,4,"phys_skinned_L_membrane_jntBnd_07",1
249,4,"phys_skinned_L_membrane_jntBnd_09",1
250,4,"phys_skinned_L_membrane_jntBnd_10",1
251,4,"phys_skinned_L_membrane_jntBnd_11",1
252,4,"phys_skinned_R_membrane_jntBnd_01",1
253,4,"phys_skinned_R_membrane_jntBnd_02",1
254,4,"phys_skinned_R_membrane_jntBnd_03",1
255,4,"phys_skinned_R_membrane_jntBnd_04",1
256,4,"phys_skinned_R_membrane_jntBnd_05",1
257,4,"phys_skinned_R_membrane_jntBnd_06",1
258,4,"phys_skinned_R_membrane_jntBnd_07",1
259,4,"phys_skinned_R_membrane_jntBnd_09",1
260,4,"phys_skinned_R_membrane_jntBnd_10",1
261,4,"phys_skinned_R_membrane_jntBnd_11",1
262,4,"L_thigh_jntBnd",1.5
263,4,"L_knee_jntBnd",1.5
264,4,"L_ankle_jntBnd",2
265,4,"L_foot_jntBnd",3
266,4,"L_toe_jntBnd",2
267,4,"L_inner_toe_jntBnd_1",2
268,4,"L_inner_toe_jntBnd_2",2
269,4,"L_inner_toe_jntBnd_3",2
270,4,"L_mid_toe_jntBnd_1",2
271,4,"L_mid_toe_jntBnd_2",2
272,4,"L_mid_toe_jntBnd_3",2
273,4,"L_outer_toe_jntBnd_1",2
274,4,"L_outer_toe_jntBnd_2",2
275,4,"L_outer_toe_jntBnd_3",2
276,4,"R_thigh_jntBnd",1.5
277,4,"R_knee_jntBnd",1.5
278,4,"R_ankle_jntBnd",2
279,4,"R_foot_jntBnd",3
280,4,"R_toe_jntBnd",2
281,4,"R_inner_toe_jntBnd_1",2
282,4,"R_inner_toe_jntBnd_2",2
283,4,"R_inner_toe_jntBnd_3",2
284,4,"R_mid_toe_jntBnd_1",2
285,4,"R_mid_toe_jntBnd_2",2
286,4,"R_mid_toe_jntBnd_3",2
287,4,"R_outer_toe_jntBnd_1",2
288,4,"R_outer_toe_jntBnd_2",2
289,4,"R_outer_toe_jntBnd_3",2
290,4,"phys_skinned_tail_jntBnd_01",1
291,4,"phys_skinned_tail_jntBnd_02",1
292,4,"phys_skinned_tail_jntBnd_03",1
293,4,"phys_skinned_tail_jntBnd_04",1
294,4,"phys_skinned_tail_jntBnd_05",1
295,4,"phys_skinned_tail_jntBnd_06",1
296,4,"phys_skinned_tail_jntBnd_07",1
297,4,"phys_skinned_tail_jntBnd_08",1
298,4,"phys_skinned_tail_jntBnd_09",1
299,4,"phys_skinned_tail_jntBnd_10",1
300,4,"phys_skinned_tail_jntBnd_11",1
301,4,"phys_skinned_tail_jntBnd_12",1
302,4,"phys_skinned_tail_jntBnd_13",1
303,4,"phys_skinned_tail_jntBnd_14",1
304,2,"aux_position",1
305,2,"aux_camera_position",1
306,2,"root_jntBnd",1
307,2,"L_brow_jntBnd_1",1
308,2,"L_brow_jntBnd_2",1
309,2,"L_brow_jntBnd_3",1
310,2,"R_brow_jntBnd_1",1
311,2,"R_brow_jntBnd_2",1
312,2,"R_brow_jntBnd_3",1
313,2,"L_eye_jntBnd",1
314,2,"R_eye_jntBnd",1
315,2,"nose_jntBnd",1
316,2,"L_snout_jntBnd",1
317,2,"R_snout_jntBnd",1
318,2,"tongue_jntBnd_1",1
319,2,"tongue_jntBnd_2",1
320,2,"tongue_jntBnd_3",1
321,2,"tongue_jntBnd_4",1
322,2,"tongue_jntBnd_5",1
323,2,"L_ear_jntBnd_1",1
324,2,"L_ear_jntBnd_2",1
325,2,"L_ear_jntBnd_3",1
326,2,"R_ear_jntBnd_1",1
327,2,"R_ear_jntBnd_2",1
328,2,"R_ear_jntBnd_3",1
329,2,"jaw_jntBnd",1
330,2,"head_jntBnd",1
331,2,"neck_jntBnd_3",1
332,2,"neck_jntBnd_2",1
333,2,"neck_jntBnd_1",1
334,2,"neck_base_jntBnd",1
335,2,"L_clavicle_jntBnd",1
336,2,"L_trapezius_jntBnd",1
337,2,"L_scalpula_jntBnd",1
338,2,"L_pectoralis_jntBnd",1
339,2,"R_clavicle_jntBnd",1
340,2,"R_trapezius_jntBnd",1
341,2,"R_scalpula_jntBnd",1
342,2,"R_pectoralis_jntBnd",1
343,2,"L_shoulder_jntBnd",1
344,2,"L_deltoid_jntBnd",1
345,2,"L_shoulder_cTwist_jntBnd_1",1
346,2,"L_elbow_jntBnd",1
347,2,"L_elbow_tip_jntBnd",1
348,2,"L_elbow_Twist_jntBnd_1",1
349,2,"L_elbow_Twist_jntBnd_2",1
350,2,"L_elbow_Twist_jntBnd_3",1
351,2,"L_wrist_jntBnd",1
352,2,"L_thumb_1_jntBnd_1",1
353,2,"L_thumb_1_jntBnd_2",1
354,2,"L_thumb_1_jntBnd_3",1
355,2,"L_finger_1_jntBnd_1",1
356,2,"L_finger_1_jntBnd_2",1
357,2,"L_finger_1_jntBnd_3",1
358,2,"L_finger_2_jntBnd_1",1
359,2,"L_finger_2_jntBnd_2",1
360,2,"L_finger_2_jntBnd_3",1
361,2,"L_finger_3_jntBnd_1",1
362,2,"L_finger_3_jntBnd_2",1
363,2,"L_finger_3_jntBnd_3",1
364,2,"L_finger_4_jntBnd_1",1
365,2,"L_finger_4_jntBnd_2",1
366,2,"L_finger_4_jntBnd_3",1
367,2,"R_shoulder_jntBnd",1
368,2,"R_deltoid_jntBnd",1
369,2,"R_shoulder_cTwist_jntBnd_1",1
370,2,"R_elbow_jntBnd",1
371,2,"R_elbow_tip_jntBnd",1
372,2,"R_elbow_Twist_jntBnd_1",1
373,2,"R_elbow_Twist_jntBnd_2",1
374,2,"R_elbow_Twist_jntBnd_3",1
375,2,"R_wrist_jntBnd",1
376,2,"R_thumb_1_jntBnd_1",1
377,2,"R_thumb_1_jntBnd_2",1
378,2,"R_thumb_1_jntBnd_3",1
379,2,"R_finger_1_jntBnd_1",1
380,2,"R_finger_1_jntBnd_2",1
381,2,"R_finger_1_jntBnd_3",1
382,2,"R_finger_2_jntBnd_1",1
383,2,"R_finger_2_jntBnd_2",1
384,2,"R_finger_2_jntBnd_3",1
385,2,"R_finger_3_jntBnd_1",1
386,2,"R_finger_3_jntBnd_2",1
387,2,"R_finger_3_jntBnd_3",1
388,2,"R_finger_4_jntBnd_1",1
389,2,"R_finger_4_jntBnd_2",1
390,2,"R_finger_4_jntBnd_3",1
391,2,"chest_jntBnd",1
392,2,"diaphragm_jntBnd",1
393,2,"L_latissimus_jntBnd",1
394,2,"R_latissimus_jntBnd",1
395,2,"spine_2_jntBnd",1
396,2,"spine_1_jntBnd",1
397,2,"hip_jntBnd",1
398,2,"L_butt_jntBnd",1
399,2,"L_thigh_jntBnd",1
400,2,"L_knee_jntBnd",1
401,2,"L_ankle_jntBnd",1
402,2,"L_foot_jntBnd",1
403,2,"L_toe_jntBnd",1
404,2,"L_toe_1_jntBnd_1",1
405,2,"L_toe_1_jntBnd_2",1
406,2,"L_toe_2_jntBnd_1",1
407,2,"L_toe_2_jntBnd_2",1
408,2,"L_toe_3_jntBnd_1",1
409,2,"L_toe_3_jntBnd_2",1
410,2,"L_toe_4_jntBnd_1",1
411,2,"L_toe_4_jntBnd_2",1
412,2,"R_butt_jntBnd",1
413,2,"R_thigh_jntBnd",1
414,2,"R_knee_jntBnd",1
415,2,"R_ankle_jntBnd",1
416,2,"R_foot_jntBnd",1
417,2,"R_toe_jntBnd",1
418,2,"R_toe_1_jntBnd_1",1
419,2,"R_toe_1_jntBnd_2",1
420,2,"R_toe_2_jntBnd_1",1
421,2,"R_toe_2_jntBnd_2",1
422,2,"R_toe_3_jntBnd_1",1
423,2,"R_toe_3_jntBnd_2",1
424,2,"R_toe_4_jntBnd_1",1
425,2,"R_toe_4_jntBnd_2",1
426,2,"phys_tri_tail_jntBnd_1",1
427,2,"phys_tri_tail_jntBnd_2",1
428,2,"phys_tri_tail_jntBnd_3",1
429,2,"phys_tri_tail_jntBnd_4",1
430,2,"phys_tri_tail_jntBnd_5",1
431,2,"phys_tri_tail_jntBnd_6",1
