"rownum","Id","EffectVirtualPath","PreloadGroupsKeys","EffectHASH32","i32_36","ObjectHASH32"
28,"RootSpiderHole","Metadata/Effects/Spells/monsters_effects/act2/root_spider/emerge/Hole",[],3968488542,4,2418803228
29,"ChaosExplode","Metadata/Effects/Spells/chaos_explode/ChaosExplode",[],4179130030,3,578270409
30,"Effect","Metadata/Effects/Effect",[],2139835176,1,4094090823
31,"ServerEffect","Metadata/Effects/ServerEffect",[],2646652649,1,1085362608
32,"PermanentEffect","Metadata/Effects/PermanentEffect",[],2426032189,1,2555132169
33,"BeamEffect","Metadata/Effects/BeamEffect",[],4121868287,1,3484613882
34,"ServerResumingEffect","Metadata/Effects/ServerResumingEffect",[],839646389,2,4019557487
35,"DelayedTriggerSkillObject","Metadata/Effects/Spells/monsters_effects/delayed_skill_trigger/beacon",[],3789892250,4,2256616836
36,"MultiplexPortal","Metadata/MiscellaneousObjects/MultiplexPortal",[],1600303822,2,3900253225
37,"MapReturnPortal","Metadata/MiscellaneousObjects/MapReturnPortal",[],1970295591,4,113847331
38,"LoopEffect","Metadata/Effects/LoopEffect",[],1609411448,4,3381273585
39,"InsectMinionHole","Metadata/Effects/Spells/monsters_effects/act2/root_spider/emerge/HoleSmall",[],327236885,4,1906524155
40,"SandstormRotateObject","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/ElderGuardian/ChaosPhysical/sandstorm/SandstormRotateObject",[],89582683,4,3074798672
41,"DelayedTriggerSkillObjectLightning","Metadata/Effects/Spells/monsters_effects/delayed_skill_trigger/beacon_lightning",[],2633859371,4,1642076420
42,"ArchitectMapDeviceSpawner","Metadata/Projectiles/IncursionMapDeviceSpawner",[],2531865055,4,3296641007
43,"DelayedTriggerSkillObjectLightningEpic","Metadata/Effects/Spells/monsters_effects/delayed_skill_trigger/beacon_lightning_epic",[],614040851,4,1214939500
44,"DelvePathNode","Metadata/Terrain/Leagues/Delve/Objects/DelvePathNode",[],3134785239,4,3107464551
45,"DelvePathEndpoint","Metadata/Terrain/Leagues/Delve/Objects/DelvePathEndpoint",[],3678791480,4,1558029244
46,"RainOfSporesBloomPod","Metadata/Effects/Spells/rain_of_spores/BloomPod",[],2655315478,4,1789114098
47,"ToolGizmo","Metadata/MiscellaneousObjects/Gizmo",[],2855017480,4,2208082276
48,"MavenBrainVoidsand","Metadata/Monsters/TheCollector/Voidsand",[],968302665,4,181905077
49,"BlightPump","Metadata/Terrain/Leagues/Blight/Objects/BlightPump",[49],2202966848,4,1128982670
50,"ShatterSmall","Metadata/Effects/Spells/shatter/ShatterSmall",[],1713641240,3,610793864
51,"ShatterLarge","Metadata/Effects/Spells/shatter/ShatterLarge",[],3875590990,3,2942119632
52,"ShatterEpic","Metadata/Effects/Spells/shatter/ShatterEpic",[],2429136184,3,13473451
53,"BlightIceWallSegment","Metadata/Effects/Spells/monsters_effects/League_Blight/Tower_Skills/ice/ice_prison/FrostWall",[],2766845993,4,2989999783
54,"ApparitionEffectEyrieDemon","Metadata/Effects/Microtransactions/Aura/EyrieDemon/EyrieApparition",[],84422266,3,184240864
55,"MicrotransactionOrionDemon","Metadata/Effects/Microtransactions/Aura/OrionDemon/OrionDemon",[],1705896123,3,4231161217
56,"MicrotransactionCrusaderDemon","Metadata/Effects/Microtransactions/Aura/CrusaderApp/CrusaderApparition",[],4140745159,3,2095987762
57,"MicrotransactionBasiliskDemon","Metadata/Effects/Microtransactions/Aura/BasiliskDemon/BasiliskDemon",[],464624771,3,3189811278
58,"MicrotransactionJudicatorDemon","Metadata/Effects/Microtransactions/Aura/JudicatorDemon/JudicatorDemon",[],2206327806,3,313469033
59,"MicrotransactionJudicatorGauntlet","Metadata/Effects/Microtransactions/Aura/Judicator/Judicator",[],3990588015,3,1247189657
60,"GroundBlade","Metadata/MiscellaneousObjects/GroundBlade",[],3606452061,4,3032946809
61,"AfflictionBossLightningVolatile","Metadata/Monsters/LeagueAffliction/Demons/FinalBossDeathZones/LightningVolatileObject",[],571837573,4,2350803108
62,"EnvLineStart","Metadata/MiscellaneousObjects/Environment/EnvLineStart",[],452956962,4,3997225296
63,"EnvLineEnd","Metadata/MiscellaneousObjects/Environment/EnvLineEnd",[],2467646011,4,3218233994
64,"EnvRadiusNode","Metadata/MiscellaneousObjects/Environment/EnvRadiusNode",[],3057146807,4,2889171078
65,"SpikeSlamSpike","Metadata/Effects/Spells/warrior_earthshatter/spike",[],4015322681,4,1865426240
66,"ServerOnlyGroundEffect","Metadata/Effects/Spells/ground_effects/ServerOnlyGroundEffect",[],1050403295,1,595206468
67,"FillGroundEffect","Metadata/Effects/Spells/ground_effects/FillGroundEffect",[],316014466,1,4128482516
68,"ClientGroundEffect","Metadata/Effects/Spells/ground_effects/ClientOnlyGroundEffect",[],4154502883,1,1986625798
69,"ServerGroundEffect","Metadata/Effects/Spells/ground_effects/VisibleServerGroundEffect",[],1773597000,1,2448636440
70,"CrownOfThornsGround","Metadata/Effects/Spells/ground_effects/crown_of_thorns/CrownOfThornsGround",[],471599983,4,3181937510
71,"CircleOfPowerEffect","Metadata/Monsters/Anomalies/CircleOfPower",[],2305950291,4,860762157
72,"SigilOfLifeEffect","Metadata/Monsters/Anomalies/SigilOfLife",[],2569775916,4,1989050202
73,"FirewallEffect","Metadata/Monsters/Anomalies/Firewall",[],233793866,4,2475306971
74,"CurseZoneBase","Metadata/Monsters/CurseZones/CurseZoneBase",[],1713250123,4,2909843925
75,"HeistPathNode","Metadata/Terrain/Leagues/Heist/Objects/HeistPathNode",[],1996321959,4,3080522910
76,"HeistPathStart","Metadata/Terrain/Leagues/Heist/Objects/HeistPathStart",[],2869022246,4,257288231
77,"HeistPathEndpoint","Metadata/Terrain/Leagues/Heist/Objects/HeistPathEndpoint",[],30402300,4,1812660011
78,"HeistPathGoal","Metadata/Terrain/Leagues/Heist/Objects/HeistPathGoal",[],2363606894,4,1597110152
79,"HeistThugOilGround","Metadata/Effects/Spells/monsters_effects/League_Heist/thugs/torch/OilGround",[],3250845683,4,4271636182
80,"OilArrowGround","Metadata/MiscellaneousObjects/OilArrowGround",[],3380156105,4,2104457091
81,"TeleportMarker","Metadata/MiscellaneousObjects/TeleportMarker",[],3123462279,4,1890630643
82,"SwampBehemothPod1","Metadata/Monsters/BeehiveBehemoth/Objects/FungusPod1",[],742050223,4,365926524
83,"SwampBehemothPod2","Metadata/Monsters/BeehiveBehemoth/Objects/FungusPod2",[],1702844406,4,3821503694
84,"SwampBehemothPod3","Metadata/Monsters/BeehiveBehemoth/Objects/FungusPod3",[],3245112878,4,1164840534
85,"MicrotransactionWarlordStash","Metadata/MiscellaneousObjects/StashSkins/WarlordStash",[],2475780721,1,788132797
86,"MicrotransactionWarlordGuildStash","Metadata/MiscellaneousObjects/StashSkins/WarlordGuildStash",[],835800797,1,139911489
87,"UltimatumChallengeInteractable","Metadata/Terrain/Leagues/Ultimatum/Objects/UltimatumChallengeInteractable",[55],176937671,4,911384056
88,"InvisibleDevourerHole","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/InvisibleDevourerHole",[55],1183865031,4,3662270321
89,"TrialmasterTetherSpike","Metadata/Monsters/TrialMaster/Objects/TetherSpike",[55],352027166,4,785253876
90,"TrialmasterTetherBeam","Metadata/Monsters/TrialMaster/Objects/TetherBeam",[55],3498811513,4,1261309182
91,"TrialmasterTimestopProjectileMarker","Metadata/Monsters/TrialMaster/Objects/TimestopProjectileMarker",[55],2391279230,4,978821170
92,"TrialmasterTimestopSlamMarker","Metadata/Monsters/TrialMaster/Objects/TimestopSlamMarker",[55],2473092275,4,2979031118
93,"TrialmasterTeleport","Metadata/Monsters/TrialMaster/Objects/TimestopTeleport",[55],1328449756,4,1277620991
94,"TrialMasterGroundSpear","Metadata/Monsters/TrialMaster/Objects/TrialMasterGroundSpear",[],625359538,4,2152821176
95,"DoodadInvisible","Metadata/MiscellaneousObjects/DoodadInvisible",[],1147668159,4,3385715982
96,"DoodadNoBlocking","Metadata/MiscellaneousObjects/DoodadNoBlocking",[],2387902174,1,3754516216
97,"DoodadNoOverlap","Metadata/MiscellaneousObjects/DoodadNoOverlap",[],924170744,4,3652101601
98,"DoodadNoOverlap3","Metadata/MiscellaneousObjects/DoodadNoOverlap3",[],1503493041,4,2444854257
99,"DoodadNoWobble","Metadata/MiscellaneousObjects/DoodadNoWobble",[],2851973420,4,1143359933
100,"TileUpperDoodad","Metadata/MiscellaneousObjects/TileUpperDoodad",[],3273817890,4,1749112481
101,"TileUpperDoodadNoOverlap","Metadata/MiscellaneousObjects/TileUpperDoodadNoOverlap",[],1410711279,4,3752282723
102,"AntiTallWallDoodad","Metadata/MiscellaneousObjects/AntiTallWallDoodad",[],3068972907,4,94490467
103,"UltimatumTrialMasterBossCutscene","Metadata/NPC/League/Ultimatum/UltimatumNPCBossEndScene",[55],69416948,4,3320356744
104,"MicrotransactionApollyonStash","Metadata/MiscellaneousObjects/StashSkins/ApollyonStash",[],3948323053,1,4209534127
105,"MicrotransactionApollyonGuildStash","Metadata/MiscellaneousObjects/StashSkins/ApollyonGuildStash",[],1274781722,1,4137266828
106,"ExpeditionMarker","Metadata/MiscellaneousObjects/Expedition/ExpeditionMarker",[56],4146308477,4,1674208320
107,"ExpeditionExplosive","Metadata/MiscellaneousObjects/Expedition/ExpeditionExplosive",[56],3804228013,4,4284601265
108,"ExpeditionConnectorPole","Metadata/MiscellaneousObjects/Expedition/ExpeditionConnectorPole",[56],3920009823,4,3394481876
109,"ExpeditionExplosiveFuse","Metadata/MiscellaneousObjects/Expedition/ExpeditionExplosiveFuse",[56],492492991,4,1814878675
110,"ExpeditionRelic","Metadata/MiscellaneousObjects/Expedition/ExpeditionRelic",[56],3838738473,4,44589000
111,"ExpeditionPlacementIndicator","Metadata/MiscellaneousObjects/Expedition/ExpeditionPlacementIndicator",[56],3345303690,4,2356047135
112,"ExpeditionArbalestSnipeObject","Metadata/MiscellaneousObjects/ExpeditionArbalestSnipeObject",[],2282977792,4,1706361689
113,"ExpeditionBoneCultistEgg","Metadata/MiscellaneousObjects/Expedition/ExpeditionBoneCultistEgg",[],723706605,4,3735353091
114,"ExpeditionCultistSpawnGround","Metadata/MiscellaneousObjects/Expedition/ExpeditionArbalestSpawnGround",[56],1917636675,4,359613403
115,"ExpeditionArmourVolatile","Metadata/Effects/Spells/monsters_effects/League_Expedition/general/armored_caster/LightningBall",[],3802318384,4,980008052
116,"MicrotransactionMidnightPactStash","Metadata/MiscellaneousObjects/StashSkins/MidnightPactStash",[],1245891165,1,2999771400
117,"MicrotransactionMidnightPactGuildStash","Metadata/MiscellaneousObjects/StashSkins/MidnightPactGuildStash",[],1864834208,1,3884035396
118,"OlrothEmbeddedSword","Metadata/Monsters/LeagueExpedition/Olroth/Objects/OlrothSwordWallEmbed",[],649381106,4,3207440625
119,"OlrothCrackedGround","Metadata/Monsters/LeagueExpeditionNew/Olroth/Objects/OlrothCrackedGround",[],2078057680,4,3930804449
120,"TwigMonsterPod","Metadata/Monsters/SaplingMonster/Objects/seed_Thorn",[],1439089658,4,711661724
121,"ArchnemesisGlacialCageCentre","Metadata/Monsters/LeagueArchnemesis/GlacialCageCentre",[],1504985595,4,816845031
122,"InfiniteHungerSludgeGround","Metadata/Terrain/EndGame/MapAtlasPrimordial/PrimordialBoss1/Objects/InfiniteHungerSludge",[],781925685,4,2156870515
123,"MudBurrowerHole","Metadata/Effects/Spells/monsters_effects/Act1_FOUR/MudBurrower/mudburrower_chasm",[],3222199248,4,4098216154
124,"MudBurrowerBodyHole","Metadata/Effects/Spells/monsters_effects/Act1_FOUR/MudBurrower/mudburrower_chasm_body",[],580972933,4,2471337089
125,"FungalMine1","Metadata/Monsters/FungusZombie/FungalBurstMushrooms/FungalBurstCascade1",[],265900346,4,582020517
126,"FungalMine2","Metadata/Monsters/FungusZombie/FungalBurstMushrooms/FungalBurstCascade2",[],1864965459,4,2391199331
127,"FungalMine3","Metadata/Monsters/FungusZombie/FungalBurstMushrooms/FungalBurstCascade3",[],2160323485,4,1049590954
128,"BaronBloodWall","Metadata/Effects/Spells/monsters_effects/Act1_FOUR/Baron/BloodWall",[],4126928759,4,1651577600
129,"FlankMarker","Metadata/MiscellaneousObjects/PathMarkers/FlankMarker",[],2133198551,4,1535703783
130,"SandstormSwipeStorm","Metadata/Effects/Spells/sandstorm_swipe/sandstorm_swipe_storm",[],1924550505,4,2067791894
131,"SaltGolemFissure","Metadata/Monsters/SaltGolem/GroundFissure",[],324062747,4,684087096
132,"SandGolemSpike","Metadata/Monsters/MudGolem/Effects/Ao/sand_slam",[],934426287,4,2008373564
133,"MastodonBoneSpike1","Metadata/Monsters/MastodonBoss/effects/MastodonSpikes",[],1800022404,4,3888133940
134,"MastodonBoneSpike2","Metadata/Monsters/MastodonBoss/effects/MastodonSpikes2",[],1999320407,4,2374327945
135,"BoneStorm","Metadata/Effects/Spells/monsters_effects/Act2_FOUR/MastadonBoss/ao/bone_storm",[],2116894925,4,2129725491
136,"MastodonFirestormMarker","Metadata/Monsters/BoneCultists/BoneCultists_Necromancer/ArenaObjects/MeteorMarker",[],3069191036,4,573659534
137,"MastodonLightningMarker","Metadata/Monsters/BoneCultists/BoneCultists_Necromancer/ArenaObjects/StormcallArenaMarker",[],971160135,4,279386381
138,"FarudinSpearArenaSpear","Metadata/Monsters/Mutewind/BanditWoman/objects/FarudinArenaSpear",[],2017317900,4,3836615943
139,"FarudinSpearCascadeSpearElite","Metadata/Monsters/Mutewind/BanditWoman/objects/FarudinCascadeSpearElite",[],1282042554,4,162767496
140,"FireWakeSpearFlames","Metadata/Effects/Spells/spear_firewake/FireWake",[],3434773529,4,3688736766
141,"FarudinSpearArenaSpearFlipped","Metadata/Monsters/Mutewind/BanditWoman/objects/FarudinArenaSpearFlipped",[],1597396603,4,1176469076
142,"DoodadScrollNoJostle","Metadata/Terrain/Gallows/Act2/2_town/Objects/DoodadScrollNoJostle",[],1377526410,4,933072751
143,"DoodadNoScrollNoJostle","Metadata/Terrain/Gallows/Act2/2_town/Objects/DoodadNoScrollNoJostle",[],3499750883,4,1098859161
144,"DoodadScrollNoJostleExtendTallwall","Metadata/Terrain/Gallows/Act2/2_town/Objects/DoodadScrollNoJostle_extend_tallwall",[],2184640849,4,2682040941
145,"DoodadNoScrollNoJostleExtendTallwall","Metadata/Terrain/Gallows/Act2/2_town/Objects/DoodadNoScrollNoJostle_extend_tallwall",[],1077310514,4,4133544580
146,"Caravan1","Metadata/Terrain/Gallows/Act2/2_town/Objects/CartRear",[],1637258831,4,3279073552
147,"Caravan2","Metadata/Terrain/Gallows/Act2/2_town/Objects/CartCenter",[],704516800,4,1671024622
148,"Caravan3","Metadata/Terrain/Gallows/Act2/2_town/Objects/CartFront",[],1292846581,4,1934930162
149,"Caravan4","Metadata/Terrain/Gallows/Act2/2_town/Objects/CartWaypoint",[],1082411037,4,3954866594
150,"Caravan5","Metadata/Terrain/Gallows/Act2/2_town/Objects/CartWaypointFront",[],3524570800,4,534106994
151,"Caravan6","Metadata/Terrain/Gallows/Act2/2_town/Objects/CartQuarters01",[],2511880688,4,2314913910
152,"Caravan7","Metadata/Terrain/Gallows/Act2/2_town/Objects/CartQuarters02",[],2592230124,4,4259849982
153,"Caravan8","Metadata/Terrain/Gallows/Act2/2_town/Objects/CartArmourBack",[],806632065,4,1474561227
154,"Caravan9","Metadata/Terrain/Gallows/Act2/2_town/Objects/CartArmourFront",[],904410973,4,2042822033
155,"Caravan0","Metadata/Terrain/Gallows/Act2/2_town/Objects/Caravan",[],3800594372,4,916086940
156,"Caravan10","Metadata/Terrain/Gallows/Act2/2_town/Objects/CaravanBoss",[],1334563355,4,1873507830
157,"BalbalaCloneRune","Metadata/Monsters/Balbala/ArenaObjects/clone_rune",[],2195592935,4,794619008
158,"BalbalaCloneRuneMap","Metadata/Monsters/Balbala/ArenaObjects/clone_rune_map",[],1778482901,4,3686994510
159,"PerennialKingCorruptionGround","Metadata/Effects/Spells/ground_effects/crown_of_thorns/CrownOfThornsGround",[],471599983,4,2540873553
160,"RattleCageFissure","Metadata/Monsters/SaltGolem/GroundFissureBoss",[],2372074686,4,2121584919
161,"VolcanicQuakeFissure","Metadata/Monsters/SaltGolem/GroundFissureVolcanic",[],2522493663,4,1496641978
162,"CrossbowIncendiaryFire","Metadata/Monsters/SaltGolem/GroundFissureBoss",[],2372074686,4,2110185530
163,"CrossbowPermafrostWall","Metadata/MiscellaneousObjects/FrostWall/CrossbowPermafrostWall",[],1098986734,4,2858472127
164,"TitanBossStalagmite","Metadata/Monsters/TitanBoss/BrainStalagmite",[],1598650319,4,1410868930
165,"IgnagdukBoneWallSegment","Metadata/Monsters/IgnagdukBogWitch/objects/BoneWall",[],3805760185,4,3001244802
166,"IgnagdukBoneWallSegmentQuick","Metadata/Monsters/IgnagdukBogWitch/objects/BoneWallQuick",[],4044319767,4,3471277997
167,"BlackJawSlamCrack1","Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack1",[],1946430453,4,4231643220
168,"BlackJawSlamCrack2","Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack2",[],1340401693,4,3949017270
169,"BlackJawSlamCrack3","Metadata/Monsters/BlackJawSuperunique/objects/TripleSlamCrack3",[],1706962980,4,1728686761
170,"IgnagdukBoneWallCorridorSegment","Metadata/Monsters/IgnagdukBogWitch/objects/BoneWallCorridor",[],2264671373,4,382844250
171,"IgnagdukBoneWallCorridorSegment2","Metadata/Monsters/IgnagdukBogWitch/objects/BoneWallCorridor",[],2264671373,4,2725002259
172,"IgnagdukBoneWallCorridorSegment3","Metadata/Monsters/IgnagdukBogWitch/objects/BoneWallCorridor",[],2264671373,4,902002229
173,"IgnagdukBoneWallCorridorSegment4","Metadata/Monsters/IgnagdukBogWitch/objects/BoneWallCorridor",[],2264671373,4,256791576
174,"IgnagdukFlameWallSegment","Metadata/Monsters/IgnagdukBogWitch/objects/FlameWallSegment",[],3702746802,4,3993961978
175,"VaalArchivistFireRune","Metadata/Monsters/VaalMonsters/Living/objects/ArchivistRuneFire",[],3988912412,4,2812381023
176,"VaalArchivistLightningRune","Metadata/Monsters/VaalMonsters/Living/objects/ArchivistRuneLightning",[],3353552197,4,1363024356
177,"VaalArchivistFlamewall","Metadata/Monsters/VaalMonsters/Living/objects/FlameWallSegment",[],1326035946,4,1743712257
178,"VaalArchivistSnakeRune","Metadata/Monsters/VaalMonsters/Living/objects/ArchivistRuneSnake",[],2078250004,4,2756818433
179,"VaalArchivistMonkeyRune","Metadata/Monsters/VaalMonsters/Living/objects/ArchivistRuneMonkey",[],2025994040,4,1108172350
180,"VaalGuardOilGround","Metadata/Effects/Spells/monsters_effects/Act3_FOUR/VaalGuards/OilGround",[],912361361,4,4055783830
181,"ProcessionBowArrowDown","Metadata/Monsters/Procession/Procession04/rain_of_arrow_down",[],789791420,4,199766503
182,"LegionnaireCausticRainOfArrowDown","Metadata/Monsters/VaalMonsters/ViperLegionnaire/rain_of_arrow_caustic",[],234232869,4,216626288
183,"LegionnaireSmokeRainOfArrow","Metadata/Monsters/VaalMonsters/ViperLegionnaire/rain_of_arrow_smoke",[],3241976000,4,3271043601
184,"VaalZealotLightningBlast","Metadata/Monsters/VaalMonsters/Zealots/Spear/Lightning/objects/lightnintblast",[],3513918813,4,2211210853
185,"LegionnaireSmokeGround","Metadata/Monsters/VaalMonsters/ViperLegionnaire/LegionnaireSmokeGround",[],1372958298,4,1282628357
186,"LegionnaireSmokeGroundIncursion","Metadata/Monsters/LeagueIncursionNew/ViperLegionnaires/Objects/LegionnaireSmokeGround",[],3616762651,4,3289516264
187,"QueenOfFilthMushroomSpawnPoint","Metadata/Terrain/Gallows/Act3/3_11/Objects/QueenOfFilthMushroomBlood",[],2541190728,4,1675135642
188,"VaalHumanoidLightningArrow","Metadata/Monsters/VaalHumanoids/VaalHumanoidBow/objects/LightningArrow",[],1857125423,4,3445158119
189,"GullGoliathSlamSpikes","Metadata/Monsters/GullGoliath/objects/slam_spikes",[],4253972974,4,2821476970
190,"GoblinVoltaxicStorm","Metadata/Monsters/Goblins/objects/voltaxic_storm",[],678269534,4,2588271208
191,"WaveSprayEmitterPoint","Metadata/MiscellaneousObjects/Environment/WaveSprayEmitterPoint",[],1967311393,4,1711189835
192,"WaveSprayEmitterMedium","Metadata/MiscellaneousObjects/Environment/WaveSprayEmitterMedium",[],975743884,4,1668606991
193,"WaveSprayEmitterLong","Metadata/MiscellaneousObjects/Environment/WaveSprayEmitterLong",[],2805151819,4,2955552148
194,"Chest","Metadata/Chests/Chest",[],1648619741,4,2272938087
195,"PermanentServerEffect","Metadata/Effects/PermanentServerEffect",[],1494471944,1,1066532367
196,"SleepableServerEffect","Metadata/Effects/SleepableServerEffect",[],147346500,1,4266040218
197,"SleepableServerBeamEffect","Metadata/Effects/SleepableServerBeamEffect",[],978925438,1,3599248354
198,"Door","Metadata/MiscellaneousObjects/Door",[],1399266459,4,3244087790
199,"DoorTriggerableNotarget","Metadata/MiscellaneousObjects/DoorTriggerableNotarget",[],3410523850,4,3526813792
200,"PortalTransition","Metadata/MiscellaneousObjects/PortalTransition",[],1475979710,4,2110316081
201,"BossTargetMarkerSerialized","Metadata/MiscellaneousObjects/BossTargetMarkerSerialized",[],3890989350,4,2746446210
202,"BossTargetMarkerSerialized2","Metadata/MiscellaneousObjects/BossTargetMarkerSerialized2",[],2457393096,4,153269663
203,"NPC","Metadata/NPC/NPC",[],3094277592,4,757446359
204,"NPCBlocker","Metadata/NPC/Blocker",[],1980547395,4,599582228
205,"RedFlag","Metadata/Terrain/Leagues/CTF/Objects/RedFlag",[],137131977,4,2831583823
206,"BlueFlag","Metadata/Terrain/Leagues/CTF/Objects/BlueFlag",[],3409399420,4,1140352444
207,"GreenFlag","Metadata/Terrain/Leagues/CTF/Objects/GreenFlag",[],3940873100,4,3133584141
208,"ServerDoodad","Metadata/MiscellaneousObjects/ServerDoodad",[],3851279866,4,2334175727
209,"ServerDoodadHidden","Metadata/MiscellaneousObjects/ServerDoodadHidden",[],4254267089,4,4127915605
210,"HideoutDoodad","Metadata/MiscellaneousObjects/HideoutDoodad",[],2224417429,4,1452666912
211,"StrDexIntMappingDevice","Metadata/Terrain/Missions/Hideouts/Objects/StrDexIntMappingDevice",[],4001365389,4,17655265
212,"HideoutCraftingBench","Metadata/Terrain/Missions/Hideouts/Objects/HideoutCraftingBench",[],60453592,4,2736401171
213,"HideoutPowerSourcePrimevalCapture","Metadata/Terrain/Missions/Hideouts/Objects/HideoutPowerSource_PrimevalCapture",[],1490944268,4,1404148064
214,"HideoutPoweredLightPrimeval","Metadata/Terrain/Missions/Hideouts/Objects/HideoutPoweredLight_Primeval",[],3527358978,4,1446030516
215,"ServerBeamEffect","Metadata/Effects/ServerBeamEffect",[],2204700749,1,1666387856
216,"ServerRandomEffect","Metadata/Effects/ServerRandomEffect",[],885898904,1,1975111951
217,"SummonEffect","Metadata/Terrain/StoneCircles/SummonEffect",[],2340106506,4,1684461222
218,"SmashableNoHighlight","Metadata/MiscellaneousObjects/SmashableNoHighlight",[],3294475619,4,1485617522
219,"SmashableNoHighlightBlocking","Metadata/MiscellaneousObjects/SmashableNoHighlightBlocking",[],833807511,4,1439400939
220,"SmashableNoHighlightHitbox","Metadata/MiscellaneousObjects/SmashableNoHighlightHitbox",[],2973630587,4,3669498602
221,"TargetMarker2","Metadata/MiscellaneousObjects/TargetMarker2",[],2450577279,4,3628007107
222,"TreasurePile","Metadata/MiscellaneousObjects/Hideout/TreasurePile",[],3375641900,4,181167540
223,"HeistStashHideout","Metadata/MiscellaneousObjects/Heist/HeistStash_Hideout",[],2720744077,4,4027112389
224,"RitualRuneObject","Metadata/Terrain/Leagues/Ritual/RitualRuneObject",[53],2798649708,4,796599582
225,"RitualRuneInteractable","Metadata/Terrain/Leagues/Ritual/RitualRuneInteractable",[53],3667838062,4,3981140361
226,"RitualBlocker","Metadata/Terrain/Leagues/Ritual/RitualBlocker",[53],2794066954,4,1670143995
227,"RitualRuneLight","Metadata/Terrain/Leagues/Ritual/RitualRuneLight",[53],2257870278,4,3132315973
228,"RitualBloodPool","Metadata/Terrain/Leagues/Ritual/BloodPool",[53],3720668115,4,950505012
229,"CraftingSiloHideout","Metadata/MiscellaneousObjects/Harvest/CraftingSilo_Hideout",[],45087824,4,1485393562
230,"ExpeditionStashHideout","Metadata/MiscellaneousObjects/Expedition/ExpeditionStash_Hideout",[],2895737018,4,10820019
231,"HideoutRhoaDinner","Metadata/MiscellaneousObjects/HideoutRhoaDinner",[],2342284347,4,293976007
232,"ExpeditionNPCHome","Metadata/Monsters/LeagueExpedition/NPC/Home",[],4207802749,4,3512160549
