"rownum","RewardOffer","RewardOrder","i32_20","i32_24","i32_28","i32_32","Reward","RewardLevel","RewardRarity","i32_72","i32_76","i32_80","i32_84","i32_88","i32_92","i32_96","RewardStack","bool_104","bool_105","[rid]_106","i32_122","i32_126","i32_130","i32_134","i32_138","i32_142","i32_146","rid_150","i32_166","[rid]_170","i32_186","bool_190"
59,37,0,0,0,12,0,3793,48,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,1
60,96,0,0,0,12,0,3742,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
61,96,1,0,0,12,0,3745,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
62,97,0,0,0,12,0,3743,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
63,97,1,0,0,12,0,3746,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
64,98,0,0,0,12,0,3744,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
65,98,1,0,0,12,0,3747,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
66,38,0,0,0,12,0,2436,44,1,0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
67,38,1,0,0,12,0,2444,44,1,0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
68,38,2,0,0,12,0,2452,44,1,0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
69,38,3,0,0,12,0,2458,44,1,0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
70,38,4,0,0,12,0,2464,44,1,0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
71,38,5,0,0,12,0,2471,44,1,0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
72,39,0,0,0,12,0,2,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
73,40,0,0,0,12,0,2393,56,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,""
74,40,1,0,0,12,0,2401,56,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,""
75,40,2,0,0,12,0,2409,56,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,""
76,40,3,0,0,12,0,2415,56,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,""
77,40,4,0,0,12,0,2422,56,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,""
78,40,5,0,0,12,0,2428,56,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,""
79,41,0,0,0,12,0,3764,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
80,42,0,0,0,12,0,1162,1,"",0,8,0,0,0,12,0,5,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
81,43,0,0,0,12,0,431,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
82,44,0,0,0,12,0,432,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
83,45,0,0,0,12,0,433,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
84,46,0,0,0,12,0,434,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
85,47,0,0,0,12,0,435,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
86,48,0,0,0,12,0,436,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
87,49,0,0,0,12,0,437,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
88,50,0,0,0,12,0,438,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
89,51,0,0,0,12,0,439,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
90,52,0,0,0,12,0,440,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
91,53,0,0,0,12,0,441,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
92,54,0,0,0,12,0,442,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
93,55,0,0,0,12,0,443,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
94,56,0,0,0,12,0,444,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
95,57,0,0,0,12,0,445,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
96,58,0,0,0,12,0,446,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
97,59,0,0,0,12,0,447,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
98,60,0,0,0,12,0,448,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
99,61,0,0,0,12,0,449,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
100,62,0,0,0,12,0,450,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
101,63,0,0,0,12,0,475,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
102,64,0,0,0,12,0,4377,70,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
103,65,0,0,0,12,0,451,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
104,66,0,0,0,12,0,4379,70,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
105,67,0,0,0,12,0,463,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
106,68,0,0,0,12,0,4380,70,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
107,69,0,0,0,12,0,455,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
108,70,0,0,0,12,0,4378,70,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
109,71,0,0,0,12,0,459,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
110,72,0,0,0,12,0,4381,70,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
111,74,0,0,0,12,0,452,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
112,75,0,0,0,12,0,453,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
113,76,0,0,0,12,0,454,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
114,78,0,0,0,12,0,456,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
115,79,0,0,0,12,0,457,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
116,80,0,0,0,12,0,458,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
117,82,0,0,0,12,0,460,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
118,83,0,0,0,12,0,461,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
119,84,0,0,0,12,0,462,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
120,86,0,0,0,12,0,464,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
121,87,0,0,0,12,0,465,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
122,88,0,0,0,12,0,466,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
123,89,0,0,0,12,0,471,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
124,90,0,0,0,12,0,472,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
125,91,0,0,0,12,0,473,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
126,92,0,0,0,12,0,474,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
127,93,0,0,0,12,0,475,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
128,99,0,0,0,12,0,2556,46,2,0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,1
129,100,0,0,0,12,0,3748,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
130,101,0,0,0,12,0,3796,4,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,1
131,102,0,0,0,12,0,3757,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
132,24,0,0,0,12,0,3712,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
133,25,0,0,0,12,0,3793,55,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,1
134,104,0,0,0,12,0,2548,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
135,104,1,0,0,12,0,2549,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
136,104,2,0,0,12,0,2550,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
137,104,3,0,0,12,0,2553,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
138,103,0,0,0,12,0,2567,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
139,103,1,0,0,12,0,2568,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
140,103,2,0,0,12,0,2569,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
141,103,3,0,0,12,0,2573,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
142,105,0,0,0,12,0,614,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
143,105,1,0,0,12,0,615,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
144,105,2,0,0,12,0,616,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
145,107,0,0,0,12,0,2548,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
146,107,1,0,0,12,0,2549,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
147,107,2,0,0,12,0,2550,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
148,107,3,0,0,12,0,2553,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
149,106,0,0,0,12,0,2567,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
150,106,1,0,0,12,0,2568,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
151,106,2,0,0,12,0,2569,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
152,106,3,0,0,12,0,2573,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
153,108,0,0,0,12,0,614,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
154,108,1,0,0,12,0,615,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
155,108,2,0,0,12,0,616,55,2,0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
156,109,0,0,0,12,0,4954,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
157,110,0,0,0,12,0,4955,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
158,111,0,0,0,12,0,4960,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
159,112,0,0,0,12,0,177,1,"",0,8,0,0,0,12,0,5,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
160,113,0,0,0,12,0,4377,70,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
161,114,0,0,0,12,0,5216,65,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,1
162,115,0,0,0,12,0,4961,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
163,116,0,0,0,12,0,193,1,"",0,8,0,0,0,12,0,5,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
164,117,0,0,0,12,0,4379,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,1
165,118,0,0,0,12,0,1093,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
166,118,1,0,0,12,0,1094,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
167,118,2,0,0,12,0,1095,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
168,118,3,0,0,12,0,1096,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
169,118,4,0,0,12,0,1097,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
170,119,0,0,0,12,0,2548,71,0,0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,1
171,119,1,0,0,12,0,2549,71,0,0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,1
172,119,2,0,0,12,0,2550,71,0,0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,1
173,120,0,0,0,12,0,4962,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
174,121,0,0,0,12,0,5041,1,"",0,8,0,0,0,12,0,30,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
175,122,0,0,0,12,0,4248,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
176,123,0,0,0,12,0,4249,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
177,124,0,0,0,12,0,4250,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
178,125,0,0,0,12,0,4251,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
179,126,0,0,0,12,0,4252,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
180,127,0,0,0,12,0,4967,65,"",0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
181,128,0,0,0,12,0,4968,65,"",0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
182,129,0,0,0,12,0,4969,65,"",0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
183,130,0,0,0,12,0,4970,65,"",0,8,0,0,0,12,0,1,"",1,[],4833,0,0,0,12,0,0,"",0,[],0,1
184,131,0,0,0,12,0,4964,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
185,132,0,0,0,12,0,4963,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
186,133,0,0,0,12,0,4966,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
187,134,0,0,0,12,0,4242,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
188,135,0,0,0,12,0,4243,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
189,136,0,0,0,12,0,4244,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
190,137,0,0,0,12,0,4957,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
191,138,0,0,0,12,0,4958,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
192,139,0,0,0,12,0,2150,86,3,0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,695,0,[],0,""
193,140,0,0,0,12,0,4965,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
194,141,0,0,0,12,0,3772,1,"",0,8,0,0,0,12,0,1,"","",[],4833,0,0,0,12,0,0,"",0,[],0,""
