"rownum","WordsKey","ItemVisualIdentityKey","UniqueStashTypesKey","i32_48","i32_52","OverrideWidth","OverrideHeight","ShowIfEmptyChallengeLeague","ShowIfEmptyStandard","RenamedVersion","BaseVersion","IsAlternateArt"
89,1121,15423,13,24,0,0,0,1,1,"","",""
90,1571,15427,13,26,0,0,0,1,1,"","",""
91,89,15428,13,28,0,0,0,1,1,"","",""
92,1577,15429,13,30,0,0,0,1,1,"","",""
93,1619,15431,13,32,0,0,0,1,1,"","",""
94,1374,15434,13,34,0,0,0,1,1,"","",""
95,340,15435,13,36,0,0,0,1,1,"","",""
96,1567,15436,13,38,0,0,0,1,1,"","",""
97,1548,15441,13,40,0,0,0,1,1,"","",""
98,1508,15442,13,42,0,0,0,1,1,"","",""
99,1534,15447,14,0,0,0,0,1,1,"","",""
100,1538,15448,14,2,0,0,0,1,1,"","",""
101,843,15449,14,4,0,0,0,1,1,"","",""
102,1549,15450,14,6,0,0,0,1,1,"","",""
103,1666,15451,14,8,0,0,0,1,1,"","",""
104,1537,15456,14,10,0,0,0,1,1,"","",""
105,1541,15457,14,12,0,0,0,1,1,"","",""
106,1511,15458,14,14,0,0,0,"","","","",""
107,1561,15459,14,16,0,0,0,1,1,"","",""
108,1592,15464,14,18,0,0,0,1,1,"","",""
109,82,15465,14,20,0,0,0,1,1,"","",""
110,126,15466,14,22,0,0,0,1,1,"","",""
111,77,15467,14,24,0,0,0,1,1,"","",""
112,85,15468,14,26,0,0,0,1,1,"","",""
113,1496,15472,14,28,0,0,0,1,1,"","",""
114,183,15473,14,30,0,0,0,1,1,"","",""
115,1627,15474,14,32,0,0,0,1,1,"","",""
116,81,15479,14,34,0,0,0,1,1,"","",""
117,320,15486,14,36,0,0,0,1,1,"","",""
118,1642,15487,14,38,0,0,0,1,1,"","",""
119,1528,15491,17,0,0,0,0,1,1,"","",""
120,1593,15492,17,2,0,0,0,1,1,"","",""
121,1495,15493,17,4,0,0,0,1,1,"","",""
122,1597,15495,17,6,0,0,0,"","","","",""
123,749,15496,17,8,0,0,0,1,1,"","",""
124,849,15498,17,10,0,0,0,1,1,"","",""
125,1595,15505,17,12,0,0,0,1,1,"","",""
126,1599,15506,17,14,0,0,0,"","","","",""
127,1607,15508,17,16,0,0,0,1,1,"","",""
128,1501,15521,17,18,0,0,0,1,1,"","",""
129,1481,15522,17,20,0,0,0,1,1,"","",""
130,110,15523,17,22,0,0,0,1,1,"","",""
131,1598,15524,17,24,0,0,0,1,1,"","",""
132,178,15526,17,26,0,0,0,1,1,"","",""
133,1489,15546,28,0,0,0,0,1,1,"","",""
134,1616,15547,28,2,0,0,0,1,1,"","",""
135,1640,15549,28,4,0,0,0,1,1,"","",""
136,1491,15550,28,6,0,0,0,1,1,"","",""
137,1641,15551,28,8,0,0,0,1,1,"","",""
138,367,15559,11,0,0,0,0,1,1,"","",""
139,57,15560,11,2,0,0,0,1,1,"","",""
140,1692,15584,1,0,0,0,0,1,1,"","",""
141,1682,15585,1,1,0,0,0,1,1,"","",""
142,1683,15586,1,2,0,0,0,1,1,"","",""
143,428,15587,1,3,0,0,0,1,1,"","",""
144,1691,15588,1,4,0,0,0,1,1,"","",""
145,117,15589,1,5,0,0,0,1,1,"","",""
146,1684,15590,1,6,0,0,0,1,1,"","",""
147,1637,15591,1,7,0,0,0,1,1,"","",""
148,1685,15593,1,8,0,0,0,1,1,"","",""
149,1686,15595,1,9,0,0,0,1,1,"","",""
150,246,15596,1,10,0,0,0,1,1,"","",""
151,95,15598,1,11,0,0,0,1,1,"","",""
152,1687,15599,1,12,0,0,0,1,1,"","",""
153,1688,15600,1,13,0,0,0,1,1,"","",""
154,1689,15601,1,14,0,0,0,1,1,"","",""
155,62,15602,1,15,0,0,0,1,1,"","",""
156,1690,15603,1,16,0,0,0,1,1,"","",""
157,36,15607,2,0,0,0,0,1,1,"","",""
158,1668,15611,2,1,0,0,0,1,1,"","",""
159,54,15612,2,2,0,0,0,1,1,"","",""
160,1669,15613,2,3,0,0,0,1,1,"","",""
161,1651,15614,2,4,0,0,0,1,1,"","",""
162,1670,15615,2,5,0,0,0,1,1,"","",""
163,1671,15617,2,6,0,0,0,1,1,"","",""
164,56,15618,2,7,0,0,0,1,1,"","",""
165,1672,15619,2,8,0,0,0,1,1,"","",""
166,1673,15620,2,9,0,0,0,1,1,"","",""
167,1674,15621,2,10,0,0,0,1,1,"","",""
168,551,15622,2,11,0,0,0,1,1,"","",""
169,287,15623,2,12,0,0,0,1,1,"","",""
170,1326,15624,2,13,0,0,0,1,1,"","",""
171,1458,15625,2,14,0,0,0,1,1,"","",""
172,238,15627,2,15,0,0,0,1,1,"","",""
173,201,15628,2,16,0,0,0,1,1,"","",""
174,462,15630,2,17,0,0,0,1,1,"","",""
175,799,15631,2,18,0,0,0,1,1,"","",""
176,1636,15637,2,19,0,0,0,1,1,"","",""
177,39,15638,2,20,0,0,0,1,1,"","",""
178,461,15639,2,21,0,0,0,1,1,"","",""
179,1433,15641,2,22,0,0,0,1,1,"","",""
180,99,15648,12,0,0,0,0,1,1,"","",""
181,1617,15649,12,2,0,0,0,1,1,"","",""
182,1624,15650,12,4,0,0,0,1,1,"","",""
183,1625,15652,12,6,0,0,0,1,1,"","",""
184,1587,15653,12,8,0,0,0,1,1,"","",""
185,862,15655,12,10,0,0,0,1,1,"","",""
186,1488,15656,12,12,0,0,0,"","","","",""
187,916,15659,12,14,0,0,0,1,1,"","",""
188,1103,15660,12,16,0,0,0,1,1,"","",""
189,303,15665,12,18,0,0,0,1,1,"","",""
190,1643,15668,12,20,0,0,0,1,1,"","",""
191,1601,15750,8,0,0,0,0,1,1,"","",""
192,1602,15751,8,2,0,0,0,"","","","",""
193,688,15752,8,4,0,0,0,1,1,"","",""
194,1660,15753,8,6,0,0,0,1,1,"","",""
195,1626,15755,8,8,0,0,0,1,1,"","",""
196,1608,15768,8,10,0,0,0,1,1,"","",""
197,50,15769,8,12,0,0,0,1,1,"","",""
198,1634,15770,8,14,0,0,0,1,1,"","",""
199,794,15771,8,16,0,0,0,1,1,"","",""
200,174,15774,8,18,0,0,0,1,1,"","",""
201,267,15775,8,20,0,0,0,1,1,"","",""
202,419,15840,32,0,0,0,0,1,1,"","",""
203,184,15841,32,2,0,0,0,1,1,"","",""
204,1603,15842,32,4,0,0,0,1,1,"","",""
205,1652,15844,32,6,0,0,0,1,1,"","",""
206,1679,15845,32,8,0,0,0,1,1,"","",""
207,1655,15877,5,0,0,0,0,1,1,"","",""
208,318,15878,5,1,0,0,0,1,1,"","",""
209,1657,15880,5,2,0,0,0,1,1,"","",""
210,1621,15892,10,0,0,0,0,1,1,"","",""
211,149,15893,10,2,0,0,0,1,1,"","",""
212,1664,15894,10,4,0,0,0,1,1,"","",""
213,49,15896,10,6,0,0,0,1,1,"","",""
214,1466,15910,9,0,0,0,0,1,1,"","",""
215,130,15911,9,2,0,0,0,1,1,"","",""
216,1613,15913,9,4,0,0,0,1,1,"","",""
217,48,15915,9,6,0,0,0,1,1,"","",""
218,1658,15928,26,0,0,0,0,1,1,"","",""
219,1654,15929,26,2,0,0,0,1,1,"","",""
220,1493,15946,29,0,0,0,0,1,1,"","",""
221,1609,15949,29,2,0,0,0,1,1,"","",""
222,1503,15951,29,4,0,0,0,1,1,"","",""
223,1505,15952,29,6,0,0,0,1,1,"","",""
224,1504,15953,29,8,0,0,0,1,1,"","",""
225,1578,16004,15,84,0,0,0,1,1,"","",""
226,1579,16005,16,70,0,0,0,1,1,"","",""
227,1580,16006,13,44,0,0,0,1,1,"","",""
228,1582,16007,14,40,0,0,0,1,1,"","",""
229,1581,16008,29,10,0,0,0,1,1,"","",""
230,1583,16009,15,86,0,0,0,1,1,"","",""
231,1450,16010,16,72,0,0,0,1,1,"","",""
232,1695,16011,13,46,0,0,0,1,1,"","",""
233,1696,16012,2,23,0,0,0,1,1,"","",""
234,1697,16013,2,24,0,0,0,1,1,"","",""
235,1698,16014,2,25,0,0,0,1,1,"","",""
236,1351,16015,16,74,0,0,0,1,1,"","",""
237,1694,16016,12,22,0,0,0,1,1,"","",""
238,1347,16017,17,28,0,0,0,1,1,"","",""
239,1348,16018,13,48,0,0,0,1,1,"","",""
240,1699,16019,17,30,0,0,0,1,1,"","",""
241,1700,16020,16,76,0,0,0,1,1,"","",""
242,1370,16021,0,0,0,0,0,1,1,"","",""
243,1701,16022,8,22,0,0,0,1,1,"","",""
244,1251,16023,16,78,0,0,0,1,1,"","",""
245,1250,16024,15,88,0,0,0,1,1,"","",""
246,1704,16025,0,1,0,0,0,1,1,"","",""
247,1705,16026,32,10,0,0,0,1,1,"","",""
248,1702,16028,10,8,0,0,0,1,1,"","",""
249,1767,16029,14,42,0,0,0,1,1,"","",""
250,1768,16030,12,24,0,0,0,1,1,"","",""
251,1703,16031,15,90,0,0,0,1,1,"","",""
252,852,16032,15,92,0,0,0,1,1,"","",""
253,838,16033,13,50,0,0,0,1,1,"","",""
254,1706,16034,11,4,0,0,0,1,1,"","",""
255,828,16035,1,17,0,0,0,1,1,"","",""
256,842,16036,1,18,0,0,0,1,1,"","",""
257,836,16037,1,19,0,0,0,1,1,"","",""
258,732,16043,19,0,0,0,0,1,1,"","",""
259,732,16044,19,1,0,0,0,1,1,"","",""
260,732,16045,19,2,0,0,0,1,1,"","",""
261,1262,16046,19,3,0,0,0,1,1,"","",""
262,1765,16047,19,4,0,0,0,1,1,"","",""
263,1770,16048,19,5,0,0,0,1,1,"","",""
264,1771,16049,19,6,0,0,0,1,1,"","",""
265,1769,16050,19,7,0,0,0,1,1,"","",""
266,1693,16051,19,8,0,0,0,1,1,"","",""
267,1766,16052,19,9,0,0,0,1,1,"","",""
268,1772,16027,1,20,0,0,0,1,1,"","",""
269,35,15592,1,21,0,0,0,1,1,"","",""
270,1001,15597,1,22,0,0,0,1,1,"","",""
271,1202,15609,2,26,0,0,0,1,1,"","",""
272,1203,15608,2,27,0,0,0,1,1,"","",""
273,1667,15610,2,28,0,0,0,1,1,"","",""
274,1675,15626,2,29,0,0,0,1,1,"","",""
275,1676,15629,2,30,0,0,0,1,1,"","",""
276,237,15632,2,31,0,0,0,1,1,"","",""
277,1648,15657,12,26,0,0,0,1,1,"","",""
278,1646,15662,12,28,0,0,0,1,1,"","",""
279,1644,15664,12,30,0,0,0,1,1,"","",""
280,1525,15263,15,94,0,0,0,1,1,"","",""
281,186,15314,15,96,0,0,0,1,1,"","",""
282,1547,15330,15,98,0,0,0,1,1,"","",""
283,924,15270,15,100,0,0,0,1,1,"","",""
284,1707,15299,15,102,0,0,0,"","","","",""
285,820,15301,15,104,0,0,0,1,1,"","",""
286,1586,15316,15,106,0,0,0,1,1,"","",""
287,1573,15315,15,108,0,0,0,1,1,"","",""
288,1631,15284,15,110,0,0,0,1,1,"","",""
289,1720,15320,15,112,0,0,0,1,1,"","",""
290,305,15288,15,114,0,0,0,1,1,"","",""
291,63,15274,15,116,0,0,0,1,1,"","",""
292,182,15339,15,118,0,0,0,1,1,"","",""
293,1572,15297,15,120,0,0,0,1,1,"","",""
294,1721,15289,15,122,0,0,0,1,1,"","",""
295,362,15287,15,124,0,0,0,1,1,"","",""
296,1556,15390,16,80,0,0,0,"","","","",""
297,444,15372,16,82,0,0,0,1,1,"","",""
298,1615,15359,16,84,0,0,0,1,1,"","",""
299,252,15371,16,86,0,0,0,1,1,"","",""
300,1462,15349,16,88,0,0,0,1,1,"","",""
301,172,15360,16,90,0,0,0,1,1,"","",""
302,68,15361,16,92,0,0,0,1,1,"","",""
303,1020,15375,16,94,0,0,0,1,1,"","",""
304,213,15382,16,96,0,0,0,1,1,"","",""
305,1570,15405,13,52,0,0,0,1,1,"","",""
306,1557,15424,13,54,0,0,0,1,1,"","",""
307,1722,15437,13,56,0,0,0,1,1,"","",""
308,1628,15430,13,58,0,0,0,1,1,"","",""
309,477,15408,13,60,0,0,0,1,1,"","",""
310,145,15445,13,62,0,0,0,1,1,"","",""
311,1729,15425,13,64,0,0,0,1,1,"","",""
312,1650,15548,28,10,0,0,0,1,1,"","",""
313,1087,15552,28,12,0,0,0,1,1,"","",""
314,101,15553,28,14,0,0,0,1,1,"","",""
315,114,15525,17,32,0,0,0,1,1,"","",""
316,1604,15494,17,34,0,0,0,1,1,"","",""
317,581,15497,17,36,0,0,0,1,1,"","",""
318,167,15503,17,38,0,0,0,1,1,"","",""
319,1600,15532,17,40,0,0,0,1,1,"","",""
320,1632,15533,17,42,0,0,0,1,1,"","",""
321,1610,15534,17,44,0,0,0,1,1,"","",""
322,1596,15535,17,46,0,0,0,1,1,"","",""
323,1611,15537,17,48,0,0,0,1,1,"","",""
324,1590,15542,17,50,0,0,0,1,1,"","",""
325,1591,15543,17,52,0,0,0,1,1,"","",""
326,464,15897,10,10,0,0,0,1,1,"","",""
327,1659,15876,5,3,0,0,0,1,1,"","",""
328,1737,15882,5,4,0,0,0,1,1,"","",""
329,1661,15754,8,24,0,0,0,1,1,"","",""
330,1010,15756,8,26,0,0,0,1,1,"","",""
331,341,15762,8,28,0,0,0,1,1,"","",""
332,1653,15772,8,30,0,0,0,1,1,"","",""
333,1605,15773,8,32,0,0,0,1,1,"","",""
334,902,15776,8,34,0,0,0,1,1,"","",""
335,1708,15780,8,36,0,0,0,1,1,"","",""
336,1498,15786,30,0,0,0,0,1,1,"","",""
337,1717,15787,30,1,0,0,0,1,1,"","",""
338,1710,15788,30,2,0,0,0,1,1,"","",""
339,1494,15789,30,3,0,0,0,1,1,"","",""
340,1479,15790,30,4,0,0,0,1,1,"","",""
341,1513,15791,30,5,0,0,0,1,1,"","",""
342,1713,15792,30,6,0,0,0,1,1,"","",""
343,1711,15798,30,7,0,0,0,1,1,"","",""
344,370,15914,9,8,0,0,0,1,1,"","",""
345,276,15916,9,10,0,0,0,1,1,"","",""
346,797,15917,9,12,0,0,0,1,1,"","",""
347,1719,15561,11,6,0,0,0,1,1,"","",""
348,351,15563,11,8,0,0,0,1,1,"","",""
349,1781,15999,25,0,0,0,0,1,1,"","",""
350,1792,16000,25,1,0,0,0,1,1,"","",""
351,1793,16001,25,2,0,0,0,1,1,"","",""
352,1797,15997,25,3,0,0,0,1,1,"","",""
353,1782,15998,25,4,0,0,0,1,1,"","",""
354,1795,15992,25,5,0,0,0,1,1,"","",""
355,1790,15993,25,6,0,0,0,1,1,"","",""
356,1791,15994,25,7,0,0,0,1,1,"","",""
357,1778,15995,25,8,0,0,0,1,1,"","",""
358,1796,15996,25,9,0,0,0,1,1,"","",""
359,1794,16002,25,10,0,0,0,1,1,"","",""
360,1787,16039,25,11,0,0,0,1,1,"","",""
361,1739,16040,12,32,0,0,0,1,1,"","",""
362,1740,16041,2,32,0,0,0,1,1,"","",""
363,1741,16042,13,66,0,0,0,1,1,"","",""
364,1502,15951,29,12,0,0,0,1,1,"","",""
365,1502,15952,29,14,0,0,0,"","","","",""
366,1502,15953,29,16,0,0,0,"","","","",""
367,1725,15940,26,4,0,0,0,1,1,"","",""
368,3034,15566,11,10,0,0,0,1,1,"","",""
369,1718,15564,11,12,0,0,0,1,1,"","",""
370,1681,15358,16,98,0,0,0,1,1,"","",""
371,1712,15879,5,5,0,0,0,1,1,"","",""
372,482,15905,10,12,0,0,0,1,1,"","",""
373,40,15922,9,14,0,0,0,1,1,"","",""
374,1506,15954,29,18,0,0,0,1,1,"","",""
375,734,15401,16,100,0,0,0,1,1,"","",""
376,288,15298,15,126,0,0,0,1,1,"","",""
377,756,15337,15,128,0,0,0,1,1,"","",""
378,193,15446,13,68,0,0,0,1,1,"","",""
379,1588,15475,14,44,0,0,0,1,1,"","",""
380,102,15536,17,54,0,0,0,1,1,"","",""
381,735,15604,1,23,0,0,0,1,1,"","",""
382,673,15651,12,34,0,0,0,1,1,"","",""
383,1004,15670,12,36,0,0,0,1,1,"","",""
384,297,15673,0,2,0,0,0,1,1,"","",""
385,116,15777,8,38,0,0,0,1,1,"","",""
386,1357,15904,10,14,0,0,0,1,1,"","",""
387,1635,15918,9,16,0,0,0,1,1,"","",""
388,1726,15932,26,6,0,0,0,1,1,"","",""
389,3044,16053,19,10,0,0,0,1,1,"","",""
390,3047,16054,19,11,0,0,0,1,1,"","",""
391,3035,15642,2,33,0,0,0,1,1,"","",""
392,299,15675,0,3,0,0,0,1,1,"","",""
393,1353,15908,10,16,0,0,0,1,1,"","",""
394,1749,15976,33,0,0,0,0,1,1,"","",""
395,1756,15983,33,2,0,0,0,1,1,"","",""
396,359,15340,15,130,0,0,0,1,1,"","",""
397,354,15463,14,46,0,0,0,1,1,"","",""
398,350,15570,11,14,0,0,0,1,1,"","",""
399,1354,15799,30,8,0,0,0,1,1,"","",""
400,1752,15979,33,4,0,0,0,1,1,"","",""
401,1762,15989,33,6,0,0,0,1,1,"","",""
402,3048,16055,19,12,0,0,0,1,1,"","",""
403,3035,15643,2,34,0,0,0,1,1,"","",""
404,3035,15644,2,35,0,0,0,1,1,"","",""
405,3035,15645,2,36,0,0,0,1,1,"","",""
406,3035,15646,2,37,0,0,0,1,1,"","",""
407,64,15275,15,132,0,0,0,1,1,"","",""
408,1521,15304,15,134,0,0,0,1,1,"","",""
409,699,15319,15,136,0,0,0,1,1,"","",""
410,1044,15322,15,138,0,0,0,1,"","","",""
411,1225,15323,15,140,0,0,0,1,"","","",""
412,1226,15324,15,142,0,0,0,1,1,"","",""
413,757,15338,15,144,0,0,0,1,1,"","",""
414,1398,15384,16,102,0,0,0,1,1,"","",""
415,1630,15393,16,104,0,0,0,1,1,"","",""
416,120,15402,13,70,0,0,0,1,1,"","",""
417,1269,15418,13,72,0,0,0,1,1,"","",""
418,1734,15484,14,48,0,0,0,1,1,"","",""
419,168,15504,17,56,0,0,0,1,1,"","",""
420,1321,15516,17,58,0,0,0,1,"","","",""
421,736,15605,1,24,0,0,0,1,"","","",""
422,737,15606,1,25,0,0,0,1,1,"","",""
423,294,15633,2,38,0,0,0,1,1,"","",""
424,293,15634,2,39,0,0,0,1,1,"","",""
425,295,15635,2,40,0,0,0,1,1,"","",""
426,296,15636,2,41,0,0,0,1,1,"","",""
427,3036,15647,2,42,0,0,0,1,1,"","",""
428,1645,15666,12,38,0,0,0,1,1,"","",""
429,298,15674,0,4,0,0,0,1,1,"","",""
430,300,15676,0,5,0,0,0,1,"","","",""
431,445,15758,8,40,0,0,0,1,1,"","",""
432,1801,15763,8,42,0,0,0,1,1,"","",""
433,3045,15764,8,44,0,0,0,1,"","","",""
434,1799,15781,8,46,0,0,0,1,"","","",""
435,1798,15800,30,9,0,0,0,1,1,"","",""
436,3033,15853,32,12,0,0,0,1,"","","",""
437,694,15890,5,6,0,0,0,1,1,"","",""
438,695,15891,5,7,0,0,0,1,"","","",""
439,1356,15909,10,18,0,0,0,1,1,"","",""
440,1663,15912,9,18,0,0,0,1,1,"","",""
441,1800,15923,9,20,0,0,0,1,1,"","",""
442,3243,15941,26,8,0,0,0,1,1,"","",""
443,1507,15962,29,20,0,0,0,1,1,"","",""
444,1751,15977,33,8,0,0,0,1,1,"","",""
445,1758,15985,33,10,0,0,0,1,1,"","",""
446,1263,16056,19,13,0,0,0,1,1,"","",""
447,1261,16057,19,14,0,0,0,1,1,"","",""
448,1376,15671,12,40,0,0,0,1,1,"","",""
