"rownum","Id","MiscAnimated","Particles","i32_40","i32_44","[string]_48","[string]_64","EffectPack","bool_96","bool_97"
128,"SandBlood_PIERCE",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_P.pet""]",1,4,[],[],"","",""
129,"SandBlood_SLASH",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_S.pet""]",1,4,[],[],"","",""
130,"WaterBlood_BLUNT",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/WATER_B.pet""]",1,4,[],[],"","",""
131,"WaterBlood_PIERCE",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/WATER_P.pet""]",1,4,[],[],"","",""
132,"WaterBlood_SLASH",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/WATER_S.pet""]",1,4,[],[],"","",""
133,"LavaBlood_BLUNT",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/LAVA_B.pet""]",1,4,[],[],"","",""
134,"LavaBlood_PIERCE",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/LAVA_P.pet""]",1,4,[],[],"","",""
135,"LavaBlood_SLASH",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/LAVA_S.pet""]",1,4,[],[],"","",""
136,"DemonicBlood_BLUNT",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_B.pet""]",1,4,[],[],"","",""
137,"DemonicBlood_PIERCE",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_P.pet""]",1,4,[],[],"","",""
138,"DemonicBlood_SLASH",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_S.pet""]",1,4,[],[],"","",""
139,"BlueBlood_BLUNT",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_B.pet""]",1,4,[],[],"","",""
140,"BlueBlood_PIERCE",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_P.pet""]",1,4,[],[],"","",""
141,"BlueBlood_SLASH",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_S.pet""]",1,4,[],[],"","",""
142,"GreenBlood_BLUNT",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_B.pet""]",1,4,[],[],"","",""
143,"GreenBlood_PIERCE",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_P.pet""]",1,4,[],[],"","",""
144,"GreenBlood_SLASH",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_S.pet""]",1,4,[],[],"","",""
145,"VioletBlood_BLUNT",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_B.pet""]",1,4,[],[],"","",""
146,"VioletBlood_PIERCE",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_P.pet""]",1,4,[],[],"","",""
147,"VioletBlood_SLASH",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_S.pet""]",1,4,[],[],"","",""
148,"MaggotBlood_BLUNT",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_B.pet""]",1,4,[],[],"","",""
149,"MaggotBlood_PIERCE",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_P.pet""]",1,4,[],[],"","",""
150,"MaggotBlood_SLASH",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_S.pet""]",1,4,[],[],"","",""
151,"GlobalSandBlood_BLUNT",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_B.pet""]",1,4,[],[],"","",""
152,"GlobalSandBlood_PIERCE",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_P.pet""]",1,4,[],[],"","",""
153,"GlobalSandBlood_SLASH",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_S.pet""]",1,4,[],[],"","",""
154,"GlobalDustBlood_BLUNT",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_B.pet""]",1,4,[],[],"","",""
155,"GlobalDustBlood_PIERCE",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_P.pet""]",1,4,[],[],"","",""
156,"GlobalDustBlood_SLASH",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_S.pet""]",1,4,[],[],"","",""
157,"EffigyWood_BLUNT",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_B.pet""]",1,4,[],[],"","",""
158,"EffigyWood_PIERCE",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_P.pet""]",1,4,[],[],"","",""
159,"EffigyWood_SLASH",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/BLOOD_S.pet""]",1,4,[],[],"","",""
160,"Debris_WOOD",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/00_null.pet""]",1,0,[],[],"","",""
161,"Debris_ROCK",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/00_null.pet""]",1,0,[],[],"","",""
162,"Debris_GIBS",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/00_null.pet""]",1,0,[],[],"","",""
163,"Debris_MAGGOT",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/00_null.pet""]",1,0,[],[],"","",""
164,"Debris_METAL",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/00_null.pet""]",1,0,[],[],"","",""
165,"DefaultPhys_BLUNT",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/PHYS_blunt.pet""]",1,4,[],[],"","",""
166,"DefaultPhys_PIERCE",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/PHYS_pierce.pet""]",1,4,[],[],"","",""
167,"DefaultPhys_SLASH",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/PHYS_slash.pet""]",1,4,[],[],"","",""
168,"DefaultCold_BLUNT",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/COLD_blunt.pet""]",1,4,[],[],"","",""
169,"DefaultCold_PIERCE",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/COLD_pierce.pet""]",1,4,[],[],"","",""
170,"DefaultCold_SLASH",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/COLD_slash.pet""]",1,4,[],[],"","",""
171,"DefaultFire_BLUNT",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/FIRE_blunt.pet""]",1,4,[],[],"","",""
172,"DefaultFire_PIERCE",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/FIRE_pierce.pet""]",1,4,[],[],"","",""
173,"DefaultFire_SLASH",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/FIRE_slash.pet""]",1,4,[],[],"","",""
174,"Holy_BLUNT",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/00_null.pet""]",1,5,[],[],"","",""
175,"Holy_PIERCE",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/00_null.pet""]",1,5,[],[],"","",""
176,"Holy_SLASH",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/00_null.pet""]",1,4,[],[],"","",""
177,"MeteorShowerFire_BLUNT",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/00_null.pet""]",1,5,[],[],"","",""
178,"MeteorShowerFire_PIERCE",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/00_null.pet""]",1,5,[],[],"","",""
179,"MeteorShowerFire_SLASH",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/00_null.pet""]",1,4,[],[],"","",""
180,"DefaultLightning_BLUNT",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/LIGHT_blunt.pet""]",1,4,[],[],"","",""
181,"DefaultLightning_PIERCE",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/LIGHT_pierce.pet""]",1,4,[],[],"","",""
182,"DefaultLightning_SLASH",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/LIGHT_slash.pet""]",1,4,[],[],"","",""
183,"DefaultChaos_BLUNT",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/CHAOS_blunt.pet""]",1,4,[],[],"","",""
184,"DefaultChaos_PIERCE",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/CHAOS_pierce.pet""]",1,4,[],[],"","",""
185,"DefaultChaos_SLASH",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/CHAOS_slash.pet""]",1,4,[],[],"","",""
186,"GreenChaos_BLUNT",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/POISON_blunt.pet""]",1,4,[],[],"","",""
187,"GreenChaos_PIERCE",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/POISON_pierce.pet""]",1,4,[],[],"","",""
188,"GreenChaos_SLASH",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/POISON_slash.pet""]",1,4,[],[],"","",""
189,"DefaultColdAddon",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/hitAddons/COLD_add.pet""]",1,4,[],[],"","",""
190,"DefaultFireAddon",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/hitAddons/FIRE_add.pet""]",1,4,[],[],"","",""
191,"DefaultLightningAddon",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/hitAddons/LIGHT_add.pet""]",1,4,[],[],"","",""
192,"DefaultChaosAddon",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/hitAddons/CHAOS_add.pet""]",1,4,[],[],"","",""
193,"GreenChaosAddon",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/hitAddons/CHAOS_add.pet""]",1,4,[],[],"","",""
194,"BloodBoilEffect",[],[],1,0,[],[],528,"",""
195,"MtxMagmaBlood",[],"[""Metadata/Effects/Microtransactions/BodyArmours/DarkKing/fx/molten_blood/blood_impact_player.pet""]",1,0,[],[],"","",""
196,"MtxMagmaBloodCrit",[],"[""Metadata/Effects/Microtransactions/BodyArmours/DarkKing/fx/molten_blood/critical_strikes_player.pet""]",1,0,[],[],"","",""
197,"MtxCordycepBowHit",[7662],[],1,3,[],[],"","",""
198,"VaalSunApparitionLaserImpact",[7258],[],1,1,[],"[""frameupper""]","","",""
199,"VaalCycloneConstructSpinImpact",[7257],[],1,0,[],[],"","",""
200,"ScarecrowCrowBloodwings",[5575],[],1,5,[],[],"","",""
201,"BaronBossSwordImpale",[7782],[],1,5,[],[],"","",""
202,"SparkHitEffect",[],[],1,0,[],[],659,"",""
203,"GemlingArcherBossSnipePierce",[7888],[],1,1,[],[],"","",""
204,"GemlingArcherBossNormalShotPierceImpact",[7889],[],1,0,[],[],"","",""
205,"WindPhys_BLUNT",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/PHYS_blunt.pet""]",1,4,[],[],"","",""
206,"WindPhys_PIERCE",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/PHYS_pierce.pet""]",1,4,[],[],"","",""
207,"WindPhys_SLASH",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/PHYS_slash.pet""]",1,4,[],[],"","",""
208,"ArcHitEffect",[2140],[],1,0,[],[],142,"",""
209,"BurstShotImpact",[],"[""Metadata/Effects/Spells/crossbow_basic/pet/burst_impact.pet""]",1,4,[],[],"","",""
210,"BurstShotImpactPiercing",[],"[""Metadata/Effects/Spells/crossbow_armour_piercing/pet/burst_impact.pet""]",1,4,[],[],"","",""
211,"BurstShotImpactFire",[],"[""Metadata/Effects/Spells/crossbow_incendiary/pet/impact_BURST.pet""]",1,4,[],[],"","",""
212,"BurstShotImpactLightning",[],"[""Metadata/Effects/Spells/crossbow_stormblast/pet/burst_impact.pet""]",1,4,[],[],"","",""
213,"BurstShotImpactIce",[],"[""Metadata/Effects/Spells/crossbow_permafrost/pet/impact_BURST.pet""]",1,4,[],[],"","",""
214,"PowerShotImpact",[],"[""Metadata/Effects/Spells/crossbow_basic/pet/power_impact.pet""]",1,4,[],[],"","",""
215,"PowerShotImpactPiercing",[],"[""Metadata/Effects/Spells/crossbow_armour_piercing/pet/power_impact.pet""]",1,4,[],[],"","",""
216,"PowerShotImpactFire",[],"[""Metadata/Effects/Spells/crossbow_basic/pet/burst_impact.pet""]",1,4,[],[],"","",""
217,"PowerShotImpactLightning",[],"[""Metadata/Effects/Spells/crossbow_stormblast/pet/power_impact.pet""]",1,4,[],[],"","",""
218,"PowerShotImpactIce",[],"[""Metadata/Effects/Spells/crossbow_basic/pet/burst_impact.pet""]",1,4,[],[],"","",""
219,"PowerShotPassThrough",[],"[""Metadata/Effects/Spells/crossbow_basic/pet/power_impact_pierce.pet""]",1,4,[],[],"","",""
220,"PowerShotPassThroughPiercing",[],"[""Metadata/Effects/Spells/crossbow_armour_piercing/pet/power_pierce.pet""]",1,4,[],[],"","",""
221,"RapidShotImpact",[],"[""Metadata/Effects/Spells/crossbow_basic/pet/rapid_impact.pet""]",1,4,[],[],"","",""
222,"RapidShotImpactPiercing",[],"[""Metadata/Effects/Spells/crossbow_armour_piercing/pet/rapid_impact.pet""]",1,4,[],[],"","",""
223,"RapidShotImpactFire",[],"[""Metadata/Effects/Spells/crossbow_incendiary/pet/impact_RAPID.pet""]",1,4,[],[],"","",""
224,"RapidShotImpactLightning",[],"[""Metadata/Effects/Spells/crossbow_stormblast/pet/rapid_impact.pet""]",1,4,[],[],"","",""
225,"RapidShotImpactIce",[],"[""Metadata/Effects/Spells/crossbow_permafrost/pet/impact_RAPID.pet""]",1,4,[],[],"","",""
226,"RapidShotPassThrough",[],"[""Metadata/Effects/Spells/crossbow_basic/pet/rapid_pierce.pet""]",1,4,[],[],"","",""
227,"RapidShotPassThroughPiercing",[],"[""Metadata/Effects/Spells/crossbow_armour_piercing/pet/rapid_pierce.pet""]",1,4,[],[],"","",""
228,"RapidShotPassThroughFire",[],"[""Metadata/Effects/Spells/crossbow_incendiary/pet/pierce_RAPID.pet""]",1,4,[],[],"","",""
229,"RapidShotPassThroughIce",[],"[""Metadata/Effects/Spells/crossbow_permafrost/pet/pierce_RAPID.pet""]",1,4,[],[],"","",""
230,"SkeletonSniperMinionImpact",[],"[""Metadata/Effects/Spells/undead_summon_skeletons/pet/skeleton_arrow_impact.pet""]",1,4,[],[],"","",""
231,"LightningArrowImpact",[],[],1,0,[],[],752,"",""
232,"LightningArrowImpactFaridun",[],[],1,0,[],[],961,"",""
233,"PerennialKingLightning_BLUNT",[],"[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/PerennialKing/pet/alt_hitfx/LIGHT_blunt.pet""]",1,4,[],[],"","",""
234,"PerennialKingLightning_PIERCE",[],"[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/PerennialKing/pet/alt_hitfx/LIGHT_pierce.pet""]",1,4,[],[],"","",""
235,"PerennialKingLightning_SLASH",[],"[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/PerennialKing/pet/alt_hitfx/LIGHT_slash.pet""]",1,4,[],[],"","",""
236,"MoltenBlastSecondaryImpact",[],"[""Metadata/Effects/Spells/warrior_molten_blast/pet/secondary_impact.pet""]",1,5,[],[],"","",""
237,"VerisiumMoltenBlastSecondaryImpact",[],"[""Metadata/Effects/Microtransactions/Misc/uniques/Himindrygr/MoltenBlast/fx/verisium_secondary_impact.pet""]",1,5,[],[],"","",""
