"rownum","rid_0","string_16"
30,161,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceSunkenRuins.tdt"
31,163,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceUtzaal.tdt"
32,165,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceUtzaal.tdt"
33,169,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceIsleOfKin.tdt"
34,170,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceIsleOfKin.tdt"
35,171,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceKedgeBay.tdt"
36,172,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceKedgeBay.tdt"
37,173,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceTropicalIsland.tdt"
38,174,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceSirenCave.tdt"
39,175,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceHallsOfTheDead.tdt"
40,178,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceUpperPrison.tdt"
41,179,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceLowerPrison.tdt"
42,181,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceShrikeIsland.tdt"
43,185,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceDigSite.tdt"
44,187,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceHallsOfTheDead.tdt"
45,188,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceHallsOfTheDead.tdt"
46,193,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceVillage.tdt"
47,194,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceWood.tdt"
48,195,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceWood.tdt"
49,197,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceUpperPrison.tdt"
50,200,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceMarakethKhari.tdt"
51,201,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceMarakethKhari.tdt"
52,204,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceMaraketh2.tdt"
53,205,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceMaraketh2.tdt"
54,208,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceVillage.tdt"
55,209,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceVillage.tdt"
56,214,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceVaalInterior.tdt"
57,222,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceWood.tdt"
58,225,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceMaraketh2.tdt"
59,226,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceMaraketh.tdt"
60,227,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceUpperPrison.tdt"
61,228,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
62,230,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceSandsweptMarsh.tdt"
63,231,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
64,232,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
65,233,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
66,235,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceWood.tdt"
67,236,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceCarverBog.tdt"
68,237,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceVillage.tdt"
69,239,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceMaraketh.tdt"
70,240,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceShrikeIsland.tdt"
71,241,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceGraveyard.tdt"
72,242,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
73,244,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
74,245,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceSunkenRuins.tdt"
75,246,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceSunkenRuins.tdt"
76,255,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceWood.tdt"
77,253,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
78,248,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceWood.tdt"
79,249,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceMaraketh2.tdt"
80,254,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceUtzaal.tdt"
81,229,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceMudBurrow.tdt"
82,224,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceTropicalIsland.tdt"
83,243,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
84,247,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
85,267,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
86,234,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceVaalInterior.tdt"
87,261,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceUpperPrison.tdt"
88,258,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceWood.tdt"
89,223,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
90,262,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceGrimTangle.tdt"
91,259,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
92,264,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceMaraketh.tdt"
93,250,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceVillage.tdt"
94,238,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
95,220,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
96,263,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
97,265,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
98,260,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceMaraketh.tdt"
99,257,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceSirenCave.tdt"
100,256,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceVaalInterior.tdt"
101,251,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
102,217,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceMaraketh.tdt"
103,218,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceJungleDepths.tdt"
104,219,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceSandsweptMarsh.tdt"
105,221,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceSunkenRuins.tdt"
106,268,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceVaalInterior.tdt"
107,269,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
108,270,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceVaalInterior.tdt"
109,271,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceVaalInterior.tdt"
110,272,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceMaraketh.tdt"
111,273,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceTwilightIsland.tdt"
112,278,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceTwilightIsland.tdt"
113,289,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
114,288,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceMudBurrow.tdt"
115,376,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceVaalInterior.tdt"
116,287,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceMaraketh2.tdt"
117,369,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
118,370,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceMaraketh2.tdt"
119,286,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceMaraketh.tdt"
120,371,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceVillage.tdt"
121,372,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceSirenCave.tdt"
122,373,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
123,374,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceDigSite.tdt"
124,375,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
125,282,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceJungleDepths.tdt"
126,293,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
127,281,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceSunkenRuins.tdt"
128,285,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceMaraketh2.tdt"
129,292,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBadlands.tdt"
130,279,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
131,295,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
132,296,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
133,283,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceIsleOfKin.tdt"
134,297,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceKedgeBay.tdt"
135,316,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceBase.tdt"
136,318,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceVaalInterior.tdt"
137,319,"Metadata/Terrain/Leagues/Incursion/Tiles/Features/Waygates/WaygateDeviceHallsOfTheDead.tdt"
