"rownum","Id","Projectile","Animation","ImpactAnimation","i32_52","bool_56","bool_57","bool_58","bool_59","i32_60","i32_64","i32_68","bool_72","i32_73","bool_77","bool_78","BounceAnimation","i32_95","f32_99","f32_103","f32_107","bool_111","ImpactAnimation2","string_128"
141,144,957,42,4500,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
142,145,960,31,"",0,"","","","",0,1,0,"",4,"","","",0,1,1,1,1,"",""
143,146,962,31,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
144,147,964,31,"",0,"","","","",0,20,0,"",4,"","","",0,1,1,1,1,"",""
145,148,970,31,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
146,149,972,31,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
147,150,959,31,4693,0,1,1,"","",0,15,50,"",4,"","","",0,1,1,1,1,"",""
148,151,975,31,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
149,152,982,31,4654,0,"","","","",0,15,300,"",4,"","","",0,1,1,1,1,"",""
150,153,985,31,"",0,"","","","",0,1,0,"",4,"","","",0,1,1,1,1,"",""
151,154,989,31,4737,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
152,155,993,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
153,156,1000,31,4689,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
154,157,990,31,4738,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
155,158,991,31,4739,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
156,159,992,31,4740,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
157,160,994,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
158,161,995,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
159,162,996,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
160,163,1012,31,4771,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
161,164,1014,31,4855,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
162,165,1015,31,4883,0,"","","","",0,11,0,"",4,"","","",0,1,1,1,1,"",""
163,166,1016,31,4884,0,"","","","",0,12,0,"",4,"","","",0,1,1,1,1,"",""
164,167,1021,35,4929,0,"","","","",0,26,67,"",4,"","","",0,1,1,1,1,"",""
165,168,1023,31,4934,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
166,169,1025,31,4935,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
167,170,1024,31,4940,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
168,171,1030,31,459,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
169,172,1031,31,4967,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
170,173,1034,42,5006,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
171,174,1047,31,1362,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
172,175,1062,35,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
173,176,1063,35,"",0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
174,177,1167,31,5687,0,1,"","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
175,178,1168,31,5688,0,1,"","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
176,179,1169,31,5689,0,1,"","","",0,13,0,"",4,"","","",0,1,1,1,1,"",""
177,180,1172,31,5708,0,1,"","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
178,181,693,31,5888,0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
179,182,694,31,"",0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
180,183,916,31,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
181,184,917,31,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
182,185,918,31,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
183,186,919,31,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
184,187,920,31,"",0,"",1,1,"",0,3,0,"",4,"","","",0,1,1,1,1,"",""
185,188,1211,31,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
186,189,1231,31,"",0,1,1,1,"",0,6,0,1,4,"","","",0,1,1,1,1,"",""
187,190,1247,31,6240,10,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
188,193,1250,31,6253,30,"",1,"","",0,6,0,"",4,"","","",0,1,1,1,1,"",""
189,196,1249,31,"",0,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
190,197,1267,31,6441,0,"","","","",0,11,0,"",4,"",1,6475,7,0.7,0.7,1.1,1,"",""
191,198,1269,31,6471,0,"","","","",0,10,30,"",4,"","","",0,1,1,1,1,"",""
192,199,1270,31,6474,0,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
193,200,1278,31,6573,0,"","","","",0,12,0,"",4,"","","",0,1,1,1,"","",""
194,201,1280,31,6596,0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
195,202,1289,31,527,0,"","","","",10,15,0,"",4,"","","",0,1,1,1,1,"",""
196,203,1268,31,7093,0,"","","","",0,15,-50,"",4,"",1,7719,7,0.7,1.4,1.4,1,"",""
197,204,1301,31,7084,10,"","",1,"",0,14,0,"",4,"","","",0,1,1,1,1,"",""
198,205,963,31,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
199,206,971,31,"",0,"",1,"","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
200,1000,1083,31,5318,0,"","","",1,0,15,0,"",4,"","","",0,1,1,1,1,"",""
201,1001,1084,32,5333,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
202,1002,1085,38,5348,0,"","","","",0,20,0,"",4,"","","",0,1,1,1,1,"",""
203,1003,1088,31,5343,0,"","","","",0,17,0,"",4,"","","",0,1,1,1,1,"",""
204,1004,1091,42,5348,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
205,1005,1095,42,5403,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
206,1006,1099,31,5399,0,"","",1,"",0,10,0,"",4,"","","",0,1,1,1,1,"",""
207,1007,1102,31,5343,0,"","","","",0,17,0,"",4,"","","",0,1,1,1,1,"",""
208,1008,1107,31,5399,0,"","",1,"",0,10,0,1,4,"","","",0,1,1,1,1,"",""
209,1009,1122,31,5343,0,"","","","",0,17,0,"",4,"","","",0,1,1,1,1,"",""
210,1010,1123,31,5343,0,"","","","",0,17,0,"",4,"","","",0,1,1,1,1,"",""
211,1011,1124,31,5343,0,"","","","",0,17,0,"",4,"","","",0,1,1,1,1,"",""
212,1012,1125,31,5483,0,"","","","",0,6,0,"",4,"","","",0,1,1,1,1,"",""
213,1013,1126,31,5484,0,"","","","",0,9,0,"",4,"","","",0,1,1,1,1,"",""
214,1014,1127,31,5485,0,"","","","",0,12,0,"",4,"","","",0,1,1,1,1,"",""
215,1015,1131,31,6759,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
216,1016,1154,35,5552,0,"","",1,"",0,15,50,"",4,"","","",0,1,1,1,"",5552,"aux_projectile"
217,1017,1133,32,"",0,1,"","","",0,20,0,"",4,"","","",0,1,1,1,1,"",""
218,1018,1137,31,"",0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
219,1019,1137,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
220,1020,1146,31,5520,0,1,"","","",0,4,100,"",4,"","","",0,1,1,1,1,"",""
221,1021,1153,35,5540,0,"","","","",0,8,50,"",4,"","","",0,1,1,1,1,"",""
222,1022,1157,31,5556,0,"",1,"","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
223,1024,1159,32,"",0,"","",1,"",0,10,-25,"",4,"","","",0,1,1,1,1,"",""
224,1025,99,31,"",0,1,1,1,"",0,3,-20,1,4,1,"","",0,1,1,1,1,"",""
225,1026,101,31,"",0,1,1,1,"",0,5,-20,1,4,1,"","",0,1,1,1,1,"",""
226,1027,1303,31,"",0,1,"","","",0,5,0,"",4,1,"","",0,1,1,1,1,"",""
227,1028,1304,31,"",0,1,1,1,"",0,10,15,"",4,1,"","",0,1,1,1,1,"",""
228,1029,1117,31,"",0,1,"","","",0,0,0,"",4,"","","",0,1,1,1,1,"",""
229,1032,1350,31,"",0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
230,1033,1348,31,"",0,"","",1,"",0,15,100,1,4,"","","",0,1,1,1,1,"",""
231,1034,1349,31,7138,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
232,1035,1351,31,"",0,1,1,1,"",0,15,0,"",4,"","","",0,1,1,1,1,"",""
233,1036,1352,31,7155,0,"","","","",0,6,100,"",4,"","","",0,1,1,1,1,"",""
234,1037,1357,31,"",20,"","","","",0,15,0,"",4,"",1,"",0,0.75,0.9,1.2,1,"",""
235,1038,1358,31,7181,0,"","",1,"",0,6,600,"",4,"",1,7180,6,0.9,0.9,0.9,1,"",""
236,1039,1360,31,7195,5,"","","","",0,15,0,"",4,"",1,"",0,0.75,0.75,1,1,"",""
237,1040,1361,31,7221,0,"","",1,"",0,10,0,"",4,"","","",0,1,1,1,1,7206,"aux_mortar_01"
238,1041,1363,31,7196,0,"","",1,"",0,8,0,"",4,"","","",0,1,1,1,1,7206,"aux_mortar_01"
239,1042,1364,31,7197,0,"","",1,"",0,15,0,"",4,"","","",0,1,1,1,1,"",""
240,1043,1365,31,7198,0,"","",1,"",0,15,0,"",4,"","","",0,1,1,1,1,"",""
241,1044,1366,31,7199,0,"","",1,"",0,15,0,"",4,"","","",0,1,1,1,1,"",""
242,1045,1369,31,7221,0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
243,1046,1371,31,7251,5,"","","","",0,15,0,"",4,"",1,"",0,0.75,0.75,1,1,"",""
244,1047,1372,31,7244,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
245,1048,1381,31,7241,25,"","",1,"",0,5,60,"",4,"","","",0,1,1,1,1,7253,"root"
246,1049,1382,31,7241,15,"","",1,"",0,10,0,"",4,"","","",0,1,1,1,1,"","root"
247,1053,1023,31,5712,0,"","","","",5,20,0,"",4,"","","",0,1,1,1,1,"",""
248,1054,1396,31,7261,0,"","",1,"",0,6,600,"",4,"",1,7262,6,0.9,0.9,0.9,1,"",""
249,1055,1401,31,7290,0,1,"",1,"",0,7,0,"",4,"","","",0,1,1,1,1,7297,"sceptremesh"
250,1056,1407,31,"",0,1,"","","",0,0,0,"",4,"","","",0,1,1,1,1,"",""
251,1057,1408,31,"",30,"","","","",0,0,0,"",4,1,1,"",0,0.5,0.6,1.5,1,"",""
252,1058,1397,31,7261,0,"","",1,"",0,6,600,"",4,"",1,7262,6,0.9,0.9,0.9,1,"",""
253,1059,1412,38,7328,10,"","","","",0,12,0,"",4,"","","",0,1,1,1,1,"",""
254,1060,1413,35,"",10,"","","","",0,12,0,"",4,"","","",0,1,1,1,1,"",""
255,1061,1414,31,"",10,"","","","",0,12,0,"",4,"","","",0,1,1,1,1,"",""
256,1062,1415,31,6474,0,"","","","",0,7,0,"",4,"","","",0,1,1,1,1,"",""
257,1063,1416,31,6596,0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
258,1064,1419,31,"",15,"","","","",0,0,0,"",4,"","","",0,1,1,1,1,"",""
259,1065,1421,31,"",10,"","","","",0,15,0,"",4,"",1,"",0,0.75,0.6,1.2,1,"",""
260,1066,1424,31,"",0,1,1,1,"",0,15,0,"",4,"","","",0,1,1,1,1,"",""
261,1067,1425,31,"",20,"","","","",0,15,0,"",4,"",1,"",0,0.75,0.9,1.2,1,"",""
262,1068,1427,31,"",25,"","","","",0,1,0,"",4,"","","",0,1,1,1,"","",""
263,1069,1430,31,7281,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
264,1070,1147,31,7370,20,1,"","","",0,4,80,"",4,"","","",0,1,1,1,"","",""
265,1071,1494,31,7415,0,"","","","",0,10,0,"",4,"",1,"",0,0.75,0.6,1.2,1,"",""
266,1072,1512,38,7805,0,"","","","",0,5,0,"",4,"","","",0,1,1,1,1,"",""
267,1073,1560,31,8070,10,"","","","",0,14,0,"",4,"","","",0,1,1,1,1,"",""
268,1074,1572,31,8157,25,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
269,1075,1615,31,8222,5,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
270,1076,1645,31,8316,0,"","","","",0,10,30,"",4,"","","",0,1,1,1,1,"",""
271,1077,1669,31,"",0,"","","","",0,8,0,"",4,"","","",0,1,1,1,1,"",""
272,1078,1670,31,"",0,1,"","","",0,5,0,"",4,1,"","",0,1,1,1,1,"",""
273,1079,1706,31,8524,0,"","","","",0,10,30,"",4,"","","",0,1,1,1,1,"",""
274,1080,1712,31,8573,0,1,1,"","",0,15,0,"",4,"","","",0,1,1,1,"","",""
275,1081,1155,35,5552,0,"","",1,"",0,15,50,"",4,"","","",0,1,1,1,"",5552,"aux_projectile"
276,1082,1305,31,"",0,1,1,1,"",0,10,15,"",4,1,"","",0,1,1,1,1,"",""
277,1083,1645,31,8316,0,"","","","",0,10,30,"",4,"","","",0,1,1,1,1,"",""
278,1084,1903,31,9661,0,"","","","",0,10,30,"",4,"","","",0,1,1,1,1,"",""
279,1085,1911,31,9746,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
280,1086,1936,31,9997,0,"","","","",0,10,0,"",4,"",1,9997,10,0.7,1,1,1,9997,"aux_projectile"
281,1087,1939,31,10011,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
282,1088,1945,31,10039,0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
283,1089,1939,31,10012,0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
284,1090,1978,31,"",0,"","","","",0,15,0,"",4,"","","",0,1,1,1,1,"",""
285,1091,1362,31,7222,0,"","",1,"",0,10,0,"",4,"","","",0,1,1,1,1,7206,"aux_mortar_01"
286,1092,2056,31,10989,0,"","","","",0,12,0,"",4,1,"","",0,1,1,1,1,"",""
287,1093,2054,31,"",0,"","","","",0,10,0,"",4,"","","",0,1,1,1,1,"",""
