"rownum","BaseItemType","CritChance","WeaponClass","Speed","DamageMin","DamageMax","RangeMax","ReloadTime"
199,2127,1000,13,690,41,76,13,0
200,2128,1000,13,690,41,76,13,0
201,2129,1000,13,690,41,76,13,0
202,2130,1000,13,690,41,76,13,0
203,2131,1000,13,690,40,74,13,0
204,2132,1000,13,690,41,76,13,0
205,2169,500,0,833,6,9,120,0
206,2170,500,0,800,7,14,120,0
207,2171,500,0,870,12,20,120,0
208,2172,500,0,909,15,31,120,0
209,2173,500,0,833,19,31,120,0
210,2174,500,0,870,19,35,120,0
211,2175,500,0,833,22,36,120,0
212,2176,500,0,833,31,47,120,0
213,2177,500,0,909,39,72,120,0
214,2178,500,0,833,38,57,120,0
215,2179,650,0,870,40,82,120,0
216,2180,500,0,833,42,63,120,0
217,2181,500,0,833,45,75,120,0
218,2182,500,12,625,7,12,120,800
219,2183,500,12,625,8,15,120,850
220,2184,500,12,645,11,26,120,750
221,2185,500,12,625,12,36,120,800
222,2186,500,12,625,9,37,120,1100
223,2187,500,12,588,12,50,120,700
224,2188,500,12,606,14,56,120,750
225,2189,500,12,625,18,72,120,800
226,2190,700,12,625,20,80,120,850
227,2191,500,12,606,21,84,120,850
228,2192,500,12,625,19,76,120,900
229,2193,700,12,645,25,99,120,850
230,2194,500,12,625,28,113,120,800
231,2719,500,3,690,44,74,13,0
232,2720,500,3,645,33,50,13,0
233,2721,700,3,690,35,47,13,0
234,2722,500,3,714,33,69,13,0
235,2723,750,3,714,46,96,13,0
236,2724,500,3,690,45,61,13,0
237,2725,500,3,714,49,60,13,0
238,2726,500,6,952,62,115,15,0
239,2727,500,6,952,75,102,15,0
240,2728,500,6,952,70,95,15,0
241,2729,500,6,833,59,123,15,0
242,2730,500,6,909,94,127,15,0
243,2731,800,6,909,92,112,15,0
244,2732,1000,10,714,35,72,14,0
245,2733,1200,10,714,42,71,14,0
246,2734,1000,10,714,14,55,14,0
247,2735,1000,10,667,39,82,14,0
248,2736,1000,10,714,45,94,14,0
249,2737,1000,10,714,52,86,14,0
250,2738,500,0,800,29,54,120,0
251,2739,500,0,870,35,53,120,0
252,2740,500,0,833,36,61,120,0
253,2741,500,0,870,32,60,120,0
254,2742,500,0,833,35,59,120,0
255,2743,500,0,833,46,69,120,0
256,2744,500,12,625,20,79,120,850
257,2745,500,12,645,22,89,120,750
258,2746,500,12,625,23,92,120,800
259,2747,500,12,625,20,82,120,1100
260,2748,500,12,606,23,90,120,750
261,2749,500,12,625,27,109,120,800
262,2750,500,11,625,33,44,15,0
263,2751,500,11,645,31,52,15,0
264,2752,500,11,625,32,53,15,0
265,2753,500,11,645,23,69,15,0
266,2754,600,11,667,33,61,15,0
267,2755,500,11,714,46,69,15,0
268,3559,500,3,645,45,67,13,0
269,3560,500,3,714,43,89,13,0
270,3561,500,3,690,71,118,13,0
271,3562,700,3,690,49,66,13,0
272,3563,500,3,714,60,73,13,0
273,3564,500,3,690,51,84,13,0
274,3565,500,3,690,46,76,13,0
275,3566,500,6,952,101,136,15,0
276,3567,500,6,833,76,158,15,0
277,3568,500,6,1000,105,196,15,0
278,3569,500,6,952,101,137,15,0
279,3570,800,6,909,104,127,15,0
280,3571,500,6,909,119,161,15,0
281,3572,500,6,909,113,153,15,0
282,3573,500,6,833,74,154,15,0
283,3574,500,6,1000,151,315,15,0
284,3575,500,6,833,74,154,15,0
285,3576,500,6,833,74,154,15,0
286,3577,500,6,833,148,308,15,0
287,3578,1200,10,714,55,91,14,0
288,3579,1000,10,667,50,103,14,0
289,3580,1000,10,714,53,111,14,0
290,3581,1000,10,714,24,97,14,0
291,3582,1000,10,714,58,97,14,0
292,3583,1000,10,714,65,108,14,0
293,3584,1000,10,769,59,122,14,0
294,3585,0,10,667,99,133,14,0
295,3586,1000,10,714,51,85,14,0
296,3587,1000,10,625,51,85,14,0
297,3588,1500,10,714,51,85,14,0
298,3589,1000,10,714,85,141,14,0
299,3590,500,0,800,41,76,120,0
300,3591,500,0,833,49,82,120,0
301,3592,500,0,870,53,88,120,0
302,3593,500,0,870,39,72,120,0
303,3594,500,0,833,47,79,120,0
304,3595,500,0,833,56,84,120,0
305,3596,500,0,909,62,115,120,0
306,3597,500,0,800,41,76,120,0
307,3598,500,12,645,30,119,120,750
308,3599,500,12,625,31,124,120,800
309,3600,500,12,625,32,127,120,850
310,3601,500,12,625,28,112,120,1100
311,3602,500,12,606,29,115,120,750
312,3603,500,12,625,33,132,120,800
313,3604,500,12,606,31,123,120,850
314,3605,500,12,714,58,134,120,0
315,3606,500,11,625,46,62,15,0
316,3607,500,11,588,35,65,15,0
317,3608,500,11,645,30,89,15,0
318,3609,500,11,645,47,79,15,0
319,3610,500,11,625,46,77,15,0
320,3611,500,11,714,56,84,15,0
321,3612,600,11,667,41,76,15,0
322,3613,500,11,645,38,79,15,0
323,3614,700,11,625,39,72,15,0
324,2224,800,14,800,9,15,12,0
325,2225,1100,14,800,12,20,12,0
326,2226,800,14,833,18,36,12,0
327,2227,800,14,800,20,34,12,0
328,2228,800,14,714,23,38,12,0
329,2229,900,14,769,31,46,12,0
330,2230,800,14,800,31,58,12,0
331,2231,800,14,800,43,71,12,0
332,2232,800,14,769,23,130,12,0
333,2233,500,14,909,71,107,12,0
334,2234,800,14,800,57,96,12,0
335,2235,700,14,690,45,83,12,0
336,2236,900,14,800,68,113,12,0
337,2756,900,14,769,52,78,12,0
338,2757,800,14,800,49,91,12,0
339,2758,800,14,800,62,103,12,0
340,3615,1100,14,800,60,99,12,0
341,3616,800,14,833,72,150,12,0
342,3617,800,14,800,70,116,12,0
343,3618,800,14,714,59,98,12,0
344,3619,900,14,769,63,94,12,0
345,3620,800,14,800,61,114,12,0
346,3621,800,14,800,67,112,12,0
347,3622,800,14,769,33,187,12,0
348,3623,500,14,909,101,151,12,0
349,3502,500,3,690,83,138,13,0
350,3503,500,3,690,132,220,13,0
351,3504,500,3,645,96,145,13,0
352,3505,500,3,667,56,93,13,0
353,3506,700,3,690,75,102,13,0
354,3511,650,3,690,90,134,13,0
355,3507,500,3,571,59,99,13,0
356,3508,500,3,690,98,163,13,0
357,3509,1000,3,690,59,99,13,0
358,3510,500,3,690,59,99,13,0
359,3512,500,6,909,146,197,15,0
360,3513,1000,6,909,217,293,15,0
361,3514,500,6,1000,73,135,15,0
362,3515,500,6,1000,111,207,15,0
363,3516,1000,6,952,147,199,15,0
364,3517,500,6,909,94,249,15,0
365,3518,500,6,909,62,561,15,0
366,3519,500,6,952,144,194,15,0
367,3520,500,6,769,64,134,15,0
368,3521,500,6,909,132,179,15,0
369,3522,800,6,909,105,128,15,0
370,3523,650,6,909,125,188,15,0
371,3524,500,11,625,24,45,15,0
372,3525,500,11,625,40,54,15,0
373,3526,500,11,800,94,127,15,0
374,3527,500,11,645,65,108,15,0
375,3528,500,11,588,0,125,15,0
376,3529,500,11,625,59,98,15,0
377,3530,700,11,625,8,57,15,0
378,3531,600,11,667,78,145,15,0
379,3532,1000,10,714,93,155,14,0
380,3533,1000,10,714,21,43,14,0
381,3534,1000,10,714,43,89,14,0
382,3535,1200,10,714,80,134,14,0
383,3536,1200,10,714,118,196,14,0
384,3537,1000,10,667,78,162,14,0
385,3538,1000,10,714,90,167,14,0
386,3539,500,0,833,42,62,120,0
387,3540,500,0,800,30,56,120,0
388,3541,500,0,714,44,81,120,0
389,3542,500,0,909,41,84,120,0
390,3543,500,0,833,53,88,120,0
391,3544,650,0,870,45,83,120,0
392,3545,1000,0,833,44,67,120,0
393,3546,500,12,625,75,140,120,800
394,3547,500,12,625,44,83,120,850
395,3548,500,12,625,62,115,120,600
396,3549,700,12,625,31,276,120,850
397,3550,500,12,625,32,127,120,1100
398,3551,700,12,625,43,171,120,750
399,3552,500,12,606,21,85,120,750
400,3553,800,14,800,91,151,12,0
401,3554,1100,14,800,51,86,12,0
402,3555,1100,14,800,68,114,12,0
403,3556,800,14,800,54,91,12,0
404,3557,800,14,800,73,122,12,0
405,3558,800,14,800,123,205,12,0
