"rownum","MtxTypesKey","BK2File","BoxId","BundleId","bool_40","Logo","Gradient","Gradient (French)","Gradient (German)","Gradient (Japanese)","Gradient (Korean)","Gradient (Portuguese)","Gradient (Russian)","Gradient (Spanish)","Gradient (Thai)","Gradient (Traditional Chinese)"
60,7720,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableCircusBox","MysteryPackTencentTradeableCircusFireworksBundleFive","","","","","","","","","","","",""
61,7732,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeablePolarisBox","MysteryPackTencentTradeablePolarisFireworksBundleFive","","","","","","","","","","","",""
62,7735,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableThaumaturgyBox","MysteryPackTencentTradeableThaumaturgyFireworksBundleFive","","","","","","","","","","","",""
63,7738,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableAngelsAndDemonsBox","MysteryPackTencentTradeableAngelsAndDemonsFireworksBundleFive","","","","","","","","","","","",""
64,7741,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableTwilightBox","MysteryPackTencentTradeableTwilightFireworksBundleFive","","","","","","","","","","","",""
65,7744,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableWarlordBox","MysteryPackTencentTradeableWarlordFireworksBundleFive","","","","","","","","","","","",""
66,7747,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableApollyonBox","MysteryPackTencentTradeableApollyonFireworksBundleFive","","","","","","","","","","","",""
67,7750,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableMidnightPactBox","MysteryPackTencentTradeableMidnightPactFireworksBundleFive","","","","","","","","","","","",""
68,7753,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableAtlantisBox","MysteryPackTencentTradeableAtlantisFireworksBundleFive","","","","","","","","","","","",""
69,7756,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableHarmonyBox","MysteryPackTencentTradeableHarmonyFireworksBundleFive","","","","","","","","","","","",""
70,7759,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackLakeOfKalandraBox","MysteryPackLakeOfKalandraBoxBundle","","","","","","","","","","","",""
71,7760,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentKalandraBox","MysteryPackTencentKalandraBoxBundleFive","","","","","","","","","","","",""
72,7761,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackSanctumBox","MysteryPackSanctumBoxBundle","","","","","","","","","","","",""
73,7762,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentSanctumBox","MysteryPackTencentSanctumBoxBundleFive","","","","","","","","","","","",""
74,7727,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentLunarBox","","","","","","","","","","","","",""
75,7763,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackCrucibleBox","MysteryPackCrucibleBoxBundle","","","","","","","","","","","",""
76,7764,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentCrucibleBox","MysteryPackTencentCrucibleBoxBundleFive","","","","","","","","","","","",""
77,7721,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentAltDeicideBox","","","","","","","","","","","","",""
78,7722,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentAltDeicideTradeableBox","","","","","","","","","","","","",""
79,7765,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackAncestorBox","MysteryPackAncestorBoxBundle","","","","","","","","","","","",""
80,7766,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentAncestorBox","MysteryPackTencentAncestorBoxBundleFive","","","","","","","","","","","",""
81,7767,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackAfflictionBox","MysteryPackAfflictionBoxBundle","","","","","","","","","","","",""
82,7768,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentAfflictionBox","MysteryPackTencentAfflictionBoxBundleFive","","","","","","","","","","","",""
83,7769,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackNecropolisBox","MysteryPackNecropolisBoxBundle","","","","","","","","","","","",""
84,7770,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentNecropolisBox","MysteryPackTencentNecropolisBoxBundle","","","","","","","","","","","",""
85,7728,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentWuzhiqiBox","","","","","","","","","","","","",""
86,7771,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackSettlersBox","MysteryPackSettlersBoxBundle","","","","","","","","","","","",""
87,7772,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentSettlersBox","MysteryPackTencentSettlersBoxBundle","","","","","","","","","","","",""
88,7773,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackDawnoftheHuntBox","MysteryPackDawnoftheHuntBoxBundle","","Art/2DArt/Logos/POELeagueLogoDawnoftheHunt.dds","<fg:rgb(243,236,218)>{<gradient:rgb(136,122,106)>{Mystery Box}}","<fg:rgb(243,236,218)>{<gradient:rgb(136,122,106)>{Boîte mystère}}","<fg:rgb(243,236,218)>{<gradient:rgb(136,122,106)>{Überraschungskiste}}","<fg:rgb(243,236,218)>{<gradient:rgb(136,122,106)>{ミステリーボックス}}","<fg:rgb(243,236,218)>{<gradient:rgb(136,122,106)>{미스터리 박스}}","<fg:rgb(243,236,218)>{<gradient:rgb(136,122,106)>{Caixa Misteriosa}}","<fg:rgb(243,236,218)>{<gradient:rgb(136,122,106)>{Загадочная коробка}}","<fg:rgb(243,236,218)>{<gradient:rgb(136,122,106)>{Caja misteriosa}}","<fg:rgb(243,236,218)>{<gradient:rgb(136,122,106)>{กล่องปริศนา}}","<fg:rgb(243,236,218)>{<gradient:rgb(136,122,106)>{神秘寶箱}}"
89,7774,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentDawnoftheHuntBoxBundle","MysteryPackTencentDawnoftheHuntBoxBundleFive","","","","","","","","","","","",""
90,7775,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTheThirdEdictBox","MysteryPackTheThirdEdictBoxBundle","","Art/2DArt/Logos/POELeagueLogoRiseoftheAbyssal.dds","","","","","","","","","",""
91,7776,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTheThirdEdictBoxBundle","MysteryPackTencentTheThirdEdictBoxBundleFive","","","","","","","","","","","",""
92,7777,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTheLastOfTheDruidsBox","MysteryPackTheLastOfTheDruidsBoxBundle","","","","","","","","","","","",""
93,7778,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTheLastOfTheDruidsBoxBundle","MysteryPackTencentTheLastOfTheDruidsBoxBundleFive","","","","","","","","","","","",""
94,7779,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackReturnOfTheAncientsBox","MysteryPackReturnOfTheAncientsBoxBundle","","","","","","","","","","","",""
95,7780,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackReturnOfTheAncientsBoxBundle","MysteryPackTencentReturnOfTheAncientsBoxBundleFive","","","","","","","","","","","",""
96,7781,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackCurseOfTheAllflameBox","MysteryPackCurseOfTheAllflameBoxBundle","","","","","","","","","","","",""
