"rownum","Id","WordsKey","FlavourTextKey","MinLevel","ModsKeys","SpawnWeight","[i32]_64","AOFile","bool_88","DaemonMods","AppearanceChestsKey","ChestsKey","Achievement","i32_153","i32_157","bool_161","RequiredMapStat"
30,"UniqueRevivingEzomyteStrongboxLargeHigh",1775,3357,0,"[8088,8367]",500,[],"Metadata/Chests/StrongBoxes/EzomyteStrongBox.ao",1,[],"",69,[],76,0,"",""
31,"UniqueRevivingEzomyteStrongboxLargeExpedition",1775,3357,0,"[8088,8367]",0,[],"Metadata/Terrain/Leagues/Expedition/Strongboxes/BuriedEzomyteStrongbox/BuriedStrongboxEzomyteTomb01.ao",1,[],"",69,[],76,0,"",""
32,"UniqueRevivingEzomyteStrongboxBasic",1775,3357,0,"[8088,8367]",500,[],"Metadata/Chests/StrongBoxes/EzomyteStrongBox.ao",1,[],"",71,[],76,0,"",""
33,"UniqueRevivingEzomyteStrongboxBasicLow",1775,3357,0,"[8088,8367]",500,[],"Metadata/Chests/StrongBoxes/EzomyteStrongBox.ao",1,[],"",72,[],76,0,"",""
34,"UniqueRevivingEzomyteStrongboxBasicHigh",1775,3357,0,"[8088,8367]",500,[],"Metadata/Chests/StrongBoxes/EzomyteStrongBox.ao",1,[],"",73,[],76,0,"",""
35,"UniqueRevivingEzomyteStrongboxBasicExpedition",1775,3357,0,"[8088,8367]",0,[],"Metadata/Terrain/Leagues/Expedition/Strongboxes/BuriedEzomyteStrongbox/BuriedStrongboxEzomyteTomb01.ao",1,[],"",73,[],76,0,"",""
36,"UniqueVentorsMysteryBox",1776,3358,0,"[14100,14101,14102,14104]",500,[],"Metadata/Chests/StrongBoxes/VentorStrongbox/VentorStrongbox.ao",1,[14103],"",63,[],76,0,"",""
37,"UniqueVentorsMysteryBoxExpedition",1776,3358,0,"[14100,14101,14102,14104]",0,[],"Metadata/Terrain/Leagues/Expedition/Strongboxes/BuriedVentorsStrongbox/BuriedStrongboxVentorsGamble.ao",1,[14103],"",63,[],76,0,"",""
38,"UniqueEtchedBeetleChestOrnate",1777,3359,51,"[14158,14160]",500,[],"Metadata/Chests/StrongBoxes/Unique/LargeEtchedBeetleBossChest.ao",1,[],"",76,[],76,0,"",""
39,"UniqueEtchedBeetleChestOrnateLow",1777,3359,20,"[14158,14160]",500,[],"Metadata/Chests/StrongBoxes/Unique/LargeEtchedBeetleBossChest.ao",1,[],"",77,[],76,0,"",""
40,"UniqueEtchedBeetleChestOrnateHigh",1777,3359,0,"[14158,14160]",500,[],"Metadata/Chests/StrongBoxes/Unique/LargeEtchedBeetleBossChest.ao",1,[],"",78,[],76,0,"",""
41,"UniqueEtchedBeetleChestOrnateExpedition",1777,3359,0,"[14158,14160]",0,[],"Metadata/Terrain/Leagues/Expedition/Strongboxes/BuriedLargeEtchedBeetleBoss/BuriedLargeEtchedBeetleBossChest01.ao",1,[],"",78,[],76,0,"",""
42,"UniqueEtchedBeetleChestJeweller",1777,3359,51,"[14159,14161]",500,[],"Metadata/Chests/StrongBoxes/Unique/LargeEtchedBeetleBossChest.ao",1,[],"",57,[],76,0,"",""
43,"UniqueEtchedBeetleChestJewellerLow",1777,3359,20,"[14159,14161]",500,[],"Metadata/Chests/StrongBoxes/Unique/LargeEtchedBeetleBossChest.ao",1,[],"",58,[],76,0,"",""
44,"UniqueEtchedBeetleChestJewellerHigh",1777,3359,0,"[14159,14161]",500,[],"Metadata/Chests/StrongBoxes/Unique/LargeEtchedBeetleBossChest.ao",1,[],"",59,[],76,0,"",""
45,"UniqueEtchedBeetleChestJewellerExpedition",1777,3359,0,"[14159,14161]",0,[],"Metadata/Terrain/Leagues/Expedition/Strongboxes/BuriedLargeEtchedBeetleBoss/BuriedLargeEtchedBeetleBossChest01.ao",1,[],"",59,[],76,0,"",""
46,"UniqueVase",1797,3356,0,[5337],0,[],"Metadata/Chests/StrongBoxes/VaalStrongbox.ao",1,"[8081,8024,8025]","",69,[],76,0,"",""
47,"UniqueReliquaryKeyChest",3245,3356,0,[16626],5,[],"Metadata/Terrain/Gallows/Leagues/StrongBoxes/CultureBoxes/Maraketh/MarakethReliquaryStrongbox.ao",1,[],"",71,[],76,0,"",26633
