"rownum","GrantedEffectsKey","StatsKeys","StatsValuesPermille","[rid]","[rid]"
119,1105,[12381],[50000],[],[]
120,1110,[2022],[1000],[],[]
121,1124,[12571],[250],[],[]
122,1132,[729],[250],[],[]
123,1137,[14761],[1000],[],[]
124,1167,[216],[1000],[],[]
125,1168,[216],[1000],[],[]
126,1169,[216],[1000],[],[]
127,1172,[216],[1000],[],[]
128,1204,[546],[50],[],[]
129,1205,[546],[50],[],[]
130,1206,[546],[50],[],[]
131,1208,[546],[50],[],[]
132,286,[3335],[1000],[],[]
133,288,[215],[1000],[],[]
134,1236,[5806],[1000],[],[]
135,1237,[3824],[1000],[],[]
136,1238,[5806],[1000],[],[]
137,1251,[12879],[2000],[],[]
138,1252,[19288],[2500],[],[]
139,1253,[12879],[2000],[],[]
140,11329,[12879],[2000],[],[]
141,1266,[618],[500],[],[]
142,1268,[487],[500],[],[]
143,1269,[215],[500],[],[]
144,1271,[49],[500],[],[]
145,1272,[42],[500],[],[]
146,1274,[616],[500],[],[]
147,1275,[159],[1000],[],[]
148,1276,[6038],[500],[],[]
149,1277,[342],[500],[],[]
150,1278,[18328],[100],[],[]
151,1279,[18328],[100],[],[]
152,1280,[12413],[100],[],[]
153,11331,[18328],[100],[],[]
154,1421,[19033],[50],[],[]
155,1422,[172],[100],[],[]
156,1423,[19033],[50],[],[]
157,3515,[17296],[500],[],[]
158,3516,[19411],[10000],[],[]
159,3517,[17296],[500],[],[]
160,3519,[17296],[500],[],[]
161,1480,[658],[2000],[],[]
162,1484,[215],[1000],[],[]
163,1485,[215],[1000],[],[]
164,1497,[3479],[500],[],[]
165,1498,[11697],[150],[],[]
166,1499,[3479],[500],[],[]
167,1500,[3479],[500],[],[]
168,1819,[6034],[1000],[],[]
169,1820,[6034],[1000],[],[]
170,1821,[6034],[1000],[],[]
171,1837,[788],[100],[],[]
172,1838,[19620],[50],[],[]
173,1839,[788],[100],[],[]
174,11327,[788],[100],[],[]
175,1848,[433],[2000],[],[]
176,1854,[433],[2000],[],[]
177,1858,[141],[250],[],[]
178,1860,[433],[2000],[],[]
179,1867,[433],[2000],[],[]
180,1868,[433],[2000],[],[]
181,1873,[433],[2000],[],[]
182,1880,[433],[2000],[],[]
183,1874,[433],[2000],[],[]
184,1883,[433],[2000],[],[]
185,1884,[433],[2000],[],[]
186,1889,[433],[2000],[],[]
187,1896,[433],[2000],[],[]
188,1905,[433],[2000],[],[]
189,1915,[7801],[1000],[],[]
190,1916,[7801],[1000],[],[]
191,1917,[7801],[1000],[],[]
192,1923,[2656],[500],[],[]
193,1924,[1931],[250],[],[]
194,1930,[433],[2000],[],[]
195,1933,[433],[2000],[],[]
196,1934,[12869],[100],[],[]
197,1935,[497],[500],[],[]
198,1937,[497],[500],[],[]
199,1938,[25],[500],[],[]
200,1939,[24],[500],[],[]
201,1940,[1340],[500],[],[]
202,1950,[1787],[500],[],[]
203,1953,[10014],[1000],[],[]
204,1954,[5708],[100],[],[]
205,1955,[5708],[100],[],[]
206,1956,[5708],[100],[],[]
207,1966,[19518],[1000],[],[]
208,11340,[19518],[1000],[],[]
209,1972,[356],[200000],[],[]
210,1973,[356],[50000],[],[]
211,1974,[8433],[4000],[],[]
212,1975,[356],[50000],[],[]
213,1986,[679],[1000],[],[]
214,1987,[311],[4000],[],[]
215,1988,[311],[4000],[],[]
216,1989,[311],[4000],[],[]
217,2047,[19518],[1000],[],[]
218,2048,[19518],[1000],[],[]
219,2095,[19033],[100],[],[]
220,2096,[19033],[100],[],[]
221,2097,[19033],[150],[],[]
222,2128,[14806],[500],[],[]
223,2130,[10736],[4000],[],[]
224,2131,[10736],[4000],[],[]
225,2132,[10736],[4000],[],[]
226,11330,[10736],[4000],[],[]
227,2144,[5708],[100],[],[]
228,2145,[5708],[100],[],[]
229,2146,[5708],[100],[],[]
230,2170,[172],[50],[],[]
231,2171,[1127],[100],[],[]
232,2172,[172],[50],[],[]
233,3190,[172],[50],[],[]
234,2197,[215],[1000],[],[]
235,11324,[215],[1000],[],[]
236,2209,[175],[2000],[],[]
237,2210,[19282],[2000],[],[]
238,2211,[175],[2000],[],[]
239,2253,[1340],[500],[],[]
240,2256,[42],[500],[],[]
241,2257,[49],[500],[],[]
242,2258,[56],[500],[],[]
243,2260,[11823],[500],[],[]
244,2263,[497],[500],[],[]
245,2264,[175],[500],[],[]
246,2265,[207],[-1000],[],[]
247,2278,[206],[-1000],[],[]
248,2286,[205],[-1000],[],[]
249,2312,[18328],[100],[],[]
250,2313,[18328],[100],[],[]
251,2315,[3335],[1000],[],[]
252,2382,[1230],[500],[],[]
253,2383,[19115],[250],[],[]
254,2384,[1230],[500],[],[]
255,2395,[433],[500],[],[]
256,2441,[1359],[500],[],[]
257,2443,[25],[500],[],[]
258,2446,[433],[500],[],[]
259,2448,[1249],[500],[],[]
260,2449,[952],[100],[],[]
261,2450,[952],[100],[],[]
262,2451,[952],[100],[],[]
263,2462,[209],[500],[],[]
264,2463,[10239],[100],[],[]
265,2471,[461],[0],[],[]
266,2472,[2022],[500],[],[]
267,2508,[2280],[100],[],[]
268,2509,[2280],[100],[],[]
269,2510,[2280],[100],[],[]
270,2511,[2280],[100],[],[]
271,2585,[9300],[1000],[],[]
272,2586,[555],[1000],[],[]
273,2587,[2602],[500],[],[]
274,2588,[25],[500],[],[]
275,2589,[311],[1000],[],[]
276,2590,[231],[5000],[],[]
277,2605,[4156],[750],[],[]
278,2606,[4156],[750],[],[]
279,2607,[4156],[750],[],[]
280,2609,[6458],[250],[],[]
281,2649,[177],[1000],[],[]
282,2672,[340],[1000],[],[]
283,2700,[616],[2000],[],[]
284,2701,[616],[2000],[],[]
285,2702,[616],[2000],[],[]
286,2704,[19222],[500],[],[]
287,2705,[19222],[500],[],[]
288,2706,[19222],[500],[],[]
289,2713,[19222],[500],[],[]
290,2777,[497],[500],[],[]
291,2778,[2961],[-500],[],[]
292,2781,[2475],[3000],[],[]
293,2783,[13000],[-500],[],[]
294,2784,[1840],[1000],[],[]
295,2791,[5713],[100],[],[]
296,2792,[5713],[50],[],[]
297,2793,[5713],[100],[],[]
298,11326,[5713],[100],[],[]
299,2851,[231],[5000],[],[]
300,2853,[144],[500],[],[]
301,2857,[146],[500],[],[]
302,2861,[148],[500],[],[]
303,2865,[12609],[750],[],[]
304,2866,[12609],[750],[],[]
305,2867,[12609],[750],[],[]
306,2878,[433],[500],[],[]
307,2938,[13019],[50],[],[]
308,2939,[8002],[100],[],[]
309,2940,[13019],[50],[],[]
310,2941,[24],[1000],[],[]
311,2991,[19033],[50],[],[]
312,2992,[3441],[200],[],[]
313,2993,[19033],[50],[],[]
314,3016,[26],[500],[],[]
315,3017,[3598],[1500],[],[]
316,3018,[12007],[2000],[],[]
317,3019,[3598],[1500],[],[]
318,3052,[2042],[1000],[],[]
319,3053,[19087],[500],[],[]
320,3054,[2042],[1000],[],[]
321,3074,[231],[5000],[],[]
322,3082,[216],[1000],[],[]
323,3115,[4409],[500],[],[]
324,3124,[4409],[500],[],[]
325,3129,[12440],[2500],[],[]
326,3130,[2104],[100],[],[]
327,3131,[12440],[2500],[],[]
328,3197,[7801],[1000],[],[]
329,3514,[2270],[250],[],[]
330,3545,"[215,3335]","[1000,1000]",[],[]
331,3546,"[215,3335]","[1000,1000]",[],[]
332,3717,[175],[2000],[],[]
333,3718,[19036],[200],[],[]
334,3719,[175],[2000],[],[]
335,3752,[843],[2000],[],[]
336,3753,[6501],[15000],[],[]
337,3754,[5708],[100],[],[]
338,3755,[11923],[1000],[],[]
339,3756,[11440],[250],[],[]
340,3757,[12879],[2000],[],[]
341,3765,[12573],[250],[],[]
342,3969,[95],[2000],[],[]
343,3970,[95],[2000],[],[]
344,3971,[18328],[100],[],[]
345,4297,[2505],[50],[],[]
346,4298,[2505],[50],[],[]
347,4299,[2505],[50],[],[]
348,4309,[3335],[2000],[],[]
349,4310,[3335],[2000],[],[]
350,4311,[3335],[2000],[],[]
351,4315,[3335],[2000],[],[]
352,4316,[3335],[2000],[],[]
353,4317,[3335],[2000],[],[]
354,4408,[3335],[2000],[],[]
355,4410,[3335],[2000],[],[]
356,4412,[8086],[1000],[],[]
357,4413,[8086],[1000],[],[]
358,4414,[8086],[1000],[],[]
359,4424,[26],[500],[],[]
360,4433,[2542],[1000],[],[]
361,4441,[5121],[1000],[],[]
362,4442,[12879],[2000],[],[]
363,4443,[18385],[1000],[],[]
364,4446,[5121],[1000],[],[]
365,4447,[12879],[2000],[],[]
366,4448,[3335],[2000],[],[]
367,4451,[5121],[1000],[],[]
368,4452,[12879],[2000],[],[]
369,4453,[3335],[2000],[],[]
370,4493,[2071],[1000],[],[]
371,4495,[447],[750],[],[]
372,4496,[447],[750],[],[]
373,4497,[447],[750],[],[]
374,4514,[3335],[2000],[],[]
375,4511,[3015],[500],[],[]
376,4565,[3335],[2000],[],[]
377,10366,[461],[0],[],[]
378,4652,[3335],[500],[],[]
379,4653,[3335],[500],[],[]
380,4654,[11671],[2000],[],[]
381,4699,[19283],[200],[],[]
382,4700,[19283],[200],[],[]
383,4701,[19283],[200],[],[]
384,4702,[2948],[1000],[],[]
385,4721,[19033],[100],[],[]
386,4722,[3186],[500],[],[]
387,4723,[19033],[100],[],[]
388,4772,[1652],[100],[],[]
389,4773,[2912],[1000],[],[]
390,4774,[6265],[100000],[],[]
391,4776,[172],[100],[],[]
392,4777,[172],[100],[],[]
393,4778,[172],[100],[],[]
394,4818,[24],[500],[],[]
395,4834,[18069],[250],[],[]
396,4835,[12061],[2000],[],[]
397,4836,[18069],[250],[],[]
398,4841,[1871],[1000],[],[]
399,4842,[1871],[1000],[],[]
400,4843,[1871],[1000],[],[]
401,4850,[4156],[750],[],[]
402,4851,[4156],[750],[],[]
403,4852,[4156],[750],[],[]
404,4929,[177],[500],[],[]
405,4939,[19036],[50],[],[]
406,4940,[19036],[50],[],[]
407,4941,[19036],[50],[],[]
408,4961,[175],[2000],[],[]
409,4962,[5708],[200],[],[]
410,4963,[175],[2000],[],[]
411,4971,[7939],[50],[],[]
412,4972,[7939],[50],[],[]
413,4973,[8433],[2000],[],[]
414,4986,[5112],[250],[],[]
415,4987,[356],[10000],[],[]
416,4988,[5112],[250],[],[]
417,5011,[3335],[1000],[],[]
418,5012,[18328],[100],[],[]
419,5013,[356],[25000],[],[]
420,5041,[1127],[100],[],[]
421,5042,[1127],[100],[],[]
422,5043,[1127],[100],[],[]
423,5085,[5121],[1000],[],[]
424,5086,[12879],[2000],[],[]
425,5087,[5121],[1000],[],[]
426,5121,[3365],[1500],[],[]
427,5122,[356],[25000],[],[]
428,5123,[3365],[1500],[],[]
429,5153,[6053],[500],[],[]
430,5155,[18328],[100],[],[]
431,5156,[18328],[100],[],[]
432,5157,[18328],[100],[],[]
433,5160,[215],[1000],[],[]
434,5168,[3699],[2500],[],[]
435,5169,[356],[20000],[],[]
436,5170,[3699],[2500],[],[]
437,5191,[63],[500],[],[]
438,5192,[25],[500],[],[]
439,5193,[1972],[500],[],[]
440,5202,[311],[1000],[],[]
441,5203,[1229],[200],[],[]
442,5204,[1229],[200],[],[]
443,5205,[1229],[200],[],[]
444,10382,[12219],[50],[],[]
445,10383,[12220],[100],[],[]
446,10384,[12219],[50],[],[]
447,5416,[49],[1000],[],[]
448,5417,[49],[1000],[],[]
449,5418,[49],[1000],[],[]
450,5443,[5708],[100],[],[]
451,5444,[5708],[100],[],[]
452,5445,[5708],[100],[],[]
453,5473,[485],[500],[],[]
454,5474,[1837],[250],[],[]
455,5475,[356],[40000],[],[]
456,5476,[356],[50000],[],[]
457,5477,[3189],[50000],[],[]
458,5489,[1785],[500],[],[]
459,5501,[4562],[250],[],[]
460,5502,[19110],[250],[],[]
461,5503,[4562],[250],[],[]
462,11321,[4562],[250],[],[]
463,5509,[4409],[500],[],[]
464,5534,[5121],[1000],[],[]
465,5535,[12879],[2000],[],[]
466,5536,[5121],[1000],[],[]
467,5552,[9655],[1500],[],[]
468,5553,[9655],[1500],[],[]
469,5554,[9655],[1500],[],[]
470,5557,[11997],[1000],[],[]
471,5558,[5708],[250],[],[]
472,5559,[6034],[2000],[],[]
473,5569,[4578],[100],[],[]
474,5570,[4578],[100],[],[]
475,5571,[4578],[100],[],[]
476,5668,[5059],[500],[],[]
477,5669,[5059],[200],[],[]
478,5670,[5059],[500],[],[]
479,5881,[173],[100],[],[]
480,5882,[19282],[1000],[],[]
481,5883,[173],[100],[],[]
482,6054,[6333],[500],[],[]
483,6056,[9304],[500],[],[]
484,6474,[42],[500],[],[]
485,6475,[6033],[500],[],[]
486,6477,[3360],[500],[],[]
487,6478,[1972],[500],[],[]
488,7246,[63],[500],[],[]
489,7247,[1972],[500],[],[]
490,7248,[3360],[500],[],[]
491,7249,[7754],[1000],[],[]
492,7251,[42],[500],[],[]
493,7252,[6067],[500],[],[]
494,7253,[26],[500],[],[]
495,7777,[2602],[500],[],[]
496,7779,[25],[500],[],[]
497,8054,[12619],[2000],[],[]
498,8055,[18328],[150],[],[]
499,8056,[12619],[2000],[],[]
500,8065,[9936],[1000],[],[]
501,8106,[12969],[500],[],[]
502,8107,[12969],[500],[],[]
503,8108,[12969],[500],[],[]
504,8166,[6842],[200],[],[]
505,8167,[13213],[200],[],[]
506,8168,[6842],[200],[],[]
507,8251,[433],[2000],[],[]
508,8252,[433],[2000],[],[]
509,8253,[433],[2000],[],[]
510,8265,[12151],[1500],[],[]
511,8266,[19357],[250],[],[]
512,8267,[12151],[1500],[],[]
513,8325,[8839],[-20000],[],[]
514,8326,[497],[500],[],[]
515,8328,[433],[500],[],[]
516,8330,[10601],[750],[],[]
517,8332,[6883],[500],[],[]
518,8363,[2602],[500],[],[]
519,8606,[1385],[500],[],[]
520,8660,[3335],[2000],[],[]
521,8730,[7702],[100],[],[]
522,8731,[7702],[100],[],[]
523,8732,[18328],[150],[],[]
524,8733,[3335],[1000],[],[]
525,8734,[3335],[1000],[],[]
526,8735,[3335],[1000],[],[]
527,8738,[7725],[50],[],[]
528,8739,[4156],[750],[],[]
529,8740,[7725],[100],[],[]
530,8743,[7744],[200],[],[]
531,8744,[7744],[200],[],[]
532,8745,[7744],[200],[],[]
533,8747,[7736],[50],[],[]
534,8748,[7736],[50],[],[]
535,8749,[7736],[50],[],[]
536,8750,[17346],[1000],[],[]
537,8751,[1249],[1000],[],[]
538,8752,[17346],[1000],[],[]
539,8759,[17346],[1000],[],[]
540,8761,[8011],[1000],[],[]
541,8762,[8011],[1000],[],[]
542,8763,[8011],[1000],[],[]
543,8766,[19033],[50],[],[]
544,8767,[356],[40000],[],[]
545,8768,[5112],[250],[],[]
546,8773,[7770],[100],[],[]
547,8774,"[7773,7771]","[5000,2500]",[],[]
548,8775,[7770],[100],[],[]
549,8778,[19036],[200],[],[]
550,8779,[19036],[200],[],[]
551,8781,[19036],[400],[],[]
552,8784,[19036],[200],[],[]
553,8788,[1785],[500],[],[]
554,8831,[7943],[1000],[],[]
555,8832,[4281],[1500],[],[]
556,8833,[7711],[1000],[],[]
557,8834,[7711],[1000],[],[]
558,8835,[7711],[1000],[],[]
559,8837,[7779],[500],[],[]
560,8838,[7779],[500],[],[]
561,8839,[7779],[500],[],[]
562,8841,[7711],[1000],[],[]
563,8844,[1786],[1000],[],[]
564,8849,[18328],[150],[],[]
565,8884,[3365],[1500],[],[]
566,8885,[7711],[500],[],[]
567,8886,[7711],[500],[],[]
568,8887,[7711],[500],[],[]
569,8890,"[2524,19601]","[500,1000]",[],[]
570,8891,[14304],[1000],[],[]
571,8892,[2524],[500],[],[]
572,11320,[2524],[500],[],[]
573,9020,[8148],[100],[],[]
574,9021,[8148],[50],[],[]
575,9022,[8148],[50],[],[]
576,9029,[356],[10000],[],[]
577,9030,[19036],[100],[],[]
578,9031,[356],[5000],[],[]
579,9038,[4524],[2000],[],[]
580,9039,[12879],[1000],[],[]
581,9040,[4524],[2000],[],[]
582,9166,[63],[500],[],[]
583,9196,[49],[500],[],[]
584,9225,[8407],[100],[],[]
585,9226,[8407],[100],[],[]
586,9227,[8407],[100],[],[]
587,9238,[19033],[50],[],[]
588,9239,[19033],[100],[],[]
589,9240,[19033],[50],[],[]
590,9241,[8431],[50],[],[]
591,9242,[8539],[500],[],[]
592,9243,[8431],[50],[],[]
593,9245,[497],[1000],[],[]
594,9247,[1931],[500],[],[]
595,9248,[1931],[500],[],[]
596,9259,[8433],[2000],[],[]
597,9260,[8433],[2000],[],[]
598,9261,[8433],[2000],[],[]
599,9263,[1340],[500],[],[]
600,9290,[8539],[500],[],[]
601,9291,[18328],[100],[],[]
602,9292,[18328],[100],[],[]
603,9294,[3335],[1000],[],[]
604,9579,"[5708,9204]","[100,150]",[],[]
605,9580,[8847],[1000],[],[]
606,9581,"[5708,9204]","[100,150]",[],[]
607,9587,[356],[10000],[],[]
608,9588,[175],[2000],[],[]
609,9589,[356],[10000],[],[]
610,9639,[8902],[1000],[],[]
611,9640,[356],[10000],[],[]
612,9641,[8902],[1000],[],[]
613,9642,[1385],[1000],[],[]
614,9643,[461],[1],[],[]
615,9644,[3821],[750],[],[]
616,9645,[3821],[750],[],[]
617,9646,[3821],[750],[],[]
618,9649,[9047],[500],[],[]
619,9650,[433],[2000],[],[]
620,9652,[356],[20000],[],[]
621,9653,[356],[20000],[],[]
622,9654,[356],[20000],[],[]
623,9655,[9102],[1000],[],[]
624,9656,[8867],[200],[],[]
625,9657,[9102],[1000],[],[]
626,9659,[433],[2000],[],[]
627,9742,[618],[500],[],[]
628,9743,[25],[500],[],[]
629,9746,[433],[2000],[],[]
630,9766,[3335],[500],[],[]
631,9769,[3335],[500],[],[]
632,9778,[9310],[50],[],[]
633,9779,[9310],[50],[],[]
634,9780,[9310],[50],[],[]
635,9782,[3335],[500],[],[]
636,9784,[3335],[500],[],[]
637,9785,[9341],[100],[],[]
638,9786,[9341],[100],[],[]
639,9787,[9341],[50],[],[]
640,9789,[9855],[50],[],[]
641,9790,[12924],[2000],[],[]
642,9791,[9855],[50],[],[]
643,9796,[13002],[500],[],[]
644,9797,[1359],[500],[],[]
645,9798,[1359],[500],[],[]
646,9801,[11671],[500],[],[]
647,9802,[19091],[200],[],[]
648,9803,[11671],[500],[],[]
649,9826,[3335],[500],[],[]
650,9827,[8433],[500],[],[]
651,9829,[433],[2000],[],[]
652,9859,[433],[500],[],[]
653,9894,[2602],[500],[],[]
654,9939,[5121],[1000],[],[]
655,9940,[12879],[2000],[],[]
656,9941,[2092],[6000],[],[]
657,9935,[172],[100],[],[]
658,9936,[172],[100],[],[]
659,9937,[172],[100],[],[]
660,9946,[10119],[100],[],[]
661,9947,[9942],[200],[],[]
662,9949,[616],[500],[],[]
663,9951,[461],[0],[],[]
664,9950,[487],[500],[],[]
665,9954,[553],[1000],[],[]
666,9955,[10007],[-250],[],[]
667,9957,[19033],[50],[],[]
668,9958,[19033],[50],[],[]
669,9959,[19033],[50],[],[]
670,9963,[19033],[100],[],[]
671,9964,[19033],[100],[],[]
672,9965,[1931],[1000],[],[]
673,9960,[10051],[50],[],[]
674,9961,[10051],[50],[],[]
675,9962,[10051],[50],[],[]
676,9966,[616],[2000],[],[]
677,9983,[1787],[500],[],[]
678,9984,[487],[500],[],[]
679,9986,[10395],[1000],[],[]
680,9987,[10395],[1000],[],[]
681,9988,[10395],[1000],[],[]
682,9989,[10287],[500],[],[]
683,9990,[10287],[500],[],[]
684,9991,[10287],[500],[],[]
685,11319,[3361],[1000],[],[]
686,9995,"[1837,312]","[250,250]",[],[]
687,9994,[1787],[500],[],[]
688,10004,[175],[2000],[],[]
689,10005,[175],[2000],[],[]
690,10006,[175],[2000],[],[]
691,10007,[497],[500],[],[]
692,10009,[497],[500],[],[]
693,10010,[4524],[1000],[],[]
694,10011,[4524],[1000],[],[]
695,10012,[4524],[1000],[],[]
696,10019,[19036],[50],[],[]
697,10020,[19036],[50],[],[]
698,10021,[19036],[50],[],[]
699,10023,[42],[500],[],[]
700,10024,[10601],[750],[],[]
701,10025,[26],[500],[],[]
702,10026,[209],[500],[],[]
703,10027,[6038],[500],[],[]
704,10028,[42],[500],[],[]
705,10029,[843],[2000],[],[]
706,10030,[489],[500],[],[]
707,10031,[433],[500],[],[]
708,10032,[1359],[500],[],[]
709,10033,[49],[500],[],[]
710,10034,[497],[500],[],[]
711,10035,[9300],[1000],[],[]
712,10036,[555],[1000],[],[]
713,10037,[11823],[500],[],[]
714,10038,[49],[500],[],[]
715,10039,[1972],[500],[],[]
716,10040,[497],[500],[],[]
717,10041,[497],[500],[],[]
718,10042,[1972],[500],[],[]
719,10043,[63],[500],[],[]
720,10044,[26],[500],[],[]
721,10045,[63],[500],[],[]
722,10046,[56],[500],[],[]
723,10047,[2071],[1000],[],[]
724,10048,[6333],[500],[],[]
725,10049,[9304],[500],[],[]
726,10050,[25],[500],[],[]
727,10052,[2022],[500],[],[]
728,10053,[485],[500],[],[]
729,10054,[618],[500],[],[]
730,10055,[56],[500],[],[]
731,10056,[487],[500],[],[]
732,10057,[433],[500],[],[]
733,10058,[25],[500],[],[]
734,10059,[6067],[500],[],[]
735,10060,[25],[500],[],[]
736,10127,[4524],[1000],[],[]
737,10129,[10899],[500],[],[]
738,10130,[10899],[500],[],[]
739,10131,[10899],[500],[],[]
740,10132,[216],[500],[],[]
741,10133,[216],[500],[],[]
742,10134,[11630],[2500],[],[]
743,10135,[10857],[50],[],[]
744,10136,[11630],[2500],[],[]
745,10137,[18328],[50],[],[]
746,10138,[18328],[50],[],[]
747,10139,[18328],[150],[],[]
748,10143,[461],[0],[],[]
749,10142,[10870],[1000],[],[]
750,10144,[25],[500],[],[]
751,10284,[3335],[250],[],[]
752,10362,[8428],[500],[],[]
753,10361,[461],[0],[],[]
754,10364,[3335],[2000],[],[]
755,10365,[3335],[2000],[],[]
756,10367,[8539],[500],[],[]
757,10368,[8539],[500],[],[]
758,10369,[8539],[1000],[],[]
759,10370,[11895],[250],[],[]
760,10371,[11895],[250],[],[]
761,10372,[11895],[250],[],[]
762,10373,"[12239,12240]","[50,150]",[],[]
763,10374,"[12239,12240]","[50,150]",[],[]
764,10375,[12077],[1000],[],[]
765,10376,[11861],[50],[],[]
766,10377,[11861],[50],[],[]
767,10378,[11861],[50],[],[]
768,10387,[433],[500],[],[]
769,10393,[11928],[250],[],[]
770,10404,[3477],[500],[],[]
771,10541,[5708],[100],[],[]
772,10542,[5708],[100],[],[]
773,10543,[5708],[100],[],[]
774,10548,[3335],[1000],[],[]
775,10549,[18328],[100],[],[]
776,10550,[3335],[1000],[],[]
777,10557,[12418],[1000],[],[]
778,10559,[8433],[2000],[],[]
779,10560,[8433],[2000],[],[]
780,10561,[8433],[2000],[],[]
781,10563,[12479],[50],[],[]
782,10564,[509],[500],[],[]
783,10565,[12479],[50],[],[]
784,10553,[12547],[500],[],[]
785,10554,[3880],[1000],[],[]
786,10555,[16488],[500],[],[]
787,2259,[485],[500],[],[]
788,10590,[497],[500],[],[]
789,10562,[12367],[-200],[],[]
790,10574,[461],[0],[],[]
791,10576,[433],[500],[],[]
792,10587,[13057],[500],[],[]
793,10588,[13057],[500],[],[]
794,10589,[18328],[100],[],[]
795,10782,[485],[500],[],[]
796,10777,[13229],[500],[],[]
797,10778,[13229],[500],[],[]
798,10779,[13229],[500],[],[]
799,10902,[356],[75000],[],[]
800,10903,[356],[100000],[],[]
801,10904,[356],[75000],[],[]
802,10929,[13944],[250],[],[]
803,10930,[13944],[250],[],[]
804,10931,[13944],[250],[],[]
805,11323,[13944],[250],[],[]
806,10910,[215],[1000],[],[]
807,10970,[13910],[-250],[],[]
808,10915,[582],[1000],[],[]
809,10971,[13911],[250],[],[]
810,10987,[14054],[100000],[],[]
811,11061,[3335],[2000],[],[]
812,11062,[461],[0],[],[]
813,11075,[14230],[500],[],[]
814,11076,[14230],[500],[],[]
