"rownum","Id","BaseItemTypesKey","HASH16","HASH32","i32","bool","bool","[rid]","rid","Skills","i32","bool","rid","bool"
28,"Metadata/Pet/Kiwi/Albino",4823,27785,495546624,8,"","",[1],27,[],0,"","",""
29,"Metadata/Pet/BabyRhoa/babyrhoa",4824,26930,-1705315480,8,"","",[1],89,[],0,"","",""
30,"Metadata/Pet/BabyRhoa/babyrhoa_attach1",4825,17929,55199043,8,"","",[1],89,[],0,"","",""
31,"Metadata/Pet/BabyRhoa/babyrhoa_attach2",4826,25177,-1157441189,8,"","",[1],89,[],0,"","",""
32,"Metadata/Pet/BabyRhoa/babyrhoa_attach3",4827,14091,-1647793469,8,"","",[1],89,[],0,"","",""
33,"Metadata/Pet/BabyRhoaFlying/babyrhoaflying",4828,27061,-1667107564,9,"","",[1],89,[],0,"","",""
34,"Metadata/Pet/Ferret/Ferret",4829,23993,-1027825915,8,"","",[1],86,[],0,"","",""
35,"Metadata/Pet/Cat/Black",4830,45791,424651664,8,"","",[1],60,[],0,"","",""
36,"Metadata/Pet/DemonHand/Basic",4831,44454,-915315497,8,"","",[1],38,[],0,"","",""
37,"Metadata/Pet/Fox/infernal_fox/Infernal",4832,28741,-177240790,9,"","",[1],75,[],0,"","",""
38,"Metadata/Pet/Bat/Vampire_Bat/Lightning",4833,63077,1760403080,8,"","",[1],82,[],0,"","",""
39,"Metadata/Pet/Garena/Garena",4834,21065,1776958371,8,"","",[1],86,[],0,"","",""
40,"Metadata/Pet/BellLizard/BellLizard",4835,38215,-1052814216,8,"","",[1],86,[],0,"","",""
41,"Metadata/Pet/Lion/Demon/DemonLion",4836,61331,2043582045,11,"","",[1],86,[],0,"","",""
42,"Metadata/Pet/Lion/Gem/GemLion",4837,51436,92786027,11,"","",[1],86,[],0,"","",""
43,"Metadata/Pet/Cobra/Cobra",4838,37676,2142825620,8,"","",[1],86,[],0,"","",""
44,"Metadata/Pet/Cockroach/Cockroach",4839,61480,-184875821,8,"","",[1],86,[],0,"","",""
45,"Metadata/Pet/FormosanBear/FormosanBear",4840,51230,-33606175,10,"","",[1],86,[],0,"","",""
46,"Metadata/Pet/SpiderLizard/SpiderLizard",4841,179,1059602331,8,"","",[1],86,[],0,"","",""
47,"Metadata/Pet/BlueLandCrab/BlueLandCrab",4842,32372,2015692369,8,"","",[1],86,[],0,"","",""
48,"Metadata/Pet/CaneToad/CaneToad1/CaneToad1",4843,37890,1447674443,8,"","",[1],86,[],0,"","",""
49,"Metadata/Pet/CaneToad/CaneToad2/CaneToad2",4844,236,-1925083731,8,"","",[1],86,[],0,"","",""
50,"Metadata/Pet/CaneToad/CaneToad3/CaneToad3",4845,32726,107313587,8,"","",[1],86,[],0,"","",""
51,"Metadata/Pet/CaneToad/CaneToad4/CaneToad4",4846,38988,-170234474,8,"","",[1],86,[],0,"","",""
52,"Metadata/Pet/CaneToad/CaneToad5/CaneToad5",4847,35988,561753583,8,"","",[1],86,[],0,"","",""
53,"Metadata/Pet/CaneToad/CaneToad6/CaneToad6",4848,52732,1611509233,8,"","",[1],86,[],0,"","",""
54,"Metadata/Pet/Spider/spider",4849,55525,-1498775985,8,"","",[1],86,[],0,"","",""
55,"Metadata/Pet/FormosanDeer/FormosanDeer",4850,24612,-519143126,10,"","",[1],86,[],0,"","",""
56,"Metadata/Pet/FlySwarm/FlySwarm",4851,21094,323895592,10,"","",[1],86,[],0,"","",""
57,"Metadata/Pet/DropBear/DropBear",4854,53741,-1624813878,9,"","",[1],86,[],0,"","",""
58,"Metadata/Pet/BloodWorm/BloodWorm",4855,22385,250173848,8,"","",[1],63,[],0,"","",""
59,"Metadata/Pet/Rat_Black/Rat_Black",4856,12421,1561226635,8,"","",[1],94,[],0,"","",""
60,"Metadata/Pet/RollingHead/RollingHead",4857,39587,525305324,8,"","",[1],86,[],0,"","",""
61,"Metadata/Pet/FlySwarm/FlySwarmGreen",4852,54607,-1460765279,9,"","",[1],58,[],0,"","",""
62,"Metadata/Pet/FlySwarm/FlySwarmOrange",4853,45808,65843484,9,"","",[1],86,[],0,"","",""
63,"Metadata/Pet/BabyBlackDeath/BabyBlackDeath",4858,61684,736025386,10,"","",[1],86,[],0,"","",""
64,"Metadata/Pet/Chicken/Chicken",4859,56633,-52944415,8,"","",[1],86,[],0,"","",""
65,"Metadata/Pet/WildTurkey/WildTurkey",4860,35129,-894811245,9,"","",[1],86,[],0,"","",""
66,"Metadata/Pet/Hedgehog/Hedgehog",4861,33648,-9012218,8,"","",[1],86,[],0,"","",""
67,"Metadata/Pet/Lemur/Lemur",4862,35010,-128290664,8,"","",[1],86,[],0,"","",""
68,"Metadata/Pet/PeacockMale/PeacockMale",4863,9926,466304269,10,"","",[1],86,[],0,"","",""
69,"Metadata/Pet/PeacockFemale/PeacockFemale",4864,33779,-1989866858,9,"","",[1],86,[],0,"","",""
70,"Metadata/Pet/Pukeko/Pukeko",4865,42772,-910397784,8,"","",[1],86,[],0,"","",""
71,"Metadata/Pet/RockElemental/RockElemental",4866,4109,264118195,8,"","",[1],86,[],0,"","",""
72,"Metadata/Pet/DesertTortoise/DesertTortoise",4867,30319,1227767617,8,"","",[1],86,[],0,"","",""
73,"Metadata/Pet/Koala/KoalaBear",4868,1954,-1443058082,9,"","",[1],86,[],0,"","",""
74,"Metadata/Pet/Basilisk/LargeInfernal",4869,41489,1345778215,10,"","",[1],75,[],0,"","",""
75,"Metadata/Pet/BabyElephant/BabyElephant",4870,59563,-587385770,10,"","",[1],86,[],0,"","",""
76,"Metadata/Pet/Wallaby/Wallaby",4871,49218,1542167465,9,"","",[1],86,[],0,"","",""
77,"Metadata/Pet/Merveil/Merveil",4872,13339,-1648186919,8,"","",[2],86,[],0,"","",""
78,"Metadata/Pet/Lynx/FrostLynx/FrostLynx",4873,11282,-2006539148,9,"","",[1],8,[],0,"","",""
79,"Metadata/Pet/Centipede/Centipede",4874,44298,571772702,8,"","",[1],86,[],0,"","",""
80,"Metadata/Pet/Parasite/Parasite",4875,33592,-1166395070,8,"","",[1],86,[],0,"","",""
81,"Metadata/Pet/Wolf/Wolf",4876,4978,1417889777,10,"","",[1],86,[],0,"","",""
82,"Metadata/Pet/GargoyleStone/GargoyleStone",4877,12813,-59322757,8,"","",[1],9,[],0,"","",""
83,"Metadata/Pet/GargoyleBronze/GargoyleBronze",4878,23066,1034053560,9,"","",[1],9,[],0,"","",""
84,"Metadata/Pet/GargoyleGold/GargoyleGold",4879,55450,644677366,11,"","",[1],9,[],0,"","",""
85,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthine",4880,62877,-1416602099,12,1,"",[1],9,[],0,"","",""
86,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremium",4881,18325,-1646011786,12,"",1,[1],9,[],0,"","",""
87,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremiumExpired",4882,16648,144263569,12,1,"",[1],9,[],0,"","",""
88,"Metadata/Pet/BladeSentry/BladeSentry",4883,57610,-1987090299,9,"","",[1],9,[],0,"","",""
89,"Metadata/Pet/WhiteTiger/WhiteTiger",4884,9254,-74981471,11,"","",[1],86,[],0,"","",""
90,"Metadata/Pet/Parrot/BrazilianParrot",4885,11327,1611287605,8,"","",[1],62,[],0,"","",""
91,"Metadata/Pet/MonkeyNavali/MonkeyNavaliPet",4886,38441,-1622668959,8,"","",[1],23,[],0,"","",""
92,"Metadata/Pet/Rabbit/Rabbit",4888,18298,1273957525,8,"","",[1],86,[],0,"","",""
93,"Metadata/Pet/Beetle/Beetle",4887,62953,740153844,8,"","",[1],86,[],0,"","",""
94,"Metadata/Pet/HeiTiki/Spawner",4889,1422,2132179608,8,"","",[1],78,[],0,"","",""
95,"Metadata/Pet/GraspingHands/Spawner",4890,18807,505370472,8,"","",[1],86,[],0,"","",""
96,"Metadata/Pet/GamepediaBook/GamepediaBook",4891,46209,-1774378308,8,"","",[1],86,[],0,"","",""
97,"Metadata/Pet/Frog/PurpleCrown",4892,2373,-487986260,8,"","",[1],97,[],0,"","",""
98,"Metadata/Pet/FlySwarm/FlySwarmLightning",4893,37899,-2133781286,8,"","",[1],82,[],0,"","",""
99,"Metadata/Pet/Tiger/Tiger",4894,42732,1136125275,8,1,"",[1],86,[],0,"","",""
100,"Metadata/Pet/Scorpion/acid_upgrade_purple",4895,29213,392127810,8,"","",[1],97,[],0,"","",""
101,"Metadata/Pet/CaneToad/CaneToadGlass/CaneToadGlass",4896,43611,-648711410,8,1,"",[1],86,[],0,"","",""
102,"Metadata/Pet/WhiteWolf/WhiteWolf",4897,27891,39284388,10,"","",[1],8,[],0,"","",""
103,"Metadata/Pet/Cat/Orange",4898,39785,-944546598,8,"","",[1],86,[],0,"","",""
104,"Metadata/Pet/Devourling/Spawner",4899,37136,2035542083,8,"","",[1],86,[],0,"","",""
105,"Metadata/Pet/Taotie/Taotie",4900,53912,842260651,8,"","",[1],86,[],0,"","",""
106,"Metadata/Pet/TaowuPet/Taowu",4901,44003,249537852,12,"","",[1],86,[],0,"","",""
107,"Metadata/Pet/FlySwarm/FlySwarmLight",4902,41426,-1495464177,8,"","",[1],96,[],0,"","",""
108,"Metadata/Pet/FlySwarm/FlySwarmDark",4903,15396,-917768849,8,"","",[1],113,[],0,"","",""
109,"Metadata/Pet/HarbingerTiger/HarbingerTiger",4904,22446,1606158354,8,"","",[1],66,[],0,"","",""
110,"Metadata/Pet/Crow/Crow",4905,15557,1089633335,8,"","",[1],113,[],0,"","",""
111,"Metadata/Pet/Dove/Dove",4906,23068,-714240143,8,"","",[1],96,[],0,"","",""
112,"Metadata/Pet/PolarBearCub/PolarBearCub",4907,959,769994330,8,1,"",[1],93,[],0,"","",""
113,"Metadata/Pet/Frog/Fire",4908,36691,-1409932123,8,"","",[1],52,[],0,"","",""
114,"Metadata/Pet/Frog/Ice",4909,51649,1374853171,8,"","",[1],73,[],0,"","",""
115,"Metadata/Pet/Hundun/Hundun",4910,39330,-95984667,8,"","",[1],86,[],0,"","",""
116,"Metadata/Pet/Cat/Julio",4911,16366,35405298,8,"","",[1],86,[],0,"","",""
117,"Metadata/Pet/Qiongqi/Qiongqi",4912,31382,418931310,12,"","",[1],86,[],0,"","",""
118,"Metadata/Pet/Tiger/IceTiger",4913,39297,-1567540464,8,"","",[1],73,[],0,"","",""
119,"Metadata/Pet/Lion/Fire",4914,46948,-1215889181,8,"","",[1],52,[],0,"","",""
120,"Metadata/Pet/Eyeball/Eyeball1",4915,50864,2124331054,8,"","",[1],86,[],0,"","",""
121,"Metadata/Pet/Eyeball/Eyeball2",4916,40496,-575847523,8,"","",[1],86,[],0,"","",""
122,"Metadata/Pet/Eyeball/Eyeball3",4917,8802,2016893525,8,"","",[1],86,[],0,"","",""
123,"Metadata/Pet/Eyeball/Eyeball4",4918,9908,-343880396,8,"","",[1],86,[],0,"","",""
124,"Metadata/Pet/Eyeball/Eyeball5",4919,46914,659656723,8,"","",[1],86,[],0,"","",""
125,"Metadata/Pet/HellionCub/HellionCub",4920,32804,1176946178,8,"","",[1],14,[],0,"","",""
126,"Metadata/Pet/Cat/Celestial",4921,11232,2025345880,8,"","",[1],22,[],0,"","",""
127,"Metadata/Pet/CoconutCrab/CoconutCrab",4922,56837,693630802,8,"","",[1],3,[],0,"","",""
128,"Metadata/Pet/Harpy/Harpy",4923,12782,-2070104718,8,"","",[1],14,[],0,"","",""
129,"Metadata/Pet/SinAndInnocenceSwords/Sin2hSword",4924,51064,-1546623832,8,"","",[1],104,[],0,"","",""
130,"Metadata/Pet/SinAndInnocenceSwords/Innocence2hSword",4925,27467,1653082563,8,"","",[1],104,[],0,"","",""
131,"Metadata/Pet/SinAndInnocenceSwords/SinInnocence2hSword",4926,788,-1966765615,8,"","",[1],104,[],0,"","",""
132,"Metadata/Pet/Cherub/Sin",4927,31710,-619798320,8,"","",[1],104,[],0,"","",""
133,"Metadata/Pet/Cherub/Innocence",4928,2666,-834812841,8,"","",[1],104,[],0,"","",""
134,"Metadata/Pet/Beast/Beast",4929,61624,-306701056,8,"","",[1],3,[],0,"","",""
135,"Metadata/Pet/Goatman/Goatman",4930,18005,1412436581,8,"","",[2],3,[],0,"","",""
136,"Metadata/Pet/Monkey/Monkey",4931,16394,-967473569,8,"","",[1],3,[],0,"","",""
137,"Metadata/Pet/Raptor/Raptor",4932,33935,-508467906,8,"","",[1],4,[],0,"","",""
138,"Metadata/Pet/Tumbleweed/Tumbleweed",4933,22427,-731610113,8,"","",[1],4,[],0,"","",""
139,"Metadata/Pet/Copter/Copter",4934,16464,1729046367,8,"","",[1],4,[],0,"","",""
140,"Metadata/Pet/Scorpion/Machine",4935,59390,-123396261,8,"","",[1],4,[],0,"","",""
141,"Metadata/Pet/Wolpertinger/TrillingWolpertinger",4936,33690,486252385,8,"","",[1],3,[],0,"","",""
142,"Metadata/Pet/Wolpertinger/SqueakingWolpertinger",4937,39119,-83270714,8,"","",[1],3,[],0,"","",""
143,"Metadata/Pet/Wolpertinger/GruntingWolpertinger",4938,39562,1520549931,8,"","",[1],3,[],0,"","",""
144,"Metadata/Pet/Lion/Gold",4939,10237,-1599502508,8,"","",[1],90,[],0,"","",""
145,"Metadata/Pet/Raven/BloodGuard",4941,25852,1125853159,8,"","",[1],90,[],0,"","",""
146,"Metadata/Pet/Eagle/FaithGuard",4942,4458,-1046818576,8,"","",[1],90,[],0,"","",""
147,"Metadata/Pet/Raven/Oriath",4943,4468,26153211,8,"","",[1],90,[],0,"","",""
148,"Metadata/Pet/Pigeon/Dark",4945,33552,-1113702770,8,"","",[1],90,[],0,"","",""
149,"Metadata/Pet/Pigeon/Light",4944,45470,1738135047,8,"","",[1],90,[],0,"","",""
150,"Metadata/Pet/BallTrio/Fire",4946,29403,652760115,8,"","",[1],52,[],0,"","",""
151,"Metadata/Pet/BallTrio/Cold",4947,52693,-1181911976,8,"","",[1],73,[],0,"","",""
152,"Metadata/Pet/BallTrio/Lightning",4948,43310,-1749008658,8,"","",[1],82,[],0,"","",""
153,"Metadata/Pet/Hound/BloodGuard",4940,38041,1258872721,8,"","",[1],90,[],0,"","",""
154,"Metadata/Pet/DreadForgeLion/DreadForgeLionPet",4949,59561,-503576235,8,"","",[1],37,[],0,"","",""
155,"Metadata/Pet/Canary/Canary",4950,44741,-704939202,8,"","",[1],37,[],0,"","",""
156,"Metadata/Pet/GothicHorrorGhostChild/GothicHorrorGhostChild",4951,194,-2004383675,8,"","",[2],64,[],0,"","",""
157,"Metadata/Pet/Football/Football",4952,14839,1185185619,8,"","",[1],86,[],0,"","",""
158,"Metadata/Pet/Dragon/Dragon",4953,54673,1039853675,15,1,"",[1],40,[],0,"","",""
159,"Metadata/Pet/Dragon/DragonPremium",4954,64290,879152964,15,"",1,[1],40,[],0,"","",""
160,"Metadata/Pet/Dragon/DragonPremiumExpired",4955,62840,1511829348,15,1,"",[1],40,[],0,"","",""
161,"Metadata/Pet/BrineKingMinion/BrineKingMinion",4956,80,1186416359,8,"","",[1],51,[],0,"","",""
162,"Metadata/Pet/Taniwha/Taniwha",4957,38520,1373816730,8,"","",[1],51,[],0,"","",""
163,"Metadata/Pet/CorsairPet/CorsairPet",4958,53120,590015658,8,"","",[1],51,[],0,"","",""
164,"Metadata/Pet/Mystic/Spawner",4959,42154,-938054468,8,"","",[1],51,[],0,"","",""
165,"Metadata/Pet/MadcapHare/MadcapHare",4960,8258,-787156650,8,"","",[1],59,[],0,"","",""
166,"Metadata/Pet/MadcapToad/MadcapToad",4961,23160,2111973274,8,"","",[1],59,[],0,"","",""
167,"Metadata/Pet/Dragonfly/Dragonfly",4962,12676,1222801766,8,"","",[1],59,[],0,"","",""
168,"Metadata/Pet/HuntsmanToad/HuntsmanToad",4963,2131,-61082616,8,"","",[1],59,[],0,"","",""
169,"Metadata/Pet/SoulstealerPet/SoulstealerPet",4964,60281,-1922472432,8,"","",[1],109,[],0,"","",""
170,"Metadata/Pet/DragonWhelp/DragonWhelp",4965,14520,497952022,8,"","",[1],40,[],0,"","",""
171,"Metadata/Pet/TwoLeggedGoat/TwoLeggedGoat",4966,30652,-2000945401,8,"","",[1],3,[],0,"","",""
172,"Metadata/Pet/IceDragon/IceDragon",4967,63368,130347084,15,1,"",[1],8,[],0,"","",""
173,"Metadata/Pet/IceDragon/IceDragonPremium",4968,27478,1247748361,15,"",1,[1],8,[],0,"","",""
174,"Metadata/Pet/IceDragon/IceDragonPremiumExpired",4969,33684,777235911,15,1,"",[1],8,[],0,"","",""
175,"Metadata/Pet/Viper/Viper",4970,31197,120815342,15,"","",[1],118,[],0,"","",""
176,"Metadata/Pet/NineTailedFox/NineTailedFox",4971,35180,533108394,12,1,"",[1],75,[],0,"","",""
177,"Metadata/Pet/NineTailedFox/NineTailedFoxPremium",4972,12740,-952502531,12,"",1,[1],22,[],0,"","",""
178,"Metadata/Pet/NineTailedFox/NineTailedFoxPremiumExpired",4973,11626,1527543398,12,1,"",[1],22,[],0,"","",""
179,"Metadata/Pet/CruciblePet/CruciblePet",4974,36326,-1654583161,8,"","",[1],35,[],0,"","",""
180,"Metadata/Pet/CultDarkness/CultDarkness",4975,49679,89311069,8,1,"",[1],80,[],0,"","",""
181,"Metadata/Pet/WranglerHawk/WranglerHawk",4976,58024,-1405071640,12,"","",[1],56,[],0,"","",""
182,"Metadata/Pet/WranglerScorpion/WranglerScorpion",4977,59262,542164782,8,"","",[1],56,[],0,"","",""
183,"Metadata/Pet/WildPanther/WildPanther",4978,23886,575635201,8,"","",[1],56,[],0,"","",""
184,"Metadata/Pet/WildScorpion/WildScorpion",4979,1722,1975481093,8,"","",[1],56,[],0,"","",""
185,"Metadata/Pet/Plated/Plated",4980,8952,864162170,8,"","",[1],120,[],0,"","",""
186,"Metadata/Pet/WaterElemental/WaterElemental",4981,13003,-898107204,8,"","",[1],44,[],0,"","",""
187,"Metadata/Pet/VanguardOwl/VanguardOwl",4982,6191,-1309234727,8,"","",[1],19,[],0,"","",""
188,"Metadata/Pet/CyrWheelMonkey/CyrWheelMonkey",4983,39940,722581269,12,"","",[1],20,[],0,"","",""
189,"Metadata/Pet/CircusParakeet/CircusParakeet",4984,61010,918280425,8,"","",[1],20,[],0,"","",""
190,"Metadata/Pet/CircusTroll/CircusTroll",4985,31034,-836651237,12,"","",[1],20,[],0,"","",""
191,"Metadata/Pet/JugglingPins/Spawner",4986,8765,-579731636,8,"","",[1],20,[],0,"","",""
192,"Metadata/Pet/Sentinel/Sentinel",4987,63249,563009183,8,"","",[1],17,[],0,"","",""
193,"Metadata/Pet/Chiyou/Chiyou",4988,14700,-315435938,12,1,"",[1],25,[],0,"","",""
194,"Metadata/Pet/Chiyou/ChiyouPremium",4989,56810,-244437884,12,"",1,[1],25,[],0,"","",""
195,"Metadata/Pet/Chiyou/ChiyouPremiumExpired",4990,8102,-2140692543,12,1,"",[1],25,[],0,"","",""
196,"Metadata/Pet/Chiyou/Gold_Chiyou",4991,26610,2053184915,12,1,"",[1],25,[],0,"","",""
197,"Metadata/Pet/Chiyou/Gold_ChiyouPremium",4992,64652,-1160952255,12,"",1,[1],25,[],0,"","",""
198,"Metadata/Pet/Chiyou/Gold_ChiyouPremiumExpired",4993,8422,724175820,12,1,"",[1],25,[],0,"","",""
199,"Metadata/Pet/HavenwoodDeer/HavenwoodDeer",4994,65022,1004586526,10,"","",[1],69,[],0,"","",""
200,"Metadata/Pet/DemonicMoth/DemonicMoth",4995,52671,-1791993713,8,"","",[1],38,[],0,"","",""
201,"Metadata/Pet/DemonicArcticReindeer/DemonicArcticReindeer",4996,17187,1018134412,8,"","",[1],38,[],0,"","",""
202,"Metadata/Pet/Cat/Halloween",4997,33316,-1614996071,8,"","",[1],38,[],0,"","",""
203,"Metadata/Pet/BlackDragon/BlackDragon",4998,32429,-1729960369,15,1,"",[1],94,[],0,"","",""
204,"Metadata/Pet/BlackDragon/BlackDragonPremium",4999,3333,-1180191582,15,"",1,[1],94,[],0,"","",""
205,"Metadata/Pet/BlackDragon/BlackDragonPremiumExpired_",5000,6130,664285290,15,1,"",[1],94,[],0,"","",""
206,"Metadata/Pet/WhiteDragon/WhiteDragon",5001,18483,-1735208799,15,1,"",[1],94,[],0,"","",""
207,"Metadata/Pet/WhiteDragon/WhiteDragonPremium",5002,2820,1203915974,15,"",1,[1],94,[],0,"","",""
208,"Metadata/Pet/WhiteDragon/WhiteDragonPremiumExpired",5003,607,-162532336,15,1,"",[1],94,[],0,"","",""
209,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragon",5004,24464,1225987715,15,"","",[1],94,[],0,"","",""
210,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremium",5005,854,-1810786489,15,"",1,[1],94,[],0,"","",""
211,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremiumExpired",5006,64454,1270526076,15,"","",[1],94,[],0,"","",""
212,"Metadata/Pet/Rat_White/Rat_White",5007,28161,-1596010785,8,"","",[1],94,[],0,"","",""
213,"Metadata/Pet/Cat/EmpyreanCat",5009,60665,-133622544,8,1,"",[1],108,[],0,"","",""
214,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremium",5010,14105,-182074820,8,"",1,[1],108,[],0,"","",""
215,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremiumExpired",5011,46109,334407667,8,1,"",[1],108,[],0,"","",""
216,"Metadata/Pet/EyrieFalcon/EyrieFalcon",5008,15166,-1562076710,8,"","",[1],50,[],0,"","",""
217,"Metadata/Pet/ElderDarkseer/ElderDarkseer",5012,41100,419215472,8,"","",[1],36,[],0,"","",""
218,"Metadata/Pet/ScientistLabRat/ScientistLabRat",5013,36647,-445552042,8,"","",[1],111,[],0,"","",""
219,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyScientistPet",5014,45132,-1645335134,8,"","",[1],111,[],0,"","",""
220,"Metadata/Pet/ThaumaturgDarkAdvisor/ThaumaturgDarkAdvisor",5015,9065,-112731602,8,"","",[2],111,[],0,"","",""
221,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyProjectPet",5016,17946,-184175841,8,"","",[1],111,[],0,"","",""
222,"Metadata/Pet/ClockworkFireGolem/ClockworkFireGolem",5017,20736,858743343,8,"","",[1],106,[],0,"","",""
223,"Metadata/Pet/ClockworkLightningGolem/ClockworkLightningGolem",5018,23154,104684623,8,"","",[1],106,[],0,"","",""
224,"Metadata/Pet/ClockworkIceGolem/ClockworkIceGolem",5019,60425,-1919393391,8,"","",[1],106,[],0,"","",""
225,"Metadata/Pet/ClockworkStoneGolem/ClockworkStoneGolem",5020,36765,-1226819203,8,"","",[1],106,[],0,"","",""
226,"Metadata/Pet/ClockworkChaosGolem/ClockworkChaosGolem",5021,62779,-168165183,8,"","",[1],106,[],0,"","",""
227,"Metadata/Pet/AfterlifeCat/AfterlifeCat",5022,29035,-648894407,8,"","",[1],60,[],0,"","",""
228,"Metadata/Pet/VoidSmall/VoidSmall",5023,27735,-2013664338,8,"","",[1],43,[],0,"","",""
229,"Metadata/Pet/VoidLarge/VoidLarge",5024,29192,97679322,8,"","",[1],43,[],0,"","",""
230,"Metadata/Pet/UltimateChaosTiger/UltimateChaosTiger",5025,8688,2131189495,8,"","",[1],113,[],0,"","",""
231,"Metadata/Pet/PandemoniumPegasus/PandemoniumPegasus",5026,19875,-563506230,10,"","",[1],2,[],0,"","",""
232,"Metadata/Pet/Butterfly/Angelic/Angelic_Moth",5027,46192,-967347673,8,"","",[1],2,[],0,"","",""
233,"Metadata/Pet/StygianSteed/HellSteedPet",5028,7136,1856533832,10,"","",[1],2,[],0,"","",""
234,"Metadata/Pet/PandemoniumSpider/PandemoniumSpider",5029,48929,225292876,8,"","",[1],2,[],0,"","",""
235,"Metadata/Pet/GlimmerwoodBeetle/GlimmerwoodBeetle",5030,50002,140167944,8,"","",[1],59,[],0,"","",""
236,"Metadata/Pet/NecroticTiger/NecroticTiger",5031,55804,694415519,8,"","",[1],88,[],0,"","",""
237,"Metadata/Pet/StygianSteed/StygianSteedPet",5032,29616,-890128063,11,"","",[1],107,[],0,"","",""
238,"Metadata/Pet/TencentGirl/TencentGirl01",5033,33296,-1124516119,10,1,"",[2],86,[],0,"","",""
239,"Metadata/Pet/TencentGirl/TencentGirl02",5034,8933,-48504834,10,"",1,[2],86,[],0,"","",""
240,"Metadata/Pet/TencentGirl/TencentGirl03",5035,21916,-677871100,10,1,"",[2],86,[],0,"","",""
241,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremium",5036,8623,1459779245,8,"",1,[2],86,[],0,"","",""
242,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremiumExpired",5037,29667,-247954725,8,1,"",[2],86,[],0,"","",""
