"rownum","Id","StatsKey","bool","StatMin","StatMax","bool"
57,"IsDeliriumMap",11498,1,1,1,""
58,"IsMaximumDelirium",11498,1,100,100,""
59,"AwakeningLevel8",10699,1,8,8,""
60,"ContainsElderGuardian",6545,1,1,1,""
61,"IsBlightedMap",10336,1,1,1,""
62,"IsUberBlightedMap",14748,1,1,1,""
63,"IsT10PlusHellscapeMap",15054,1,10,10,""
64,"HasIncreasedAreaOfEffect",3242,1,1,1,""
65,"HasMinusMaxResistances",1007,"",-1,-1,1
66,"HasAdditionalProjectiles",994,1,1,1,""
67,"HasAttackSpeed",990,1,1,1,""
68,"HasCastSpeed",991,1,1,1,""
69,"HasMovementSpeed",989,1,1,1,""
70,"Has4SextantMods",5826,1,4,4,""
71,"HasTangleInfluence",10591,"",1,1,""
72,"HasCleansingFireInfluence",10591,"",2,2,""
73,"HasHeightOfHubrisAffectingArea",16268,1,1,1,""
74,"Has70PercentBossAoE",3252,1,70,70,""
75,"IsTier14Plus",10005,1,14,14,""
76,"Expedition5Remnants",14642,1,5,5,""
77,"Expedition15Remnants",14642,1,15,15,""
78,"IsLastMapOfAMemoryLine",16842,1,1,1,""
79,"IsFirstMapOfMemoryLineTier14Plus",16843,1,14,14,""
80,"IsAnyMemoryLine",16844,1,1,1,""
81,"IsAbyssMemoryLine",16844,"",1,1,""
82,"IsAmbushMemoryLine",16844,"",2,2,""
83,"IsAnarchyMemoryLine",16844,"",3,3,""
84,"IsBestiaryMemoryLine",16844,"",4,4,""
85,"IsBetrayalMemoryLine",16844,"",5,5,""
86,"IsBlightMemoryLine",16844,"",6,6,""
87,"IsBreachMemoryLine",16844,"",7,7,""
88,"IsDeliriumMemoryLine",16844,"",8,8,""
89,"IsDominationMemoryLine",16844,"",9,9,""
90,"IsEssenceMemoryLine",16844,"",10,10,""
91,"IsExpeditionMemoryLine",16844,"",11,11,""
92,"IsHarvestMemoryLine",16844,"",12,12,""
93,"IsHeistMemoryLine",16844,"",13,13,""
94,"IsIncursionMemoryLine",16844,"",14,14,""
95,"IsLegionMemoryLine",16844,"",15,15,""
96,"IsMetamorphMemoryLine",16844,"",16,16,""
97,"IsRitualMemoryLine",16844,"",17,17,""
98,"IsTormentMemoryLine",16844,"",18,18,""
99,"IsHarbingerMemoryLine",16844,"",19,19,""
100,"AtLeast100Quantity",1036,1,100,100,""
101,"AtLeast80Quantity",1036,1,80,80,""
102,"AtLeast70Quantity",1036,1,70,70,""
103,"SextantMinimumRarity",5134,1,2,2,""
104,"SextantEnragedStrongbox",5097,1,25,25,""
105,"SextantBossHarbinger",9343,1,1,1,""
106,"SextantBossBodyguards",5111,1,1,1,""
107,"SextantHealingPacks",5077,1,4,4,""
108,"SextantConvertPacks",5081,1,4,4,""
109,"SextantHereticGhost",9392,1,1,1,""
110,"SextantBetrayerGhost",9391,1,1,1,""
111,"SextantGraverobberGhost",9390,1,1,1,""
112,"SextantGloomShrine",9848,1,1,1,""
113,"SextantResonatingShrine",9847,1,1,1,""
114,"IsAlvaMemoryLine",18444,"",3,3,""
115,"IsNikoMemoryLine",18444,"",5,5,""
116,"IsEinharMemoryLine",18444,"",2,2,""
117,"IsKiracMemoryLine",18444,"",7,7,""
118,"SextantMapBossUnique",4920,1,1,1,""
119,"SextantVaalPacks",9362,1,6,6,""
120,"SextantMirroredRares",5076,1,4,4,""
121,"SextantExtraFire",5026,1,12,12,""
122,"SextantExtraCold",5030,1,12,12,""
123,"SextantExtraLightning",5029,1,12,12,""
124,"SextantExtraChaos",5027,1,12,12,""
125,"SextantMagicPacksize",5089,1,25,25,""
126,"SextantUnidpacksize",5158,1,20,20,""
127,"SextantBeyondPacksize",16827,1,25,25,""
128,"AtLeast50Quantity",1036,1,50,50,""
129,"DivinationScarab1",19664,1,1,1,""
130,"DivinationScarab2",19665,1,1,1,""
131,"DivinationScarab3",8733,1,150,150,""
132,"IsTier16Plus",10005,1,16,16,""
133,"MapScarabs",18431,1,1,1,""
134,"Packsize50",1021,1,50,50,""
135,"AtLeast3BestiaryScarabs",20229,1,3,3,""
136,"AtLeast3InfluenceScarabs",20241,1,3,3,""
137,"AtLeast3HarbingerScarabs",20236,1,3,3,""
138,"AtLeast3AbyssScarabs",20240,1,3,3,""
139,"AtLeast3EssenceScarabs",20251,1,3,3,""
140,"AtLeast3DominationScarabs",20248,1,3,3,""
141,"AtLeast3IncursionScarabs",20253,1,3,3,""
142,"AtLeast3BetrayalScarabs",20249,1,3,3,""
143,"AtLeast3BlightScarabs",20239,1,3,3,""
144,"AtLeast3BreachScarabs",20230,1,3,3,""
145,"AtLeast3LegionScarabs",20237,1,3,3,""
146,"AtLeast3MapScarabs",20231,1,3,3,""
147,"AtLeast3BeyondScarabs",20245,1,3,3,""
148,"AtLeast3AmbushScarabs",20235,1,3,3,""
149,"AtLeast3UltimatumScarabs",20250,1,3,3,""
150,"AtLeast3ExpeditionScarabs",20252,1,3,3,""
151,"AtLeast3DeliriumScarabs",20244,1,3,3,""
152,"AtLeast3MiscScarabs",20243,1,3,3,""
