"rownum","string","MapStatConditionsKeys","StatsKeys","AchievementItemsKeys","MapTierAchievementsKeys","bool","WorldAreasKeys","[rid]"
38,"LegionSextant","[23,55]",[],[],[],1,[0],[]
39,"Tempest",[54],[],[],[],1,[0],[]
40,"Total10Mods",[9],[],[1023],[],1,[0],[]
41,"HasQuality",[56],[],[],[],1,[0],[]
42,"RareDeliriumMap","[1,57]",[],[],[],1,[0],[]
43,"RareDeliriumMapMaxDelirium","[1,58]",[],[7101],[],1,[0],[]
44,"RareDeliriumMapMaxDelirium4ModsTier16","[1,58,6,21]",[],[8782],[],1,[0],[]
45,"TwinnedMapMaxDelirium","[3,58]",[],[],[],1,[0],[]
46,"RareMapAwakening8MaxDelirium","[1,59,58]",[],[],[],1,[0],[]
47,"ElderGuardianMapMaxDelirium","[60,58]",[],[],[],1,[0],[]
48,"8ModBlightedMap","[61,75,8]",[],[8947],[],1,[0],[]
49,"UniqueMap_HallOfGrandmasters",[],[],[4219],[],1,"[1004,869,793,1202]",[]
50,"UniqueMap_WhakawairuaTuahu",[],[],"[8168,8365,8815,9007,10188]",[],1,"[973,882,804,1114]",[]
51,"UniqueMap_VinktarSquare",[],[],"[4222,8169,8366,8816,9008,10189]",[],1,"[1012,921,1168]",[]
52,"UniqueMap_VaultsOfAtziri",[],[],"[8159,8356,8806,8998,10179]",[],1,"[949,856,779,1164]",[]
53,"UniqueMap_PutridCloister",[],[],"[8171,8368,8818,9010,10191]",[],1,"[951,1187]",[]
54,"UniqueMap_PoorjoysAsylum",[],[],"[8163,8360,8810,9002,10183]",[],1,"[1008,879,801,1184]",[]
55,"UniqueMap_PerandusManor",[],[],[8175],[],1,"[1020,910,1116]",[]
56,"UniqueMap_OlmecsSanctum",[],[],"[8166,8363,8813,9005,10186]",[],1,"[980,887,820,1154]",[]
57,"UniqueMap_ObasCursedTrove",[],[],"[8165,8362,8812,9004,10185]",[],1,"[1024,889,809,1221]",[]
58,"UniqueMap_MaoKun",[],[],"[8164,8361,8811,9003,10184]",[],1,"[1006,858,781,1171]",[]
59,"UniqueMap_MaelstromOfChaos",[],[],"[8160,8357,8807,8999,10180]",[],1,"[991,849,772,1142]",[]
60,"UniqueMap_HallowedGround",[],[],"[8172,8369,8819,9011,10192]",[],1,"[933,1144]",[]
61,"UniqueMap_DeathAndTaxes",[],[],"[8167,8364,8814,9006,10187]",[],1,"[1030,905,824,1223]",[]
62,"UniqueMap_CowardsTrial",[],[],"[8161,8358,8808,9000,10181]",[],1,"[998,837,759,1199]",[]
63,"UniqueMap_CaerBlaidd",[],[],"[8170,8367,8817,9009,10190]",[],1,"[1017,872,1156]",[]
64,"UniqueMap_ActonsNightmare",[],[],"[8162,8359,8809,9001,10182]",[],1,"[1002,864,788,1216]",[]
65,"UniqueMap_DoryanisMachinarium",[],[],"[8176,8372,8822,9014,10195]",[],1,[1126],[]
66,"UniqueMap_TwilightTemple",[],[],"[8173,8370,8820,9012,10193]",[],1,[1176],[]
67,"UniqueMap_PillarsOfArun",[],[],"[8174,8371,8821,9013,10194]",[],1,[1152],[]
68,"VaalTemple",[],[],[],[],1,"[1060,928,835,1251]",[]
69,"TwinnedCaldera",[3],[],[],[],1,"[1050,931,1225]",[]
70,"TwinnedColosseum",[3],[],[],[],1,"[1051,932,1234]",[]
71,"TwinnedCore",[3],[],[],[],1,"[1052,930,1233]",[]
72,"TwinnedMalformation",[3],[],[],[],1,"[1013,903,1228]",[]
73,"TwinnedMaze",[3],[],[],[],1,"[1044,927,819,1125]",[]
74,"TwinnedMuseum",[3],[],[],[],1,"[999,861,784,1186]",[]
75,"TwinnedNecropolis",[3],[],[],[],1,"[1029,904,823,1222]",[]
76,"TwinnedPalace",[3],[],[],[],1,"[1046,924,833,1240]",[]
77,"TwinnedPark",[3],[],[],[],1,[1227],[]
78,"TwinnedPhantasmagoria",[3],[],[],[],1,"[955,870,1136]",[]
79,"TwinnedPlaza",[3],[],[],[],1,"[1040,929,1238]",[]
80,"TwinnedScriptorium",[3],[],[],[],1,"[1041,1188]",[]
81,"TwinnedShrine",[3],[],[],[],1,"[1047,925,831,1230]",[]
82,"TwinnedTortureChamber",[3],[],[],[],1,"[1023,888,808,1220]",[]
83,"TwinnedWasteland",[3],[],[],[],1,"[1026,919,1194]",[]
84,"TwinnedAcademy",[3],[],[],[],1,"[950,913,829,1137]",[]
85,"TwinnedCarcass",[3],[],[],[],1,[1245],[]
86,"TwinnedTribunal",[3],[],[],[],1,[1146],[]
87,"TwinnedBoneCrypt",[3],[],[],[],1,"[979,886,785,1153]",[]
88,"TwinnedSepulchre",[3],[],[],[],1,[1177],[]
89,"TwinnedLair",[3],[],[],[],1,"[1036,1203]",[]
90,"TwinnedOvergrownShrine",[3],[],[],[],1,"[1001,863,787,1215]",[]
91,"TwinnedArsenal",[3],[],[],[],1,"[1010,918,769,1231]",[]
92,"TwinnedAcidLakes",[3],[],[],[],1,"[952,1235]",[]
93,"TwinnedCrimsonTemple",[3],[],[],[],1,[1237],[]
94,"TwinnedLookout",[3],[],[],[],1,[1090],[]
95,"TwinnedStrand",[3],[],[],[],1,"[972,881,803,1113]",[]
96,"TwinnedSpiderLair",[3],[],[],[],1,"[965,854,777,1131]",[]
97,"TwinnedJungleValley",[3],[],[],[],1,"[937,892,812,1135]",[]
98,"TwinnedVaalPyramid",[3],[],[],[],1,"[948,855,778,1163]",[]
99,"TwinnedOrchard",[3],[],[],[],1,"[1000,898,767,1200]",[]
100,"TwinnedSpiderForest",[3],[],[],[],1,"[971,867,791,1206]",[]
101,"TwinnedFactory",[3],[],[],[],1,"[939,1209]",[]
102,"TwinnedMesa",[3],[],[],[],1,"[961,1210]",[]
103,"TwinnedCastleRuins",[3],[],[],[],1,"[978,917,1217]",[]
104,"TwinnedMoonTemple",[3],[],[],[],1,[1175],[]
105,"TwinnedDarkForest",[3],[],[],[],1,"[1053,896,816,1236]",[]
106,"TwinnedTemple",[3],[],[],[],1,"[1007,878,800,1183]",[]
107,"TwinnedShipyard",[3],[],[],[],1,"[1034,915,830,1191]",[]
108,"TwinnedCursedCrypt",[3],[],[],[],1,"[997,836,758,1198]",[]
109,"TwinnedPrimordialPool",[3],[],[],[],1,"[964,1205]",[]
110,"TwinnedPit",[3],[],[],[],1,"[962,841,1211]",[]
111,"TwinnedVilla",[3],[],[],[],1,"[956,877,799,1219]",[]
112,"TwinnedRacecourse_",[3],[],[],[],1,"[969,1224]",[]
113,"TwinnedGhetto",[3],[],[],[],1,"[940,853,776,1226]",[]
114,"TwinnedCitySquare",[3],[],[],[],1,[1110],[]
115,"TwinnedPeninsula",[3],[],[8009],[],1,"[959,897,817,1105]",[]
116,"TwinnedVolcano",[3],[],[],[],1,"[1049,908,1119]",[]
117,"TwinnedArena",[3],[],[],[],1,"[986,862,1185]",[]
118,"TwinnedPort",[3],[],[],[],1,"[1014,1106]",[]
119,"TwinnedPrecinct",[3],[],[],[],1,"[1022,912,828,1195]",[]
120,"TwinnedPlateau",[3],[],[],[],1,"[1031,906,825,1180]",[]
121,"TwinnedCanyon",[3],[],[],[],1,"[967,895,815,1121]",[]
122,"TwinnedCourthouse",[3],[],[],[],1,[1112],[]
123,"TwinnedBurialChambers",[3],[],[8196],[],1,"[958,1107]",[]
124,"T10HellscapeMaps",[63],[],[8391],[],1,[0],[]
125,"AoEMinotaur",[64],[],[8384],[],1,"[1058,1249]",[]
126,"MinusMaxPhoenix",[65],[],[8385],[],1,"[1057,1248]",[]
127,"FleetChimera","[67,68,69]",[],[8386],[],1,"[1055,1246]",[]
128,"MultiProjHydra",[66],[],[8387],[],1,"[1056,1247]",[]
129,"SynthesisUniqueMapCortex",[],[],[8413],[],1,[453],[]
130,"SynthesisUniqueMapMemory1",[],[],[8413],[],1,[454],[]
131,"SynthesisUniqueMapMemory2",[],[],[8413],[],1,[455],[]
132,"SynthesisUniqueMapMemory3",[],[],[8413],[],1,[456],[]
133,"SynthesisUniqueMapMemory4",[],[],[8413],[],1,[457],[]
134,"MapWith4SextantMods",[70],[],[8645],[],1,[0],[]
135,"TangleInfluenceMap",[71],[],[8528],[],1,[0],[]
136,"CleansingFireInfluenceMap",[72],[],[8526],[],1,[0],[]
137,"WrithingInvitation5ModsHeightOfHubris","[7,73]",[],[8792],[],1,[1290],[]
138,"ScreamingInvitation5ModsHeightOfHubris","[7,73]",[],[8793],[],1,[1293],[]
139,"PolaricInvitation5ModsHeightOfHubris","[7,73]",[],[8794],[],1,[1291],[]
140,"IncandescentInvitation5ModsHeightOfHubris","[7,73]",[],[8795],[],1,[1292],[]
141,"EaterOfWorldsWith70PercentBossAoE",[74],[],[8858],[],1,[1293],[]
142,"5ModBlightRavagedMap","[7,62,75,5]",[],[8948],[],1,[0],[]
143,"MapExplicitModGrind",[],[4488],[9047],[],1,[0],[]
144,"T168ModMap","[8,21,1]",[],[9077],[],1,[0],[]
145,"FinalTier14PlusAbyssMemoryLineMap","[78,79,81]",[],[9044],[],1,[0],[]
146,"FinalTier14PlusAmbushMemoryLineMap","[78,79,82]",[],[9039],[],1,[0],[]
147,"FinalTier14PlusAnarchyMemoryLineMap","[78,79,83]",[],[],[],1,[0],[]
148,"FinalTier14PlusBestiaryMemoryLineMap","[78,79,84]",[],[],[],1,[0],[]
149,"FinalTier14PlusBetrayalMemoryLineMap","[78,79,85]",[],[],[],1,[0],[]
150,"FinalTier14PlusBlightMemoryLineMap","[78,79,86]",[],[],[],1,[0],[]
151,"FinalTier14PlusBreachMemoryLineMap","[78,79,87]",[],[9042],[],1,[0],[]
152,"FinalTier14PlusDeliriumMemoryLineMap","[78,79,88]",[],[],[],1,[0],[]
153,"FinalTier14PlusDominationMemoryLineMap","[78,79,89]",[],[],[],1,[0],[]
154,"FinalTier14PlusEssenceMemoryLineMap","[78,79,90]",[],[9035],[],1,[0],[]
155,"FinalTier14PlusExpeditionMemoryLineMap","[78,79,91]",[],[],[],1,[0],[]
156,"FinalTier14PlusHarvestMemoryLineMap","[78,79,92]",[],[9037],[],1,[0],[]
157,"FinalTier14PlusHeistMemoryLineMap","[78,79,93]",[],[],[],1,[0],[]
158,"FinalTier14PlusIncursionMemoryLineMap","[78,79,94]",[],[9040],[],1,[0],[]
159,"FinalTier14PlusLegionMemoryLineMap","[78,79,95]",[],[],[],1,[0],[]
160,"FinalTier14PlusMetamorphMemoryLineMap","[78,79,96]",[],[],[],1,[0],[]
161,"FinalTier14PlusRitualMemoryLineMap","[78,79,97]",[],[],[],1,[0],[]
162,"FinalTier14PlusTormentMemoryLineMap","[78,79,98]",[],[9043],[],1,[0],[]
163,"FinalTier14PlusHarbingerMemoryLineMap","[78,79,99]",[],[9045],[],1,[0],[]
164,"Tier16AbyssMemoryLineMap","[21,81,78,100]",[],[9667],[],1,[0],[]
165,"Tier16AmbushMemoryLineMap","[21,82,78,100]",[],[9668],[],1,[0],[]
166,"Tier16AnarchyMemoryLineMap","[21,83,78,100]",[],[9104],[],1,[0],[]
167,"Tier16BestiaryMemoryLineMap","[21,84,78,100]",[],[9669],[],1,[0],[]
168,"Tier16BetrayalMemoryLineMap","[21,85,78,100]",[],[9104],[],1,[0],[]
169,"Tier16BlightMemoryLineMap","[21,86,78,100]",[],[9104],[],1,[0],[]
170,"Tier16BreachMemoryLineMap","[21,87,78,100]",[],[9670],[],1,[0],[]
171,"Tier16DeliriumMemoryLineMap","[21,88,78,100]",[],[9104],[],1,[0],[]
172,"Tier16DominationMemoryLineMap","[21,89,78,100]",[],[9671],[],1,[0],[]
173,"Tier16EssenceMemoryLineMap","[21,90,78,100]",[],[9672],[],1,[0],[]
174,"Tier16ExpeditionMemoryLineMap","[21,91,78,100]",[],[9104],[],1,[0],[]
175,"Tier16HarvestMemoryLineMap","[21,92,78,100]",[],[9674],[],1,[0],[]
176,"Tier16HeistMemoryLineMap","[21,93,78,100]",[],[9104],[],1,[0],[]
177,"Tier16IncursionMemoryLineMap","[21,94,78,100]",[],[9675],[],1,[0],[]
178,"Tier16LegionMemoryLineMap","[21,95,78,100]",[],[9104],[],1,[0],[]
179,"Tier16MetamorphMemoryLineMap","[21,96,78,100]",[],[9104],[],1,[0],[]
180,"Tier16RitualMemoryLineMap","[21,97,78,100]",[],[9104],[],1,[0],[]
181,"Tier16TormentMemoryLineMap","[21,98,78,100]",[],[9676],[],1,[0],[]
182,"Tier16HarbingerMemoryLineMap","[21,99,78,100]",[],[9673],[],1,[0],[]
183,"MavenWitnessT14Plus8ModMaps","[8,1,75]",[],[9235],[],1,[0],[113]
184,"MemoryAtlas100QuantityT14Plus","[80,100,75]",[],[9229],[],1,[0],[]
185,"Tier15Beachhead","[20,21]",[],[10157],[],"","[1254,1253,1089,1088,1087,1255]",[]
186,"WrithingInvitation70Quantity",[102],[],[10248],[],1,[1293],[]
187,"ScreamingInvitation70Quantity",[102],[],[10249],[],1,[1292],[]
188,"PolaricInvitation80Quantity",[101],[],[9243],[],1,[1291],[]
189,"IncandescentInvitation80Quantity",[101],[],[9696],[],1,[1292],[]
190,"MapPackSizeGrind",[],[1021],[9436],[],1,[0],[]
191,"SextantStrongboxes","[21,101,103,104]",[],[9443],[],1,[0],[]
192,"SextantBosses","[21,101,105,106]",[],[9442],[],1,[0],[]
193,"SextantPacks","[21,101,107,108]",[],[9444],[],1,[0],[]
194,"SextantGhostShrines1","[21,101,109,112]",[],[9445],[],1,[0],[]
195,"SextantGhostShrines2","[21,101,109,113]",[],[9445],[],1,[0],[]
196,"SextantGhostShrines3","[21,101,110,112]",[],[9445],[],1,[0],[]
197,"SextantGhostShrines4","[21,101,110,113]",[],[9445],[],1,[0],[]
198,"SextantGhostShrines5","[21,101,111,112]",[],[9445],[],1,[0],[]
199,"SextantGhostShrines6","[21,101,111,113]",[],[9445],[],1,[0],[]
200,"MapScarabTiers",[],[18431],"[9441,10031]",[],1,[0],[]
201,"AtlasKiracMap",[117],[],[9440],[],1,[0],[]
202,"AtlasNikoMap",[115],[],[9438],[],1,[0],[]
203,"AtlasAlvaMap",[114],[],[9437],[],1,[0],[]
204,"AtlasEinharMap",[116],[],[9439],[],1,[0],[]
205,"Tier16Beachhead",[21],[],"[9581,10157]",[],1,[1256],[]
206,"RedTierAtlasMemoryMaps80Quant","[80,18,101]",[],[9717],[],1,[0],[]
207,"MapSextantMods",[],[5826],[9677],[],1,[0],[]
208,"MapScarabs",[],[18764],[10276],[],1,[0],[]
209,"RedTierUnidRareMap","[18,4,1]",[],[9722],[],1,[0],[]
210,"SextantMapBosses","[21,101,118,105,106]",[],[9992],[],1,[0],[]
211,"SextantMapPacks","[21,101,119,120,108]",[],[9993],[],1,[0],[]
212,"SextantTakeMoreDamage","[21,101,121,122,123,124]",[],[9994],[],1,[0],[]
213,"SextantPackSize","[21,101,125,126,127]",[],[9995],[],1,[0],[]
214,"MemoryMapQuant",[80],[1036],[9997],[],1,[0],[]
215,"80QuantBlightMapT14Plus","[61,75,101]",[],[9926],[],1,[0],[]
216,"T16BlightRavagedMap5Mods","[7,62,21]",[],[9927],[],1,[0],[]
217,"RedTier50QuantMaps","[18,128]",[],[10038],[],1,[0],[]
218,"T16plusDivinationScarab1","[132,129]",[],[10171],[],1,[0],[]
219,"T16plusDivinationScarab2","[132,130]",[],[10171],[],1,[0],[]
220,"T16plusDivinationScarab3","[132,131]",[],[10171],[],1,[0],[]
221,"MapScarabsComplete","[133,19]",[],[10196],[],1,[0],[]
222,"MemoryMapMods",[80],[4488],[10231],[],1,[0],[]
223,"CompleteT17Map",[22],[],[10245],[],1,[0],[]
224,"Tier17ItemQuantity",[22],[1036],[10246],[],1,[0],[]
225,"CompleteT17mapPacksize","[22,134]",[],[10247],[],1,[0],[]
226,"CompleteAbominationT17",[22],[],[10279],[],1,[1274],[]
227,"CompleteCitadelT17",[22],[],[10280],[],1,[1272],[]
228,"CompleteFortressT17",[22],[],[10281],[],1,[1273],[]
229,"CompleteSanctuaryT17",[22],[],[10282],[],1,[1271],[]
230,"CompleteZigguratT17",[22],[],[10283],[],1,[1275],[]
231,"BestiaryT16At80Q","[101,132,135]",[],[10212],[],1,[0],[]
232,"InfluenceT16At80Q","[101,132,136]",[],[10213],[],1,[0],[]
233,"HarbingerT16At80Q","[101,132,137]",[],[10214],[],1,[0],[]
234,"AbyssT16At80Q","[101,132,138]",[],[10215],[],1,[0],[]
235,"EssenceT16At80Q","[101,132,139]",[],[10216],[],1,[0],[]
236,"DominationT16At80Q","[101,132,140]",[],[10217],[],1,[0],[]
237,"IncursionT16At80Q","[101,132,141]",[],[10218],[],1,[0],[]
238,"BetrayalT16At80Q","[101,132,142]",[],[10219],[],1,[0],[]
239,"BlightT16At80Q","[101,132,143]",[],[10220],[],1,[0],[]
240,"BreachT16At80Q","[101,132,144]",[],[10221],[],1,[0],[]
241,"LegionT16At80Q","[101,132,145]",[],[10222],[],1,[0],[]
242,"MapT16At80Q","[101,132,146]",[],[10223],[],1,[0],[]
243,"BeyondT16At80Q","[101,132,147]",[],[10224],[],1,[0],[]
244,"AmbushT16At80Q","[101,132,148]",[],[10225],[],1,[0],[]
245,"UltimatumT16At80Q","[101,132,149]",[],[10226],[],1,[0],[]
246,"ExpeditionT16At80Q","[101,132,150]",[],[10227],[],1,[0],[]
247,"DeliriumT16At80Q","[101,132,151]",[],[10228],[],1,[0],[]
248,"MiscT16At80Q","[101,132,152]",[],[10229],[],1,[0],[]
249,"ItemisedPacks81plus","[75,1]",[20289],[10294],[],1,[0],[]
