"rownum","Id","SoundFile","BankFile","HASH16","IsAvailableInHideout","Name","string","MusicCategories","bool","i32"
98,"Act6_Wetlands","Audio/Music/Act2_DarkForest/Act2_DarkForest.ogg","Music4.bank",64173,"","Wetlands","",[],"",0
99,"Act6_SouthernForest","Audio/Music/Act6_ForestDaylight/Act6_ForestDaylight","Music24.bank",47386,"","Southern Forest","",[],"",0
100,"Act6_CavernOfAnger","Audio/Music/Act1_Cave/Act1_Cave.ogg","Music1.bank",48837,"","Cavern of Anger","",[],"",0
101,"Act6_Beacon","Audio/Music/Act1_SandBeach/Act1_SandBeach.ogg","Music1.bank",21706,"","Beacon","",[],"",0
102,"Act6_Reef","Audio/Music/Act1_DarkBeach/Act1_DarkBeach.ogg","Music2.bank",60475,"","Brine King's Reef","",[],"",0
103,"Act6_BrineKing","Audio/Music/Act6_BrineKing/Act6_BrineKing.ogg","Music20.bank",40111,"","Brine King","",[],1,0
104,"BridgeEncampment","Audio/Music/Act7_Encampment/BridgeEncampment","Music26.bank",35969,"","Bridge Encampment","",[],1,0
105,"Act7_BrokenBridge","Audio/Music/Act2_DarkForest/Act2_DarkForest.ogg","Music4.bank",22026,"","Broken Bridge","",[],"",0
106,"Act7_Crossroads","Audio/Music/Act2_DryForest/Act2_DryForest.ogg","Music3.bank",45403,"","Crossroads","",[],"",0
107,"Act7_FellshrineRuins","Audio/Music/Act2_DarkForest/Act2_DarkForest.ogg","Music4.bank",29087,"","Fellshrine Ruins","",[],"",0
108,"Act7_Crypt","Audio/Music/Act2_ChurchDungeon/Act2_ChurchDungeon.ogg","Music4.bank",6952,"","Crypt","",[],"",0
109,"Act7_ChamberOfSins","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",50000,"","Chamber of Sins","",[],"",0
110,"Act7_Sanctum","Audio/Music/Act4_BellyOfTheBeast/BellyOfTheBeast.ogg","Music12.bank",15918,"","Maligaro's Sanctum","",[],"",0
111,"Act7_Den","Audio/Music/Act2_Cave/Act2_Cave.ogg","Music4.bank",42644,"","Den","",[],"",0
112,"Act7_AshenFields","Audio/Music/Act2_DryForest/Act2_DryForest.ogg","Music3.bank",14558,"","Ashen Fields","",[],"",0
113,"Act7_NorthernForest","Audio/Music/Act6_ForestDaylight/Act6_ForestDaylight","Music24.bank",46095,"","Northern Forest","",[],"",0
114,"Act7_DreadThicket","Audio/Music/Act2_DarkForest/Act2_DarkForest.ogg","Music4.bank",7672,"","Dread Thicket","",[],"",0
115,"Act7_Causeway","Audio/Music/Act2_DryForest/Act2_DryForest.ogg","Music3.bank",51637,"","Causeway","",[],"",0
116,"Act7_VaalCity","Audio/Music/Vaal_Temple/Vaal_Temple","Music24.bank",33787,"","Vaal City","",[],"",0
117,"Act7_TempleOfDecay","Audio/Music/Vaal_Temple/Vaal_Temple","Music24.bank",4969,"","Temple of Decay","",[],"",0
118,"Act7_Arakaali","Audio/Music/Act7_Arakaali/Act7_Arakaali.ogg","Music21.bank",20452,"","Arakaali","",[],1,0
119,"Act8_SarnRamparts","Audio/Music/Act4_Aqueduct/Aqueduct.ogg","Music13.bank",25264,"","Sarn Ramparts","",[],"",0
120,"Act8_Encampment","Audio/Music/Act8_Encampment/Act8_Encampment","Music21.bank",12682,"","Sarn Encampment","",[],"",0
121,"Act8_ToxicConduits","Audio/Music/Act3_Sewers/Act3_Sewers.ogg","Music6.bank",34564,"","Toxic Conduits","",[],"",0
122,"Act8_GrandPromenade","Audio/Music/Act3_Battlefront/Battlefront","Music26.bank",2180,"","Grand Promenade","",[],"",0
123,"Act8_BathHouse","Audio/Music/Act3_Solaris/Act3_Solaris.ogg","Music7.bank",28261,"","Bath House","",[],"",0
124,"Act8_HighGardens","Audio/Music/Labyrinth/dry_garden.ogg","Music15.bank",1652,"","High Gardens","",[],1,0
125,"Act8_LunarisConcourse","Audio/Music/Act3_Battlefront/Battlefront","Music26.bank",27958,"","Lunaris Concourse","",[],"",0
126,"Act8_LunarisTemple","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",53022,"","Lunaris Temple","",[],"",0
127,"Act8_Quay","Audio/Music/Act3_Intro/Act3_Intro.ogg","Music6.bank",63854,"","Quay","",[],"",0
128,"Act8_GrainGate","Audio/Music/Act3_Intro/Act3_Intro.ogg","Music6.bank",28970,"","Grain Gate","",[],"",0
129,"Act8_ImperialFields","Audio/Music/Act2_DryForest/Act2_DryForest.ogg","Music3.bank",36571,"","Imperial Fields","",[],"",0
130,"Act8_SolarisTemple","Audio/Music/Act3_Solaris/Act3_Solaris.ogg","Music7.bank",3916,"","Solaris Temple","",[],"",0
131,"Act8_SolarisConcourse","Audio/Music/Act3_Battlefront/Battlefront","Music26.bank",29163,"","Solaris Concourse","",[],"",0
132,"Battlefront","Audio/Music/Act3_Battlefront/Battlefront","Music26.bank",9134,"","Harbour Bridge","",[],"",0
133,"Act8_SolarisLunaris","Audio/Music/Act8_Solaris&Lunaris/Act8_Solaris&Lunaris.ogg","Music21.bank",28221,"","Solaris vs Lunaris","",[],1,7
134,"Act9_BloodAqueduct","Audio/Music/Act4_Aqueduct/Aqueduct.ogg","Music13.bank",46629,"","Blood Aqueduct","",[],"",0
135,"Act9_Highgate","Audio/Music/Act4_Town/Act4_Town.ogg","Music10.bank",53919,"","Highgate","",[],"",0
136,"Act9_Descent","Audio/Music/Act5_OriathPortal/Act5_OriathPortal.ogg","Music16.bank",33115,"","Descent","",[],"",0
137,"Act9_VastiriDesert","Audio/Music/Act4_Arena/DaressoPit.ogg","Music13.bank",58445,"","Vastiri Desert","",[],"",0
138,"Act9_Oasis","Audio/Music/Act4_Arena/DaressoPit.ogg","Music13.bank",52816,"","Oasis","",[],"",0
139,"Shakari","Audio/Music/Act9_Shakari/Shakari","Music26.bank",17757,"","Shakari","",[],1,0
140,"Act9_Foothills","Audio/Music/Act4_Lake/Act4_Lake.ogg","Music11.bank",30341,"","Foothills","",[],"",0
141,"Act9_BoilingLake","Audio/Music/Act4_Lake/Act4_Lake.ogg","Music11.bank",57956,"","Boiling Lake","",[],"",0
142,"Act9_Tunnel","Audio/Music/Act4_Tunnels/Act4_MiningTunnels.ogg","Music10.bank",38405,"","Tunnel","",[],"",0
143,"Act9_Quarry","Audio/Music/Act4_Tunnels/Act4_MiningTunnels.ogg","Music10.bank",17042,"","Quarry","",[],"",0
144,"Act9_Rafinery","Audio/Music/Act4_Tunnels/Act4_MiningTunnels.ogg","Music10.bank",47109,"","Refinery","",[],"",0
145,"Act9_Belly","Audio/Music/Act4_BellyOfTheBeast/BellyOfTheBeast.ogg","Music12.bank",38769,"","Belly of the Beast","",[],"",0
146,"Act9_RottingCore","Audio/Music/Act4_BellyOfTheBeast/BellyOfTheBeast.ogg","Music12.bank",33500,"","Rotting Core","",[],"",0
147,"Act10_OriathDock","Audio/Music/Act10_OriathDock/Act10_OriathDock.ogg","Music21.bank",25614,"","Oriath's Dock","",[],1,0
148,"Act10_CathedralRooftop","Audio/Music/Act5_CathedralRooftops/Act5_CathedralRooftops.ogg","Music19.bank",61510,"","Cathedral Rooftop","",[],"",0
149,"Act10_RavagedSquare","Audio/Music/Act5_RuinedSquare/Act5_RuinedSquare.ogg","Music19.bank",17674,"","Ravaged Square","",[],"",0
150,"Act10_ControlBlocks","Audio/Music/Act5_SlavePens/Act5_SlavePens.ogg","Music17.bank",4375,"","Control Blocks","",[],"",0
151,"Act10_Reliquary","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",59477,"","Reliquary","",[],"",0
152,"Act10_Ossuary","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",23152,"","Ossuary","",[],"",0
153,"Act10_TorchedCourts","Audio/Music/Act5_TemplarCourt/Act5_TemplarCourt.ogg","Music18.bank",46812,"","Torched Courts","",[],"",0
154,"Act10_DesecratedChambers","Audio/Music/Act5_ChamberOfInnocence/Act5_ChamberOfInnocence.ogg","Music18.bank",31698,"","Desecrated Chambers","",[],"",0
155,"Act10_Canals","Audio/Music/Act5_RuinedSquare/Act5_RuinedSquare.ogg","Music19.bank",59712,"","Canals","",[],"",0
156,"Act10_FeedingThrough","Audio/Music/Act5_RuinedSquare/Act5_RuinedSquare.ogg","Music19.bank",49047,"","Feeding Trough","",[],"",0
157,"Act10_Kitava","Audio/Music/Act10_Kitava/Act10_Kitava","Music22.bank",6633,"","Kitava (A10)","",[],1,0
158,"Labyrinth_Interior","Audio/Music/Labyrinth/elegant_house.ogg","Music14.bank",44256,"","Labyrinth Interior","",[],1,0
159,"Labyrinth_Exterior","Audio/Music/Labyrinth/dry_garden.ogg","Music15.bank",63347,"","Labyrinth Exterior","",[],"",0
160,"Labyrinth_Boss","Audio/Music/Labyrinth/izaro.ogg","Music15.bank",21334,"","Izaro","",[],1,0
161,"Prophecy","Audio/Music/Prophecy/ThePaleCourt.ogg","Music15.bank",57657,"","","",[],"",0
162,"AtlasOfWorlds","Audio/Music/AtlasOfWorlds/AtlasOfWorlds_Boss.ogg","Music15.bank",1785,"","Shaper","",[],1,0
163,"AtlasShapersRealm","Audio/Music/AtlasOfWorlds/AtlasShapersRealm.ogg","Music16.bank",50072,"","Shaper's Realm","",[],1,0
164,"Elder","Audio/Music/WarForTheAtlas/Elder","Music22.bank",53506,"","Elder","",[],1,8
165,"ElderGuardian","Audio/Music/WarForTheAtlas/ElderGuardian","Music22.bank",7563,"","","",[],"",0
166,"MemoryNexus","Audio/Music/Synthesis/MemoryNexus","Music25.bank",7820,"","Memory Nexus","",[],1,0
167,"Venarius","Audio/Music/Synthesis/Venarius","Music25.bank",51643,"","Venarius","",[],1,0
168,"TimeStop","Audio/Music/AtlasOfWorlds/AtlasZanaQuest.ogg","Music16.bank",22069,"","","",[],"",0
169,"BreachTension","Audio/Music/Breach/BreachTension.ogg","Music17.bank",55638,"","","",[],"",0
170,"BreachTriggered","Audio/Music/Breach/BreachTriggered.ogg","Music17.bank",51262,"","Breach","",[],1,0
171,"AbyssLeagueArea","Audio/Music/AbyssLeague/AbyssLeagueArea","Music22.bank",19927,"","Abyss","",[],1,0
172,"AbyssLeagueBoss","Audio/Music/AbyssLeague/AbyssLeagueBoss","Music22.bank",42011,"","Abyssal Lich","",[],1,0
173,"Bestiary_Boss","Audio/Music/Bestiary/Bestiary_Boss","Music23.bank",63596,"","Bestiary","",[],1,0
174,"Menagerie","Audio/Music/Bestiary/Menagerie","Music23.bank",8068,"","Menagerie","",[],1,0
175,"Incursion_Boss","Audio/Music/Incursion/Incursion_Boss","Music24.bank",25495,"","Incursion","",[],1,0
176,"Vaal_Temple","Audio/Music/Vaal_Temple/Vaal_Temple","Music24.bank",23946,"","","",[],"",9
177,"DelveMines","Audio/Music/Delve/DelveMines","Music24.bank",5266,"","Azurite Mine","",[],1,0
178,"DelveBoss","Audio/Music/Delve/DelveBoss","Music25.bank",23554,"","Delve","",[],1,0
179,"DelveHub","Audio/Music/Delve/DelveHub","Music25.bank",6151,"","Mine Encampment","",[],1,0
180,"Betrayal","Audio/Music/Betrayal/Betrayal","Music25.bank",42427,"","Betrayal","",[],1,0
181,"Sacrifice","Audio/Music/Sacrifice/Atziri.ogg","Music11.bank",29876,"","Atziri","",[],1,0
182,"LegionIdleState","Audio/Music/Legion/LegionIdleState","Music27.bank",56918,"","","",[],"",0
183,"LegionBattle","Audio/Music/Legion/LegionBattle","Music27.bank",57890,"","Legion","",[],1,0
184,"LegionBattleResolve","Audio/Music/Legion/LegionBattleResolve","Music27.bank",57147,"","","",[],"",0
185,"LegionAmbient","Audio/Music/Legion/LegionAmbient","Music27.bank",44413,"","","",[],"",0
186,"BlightBattle","Audio/Music/Blight/Blight","Blight.bank",49040,"","Blight","",[],1,0
187,"BlightVictoryMusic","Audio/Music/Blight/BlightVictoryMusic","Blight.bank",38727,"","","",[],"",0
188,"BlightDefeatMusic","Audio/Music/Blight/BlightDefeatMusic","Blight.bank",8856,"","","",[],"",0
189,"BlightAmbient","Audio/Music/Blight/BlightAmbient","Blight.bank",25737,"","","",[],"",0
190,"Metamorphosis","Audio/Music/Metamorphosis/Metamorphosis","Metamorphosis.bank",61056,"","Metamorph","",[],1,0
191,"Laboratory","Audio/Music/Metamorphosis/Laboratory","Metamorphosis.bank",4822,"","Tane's Laboratory","",[],1,0
192,"DeliriumRegular","Audio/Music/Delirium/DeliriumRegular","Delirium.bank",30530,"","Twisted Illusions","",[],1,0
193,"DeliriumBoss","Audio/Music/Delirium/DeliriumBoss","Delirium.bank",39309,"","Delirium","",[],1,0
194,"DeliriumResolve","Audio/Music/Delirium/DeliriumResolve","Delirium.bank",63260,"","","",[],"",0
195,"HarvestCombat","Audio/Music/Harvest/HarvestCombat","Harvest.bank",33558,"","Harvest Combat","",[],1,0
196,"HarvestBoss","Audio/Music/Harvest/HarvestBoss","Harvest.bank",5783,"","Harvest Boss","",[],1,0
197,"HarvestGarden","Audio/Music/Harvest/HarvestGarden","Harvest.bank",50259,"","The Sacred Grove","",[],1,0
198,"HeistTrailer","Audio/Music/Heist/HeistTrailer","Heist.bank",64513,"","Stick to the Plan","",[],1,0
199,"HeistHub","Audio/Music/Heist/HeistHub","Heist.bank",46526,"","The Rogue Harbour","",[],1,0
200,"HeistPreFight","Audio/Music/Heist/HeistPreFight","Heist.bank",30337,"","","",[],"",0
201,"HeistBoss1Resolve","Audio/Music/Heist/HeistBoss1Resolve","Heist.bank",1992,"","","",[],"",0
202,"HeistBoss1","Audio/Music/Heist/HeistBoss1","Heist.bank",39946,"","Vengeance","",[],1,0
203,"HeistRegular","Audio/Music/Heist/HeistRegular","Heist.bank",14514,"","","",[],"",0
204,"HeistSuccess","Audio/Music/Heist/HeistSuccess","Heist.bank",2616,"","","",[],"",0
205,"HeistFailure","Audio/Music/Heist/HeistFailure","Heist.bank",65381,"","","",[],"",0
206,"HeistRegular2","Audio/Music/Heist/HeistRegular2","Heist.bank",48012,"","","",[],"",0
207,"UltimatumBoss","Audio/Music/Ultimatum/UltimatumBoss","Ultimatum.bank",25298,"","","",[],"",0
208,"UltimatumRegular","Audio/Music/Ultimatum/UltimatumRegular","Ultimatum.bank",44160,"","","",[],"",0
209,"UltimatumResolve","Audio/Music/Ultimatum/UltimatumResolve","Ultimatum.bank",20595,"","","",[],"",0
210,"UltimatumHideout","Audio/Music/Ultimatum/UltimatumHideout","Ultimatum.bank",18370,"","Ultimatum","",[],1,0
211,"Expedition","Audio/Music/Expedition/Expedition","Expedition.bank",56999,"","Expedition","",[],1,0
