"rownum","Id","Text","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool","[i32]","i32","[rid]","bool","[rid]","bool","[rid]"
49,"EnergyShieldRecoveryFlasks","[EnergyShield|Energy Shield] Recovery per second from [Flask|Flasks]",[12687],0,[239],[],28,1,[2],0,[],"",[],"",[]
50,"EnergyShieldRecoveryLeech","[EnergyShield|Energy Shield] Recovery per second from [EnergyShieldLeech|Leech]",[8715],0,[239],[],28,1,[2],0,[],"",[],"",[]
51,"ArmourStats","[Armour]",[233],0,[],[],30,1,[],0,[],"",[],"",[]
52,"ArmourEstimateReduction","Estimated [Physical] damage reduction",[729],1,[233],[],30,"",[],0,[],"",[],"",[]
53,"ArmourVsHitsEstimateReduction","Estimated [Physical] damage reduction against [HitDamage|Hits]",[6933],1,[6932],[],30,"",[],0,[],"",[],"",[]
54,"EvasionStats","[Evasion] Rating",[274],0,[],[],31,1,[],0,[],"",[],"",[]
55,"EvadeChance","Estimated chance to [Evasion|Evade]",[689],1,"[10078,274]",[],31,"",[],0,[],"",[],"",[]
56,"MeleeEvadeChance","Estimated chance to [Evasion|Evade] [Strike|Strikes]",[10076],1,[],[10078],31,1,[],0,[],"",[],"",[]
57,"ProjectileEvadeChance","Estimated chance to [Evasion|Evade] [Projectile|Projectiles]",[10077],1,[],[10078],31,1,[],0,[],"",[],"",[]
58,"Ward","Ward",[13681],0,[],[],43,1,[],0,[],"",[],"",[]
59,"WardDelay","Ward Restoration time",[13686],9,[13681],[],43,"",[9],0,[],"",[],"",[]
60,"EstimatedBlockChanceStats","Estimated Chance to [Block]",[22390],1,"[6860,22392]",[],33,1,[],0,[],"",[],"",[]
61,"BlockChanceStats","","[945,14148]",12,[6860],[],33,1,[],0,[],"",[],"",[]
62,"EstimatedProjBlockChance","Estimated Chance to [Block] [Projectile|Projectiles]",[22393],1,"[1071,6860]",[],33,1,[],0,[],"",[],"",[]
63,"BlockRec","[Block] Recovery modifier",[17081],7,[6860],[],33,1,[],0,[],"",[],"",[]
64,"FireResist","","[299,137]",12,[],[],32,"",[],4,[],"",[],"",[]
65,"ColdResist","","[298,139]",12,[],[],32,"",[],4,[],"",[],"",[]
66,"LightningResist","","[300,141]",12,[],[],32,"",[],4,[],"",[],"",[]
67,"ChaosResist","","[301,143]",12,[],[],32,"",[],4,[],"",[],"",[]
68,"ChaosResistAgainstDegen","Chaos Resistance against Damage over time",[5648],11,[5782],[707],32,"",[],0,[],"",[],"",[]
69,"FireResistTop","",[299],11,[],[1992],45,"",[],0,[],"",[],"",[]
70,"FireResistUncappedTop","",[2034],11,[],[1992],45,"",[],0,[],"",[],"",[]
71,"ColdResistTop","",[298],11,[],[1992],45,"",[],0,[],"",[],"",[]
72,"ColdResistUncappedTop","",[2035],11,[],[1992],45,"",[],0,[],"",[],"",[]
73,"LightningResistTop","",[300],11,[],[1992],45,"",[],0,[],"",[],"",[]
74,"LightningResistUncappedTop","",[2036],11,[],[1992],45,"",[],0,[],"",[],"",[]
75,"ChaosResistTop","",[301],11,[],[],45,"",[],0,[],"",[],"",[]
76,"ChaosResistUncappedTop","",[2037],11,[],[],45,"",[],0,[],"",[],"",[]
77,"StunImmune","",[1185],12,[],[],35,1,[],0,[],"",[],"",[]
78,"StunRec","[StunRecovery|Stun Recovery] modifier",[273],7,[],[],35,1,[],0,[],"",[],"",[]
79,"AilmentThreshold","[AilmentThreshold|Elemental Ailment Threshold]",[9983],0,[],[],36,"",[],0,[],"",[],"",[]
80,"BleedingCannotBe","",[7696],12,[],[4535],36,1,[],0,[],"",[],"",[]
81,"BleedingImmune","",[4535],12,[],[],36,1,[],0,[],"",[],"",[]
82,"BleedingDurationRed","[Bleeding] duration on self",[16213],1,[],[7696],36,1,[],0,[],"",[],"",[]
83,"IgniteCannotBe","",[6519],12,[],[4753],36,1,[],0,[],"",[],"",[]
84,"IgniteImmune","",[4753],12,[],[],36,1,[],0,[],"",[],"",[]
85,"SelfIgniteDuration","[Ignite] duration on self",[21681],1,[],[6519],36,1,[1],0,[],"",[],"",[]
86,"ChillCannotBe","",[7008],12,[],[4754],36,1,[],0,[],"",[],"",[]
87,"ChillImmune","",[4754],12,[],[],36,1,[],0,[],"",[],"",[]
88,"ChillDurationRed","[Chill] duration on self",[617],1,[],[7008],36,1,[1],0,[],"",[],"",[]
89,"FreezeCannotBe","",[6453],12,[],[4752],36,1,[],0,[],"",[],"",[]
90,"FreezeImmune","",[4752],12,[],[],36,1,[],0,[],"",[],"",[]
91,"SelfFreezeDuration","[Freeze] duration on self",[21682],1,[],[6453],36,1,[1],0,[],"",[],"",[]
92,"ShockCannotBe","",[4772],12,[],[4615],36,1,[],0,[],"",[],"",[]
93,"ShockImmune","",[4615],12,[],[],36,1,[],0,[],"",[],"",[]
94,"SelfShockDuration","[Shock] duration on self",[21683],1,[],[4772],36,1,[1],0,[],"",[],"",[]
95,"PoisonCannotBe","",[11170],12,[],[8270],36,1,[],0,[],"",[],"",[]
96,"PoisonImmune","",[8270],12,[],[],36,1,[],0,[],"",[],"",[]
97,"PoisonDurationRed","[Poison] duration on self",[16214],1,[],[11170],36,1,[],0,[],"",[],"",[]
98,"CombinedThorns","","[20399,20400]",12,[],[],34,1,[],0,[],"",[],"",[]
99,"PhysicalThorns","","[20372,20373]",12,[],[],34,1,[],0,[],"",[],"",[]
100,"FireThorns","","[20376,20377]",12,[],[],34,1,[],0,[],"",[],"",[]
101,"ColdThorns","","[20374,20375]",12,[],[],34,1,[],0,[],"",[],"",[]
102,"LightningThorns","","[20378,20379]",12,[],[],34,1,[],0,[],"",[],"",[]
103,"ChaosThorns","","[20380,20381]",12,[],[],34,1,[],0,[],"",[],"",[]
104,"ThornsCritChance","",[20385],12,[],[2756],34,1,[],0,"[20399,20400]","",[],"",[]
105,"ThornsCritChanceEffectice","",[22104],12,[],[2756],34,1,[],0,"[20399,20400]",1,[],1,[20385]
106,"ThornsCritDamage","",[20382],12,[22104],[2756],34,1,[],0,"[20399,20400]","",[],"",[]
107,"ThornsAnyHit","",[20411],12,[],[],34,1,[],0,"[20399,20400]","",[],"",[]
108,"PhysicalTakenAsFire","[Physical] damage from [HitDamage|Hits] taken as [Fire]",[6830],1,[],[],37,1,[],0,[],"",[],"",[]
109,"PhysicalTakenAsCold","[Physical] damage from [HitDamage|Hits] taken as [Cold]",[6831],1,[],[],37,1,[],0,[],"",[],"",[]
110,"PhysicalTakenAsLightning","[Physical] damage from [HitDamage|Hits] taken as [Lightning]",[6832],1,[],[],37,1,[],0,[],"",[],"",[]
111,"PhysicalTakenAsChaos","[Physical] damage from [HitDamage|Hits] taken as [Chaos]",[1056],1,[],[],37,1,[],0,[],"",[],"",[]
112,"PhysicalTakenAsRandomElement","[Physical] damage from [HitDamage|Hits] taken as damage of a Random Element",[8012],1,[],[],37,1,[],0,[],"",[],"",[]
113,"FireTakenAsPhysical","[Fire] damage from [HitDamage|Hits] taken as [Physical]",[9441],1,[],[],37,1,[],0,[],"",[],"",[]
114,"FireTakenAsCold","[Fire] damage from [HitDamage|Hits] taken as [Cold]",[3233],1,[],[],37,1,[],0,[],"",[],"",[]
115,"FireTakenAsLightning","[Fire] damage from [HitDamage|Hits] taken as [Lightning]",[3232],1,[],[],37,1,[],0,[],"",[],"",[]
116,"FireTakenAsChaos","[Fire] damage from [HitDamage|Hits] taken as [Chaos]",[2230],1,[],[],37,1,[],0,[],"",[],"",[]
117,"ColdTakenAsFire","[Cold] damage from [HitDamage|Hits] taken as [Fire]",[9000],1,[],[],37,1,[],0,[],"",[],"",[]
118,"ColdTakenAsLightning","[Cold] damage from [HitDamage|Hits] taken as [Lightning]",[3236],1,[],[],37,1,[],0,[],"",[],"",[]
119,"ColdTakenAsChaos","[Cold] damage from [HitDamage|Hits] taken as [Chaos]",[2231],1,[],[],37,1,[],0,[],"",[],"",[]
120,"LightningTakenAsFire","[Lightning] damage from [HitDamage|Hits] taken as [Fire]",[8999],1,[],[],37,1,[],0,[],"",[],"",[]
121,"LightningTakenAsCold","[Lightning] damage from [HitDamage|Hits] taken as [Cold]",[3234],1,[],[],37,1,[],0,[],"",[],"",[]
122,"LightningTakenAsChaos","[Lightning] damage from [HitDamage|Hits] taken as [Chaos]",[2232],1,[],[],37,1,[],0,[],"",[],"",[]
123,"DamageTaken","Damage taken modifier",[2249],7,"[10068,10066]",[],37,1,[],0,[],"",[],"",[]
124,"DamageTakenFinal","Damage taken modifier",[6127],8,"[10071,10069]",[],37,1,[],0,[],"",[],"",[]
125,"DamageTakenWhenHit","Damage taken when [HitDamage|Hit] modifier",[10061],7,[10066],[10068],37,1,[],0,[],"",[],"",[]
126,"DamageTakenWhenHitFinal","Damage taken when [HitDamage|Hit] modifier",[9946],8,[10069],[10071],37,1,[],0,[],"",[],"",[]
127,"DamageTakenOverTime","Damage taken over time modifier",[9958],7,[10067],[10068],37,1,[],0,[],"",[],"",[]
128,"DamageTakenOverTimeFinal","Damage taken over time modifier",[9945],8,[10070],[10071],37,1,[],0,[],"",[],"",[]
129,"PhysicalDamageTaken","[Physical] damage taken modifier",[3459],7,[10068],[10066],37,1,[],0,[],"",[],"",[]
130,"PhysicalDamageTakenFinal","[Physical] damage taken modifier",[9945],8,[10071],[10069],37,1,[],0,[],"",[],"",[]
131,"PhysicalDamageTakenWhenHit","[Physical] damage taken when [HitDamage|Hit] modifier",[10061],7,[],"[10066,10068]",37,1,[],0,[],"",[],"",[]
132,"PhysicalDamageTakenWhenHitFinal","[Physical] damage taken when [HitDamage|Hit] modifier",[9946],8,[],"[10069,10071]",37,1,[],0,[],"",[],"",[]
133,"PhysicalDamageTakenOverTime","[Physical] damage taken over time modifier",[9958],7,[],"[10067,10068]",37,1,[],0,[],"",[],"",[]
134,"PhysicalDamageTakenOverTimeFinal","[Physical] damage taken over time modifier",[9945],8,[],"[10070,10071]",37,1,[],0,[],"",[],"",[]
135,"FireDamageTaken","[Fire] damage taken modifier",[5294],7,[10068],[10066],37,1,[],0,[],"",[],"",[]
136,"FireDamageTakenFinal","[Fire] damage taken modifier",[9951],8,[10071],[10069],37,1,[],0,[],"",[],"",[]
137,"FireDamageTakenWhenHit","[Fire] damage taken when [HitDamage|Hit] modifier",[10064],7,[],"[10066,10068]",37,1,[],0,[],"",[],"",[]
138,"FireDamageTakenWhenHitFinal","[Fire] damage taken when [HitDamage|Hit] modifier",[9952],8,[],"[10069,10071]",37,1,[],0,[],"",[],"",[]
139,"FireDamageTakenOverTime","[Fire] damage taken over time modifier",[9961],7,[],"[10067,10068]",37,1,[],0,[],"",[],"",[]
140,"FireDamageTakenOverTimeFinal","[Fire] damage taken over time modifier",[9951],8,[],"[10070,10071]",37,1,[],0,[],"",[],"",[]
141,"ColdDamageTaken","[Cold] damage taken modifier",[5297],7,[10068],[10066],37,1,[],0,[],"",[],"",[]
142,"ColdDamageTakenFinal","[Cold] damage taken modifier",[9947],8,[10071],[10069],37,1,[],0,[],"",[],"",[]
143,"ColdDamageTakenWhenHit","[Cold] damage taken when [HitDamage|Hit] modifier",[10062],7,[],"[10066,10068]",37,1,[],0,[],"",[],"",[]
144,"ColdDamageTakenWhenHitFinal","[Cold] damage taken when [HitDamage|Hit] modifier",[9948],8,[],"[10069,10071]",37,1,[],0,[],"",[],"",[]
145,"ColdDamageTakenOverTime","[Cold] damage taken over time modifier",[9959],7,[],"[10067,10068]",37,1,[],0,[],"",[],"",[]
146,"ColdDamageTakenOverTimeFinal","[Cold] damage taken over time modifier",[9947],8,[],"[10070,10071]",37,1,[],0,[],"",[],"",[]
147,"LightningDamageTaken","[Lightning] damage taken modifier",[5296],7,[10068],[10066],37,1,[],0,[],"",[],"",[]
148,"LightningDamageTakenFinal","[Lightning] damage taken modifier",[9949],8,[10071],[10069],37,1,[],0,[],"",[],"",[]
149,"LightningDamageTakenWhenHit","[Lightning] damage taken when [HitDamage|Hit] modifier",[10063],7,[],"[10066,10068]",37,1,[],0,[],"",[],"",[]
150,"LightningDamageTakenWhenHitFinal","[Lightning] damage taken when [HitDamage|Hit] modifier",[9950],8,[],"[10069,10071]",37,1,[],0,[],"",[],"",[]
151,"LightningDamageTakenOverTime","[Lightning] damage taken over time modifier",[9960],7,[],"[10067,10068]",37,1,[],0,[],"",[],"",[]
152,"LightningDamageTakenOverTimeFinal","[Lightning] damage taken over time modifier",[9949],8,[],"[10070,10071]",37,1,[],0,[],"",[],"",[]
153,"ChaosDamageTaken","[Chaos] damage taken modifier",[5295],7,[10068],[10066],37,1,[],0,[],"",[],"",[]
154,"ChaosDamageTakenFinal","[Chaos] damage taken modifier",[9953],8,[10071],[10069],37,1,[],0,[],"",[],"",[]
155,"ChaosDamageTakenWhenHit","[Chaos] damage taken when [HitDamage|Hit] modifier",[10065],7,[],"[10066,10068]",37,1,[],0,[],"",[],"",[]
156,"ChaosDamageTakenWhenHitFinal","[Chaos] damage taken when [HitDamage|Hit] modifier",[9954],8,[],"[10069,10071]",37,1,[],0,[],"",[],"",[]
157,"ChaosDamageTakenOverTime","[Chaos] damage taken over time modifier",[9962],7,[],"[10067,10068]",37,1,[],0,[],"",[],"",[]
158,"ChaosDamageTakenOverTimeFinal","[Chaos] damage taken over time modifier",[9953],8,[],"[10070,10071]",37,1,[],0,[],"",[],"",[]
159,"DamageTakenReflected","Additional Reflected damage taken modifier",[4654],7,[10072],[],37,1,[],0,[],"",[],"",[]
160,"CannotTakeReflectedPhysicalDamage","Cannot take Reflected [Physical] damage",[7287],4,[],[],37,1,[],0,[],"",[],"",[]
161,"PhysicalDamageTakenReflected","Additional Reflected [Physical] damage taken modifier",[6956],7,[],"[10072,7287]",37,1,[],0,[],"",[],"",[]
162,"CannotTakeReflectedElementalDamage","Cannot take Reflected [ElementalDamage|Elemental] damage",[7286],4,[],[],37,1,[],0,[],"",[],"",[]
163,"FireDamageTakenReflected","Additional Reflected [Fire] damage taken modifier",[6973],7,[],"[10072,7286]",37,1,[],0,[],"",[],"",[]
164,"ColdDamageTakenReflected","Additional Reflected [Cold] damage taken modifier",[6975],7,[],"[10072,7286]",37,1,[],0,[],"",[],"",[]
165,"LightningDamageTakenReflected","Additional Reflected [Lightning] damage taken modifier",[6974],7,[],"[10072,7286]",37,1,[],0,[],"",[],"",[]
166,"ChaosDamageTakenReflected","Additional Reflected [Chaos] damage taken modifier",[9956],7,[],[10072],37,1,[],0,[],"",[],"",[]
167,"SpellDamageTaken","Additional [Spell] damage taken modifier",[1141],7,[],[],37,1,[],0,[],"",[],"",[]
168,"AreaDamageTakenFromHits","Additional Area damage taken when [HitDamage|Hit] modifier",[7475],7,[],[],37,1,[],0,[],"",[],"",[]
169,"MeleeDamageTaken","Additional damage taken from [Melee] [Attack|Attacks] modifier",[1358],7,[],[],37,1,[],0,[],"",[],"",[]
170,"ProjectileDamageTaken","Additional damage taken from [Projectile|Projectiles] modifier",[749],7,[],[],37,1,[],0,[],"",[],"",[]
171,"AttackProjectileDamageTaken","Additional damage taken from [Projectile] [Attack|Attacks] modifier",[9944],7,[],[],37,1,[],0,[],"",[],"",[]
172,"DamageRemovedFromManaBeforeLife","Damage taken from Mana before Life",[1652],1,[10073],[710],38,1,[],0,[],"",[],"",[]
173,"PhysicalDamageRemovedFromManaBeforeLife","[Physical] damage taken from Mana before Life",[8994],1,[],"[10073,710]",38,1,[],0,[],"",[],"",[]
174,"FireDamageRemovedFromManaBeforeLife","[Fire] damage taken from Mana before Life",[8995],1,[],"[10073,710]",38,1,[],0,[],"",[],"",[]
175,"ColdDamageRemovedFromManaBeforeLife","[Cold] damage taken from Mana before Life",[8996],1,[],"[10073,710]",38,1,[],0,[],"",[],"",[]
176,"LightningDamageRemovedFromManaBeforeLife","[Lightning] damage taken from Mana before Life",[8997],1,[],"[10073,710]",38,1,[],0,[],"",[],"",[]
177,"ChaosDamageRemovedFromManaBeforeLife","[Chaos] damage taken from Mana before Life",[8998],1,[],"[10073,710]",38,1,[],0,[],"",[],"",[]
178,"PhysicalDamageBypassesEnergyShield","[Physical] damage bypasses [EnergyShield|Energy Shield]",[2887],1,[239],[],38,1,[],0,[],"",[],"",[]
179,"FireDamageBypassesEnergyShield","[Fire] damage bypasses [EnergyShield|Energy Shield]",[8955],1,[239],[],38,1,[],0,[],"",[],"",[]
180,"ColdDamageBypassesEnergyShield","[Cold] damage bypasses [EnergyShield|Energy Shield]",[8968],1,[239],[],38,1,[],0,[],"",[],"",[]
181,"LightningDamageBypassesEnergyShield","[Lightning] damage bypasses [EnergyShield|Energy Shield]",[8975],1,[239],[],38,1,[],0,[],"",[],"",[]
182,"ChaosDamageDamagesEnergyShield","[Chaos] damage bypasses [EnergyShield|Energy Shield]",[2886],1,[239],[],38,1,[],0,[],"",[],"",[]
183,"FlaskDuration","[Flask] duration modifier",[758],7,[],[],39,1,[],0,[],"",[],"",[]
184,"FlaskRate","[Flask] Recovery rate modifier",[391],7,[],[],39,1,[],0,[],"",[],"",[]
185,"FlaskLifeAmount","[Flask] Life amount modifier",[389],7,[],[],39,1,[],0,[],"",[],"",[]
186,"FlaskLifeSpeed","[Flask] Life Recovery rate modifier",[759],7,[],[],39,1,[],0,[],"",[],"",[]
187,"FlaskManaAmount","[Flask] Mana amount modifier",[390],7,[],[],39,1,[],0,[],"",[],"",[]
188,"FlaskManaSpeed","[Flask] Mana Recovery rate modifier",[760],7,[],[],39,1,[],0,[],"",[],"",[]
189,"FlaskChargesUsed","[Flask] Charges used modifier",[757],7,[],[],39,1,[],0,[],"",[],"",[]
190,"FlaskChargesGained","[Flask] Charges gained modifier",[449],7,[],[],39,1,[],0,[],"",[],"",[]
191,"FlaskChargesPerSecond","[Flask] Charges gained per second",[19794],0,[],[],39,1,[2],0,[],"",[],"",[]
192,"CharmDuration","[Charm] duration modifier",[20262],7,[],[],40,1,[],0,[],"",[],"",[]
193,"CharmChargesUsed","[Charm] Charges used modifier",[20259],7,[],[],40,1,[],0,[],"",[],"",[]
194,"CharmChargesGained","[Charm] Charges gained modifier",[20260],7,[],[],40,1,[],0,[],"",[],"",[]
195,"CharmChargesPerSecond","[Charm] Charges gained per second",[19759],0,[],[],40,1,[2],0,[],"",[],"",[]
196,"MaxPowerCharges","Maximum [Charges|Power Charges]",[2600],0,[],[],41,1,[],0,[],"",[],"",[]
197,"MaxFrenzyCharges","Maximum [Charges|Frenzy Charges]",[2599],0,[],[],41,1,[],0,[],"",[],"",[]
198,"MaxEnduranceCharges","Maximum [Charges|Endurance Charges]",[2598],0,[],[],41,1,[],0,[],"",[],"",[]
199,"MaxFireInfusions","Maximum [Infusion|Fire Infusions]",[21324],0,[21985],[],42,1,[],0,[],"",[],"",[]
200,"MaxColdInfusions","Maximum [Infusion|Cold Infusions]",[21323],0,[21985],[],42,1,[],0,[],"",[],"",[]
201,"MaxLightningInfusions","Maximum [Infusion|Lightning Infusions]",[21325],0,[21985],[],42,1,[],0,[],"",[],"",[]
202,"MaxChaosInfusions","Maximum [ChaosInfusion|Chaos Infusions]",[21326],0,[21985],[],42,1,[],0,[],"",[],"",[]
203,"Presence","[Presence] range",[18626],0,[14904],[],43,1,[],0,[],"",[],"",[]
204,"MoveSpeed","Movement speed modifier",[235],7,[],[],43,1,[16],0,[],"",[],"",[]
205,"WeaponSwapDuration","Weapon Swap Time",[22292],9,[],[],43,"",[13],0,[],"",[],"",[]
206,"EnemyCritReduce","Enemy [CriticalDamageBonus|Critical Damage Bonus]",[279],7,[],[],43,1,[],0,[],"",[],"",[]
207,"Experience","Experience gain modifier",[151],7,[],[],43,1,[],0,[],"",[],"",[]
208,"ExplodeOnLowLifeDamage","[Fire] damage from Life for [LowLife|Low Life] explosion",[700],1,[],[],43,1,[],0,[],"",[],"",[]
209,"InfernalHoundIgnite","","[20910,20909]",12,[],[],43,1,[],0,[],"",[],"",[]
210,"DPSComparison","Damage per second",[688],0,[],[2083],44,1,[14],0,[],"",[],"",[]
211,"SkillDPS","",[688],12,[],"[2083,1196]",1,1,[],0,[],1,[],1,[]
212,"SkillDamagePerUse","",[1985],12,[],"[1196,20353]",1,1,[],0,[],1,[],1,[]
213,"MH_TotalDamage","","[653,654]",12,[7243],"[424,1633,22396,20353]",1,1,[],0,[],1,[],1,[]
214,"MH_PhysicalDamage","","[269,270]",12,[7243],"[424,1633,22396,20353]",1,1,[],0,[],1,[],1,[]
215,"MH_FireDamage","","[257,258]",12,[7243],"[424,1633,22396,20353]",1,1,[],0,[],1,[],1,[]
216,"MH_ColdDamage","","[253,254]",12,[7243],"[424,1633,22396,20353]",1,1,[],0,[],1,[],1,[]
217,"MH_LightningDamage","","[261,262]",12,[7243],"[424,1633,22396,20353]",1,1,[],0,[],1,[],1,[]
218,"MH_ChaosDamage","","[265,266]",12,[7243],"[424,1633,22396,20353]",1,1,[],0,[],1,[],1,[]
219,"OH_TotalDamage","","[655,656]",12,[7244],"[424,1633,22396,20353]",1,1,[],0,[],1,[],1,[]
220,"OH_PhysicalDamage","","[271,272]",12,[7244],"[424,1633,22396,20353]",1,1,[],0,[],1,[],1,[]
221,"OH_FireDamage","","[259,260]",12,[7244],"[424,1633,22396,20353]",1,1,[],0,[],1,[],1,[]
222,"OH_ColdDamage","","[255,256]",12,[7244],"[424,1633,22396,20353]",1,1,[],0,[],1,[],1,[]
223,"OH_LightningDamage","","[263,264]",12,[7244],"[424,1633,22396,20353]",1,1,[],0,[],1,[],1,[]
224,"OH_ChaosDamage","","[267,268]",12,[7244],"[424,1633,22396,20353]",1,1,[],0,[],1,[],1,[]
225,"Spell_TotalDamage","","[657,658]",12,[424],"[1633,22396,20353]",1,1,[],0,[],1,[],1,[]
226,"Spell_PhysicalDamage","","[251,252]",12,[424],"[1633,22396,20353]",1,1,[],0,[],1,[],1,[]
227,"Spell_FireDamage","","[245,246]",12,[424],"[1633,22396,20353]",1,1,[],0,[],1,[],1,[]
