"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","LifeLeech","CastTime","ActiveSkill","IgnoreMinionTypes","CooldownNotRecoverDuringActive","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool","RegularVariant","bool","i32","i32","i32","bool","StatSet","AdditionalStatSets","Audio","CostTypes","bool","[i32]","i32","SupportWeaponRestrictions"
77,"ContagionPlayer","",[],"",[],[],"",3959879050,"",2,1000,228,"","",[],400,"","","","",0,0,0,"",83,[],"",[0],1,[],-1,[]
78,"WitherPlayer","",[],"",[],[],"",512603286,"",2,250,230,"","",[],544,"","","","",0,0,0,"",84,[],"",[],1,[],-1,[]
79,"EssenceDrainPlayer","",[],"",[],[],"",3773191089,"",2,800,231,"","",[],478,"","","","",0,0,0,"",85,[86],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/EssenceDrain/OnHit_EssenceDrainSG",[0],1,[],-1,[]
80,"DarkPactPlayer","",[],"",[],[],"",1467437114,"",2,700,250,"","",[],555,"","","","",0,0,0,"",89,[],"",[],1,[],-1,[]
81,"SummonSkeletalWarriorsPlayer","",[],"",[],[],"",2115621412,"",2,0,280,"","",[],"","","","","",0,0,0,"",90,[],"",[],1,[],-1,[]
82,"SummonSkeletalReaversPlayer","",[],"",[],[],"",2074722292,"",2,0,281,"","",[],"","","","","",1,0,0,"",91,[],"",[],1,[],-1,[]
83,"SummonSkeletalBrutesPlayer","",[],"",[],[],"",1093154269,"",2,0,282,"","",[],"","","","","",2,0,0,"",92,[],"",[],1,[],-1,[]
84,"SummonSkeletalSnipersPlayer","",[],"",[],[],"",2144132087,"",2,0,283,"","",[],"","","","","",3,0,0,"",93,[],"",[],1,[],-1,[]
85,"SummonSkeletalFrostMagesPlayer","",[],"",[],[],"",2150405503,"",2,0,284,"","",[],"","","","","",4,0,0,"",94,[],"",[],1,[],-1,[]
86,"SummonSkeletalStormMagesPlayer","",[],"",[],[],"",4079606645,"",2,0,285,"","",[],"","","","","",5,0,0,"",95,[],"",[],1,[],-1,[]
87,"SummonSkeletalArsonistsPlayer","",[],"",[],[],"",3714289069,"",2,0,286,"","",[],"","","","","",6,0,0,"",96,[],"",[],1,[],-1,[]
88,"SummonSkeletalClericsPlayer","",[],"",[],[],"",1349094347,"",2,0,287,"","",[],"","","","","",7,0,0,"",97,[],"",[],1,[],-1,[]
89,"VolatileDeadPlayer","",[],"",[],[],"",963745108,"",2,800,305,"","",[],539,"","","","",0,0,0,"",98,[],"",[],1,[],-1,[]
90,"DespairPlayer","",[],"",[],[],"",138115282,"",2,700,322,"","",[],484,"","","","",0,0,0,"",99,[],"",[0],1,[],-1,[]
91,"IncineratePlayer","",[],"",[],[],"",2506630010,"",2,250,797,"","",[],570,"","","","",0,0,0,"",100,[101],"",[7],1,[],-1,[]
92,"RainOfArrowsPlayer","",[],"",[],[],"",3045270178,"",2,1000,724,"","",[],64,"","","","",0,0,0,"",102,[],"",[0],1,[],-1,[]
93,"SoulrendPlayer","",[],"",[],[],"",2754464843,"",2,800,393,"","",[],550,"","","","",0,0,0,"",103,[104],"",[],1,[],-1,[]
94,"PlagueBearerPlayer","",[],"",[],[],"",3640454357,"",2,0,727,"","",[],"","","","","",0,0,0,"",105,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[],1,[],-1,[]
95,"ArtilleryBallistaPlayer","",[],"",[],[],"",1664620955,"",2,1000,427,"","",[],50,"","","","",0,0,0,"",106,[],"",[0],1,[],-1,[]
96,"ArtilleryBallistaProjectilePlayer","",[],"",[],[],"",857135005,"",2,1000,428,"","",[],1,"","","","",2,1,0,"",107,[108],"",[],1,[],-1,[]
97,"SnipePlayer","",[],"",[],[],"",2151405964,"",2,1000,433,"","",[],54,"","","","",0,0,0,"",109,[110],"",[7],1,[],-1,[]
98,"SeismicCryPlayer","",[],"",[],[],"",729574810,"",2,800,441,"","",[],573,"","","","",0,0,0,"",111,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[]
99,"EarthshatterPlayer","",[],"",[],[],"",848254453,"",2,1000,446,"","",[],13,"","","","",1,0,0,"",112,[5438],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[]
100,"SunderPlayer","",[],"",[],[],"",278070861,"",2,1000,236,"","",[],184,"","","","",0,5,0,"",87,[88],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[]
101,"SigilOfPowerPlayer","",[],"",[],[],"",3101173941,"",2,600,450,"","",[],549,"","","","",0,0,0,"",113,[],"",[],1,[],-1,[]
102,"FlameWallPlayer","",[],"",[],[],"",2537489826,"",2,1000,451,"","",[],439,"","","","",0,0,0,"",114,"[115,116]","",[0],1,[],-1,[]
103,"DoomBlastPlayer","",[],"",[],[],"",389713709,"",2,1000,453,"","",[],"","","","","",0,0,0,"",117,[],"",[],1,[],-1,[]
104,"HexblastPlayer","",[],"",[],[],"",2966617556,"",2,1000,457,"","",[],403,"","","","",0,0,0,"",118,[],"",[0],1,[],-1,[]
105,"AncestralWarriorTotemPlayer","",[],"",[],[],"",3877826478,"",2,500,468,"","",[],457,"","","","",0,0,0,"",119,[],"",[0],1,[],-1,[]
106,"SupportAncestralWarriorTotemPlayer",1,[0],"",[94],"[121,36,89,47,138]","",1940272382,"",2,1000,"",1,"",[],"","","","","",0,0,0,"",120,[],"",[],1,[],-1,[10]
107,"SummonMetaTotemSpellTotemPlayer","",[],"",[],[],"",1143659949,"",2,500,470,"","",[],1,"","","","",0,0,0,"",121,[],"",[],1,[],-1,[]
108,"SupportMetaTotemSpellTotemPlayer",1,[1],"",[36],[],"",3590311288,"",2,1000,"","","",[],"","","","","",0,0,0,"",122,[],"",[],1,[],-1,[]
109,"SummonMetaTotemBallistaPlayer","",[],"",[],[],"",364360799,"",2,500,471,"","",[],528,"","","","",0,0,0,"",123,[],"",[],1,[],-1,[]
110,"SupportMetaTotemBallistaPlayer",1,[40],"",[36],[],"",2315522986,"",2,1000,"","","",[],"","","","","",0,0,0,"",124,[],"",[],1,[],-1,[]
111,"RapidAssaultPlayer","",[],"",[],[],"",1252991862,"",2,1000,525,"","",[],390,"","","","",0,0,0,"",125,"[126,127]","",[0],1,[],-1,[]
112,"BloodHuntPlayer","",[],"",[],[],"",1628671848,"",2,1000,527,"","",[],321,"","","","",0,0,0,"",128,[129],"",[0],1,[],-1,[]
113,"DisengagePlayer","",[],"",[],[],"",1671647665,"",2,1000,528,"","",[],79,"","","","",0,0,0,"",130,[5710],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[]
114,"ExsanguinatePlayer","",[],"",[],[],"",2400311400,"",2,1000,473,"","",[],541,"","","","",0,0,21,"",131,[132],"",[],1,[],-1,[]
115,"ReapPlayer","",[],"",[],[],"",3271603102,"",2,1000,478,"","",[],551,"","","","",0,0,22,"",133,[],"",[],1,[],-1,[]
116,"BoneshatterPlayer","",[],"",[],[],"",976235334,"",2,1000,495,"","",[],445,"","","","",0,0,30,"",134,[135],"",[0],1,[],-1,[]
117,"EyeOfWinterPlayer","",[],"",[],[],"",3106088232,"",2,1100,500,"","",[],572,"","","","",0,0,0,"",136,[],"",[0],1,[],-1,[]
118,"WhirlingSlashPlayer","",[],"",[],[],"",1619954963,"",2,1000,530,"","",[],157,"","","","",0,0,0,"",137,[138],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[]
119,"SpearfieldPlayer","",[],"",[],[],"",1597522128,"",2,1000,532,"","",[],162,"","","","",0,0,0,"",139,[5755],"",[0],1,[],1,[]
120,"TornadoPlayer","",[],"",[],[],"",441880111,"",2,750,504,"","",[],312,"","","","",0,0,0,"",140,[],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/Tornado/OnHit_TornadoSG",[0],1,[],-1,[]
121,"LightningConduitPlayer","",[],"",[],"[136,142]","",3022793293,"",2,1000,518,"","",[],444,"","","","",0,0,0,"",141,[],"",[0],1,[],-1,[]
122,"GalvanicFieldPlayer","",[],"",[],[],"",3177505634,"",2,500,519,"","",[],540,"","","","",0,0,0,"",142,[],"",[],1,[],-1,[]
123,"MtxDirectLineOfAntsPlayer","",[],"",[],[],"",219162552,1,2,250,521,"","",[],"","","","","",0,0,0,"",143,[],"",[],1,[],-1,[]
124,"MtxPolymorphCat1Player","",[],"",[],[],"",764347639,1,2,700,522,"","",[],21,"",1,"","",0,11,0,"",144,[],"",[],1,[],-1,[]
125,"MtxPolymorphCat2Player","",[],"",[],[],"",2824339148,1,2,700,522,"","",[],21,"",1,"","",0,12,0,"",144,[],"",[],1,[],-1,[]
126,"MtxPolymorphCat3Player","",[],"",[],[],"",1489377520,1,2,700,522,"","",[],21,"",1,"","",0,13,0,"",144,[],"",[],1,[],-1,[]
127,"MtxPolymorphCat4Player","",[],"",[],[],"",2793580269,1,2,700,522,"","",[],21,"",1,"","",0,14,0,"",144,[],"",[],1,[],-1,[]
128,"MtxPolymorphCat5Player","",[],"",[],[],"",2816716715,1,2,700,522,"","",[],21,"",1,"","",0,15,0,"",144,[],"",[],1,[],-1,[]
129,"MtxBestiaryStampedeQuicksilverRhoaPlayer","",[],"",[],[],"",3099053772,"",2,1000,523,"","",[],"","","","","",4,4,0,"",145,[],"",[],1,[],-1,[]
130,"DemonMagusPlayer","",[],"",[],[],"",4252355989,"",2,500,533,"","",[],143,"","","","",0,0,0,"",146,[],"",[],1,[],-1,[]
131,"LightningSpearPlayer","",[],"",[],[],"",1267235336,"",2,1000,534,"","",[],392,"","","","",0,0,0,"",147,[148],"",[0],1,[],-1,[]
132,"GlacialLancePlayer","",[],"",[],[],"",750822829,"",2,1000,906,"","",[],391,"","","","",0,0,0,"",149,[150],"",[0],1,[],-1,[]
133,"SummonInfernalHoundPlayer","",[],"",[],[],"",1124444877,"",2,0,536,"","",[],"","","","","",0,0,0,"",151,[],"",[],1,[],-1,[]
134,"SiegeCascadePlayer","",[],"",[],[],"",3021029133,"",2,1000,549,"","",[],352,"","","","",2,0,0,"",152,[153],"",[],"",[],-1,[]
135,"SiegeCascadeAmmoPlayer","",[],"",[],[],"",2631468039,"",2,1000,550,"","",[],356,"","","","",2,0,0,"",154,[],"",[0],1,[],-1,[]
136,"HailstormRoundsPlayer","",[],"",[],[],"",1967623423,"",2,1000,551,"","",[],354,"","","","",3,0,0,"",155,[],"",[0],"",[],-1,[]
137,"HailstormRoundsAmmoPlayer","",[],"",[],[],"",841297344,"",2,1000,552,"","",[],358,"","","","",3,0,0,"",156,[],"",[0],1,[],-1,[]
138,"StormblastBoltsPlayer","",[],"",[],[],"",1731001979,"",2,1000,553,"","",[],353,"","","","",0,0,0,"",157,[158],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[],"",[],-1,[]
139,"StormblastBoltsAmmoPlayer","",[],"",[],[],"",4180954029,"",2,1000,554,"","",[],357,"","","","",4,0,0,"",159,[],"",[0],1,[],-1,[]
140,"ExplosiveShotPlayer","",[],"",[],[],"",3286109209,"",2,1000,538,"","",[],337,"","","","",1,0,0,"",160,[161],"",[],"",[],-1,[]
141,"ExplosiveShotAmmoPlayer","",[],"",[],[],"",1523399768,"",2,1500,539,"","",[],356,"","","","",1,0,0,"",162,[],"",[0],1,[],-1,[]
142,"IncendiaryShotPlayer","",[],"",[],[],"",2402043129,"",2,1000,601,"","",[],342,"","","","",1,0,0,"",163,[164],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[],"",[],-1,[]
143,"IncendiaryShotAmmoPlayer","",[],"",[],[],"",3509125540,"",2,800,602,"","",[],356,"","","","",1,0,0,"",165,[],"",[0],1,[],-1,[]
144,"HighVelocityRoundsPlayer","",[],"",[],[],"",621315083,"",2,800,540,"","",[],336,"","","","",2,0,0,"",166,[167],"",[],"",[],-1,[]
145,"HighVelocityRoundsAmmoPlayer","",[],"",[],[],"",3777943790,"",2,1000,541,"","",[],355,"","","","",2,0,0,"",168,[],"",[0],1,[],-1,[]
146,"FragmentationRoundsPlayer","",[],"",[],[],"",3928529270,"",2,1000,603,"","",[],341,"","","","",2,0,0,"",169,[170],"Audio/Sound Effects/Combat/OnHit/OnHit_StabSG",[],"",[],-1,[]
147,"FragmentationRoundsAmmoPlayer","",[],"",[],[],"",2026335422,"",2,800,604,"","",[],355,"","","","",2,0,0,"",171,[],"Audio/Sound Effects/Combat/OnHit/OnHit_StabSG",[0],1,[],-1,[]
148,"GlacialBoltPlayer","",[],"",[],[],"",1357758720,"",2,800,542,"","",[],339,"","","","",0,0,0,"",172,[173],"",[],"",[],-1,[]
149,"GlacialBoltAmmoPlayer","",[],"",[],[],"",3242004658,"",2,1000,543,"","",[],358,"","","","",3,0,0,"",174,[],"",[0],1,[],-1,[]
150,"PermafrostBoltsPlayer","",[],"",[],[],"",3726042127,"",2,1000,605,"","",[],344,"","","","",3,0,0,"",175,[176],"",[],"",[],-1,[]
151,"PermafrostBoltsAmmoPlayer","",[],"",[],[],"",3332270124,"",2,800,606,"","",[],358,"","","","",3,0,0,"",177,[],"",[0],1,[],-1,[]
152,"PlasmaBlastPlayer","",[],"",[],[],"",3336900214,"",2,1000,544,"","",[],338,"","","","",4,0,0,"",178,[179],"",[],"",[],-1,[]
153,"PlasmaBlastAmmoPlayer","",[],"",[],[],"",3306209512,"",2,1000,545,"","",[],357,"","","","",4,0,0,"",180,[],"",[0],1,[],-1,[]
154,"GalvanicShardsPlayer","",[],"",[],[],"",1615884156,"",2,1000,607,"","",[],343,"","","","",0,0,0,"",181,[182],"",[],"",[],-1,[]
155,"GalvanicShardsAmmoPlayer","",[],"",[],[],"",2294165215,"",2,600,608,"","",[],357,"","","","",4,0,0,"",183,[],"",[0],1,[],-1,[]
156,"AxeChopPlayer","",[],"",[],[],"",3903461048,"",2,1000,555,"","",[],182,"","","","",0,0,0,"",184,[],"",[],1,[],-1,[]
157,"AxeSlashPlayer","",[],"",[],[],"",2009664277,"",2,1000,556,"","",[],183,"","","","",0,0,0,"",185,[],"",[],1,[],-1,[]
158,"RollingSlamPlayer","",[],"",[],[],"",840600159,"",2,1000,558,"","",[],188,"","","","",0,0,0,"",186,"[187,188]","Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[]
159,"WhirlingAssaultPlayer","",[],"",[],[],"",3797695130,"",2,1000,557,"","",[],186,"","","","",0,0,0,"",189,[],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/WhirlingAssault/OnHit_WhirlingAssaultSG",[0],1,[],-1,[]
