"rownum","Projectile","Variant","[rid]","i32","rid"
145,"barrage_wand",0,[793],3,""
146,"barrage_wand",1,[333],3,""
147,"barrage_wand",2,[837],3,""
148,"barrage_wand",3,[556],3,""
149,"virulent_arrow_main",0,[508],3,""
150,"virulent_arrow_main",1,[511],3,""
151,"virulent_arrow_main",2,[1244],3,""
152,"virulent_arrow_main",3,[1254],3,""
153,"virulent_arrow_lesser",0,[510],3,""
154,"virulent_arrow_lesser",1,[513],3,""
155,"virulent_arrow_lesser",2,[1246],3,""
156,"virulent_arrow_lesser",3,[1256],3,""
157,"virulent_arrow_neither",0,[509],3,""
158,"virulent_arrow_neither",1,[512],3,""
159,"virulent_arrow_neither",2,[1245],3,""
160,"virulent_arrow_neither",3,[1255],3,""
161,"lightning_arrow",0,[71],3,""
162,"lightning_arrow",1,[70],3,""
163,"lightning_arrow",2,[72],3,""
164,"lightning_arrow",3,[1281],3,""
165,"lightning_arrow",8,[1762],3,""
166,"tornado_shot_bow_primary",0,[113],3,""
167,"tornado_shot_bow_primary",1,[239],3,""
168,"tornado_shot_bow_primary",2,[360],3,""
169,"tornado_shot_bow_primary",3,[1248],3,""
170,"tornado_shot_bow_primary",4,[1269],3,""
171,"tornado_shot_bow_secondary",0,[119],3,""
172,"tornado_shot_bow_secondary",1,[238],3,""
173,"tornado_shot_bow_secondary",2,[359],3,""
174,"tornado_shot_bow_secondary",3,[1247],3,""
175,"tornado_shot_bow_secondary",4,[1268],3,""
176,"tornado_shot_wand_primary",0,[114],3,""
177,"tornado_shot_wand_primary",1,[114],3,""
178,"tornado_shot_wand_primary",2,[114],3,""
179,"tornado_shot_wand_primary",3,[114],3,""
180,"tornado_shot_wand_primary",4,[114],3,""
181,"tornado_shot_wand_secondary",0,[120],3,""
182,"tornado_shot_wand_secondary",1,[120],3,""
183,"tornado_shot_wand_secondary",2,[120],3,""
184,"tornado_shot_wand_secondary",3,[120],3,""
185,"fireball",0,[0],3,""
186,"fireball",1,[2],3,""
187,"fireball",2,[1],3,""
188,"fireball",3,[3],3,""
189,"fireball",4,[4],3,""
190,"fireball",5,[5],3,""
191,"fireball",6,[234],3,""
192,"fireball",7,[288],3,""
193,"fireball",8,[298],3,""
194,"fireball",9,[311],3,""
195,"fireball",10,[345],3,""
196,"fireball",11,[346],3,""
197,"fireball",12,[361],3,""
198,"fireball",13,[452],3,""
199,"fireball",14,[455],3,""
200,"fireball",15,[456],3,""
201,"fireball",16,[460],3,""
202,"fireball",17,[502],3,""
203,"fireball",18,[503],3,""
204,"fireball",19,[741],3,""
205,"fireball",20,[759],3,""
206,"fireball",21,[761],3,""
207,"fireball",22,[6],3,""
208,"fireball",23,[1215],3,""
209,"fireball",24,[1249],3,""
210,"fireball",25,[1252],3,""
211,"fireball",26,[1253],3,""
212,"fireball",27,[1279],3,""
213,"fireball",28,[1760],3,""
214,"ice_shot",0,[1721],3,""
215,"ice_shot",1,[74],3,""
216,"ice_shot",2,[75],3,""
217,"ice_shot",3,[76],3,""
218,"ice_shot",4,[1250],3,""
219,"ice_shot_shard",0,[1722],3,""
220,"explosive_arrow",0,[69],3,""
221,"explosive_arrow",1,[821],3,""
222,"explosive_arrow",2,[964],3,""
223,"explosive_arrow",3,[1274],3,""
224,"explosive_arrow",4,[1280],3,""
225,"ice_spear",0,[26],3,""
226,"ice_spear",1,[116],3,""
227,"ice_spear",2,[27],3,""
228,"ice_spear",3,[607],3,""
229,"ice_spear",4,[660],3,""
230,"ice_spear",5,[669],3,""
231,"ice_spear",6,[760],3,""
232,"ice_spear",7,[819],3,""
233,"ice_spear",8,[1283],3,""
234,"ice_spear",1000,[1083],3,""
235,"fire_wake_spear_primary",0,[1304],3,""
236,"fire_wake_spear_primary",1000,[1305],3,""
237,"fire_wake_spear_primary",1001,[1623],3,""
238,"fire_wake_spear_secondary",0,[1306],3,""
239,"fire_wake_spear_secondary",1000,[1307],3,""
240,"fire_wake_spear_secondary",1001,[1623],3,""
241,"ball_lightning",0,[109],3,""
242,"ball_lightning",1,[81],3,""
243,"ball_lightning",2,[162],3,""
244,"ball_lightning",3,[287],3,""
245,"ball_lightning",4,[375],3,""
246,"ball_lightning",5,[656],3,""
247,"ball_lightning",6,[782],3,""
248,"ball_lightning",7,[656],3,""
249,"ball_lightning",8,[911],3,""
250,"ball_lightning",9,[935],3,""
251,"ball_lightning",10,[973],3,""
252,"ball_lightning",1000,[1379],3,""
253,"ball_lightning",1001,[1709],3,""
254,"monster_soulrend",0,[659],3,""
255,"monster_soulrend",1,[712],3,""
256,"monster_soulrend",1000,[1066],3,""
257,"monster_soulrend",1001,[1067],3,""
258,"monster_soulrend",1002,[1385],3,""
259,"monster_soulrend",1003,[1440],3,""
260,"monster_soulrend",1004,[1651],3,""
261,"monster_soulrend",1005,[1656],3,""
262,"cobra_lash_projectile_default",0,[738],3,""
263,"cobra_lash_projectile_default",1,[1284],3,""
264,"cobra_lash_projectile_claw",0,[749],3,""
265,"cobra_lash_projectile_claw",1,[1285],3,""
266,"venom_gyre_projectile_default",0,[750],3,""
267,"venom_gyre_projectile_default",1,[1286],3,""
268,"venom_gyre_projectile_released",0,[757],3,""
269,"venom_gyre_projectile_released",1,[1287],3,""
270,"caustic_arrow",0,[66],3,""
271,"caustic_arrow",1,[212],3,""
272,"caustic_arrow",2,"[213,214]",3,""
273,"caustic_arrow",3,[948],3,""
274,"caustic_arrow",4,[1288],3,""
275,"kinetic_blast",0,[65],3,""
276,"kinetic_blast",1,[454],3,""
277,"kinetic_blast",2,[1289],3,""
278,"caustic_arrow_vaal",0,[1434],3,""
279,"caustic_arrow_vaal",1,[1435],3,""
280,"caustic_arrow_vaal",2,[1436],3,""
281,"caustic_arrow_vaal",3,[1434],3,""
282,"caustic_arrow_vaal",4,[1437],3,""
283,"caustic_arrow_vaal",5,[1435],3,""
284,"vaal_lightning_arrow",0,[1465],3,""
285,"vaal_lightning_arrow",1,[1466],3,""
286,"vaal_lightning_arrow",3,[1467],3,""
287,"split_arrow",0,[208],3,""
288,"split_arrow",1,[205],3,""
289,"split_arrow",2,[206],3,""
290,"split_arrow",3,[207],3,""
291,"split_arrow",1000,[209],3,""
292,"vaal_split_arrow",0,[1470],3,""
293,"arctic_breath",0,[53],3,""
294,"arctic_breath",1,[197],3,""
295,"arctic_breath",2,[330],3,""
296,"arctic_breath_skull",0,[54],3,""
297,"arctic_breath_skull",1,[198],3,""
298,"arctic_breath_skull",2,[331],3,""
299,"arctic_breath_skull",3,[1473],3,""
300,"arctic_breath_lesser",0,[55],3,""
301,"arctic_breath_grenade",0,[858],3,""
302,"kinetic_blast",1000,[1295],3,""
303,"volcanic_slam",0,[1433],3,""
304,"escape_shot",0,[1446],3,""
305,"weapon_granted_firebolt",0,[1442],3,""
306,"weapon_granted_stormbolt",0,[1443],3,""
307,"weapon_granted_frostbolt",0,[1444],3,""
308,"skeleton_minion_frostbolt",0,[1575],3,""
309,"weapon_granted_chaosbolt",0,[1598],3,""
310,"ring_of_blade_projectile",0,[1484],3,""
311,"volcano_projectile",0,[1502],3,""
312,"volcano_big_projectile",0,[1503],3,""
313,"ice_path_projectile",0,[1514],3,""
314,"spiral_volley_projectile",0,[1525],3,""
315,"spiral_volley_empowered_projectile",0,[1526],3,""
316,"heat_seeking_arrow_projectile",0,[1527],3,""
317,"electric_fence_arrow",0,[1529],3,""
318,"power_shot_projectile",0,[1090],3,""
319,"power_shot_incendiary_projectile",0,[1316],3,""
320,"power_shot_piercing_projectile",0,[1318],3,""
321,"power_shot_permafrost_projectile",0,[1320],3,""
322,"power_shot_stormblast_projectile",0,[1323],3,""
323,"power_shot_stormblast_projectile",1,[1773],3,""
324,"siege_cascade_projectile",0,[1546],3,""
325,"siege_cascade_incendiary_projectile",0,[1547],3,""
326,"siege_cascade_incendiary_projectile",1,[1547],3,""
327,"siege_cascade_permafrost_projectile",0,[1548],3,""
328,"siege_cascade_stormblast_projectile",0,[1549],3,""
329,"siege_cascade_stormblast_projectile",2,[1772],3,""
330,"rapid_shot_projectile",0,[1560],3,""
331,"rapid_shot_incendiary_projectile",0,[1312],3,""
332,"rapid_shot_incendiary_projectile",1000,[1313],3,""
333,"rapid_shot_piercing_projectile",0,[1314],3,""
334,"rapid_shot_permafrost_projectile",0,[1315],3,""
335,"rapid_shot_stormblast_projectile",0,[1321],3,""
336,"rapid_shot_stormblast_projectile",1,[1774],3,""
337,"explosive_grenade",0,[1561],3,""
338,"explosive_grenade",1,[1570],3,""
339,"explosive_grenade",2,[1672],3,""
340,"flash_grenade",0,[1562],3,""
341,"toxic_grenade",0,[1563],3,""
342,"oil_grenade",0,[1564],3,""
343,"oil_grenade",1,[1671],3,""
344,"fire_grenade",0,[1565],3,""
345,"sniper_gas_shot_projectile",0,[1653],3,""
346,"rolling_magma_projectile",0,[156],3,""
347,"rolling_magma_projectile",1,[179],3,""
348,"rolling_magma_projectile",2,[364],3,""
349,"rolling_magma_projectile",3,[157],3,""
350,"wind_palm_projectile",0,[1584],3,""
351,"bone_spike",0,[1600],3,""
352,"bone_spike",1,[1790],3,""
353,"poison_burst_arrow",0,[1607],3,""
354,"shocking_arrow",0,[1608],3,""
355,"shocking_arrow",1,[1765],3,""
356,"lightning_rod_rain_arrow",0,[1609],3,""
357,"lightning_rod_rain_arrow",1,[1763],3,""
358,"greater_fireball_projectile",0,[1611],3,""
359,"greater_fireball_projectile_secondary",0,[1612],3,""
360,"greater_fireball_projectile",28,[1776],3,""
361,"greater_fireball_projectile_secondary",28,[1777],3,""
362,"ripwire_arrow",0,[1614],3,""
363,"channelled_snipe",0,[878],3,""
364,"electrocuting_arrow",0,[1615],3,""
365,"electrocuting_arrow",1,[1767],3,""
366,"rain_of_arrows_projectile",0,[1619],3,""
367,"poisonbloom_arrow",0,[1606],3,""
368,"greater_frostbolt",0,[1620],3,""
369,"greater_frostbolt",1,[200],3,""
370,"greater_frostbolt",2,[231],3,""
371,"greater_frostbolt",3,[716],3,""
372,"greater_frostbolt",4,[201],3,""
373,"freezing_shards",0,[1624],3,""
374,"poison_vine_arrow",0,[1626],3,""
375,"gas_cloud_arrow",0,[1627],3,""
376,"oshabi_orb_projectile",0,[925],3,""
377,"oshabi_orb_projectile",1,[1645],3,""
378,"oshabi_orb_projectile_secondary",0,[926],3,""
379,"oshabi_orb_projectile_secondary",1,[1646],3,""
380,"dark_effigy",0,[1657],3,""
381,"dark_effigy_short",0,[1658],3,""
382,"molten_blast",0,[1669],3,""
383,"molten_blast_secondary",0,[1670],3,""
384,"molten_blast",1,[1781],3,""
385,"molten_blast_secondary",1,[1782],3,""
386,"blazing_cluster",0,[1674],3,""
387,"blazing_cluster",1,[1761],3,""
388,"burst_shot_projectile",0,[1460],3,""
389,"burst_shot_incendiary_projectile",0,[1461],3,""
390,"burst_shot_incendiary_projectile",1000,[1317],3,""
391,"burst_shot_piercing_projectile",0,[1462],3,""
392,"burst_shot_piercing_projectile",1000,[1319],3,""
393,"burst_shot_freezing_projectile",0,[1463],3,""
394,"burst_shot_stormblast_projectile",0,[1322],3,""
395,"burst_shot_stormblast_projectile",5,[1775],3,""
396,"trick_shot",0,[1703],3,""
397,"trick_shot",1,[1766],3,""
398,"viper_napuatzi_lightning_spear",0,[1643],3,""
399,"viper_napuatzi_lightning_spear_secondary",0,[1644],3,""
400,"shock_grenade",0,[1566],3,""
401,"shock_grenade",1,[1769],3,""
402,"cluster_grenade",0,[1731],3,""
403,"cluster_grenade_mini",0,[1732],3,""
404,"magnetic_salvo",0,[1739],3,""
405,"magnetic_salvo",1,[1764],3,""
406,"freezing_salvo",0,[1740],3,""
407,"remote_spear",0,[1755],3,""
408,"spear_discharge",0,[1756],3,""
409,"windstorm_lance",0,[1757],3,""
410,"overcharged_spear",0,[1758],3,""
411,"wind_spear_proj",0,[26],3,""
412,"triggered_volcanic_eruption",0,[1768],3,""
413,"caltrop",0,[1770],3,""
414,"caltrop_fast",0,[1771],3,""
415,"support_spectral_arrows_arrow",0,[1778],3,""
416,"support_spectral_arrows_spear",0,[1779],3,""
417,"twister_projectile",0,[1780],3,""
418,"lightning_spear_primary",0,[1301],3,""
419,"lightning_spear_secondary",0,[1302],3,""
420,"glacial_lance",0,[1791],3,""
