"rownum","string","MapStatConditionsKeys","StatsKeys","AchievementItemsKeys","MapTierAchievementsKeys","bool","WorldAreasKeys","[rid]"
68,"VaalTemple",[],[],[],[],1,[0],[]
69,"TwinnedCaldera",[3],[],[],[],1,[0],[]
70,"TwinnedColosseum",[3],[],[],[],1,[0],[]
71,"TwinnedCore",[3],[],[],[],1,[0],[]
72,"TwinnedMalformation",[3],[],[],[],1,[0],[]
73,"TwinnedMaze",[3],[],[],[],1,[0],[]
74,"TwinnedMuseum",[3],[],[],[],1,[0],[]
75,"TwinnedNecropolis",[3],[],[],[],1,[0],[]
76,"TwinnedPalace",[3],[],[],[],1,[0],[]
77,"TwinnedPark",[3],[],[],[],1,[0],[]
78,"TwinnedPhantasmagoria",[3],[],[],[],1,[0],[]
79,"TwinnedPlaza",[3],[],[],[],1,[0],[]
80,"TwinnedScriptorium",[3],[],[],[],1,[0],[]
81,"TwinnedShrine",[3],[],[],[],1,[0],[]
82,"TwinnedTortureChamber",[3],[],[],[],1,[0],[]
83,"TwinnedWasteland",[3],[],[],[],1,[0],[]
84,"TwinnedAcademy",[3],[],[],[],1,[0],[]
85,"TwinnedCarcass",[3],[],[],[],1,[0],[]
86,"TwinnedTribunal",[3],[],[],[],1,[0],[]
87,"TwinnedBoneCrypt",[3],[],[],[],1,[0],[]
88,"TwinnedSepulchre",[3],[],[],[],1,[0],[]
89,"TwinnedLair",[3],[],[],[],1,[0],[]
90,"TwinnedOvergrownShrine",[3],[],[],[],1,[0],[]
91,"TwinnedArsenal",[3],[],[],[],1,[0],[]
92,"TwinnedAcidLakes",[3],[],[],[],1,[0],[]
93,"TwinnedCrimsonTemple",[3],[],[],[],1,[0],[]
94,"TwinnedLookout",[3],[],[],[],1,[0],[]
95,"TwinnedStrand",[3],[],[],[],1,[0],[]
96,"TwinnedSpiderLair",[3],[],[],[],1,[0],[]
97,"TwinnedJungleValley",[3],[],[],[],1,[0],[]
98,"TwinnedVaalPyramid",[3],[],[],[],1,[0],[]
99,"TwinnedOrchard",[3],[],[],[],1,[0],[]
100,"TwinnedSpiderForest",[3],[],[],[],1,[0],[]
101,"TwinnedFactory",[3],[],[],[],1,[0],[]
102,"TwinnedMesa",[3],[],[],[],1,[0],[]
103,"TwinnedCastleRuins",[3],[],[],[],1,[0],[]
104,"TwinnedMoonTemple",[3],[],[],[],1,[0],[]
105,"TwinnedDarkForest",[3],[],[],[],1,[0],[]
106,"TwinnedTemple",[3],[],[],[],1,[0],[]
107,"TwinnedShipyard",[3],[],[],[],1,[0],[]
108,"TwinnedCursedCrypt",[3],[],[],[],1,[0],[]
109,"TwinnedPrimordialPool",[3],[],[],[],1,[0],[]
110,"TwinnedPit",[3],[],[],[],1,[0],[]
111,"TwinnedVilla",[3],[],[],[],1,[0],[]
112,"TwinnedRacecourse_",[3],[],[],[],1,[0],[]
113,"TwinnedGhetto",[3],[],[],[],1,[0],[]
114,"TwinnedCitySquare",[3],[],[],[],1,[0],[]
115,"TwinnedPeninsula",[3],[],[7841],[],1,[0],[]
116,"TwinnedVolcano",[3],[],[],[],1,[0],[]
117,"TwinnedArena",[3],[],[],[],1,[0],[]
118,"TwinnedPort",[3],[],[],[],1,[0],[]
119,"TwinnedPrecinct",[3],[],[],[],1,[0],[]
120,"TwinnedPlateau",[3],[],[],[],1,[0],[]
121,"TwinnedCanyon",[3],[],[],[],1,[0],[]
122,"TwinnedCourthouse",[3],[],[],[],1,[0],[]
123,"TwinnedBurialChambers",[3],[],[8028],[],1,[0],[]
124,"T10HellscapeMaps",[61],[],[8223],[],1,[0],[]
125,"AoEMinotaur",[62],[],[8216],[],1,[0],[]
126,"MinusMaxPhoenix",[63],[],[8217],[],1,[0],[]
127,"FleetChimera","[65,66,67]",[],[8218],[],1,[0],[]
128,"MultiProjHydra",[64],[],[8219],[],1,[0],[]
129,"SynthesisUniqueMapCortex",[],[],[8245],[],1,[0],[]
130,"SynthesisUniqueMapMemory1",[],[],[8245],[],1,[0],[]
131,"SynthesisUniqueMapMemory2",[],[],[8245],[],1,[0],[]
132,"SynthesisUniqueMapMemory3",[],[],[8245],[],1,[0],[]
133,"SynthesisUniqueMapMemory4",[],[],[8245],[],1,[0],[]
134,"MapWith4SextantMods",[68],[],[8473],[],1,[0],[]
135,"TangleInfluenceMap",[69],[],[8356],[],1,[0],[]
136,"CleansingFireInfluenceMap",[70],[],[8354],[],1,[0],[]
137,"WrithingInvitation5ModsHeightOfHubris","[7,71]",[],[8620],[],1,[0],[]
138,"ScreamingInvitation5ModsHeightOfHubris","[7,71]",[],[8621],[],1,[0],[]
139,"PolaricInvitation5ModsHeightOfHubris","[7,71]",[],[8622],[],1,[0],[]
140,"IncandescentInvitation5ModsHeightOfHubris","[7,71]",[],[8623],[],1,[0],[]
141,"EaterOfWorldsWith70PercentBossAoE",[72],[],[8686],[],1,[0],[]
142,"5ModBlightRavagedMap","[7,60,73,5]",[],[8776],[],1,[0],[]
143,"MapExplicitModGrind",[],[4344],[8872],[],1,[0],[]
144,"T168ModMap","[8,20,1]",[],[8902],[],1,[0],[]
145,"FinalTier14PlusAbyssMemoryLineMap","[76,77,79]",[],[8869],[],1,[0],[]
146,"FinalTier14PlusAmbushMemoryLineMap","[76,77,80]",[],[8865],[],1,[0],[]
147,"FinalTier14PlusAnarchyMemoryLineMap","[76,77,81]",[],[],[],1,[0],[]
148,"FinalTier14PlusBestiaryMemoryLineMap","[76,77,82]",[],[],[],1,[0],[]
149,"FinalTier14PlusBetrayalMemoryLineMap","[76,77,83]",[],[],[],1,[0],[]
150,"FinalTier14PlusBlightMemoryLineMap","[76,77,84]",[],[],[],1,[0],[]
151,"FinalTier14PlusBreachMemoryLineMap","[76,77,85]",[],[8867],[],1,[0],[]
152,"FinalTier14PlusDeliriumMemoryLineMap","[76,77,86]",[],[],[],1,[0],[]
153,"FinalTier14PlusDominationMemoryLineMap","[76,77,87]",[],[],[],1,[0],[]
154,"FinalTier14PlusEssenceMemoryLineMap","[76,77,88]",[],[8861],[],1,[0],[]
155,"FinalTier14PlusExpeditionMemoryLineMap","[76,77,89]",[],[],[],1,[0],[]
156,"FinalTier14PlusHarvestMemoryLineMap","[76,77,90]",[],[8863],[],1,[0],[]
157,"FinalTier14PlusHeistMemoryLineMap","[76,77,91]",[],[],[],1,[0],[]
158,"FinalTier14PlusIncursionMemoryLineMap","[76,77,92]",[],[8866],[],1,[0],[]
159,"FinalTier14PlusLegionMemoryLineMap","[76,77,93]",[],[],[],1,[0],[]
160,"FinalTier14PlusMetamorphMemoryLineMap","[76,77,94]",[],[],[],1,[0],[]
161,"FinalTier14PlusRitualMemoryLineMap","[76,77,95]",[],[],[],1,[0],[]
162,"FinalTier14PlusTormentMemoryLineMap","[76,77,96]",[],[8868],[],1,[0],[]
163,"FinalTier14PlusHarbingerMemoryLineMap","[76,77,97]",[],[8870],[],1,[0],[]
164,"Tier16AbyssMemoryLineMap","[20,79]",[],[8927],[],1,[0],[]
165,"Tier16AmbushMemoryLineMap","[20,80]",[],[8927],[],1,[0],[]
166,"Tier16AnarchyMemoryLineMap","[20,81]",[],[8927],[],1,[0],[]
167,"Tier16BestiaryMemoryLineMap","[20,82]",[],[8927],[],1,[0],[]
168,"Tier16BetrayalMemoryLineMap","[20,83]",[],[8927],[],1,[0],[]
169,"Tier16BlightMemoryLineMap","[20,84]",[],[8927],[],1,[0],[]
170,"Tier16BreachMemoryLineMap","[20,85]",[],[8927],[],1,[0],[]
171,"Tier16DeliriumMemoryLineMap","[20,86]",[],[8927],[],1,[0],[]
172,"Tier16DominationMemoryLineMap","[20,87]",[],[8927],[],1,[0],[]
173,"Tier16EssenceMemoryLineMap","[20,88]",[],[8927],[],1,[0],[]
174,"Tier16ExpeditionMemoryLineMap","[20,89]",[],[8927],[],1,[0],[]
175,"Tier16HarvestMemoryLineMap","[20,90]",[],[8927],[],1,[0],[]
176,"Tier16HeistMemoryLineMap","[20,91]",[],[8927],[],1,[0],[]
177,"Tier16IncursionMemoryLineMap","[20,92]",[],[8927],[],1,[0],[]
178,"Tier16LegionMemoryLineMap","[20,93]",[],[8927],[],1,[0],[]
179,"Tier16MetamorphMemoryLineMap","[20,94]",[],[8927],[],1,[0],[]
180,"Tier16RitualMemoryLineMap","[20,95]",[],[8927],[],1,[0],[]
181,"Tier16TormentMemoryLineMap","[20,96]",[],[8927],[],1,[0],[]
182,"Tier16HarbingerMemoryLineMap","[20,97]",[],[8927],[],1,[0],[]
183,"MemoryAtlas100QuantityT14Plus","[78,98,73]",[],[9052],[],1,[0],[]
184,"Tier15Beachhead",[19],[],[8987],[],1,[0],[]
185,"WrithingInvitation80Quantity",[99],[],[9064],[],1,[0],[]
186,"ScreamingInvitation80Quantity",[99],[],[9065],[],1,[0],[]
187,"PolaricInvitation80Quantity",[99],[],[9066],[],1,[0],[]
188,"IncandescentInvitation80Quantity",[99],[],[9067],[],1,[0],[]
189,"MapPackSizeGrind",[],[1027],[9259],[],1,[0],[]
190,"SextantStrongboxes","[20,99,100,101]",[],[9266],[],1,[0],[]
191,"SextantBosses","[20,99,102,103]",[],[9265],[],1,[0],[]
192,"SextantPacks","[20,99,104,105]",[],[9267],[],1,[0],[]
193,"SextantGhostShrines1","[20,99,106,109]",[],[9268],[],1,[0],[]
194,"SextantGhostShrines2","[20,99,106,110]",[],[9268],[],1,[0],[]
195,"SextantGhostShrines3","[20,99,107,109]",[],[9268],[],1,[0],[]
196,"SextantGhostShrines4","[20,99,107,110]",[],[9268],[],1,[0],[]
197,"SextantGhostShrines5","[20,99,108,109]",[],[9268],[],1,[0],[]
198,"SextantGhostShrines6","[20,99,108,110]",[],[9268],[],1,[0],[]
199,"MapScarabTiers",[],[17819],[9264],[],1,[0],[]
200,"AtlasKiracMap",[114],[],[9263],[],1,[0],[]
201,"AtlasNikoMap",[112],[],[9261],[],1,[0],[]
202,"AtlasAlvaMap",[111],[],[9260],[],1,[0],[]
203,"AtlasEinharMap",[113],[],[9262],[],1,[0],[]
204,"Tier1Map",[115],[],[9496],[],1,[0],[]
205,"Tier2Map",[116],[],[9503],[],1,[0],[]
206,"Tier3Map",[117],[],[9504],[],1,[0],[]
207,"Tier4Map",[118],[],[9505],[],1,[0],[]
208,"Tier5Map",[119],[],[9506],[],1,[0],[]
209,"Tier6Map",[120],[],[9507],[],1,[0],[]
210,"Tier7Map",[121],[],[9508],[],1,[0],[]
211,"Tier8Map",[122],[],[9509],[],1,[0],[]
212,"Tier9Map",[123],[],[9510],[],1,[0],[]
213,"Tier10Map",[124],[],[9511],[],1,[0],[]
214,"Tier11Map",[125],[],[9512],[],1,[0],[]
215,"Tier12Map",[126],[],[9513],[],1,[0],[]
216,"Tier13Map",[127],[],[9514],[],1,[0],[]
217,"Tier14Map",[128],[],[9515],[],1,[0],[]
218,"Tier15Map",[129],[],[9516],[],1,[0],[]
219,"Tier16Map",[130],[],[9517],[],1,[0],[]
