"rownum","Id","HASH16","Stats","Stat1Value","Stat2Value","Stat3Value","AchievementItem"
201,"Mace2",17821,[14276],20,0,0,8709
202,"Mace3",12139,[14291],1,0,0,8709
203,"Mace4",22542,[14321],12,0,0,8709
204,"Mace5",40991,[333],50,0,0,8709
205,"Mace6",16425,[2558],1,0,0,8709
206,"Mana1",2902,[125],300,0,0,8709
207,"Mana2",55886,[11413],10,0,0,8709
208,"Mana3",59064,[1074],10,0,0,8709
209,"Mana4",12119,[207],10,0,0,8709
210,"Mana5",64642,[3594],10,0,0,8709
211,"Mana6",64875,[14070],12,0,0,8709
212,"Mark1",2800,[17203],1,0,0,8709
213,"Mark2",34031,[14510],1,0,0,8709
214,"Mark3",48980,[14814],10,0,0,8709
215,"Mark4",50841,[17204],1,0,0,8709
216,"Mark5",52153,[11777],100,0,0,8709
217,"Mark6",23152,[17205],50,0,0,8709
218,"Mine1",29161,[9504],2,0,0,8709
219,"Mine2",47823,[9505],-2,0,0,8709
220,"Mine3",18391,[9577],30,0,0,8709
221,"Mine4",21313,[3588],5,0,0,8709
222,"Mine5",533,[14515],1,0,0,8709
223,"Mine6",6510,[14517],150,0,0,8709
224,"MinionDefence1",61283,[9635],8,0,0,8709
225,"MinionDefence2",20153,[14259],1,0,0,8709
226,"MinionDefence3",15574,[451],100,0,0,8709
227,"MinionDefence4",58106,[4207],40,0,0,8709
228,"MinionDefence5",43400,"[153,14463]",30,-15,0,8709
229,"MinionDefence6",46636,[10851],5,0,0,8709
230,"MinionOffence1",47429,[14296],20,0,0,8709
231,"MinionOffence2",9876,[14297],8,0,0,8709
232,"MinionOffence3",40073,[451],25,0,0,8709
233,"MinionOffence4",41544,[2620],30,0,0,8709
234,"MinionOffence5",11723,[7695],250,0,0,8709
235,"MinionOffence6",57179,[4265],20,0,0,8709
236,"Physical1",62782,[1667],-60,0,0,8709
237,"Physical2",32255,[451],10,0,0,8709
238,"Physical3",20173,[17763],1,0,0,8709
239,"Physical4",39010,[17764],40,0,0,8709
240,"Physical5",18859,[14518],40,0,0,8709
241,"Physical6",59010,[17765],6,0,0,8709
242,"Poison1",34563,[451],300,0,0,8709
243,"Poison2",62897,[8606],20,0,0,8709
244,"Poison3",45300,[10499],12,0,0,8709
245,"Poison4",64264,[451],1,0,0,8709
246,"Poison5",16264,[5037],3,0,0,8709
247,"Poison6",52120,[14652],20,0,0,8709
248,"Projectile1",16644,[6751],20,0,0,8709
249,"Projectile2",2198,[7476],20,0,0,8709
250,"Projectile3",52404,[14521],1,0,0,8709
251,"Projectile4",14813,[14520],1,0,0,8709
252,"Projectile5",1167,[14522],15,0,0,8709
253,"Projectile6",44240,[14523],-15,0,0,8709
254,"Recovery1",19002,[17029],3,0,0,8709
255,"Recovery2",24305,[17760],1,0,0,8709
256,"Recovery3",6630,[17030],10,0,0,8709
257,"Recovery4",36081,[16340],-50,0,0,8709
258,"Recovery5",16013,"[15774,17031]",1,6,0,8709
259,"Recovery6",45653,[119],3000,0,0,8709
260,"Reservation1",28638,[14400],8,0,0,8709
261,"Reservation2",34383,[17709],1,0,0,8709
262,"Reservation3",23621,[14071],20,0,0,8709
263,"Reservation4",56471,[850],30,0,0,8709
264,"Reservation5",61097,[14407],10,0,0,8709
265,"Reservation6",12046,[10995],50,0,0,8709
266,"Resistance1",19422,[17086],-65,0,0,8709
267,"Resistance2",4319,[17087],1,0,0,8709
268,"Resistance3",9074,[7480],1,0,0,8709
269,"Resistance4",46807,"[5660,6070]",100,1,0,8709
270,"Resistance5",53837,[11406],100,0,0,8709
271,"Resistance6",31331,"[17089,17088]",1,1,0,8709
272,"Shield1",45263,[14422],50,0,0,8709
273,"Shield2",30612,[14423],1,0,0,8709
274,"Shield3",10059,[14424],1,0,0,8709
275,"Shield4",50228,[8727],20,0,0,8709
276,"Shield5",35302,[10805],2,0,0,8709
277,"Shield6",45307,[10806],1,0,0,8709
278,"Staff1",50863,"[14425,14426]",2,2,0,8709
279,"Staff2",28589,[14427],30,0,0,8709
280,"Staff3",47249,[14428],8,0,0,8709
281,"Staff4",22149,[3696],20,0,0,8709
282,"Staff5",9143,"[451,451]",100,0,0,8709
283,"Staff6",65233,[6575],60,0,0,8709
284,"Stun1",52274,"[102,333]",-100,200,0,8709
285,"Stun2",45652,[7626],20,0,0,8709
286,"Stun3",6906,[17054],50,0,0,8709
287,"Stun4",52557,[17055],1,0,0,8709
288,"Stun5",18881,[17056],25,0,0,8709
289,"Stun6",4842,[17057],2000,0,0,8709
290,"Suppression1",58447,[14107],3,0,0,8709
291,"Suppression2",7677,[17006],1,0,0,8709
292,"Suppression3",42014,"[17007,17008]",-2,1,0,8709
293,"Suppression4",2474,[17009],-50,0,0,8709
294,"Suppression5",13757,"[17010,17013]",1,8,0,8709
295,"Suppression6",45317,[17011],1,0,0,""
296,"Sword1",47595,[9305],3,0,0,8709
297,"Sword2",47299,[7988],20,0,0,8709
298,"Sword3",8018,[12110],8,0,0,8709
299,"Sword4",23247,[14528],1,0,0,8709
300,"Sword5",50922,"[2340,602]",120,-20,0,8709
301,"Sword6",54067,[217],50,0,0,8709
302,"Totem1",60050,[9942],1,0,0,8709
303,"Totem2",27718,[14403],30,0,0,8709
304,"Totem3",12747,[14401],5,0,0,8709
305,"Totem4",53005,[14429],1,0,0,8709
306,"Totem5",32279,[2969],4000,0,0,8709
307,"Totem6",16950,[16385],3000,0,0,8709
308,"Trap1",13257,[13401],5,0,0,8709
309,"Trap2",8298,[4014],8,0,0,8709
310,"Trap3",50265,[954],5,0,0,8709
311,"Trap4",20694,[304],60,0,0,8709
312,"Trap5",763,[4582],30,0,0,8709
313,"Trap6",43061,[14516],1,0,0,8709
314,"TwoHand1",35582,[11948],3,0,0,8709
315,"TwoHand2",27095,[3299],40,0,0,8709
316,"TwoHand3",31564,"[14633,14634]",10,10,0,8709
317,"TwoHand4",31038,[14637],15,0,0,8709
318,"TwoHand5",1626,"[3456,70]",60,-10,0,8709
319,"TwoHand6",60246,[],0,0,0,8709
320,"Wand1",16545,[14430],10,0,0,8709
321,"Wand2",26785,[14431],1,0,0,8709
322,"Wand3",42540,[14432],1,0,0,8709
323,"Wand4",61352,[10993],100,0,0,8709
324,"Wand5",15133,"[451,451]",50,50,0,8709
325,"Wand6",63280,[14632],1,0,0,8709
326,"Warcry1",14206,[11669],1,0,0,8709
327,"Warcry2",23021,[11667],15,0,0,8709
328,"Warcry3",60034,[10377],1,0,0,8709
329,"Warcry4",12916,[11501],1,0,0,8709
330,"Warcry5",63994,[17084],1,0,0,8709
331,"Warcry6",14032,[17085],10,0,0,8709
