"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","Ascendancy","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","AtlasnodeGroup","i32","i32","i32","i32","i32","bool","[rid]","i32","[rid]","bool","KeystoneId","bool","IsAttribute","AtlasSubTree","IsRootOfAtlasTree","GrantedSkill","WeaponPointsGranted","bool","bool"
13,"attributes14","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,31238,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
14,"attributes15","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,30141,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
15,"attributes16","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,18448,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
16,"attributes17_","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,28304,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
17,"attributes18","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,37258,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
18,"attributes19","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,24922,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
19,"attributes20-","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,34201,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
20,"attributes21","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,46819,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
21,"attributes22_","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,32183,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
22,"attributes23","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,4059,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
23,"attributes24","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,10382,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
24,"attributes25","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,42379,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
25,"attributes26","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,41017,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
26,"attributes27","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,14262,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
27,"attributes28","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,11604,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
28,"attributes29","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,63888,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
29,"attributes30_","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,48635,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
30,"attributes31","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,28002,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
31,"attributes32","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,57703,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
32,"attributes33","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,34840,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
33,"attributes34","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,15671,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
34,"attributes35","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,49996,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
35,"attributes36","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,27500,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
36,"attributes37","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,20952,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
37,"attributes38","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,49046,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
38,"attributes39","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,42736,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
39,"attributes40","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,30555,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
40,"attributes41","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,16387,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
41,"attributes42","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,56608,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
42,"attributes43","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,61976,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
43,"attributes44","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,37612,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
44,"attributes45","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,15182,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
45,"attributes46","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,21274,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
46,"attributes47","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,17118,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
47,"attributes48","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,16845,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
48,"attributes49","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,30494,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
49,"attributes50","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,10100,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
50,"attributes51","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,4527,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
51,"attributes52","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,21568,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
52,"attributes53","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,15782,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
53,"attributes54_","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,39710,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
54,"attributes55","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,49734,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
55,"attributes56","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,24165,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
56,"attributes57","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,14543,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
57,"attributes58","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,22975,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
58,"attributes59_","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,38876,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
59,"attributes60","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,39298,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
60,"attributes61","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,29240,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
61,"attributes62","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,61042,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
62,"attributes63","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,44344,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
63,"attributes64","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,53589,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
64,"attributes65","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,48631,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
65,"attributes66","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,50469,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
66,"attributes67","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,48568,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
67,"attributes68","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,41029,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
68,"attributes69","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,46034,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
69,"attributes70","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,1200,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
70,"attributes71","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,53719,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
71,"attributes72","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,2864,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
72,"attributes73","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,43044,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
73,"attributes74","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,42118,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
74,"attributes75","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,33463,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
75,"attributes76","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,3463,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
76,"attributes77_","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,17672,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
77,"attributes78","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,11679,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
78,"attributes79","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,44872,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
79,"attributes80","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,20115,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
80,"attributes81","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,59945,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
81,"attributes82","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,8600,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
82,"attributes83","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,44495,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
83,"attributes84","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,20874,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
84,"attributes85","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,21762,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
85,"attributes86","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,48736,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
86,"attributes87","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,58661,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
87,"attributes88","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,45376,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
88,"attributes89","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,56787,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
89,"attributes90","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,22790,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
90,"attributes91","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,25765,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
91,"attributes92","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,34967,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
92,"attributes93","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,18267,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
93,"attributes94","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,12938,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
94,"attributes95","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,37546,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
95,"attributes96","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,21287,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
96,"attributes97","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,55910,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
97,"attributes98","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,8990,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
98,"attributes99","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,32151,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
99,"attributes100_","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,32976,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
100,"attributes101","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,34202,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
101,"attributes102","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,14428,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
102,"attributes103","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,49285,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
103,"attributes104","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,6287,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
104,"attributes105","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18714],1,0,0,0,38776,"Attribute",[],"","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"",""
