"rownum","rid","rid","rid","bool","bool","bool","bool"
155,49,17651,13772,1,"","",""
156,297,17651,13771,1,"","",""
157,298,17651,13771,1,"","",""
158,299,17651,13771,1,"","",""
159,295,17651,13771,1,"","",""
160,296,17651,13771,1,"","",""
161,294,17651,13772,1,"","",""
162,18,17651,13770,1,"","",""
163,221,17651,13772,1,"","",""
164,210,17651,13772,1,"","",""
165,17,17651,13768,1,"","",""
166,10434,17651,13770,1,"","",""
167,161,17651,13771,1,"","",""
168,160,17651,13770,1,"","",""
169,159,17651,13769,1,"","",""
170,158,17651,13768,1,"","",""
171,140,17651,13771,1,"","",""
172,139,17651,13771,1,"","",""
173,138,17651,13770,1,"","",""
174,137,17651,13769,1,"","",""
175,136,17651,13768,1,"","",""
176,87,17651,13771,1,"","",""
177,86,17651,13771,1,"","",""
178,85,17651,13770,1,"","",""
179,84,17651,13770,1,"","",""
180,83,17651,13769,1,"","",""
181,82,17651,13769,1,"","",""
182,81,17651,13768,1,"","",""
183,119,17651,13771,1,"","",""
184,118,17651,13771,1,"","",""
185,117,17651,13770,1,"","",""
186,116,17651,13770,1,"","",""
187,115,17651,13769,1,"","",""
188,114,17651,13768,1,"","",""
189,130,17651,13771,1,"","",""
190,129,17651,13770,1,"","",""
191,128,17651,13770,1,"","",""
192,127,17651,13769,1,"","",""
193,126,17651,13768,1,"","",""
194,157,17651,13771,1,"","",""
195,156,17651,13770,1,"","",""
196,155,17651,13769,1,"","",""
197,154,17651,13768,1,"","",""
198,107,17651,13771,1,"","",""
199,106,17651,13771,1,"","",""
200,105,17651,13770,1,"","",""
201,104,17651,13770,1,"","",""
202,103,17651,13769,1,"","",""
203,102,17651,13768,1,"","",""
204,170,17651,13771,1,"","",""
205,169,17651,13770,1,"","",""
206,168,17651,13769,1,"","",""
207,135,17651,13771,1,"","",""
208,134,17651,13771,1,"","",""
209,133,17651,13770,1,"","",""
210,132,17651,13769,1,"","",""
211,131,17651,13768,1,"","",""
212,164,17651,13771,1,"","",""
213,163,17651,13770,1,"","",""
214,162,17651,13769,1,"","",""
215,153,17651,13771,1,"","",""
216,152,17651,13770,1,"","",""
217,151,17651,13769,1,"","",""
218,150,17651,13768,1,"","",""
219,175,17651,13772,1,"","",""
220,174,17651,13772,1,"","",""
221,176,17651,13772,1,"","",""
222,80,17651,13771,1,"","",""
223,79,17651,13771,1,"","",""
224,78,17651,13770,1,"","",""
225,77,17651,13770,1,"","",""
226,76,17651,13769,1,"","",""
227,75,17651,13769,1,"","",""
228,74,17651,13768,1,"","",""
229,94,17651,13771,1,"","",""
230,93,17651,13771,1,"","",""
231,92,17651,13770,1,"","",""
232,91,17651,13770,1,"","",""
233,90,17651,13769,1,"","",""
234,89,17651,13769,1,"","",""
235,88,17651,13768,1,"","",""
236,125,17651,13771,1,"","",""
237,124,17651,13771,1,"","",""
238,123,17651,13770,1,"","",""
239,122,17651,13769,1,"","",""
240,121,17651,13769,1,"","",""
241,120,17651,13768,1,"","",""
242,173,17651,13771,1,"","",""
243,172,17651,13770,1,"","",""
244,171,17651,13769,1,"","",""
245,167,17651,13771,1,"","",""
246,166,17651,13770,1,"","",""
247,165,17651,13769,1,"","",""
248,145,17651,13771,1,"","",""
249,144,17651,13770,1,"","",""
250,143,17651,13770,1,"","",""
251,142,17651,13769,1,"","",""
252,141,17651,13768,1,"","",""
253,177,17651,13772,1,"","",""
254,101,17651,13771,1,"","",""
255,100,17651,13771,1,"","",""
256,99,17651,13770,1,"","",""
257,98,17651,13770,1,"","",""
258,97,17651,13769,1,"","",""
259,96,17651,13769,1,"","",""
260,95,17651,13768,1,"","",""
261,149,17651,13771,1,"","",""
262,148,17651,13770,1,"","",""
263,147,17651,13769,1,"","",""
264,146,17651,13768,1,"","",""
265,113,17651,13771,1,"","",""
266,112,17651,13771,1,"","",""
267,111,17651,13770,1,"","",""
268,110,17651,13770,1,"","",""
269,109,17651,13769,1,"","",""
270,108,17651,13768,1,"","",""
271,9960,17651,13769,1,"","",""
272,10413,17651,13771,1,"","",""
273,10415,17651,13771,1,"","",""
274,311,17651,13772,1,"","",""
275,310,17651,13771,1,"","",""
276,309,17651,13770,1,"","",""
277,308,17651,13769,1,"","",""
278,307,17651,13772,1,"","",""
279,306,17651,13771,1,"","",""
280,305,17651,13770,1,"","",""
281,304,17651,13769,1,"","",""
282,10414,17651,13771,1,"","",""
283,218,17651,13772,1,"","",""
284,5,17651,13772,1,"","",""
285,260,17651,13770,1,"","",""
286,254,17651,13770,1,"","",""
287,258,17651,13770,1,"","",""
288,266,17651,13771,1,"","",""
289,264,17651,13770,1,"","",""
290,256,17651,13771,1,"","",""
291,245,17651,13770,1,"","",""
292,262,17651,13772,1,"","",""
293,255,17651,13771,1,"","",""
294,253,17651,13770,1,"","",""
295,265,17651,13771,1,"","",""
296,244,17651,13770,1,"","",""
297,247,17651,13770,1,"","",""
298,259,17651,13772,1,"","",""
299,242,17651,13770,1,"","",""
300,257,17651,13770,1,"","",""
301,250,17651,13770,1,"","",""
302,248,17651,13770,1,"","",""
303,263,17651,13770,1,"","",""
304,243,17651,13770,1,"","",""
305,246,17651,13770,1,"","",""
306,251,17651,13770,1,"","",""
307,249,17651,13770,1,"","",""
308,252,17651,13770,1,"","",""
309,261,17651,13770,1,"","",""
310,33,17651,13770,1,"","",""
311,12,17651,13769,1,"","",""
312,312,17651,13772,1,"","",""
313,195,17651,13770,1,"","",""
314,194,17651,13770,1,"","",""
315,192,17651,13770,1,"","",""
316,193,17651,13771,1,"","",""
317,196,17651,13772,1,"","",""
318,9,17651,13770,1,"","",""
319,4,17651,13769,1,"","",""
320,53,17651,13771,1,"","",""
321,51,17651,13771,1,"","",""
322,56,17651,13771,1,"","",""
323,68,17651,13771,1,"","",""
324,63,17651,13771,1,"","",""
325,65,17651,13771,1,"","",""
326,58,17651,13771,1,"","",""
327,72,17651,13771,1,"","",""
328,55,17651,13771,1,"","",""
329,69,17651,13771,1,"","",""
330,70,17651,13771,1,"","",""
331,73,17651,13771,1,"","",""
332,59,17651,13771,1,"","",""
333,67,17651,13771,1,"","",""
334,52,17651,13771,1,"","",""
335,62,17651,13771,1,"","",""
336,64,17651,13771,1,"","",""
337,61,17651,13771,1,"","",""
338,66,17651,13771,1,"","",""
339,50,17651,13771,1,"","",""
340,60,17651,13771,1,"","",""
341,71,17651,13771,1,"","",""
342,54,17651,13771,1,"","",""
343,57,17651,13771,1,"","",""
344,13,17651,13771,1,"","",""
345,15,17651,13768,1,"","",""
346,300,17651,13772,1,"","",""
347,9674,17651,13772,1,"","",""
348,9673,17651,13772,1,"","",""
349,9671,17651,13772,1,"","",""
350,9672,17651,13772,1,"","",""
351,9670,17651,13772,1,"","",""
352,10490,17651,13771,1,"","",""
353,10491,17651,13772,1,"","",""
354,10492,17651,13771,1,"","",""
355,10493,17651,13772,1,"","",""
356,2,17777,13783,"","","",""
357,9021,18734,13797,"","","",""
