"rownum","Id","BlightCraftingItemsKeys","BlightCraftingResultsKey","BlightCraftingTypesKey"
67,"InverseWeighting33","[2,5,8]",67,0
68,"InverseWeighting33_2","[4,5,7]",68,0
69,"InverseWeighting34","[4,4,8]",69,0
70,"InverseWeighting34_2","[4,6,6]",70,0
71,"InverseWeighting35","[3,5,8]",71,0
72,"InverseWeighting37","[1,6,8]",72,0
73,"InverseWeighting37_2","[4,5,8]",73,0
74,"InverseWeighting37_3","[5,6,6]",74,0
75,"InverseWeighting38","[2,6,8]",75,0
76,"InverseWeighting40","[3,6,8]",76,0
77,"InverseWeighting40_2","[5,5,8]",77,0
78,"InverseWeighting42","[1,1,9]",78,0
79,"InverseWeighting42_2","[4,6,8]",79,0
80,"InverseWeighting42_3","[6,6,6]",80,0
81,"InverseWeighting43","[1,2,9]",81,0
82,"InverseWeighting44","[2,2,9]",82,0
83,"InverseWeighting45","[1,3,9]",83,0
84,"InverseWeighting45_2","[1,8,8]",84,0
85,"InverseWeighting45_3","[5,6,8]",85,0
86,"InverseWeighting46","[2,3,9]",86,0
87,"InverseWeighting46_2","[2,8,8]",87,0
88,"InverseWeighting47","[1,4,9]",88,0
89,"InverseWeighting48","[2,4,9]",89,0
90,"InverseWeighting48_2","[3,3,9]",90,0
91,"InverseWeighting48_3","[3,8,8]",91,0
92,"InverseWeighting49","[5,7,8]",92,0
93,"InverseWeighting50","[1,5,9]",93,0
94,"InverseWeighting50_2","[3,4,9]",94,0
95,"InverseWeighting50_3","[4,8,8]",95,0
96,"InverseWeighting50_4","[6,6,8]",96,0
97,"InverseWeighting51","[2,5,9]",97,0
98,"InverseWeighting52","[4,4,9]",98,0
99,"InverseWeighting53","[3,5,9]",99,0
100,"InverseWeighting53_2","[5,8,8]",100,0
101,"InverseWeighting54","[7,7,7]",101,0
102,"InverseWeighting55","[1,6,9]",102,0
103,"InverseWeighting55_2","[4,5,9]",103,0
104,"InverseWeighting56","[2,6,9]",104,0
105,"InverseWeighting58","[3,6,9]",105,0
106,"InverseWeighting58_2","[5,5,9]",106,0
107,"InverseWeighting58_3","[6,8,8]",107,0
108,"InverseWeighting59","[2,7,9]",108,0
109,"InverseWeighting60","[4,6,9]",109,0
110,"InverseWeighting63","[1,8,9]",110,0
111,"InverseWeighting63_2","[5,6,9]",111,0
112,"InverseWeighting66_3","[5,7,9]",115,0
113,"InverseWeighting64","[2,8,9]",112,0
114,"InverseWeighting66","[3,8,9]",113,0
115,"InverseWeighting66_2","[8,8,8]",114,0
116,"InverseWeighting68","[4,8,9]",116,0
117,"InverseWeighting68_2","[6,6,9]",117,0
118,"InverseWeighting71","[5,8,9]",118,0
119,"InverseWeighting75","[7,7,9]",119,0
120,"InverseWeighting76","[6,8,9]",120,0
121,"InverseWeighting79","[7,8,9]",121,0
122,"InverseWeighting81","[1,9,9]",122,0
123,"InverseWeighting82","[1,1,10]",123,0
124,"InverseWeighting82_2","[2,9,9]",124,0
125,"InverseWeighting83","[1,2,10]",125,0
126,"InverseWeighting84","[2,2,10]",126,0
127,"InverseWeighting84_2","[3,9,9]",127,0
128,"InverseWeighting84_3","[8,8,9]",128,0
129,"InverseWeighting85","[1,3,10]",129,0
130,"InverseWeighting86","[2,3,10]",130,0
131,"InverseWeighting86_2","[4,9,9]",131,0
132,"InverseWeighting87","[1,4,10]",132,0
133,"InverseWeighting88","[2,4,10]",133,0
134,"InverseWeighting88_2","[3,3,10]",134,0
135,"InverseWeighting89","[5,9,9]",135,0
136,"InverseWeighting90","[1,5,10]",136,0
137,"InverseWeighting90_2","[3,4,10]",137,0
138,"InverseWeighting91","[2,5,10]",138,0
139,"InverseWeighting92","[4,4,10]",139,0
140,"InverseWeighting93","[3,5,10]",140,0
141,"InverseWeighting94","[6,9,9]",141,0
142,"InverseWeighting95","[1,6,10]",142,0
143,"InverseWeighting95_2","[4,5,10]",143,0
144,"InverseWeighting96","[2,6,10]",144,0
145,"InverseWeighting97","[1,7,10]",145,0
146,"InverseWeighting98","[3,6,10]",146,0
147,"InverseWeighting98_2","[5,5,10]",147,0
148,"InverseWeighting100","[4,6,10]",148,0
149,"InverseWeighting100_2","[3,7,10]",149,0
150,"InverseWeighting102","[8,9,9]",150,0
151,"InverseWeighting103","[1,8,10]",151,0
152,"InverseWeighting103_2","[5,6,10]",152,0
153,"InverseWeighting104","[2,8,10]",153,0
154,"InverseWeighting105","[5,7,10]",154,0
155,"InverseWeighting106","[3,8,10]",155,0
156,"InverseWeighting108","[4,8,10]",156,0
157,"InverseWeighting108_2","[6,6,10]",157,0
158,"InverseWeighting111","[5,8,10]",158,0
159,"InverseWeighting114","[7,7,10]",159,0
160,"InverseWeighting116","[6,8,10]",160,0
161,"InverseWeighting118","[7,8,10]",161,0
162,"InverseWeighting120","[9,9,9]",162,0
163,"InverseWeighting121","[1,9,10]",163,0
164,"InverseWeighting122","[1,1,11]",164,0
165,"InverseWeighting122_2","[2,9,10]",165,0
166,"InverseWeighting123","[1,2,11]",166,0
167,"InverseWeighting124","[2,2,11]",167,0
168,"InverseWeighting124_2","[3,9,10]",168,0
169,"InverseWeighting124_3","[8,8,10]",169,0
170,"InverseWeighting125","[1,3,11]",170,0
171,"InverseWeighting126","[2,3,11]",171,0
172,"InverseWeighting126_2","[4,9,10]",172,0
173,"InverseWeighting127","[1,4,11]",173,0
174,"InverseWeighting128","[2,4,11]",174,0
175,"InverseWeighting128_2","[3,3,11]",175,0
176,"InverseWeighting129","[5,9,10]",176,0
177,"InverseWeighting130","[1,5,11]",177,0
178,"InverseWeighting130_2","[3,4,11]",178,0
179,"InverseWeighting131","[2,5,11]",179,0
180,"InverseWeighting132","[4,4,11]",180,0
181,"InverseWeighting133","[3,5,11]",181,0
182,"InverseWeighting134","[6,9,10]",182,0
183,"InverseWeighting135","[1,6,11]",183,0
184,"InverseWeighting135_2","[4,5,11]",184,0
185,"InverseWeighting135_3","[7,9,10]",185,0
186,"InverseWeighting136","[2,6,11]",186,0
187,"InverseWeighting136_2","[1,7,11]",187,0
188,"InverseWeighting137","[2,7,11]",188,0
189,"InverseWeighting138","[3,6,11]",189,0
190,"InverseWeighting138_2","[5,5,11]",190,0
191,"InverseWeighting140","[4,6,11]",191,0
192,"InverseWeighting141","[4,7,11]",192,0
193,"InverseWeighting142","[8,9,10]",193,0
194,"InverseWeighting143","[1,8,11]",194,0
195,"InverseWeighting143_2","[5,6,11]",195,0
196,"InverseWeighting144","[2,8,11]",196,0
197,"InverseWeighting144_2","[5,7,11]",197,0
198,"InverseWeighting146","[3,8,11]",198,0
199,"InverseWeighting148","[4,8,11]",199,0
200,"InverseWeighting148_2","[6,6,11]",200,0
201,"InverseWeighting151","[5,8,11]",201,0
202,"InverseWeighting156","[6,8,11]",202,0
203,"InverseWeighting157","[7,8,11]",203,0
204,"InverseWeighting160","[9,9,10]",204,0
205,"InverseWeighting161","[1,9,11]",205,0
206,"InverseWeighting161_2","[1,10,10]",206,0
207,"InverseWeighting162","[2,9,11]",207,0
208,"InverseWeighting162_2","[2,10,10]",208,0
209,"InverseWeighting164","[3,9,11]",209,0
210,"InverseWeighting164_2","[3,10,10]",210,0
211,"InverseWeighting164_3","[8,8,11]",211,0
212,"InverseWeighting166","[4,9,11]",212,0
213,"InverseWeighting166_2","[4,10,10]",213,0
214,"InverseWeighting169","[5,9,11]",214,0
215,"InverseWeighting169_2","[5,10,10]",215,0
216,"InverseWeighting174","[6,9,11]",216,0
217,"InverseWeighting174_2","[6,10,10]",217,0
218,"InverseWeighting174_3","[7,9,11]",218,0
219,"InverseWeighting182","[1,1,12]",219,0
220,"InverseWeighting182_2","[8,9,11]",220,0
221,"InverseWeighting182_3","[8,10,10]",221,0
222,"InverseWeighting183","[1,2,12]",222,0
223,"InverseWeighting184","[2,2,12]",223,0
224,"InverseWeighting185","[1,3,12]",224,0
225,"InverseWeighting186","[2,3,12]",225,0
226,"InverseWeighting187","[1,4,12]",226,0
227,"InverseWeighting188","[2,4,12]",227,0
228,"InverseWeighting188_2","[3,3,12]",228,0
229,"InverseWeighting190","[1,5,12]",229,0
230,"InverseWeighting190_2","[3,4,12]",230,0
231,"InverseWeighting191","[2,5,12]",231,0
232,"InverseWeighting192","[4,4,12]",232,0
233,"InverseWeighting193","[3,5,12]",233,0
234,"InverseWeighting194","[1,7,12]",234,0
235,"InverseWeighting195","[1,6,12]",235,0
236,"InverseWeighting195_2","[4,5,12]",236,0
237,"InverseWeighting195_3","[2,7,12]",237,0
238,"InverseWeighting196","[2,6,12]",238,0
239,"InverseWeighting197","[3,7,12]",239,0
240,"InverseWeighting198","[3,6,12]",240,0
241,"InverseWeighting198_2","[5,5,12]",241,0
242,"InverseWeighting199","[4,7,12]",242,0
243,"InverseWeighting200","[4,6,12]",243,0
244,"InverseWeighting200_2","[9,9,11]",244,0
245,"InverseWeighting200_3","[9,10,10]",245,0
246,"InverseWeighting201","[1,10,11]",246,0
247,"InverseWeighting202","[2,10,11]",247,0
248,"InverseWeighting203","[1,8,12]",248,0
249,"InverseWeighting203_2","[5,6,12]",249,0
250,"InverseWeighting204","[2,8,12]",250,0
251,"InverseWeighting204_2","[3,10,11]",251,0
252,"InverseWeighting206","[3,8,12]",252,0
253,"InverseWeighting206_2","[4,10,11]",253,0
254,"InverseWeighting208","[4,8,12]",254,0
255,"InverseWeighting208_2","[6,6,12]",255,0
256,"InverseWeighting209","[5,10,11]",256,0
257,"InverseWeighting211","[5,8,12]",257,0
258,"InverseWeighting211_2","[7,7,12]",258,0
259,"InverseWeighting214","[6,10,11]",259,0
260,"InverseWeighting216","[6,8,12]",260,0
261,"InverseWeighting221","[1,9,12]",261,0
262,"InverseWeighting222","[2,9,12]",262,0
263,"InverseWeighting222_2","[8,10,11]",263,0
264,"InverseWeighting224","[3,9,12]",264,0
265,"InverseWeighting224_2","[8,8,12]",265,0
266,"InverseWeighting226","[4,9,12]",266,0
267,"InverseWeighting229","[5,9,12]",267,0
268,"InverseWeighting234","[6,9,12]",268,0
269,"InverseWeighting240","[9,10,11]",269,0
270,"InverseWeighting240_2","[10,10,10]",270,0
271,"InverseWeighting241","[1,11,11]",271,0
272,"InverseWeighting242","[2,11,11]",272,0
273,"InverseWeighting242_2","[8,9,12]",273,0
274,"InverseWeighting244","[3,11,11]",274,0
275,"InverseWeighting245","[1,1,13]",275,0
276,"InverseWeighting246","[1,2,13]",276,0
277,"InverseWeighting246_2","[4,11,11]",277,0
278,"InverseWeighting247","[2,2,13]",278,0
279,"InverseWeighting248","[1,3,13]",279,0
280,"InverseWeighting249","[2,3,13]",280,0
281,"InverseWeighting249_2","[5,11,11]",281,0
282,"InverseWeighting250","[1,4,13]",282,0
283,"InverseWeighting251","[2,4,13]",283,0
284,"InverseWeighting251_2","[3,3,13]",284,0
285,"InverseWeighting252","[7,11,11]",285,0
286,"InverseWeighting253","[1,5,13]",286,0
287,"InverseWeighting253_2","[3,4,13]",287,0
288,"InverseWeighting254","[2,5,13]",288,0
289,"InverseWeighting254_2","[6,11,11]",289,0
290,"InverseWeighting255","[4,4,13]",290,0
291,"InverseWeighting256","[3,5,13]",291,0
292,"InverseWeighting258","[1,6,13]",292,0
293,"InverseWeighting258_2","[4,5,13]",293,0
294,"InverseWeighting258_3","[3,7,13]",294,0
295,"InverseWeighting259","[2,6,13]",295,0
296,"InverseWeighting260","[9,9,12]",296,0
297,"InverseWeighting261","[1,10,12]",297,0
298,"InverseWeighting261_2","[3,6,13]",298,0
299,"InverseWeighting261_3","[5,5,13]",299,0
300,"InverseWeighting262","[2,10,12]",300,0
301,"InverseWeighting262_2","[8,11,11]",301,0
302,"InverseWeighting263","[4,6,13]",302,0
303,"InverseWeighting263_2","[5,7,13]",303,0
304,"InverseWeighting264","[3,10,12]",304,0
305,"InverseWeighting266","[1,8,13]",305,0
306,"InverseWeighting266_2","[4,10,12]",306,0
307,"InverseWeighting266_3","[5,6,13]",307,0
308,"InverseWeighting267","[2,8,13]",308,0
309,"InverseWeighting269","[3,8,13]",309,0
310,"InverseWeighting269_2","[5,10,12]",310,0
311,"InverseWeighting271","[4,8,13]",311,0
312,"InverseWeighting271_2","[6,6,13]",312,0
313,"InverseWeighting274","[5,8,13]",313,0
314,"InverseWeighting274_2","[6,10,12]",314,0
315,"InverseWeighting279","[6,8,13]",315,0
316,"InverseWeighting280","[9,11,11]",316,0
317,"InverseWeighting280_2","[10,10,11]",317,0
318,"InverseWeighting282","[8,10,12]",318,0
319,"InverseWeighting284","[1,9,13]",319,0
320,"InverseWeighting285","[2,9,13]",320,0
321,"InverseWeighting287","[3,9,13]",321,0
322,"InverseWeighting287_2","[8,8,13]",322,0
323,"InverseWeighting289","[4,9,13]",323,0
324,"InverseWeighting292","[5,9,13]",324,0
325,"InverseWeighting297","[6,9,13]",325,0
326,"InverseWeighting300","[9,10,12]",326,0
327,"InverseWeighting301","[1,11,12]",327,0
328,"InverseWeighting302","[2,11,12]",328,0
329,"InverseWeighting304","[3,11,12]",329,0
330,"InverseWeighting305","[8,9,13]",330,0
331,"InverseWeighting306","[4,11,12]",331,0
332,"InverseWeighting309","[5,11,12]",332,0
333,"InverseWeighting314","[6,11,12]",333,0
334,"InverseWeighting320","[10,11,11]",334,0
335,"InverseWeighting322","[8,11,12]",335,0
336,"InverseWeighting323","[9,9,13]",336,0
337,"InverseWeighting324","[1,10,13]",337,0
338,"InverseWeighting325","[2,10,13]",338,0
339,"InverseWeighting327","[3,10,13]",339,0
340,"InverseWeighting329","[4,10,13]",340,0
341,"InverseWeighting332","[5,10,13]",341,0
342,"InverseWeighting332_2","[7,10,13]",342,0
343,"InverseWeighting337","[6,10,13]",343,0
344,"InverseWeighting340","[9,11,12]",344,0
345,"InverseWeighting340_2","[10,10,12]",345,0
346,"InverseWeighting345","[8,10,13]",346,0
347,"InverseWeighting360","[11,11,11]",347,0
348,"InverseWeighting361","[1,12,12]",348,0
349,"InverseWeighting362","[2,12,12]",349,0
350,"InverseWeighting363","[9,10,13]",350,0
351,"InverseWeighting364","[1,11,13]",351,0
352,"InverseWeighting364_2","[3,12,12]",352,0
353,"InverseWeighting365","[2,11,13]",353,0
354,"InverseWeighting366","[4,12,12]",354,0
355,"InverseWeighting367","[3,11,13]",355,0
356,"InverseWeighting368","[7,12,12]",356,0
357,"InverseWeighting369","[4,11,13]",357,0
358,"InverseWeighting369_2","[5,12,12]",358,0
359,"InverseWeighting372","[5,11,13]",359,0
360,"InverseWeighting374","[6,12,12]",360,0
361,"InverseWeighting377","[6,11,13]",361,0
362,"InverseWeighting380","[10,11,12]",362,0
363,"InverseWeighting382","[8,12,12]",363,0
364,"InverseWeighting385","[8,11,13]",364,0
365,"InverseWeighting400","[9,12,12]",365,0
366,"InverseWeighting403","[9,11,13]",366,0
367,"InverseWeighting403_2","[10,10,13]",367,0
368,"InverseWeighting420","[11,11,12]",368,0
369,"InverseWeighting424","[1,12,13]",369,0
370,"InverseWeighting425","[2,12,13]",370,0
371,"InverseWeighting427","[3,12,13]",371,0
372,"InverseWeighting429","[4,12,13]",372,0
373,"InverseWeighting432","[5,12,13]",373,0
374,"InverseWeighting437","[6,12,13]",374,0
375,"InverseWeighting440","[10,12,12]",375,0
376,"InverseWeighting443","[10,11,13]",376,0
377,"InverseWeighting445","[8,12,13]",377,0
378,"InverseWeighting463","[9,12,13]",378,0
379,"InverseWeighting480","[11,12,12]",379,0
380,"InverseWeighting483","[11,11,13]",380,0
381,"InverseWeighting487","[1,13,13]",381,0
382,"InverseWeighting488","[2,13,13]",382,0
383,"InverseWeighting490","[3,13,13]",383,0
384,"InverseWeighting490_2","[7,13,13]",384,0
385,"InverseWeighting492","[4,13,13]",385,0
386,"InverseWeighting495","[5,13,13]",386,0
387,"InverseWeighting500","[6,13,13]",387,0
388,"InverseWeighting503","[10,12,13]",388,0
389,"InverseWeighting508","[8,13,13]",389,0
390,"InverseWeighting526","[9,13,13]",390,0
391,"InverseWeighting540","[12,12,12]",391,0
392,"InverseWeighting543","[11,12,13]",392,0
393,"InverseWeighting566","[10,13,13]",393,0
394,"InverseWeighting603","[12,12,13]",394,0
395,"InverseWeighting606","[11,13,13]",395,0
396,"InverseWeighting666","[12,13,13]",396,0
397,"InverseWeighting729","[13,13,13]",397,0
398,"RingInverseWeighting2","[1,1]",398,1
399,"RingInverseWeighting3","[1,2]",399,1
400,"RingInverseWeighting4","[2,2]",400,1
401,"RingInverseWeighting5","[1,3]",401,1
402,"RingInverseWeighting6","[2,3]",402,1
403,"RingInverseWeighting7","[1,4]",403,1
404,"RingInverseWeighting8","[2,4]",404,1
405,"RingInverseWeighting8_2","[3,3]",405,1
406,"RingInverseWeighting10","[1,5]",406,1
407,"RingInverseWeighting10_2","[3,4]",407,1
408,"RingInverseWeighting11","[2,5]",408,1
409,"RingInverseWeighting12","[4,4]",409,1
410,"RingInverseWeighting13","[3,5]",410,1
411,"RingInverseWeighting15","[1,6]",411,1
412,"RingInverseWeighting15_2","[4,5]",412,1
413,"RingInverseWeighting16","[2,6]",413,1
414,"RingInverseWeighting18","[3,6]",414,1
415,"RingInverseWeighting18_2","[5,5]",415,1
416,"RingInverseWeighting20","[4,6]",416,1
417,"RingInverseWeighting23","[1,8]",417,1
418,"RingInverseWeighting23_2","[5,6]",418,1
419,"RingInverseWeighting24","[2,8]",419,1
420,"RingInverseWeighting26","[3,8]",420,1
421,"RingInverseWeighting28","[4,8]",421,1
422,"RingInverseWeighting28_2","[6,6]",422,1
423,"RingInverseWeighting31","[5,8]",423,1
424,"RingInverseWeighting36","[6,8]",424,1
425,"RingInverseWeighting41","[1,9]",425,1
426,"RingInverseWeighting42","[2,9]",426,1
427,"RingInverseWeighting44","[3,9]",427,1
428,"RingInverseWeighting44_2","[8,8]",428,1
429,"RingInverseWeighting46","[4,9]",429,1
430,"RingInverseWeighting49","[5,9]",430,1
431,"RingInverseWeighting54","[6,9]",431,1
432,"RingInverseWeighting62","[8,9]",432,1
433,"RingInverseWeighting80","[9,9]",433,1
434,"RingInverseWeighting81","[1,10]",434,1
435,"RingInverseWeighting82","[2,10]",435,1
436,"RingInverseWeighting84","[3,10]",436,1
437,"RingInverseWeighting86","[4,10]",437,1
438,"RingInverseWeighting89","[5,10]",438,1
439,"RingInverseWeighting94","[6,10]",439,1
440,"RingInverseWeighting102","[8,10]",440,1
441,"RingInverseWeighting120","[9,10]",441,1
442,"RingInverseWeighting121","[1,11]",442,1
443,"RingInverseWeighting122","[2,11]",443,1
444,"RingInverseWeighting124","[3,11]",444,1
445,"RingInverseWeighting126","[4,11]",445,1
446,"RingInverseWeighting129","[5,11]",446,1
447,"RingInverseWeighting134","[6,11]",447,1
448,"RingInverseWeighting142","[8,11]",448,1
449,"RingInverseWeighting160","[9,11]",449,1
450,"RingInverseWeighting160_2","[10,10]",450,1
451,"RingInverseWeighting181","[1,12]",451,1
452,"RingInverseWeighting182","[2,12]",452,1
453,"RingInverseWeighting184","[3,12]",453,1
454,"RingInverseWeighting186","[4,12]",454,1
455,"RingInverseWeighting189","[5,12]",455,1
456,"RingInverseWeighting194","[6,12]",456,1
457,"RingInverseWeighting200","[10,11]",457,1
458,"RingInverseWeighting202","[8,12]",458,1
459,"RingInverseWeighting220","[9,12]",459,1
460,"RingInverseWeighting240","[11,11]",460,1
461,"RingInverseWeighting244","[1,13]",461,1
462,"RingInverseWeighting245","[2,13]",462,1
463,"RingInverseWeighting247","[3,13]",463,1
464,"RingInverseWeighting249","[4,13]",464,1
465,"RingInverseWeighting252","[5,13]",465,1
466,"RingInverseWeighting257","[6,13]",466,1
467,"RingInverseWeighting260","[10,12]",467,1
468,"RingInverseWeighting265","[8,13]",468,1
469,"RingInverseWeighting283","[9,13]",469,1
470,"RingInverseWeighting300","[11,12]",470,1
471,"RingInverseWeighting323","[10,13]",471,1
472,"RingInverseWeighting360","[12,12]",472,1
473,"RingInverseWeighting363","[11,13]",473,1
474,"RingInverseWeighting423","[12,13]",474,1
475,"RingInverseWeighting486","[13,13]",475,1
476,"RingInverseWeighting501","[1,7]",476,1
477,"RingInverseWeighting502","[2,7]",477,1
478,"RingInverseWeighting503","[3,7]",478,1
479,"RingInverseWeighting504","[4,7]",479,1
480,"RingInverseWeighting505","[5,7]",480,1
481,"RingInverseWeighting506","[6,7]",481,1
482,"RingInverseWeighting507","[7,7]",482,1
483,"RingInverseWeighting508","[7,8]",483,1
484,"RingInverseWeighting509","[7,9]",484,1
485,"RingInverseWeighting510","[7,10]",485,1
486,"RingInverseWeighting511","[7,11]",486,1
487,"RingInverseWeighting512","[7,12]",487,1
488,"RingInverseWeighting513","[7,13]",488,1
489,"BlightedMapMod1",[1],489,2
490,"BlightedMapMod2",[2],490,2
491,"BlightedMapMod3",[3],491,2
492,"BlightedMapMod4",[4],492,2
493,"BlightedMapMod5",[5],493,2
494,"BlightedMapMod6",[6],494,2
495,"BlightedMapMod6b",[7],495,2
496,"BlightedMapMod7",[8],496,2
497,"BlightedMapMod8",[9],497,2
498,"BlightedMapMod9",[10],498,2
499,"BlightedMapMod10",[11],499,2
500,"BlightedMapMod11",[12],500,2
501,"BlightedMapMod12",[13],501,2
