"rownum","HideoutNPCsKey","Order","ModsKey","Cost_BaseItemTypesKeys","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClassesKeys","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","ModFamily","CraftingItemClassCategoriesKeys","MaximumMapTier","CraftingBenchUnlockCategoriesKey","UnveilsRequired","UnveilsRequired2","AffixType","[rid]","[rid]","AchievementItemsKeys","i32","i32","bool","rid"
12,4,12,"",[19],[120],0,"At Least Three Red Sockets",6,[],0,"RRR",0,0,[],"","","",[246],0,"","[0,1,2,3,6,7,8,5,4]",1,"",0,0,"Other",[],[],[],1114,1114,"",""
13,4,13,"",[19],[4],0,"At Least One Green Socket",6,[],0,"G",0,0,[],"","","",[245],0,"","[0,1,2,3,6,7,8,5,4,9,10]",1,"",0,0,"Other",[],[],[],1114,1114,"",""
14,4,14,"",[19],[25],0,"At Least Two Green Sockets",6,[],0,"GG",0,0,[],"","","",[245],0,"","[0,1,2,3,6,7,8,5,4]",1,"",0,0,"Other",[],[],[],1114,1114,"",""
15,4,15,"",[19],[120],0,"At Least Three Green Sockets",6,[],0,"GGG",0,0,[],"","","",[246],0,"","[0,1,2,3,6,7,8,5,4]",1,"",0,0,"Other",[],[],[],1114,1114,"",""
16,4,16,"",[19],[4],0,"At Least One Blue Socket",6,[],0,"B",0,0,[],"","","",[245],0,"","[0,1,2,3,6,7,8,5,4,9,10]",1,"",0,0,"Other",[],[],[],1114,1114,"",""
17,4,17,"",[19],[25],0,"At Least Two Blue Sockets",6,[],0,"BB",0,0,[],"","","",[245],0,"","[0,1,2,3,6,7,8,5,4]",1,"",0,0,"Other",[],[],[],1114,1114,"",""
18,4,18,"",[19],[120],0,"At Least Three Blue Sockets",6,[],0,"BBB",0,0,[],"","","",[246],0,"","[0,1,2,3,6,7,8,5,4]",1,"",0,0,"Other",[],[],[],1114,1114,"",""
19,4,19,"",[19],[15],0,"At Least One Red and One Green Socket",6,[],0,"RG",0,0,[],"","","",[245],0,"","[0,1,2,3,6,7,8,5,4]",1,"",0,0,"Other",[],[],[],1114,1114,"",""
20,4,20,"",[19],[15],0,"At Least One Red and One Blue Socket",6,[],0,"RB",0,0,[],"","","",[245],0,"","[0,1,2,3,6,7,8,5,4]",1,"",0,0,"Other",[],[],[],1114,1114,"",""
21,4,21,"",[19],[15],0,"At Least One Green and One Blue Socket",6,[],0,"GB",0,0,[],"","","",[245],0,"","[0,1,2,3,6,7,8,5,4]",1,"",0,0,"Other",[],[],[],1114,1114,"",""
22,4,22,"",[19],[100],0,"At Least Two Red and One Green Socket",6,[],0,"RRG",0,0,[],"","","",[246],0,"","[0,1,2,3,6,7,8,5,4]",1,"",0,0,"Other",[],[],[],1114,1114,"",""
23,4,23,"",[19],[100],0,"At Least Two Red and One Blue Socket",6,[],0,"RRB",0,0,[],"","","",[246],0,"","[0,1,2,3,6,7,8,5,4]",1,"",0,0,"Other",[],[],[],1114,1114,"",""
24,4,24,"",[19],[100],0,"At Least Two Green and One Red Socket",6,[],0,"GGR",0,0,[],"","","",[246],0,"","[0,1,2,3,6,7,8,5,4]",1,"",0,0,"Other",[],[],[],1114,1114,"",""
25,4,25,"",[19],[100],0,"At Least Two Green and One Blue Socket",6,[],0,"GGB",0,0,[],"","","",[246],0,"","[0,1,2,3,6,7,8,5,4]",1,"",0,0,"Other",[],[],[],1114,1114,"",""
26,4,26,"",[19],[100],0,"At Least Two Blue and One Green Socket",6,[],0,"BBG",0,0,[],"","","",[246],0,"","[0,1,2,3,6,7,8,5,4]",1,"",0,0,"Other",[],[],[],1114,1114,"",""
27,4,27,"",[19],[100],0,"At Least Two Blue and One Red Socket",6,[],0,"BBR",0,0,[],"","","",[246],0,"","[0,1,2,3,6,7,8,5,4]",1,"",0,0,"Other",[],[],[],1114,1114,"",""
28,6,0,7523,[],[],68,"",6,"[35,38]",0,"",0,69,[],"",1,1,[],0,"MapItemDropQuantity","[14,15]",0,"",0,0,"Cannot Be Generated",[],[],[],1114,1114,"",""
29,6,1,7524,[],[],70,"",6,"[35,38]",0,"",0,71,[],"",1,1,[],0,"MapItemDropQuantity","[14,15]",0,"",0,0,"Cannot Be Generated",[],[],[],1114,1114,"",""
30,6,2,7525,[],[],72,"",6,"[35,38]",0,"",0,73,[],"",1,1,[],0,"MapItemDropQuantity","[14,15]",0,"",0,0,"Cannot Be Generated",[],[],[],1114,1114,"",""
31,6,3,7526,[],[],74,"",6,"[35,38]",0,"",0,75,[],"",1,1,[],0,"MapItemDropQuantity","[14,15]",0,"",0,0,"Cannot Be Generated",[],[],[],1114,1114,"",""
32,6,4,7527,[],[],76,"",6,"[35,38]",0,"",0,77,[],"",1,1,[],0,"MapItemDropQuantity","[14,15]",0,"",0,0,"Cannot Be Generated",[],[],[],1114,1114,"",""
33,6,5,7528,[],[],78,"",6,"[35,38]",0,"",0,79,[],"",1,1,[],0,"MapItemDropQuantity","[14,15]",0,"",0,0,"Cannot Be Generated",[],[],[],1114,1114,"",""
34,6,6,7529,[],[],80,"",6,"[35,38]",0,"",0,81,[],"",1,1,[],0,"MapItemDropQuantity","[14,15]",0,"",0,0,"Cannot Be Generated",[],[],[],1114,1114,"",""
35,6,7,7530,[],[],82,"",6,"[35,38]",0,"",0,100,[],"",1,1,[],0,"MapItemDropQuantity","[14,15]",0,"",0,0,"Cannot Be Generated",[],[],[],1114,1114,"",""
36,6,8,"",[2],[3],72,"Fortune Favours the Brave",1,[35],0,"",0,0,[],"One of the options available from this device will be applied at random, including options you have not yet unlocked.",1,"",[],0,"",[14],0,"",0,0,"Other",[],[],[7800],1114,1114,"",""
37,6,9,"",[2],[1],101,"Alternate of Same Tier (Tier 1-10)",2,[35],0,"",0,0,[],"Requires a Rare Map of Tier 10 or below. Opens a random Map of the same Tier with random Mods. Excludes the Map placed in the device.",1,"",[],0,"",[14],0,"",0,0,"Other",[],[],[],1114,1114,"",""
38,6,10,"",[2],[2],101,"Shaped (Tier 1-5)",3,[35],0,"",0,0,[],"Requires a Rare Map of Tier 5 or below. Opens a version of your Map that is 5 Tiers higher, with random Mods.",1,"",[],0,"",[14],0,"",0,0,"Other",[],[],[],1114,1114,"",""
39,6,11,"",[2],[6],101,"Shaped (Tier 1-10)",4,[35],0,"",0,0,[],"Requires a Rare Map of Tier 10 or below. Opens a version of your Map that is 5 Tiers higher, with random Mods and a chance to be Corrupted.",1,"",[],0,"",[14],0,"",0,0,"Other",[],[],[],1114,1114,"",""
40,6,12,"",[2],[15],101,"Elder (Tier 1-15)",5,[35],0,"",0,0,[],"Requires a Rare Map of Tier 15 or below. Opens a version of your Map that is set to Tier 16, with random Mods and a chance to be Corrupted.",1,"",[],0,"",[14],0,"",0,0,"Other",[],[],[],1114,1114,"",""
41,6,13,7568,[],[],68,"Infused Anarchy",6,[35],0,"",0,0,[],"",1,1,[],0,"MapAnarchyLeagueCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[7182],1114,1114,1,""
42,6,14,7562,[],[],68,"Infused Nemesis",6,[35],0,"",0,0,[],"",1,1,[],0,"MapNemesisExtraRaresZana",[14],0,"",0,0,"Cannot Be Generated",[],[],[7182],1114,1114,1,""
43,6,15,7556,[],[],68,"Infused Domination",6,[35],0,"",0,0,[],"",1,1,[],0,"MapExtraShrines",[14],0,"",0,0,"Cannot Be Generated",[],[],[7182],1114,1114,1,""
44,6,16,7651,[],[],68,"Infused Bloodlines",6,[35],0,"",0,0,[],"",1,1,[],0,"MapBloodlinesLeagueCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[7182],1114,1114,1,""
45,6,17,7581,[],[],68,"Infused Rampage",6,[35],0,"",0,0,[],"",1,1,[],0,"MapRampageLeagueCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[7182],1114,1114,1,""
46,6,18,7551,[],[],68,"Infused Ambush",6,[35],0,"",0,0,[],"",1,1,[],0,"MapExtraStrongBoxes",[14],0,"",0,0,"Cannot Be Generated",[],[],[7182],1114,1114,1,""
47,6,19,12072,[],[],68,"Infused Harbinger",6,[35],0,"",0,0,[],"",1,1,[],0,"MapSpawnHarbingersCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[7182],1114,1114,1,""
48,6,20,10597,[],[],68,"Infused Perandus",6,[35],0,"",0,0,[],"",1,1,[],0,"MapPerandusLeagueCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[7182],1114,1114,1,""
49,6,21,11146,[2],[2],69,"Essence",6,[35],0,"",0,0,[],"",1,1,[],0,"MapEssenceLeagueCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[],297,1114,"",""
50,6,22,11444,[2],[2],71,"Breach",6,[35],0,"",0,0,[],"",1,1,[],0,"MapBreachLeagueCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[],308,1114,"",""
51,6,23,7650,[2],[3],73,"Bloodlines",6,[35],0,"",0,0,[],"",1,1,[],0,"MapBloodlinesLeagueCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[],300,1114,"",""
52,6,24,7550,[2],[3],76,"Ambush",6,[35],0,"",0,0,[],"",1,1,[],0,"MapExtraStrongBoxes",[14],0,"",0,0,"Cannot Be Generated",[],[],[],305,1114,"",""
53,6,25,12071,[2],[4],79,"Harbinger",6,[35],0,"",0,0,[],"",1,1,[],0,"MapSpawnHarbingersCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[],315,1114,"",""
54,6,26,20311,[2],[6],82,"Heist",6,[35],0,"",0,0,[],"",1,1,[],0,"HeistLeagueCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[],1105,1114,"",""
55,6,27,20315,[2],[12],83,"Harvest",6,[35],0,"",0,0,[],"",1,1,[],0,"HarvestLeagueCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[],1106,1114,"",""
56,6,28,7570,[2],[2],101,"Onslaught",6,[35],0,"",0,0,[],"",1,1,[],0,"MapOnslaught",[14],0,"",0,0,"Cannot Be Generated",[],[],[],304,1114,"",""
57,6,29,7567,[2],[2],101,"Anarchy",6,[35],0,"",0,0,[],"",1,1,[],0,"MapAnarchyLeagueCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[],298,1114,"",""
58,6,30,12907,[2],[2],101,"Abyss",6,[35],0,"",0,0,[],"",1,1,[],0,"AbyssLeagueCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[],310,1114,"",""
59,6,31,10596,[2],[4],101,"Perandus",6,[35],0,"",0,0,[],"",1,1,[],0,"MapPerandusLeagueCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[],307,1114,"",""
60,6,32,7561,[2],[4],101,"Nemesis",6,[35],0,"",0,0,[],"",1,1,[],0,"MapNemesisExtraRaresZana",[14],0,"",0,0,"Cannot Be Generated",[],[],[],301,1114,"",""
61,6,33,7815,[2],[5],101,"Torment",6,[35],0,"",0,0,[],"",1,1,[],0,"MapTormentLeagueCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[],309,1114,"",""
62,6,34,7555,[2],[4],101,"Domination",6,[35],0,"",0,0,[],"",1,1,[],0,"MapExtraShrines",[14],0,"",0,0,"Cannot Be Generated",[],[],[],299,1114,"",""
63,6,35,7548,[2],[2],101,"Invasion",6,[35],0,"",0,0,[],"",1,1,[],0,"MapExtraInvasionBosses",[14],0,"",0,0,"Cannot Be Generated",[],[],[],311,1114,"",""
64,6,36,7580,[2],[2],101,"Rampage",6,[35],0,"",0,0,[],"",1,1,[],0,"MapRampageLeagueCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[],312,1114,"",""
65,6,37,8004,[2],[4],101,"Tempest",6,[35],0,"",0,0,[],"",1,1,[],0,"MapWeatherCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[],313,1114,"",""
66,6,38,10392,[13],[3],101,"Talisman",6,[35],0,"",0,0,[],"",1,1,[],0,"MapTalismanLeagueCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[],314,1114,"",""
67,6,39,7582,[2],[5],101,"Beyond",6,[35],0,"",0,0,[],"",1,1,[],0,"MapBeyondLeagueCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[],302,1114,"",""
68,6,40,18545,[2],[8],101,"Blight",6,[35],0,"",0,0,[],"",1,1,[],0,"MapBlightLeagueCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[],316,1114,"",""
69,6,41,20400,[2],[8],101,"Metamorph",6,[35],0,"",0,0,[],"",1,1,[],0,"MapMetamorphLeagueCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[],661,1114,"",""
70,6,42,19592,[2],[16],101,"Delirium",6,[35],0,"",0,0,[],"",1,1,[],0,"MapDeliriumCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[],745,1114,"",""
71,6,43,8260,[2],[2],101,"Warbands",6,[35],0,"",0,0,[],"",1,1,[],0,"MapWbCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[],306,1114,"",""
72,6,44,18398,[2],[6],101,"Legion",6,[35],0,"",0,0,[],"",1,1,[],0,"MapLegionLeagueCrafted",[14],0,"",0,0,"Cannot Be Generated",[],[],[],303,1114,"",""
73,6,45,4684,[2],[2],101,"Monster Life I",6,[35],0,"",0,0,[],"","",1,[],0,"MapMonsterLifeMap2Tier",[14],0,"",0,0,"Cannot Be Generated",[],[],[],1114,1114,"",""
74,6,46,4685,[2],[2],101,"Monster Life II",6,[35],0,"",0,0,[],"","",1,[],0,"MapMonsterLifeMap2Tier",[14],0,"",0,0,"Cannot Be Generated",[],[],[],1114,1114,"",""
75,6,47,4686,[2],[2],101,"Monster Life III",6,[35],0,"",0,0,[],"","",1,[],0,"MapMonsterLifeMap2Tier",[14],0,"",0,0,"Cannot Be Generated",[],[],[],1114,1114,"",""
76,6,48,4687,[2],[2],101,"Monster Life IV",6,[35],0,"",0,0,[],"","",1,[],0,"MapMonsterLifeMap2Tier",[14],0,"",0,0,"Cannot Be Generated",[],[],[],1114,1114,"",""
77,6,49,4704,[2],[2],101,"Monster Damage I",6,[35],0,"",0,0,[],"","",1,[],0,"MapMonsterDamageMap2Tier",[14],0,"",0,0,"Cannot Be Generated",[],[],[],1114,1114,"",""
78,6,50,4705,[2],[2],101,"Monster Damage II",6,[35],0,"",0,0,[],"","",1,[],0,"MapMonsterDamageMap2Tier",[14],0,"",0,0,"Cannot Be Generated",[],[],[],1114,1114,"",""
79,6,51,4706,[2],[2],101,"Monster Damage III",6,[35],0,"",0,0,[],"","",1,[],0,"MapMonsterDamageMap2Tier",[14],0,"",0,0,"Cannot Be Generated",[],[],[],1114,1114,"",""
80,6,52,4707,[2],[2],101,"Monster Damage IV",6,[35],0,"",0,0,[],"","",1,[],0,"MapMonsterDamageMap2Tier",[14],0,"",0,0,"Cannot Be Generated",[],[],[],1114,1114,"",""
81,6,53,4575,[2],[6],101,"Area is inhabited by Spiders",6,[35],0,"",0,0,[],"","",1,[],0,"MapMonsterPacksSpidersMap2Tier",[14],0,"",0,0,"Cannot Be Generated",[],[],[],1114,1114,"",""
82,6,54,4576,[2],[6],101,"Area is inhabited by Blackguards",6,[35],0,"",0,0,[],"","",1,[],0,"MapMonsterPacksBlackguardsMap2Tier",[14],0,"",0,0,"Cannot Be Generated",[],[],[],1114,1114,"",""
83,6,55,4574,[2],[6],101,"Area is inhabited by Bandits",6,[35],0,"",0,0,[],"","",1,[],0,"MapMonsterPacksBanditsMap2Tier",[14],0,"",0,0,"Cannot Be Generated",[],[],[],1114,1114,"",""
84,6,56,4545,[2],[2],101,"Additional Totems",6,[35],0,"",0,0,[],"","",1,[],0,"MapTotemsMap2Tier",[14],0,"",0,0,"Prefix",[],[],[],1114,1114,"",""
85,6,57,4552,[2],[3],101,"Additional Rogue Exiles",6,[35],0,"",0,0,[],"","",1,[],0,"MapMultipleExilesMap2Tier",[14],0,"",0,0,"Prefix",[],[],[],1114,1114,"",""
86,6,58,4601,[2],[3],101,"Monsters from Beyond",6,[35],0,"",0,0,[],"","",1,[],0,"MapBeyondLeagueRolledMap2Tier",[14],0,"",0,0,"Prefix",[],[],[],1114,1114,"",""
87,6,59,4607,[2],[3],101,"Twinned Unique Bosses",6,[35],0,"",0,0,[],"","",1,[],0,"MapTwoBossesMap2Tier",[14],0,"",0,0,"Prefix",[],[],[],1114,1114,"",""
88,3,0,15920,[11],[1],0,"",6,[],0,"",0,0,[],"","","",[],1,"IncreasedLife","[6,7,8,5,4,9,10,11,13]",0,"",0,0,"Prefix",[],[],[],1114,1114,"",""
89,3,1,15884,[10],[1],0,"",6,[],0,"",0,0,[],"","","",[],1,"FireResistance","[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,"Suffix",[],[],[],1114,1114,"",""
90,3,2,15887,[10],[1],0,"",6,[],0,"",0,0,[],"","","",[],1,"ColdResistance","[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,"Suffix",[],[],[],1114,1114,"",""
91,3,3,15890,[10],[1],0,"",6,[],0,"",0,0,[],"","","",[],1,"LightningResistance","[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,"Suffix",[],[],[],1114,1114,"",""
92,3,4,15906,[15],[1],0,"",6,[],0,"",0,0,[],"","","",[],1,"Strength","[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,"Suffix",[],[],[],1114,1114,"",""
93,3,5,15909,[15],[1],0,"",6,[],0,"",0,0,[],"","","",[],1,"Dexterity","[0,1,2,3,6,7,8,5,4,9,10,13]",0,"",0,0,"Suffix",[],[],[],1114,1114,"",""
94,3,6,15912,[15],[1],0,"",6,[],0,"",0,0,[],"","","",[],1,"Intelligence","[0,1,2,3,6,7,8,5,4,9,10,13]",0,"",0,0,"Suffix",[],[],[],1114,1114,"",""
95,3,7,"",[12],[1],0,"Remove Crafted Mods",0,[],0,"",0,0,[],"","","",[],0,"","[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,"",0,0,"Other",[],[],[],1114,1114,"",""
96,3,8,15885,[6],[1],0,"",6,[],0,"",0,0,[],"","","",[133],2,"FireResistance","[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
97,3,9,15886,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[135],3,"FireResistance","[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
98,3,10,15888,[6],[1],0,"",6,[],0,"",0,0,[],"","","",[133],2,"ColdResistance","[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
99,3,11,15889,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[135],3,"ColdResistance","[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
100,3,12,15891,[6],[1],0,"",6,[],0,"",0,0,[],"","","",[133],2,"LightningResistance","[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
101,3,13,15892,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[135],3,"LightningResistance","[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
102,3,14,15893,[10],[6],0,"",6,[],0,"",0,0,[],"","","",[136],1,"FireAndColdResistance","[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
103,3,15,15894,[6],[1],0,"",6,[],0,"",0,0,[],"","","",[137],2,"FireAndColdResistance","[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
104,3,16,15895,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[138],3,"FireAndColdResistance","[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
105,3,17,15896,[10],[6],0,"",6,[],0,"",0,0,[],"","","",[136],1,"ColdAndLightningResistance","[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
106,3,18,15897,[6],[1],0,"",6,[],0,"",0,0,[],"","","",[137],2,"ColdAndLightningResistance","[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
107,3,19,15898,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[138],3,"ColdAndLightningResistance","[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
108,3,20,15899,[10],[6],0,"",6,[],0,"",0,0,[],"","","",[136],1,"FireAndLightningResistance","[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
109,3,21,15900,[6],[1],0,"",6,[],0,"",0,0,[],"","","",[137],2,"FireAndLightningResistance","[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
110,3,22,15901,[2],[3],0,"",6,[],0,"",0,0,[],"","","",[138],3,"FireAndLightningResistance","[0,1,2,3,6,7,8,5,4,11,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
111,3,23,15902,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[139],1,"AllResistances","[9,10]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
112,3,24,15903,[2],[1],0,"",6,[],0,"",0,0,[],"","","",[140],2,"AllResistances","[9,10]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
113,3,25,15904,[11],[6],0,"",6,[],0,"",0,0,[],"","","",[139],1,"AllResistancesMinionResistances","[9,10]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
114,3,26,15905,[2],[1],0,"",6,[],0,"",0,0,[],"","","",[140],2,"AllResistancesMinionResistances","[9,10]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
115,3,27,15907,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[141],2,"Strength","[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
116,3,28,15908,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[142],3,"Strength","[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
117,3,29,15910,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[141],2,"Dexterity","[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
118,3,30,15911,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[142],3,"Dexterity","[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
119,3,31,15913,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[141],2,"Intelligence","[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
120,3,32,15914,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[142],3,"Intelligence","[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
121,3,33,15915,[7],[3],0,"",6,[],0,"",0,0,[],"","","",[144],1,"AllAttributes","[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
122,3,34,15916,[7],[6],0,"",6,[],0,"",0,0,[],"","","",[145],2,"AllAttributes","[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,"Suffix",[],[],[],1114,1114,"",""
123,3,35,15917,[15],[3],0,"",6,[],0,"",0,0,[],"","","",[146],1,"MovementVelocity",[8],1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
124,3,36,15918,[2],[2],0,"",6,[],0,"",0,0,[],"","","",[147],2,"MovementVelocity",[8],1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
125,3,37,15919,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[148],3,"MovementVelocity",[8],1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
126,3,38,15921,[10],[6],0,"",6,[],0,"",0,0,[],"","","",[149],2,"IncreasedLife","[6,7,8,5,4,9,10,11,13]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
127,3,39,15922,[6],[2],0,"",6,[],0,"",0,0,[],"","","",[150],3,"IncreasedLife","[6,7,8,5,4,9,10,11,13]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
128,3,40,15923,[6],[4],0,"",6,[],0,"",0,0,[],"","","",[151],4,"IncreasedLife","[6,7,8,5,4]",1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
129,3,41,15924,[2],[4],0,"",6,[],0,"",0,0,[],"","","",[153],5,"IncreasedLife",[6],1,"",0,0,"Prefix",[],[],[],1114,1114,"",""
