"rownum","BaseItemTypesKey","Armour","Evasion","EnergyShield","IncreasedMovementSpeed"
31,"Metadata/Items/Armours/Shields/ShieldDex12",0,280,0,-3
32,"Metadata/Items/Armours/Shields/ShieldDex13",0,440,0,-3
33,"Metadata/Items/Armours/Shields/ShieldDex14",0,275,0,-3
34,"Metadata/Items/Armours/Shields/ShieldDex15",0,330,0,-3
35,"Metadata/Items/Armours/Shields/ShieldDex16",0,385,0,-3
36,"Metadata/Items/Armours/Shields/ShieldDexE1",0,112,0,-3
37,"Metadata/Items/Armours/Shields/ShieldDexE2",0,185,0,-3
38,"Metadata/Items/Armours/Shields/ShieldDexE3",0,302,0,-3
39,"Metadata/Items/Armours/Shields/ShieldInt1",0,0,5,-3
40,"Metadata/Items/Armours/Shields/ShieldInt2",0,0,9,-3
41,"Metadata/Items/Armours/Shields/ShieldInt3",0,0,14,-3
42,"Metadata/Items/Armours/Shields/ShieldInt4",0,0,20,-3
43,"Metadata/Items/Armours/Shields/ShieldInt5",0,0,24,-3
44,"Metadata/Items/Armours/Shields/ShieldInt6",0,0,33,-3
45,"Metadata/Items/Armours/Shields/ShieldInt7",0,0,30,-3
46,"Metadata/Items/Armours/Shields/ShieldInt8",0,0,33,-3
47,"Metadata/Items/Armours/Shields/ShieldInt9",0,0,36,-3
48,"Metadata/Items/Armours/Shields/ShieldInt10",0,0,39,-3
49,"Metadata/Items/Armours/Shields/ShieldInt11",0,0,51,-3
50,"Metadata/Items/Armours/Shields/ShieldInt12",0,0,45,-3
51,"Metadata/Items/Armours/Shields/ShieldInt13",0,0,47,-3
52,"Metadata/Items/Armours/Shields/ShieldInt14",0,0,53,-3
53,"Metadata/Items/Armours/Shields/ShieldInt15",0,0,55,-3
54,"Metadata/Items/Armours/Shields/ShieldInt16",0,0,64,-3
55,"Metadata/Items/Armours/Shields/ShieldIntE1",0,0,23,-3
56,"Metadata/Items/Armours/Shields/ShieldIntE2",0,0,36,-3
57,"Metadata/Items/Armours/Shields/ShieldIntE3",0,0,53,-3
58,"Metadata/Items/Armours/Shields/ShieldStrDex1",13,13,0,-3
59,"Metadata/Items/Armours/Shields/ShieldStrDex2",29,29,0,-3
60,"Metadata/Items/Armours/Shields/ShieldStrDex3",46,46,0,-3
61,"Metadata/Items/Armours/Shields/ShieldStrDex4",87,87,0,-3
62,"Metadata/Items/Armours/Shields/ShieldStrDex5",75,75,0,-3
63,"Metadata/Items/Armours/Shields/ShieldStrDex6",88,88,0,-3
64,"Metadata/Items/Armours/Shields/ShieldStrDex7",102,102,0,-3
65,"Metadata/Items/Armours/Shields/ShieldStrDex8",155,155,0,-3
66,"Metadata/Items/Armours/Shields/ShieldStrDex9",122,122,0,-3
67,"Metadata/Items/Armours/Shields/ShieldStrDex10",131,131,0,-3
68,"Metadata/Items/Armours/Shields/ShieldStrDex11",154,154,0,-3
69,"Metadata/Items/Armours/Shields/ShieldStrDex12",209,209,0,-3
70,"Metadata/Items/Armours/Shields/ShieldStrDex13",148,148,0,-3
71,"Metadata/Items/Armours/Shields/ShieldStrInt1",18,0,4,-3
72,"Metadata/Items/Armours/Shields/ShieldStrInt2",43,0,10,-3
73,"Metadata/Items/Armours/Shields/ShieldStrInt3",65,0,14,-3
74,"Metadata/Items/Armours/Shields/ShieldStrInt4",62,0,13,-3
75,"Metadata/Items/Armours/Shields/ShieldStrInt5",77,0,16,-3
76,"Metadata/Items/Armours/Shields/ShieldStrInt6",127,0,25,-3
77,"Metadata/Items/Armours/Shields/ShieldStrInt7",146,0,29,-3
78,"Metadata/Items/Armours/Shields/ShieldStrInt8",113,0,22,-3
79,"Metadata/Items/Armours/Shields/ShieldStrInt9",124,0,24,-3
80,"Metadata/Items/Armours/Shields/ShieldStrInt10",186,0,36,-3
81,"Metadata/Items/Armours/Shields/ShieldStrInt11",215,0,42,-3
82,"Metadata/Items/Armours/Shields/ShieldStrInt12",147,0,28,-3
83,"Metadata/Items/Armours/Shields/ShieldStrInt13",156,0,30,-3
84,"Metadata/Items/Armours/Shields/ShieldDexInt1",0,13,4,-3
85,"Metadata/Items/Armours/Shields/ShieldDexInt2",0,46,10,-3
86,"Metadata/Items/Armours/Shields/ShieldDexInt3",0,56,12,-3
87,"Metadata/Items/Armours/Shields/ShieldDexInt4",0,62,13,-3
88,"Metadata/Items/Armours/Shields/ShieldDexInt5",0,120,24,-3
89,"Metadata/Items/Armours/Shields/ShieldDexInt6",0,142,28,-3
90,"Metadata/Items/Armours/Shields/ShieldDexInt7",0,122,24,-3
91,"Metadata/Items/Armours/Shields/ShieldDexInt8",0,111,22,-3
92,"Metadata/Items/Armours/Shields/ShieldDexInt9",0,195,38,-3
93,"Metadata/Items/Armours/Shields/ShieldDexInt10",0,209,41,-3
94,"Metadata/Items/Armours/Shields/ShieldDexInt11",0,181,35,-3
95,"Metadata/Items/Armours/Shields/ShieldDexInt12",0,151,29,-3
96,"Metadata/Items/Armours/Shields/ShieldDexInt13",0,242,47,-3
97,"Metadata/Items/Armours/Shields/ShieldDemigods",0,0,0,-3
98,"Metadata/Items/Armours/Helmets/HelmetStr1",9,0,0,0
99,"Metadata/Items/Armours/Helmets/HelmetStr2",38,0,0,0
100,"Metadata/Items/Armours/Helmets/HelmetStr3",92,0,0,0
101,"Metadata/Items/Armours/Helmets/HelmetStr4",130,0,0,0
102,"Metadata/Items/Armours/Helmets/HelmetStr5",174,0,0,0
103,"Metadata/Items/Armours/Helmets/HelmetStr6",198,0,0,0
104,"Metadata/Items/Armours/Helmets/HelmetStr7",237,0,0,0
105,"Metadata/Items/Armours/Helmets/HelmetStr8",276,0,0,0
106,"Metadata/Items/Armours/Helmets/HelmetStr9",346,0,0,0
107,"Metadata/Items/Armours/Helmets/HelmetStr10",377,0,0,0
108,"Metadata/Items/Armours/Helmets/HelmetStr11",373,0,0,0
109,"Metadata/Items/Armours/Helmets/HelmetDex1",0,19,0,0
110,"Metadata/Items/Armours/Helmets/HelmetDex2",0,53,0,0
111,"Metadata/Items/Armours/Helmets/HelmetDex3",0,101,0,0
112,"Metadata/Items/Armours/Helmets/HelmetDex4",0,150,0,0
113,"Metadata/Items/Armours/Helmets/HelmetDex5",0,203,0,0
114,"Metadata/Items/Armours/Helmets/HelmetDex6",0,232,0,0
115,"Metadata/Items/Armours/Helmets/HelmetDex7",0,276,0,0
116,"Metadata/Items/Armours/Helmets/HelmetDex8",0,346,0,0
117,"Metadata/Items/Armours/Helmets/HelmetDex9",0,369,0,0
118,"Metadata/Items/Armours/Helmets/HelmetDex10",0,380,0,0
119,"Metadata/Items/Armours/Helmets/HelmetInt1",0,0,6,0
120,"Metadata/Items/Armours/Helmets/HelmetInt2",0,0,10,0
121,"Metadata/Items/Armours/Helmets/HelmetInt3",0,0,19,0
122,"Metadata/Items/Armours/Helmets/HelmetInt4",0,0,27,0
123,"Metadata/Items/Armours/Helmets/HelmetInt5",0,0,34,0
124,"Metadata/Items/Armours/Helmets/HelmetInt6",0,0,38,0
125,"Metadata/Items/Armours/Helmets/HelmetInt7",0,0,46,0
126,"Metadata/Items/Armours/Helmets/HelmetInt8",0,0,52,0
127,"Metadata/Items/Armours/Helmets/HelmetInt9",0,0,57,0
128,"Metadata/Items/Armours/Helmets/HelmetInt10",0,0,69,0
129,"Metadata/Items/Armours/Helmets/HelmetInt11",0,0,76,0
130,"Metadata/Items/Armours/Helmets/HelmetStrDex1",13,13,0,0
131,"Metadata/Items/Armours/Helmets/HelmetStrDex2",37,37,0,0
132,"Metadata/Items/Armours/Helmets/HelmetStrDex3",64,64,0,0
133,"Metadata/Items/Armours/Helmets/HelmetStrDex4",90,90,0,0
134,"Metadata/Items/Armours/Helmets/HelmetStrDex5",98,98,0,0
135,"Metadata/Items/Armours/Helmets/HelmetStrDex6",117,117,0,0
136,"Metadata/Items/Armours/Helmets/HelmetStrDex7",138,138,0,0
137,"Metadata/Items/Armours/Helmets/HelmetStrDex8",160,160,0,0
138,"Metadata/Items/Armours/Helmets/HelmetStrDex9",229,159,0,0
139,"Metadata/Items/Armours/Helmets/HelmetStrDex10",162,233,0,0
140,"Metadata/Items/Armours/Helmets/HelmetStrDexRitual1",42,42,0,0
141,"Metadata/Items/Armours/Helmets/HelmetStrDexRitual2",122,122,0,0
142,"Metadata/Items/Armours/Helmets/HelmetStrDexRitual3",185,185,0,0
143,"Metadata/Items/Armours/Helmets/HelmetStrInt1",16,0,4,0
144,"Metadata/Items/Armours/Helmets/HelmetStrInt2",34,0,8,0
145,"Metadata/Items/Armours/Helmets/HelmetStrInt3",61,0,13,0
146,"Metadata/Items/Armours/Helmets/HelmetStrInt4",85,0,17,0
147,"Metadata/Items/Armours/Helmets/HelmetStrInt5",101,0,20,0
148,"Metadata/Items/Armours/Helmets/HelmetStrInt6",119,0,24,0
149,"Metadata/Items/Armours/Helmets/HelmetStrInt7",143,0,28,0
150,"Metadata/Items/Armours/Helmets/HelmetStrInt8",160,0,31,0
151,"Metadata/Items/Armours/Helmets/HelmetStrInt9",224,0,30,0
152,"Metadata/Items/Armours/Helmets/HelmetStrInt10",161,0,48,0
153,"Metadata/Items/Armours/Helmets/HelmetStrIntRitual1",42,0,9,0
154,"Metadata/Items/Armours/Helmets/HelmetStrIntRitual2",122,0,24,0
155,"Metadata/Items/Armours/Helmets/HelmetStrIntRitual3",185,0,36,0
156,"Metadata/Items/Armours/Helmets/HelmetDexInt1",0,13,4,0
157,"Metadata/Items/Armours/Helmets/HelmetDexInt2",0,29,7,0
158,"Metadata/Items/Armours/Helmets/HelmetDexInt3",0,48,10,0
159,"Metadata/Items/Armours/Helmets/HelmetDexInt4",0,77,16,0
160,"Metadata/Items/Armours/Helmets/HelmetDexInt5",0,96,19,0
161,"Metadata/Items/Armours/Helmets/HelmetDexInt6",0,104,21,0
162,"Metadata/Items/Armours/Helmets/HelmetDexInt7",0,122,24,0
163,"Metadata/Items/Armours/Helmets/HelmetDexInt8",0,141,28,0
164,"Metadata/Items/Armours/Helmets/HelmetDexInt9",0,157,31,0
165,"Metadata/Items/Armours/Helmets/HelmetDexInt10",0,207,36,0
166,"Metadata/Items/Armours/Helmets/HelmetDexInt11",0,190,45,0
167,"Metadata/Items/Armours/Helmets/HelmetDexIntRitual1",0,42,9,0
168,"Metadata/Items/Armours/Helmets/HelmetDexIntRitual2",0,122,24,0
169,"Metadata/Items/Armours/Helmets/HelmetDexIntRitual3",0,185,36,0
170,"Metadata/Items/Armours/Helmets/HelmetWreath1",0,0,0,0
171,"Metadata/Items/Armours/Helmets/HelmetDemigods1",0,0,0,0
172,"Metadata/Items/Armours/Helmets/HelmetAtlas1",197,0,38,0
173,"Metadata/Items/Armours/BodyArmours/BodyStr1",19,0,0,-3
174,"Metadata/Items/Armours/BodyArmours/BodyStr2",68,0,0,-5
175,"Metadata/Items/Armours/BodyArmours/BodyStr3",176,0,0,-5
176,"Metadata/Items/Armours/BodyArmours/BodyStr4",216,0,0,-5
177,"Metadata/Items/Armours/BodyArmours/BodyStr5",284,0,0,-5
178,"Metadata/Items/Armours/BodyArmours/BodyStr6",324,0,0,-5
179,"Metadata/Items/Armours/BodyArmours/BodyStr7",353,0,0,-5
180,"Metadata/Items/Armours/BodyArmours/BodyStr8",373,0,0,-5
181,"Metadata/Items/Armours/BodyArmours/BodyStr9",412,0,0,-5
182,"Metadata/Items/Armours/BodyArmours/BodyStr10",451,0,0,-5
183,"Metadata/Items/Armours/BodyArmours/BodyStr11",491,0,0,-5
184,"Metadata/Items/Armours/BodyArmours/BodyStr12",530,0,0,-5
185,"Metadata/Items/Armours/BodyArmours/BodyStr13",559,0,0,-5
186,"Metadata/Items/Armours/BodyArmours/BodyStr14",601,0,0,-5
187,"Metadata/Items/Armours/BodyArmours/BodyStr15",711,0,0,-5
188,"Metadata/Items/Armours/BodyArmours/BodyStr16",738,0,0,-5
189,"Metadata/Items/Armours/BodyArmours/BodyStr17",776,0,0,0
190,"Metadata/Items/Armours/BodyArmours/BodyStrTemp",23,0,0,0
191,"Metadata/Items/Armours/BodyArmours/BodyDex1",0,29,0,-3
192,"Metadata/Items/Armours/BodyArmours/BodyDex2",0,98,0,-3
193,"Metadata/Items/Armours/BodyArmours/BodyDex3",0,176,0,-3
194,"Metadata/Items/Armours/BodyArmours/BodyDex4",0,255,0,-3
195,"Metadata/Items/Armours/BodyArmours/BodyDex5",0,284,0,-3
196,"Metadata/Items/Armours/BodyArmours/BodyDex6",0,324,0,-3
197,"Metadata/Items/Armours/BodyArmours/BodyDex7",0,353,0,-3
198,"Metadata/Items/Armours/BodyArmours/BodyDex8",0,373,0,-3
199,"Metadata/Items/Armours/BodyArmours/BodyDex9",0,412,0,-3
200,"Metadata/Items/Armours/BodyArmours/BodyDex10",0,451,0,-3
201,"Metadata/Items/Armours/BodyArmours/BodyDex11",0,491,0,-3
202,"Metadata/Items/Armours/BodyArmours/BodyDex12",0,530,0,-3
203,"Metadata/Items/Armours/BodyArmours/BodyDex13",0,559,0,-3
204,"Metadata/Items/Armours/BodyArmours/BodyDex14",0,601,0,-3
205,"Metadata/Items/Armours/BodyArmours/BodyDex15",0,704,0,-3
206,"Metadata/Items/Armours/BodyArmours/BodyDex16",0,854,0,-3
207,"Metadata/Items/Armours/BodyArmours/BodyDex17",0,737,0,0
208,"Metadata/Items/Armours/BodyArmours/BodyInt1",0,0,12,-3
209,"Metadata/Items/Armours/BodyArmours/BodyInt2",0,0,27,-3
210,"Metadata/Items/Armours/BodyArmours/BodyInt3",0,0,39,-3
211,"Metadata/Items/Armours/BodyArmours/BodyInt4",0,0,52,-3
212,"Metadata/Items/Armours/BodyArmours/BodyInt5",0,0,58,-3
213,"Metadata/Items/Armours/BodyArmours/BodyInt6",0,0,65,-3
214,"Metadata/Items/Armours/BodyArmours/BodyInt7",0,0,71,-3
215,"Metadata/Items/Armours/BodyArmours/BodyInt8",0,0,74,-3
216,"Metadata/Items/Armours/BodyArmours/BodyInt9",0,0,82,-3
217,"Metadata/Items/Armours/BodyArmours/BodyInt10",0,0,89,-3
218,"Metadata/Items/Armours/BodyArmours/BodyInt11",0,0,96,-3
219,"Metadata/Items/Armours/BodyArmours/BodyInt12",0,0,104,-3
220,"Metadata/Items/Armours/BodyArmours/BodyInt13",0,0,109,-3
221,"Metadata/Items/Armours/BodyArmours/BodyInt14",0,0,117,-3
222,"Metadata/Items/Armours/BodyArmours/BodyInt15",0,0,130,-3
223,"Metadata/Items/Armours/BodyArmours/BodyInt16",0,0,150,-3
224,"Metadata/Items/Armours/BodyArmours/BodyInt17",0,0,163,-3
225,"Metadata/Items/Armours/BodyArmours/BodyStrDex1",27,27,0,-3
226,"Metadata/Items/Armours/BodyArmours/BodyStrDex2",48,48,0,-3
227,"Metadata/Items/Armours/BodyArmours/BodyStrDex3",97,97,0,-3
228,"Metadata/Items/Armours/BodyArmours/BodyStrDex4",119,119,0,-3
229,"Metadata/Items/Armours/BodyArmours/BodyStrDex5",156,156,0,-3
230,"Metadata/Items/Armours/BodyArmours/BodyStrDex6",178,178,0,-3
231,"Metadata/Items/Armours/BodyArmours/BodyStrDex7",194,194,0,-3
232,"Metadata/Items/Armours/BodyArmours/BodyStrDex8",210,210,0,-3
233,"Metadata/Items/Armours/BodyArmours/BodyStrDex9",232,232,0,-3
234,"Metadata/Items/Armours/BodyArmours/BodyStrDex10",254,254,0,-3
235,"Metadata/Items/Armours/BodyArmours/BodyStrDex11",275,275,0,-3
236,"Metadata/Items/Armours/BodyArmours/BodyStrDex12",297,297,0,-3
237,"Metadata/Items/Armours/BodyArmours/BodyStrDex13",313,313,0,-3
238,"Metadata/Items/Armours/BodyArmours/BodyStrDex14",376,376,0,-3
239,"Metadata/Items/Armours/BodyArmours/BodyStrDex15",470,373,0,-3
240,"Metadata/Items/Armours/BodyArmours/BodyStrDex16",415,415,0,-3
241,"Metadata/Items/Armours/BodyArmours/BodyStrDex17",380,477,0,-3
242,"Metadata/Items/Armours/BodyArmours/BodyStrInt1",27,0,8,-5
243,"Metadata/Items/Armours/BodyArmours/BodyStrInt2",48,0,12,-5
244,"Metadata/Items/Armours/BodyArmours/BodyStrInt3",97,0,21,-5
245,"Metadata/Items/Armours/BodyArmours/BodyStrInt4",119,0,25,-5
246,"Metadata/Items/Armours/BodyArmours/BodyStrInt5",156,0,32,-5
247,"Metadata/Items/Armours/BodyArmours/BodyStrInt6",178,0,36,-5
248,"Metadata/Items/Armours/BodyArmours/BodyStrInt7",194,0,39,-5
249,"Metadata/Items/Armours/BodyArmours/BodyStrInt8",216,0,43,-5
250,"Metadata/Items/Armours/BodyArmours/BodyStrInt9",237,0,47,-5
251,"Metadata/Items/Armours/BodyArmours/BodyStrInt10",259,0,51,-5
252,"Metadata/Items/Armours/BodyArmours/BodyStrInt11",281,0,55,-5
253,"Metadata/Items/Armours/BodyArmours/BodyStrInt12",302,0,59,-5
254,"Metadata/Items/Armours/BodyArmours/BodyStrInt13",325,0,63,-5
255,"Metadata/Items/Armours/BodyArmours/BodyStrInt14",387,0,75,-5
256,"Metadata/Items/Armours/BodyArmours/BodyStrInt15",377,0,87,-5
257,"Metadata/Items/Armours/BodyArmours/BodyStrInt16",443,0,73,-5
258,"Metadata/Items/Armours/BodyArmours/BodyStrInt17",401,0,91,-5
259,"Metadata/Items/Armours/BodyArmours/BodyDexInt1",0,27,8,-3
260,"Metadata/Items/Armours/BodyArmours/BodyDexInt2",0,54,13,-3
261,"Metadata/Items/Armours/BodyArmours/BodyDexInt3",0,102,22,-3
262,"Metadata/Items/Armours/BodyArmours/BodyDexInt4",0,124,26,-3
263,"Metadata/Items/Armours/BodyArmours/BodyDexInt5",0,156,32,-3
264,"Metadata/Items/Armours/BodyArmours/BodyDexInt6",0,178,36,-3
265,"Metadata/Items/Armours/BodyArmours/BodyDexInt7",0,194,39,-3
266,"Metadata/Items/Armours/BodyArmours/BodyDexInt8",0,221,44,-3
267,"Metadata/Items/Armours/BodyArmours/BodyDexInt9",0,243,48,-3
268,"Metadata/Items/Armours/BodyArmours/BodyDexInt10",0,264,52,-3
269,"Metadata/Items/Armours/BodyArmours/BodyDexInt11",0,286,56,-3
270,"Metadata/Items/Armours/BodyArmours/BodyDexInt12",0,308,60,-3
271,"Metadata/Items/Armours/BodyArmours/BodyDexInt13",0,330,64,-3
272,"Metadata/Items/Armours/BodyArmours/BodyDexInt14",0,387,75,-3
273,"Metadata/Items/Armours/BodyArmours/BodyDexInt15",0,436,70,-3
274,"Metadata/Items/Armours/BodyArmours/BodyDexInt16",0,427,88,-3
275,"Metadata/Items/Armours/BodyArmours/BodyDexInt17",0,353,98,-3
276,"Metadata/Items/Armours/BodyArmours/BodyStrDexInt1",329,329,64,-3
277,"Metadata/Items/Armours/BodyArmours/BodyDemigods1",75,75,16,0
278,"Metadata/Items/Armours/BodyArmours/BodyStrDexInt2",217,217,42,-3
279,"Metadata/Items/Armours/Boots/BootsStr1",6,0,0,0
280,"Metadata/Items/Armours/Boots/BootsStr2",32,0,0,0
281,"Metadata/Items/Armours/Boots/BootsStr3",77,0,0,0
282,"Metadata/Items/Armours/Boots/BootsStr4",109,0,0,0
283,"Metadata/Items/Armours/Boots/BootsStr5",122,0,0,0
284,"Metadata/Items/Armours/Boots/BootsStr6",151,0,0,0
285,"Metadata/Items/Armours/Boots/BootsStr7",177,0,0,0
286,"Metadata/Items/Armours/Boots/BootsStr8",220,0,0,0
287,"Metadata/Items/Armours/Boots/BootsStr9",241,0,0,0
288,"Metadata/Items/Armours/Boots/BootsStrRitual1",68,0,0,0
289,"Metadata/Items/Armours/Boots/BootsStrRitual2",164,0,0,0
290,"Metadata/Items/Armours/Boots/BootsStrRitual3",236,0,0,0
291,"Metadata/Items/Armours/Boots/BootsStrTemp",8,0,0,0
292,"Metadata/Items/Armours/Boots/BootsDex1",0,13,0,0
293,"Metadata/Items/Armours/Boots/BootsDex2",0,42,0,0
294,"Metadata/Items/Armours/Boots/BootsDex3",0,74,0,0
295,"Metadata/Items/Armours/Boots/BootsDex4",0,113,0,0
296,"Metadata/Items/Armours/Boots/BootsDex5",0,129,0,0
297,"Metadata/Items/Armours/Boots/BootsDex6",0,145,0,0
298,"Metadata/Items/Armours/Boots/BootsDex7",0,180,0,0
299,"Metadata/Items/Armours/Boots/BootsDex8",0,220,0,0
300,"Metadata/Items/Armours/Boots/BootsDex9",0,246,0,0
301,"Metadata/Items/Armours/Boots/BootsDexRitual1",0,68,0,0
302,"Metadata/Items/Armours/Boots/BootsDexRitual2",0,164,0,0
303,"Metadata/Items/Armours/Boots/BootsDexRitual3",0,236,0,0
304,"Metadata/Items/Armours/Boots/BootsInt1",0,0,4,0
305,"Metadata/Items/Armours/Boots/BootsInt2",0,0,8,0
306,"Metadata/Items/Armours/Boots/BootsInt3",0,0,15,0
307,"Metadata/Items/Armours/Boots/BootsInt4",0,0,21,0
308,"Metadata/Items/Armours/Boots/BootsInt5",0,0,25,0
309,"Metadata/Items/Armours/Boots/BootsInt6",0,0,29,0
310,"Metadata/Items/Armours/Boots/BootsInt7",0,0,34,0
311,"Metadata/Items/Armours/Boots/BootsInt8",0,0,45,0
312,"Metadata/Items/Armours/Boots/BootsInt9",0,0,49,0
313,"Metadata/Items/Armours/Boots/BootsIntRitual1",0,0,14,0
314,"Metadata/Items/Armours/Boots/BootsIntRitual2",0,0,32,0
315,"Metadata/Items/Armours/Boots/BootsIntRitual3",0,0,47,0
316,"Metadata/Items/Armours/Boots/BootsStrDex1",12,12,0,0
317,"Metadata/Items/Armours/Boots/BootsStrDex2",34,34,0,0
318,"Metadata/Items/Armours/Boots/BootsStrDex3",55,55,0,0
319,"Metadata/Items/Armours/Boots/BootsStrDex4",65,65,0,0
320,"Metadata/Items/Armours/Boots/BootsStrDex5",76,76,0,0
321,"Metadata/Items/Armours/Boots/BootsStrDex6",92,92,0,0
322,"Metadata/Items/Armours/Boots/BootsStrDex7",106,106,0,0
323,"Metadata/Items/Armours/Boots/BootsStrDex8",121,121,0,0
324,"Metadata/Items/Armours/Boots/BootsStrInt1",11,0,3,0
325,"Metadata/Items/Armours/Boots/BootsStrInt2",25,0,5,0
326,"Metadata/Items/Armours/Boots/BootsStrInt3",51,0,10,0
327,"Metadata/Items/Armours/Boots/BootsStrInt4",65,0,13,0
328,"Metadata/Items/Armours/Boots/BootsStrInt5",73,0,14,0
329,"Metadata/Items/Armours/Boots/BootsStrInt6",88,0,17,0
330,"Metadata/Items/Armours/Boots/BootsStrInt7",104,0,20,0
331,"Metadata/Items/Armours/Boots/BootsStrInt8",121,0,24,0
332,"Metadata/Items/Armours/Boots/BootsDexInt1",0,12,3,0
333,"Metadata/Items/Armours/Boots/BootsDexInt2",0,30,6,0
334,"Metadata/Items/Armours/Boots/BootsDexInt3",0,50,10,0
335,"Metadata/Items/Armours/Boots/BootsDexInt4",0,62,12,0
336,"Metadata/Items/Armours/Boots/BootsDexInt5",0,74,15,0
337,"Metadata/Items/Armours/Boots/BootsDexInt6",0,85,17,0
338,"Metadata/Items/Armours/Boots/BootsDexInt7",0,99,19,0
339,"Metadata/Items/Armours/Boots/BootsDexInt8",0,121,24,0
340,"Metadata/Items/Armours/Boots/BootsDexInt9",0,185,17,0
341,"Metadata/Items/Armours/Boots/BootsDemigods1",0,0,0,0
342,"Metadata/Items/Armours/Boots/BootsDescent1",0,0,0,0
343,"Metadata/Items/Armours/Boots/BootsAtlas1",0,126,24,0
344,"Metadata/Items/Armours/Boots/BootsAtlas2",126,126,0,0
345,"Metadata/Items/Armours/Boots/BootsAtlas3",126,0,24,0
346,"Metadata/Items/Armours/Boots/BootsAtlas4",0,112,31,0
347,"Metadata/Items/Armours/Gloves/GlovesStr1",6,0,0,0
348,"Metadata/Items/Armours/Gloves/GlovesStr2",39,0,0,0
349,"Metadata/Items/Armours/Gloves/GlovesStr3",77,0,0,0
350,"Metadata/Items/Armours/Gloves/GlovesStr4",116,0,0,0
351,"Metadata/Items/Armours/Gloves/GlovesStr5",129,0,0,0
352,"Metadata/Items/Armours/Gloves/GlovesStr6",154,0,0,0
353,"Metadata/Items/Armours/Gloves/GlovesStr7",174,0,0,0
354,"Metadata/Items/Armours/Gloves/GlovesStr8",232,0,0,0
355,"Metadata/Items/Armours/Gloves/GlovesStr9",242,0,0,0
356,"Metadata/Items/Armours/Gloves/GlovesStrRitual1",35,0,0,0
357,"Metadata/Items/Armours/Gloves/GlovesStrRitual2",132,0,0,0
358,"Metadata/Items/Armours/Gloves/GlovesStrRitual3",236,0,0,0
359,"Metadata/Items/Armours/Gloves/GlovesDex1",0,13,0,0
360,"Metadata/Items/Armours/Gloves/GlovesDex2",0,32,0,0
361,"Metadata/Items/Armours/Gloves/GlovesDex3",0,71,0,0
362,"Metadata/Items/Armours/Gloves/GlovesDex4",0,109,0,0
363,"Metadata/Items/Armours/Gloves/GlovesDex5",0,125,0,0
364,"Metadata/Items/Armours/Gloves/GlovesDex6",0,148,0,0
365,"Metadata/Items/Armours/Gloves/GlovesDex7",0,177,0,0
366,"Metadata/Items/Armours/Gloves/GlovesDex8",0,231,0,0
367,"Metadata/Items/Armours/Gloves/GlovesDex9",0,242,0,0
368,"Metadata/Items/Armours/Gloves/GlovesDexRitual1",0,35,0,0
369,"Metadata/Items/Armours/Gloves/GlovesDexRitual2",0,132,0,0
370,"Metadata/Items/Armours/Gloves/GlovesDexRitual3",0,236,0,0
371,"Metadata/Items/Armours/Gloves/GlovesInt1",0,0,4,0
