"rownum","BaseItemTypesKey","IncreasedMovementSpeed"
194,4153,-3
195,4154,-3
196,4155,-3
197,4156,-3
198,4157,-3
199,4158,-3
200,4159,-3
201,4160,-3
202,4161,-3
203,4162,-3
204,4163,-3
205,4164,-3
206,4165,-3
207,4166,0
208,4167,-3
209,4168,-3
210,4169,-3
211,4170,-3
212,4171,-3
213,4172,-3
214,4173,-3
215,4174,-3
216,4175,-3
217,4176,-3
218,4177,-3
219,4178,-3
220,4179,-3
221,4180,-3
222,4181,-3
223,4182,-3
224,4183,-3
225,4184,-3
226,4185,-3
227,4186,-3
228,4187,-3
229,4188,-3
230,4189,-3
231,4190,-3
232,4191,-3
233,4192,-3
234,4193,-3
235,4194,-3
236,4195,-3
237,4196,-3
238,4197,-3
239,4198,-3
240,4199,-3
241,4200,-3
242,4201,-5
243,4202,-5
244,4203,-5
245,4204,-5
246,4205,-5
247,4206,-5
248,4207,-5
249,4208,-5
250,4209,-5
251,4210,-5
252,4211,-5
253,4212,-5
254,4213,-5
255,4214,-5
256,4215,-5
257,4216,-5
258,4217,-5
259,4218,-3
260,4219,-3
261,4220,-3
262,4221,-3
263,4222,-3
264,4223,-3
265,4224,-3
266,4225,-3
267,4226,-3
268,4227,-3
269,4228,-3
270,4229,-3
271,4230,-3
272,4231,-3
273,4232,-3
274,4233,-3
275,4234,-3
276,4235,-3
277,4236,0
278,4237,-3
279,4238,0
280,4239,0
281,4240,0
282,4241,0
283,4242,0
284,4243,0
285,4244,0
286,4245,0
287,4246,0
288,4247,0
289,4248,0
290,4249,0
291,4250,0
292,4251,0
293,4252,0
294,4253,0
295,4254,0
296,4255,0
297,4256,0
298,4257,0
299,4258,0
300,4259,0
301,4260,0
302,4261,0
303,4262,0
304,4263,0
305,4264,0
306,4265,0
307,4266,0
308,4267,0
309,4268,0
310,4269,0
311,4270,0
312,4271,0
313,4272,0
314,4273,0
315,4274,0
316,4275,0
317,4276,0
318,4277,0
319,4278,0
320,4279,0
321,4280,0
322,4281,0
323,4282,0
324,4283,0
325,4284,0
326,4285,0
327,4286,0
328,4287,0
329,4288,0
330,4289,0
331,4290,0
332,4291,0
333,4292,0
334,4293,0
335,4294,0
336,4295,0
337,4296,0
338,4297,0
339,4298,0
340,4299,0
341,4300,0
342,4301,0
343,4302,0
344,4303,0
345,4304,0
346,4305,0
347,4306,0
348,4307,0
349,4308,0
350,4309,0
351,4310,0
352,4311,0
353,4312,0
354,4313,0
355,4314,0
356,4315,0
357,4316,0
358,4317,0
359,4318,0
360,4319,0
361,4320,0
362,4321,0
363,4322,0
364,4323,0
365,4324,0
366,4325,0
367,4326,0
368,4327,0
369,4328,0
370,4329,0
371,4330,0
372,4331,0
373,4332,0
374,4333,0
375,4334,0
376,4335,0
377,4336,0
378,4337,0
379,4338,0
380,4339,0
381,4340,0
382,4341,0
383,4342,0
384,4343,0
385,4344,0
386,4345,0
387,4346,0
388,4347,0
389,4348,0
390,4349,0
391,4350,0
392,4351,0
393,4352,0
394,4353,0
395,4354,0
396,4355,0
397,4356,0
398,4357,0
399,4358,0
400,4359,0
401,4360,0
402,4361,0
403,4362,0
404,4363,0
405,4364,0
406,4365,0
407,4366,0
408,4367,0
409,4368,0
410,4369,0
411,4370,0
