"rownum","MonsterVarietiesKey","BestiaryGroupsKey","Name","rid","bool","IconSmall","Icon","Boss_MonsterVarietiesKey","BestiaryGenusKey","bool","BestiaryCapturableMonstersKey","IsDisabled","i32","bool"
73,430,10,"Crustacean Pelter",31,"","","","",7,"",72,1,1114,""
74,431,10,"Crustacean Sniper",31,"","","",428,7,"",71,"",1114,1
75,432,10,"Infested Sniper",31,"","","","",7,"","",1,1114,""
76,433,10,"Obsidian Eater",31,"","","","",7,"","",1,1114,""
77,435,10,"Obsidian Eater",31,"","","","",7,"",76,"",1114,1
78,438,10,"Crustacean Sniper",31,"","","","",7,"",71,1,1114,""
79,439,10,"Crustacean Sniper",31,"","","","",7,"",71,"",1114,1
80,445,10,"Gravel Eater",31,"","","",420,7,"",67,"",1114,1
81,448,9,"Merveil's Favoured",29,"","","","",8,"","",1,1114,""
82,449,9,"Merveil's Favoured",29,"","","","",8,"",81,"",1114,1
83,454,9,"Merveil's Daughter",29,"","","","",8,"","","",1114,1
84,455,9,"Merveil's Attendant",29,"","","","",8,"","","",1114,1
85,456,9,"Merveil's Chosen",29,"","","","",8,"","","",1114,1
86,457,9,"Merveil's Retainer",29,"","","","",8,"","","",1114,1
87,461,9,"Singing Siren",29,"","","","",8,"","","",1114,1
88,463,9,"Merveil's Blessed",29,"","","","",8,"","","",1114,1
89,465,9,"Singing Siren",29,"","","","",8,"",87,"",1114,1
90,467,10,"Scrabbling Menace",32,"","","","",9,"","",1,1114,1
91,468,10,"Cave Crustacean",32,"","","","",9,"","",1,1114,1
92,469,10,"Invading Crustacean",32,"","","","",9,"","",1,1114,1
93,470,10,"Infested Crustacean",32,"","","","",9,"","",1,1114,1
94,471,10,"Deep Crustacean",32,"","","","",9,"","",1,1114,""
95,472,10,"Deep Crustacean",32,"","","","",9,"",94,"",1114,1
96,474,10,"Shield Crab",32,"","","","",9,"","",1,1114,1
97,475,10,"Bleached Crustacean",32,"","","","",9,"","",1,1114,""
98,722,6,"Night Adder",18,"","","","",10,"","","",1114,1
99,723,6,"Host Adder",18,"","","","",10,"","","",1114,1
100,724,6,"Host Adder",18,"","","","",10,"",99,"",1114,1
101,732,6,"Bramble Cobra",18,"","","","",10,"","","",1114,1
102,734,6,"Elder-Blessed Cobra",18,"","","","",10,"","",1,1114,""
103,736,6,"Host Cobra",18,"","","","",10,"","","",1114,1
104,737,6,"Host Cobra",18,"","","","",10,"",103,"",1114,1
105,739,6,"Acid Slitherer",18,"","","","",10,"","","",1114,1
106,741,6,"Glade Mamba",18,"","","","",10,"","","",1114,1
107,745,9,"Cursed Spawn",29,"","","","",11,"","","",1114,1
108,746,9,"Fathom Screamer",29,"","","","",11,"","",1,1114,""
109,748,9,"Siren's Spawn",29,"","","","",11,"","",1,1114,""
110,749,9,"Slimy Bloodsucker",29,"","","","",11,"","",1,1114,""
111,756,9,"Slimy Bloodsucker",29,"","","",749,11,"",110,1,1114,""
112,760,9,"Unstable Larva",29,"","","","",11,"","",1,1114,""
113,763,9,"Slimy Nemesis",29,"","","","",11,"","","",1114,1
114,764,9,"Venomous Spawn",29,"","","","",11,"","","",1114,1
115,773,8,"Lurking Venom",26,"","","",776,12,"","","",1114,1
116,782,8,"Vaal Recluse",26,"","","","",12,"","","",1114,1
117,783,8,"Noxious Tarantula",26,"","","","",12,"","","",1114,1
118,784,8,"Deadly Tarantula",26,"","","","",12,"","",1,1114,""
119,786,8,"Leaping Spider",26,"","","","",12,"","","",1114,1
120,787,8,"Arakaali's Daughter",26,"","","","",12,"",121,"",1114,1
121,788,8,"Arakaali's Daughter",26,"","","","",12,"","","",1114,1
122,789,8,"Arakaali's Daughter",26,"","","","",12,"",121,"",1114,1
123,790,8,"Arakaali's Daughter",26,"","","","",12,"",121,"",1114,1
124,791,8,"Webbed Spider",26,"","","","",12,"","","",1114,1
125,792,8,"Virulent Spider",26,"","","","",12,"","","",1114,1
126,794,8,"Ink Spinner",26,"","","","",12,"",396,"",1114,1
127,796,8,"Corrupted Arach",26,"","","","",12,"","","",1114,1
128,798,8,"Crypt Weaver",26,"","","","",12,"","","",1114,1
129,799,8,"Mutant Arach",26,"","","","",12,"","","",1114,1
130,800,8,"Crypt Ambusher",26,"","","","",12,"","","",1114,1
131,801,8,"Corrupted Spitter",26,"","","","",12,"","","",1114,1
132,802,8,"Cave Skitterer",26,"","","","",12,"","","",1114,1
133,803,8,"Spindle Spider",26,"","","","",12,"","","",1114,1
134,805,8,"Hatchling",26,"","","","",12,"","",1,1114,""
135,807,8,"Hatchling",26,"","","","",12,"",134,"",1114,1
136,816,8,"Brooding Tarantula",26,"","","","",12,"","",1,1114,""
137,817,8,"Brooding Tarantula",26,"","","","",12,"",136,"",1114,1
138,818,8,"Buried Tarantula",26,"","","","",12,"","",1,1114,""
139,819,8,"Maligaro's Inspiration",26,"","","","",12,"","",1,1114,""
140,820,8,"Enraptured Arachnid",26,"","","","",12,"","","",1114,1
141,821,8,"Enraptured Arachnid",26,"","","","",12,"",140,"",1114,1
142,1247,11,"Fetid Maw",35,"","","","",13,"","","",1114,1
143,1249,11,"Filth Maw",35,"","","","",13,"","","",1114,1
144,1253,11,"Infested Maw",35,"","","","",13,"","","",1114,1
145,1254,11,"Infested Maw",35,"","","","",13,"",144,"",1114,1
146,1258,6,"Plumed Chimeral",20,"","","","",14,"","","",1114,1
147,1259,6,"Plumed Chimeral",20,"","","","",14,"",146,"",1114,1
148,1261,6,"Feral Chimeral",20,"","","","",14,"","","",1114,1
149,1262,6,"Chrome-touched Chimeral",20,"","","","",14,"","","",1114,1
150,1263,6,"Chrome-infused Chimeral",20,"","","","",14,"","","",1114,1
151,1271,11,"Chimeric Croaker",36,"","","","",40,"","","",1114,1
152,1273,11,"Chimeric Croaker",36,"","","","",40,"",151,"",1114,1
153,1274,11,"Vaulting Croaker",36,"","","","",40,"","","",1114,1
154,1275,11,"Chrome-touched Croaker",36,"","","","",40,"","","",1114,1
155,1277,11,"Chrome-infused Croaker",36,"","","","",40,"","","",1114,1
156,1278,11,"Chimeric Croaker",36,"","","","",40,"",151,"",1114,1
157,1310,7,"Carrion Queen",21,"","","","",15,"","","",1114,1
158,1317,7,"Carrion Minion",21,"","","","",16,"","",1,1114,1
159,1319,7,"Carrion Swarmer",21,"","","","",16,"","","",1114,1
160,1320,7,"Carrion Swarmer",21,"","","","",16,"",159,"",1114,1
161,1321,7,"Carrion Burrower",21,"","","","",16,"","","",1114,1
162,1324,7,"Scum Crawler",21,"","","","",16,"","","",1114,1
163,1325,7,"Scum Crawler",21,"","","","",16,"",162,"",1114,1
164,1332,5,"Avian Retch",14,"","","","",17,"","","",1114,1
165,1334,5,"Elder-Blessed Retch",14,"","","","",17,"","",1,1114,""
166,1337,5,"Gluttonous Gull",14,"","","","",17,"","","",1114,1
167,1385,10,"Sewage Crawler",31,"","","","",7,"",168,1,1114,""
168,1386,10,"Sewage Crawler",31,"","","","",7,"","","",1114,1
169,1387,10,"Toxic Crawler",31,"","","","",7,"","","",1114,1
170,1404,6,"Spine Serpent",19,"","","","",10,"","","",1114,1
171,1406,6,"Infested Serpent",19,"","","","",10,"","","",1114,1
172,1407,6,"Barb Serpent",19,"","","","",10,"","","",1114,1
173,1408,6,"Sand Serpent",19,"","","","",10,"","","",1114,1
174,1410,4,"Porcupine Goliath",13,"","","","",18,"","","",1114,1
175,1412,4,"Porcupine Goliath",13,"","","","",18,"",174,"",1114,1
176,1416,4,"Chrome-touched Goliath",13,"","","","",18,"","","",1114,1
177,1420,4,"Chrome-infused Goliath",13,"","","","",18,"","","",1114,1
178,1422,4,"Chrome-infused Goliath",13,"","","","",18,"",177,"",1114,1
179,1424,4,"Porcupine Goliath",13,"","","","",18,"",174,"",1114,1
180,2319,8,"Devourer",23,"","","","",19,"","","",1114,1
181,2324,8,"Devourer",23,"","","","",19,"",180,"",1114,1
182,2325,8,"Devourer",23,"","","",2319,19,"",180,"",1114,1
183,2328,8,"Devourer",23,"","","",2319,19,"",180,"",1114,1
184,2332,8,"Devourer",23,"","","",2324,19,"",180,"",1114,1
185,2721,9,"Soulless Watcher",30,"","","","",20,"","","",1114,1
186,2722,9,"Drifting Eye",30,"","","","",20,"","",1,1114,""
187,2723,9,"Cavern Drifter",30,"","","","",20,"","","",1114,1
188,2724,9,"Sewer Drifter",30,"","","","",20,"","","",1114,1
189,2775,3,"Plummeting Ursa",11,"","","",2777,21,"","","",1114,1
190,2777,3,"Plummeting Ursa",11,"","","","",21,"",189,"",1114,1
191,2780,3,"Tunnelfiend",11,"","","",2782,21,"","","",1114,1
192,2782,3,"Tunnelfiend",11,"","","","",21,"",191,"",1114,1
193,2783,3,"Infested Tunnelfiend",11,"","","",2787,21,"","","",1114,1
194,2785,3,"Infested Tunnelfiend",11,"","","",2792,21,"",193,"",1114,1
195,2787,3,"Infested Tunnelfiend",11,"","","","",21,"",193,"",1114,1
196,2792,3,"Infested Tunnelfiend",11,"","","","",21,"",193,"",1114,1
197,2793,3,"Woods Ursa",11,"","","",2795,21,"","","",1114,1
198,2795,3,"Woods Ursa",11,"","","","",21,"",197,"",1114,1
199,2796,3,"Infested Ursa",11,"","","",2800,21,"","","",1114,1
200,2798,3,"Infested Ursa",11,"","","",2802,21,"",199,"",1114,1
201,2800,3,"Infested Ursa",11,"","","","",21,"",199,"",1114,1
202,2802,3,"Infested Ursa",11,"","","","",21,"",199,"",1114,1
203,2805,3,"Plummeting Ursa",11,"","","","",21,"",189,"",1114,1
204,2809,3,"Plummeting Ursa",11,"","","",2805,21,"",189,"",1114,1
205,3443,5,"Mindless Scavenger",15,"","","","",22,"","","",1114,1
206,3444,5,"Scavenging Vulture",15,"","","","",22,"","","",1114,1
207,3445,5,"Rotting Vulture",15,"","","","",22,"","","",1114,1
208,3446,5,"Mindless Scavenger",15,"","","","",22,"",205,"",1114,1
209,3447,5,"Infested Vulture",15,"","","","",22,"","","",1114,1
210,3519,7,"Dust Scrabbler",22,"","","","",23,"","","",1114,1
211,3520,7,"Dust Scrabbler",22,"","","","",23,"",210,"",1114,1
212,3525,7,"Dirt Scrabbler",22,"","","","",23,"","","",1114,1
213,3526,7,"Infested Skitterer",22,"","","","",23,"","","",1114,1
214,3527,7,"Lowlands Hopper",22,"","","","",23,"","","",1114,1
215,3528,7,"Sand Skitterer",22,"","","","",23,"","","",1114,1
216,3529,7,"Sand Leaper",22,"","","","",23,"","","",1114,1
217,3621,2,"Fury Hound",8,"","","","",24,"","","",1114,1
218,3622,2,"War Hound",8,"","","","",24,"","","",1114,1
219,3660,2,"Pitbull Demon",9,"","","","",25,"","","",1114,1
220,3661,2,"Vicious Hound",9,"","","","",25,"","","",1114,1
221,3670,5,"Rooster Fiend",42,"","","","",26,"","","",1114,1
222,3671,5,"Rooster Demon",42,"","","","",26,"","",1,1114,""
223,3672,5,"Talon Archer",42,"","","","",26,"","","",1114,1
224,3681,5,"Feral Fowl",42,"","","","",26,"","","",1114,1
225,3698,4,"Fighting Bull",12,"","","","",27,"","","",1114,1
226,3699,4,"Avalanche Rider",12,"","","","",27,"","","",1114,1
227,3700,4,"Grazing Taurus",12,"","","","",27,"","","",1114,1
228,3850,10,"Savage Crab",33,"","","","",30,"",230,"",1114,1
229,3853,10,"Infested Crawler",33,"","","","",30,"",233,"",1114,1
230,3855,10,"Savage Crab",33,"","","","",30,"","","",1114,1
231,3857,10,"Infested Crab",33,"","","","",30,"","","",1114,1
232,3858,10,"Enraptured Crab",33,"","","","",30,"","","",1114,1
233,3860,10,"Infested Crawler",33,"","","","",30,"","","",1114,1
234,3862,10,"Savage Crab",33,"","","","",30,"",230,"",1114,1
235,3863,10,"Infested Crab",33,"","","","",30,"",231,"",1114,1
236,3864,10,"Enraptured Crab",33,"","","","",30,"",232,"",1114,1
237,3866,10,"Infested Crawler",33,"","","","",30,"",233,"",1114,1
238,3867,10,"Savage Crab",33,"","","","",30,"",230,"",1114,1
239,3870,10,"Bleached Crawler",33,"","","","",30,"",240,"",1114,1
240,3871,10,"Bleached Crawler",33,"","","","",30,"","","",1114,1
241,3872,10,"Bleached Crawler",33,"","","","",30,"",240,"",1114,1
242,5569,10,"Spider Crab",33,"","","","",30,"","",1,1114,""
243,4468,7,"Parasite",41,"","","","",29,"","","",1114,1
244,4469,7,"Ravenous Parasite",41,"","","","",29,"","","",1114,1
245,4470,7,"Ravenous Parasite",41,"","","","",29,"",244,"",1114,1
246,4476,7,"Poisonous Parasite",41,"","","","",29,"","",1,1114,""
247,4479,7,"Plated Parasite",41,"","","","",29,"","","",1114,1
248,4482,7,"Spitting Parasite",41,"","","","",29,"","","",1114,1
249,4485,7,"Vicious Parasite",41,"","","","",29,"","","",1114,1
250,4534,2,"Purge Hound",43,"","","","",31,"","","",1114,1
251,4535,2,"Purge Hound",43,"","","",4534,31,"",250,1,1114,""
252,4953,8,"Plagued Arachnid",24,"","","","",12,"","","",1114,1
253,4954,8,"Diseased Arachnid",24,"","","","",12,"","",1,1114,""
254,4955,8,"Plagued Arachnid",24,"","","","",12,"",252,"",1114,1
255,4956,8,"Maligaro's Muse",24,"","","","",12,"","",1,1114,""
256,4961,8,"Hybrid Arachnid",25,"","","","",33,"","","",1114,1
257,4962,8,"Scalding Arachnid",25,"","","","",33,"","","",1114,1
258,5211,10,"Waste Lurcher",34,"","","","",32,"","","",1114,1
259,4806,10,"Sulphurspawn",34,"","","","",32,"","","",1114,1
260,5278,5,"Wild Rhex",17,"","","","",34,"","","",1114,1
261,5280,5,"Maternal Rhex",17,"","","","",34,"","","",1114,1
262,5281,5,"Adolescent Rhex",17,"","","","",34,"","","",1114,1
263,5282,5,"Escaped Rhex",17,"","","","",34,"","","",1114,1
264,5317,8,"Black Scorpion",27,"","","","",35,"","","",1114,1
265,5319,8,"Sulphuric Scorpion",27,"","","","",35,"","","",1114,1
266,5320,8,"Sand Scorpion",27,"","","","",35,"","","",1114,1
267,5323,8,"Predatory Scorpion",27,"","","","",35,"","","",1114,1
268,4488,9,"Brine Vassal",28,"","","","",39,"","","",1114,1
269,4489,9,"Swarthy Mollusc",28,"","","","",39,"","","",1114,1
270,5407,0,"Mountain Lynx",3,"","","","",36,"","","",1114,1
271,5628,5,"Saqawine Rhoa",16,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RhoaBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RhoaBestiaryBoss","",6,"","","",1114,""
272,5668,0,"Farric Tiger Alpha",0,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Tiger","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Tiger","",37,"","","",1114,""
273,5656,0,"Farric Flame Hellion Alpha",1,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hellion1","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hellion1","",3,"","","",1114,""
274,5658,0,"Farric Frost Hellion Alpha",2,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hellion2","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hellion2","",3,"","","",1114,""
275,5663,0,"Farric Lynx Alpha",3,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Lynx","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Lynx","",36,"","","",1114,""
276,5737,1,"Farric Chieftain",4,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BloodChieftain","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BloodChieftain","",28,"","","",1114,""
277,5740,1,"Farric Ape",5,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BloodMonkeyBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BloodMonkeyBestiaryBoss","",5,"","","",1114,""
278,5743,1,"Farric Goatman",6,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GoatmanBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GoatmanBestiaryBoss","",1,"","","",1114,""
279,5674,2,"Farric Wolf Alpha",7,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Wolf","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Wolf","",4,"","","",1114,""
280,5747,2,"Farric Magma Hound",8,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/HoundBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/HoundBestiaryBoss","",24,"","","",1114,""
281,5750,2,"Farric Pit Hound",9,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PitbullBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PitbullBestiaryBoss","",25,"","","",1114,""
282,5756,3,"Farric Gargantuan",10,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CaveBeast","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CaveBeast","",0,"","","",1114,""
283,5759,3,"Farric Ursa",11,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/DropBearBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/DropBearBestiaryBoss","",21,"","","",1114,""
284,5717,4,"Farric Taurus",12,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BullBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BullBestiaryBoss","",27,"","","",1114,""
285,5712,4,"Farric Goliath",13,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SpikerBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SpikerBestiaryBoss","",18,"","","",1114,""
286,5634,5,"Saqawine Retch",14,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Kiweth","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Kiweth","",17,"","","",1114,""
287,5631,5,"Saqawine Vulture",15,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/VultureBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/VultureBestiaryBoss","",22,"","","",1114,""
288,5621,5,"Saqawine Rhex",17,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/MarakethBird","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/MarakethBird","",34,"","","",1114,""
289,5640,6,"Saqawine Cobra",18,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Snake1","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Snake1","",10,"","","",1114,""
290,5647,6,"Saqawine Blood Viper",19,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Snake2","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Snake2","",10,"","","",1114,""
291,5650,6,"Saqawine Chimeral",20,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/IguanaBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/IguanaBestiaryBoss","",14,"","","",1114,""
292,5681,7,"Fenumal Queen",21,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/InsectSpawner","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/InsectSpawner","",15,"","","",1114,""
293,5684,7,"Fenumal Scrabbler",22,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SandLeaper","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SandLeaper","",23,"","","",1114,""
294,5688,8,"Fenumal Devourer",23,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RootSpiderBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RootSpiderBestiaryBoss","",19,"","","",1114,""
295,5697,8,"Fenumal Plagued Arachnid",24,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PlagueSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PlagueSpider","",12,"","","",1114,""
296,5702,8,"Fenumal Hybrid Arachnid",25,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/PlatedSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/PlatedSpider","",33,"","","",1114,""
297,5709,8,"Fenumal Widow",26,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ScaleSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ScaleSpider","",12,"","","",1114,""
298,5693,8,"Fenumal Scorpion",27,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Scorpion","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Scorpion","",35,"","","",1114,""
299,5781,9,"Craicic Vassal",28,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ParasiticSquid","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ParasiticSquid","",39,"","","",1114,""
300,5785,9,"Craicic Squid",29,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SeawitchSpawnBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SeawitchSpawnBestiaryBoss","",8,"","","",1114,""
301,5789,9,"Craicic Watcher",30,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Squid","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Squid","",20,"","","",1114,""
302,5762,10,"Craicic Sand Spitter",31,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/SandSpitter","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/SandSpitter","",7,"","","",1114,""
303,5765,10,"Craicic Shield Crab",32,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ShieldCrab","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ShieldCrab","",9,"","","",1114,""
304,5768,10,"Craicic Savage Crab",33,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CrabParasite","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CrabParasite","",30,"","","",1114,""
305,5771,10,"Craicic Spider Crab",34,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CrabSpider","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CrabSpider","",38,"","","",1114,""
306,5774,11,"Craicic Maw",35,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Frog","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Frog","",13,"","","",1114,""
