"rownum","Id","BaseItemTypesKey","PosX","PosY","Order","SizeX","SizeY","bool","i32","i32"
20,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical",5642,532,315,20,1,1,"",1,74
21,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos",5643,633,315,21,1,1,"",1,74
22,"Metadata/Items/Currency/CurrencyBreachFireShard",182,228,197,22,1,1,1,1,74
23,"Metadata/Items/Currency/CurrencyBreachColdShard",183,329,197,23,1,1,1,1,74
24,"Metadata/Items/Currency/CurrencyBreachLightningShard",184,430,197,24,1,1,1,1,74
25,"Metadata/Items/Currency/CurrencyBreachPhysicalShard",185,532,197,25,1,1,1,1,74
26,"Metadata/Items/Currency/CurrencyBreachChaosShard",186,633,197,26,1,1,1,1,74
27,"Metadata/Items/MapFragments/CurrencyOfferingToTheGoddess",5665,247,542,27,1,1,"",0,70
28,"Metadata/Items/Scarabs/ScarabBreach1",7326,491,677,28,1,1,"",2,75
29,"Metadata/Items/Scarabs/ScarabBreach2",7327,592,677,29,1,1,"",2,75
30,"Metadata/Items/Scarabs/ScarabBreach3",7328,693,677,30,1,1,"",2,75
31,"Metadata/Items/Scarabs/ScarabMaps1",7330,491,287,31,1,1,"",2,75
32,"Metadata/Items/Scarabs/ScarabMaps2",7331,592,287,32,1,1,"",2,75
33,"Metadata/Items/Scarabs/ScarabMaps3",7332,693,287,33,1,1,"",2,75
34,"Metadata/Items/Scarabs/ScarabUniques1",7334,68,186,34,1,1,"",2,75
35,"Metadata/Items/Scarabs/ScarabUniques2",7335,169,186,35,1,1,"",2,75
36,"Metadata/Items/Scarabs/ScarabUniques3",7336,270,186,36,1,1,"",2,75
37,"Metadata/Items/Scarabs/ScarabBeasts1",7338,68,89,37,1,1,"",2,75
38,"Metadata/Items/Scarabs/ScarabBeasts2",7339,169,89,38,1,1,"",2,75
39,"Metadata/Items/Scarabs/ScarabBeasts3",7340,270,89,39,1,1,"",2,75
40,"Metadata/Items/Scarabs/ScarabShaperRares1",7346,491,89,40,1,1,"",2,75
41,"Metadata/Items/Scarabs/ScarabShaperRares2",7347,592,89,41,1,1,"",2,75
42,"Metadata/Items/Scarabs/ScarabShaperRares3",7348,693,89,42,1,1,"",2,75
43,"Metadata/Items/Scarabs/ScarabElderRares1",7350,491,482,43,1,1,"",2,75
44,"Metadata/Items/Scarabs/ScarabElderRares2",7351,592,482,44,1,1,"",2,75
45,"Metadata/Items/Scarabs/ScarabElderRares3",7352,693,482,45,1,1,"",2,75
46,"Metadata/Items/Scarabs/ScarabSulphite1",7354,68,382,46,1,1,"",2,75
47,"Metadata/Items/Scarabs/ScarabSulphite2",7355,169,382,47,1,1,"",2,75
48,"Metadata/Items/Scarabs/ScarabSulphite3",7356,270,382,48,1,1,"",2,75
49,"Metadata/Items/Scarabs/ScarabDivinationCards1",7358,491,579,49,1,1,"",2,75
50,"Metadata/Items/Scarabs/ScarabDivinationCards2",7359,592,579,50,1,1,"",2,75
51,"Metadata/Items/Scarabs/ScarabDivinationCards3",7360,693,579,51,1,1,"",2,75
52,"Metadata/Items/Scarabs/ScarabTorment1",7362,68,284,52,1,1,"",2,75
53,"Metadata/Items/Scarabs/ScarabTorment2",7363,169,284,53,1,1,"",2,75
54,"Metadata/Items/Scarabs/ScarabTorment3",7364,270,284,54,1,1,"",2,75
55,"Metadata/Items/Scarabs/ScarabStrongbox1",7366,68,675,55,1,1,"",2,75
56,"Metadata/Items/Scarabs/ScarabStrongbox2",7367,169,675,56,1,1,"",2,75
57,"Metadata/Items/Scarabs/ScarabStrongbox3",7368,270,675,57,1,1,"",2,75
58,"Metadata/Items/Scarabs/ScarabHarbinger1",7370,491,384,58,1,1,"",2,75
59,"Metadata/Items/Scarabs/ScarabHarbinger2",7371,592,384,59,1,1,"",2,75
60,"Metadata/Items/Scarabs/ScarabHarbinger3",7372,693,384,60,1,1,"",2,75
61,"Metadata/Items/Scarabs/ScarabPerandus1",7374,491,189,61,1,1,"",2,75
62,"Metadata/Items/Scarabs/ScarabPerandus2",7375,592,189,62,1,1,"",2,75
63,"Metadata/Items/Scarabs/ScarabPerandus3",7376,693,189,63,1,1,"",2,75
64,"Metadata/Items/MapFragments/CurrencyLegionFragmentKarui",5659,335,420,64,1,1,"",0,70
65,"Metadata/Items/MapFragments/CurrencyLegionFragmentMaraketh",5660,627,420,65,1,1,"",0,70
66,"Metadata/Items/MapFragments/CurrencyLegionFragmentEternal",5661,238,420,66,1,1,"",0,70
67,"Metadata/Items/MapFragments/CurrencyLegionFragmentTemplar",5662,530,420,67,1,1,"",0,70
68,"Metadata/Items/MapFragments/CurrencyLegionFragmentVaal",5663,433,420,68,1,1,"",0,70
69,"Metadata/Items/Currency/CurrencyLegionKaruiShard",192,335,326,69,1,1,1,0,70
70,"Metadata/Items/Currency/CurrencyLegionMarakethShard",193,627,326,70,1,1,1,0,70
71,"Metadata/Items/Currency/CurrencyLegionEternalEmpireShard",194,238,326,71,1,1,1,0,70
72,"Metadata/Items/Currency/CurrencyLegionTemplarShard",195,530,326,72,1,1,1,0,70
73,"Metadata/Items/Currency/CurrencyLegionVaalShard",196,433,326,73,1,1,1,0,70
74,"Metadata/Items/Scarabs/ScarabLegion1",7378,68,577,74,1,1,"",2,75
75,"Metadata/Items/Scarabs/ScarabLegion2",7379,169,577,75,1,1,"",2,75
76,"Metadata/Items/Scarabs/ScarabLegion3",7380,270,577,76,1,1,"",2,75
77,"Metadata/Items/MapFragments/CurrencyElderFragment1",5628,220,674,77,1,1,"",0,70
78,"Metadata/Items/MapFragments/CurrencyElderFragment2",5629,220,768,78,1,1,"",0,70
79,"Metadata/Items/MapFragments/CurrencyElderFragment3",5630,122,768,79,1,1,"",0,70
80,"Metadata/Items/MapFragments/CurrencyElderFragment4",5631,122,674,80,1,1,"",0,70
81,"Metadata/Items/MapFragments/CurrencyUberElderFragment1",5633,744,674,81,1,1,"",0,70
82,"Metadata/Items/MapFragments/CurrencyUberElderFragment2",5634,744,768,82,1,1,"",0,70
83,"Metadata/Items/MapFragments/CurrencyUberElderFragment3",5635,647,768,83,1,1,"",0,70
84,"Metadata/Items/MapFragments/CurrencyUberElderFragment4",5636,647,674,84,1,1,"",0,70
85,"Metadata/Items/Scarabs/ScarabMetamorph1",7382,68,479,85,1,1,"",2,75
86,"Metadata/Items/Scarabs/ScarabMetamorph2",7383,169,479,86,1,1,"",2,75
87,"Metadata/Items/Scarabs/ScarabMetamorph3",7384,270,479,87,1,1,"",2,75
88,"Metadata/Items/MapFragments/CurrencyMavenKey",7693,744,420,88,1,1,"",0,70
89,"Metadata/Items/MapFragments/CurrencyMavenKeyFragment",7694,744,326,89,1,1,"",0,70
90,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire2",5644,228,433,90,1,1,"",1,74
91,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire3",5649,228,551,91,1,1,"",1,74
92,"Metadata/Items/MapFragments/CurrencyBreachFragmentFire4",5654,228,668,92,1,1,"",1,74
93,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold2",5645,329,433,93,1,1,"",1,74
94,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold3",5650,329,551,94,1,1,"",1,74
95,"Metadata/Items/MapFragments/CurrencyBreachFragmentCold4",5655,329,668,95,1,1,"",1,74
96,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning2",5646,430,433,96,1,1,"",1,74
97,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning3",5651,430,551,97,1,1,"",1,74
98,"Metadata/Items/MapFragments/CurrencyBreachFragmentLightning4",5656,430,668,98,1,1,"",1,74
99,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical2",5647,532,433,99,1,1,"",1,74
100,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical3",5652,532,551,100,1,1,"",1,74
101,"Metadata/Items/MapFragments/CurrencyBreachFragmentPhysical4",5657,532,668,101,1,1,"",1,74
102,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos2",5648,633,433,102,1,1,"",1,74
103,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos3",5653,633,551,103,1,1,"",1,74
104,"Metadata/Items/MapFragments/CurrencyBreachFragmentChaos4",5658,633,668,104,1,1,"",1,74
105,"Metadata/Items/Scarabs/ScarabBlight1",7386,68,774,105,1,1,"",2,75
106,"Metadata/Items/Scarabs/ScarabBlight2",7387,169,774,106,1,1,"",2,75
107,"Metadata/Items/Scarabs/ScarabBlight3",7388,270,774,107,1,1,"",2,75
108,"Metadata/Items/Scarabs/ScarabBlight4",7389,370,774,108,1,1,"",2,75
109,"Metadata/Items/Scarabs/ScarabBreach4",7329,793,677,109,1,1,"",2,75
110,"Metadata/Items/Scarabs/ScarabMaps4",7333,793,287,110,1,1,"",2,75
111,"Metadata/Items/Scarabs/ScarabUniques4",7337,370,186,111,1,1,"",2,75
112,"Metadata/Items/Scarabs/ScarabBeasts4",7341,370,89,112,1,1,"",2,75
113,"Metadata/Items/Scarabs/ScarabShaperRares4",7349,793,89,113,1,1,"",2,75
114,"Metadata/Items/Scarabs/ScarabElderRares4",7353,793,482,114,1,1,"",2,75
115,"Metadata/Items/Scarabs/ScarabSulphite4",7357,370,382,115,1,1,"",2,75
116,"Metadata/Items/Scarabs/ScarabDivinationCards4",7361,793,579,116,1,1,"",2,75
117,"Metadata/Items/Scarabs/ScarabTorment4",7365,370,284,117,1,1,"",2,75
118,"Metadata/Items/Scarabs/ScarabStrongbox4",7369,370,675,118,1,1,"",2,75
119,"Metadata/Items/Scarabs/ScarabHarbinger4",7373,793,384,119,1,1,"",2,75
120,"Metadata/Items/Scarabs/ScarabPerandus4",7377,793,189,120,1,1,"",2,75
121,"Metadata/Items/Scarabs/ScarabLegion4",7381,370,577,121,1,1,"",2,75
122,"Metadata/Items/Scarabs/ScarabMetamorph4",7385,370,479,122,1,1,"",2,75
123,"Metadata/Items/MapFragments/CurrencyOfferingToTheGoddessDedication",5668,371,542,123,1,1,"",0,70
124,"Metadata/Items/MapFragments/CurrencyOfferingToTheGoddessGift",5667,495,542,124,1,1,"",0,70
125,"Metadata/Items/MapFragments/CurrencyOfferingToTheGoddessTribute",5666,619,542,125,1,1,"",0,70
126,"Metadata/Items/Scarabs/ScarabAbyss1",7390,491,774,126,1,1,"",2,75
127,"Metadata/Items/Scarabs/ScarabAbyss2",7391,592,774,127,1,1,"",2,75
128,"Metadata/Items/Scarabs/ScarabAbyss3",7392,693,774,128,1,1,"",2,75
129,"Metadata/Items/Scarabs/ScarabAbyss4",7393,793,774,129,1,1,"",2,75
130,"Metadata/Items/Currency/CurrencyRitualSplinter",293,122,326,130,1,1,"",0,70
131,"Metadata/Items/Currency/CurrencyRitualStone",294,122,420,131,1,1,"",0,70
132,"Metadata/Items/MapFragments/CurrencyHarvestBossKey",7721,744,542,132,1,1,"",0,70
