"rownum","Id","i32","IsSummoned","Armour","Evasion","EnergyShieldFromLife","DamageSpread","TagsKeys","MonsterResistancesKey","IsLargeAbyssMonster","IsSmallAbyssMonster"
51,"WeaverSpider",100,"",0,0,0,20,"[72,76]",3,"",""
52,"VaalSpider",100,"",0,0,0,20,"[72,76]",3,"",""
53,"SpiderWildSmall",100,"",0,0,0,20,"[72,76]",3,"",""
54,"SpiderWildMedium",100,"",0,0,0,20,"[72,76]",3,"",""
55,"SpiderWildLarge",100,"",0,0,0,20,"[72,76]",3,"",""
56,"SpiderChampion",100,"",0,0,0,20,"[72,76]",20,"",""
57,"SpiderShaped",100,"",0,0,0,20,"[72,76]",8,"",""
58,"EssenceSpiderSmall",100,"",0,0,0,20,"[72,76]",3,"",""
59,"SpiderLabyrinthSmall",100,"",0,0,0,20,"[72,76]",3,"",""
60,"SpiderSmallSinsMinion",100,"",0,0,0,20,"[72,76]",3,"",""
61,"IntMissionSpider",100,"",0,0,0,20,"[72,76]",23,"",""
62,"MapSpider",100,"",0,0,0,20,"[72,76]",34,"",""
63,"SpiderLowRewards",100,"",0,0,0,20,"[72,76]",3,"",""
64,"TinySpider",100,"",0,0,0,20,"[72,76]",3,"",""
65,"TinySpiderMinionFromUnique",340,1,0,0,0,20,"[72,76]",41,"",""
66,"BarrelOfSpidersSmall",100,"",0,0,0,20,"[72,76]",3,"",""
67,"BarrelOfSpidersMedium",100,"",0,0,0,20,"[72,76]",3,"",""
68,"BarrelOfSpidersLarge",100,"",0,0,0,20,"[72,76]",3,"",""
69,"BarrelOfSpidersBoss",100,"",0,0,0,20,"[72,76]",33,"",""
70,"WeaverTinySpider",100,"",0,0,0,20,"[72,76]",3,"",""
71,"TalismanSpider",100,"",0,0,0,20,"[72,76]",3,"",""
72,"TalismanSpiderMinion",100,"",0,0,0,20,"[72,76]",3,"",""
73,"SpiderPlague",100,"",0,0,0,20,"[72,76]",12,"",""
74,"SpiderPlagueCrawler",100,"",0,0,0,20,"[72,76]",47,"",""
75,"SpiderPlagueMinion",100,"",0,0,0,20,"[72,76]",0,"",""
76,"SpiderPlagueChampion",100,"",0,0,0,20,"[72,76]",12,"",""
77,"SpiderPlagueBaby",100,"",0,0,0,20,"[72,76]",47,"",""
78,"SpiderPlated",100,"",0,0,0,20,"[72,76]",14,"",""
79,"SpiderPlatedChampion",100,"",0,0,0,20,"[72,76]",14,"",""
80,"SpiderPlatedUnholyEmerge",100,"",0,0,0,20,"[72,76]",0,"",""
81,"Zombie",100,"",50,0,0,30,"[73,52]",2,"",""
82,"ZombieTolman",100,"",50,0,0,30,"[73,52]",2,"",""
83,"ZombieTolmanFast",100,"",50,0,0,30,"[73,52]",2,"",""
84,"BlightZombieBossMinion",100,"",50,0,0,30,"[73,52]",2,"",""
85,"ZombieDoedreMinion",100,"",50,0,0,30,"[73,52]",2,"",""
86,"ZombieStrand",100,"",50,0,0,30,"[73,52]",2,"",""
87,"ZombieChampion",100,"",50,0,0,30,"[73,52]",2,"",""
88,"ZombieBossTolman",100,"",100,0,0,30,"[73,52]",26,"",""
89,"ZombieBossTolmanMap",100,"",100,0,0,30,"[73,52]",34,"",""
90,"ZombieBossMinion",100,"",50,0,0,30,"[73,52]",2,"",""
91,"ZombieBossMinionFast",100,"",50,0,0,30,"[73,52]",2,"",""
92,"ProphecyDoedreMinionBasic",100,"",50,0,0,30,"[73,52]",2,"",""
93,"ProphecyDoedreMinionSupport",100,"",50,0,0,30,"[73,52]",2,"",""
94,"ProphecyDoedreMinionChampion",100,"",50,0,0,30,"[73,52]",2,"",""
95,"BlackguardZombieBossMinion",100,"",50,0,0,30,"[73,52]",2,"",""
96,"RaisedZombie",340,1,70,0,0,40,"[73,52]",40,"",""
97,"IntMissionRaisedZombie",100,"",70,0,0,20,"[73,52]",23,"",""
98,"ArenaChampionZombie",100,"",50,0,0,30,"[73,52,138]",2,"",""
99,"ProphecyZombieBoss",100,"",50,0,0,30,"[73,52]",2,"",""
100,"SkeletonMelee",100,"",15,0,0,30,"[73,51]",3,"",""
101,"SkeletonMeleeDelve",100,"",15,0,0,30,"[73,51]",3,"",""
102,"SkeletonMeleePitchfork",100,"",15,0,0,30,"[73,51]",3,"",""
103,"SkeletonMeleeRomanSpear",100,"",15,0,0,30,"[73,51]",3,"",""
104,"SkeletonBanditMelee",100,"",15,0,0,30,"[73,51]",3,"",""
105,"SkeletonBanditMeleeDelve",100,"",15,0,0,30,"[73,51]",3,"",""
106,"SkeletonMeleeArmoured",100,"",100,0,0,30,"[73,51]",3,"",""
107,"SkeletonMeleeScytheCyclone",100,"",15,0,0,10,"[73,51]",3,"",""
108,"ScarecrowMelee",100,"",15,0,0,30,"[73,51]",3,"",""
109,"ScarecrowMeleeReach",100,"",15,0,0,30,"[73,51]",3,"",""
110,"ScarecrowMeleeChampionType",100,"",15,0,0,30,"[73,51]",3,"",""
111,"ScarecrowMeleeBoss",100,"",15,0,0,30,"[73,51]",27,"",""
112,"ConstructMeleeArmoured",100,"",100,0,0,30,[74],8,"",""
113,"ConstructMeleeArmouredProphecy",100,"",100,0,0,30,[74],8,"",""
114,"ConstructMeleeBossInvasion",100,"",100,0,0,20,[74],37,"",""
115,"ConstructMeleeArmouredAtziri",100,"",100,0,0,30,[74],23,"",""
116,"ConstructMeleeArmouredDelve",100,"",100,0,0,30,[74],8,"",""
117,"ConstructMeleeArmouredBossSideArea",100,"",100,0,0,20,[74],37,"",""
118,"ConstructRangedArmouredBossSideArea",100,"",60,20,0,20,[74],37,"",""
119,"ConstructBowArmoured",100,"",60,20,0,20,[74],23,"",""
120,"SkeletonMeleeColdResist",100,"",15,0,0,30,"[73,51]",2,"",""
121,"SkeletonMeleeLightResist",100,"",15,0,0,30,"[73,51]",3,"",""
122,"SkeletonMeleeSawbones",100,"",15,0,0,30,"[73,51]",3,"",""
123,"SkeletonAbyss",100,"",15,0,0,30,[73],3,"",1
124,"SkeletonAbyssDelve",100,"",15,0,0,30,[73],3,"",1
125,"SkeletonAbyssLance",100,"",15,0,0,30,[73],3,"",1
126,"SkeletonAbyssLanceDelve",100,"",15,0,0,30,[73],3,"",1
127,"ConstructMeleeArmouredSummoned",100,"",100,0,0,30,"[73,51]",23,"",""
128,"ConstructMeleeArmouredSummonedDoryani",100,"",100,0,0,30,"[73,51]",47,"",""
129,"ConstructMeleeArmouredBoss",100,"",100,0,0,20,"[73,51]",33,"",""
130,"SkeletonMeleeFire",100,"",30,0,50,30,"[73,51]",1,"",""
131,"SkeletonMeleeFireMaps",100,"",30,0,50,30,"[73,51]",1,"",""
132,"IntMissionSkeletonMeleeFire",100,"",30,0,50,30,"[73,51]",23,"",""
133,"ConstructMeleeFire",100,"",100,0,0,30,[74],18,"",""
134,"ConstructMeleeFireMaps",100,"",100,0,0,30,[74],18,"",""
135,"SkeletonMeleeFireSummoned",100,"",0,0,0,30,"[73,51]",1,"",""
136,"SkeletonMeleeFireTormentNecromancer",100,"",0,0,0,30,"[73,51]",1,"",""
137,"SkeletonMeleeCold",100,"",15,15,50,30,"[73,51]",2,"",""
138,"ConstructMeleeCold",100,"",100,0,0,30,[74],19,"",""
139,"ConstructMeleeColdMaps",100,"",100,0,0,30,[74],19,"",""
140,"SkeletonMeleeLightning",100,"",15,0,65,30,"[73,51]",3,"",""
141,"SkeletonMeleeLightning2",100,"",15,0,65,30,"[73,51]",3,"",""
142,"ConstructMeleeLightning",100,"",100,0,0,30,[74],20,"",""
143,"ConstructMeleeLightningMaps",100,"",100,0,0,30,[74],20,"",""
144,"SkeletonMeleeLightningDescent2",100,"",15,0,65,30,"[73,51]",3,"",""
145,"SkeletonMeleeFairgravesCrew",100,"",15,0,0,30,"[73,51]",3,"",""
146,"SkeletonMeleeFairgravesCrewFast",100,"",15,0,0,30,"[73,51]",3,"",""
147,"SkeletonLarge",100,"",80,0,0,20,"[73,51]",3,"",""
148,"SkeletonLargeBossInvasion",100,"",80,0,0,20,"[73,51]",37,"",""
149,"SkeletonLargeMapBoss",100,"",0,0,0,20,"[73,51]",34,"",""
150,"SkeletonLargeDelve",100,"",80,0,0,20,"[73,51]",3,"",""
151,"ConstructLarge",100,"",80,0,0,20,[74],23,"",""
152,"ConstructLarge2",100,"",70,0,30,20,[74],23,"",""
153,"ConstructLargeBossType",100,"",80,0,0,20,[74],23,"",""
154,"SkeletonLargeBossSideArea",100,"",80,0,0,20,"[73,51]",37,"",""
155,"SkeletonMeleeBossCrossroads",100,"",80,0,0,20,"[73,51]",26,"",""
156,"Fairgraves",100,"",15,0,0,20,"[73,51,53]",3,"",""
157,"DelveSkeletonBoss",100,"",15,15,0,20,"[73,51,53]",8,"",""
158,"FairgravesMapBoss",100,"",15,0,0,20,"[73,51,53]",34,"",""
159,"FairgravesTreasure",100,"",40,0,0,20,"[73,51,53]",34,"",""
160,"FairgravesTreasurePinata",100,"",100,0,0,20,"[73,51,53]",34,"",""
161,"SkeletonCasterFire",100,"",15,0,100,20,"[73,51]",1,"",""
162,"ConstructCasterFire",100,"",15,0,100,20,[74],18,"",""
163,"SkeletonCasterCold",100,"",0,15,100,20,"[73,51]",2,"",""
164,"SkeletonCasterGold",100,"",0,15,100,20,"[73,51]",8,"",""
165,"SkeletonCasterBlack",100,"",0,15,100,20,"[73,51]",8,"",""
166,"ConstructCasterCold",100,"",0,15,100,20,[74],19,"",""
167,"SkeletonCasterLightning",100,"",0,0,100,20,"[73,51]",3,"",""
168,"IntMissionSkeletonCasterLightning",100,"",0,0,100,20,"[51,73]",23,"",""
169,"SkeletonCasterMalachai",100,"",0,0,100,20,"[51,73]",23,"",""
170,"ConstructCasterLightning",100,"",0,0,100,20,[74],20,"",""
171,"ConstructCasterLightningAtziri",100,"",0,0,100,20,[74],20,"",""
172,"SkeletonCasterBossInvasion",100,"",0,0,100,20,"[73,51]",37,"",""
173,"SkeletonCasterDescent2Lightning",100,"",0,0,100,20,"[73,51]",3,"",""
174,"SkeletonCasterLightningBoss",100,"",0,0,100,20,"[73,51]",34,"",""
175,"SkeletonBoss",100,"",15,0,0,20,"[73,51]",26,"",""
176,"SkeletonBossMapChatters",100,"",15,0,0,20,"[73,51]",34,"",""
177,"LabyrinthLieutenantSkeletonBoss",100,"",15,0,0,20,"[73,51]",25,"",""
178,"LabyrinthLieutenantSkeletonBossCold",100,"",15,0,0,20,"[73,51]",26,"",""
179,"ProphecySkeletonBossFire",100,"",15,0,0,20,"[73,51]",25,"",""
180,"ProphecySkeletonBossCold",100,"",15,0,0,20,"[73,51]",26,"",""
181,"ProphecySkeletonBossLightning",100,"",15,0,0,20,"[73,51]",27,"",""
182,"SkeletonBossDescent",100,"",15,0,0,20,"[73,51]",0,"",""
183,"SkeletonMeleeBossInvasion",100,"",15,0,0,20,"[73,51]",37,"",""
184,"SkeletonBossEndlessLedge",100,"",15,0,0,20,"[73,51]",26,"",""
185,"SkeletonMapBoss",100,"",15,0,0,20,"[73,51]",34,"",""
186,"SkeletonBurnBossMinion",100,"",15,0,0,30,"[73,51]",3,"",""
187,"SkeletonSoldierMelee",100,"",100,0,0,30,"[51,73]",3,"",""
188,"SkeletonSoldierMeleeChampion",100,"",100,0,0,30,"[51,73]",3,"",""
189,"SkeletonSoldierMeleeBoss",100,"",100,0,0,20,"[51,73]",27,"",""
190,"SkeletonSoldierMeleeBossSideArea",100,"",50,0,50,20,"[51,73]",37,"",""
191,"SkeletonSoldierMeleeMapBoss",100,"",100,0,0,20,"[51,73]",34,"",""
192,"SkeletonSoldierRanged",100,"",0,10,0,20,"[51,73]",3,"",""
193,"SkeletonSoldierRangedChampion",100,"",0,10,0,20,"[51,73]",3,"",""
194,"SkeletonSoldierElite",100,"",100,0,0,30,"[51,73]",20,"",""
195,"SkeletonSoldierRangedBoss",100,"",0,10,0,20,"[51,73]",27,"",""
196,"SkeletonSoldierRangedBossClone",100,"",0,10,0,20,"[51,73]",27,"",""
197,"SkeletonSoldierRangedMapBoss",100,"",0,10,0,20,"[51,73]",34,"",""
198,"SkeletonSoldierRangedMapBoss2",100,"",0,10,0,20,"[51,73]",34,"",""
199,"SkeletonSoldierRangedMapBossClone",100,"",0,10,0,20,"[51,73]",34,"",""
200,"VollBoss",100,"",25,0,0,20,"[51,73,141]",38,"",""
201,"VollMapBoss",100,"",25,0,0,20,"[51,73,141]",34,"",""
202,"VollMapBoss2",100,"",25,0,0,20,"[51,73,141]",34,"",""
203,"Maligaro",100,"",0,50,50,20,"[71,48,56]",26,"",""
204,"MaligaroMapBoss",100,"",0,50,50,20,"[71,48,56]",34,"",""
205,"MaligaroMapBoss2",100,"",0,50,50,20,"[71,48,56]",34,"",""
206,"MaligaroProphecy",100,"",0,50,50,20,"[71,48,56]",26,"",""
207,"Doedre",100,"",0,0,100,20,"[71,48,56,141]",25,"",""
208,"DoedreMapBoss",100,"",0,0,100,20,"[71,48,56,141]",34,"",""
209,"DoedreMapBoss2",100,"",0,0,100,20,"[71,48,56,141]",34,"",""
210,"DoedreUniqueMapBoss",100,"",0,0,100,20,"[71,48,56,141]",34,"",""
211,"DoedreProphecy",100,"",0,0,100,20,"[71,48,56,141]",25,"",""
212,"Shavronne",100,"",0,0,100,20,"[71,48,56]",27,"",""
213,"ShavronneMapBoss",100,"",0,0,100,20,"[71,48,56]",34,"",""
214,"ShavronneMapBoss2",100,"",0,0,100,20,"[71,48,56]",34,"",""
215,"Malachai",100,"",25,0,0,30,"[71,48,56,141]",38,"",""
216,"MalachaiMapBoss",100,"",25,0,0,30,"[71,48,56,141]",34,"",""
217,"MalachaiMapBossShaper",100,"",25,0,0,30,"[71,48,56,141]",34,"",""
218,"MalachaiMapBossSimplified",100,"",25,0,0,30,"[71,48,56,141]",34,"",""
219,"DaressoBoss",100,"",50,50,0,30,"[56,48,138]",38,"",""
220,"DaressoBossMerciless",100,"",50,50,0,30,"[56,48,138]",38,"",""
221,"DaressoMapBoss",100,"",50,50,0,30,"[56,48,138]",34,"",""
222,"DaressoProphecy",100,"",50,50,0,30,"[56,48,138]",26,"",""
223,"Bandit",100,"",20,20,0,20,"[71,48]",0,"",""
224,"BanditChestGuard",100,"",20,20,0,20,"[71,48]",8,"",""
225,"BanditLordMinion",100,"",20,20,0,20,"[71,48]",0,"",""
226,"BanditSpectator",100,"",0,0,0,0,"[71,48]",0,"",""
227,"BanditShaped",100,"",20,20,0,20,"[71,48]",8,"",""
228,"BanditPerandus",100,"",20,20,0,20,"[71,48,53]",0,"",""
229,"BanditChampion",100,"",20,20,0,20,"[71,48]",0,"",""
230,"BanditBoar",100,"",20,20,0,20,"[71,48]",0,"",""
231,"Hostage",100,"",20,0,0,20,"[71,48]",23,"",""
232,"BanditBoss",100,"",20,20,0,20,"[71,48]",33,"",""
233,"BanditBossInvasion",100,"",20,20,0,20,"[71,48]",37,"",""
234,"BanditMapBoss",100,"",20,20,0,20,"[71,48]",34,"",""
235,"BanditBossDescent",100,"",20,20,0,20,"[71,48]",0,"",""
236,"BanditBossEndlessLedge",100,"",20,20,0,20,"[71,48]",33,"",""
237,"BanditMartyr",100,"",20,20,0,20,"[71,48]",0,"",""
238,"BanditMartyrBossSideArea",100,"",20,20,0,20,"[71,48]",37,"",""
239,"BanditBossMinor",100,"",20,20,0,20,"[71,48]",23,"",""
240,"BanditTwoHandedWeapon",100,"",50,0,0,20,"[71,48]",0,"",""
241,"BanditDockChampionType",100,"",50,0,0,20,"[71,48]",0,"",""
242,"BanditTwoHandedWeaponShaped",100,"",50,0,0,20,"[71,48]",8,"",""
243,"BanditTwoHandedWeaponBear",100,"",50,0,0,20,"[71,48]",0,"",""
244,"BanditBowBossSideArea",100,"",20,20,0,20,"[71,48]",23,"",""
245,"BanditMageMapBoss",100,"",0,0,20,20,[],34,"",""
246,"BanditAnimalTrioBoss",100,"",20,80,0,20,"[71,48]",33,"",""
247,"BanditAnimalTrioBossSpawned",100,"",40,40,0,20,"[71,48]",33,"",""
248,"Ghost",100,"",0,50,50,20,[53],3,"",""
249,"GhostCaster",100,"",0,50,50,20,[53],3,"",""
250,"GhostEssence",100,"",0,50,50,20,[53],3,"",""
251,"GhostMaps",100,"",0,50,50,20,[53],3,"",""
252,"GhostMapBoss",100,"",0,50,50,20,[],34,"",""
253,"GhostPirateGreenBladeVortex",100,"",0,50,50,20,[53],3,"",""
254,"GhostChampion",100,"",0,50,50,20,[53],3,"",""
255,"GhostBossInvasion",100,"",0,50,50,20,[53],37,"",""
256,"GhostRanged",100,"",0,50,50,20,[53],3,"",""
257,"GhostRangedMaps",100,"",0,50,50,20,[53],3,"",""
258,"GhostWand",100,"",0,50,50,20,[53],3,"",""
259,"GhostWandMaps",100,"",0,50,50,20,[53],3,"",""
260,"GhostBossSideArea",100,"",0,50,50,20,[53],37,"",""
261,"GhostBossSideAreaLowbie",100,"",0,50,50,20,[53],37,"",""
262,"Ghost2",100,"",0,50,50,20,[53],3,"",""
263,"BanditBow",100,"",0,10,0,20,"[71,48]",0,"",""
264,"BanditBowChestGuard",100,"",0,10,0,20,"[71,48]",8,"",""
265,"BanditBowChampion",100,"",0,10,0,20,"[71,48]",0,"",""
266,"BanditBowBossInvasion",100,"",0,10,0,20,"[71,48]",0,"",""
267,"BanditBowBossBlackwood",100,"",0,10,0,20,"[71,48]",0,"",""
268,"BanditBowMapBoss",100,"",0,10,0,20,"[71,48]",34,"",""
269,"BanditBowMapBossFire",100,"",0,10,0,20,"[71,48]",34,"",""
270,"BanditBowPerandus",100,"",0,10,0,20,"[71,48,53]",0,"",""
271,"BanditBowStag",100,"",0,10,0,20,"[71,48]",0,"",""
272,"Goatman",100,"",15,5,0,20,"[72,49,48]",1,"",""
273,"GoatmanAbberath",100,"",15,5,0,20,"[72,49,48]",18,"",""
274,"MountainGoatman",100,"",15,5,0,20,"[72,49,48]",2,"",""
275,"GoatmanChimera",100,"",15,5,0,20,"[72,49,48]",1,"",""
276,"GoatmanChimeraTough",100,"",15,5,0,20,"[72,49,48]",8,"",""
277,"GoatmanChimeraBoss",100,"",15,5,0,20,"[72,49,48]",1,"",""
278,"GoatmanMapSubBoss",100,"",15,5,0,20,"[72,49,48]",34,"",""
279,"GoatmanMapBoss",100,"",15,5,0,20,"[72,49,48]",34,"",""
280,"GoatmanMaps",100,"",15,5,0,20,"[72,49,48]",1,"",""
281,"GoatmanBossInvasion",100,"",15,5,0,20,"[72,49,48]",37,"",""
282,"GoatmanBossNavali",100,"",15,5,0,20,"[72,49,48]",1,"",""
283,"GoatmanBossSideArea",100,"",15,5,0,20,"[72,49,48]",37,"",""
284,"GoatmanBossSideAreaLowbie",100,"",15,5,0,20,"[72,49,48]",37,"",""
285,"GoatmanShaman",100,"",0,0,50,20,"[72,49,48]",18,"",""
286,"GoatmanShamanAbberath",100,"",0,0,50,20,"[72,49,48]",18,"",""
287,"MountainGoatmanShaman",100,"",0,0,50,20,"[72,49,48]",19,"",""
288,"MountainGoatmanChampion",100,"",15,5,0,20,"[72,49,48]",19,"",""
289,"GoatmanShamanFireChampion",100,"",0,0,50,20,"[72,49,48]",18,"",""
290,"GoatmanShamanLightning",100,"",0,0,50,20,"[72,49,48]",20,"",""
291,"GoatmanShamanLightningChampion",100,"",0,0,50,20,"[72,49,48]",20,"",""
292,"GoatmanShamanBossInvasion",100,"",0,0,50,20,"[72,49,48]",37,"",""
293,"GoatmanShamanBossPrisonersGate",100,"",0,0,50,20,"[72,49,48]",25,"",""
294,"GoatmanShamanBossSideArea",100,"",0,0,50,20,"[72,49,48]",37,"",""
295,"GoatmanShamanBossSideAreaLowbie",100,"",0,0,50,20,"[72,49,48]",37,"",""
296,"Lion",100,"",10,10,0,20,"[72,49]",1,"",""
297,"LionRyslathaMinion",100,"",10,10,0,20,"[72,49]",1,"",""
298,"LionWolf",100,"",10,10,0,20,"[72,49]",2,"",""
299,"LionWolfChampion",100,"",10,10,0,20,"[72,49]",2,"",""
300,"LionWolfDelve",100,"",30,30,0,20,"[72,49]",2,"",""
301,"LionWolfDelveMedium",100,"",20,20,0,20,"[72,49]",2,"",""
302,"LionWolfDelveSmall",100,"",10,10,0,20,"[72,49]",2,"",""
303,"LionWolfChampionDelve",100,"",10,10,0,20,"[72,49]",2,"",""
304,"LionAlpha",100,"",10,10,0,20,"[72,49]",18,"",""
305,"LionChimera",100,"",10,10,0,20,"[72,49]",1,"",""
306,"LionChimeraTough",100,"",10,10,0,20,"[72,49]",8,"",""
307,"LionChimeraBoss",100,"",10,10,0,20,"[72,49]",1,"",""
308,"LionBoss",100,"",10,10,0,20,"[72,49]",25,"",""
309,"LionBossPrisonersGate",100,"",10,10,0,20,"[72,49]",25,"",""
310,"LionBossInvasion",100,"",10,10,0,20,"[72,49]",37,"",""
311,"LionBossDexMission",100,"",10,10,0,20,"[72,49]",37,"",""
312,"LionBossEndlessLedge",100,"",10,10,0,20,"[72,49]",25,"",""
313,"LionTalisman",100,"",10,10,0,20,"[72,49]",1,"",""
314,"LionPerandus",100,"",10,10,0,20,"[72,49,53]",1,"",""
315,"SummonedWolfRigwald",100,"",10,10,0,20,"[72,49,56,53]",2,"",""
316,"MapWolf",100,"",0,0,0,20,"[72,49,56]",2,"",""
317,"MapWolfBoss1",100,"",0,0,0,20,"[72,49,56]",34,"",""
318,"MapWolfBoss2",100,"",0,0,0,20,"[72,49,56]",34,"",""
319,"WolfBossGreust",100,"",0,0,0,20,"[72,49]",0,"",""
320,"SummonedSpectralWolf",340,1,0,0,0,20,"[72,49,56,53]",41,"",""
321,"SummonedWolf",340,1,0,0,0,20,"[72,49,56,53]",41,"",""
322,"Hellion",100,"",10,10,0,20,"[72,49]",1,"",""
323,"HellionBoss",100,"",10,10,0,20,"[72,49]",25,"",""
324,"Hound",100,"",10,10,0,20,"[56,72]",1,"",""
325,"Hound2",100,"",10,10,0,20,"[56,72]",1,"",""
326,"HoundBoss",100,"",10,10,0,20,"[56,72]",25,"",""
327,"HoundBoss2",100,"",10,10,0,20,"[56,72]",25,"",""
328,"HoundMapBoss",100,"",10,10,0,20,"[56,72]",34,"",""
329,"AlbinoRhoa",100,"",20,0,0,20,[72],2,"",""
330,"Rhoa",100,"",20,0,0,20,[72],2,"",""
331,"RhoaUntaintedBoss",100,"",20,0,0,20,[72],34,"",""
332,"RhoaDexMissionMinion",100,"",20,0,0,20,[73],2,"",""
333,"RhoaDexMissionBoss",100,"",20,0,0,20,[72],26,"",""
334,"RhoaTalisman",100,"",20,0,0,20,[72],2,"",""
335,"ProphecyRhoa",100,"",20,0,0,20,[72],26,"",""
336,"Spiker",100,"",15,15,0,20,"[72,49]",2,"",""
337,"SpikerChrome",100,"",15,15,0,20,"[72,49]",2,"",""
338,"SpikerMaps",100,"",15,15,0,20,"[72,49]",2,"",""
339,"SpikerBossInvasion",100,"",15,15,0,20,"[72,49]",37,"",""
340,"BloodChieftain",100,"",20,0,0,20,"[72,49]",18,"",""
341,"BloodChieftainUpdatedRig",100,"",20,0,0,20,"[72,49]",18,"",""
342,"BloodChieftainUntaintedBoss",100,"",20,0,0,20,"[72,49]",34,"",""
343,"BloodChieftainDexMissionBoss",100,"",20,0,0,20,"[72,49]",25,"",""
344,"BloodChieftainBossSideArea",100,"",20,0,0,20,"[72,49]",37,"",""
345,"BloodChieftainBoss",100,"",20,0,0,20,"[72,49]",25,"",""
346,"BloodChieftainBossInvasion",100,"",20,0,0,20,"[72,49]",37,"",""
347,"BloodChieftainMapBoss",100,"",20,0,0,20,"[72,49]",34,"",""
348,"BloodChieftainBossEndlessLedge",100,"",20,0,0,20,"[72,49]",25,"",""
349,"BloodChieftainTalisman",100,"",20,0,0,20,"[72,49]",18,"",""
350,"BloodChieftainParasite",100,"",20,0,0,20,"[72,49]",18,"",""
