"rownum","Id","SoundFile","SoundFile_2D","bool"
22,"Skull","Audio/Sound Effects/ItemSounds/skull.ogg","Audio/Sound Effects/ItemSounds/skull.ogg2d",""
23,"Staff","Audio/Sound Effects/ItemSounds/staff.ogg","Audio/Sound Effects/ItemSounds/staff.ogg2d",""
24,"Sword","Audio/Sound Effects/ItemSounds/sword.ogg","Audio/Sound Effects/ItemSounds/sword.ogg2d",""
25,"Wand","Audio/Sound Effects/ItemSounds/wand.ogg","Audio/Sound Effects/ItemSounds/wand.ogg2d",""
26,"WoodenShield","Audio/Sound Effects/ItemSounds/wooden_shield.ogg","Audio/Sound Effects/ItemSounds/wooden_shield.ogg2d",""
27,"Scroll","Audio/Sound Effects/ItemSounds/scroll.ogg","Audio/Sound Effects/ItemSounds/scroll.ogg2d",""
28,"UseFlask","Audio/Sound Effects/ItemSounds/flaskdrink.ogg","Audio/Sound Effects/ItemSounds/flaskdrink.ogg2d",""
29,"ArmourShard","Audio/Sound Effects/ItemSounds/OrbLayerLow.ogg","Audio/Sound Effects/ItemSounds/armour_shard.ogg2d",""
30,"Gem","Audio/Sound Effects/ItemSounds/gem.ogg","Audio/Sound Effects/ItemSounds/gem.ogg2d",""
31,"Maul","Audio/Sound Effects/ItemSounds/maul.ogg","Audio/Sound Effects/ItemSounds/maul.ogg2d",""
32,"MetalWoodenShield","Audio/Sound Effects/ItemSounds/metal_and_wooden_shield.ogg","Audio/Sound Effects/ItemSounds/metal_and_wooden_shield.ogg2d",""
33,"Orb","Audio/Sound Effects/ItemSounds/orb.ogg","Audio/Sound Effects/ItemSounds/orb.ogg2d",""
34,"UseOrb","Audio/Sound Effects/ItemSounds/orb_use.ogg","Audio/Sound Effects/ItemSounds/orb_use.ogg2d",""
35,"Sharpening","Audio/Sound Effects/ItemSounds/sharpening.ogg","Audio/Sound Effects/ItemSounds/sharpening.ogg2d",""
36,"SmallWoodenWeapon","Audio/Sound Effects/ItemSounds/small_wooden_weapon.ogg","Audio/Sound Effects/ItemSounds/small_wooden_weapon.ogg2d",""
37,"Whetstone","Audio/Sound Effects/ItemSounds/OrbLayerLow.ogg","Audio/Sound Effects/ItemSounds/whetstone.ogg2d",""
38,"QuestBalefulGem","Audio/Sound Effects/ItemSounds/Baleful_Gem.ogg","Audio/Sound Effects/ItemSounds/Baleful_Gem.ogg2d",""
39,"QuestBanditAmulet","Audio/Sound Effects/ItemSounds/Bandit_Amulet.ogg","Audio/Sound Effects/ItemSounds/Bandit_Amulet.ogg2d",""
40,"QuestCombinedAmulet","Audio/Sound Effects/ItemSounds/Combined_Amulet.ogg","Audio/Sound Effects/ItemSounds/Combined_Amulet.ogg2d",""
41,"QuestGoldenHand","Audio/Sound Effects/ItemSounds/Golden_Hand.ogg","Audio/Sound Effects/ItemSounds/Golden_Hand.ogg2d",""
42,"QuestMedicineChest","Audio/Sound Effects/ItemSounds/Medicine_Chest.ogg","Audio/Sound Effects/ItemSounds/Medicine_Chest.ogg2d",""
43,"QuestPoisonSpear","Audio/Sound Effects/ItemSounds/Wicked_Spear.ogg","Audio/Sound Effects/ItemSounds/Wicked_Spear.ogg2d",""
44,"QuestAllFlame","Audio/Sound Effects/ItemSounds/All_Flame.ogg","Audio/Sound Effects/ItemSounds/All_Flame.ogg2d",""
45,"QuestFruit","Audio/Sound Effects/ItemSounds/Fruit.ogg","Audio/Sound Effects/ItemSounds/Fruit.ogg2d",""
46,"QuestSulphiteFlask","Audio/Sound Effects/ItemSounds/Sulphite_Flask.ogg","Audio/Sound Effects/ItemSounds/Sulphite_Flask.ogg2d",""
47,"QuestGoldenPage","Audio/Sound Effects/ItemSounds/GoldenPage.ogg","Audio/Sound Effects/ItemSounds/GoldenPage.ogg2d",""
48,"QuestPlatinumBust","Audio/Sound Effects/ItemSounds/PlatinumBust.ogg","Audio/Sound Effects/ItemSounds/PlatinumBust.ogg2d",""
49,"Mask","Audio/Sound Effects/ItemSounds/Mask.ogg","Audio/Sound Effects/ItemSounds/Mask.ogg2d",""
50,"Map","Audio/Sound Effects/ItemSounds/MapLayer.ogg","Audio/Sound Effects/ItemSounds/Map.ogg2d",""
51,"MapR","Audio/Sound Effects/ItemSounds/MapRLayer.ogg","Audio/Sound Effects/ItemSounds/Map.ogg2d",""
52,"MapY","Audio/Sound Effects/ItemSounds/MapYLayer.ogg","Audio/Sound Effects/ItemSounds/Map.ogg2d",""
53,"1HAxe","Audio/Sound Effects/ItemSounds/1HandAxe.ogg","Audio/Sound Effects/ItemSounds/1HandAxe.ogg2d",""
54,"1HClaw","Audio/Sound Effects/ItemSounds/1HandClaw.ogg","Audio/Sound Effects/ItemSounds/1HandClaw.ogg2d",""
55,"1HDagger","Audio/Sound Effects/ItemSounds/1HandDagger.ogg","Audio/Sound Effects/ItemSounds/1HandDagger.ogg2d",""
56,"1HMace","Audio/Sound Effects/ItemSounds/1HandMace.ogg","Audio/Sound Effects/ItemSounds/1HandMace.ogg2d",""
57,"LeatherGlove","Audio/Sound Effects/ItemSounds/leather_glove.ogg","Audio/Sound Effects/ItemSounds/leather_glove.ogg2d",""
58,"Scepter","Audio/Sound Effects/ItemSounds/Scepter.ogg","Audio/Sound Effects/ItemSounds/Scepter.ogg2d",""
59,"BookOfSkill","Audio/Sound Effects/ItemSounds/Book.ogg","Audio/Sound Effects/ItemSounds/Book.ogg2d",""
60,"QuestKey","Audio/Sound Effects/ItemSounds/Key.ogg","Audio/Sound Effects/ItemSounds/Key.ogg2d",""
61,"QuestSpikePassKey","Audio/Sound Effects/ItemSounds/SpikePassKey.ogg","Audio/Sound Effects/ItemSounds/SpikePassKey.ogg2d",""
62,"UseBookOfSkill","Audio/Sound Effects/ItemSounds/SkillBook/SkillBookUse.ogg","Audio/Sound Effects/ItemSounds/SkillBook/SkillBookUse.ogg2d",""
63,"MicroTrans","Audio/Sound Effects/ItemSounds/MicroT.ogg","Audio/Sound Effects/ItemSounds/MicroT.ogg2d",""
64,"ShrineRecharge","Audio/Sound Effects/Shrines/Recharge.ogg","",""
65,"QuestComplete","Audio/Sound Effects/Misc/Quest_State_Complete.ogg","",1
66,"QuestAdvance","Audio/Sound Effects/Misc/Quest_State_Advance.ogg","",1
67,"CTF_FlagReturned","Audio/Sound Effects/UI/PVP/Flag_Return.ogg","",""
68,"CTF_FlagDropped","Audio/Sound Effects/UI/PVP/Player_Drops_Flag.ogg","",""
69,"CTF_AllyFlagTaken","Audio/Sound Effects/UI/PVP/Your_Flag_Lost.ogg","",""
70,"CTF_EnemyFlagTaken","Audio/Sound Effects/UI/PVP/Enemies_Flag_Gained.ogg","",""
71,"RaceStart","Audio/Sound Effects/Misc/Race_Start.ogg","",""
72,"RaceEnd","Audio/Sound Effects/Misc/Race_End.ogg","",""
73,"ItemFilterAlert1","Audio/Sound Effects/Misc/ItemFilter/AlertSound_01.ogg","Audio/Sound Effects/Misc/ItemFilter/AlertSound_Mono_01.ogg",1
74,"ItemFilterAlert2","Audio/Sound Effects/Misc/ItemFilter/AlertSound_02.ogg","Audio/Sound Effects/Misc/ItemFilter/AlertSound_Mono_02.ogg",1
75,"ItemFilterAlert3","Audio/Sound Effects/Misc/ItemFilter/AlertSound_03.ogg","Audio/Sound Effects/Misc/ItemFilter/AlertSound_Mono_03.ogg",1
76,"ItemFilterAlert4","Audio/Sound Effects/Misc/ItemFilter/AlertSound_04.ogg","Audio/Sound Effects/Misc/ItemFilter/AlertSound_Mono_04.ogg",1
77,"ItemFilterAlert5","Audio/Sound Effects/Misc/ItemFilter/AlertSound_05.ogg","Audio/Sound Effects/Misc/ItemFilter/AlertSound_Mono_05.ogg",1
78,"ItemFilterAlert6","Audio/Sound Effects/Misc/ItemFilter/AlertSound_06.ogg","Audio/Sound Effects/Misc/ItemFilter/AlertSound_Mono_06.ogg",1
79,"ItemFilterAlert7","Audio/Sound Effects/Misc/ItemFilter/AlertSound_07.ogg","Audio/Sound Effects/Misc/ItemFilter/AlertSound_Mono_07.ogg",1
80,"ItemFilterAlert8","Audio/Sound Effects/Misc/ItemFilter/AlertSound_08.ogg","Audio/Sound Effects/Misc/ItemFilter/AlertSound_Mono_08.ogg",1
81,"ItemFilterAlert9","Audio/Sound Effects/Misc/ItemFilter/AlertSound_09.ogg","Audio/Sound Effects/Misc/ItemFilter/AlertSound_Mono_09.ogg",1
82,"QuestKaomGem","Audio/Sound Effects/ItemSounds/KaomGem.ogg","Audio/Sound Effects/ItemSounds/KaomGem.ogg2d",""
83,"QuestDaressoGem","Audio/Sound Effects/ItemSounds/DaressoGem.ogg","Audio/Sound Effects/ItemSounds/DaressoGem.ogg2d",""
84,"Jewel","Audio/Sound Effects/ItemSounds/Jewel.ogg","Audio/Sound Effects/ItemSounds/Jewel.ogg2d",""
85,"DivinationCard","Audio/Sound Effects/ItemSounds/DivinationCard.ogg","Audio/Sound Effects/ItemSounds/DivinationCard.ogg2d",""
86,"MalOrgan1","Audio/Sound Effects/ItemSounds/MalachaiOrgans01.ogg","Audio/Sound Effects/ItemSounds/MalachaiOrgans01.ogg2d",""
87,"MalOrgan2","Audio/Sound Effects/ItemSounds/MalachaiOrgans02.ogg","Audio/Sound Effects/ItemSounds/MalachaiOrgans02.ogg2d",""
88,"MalOrgan3","Audio/Sound Effects/ItemSounds/MalachaiOrgans03.ogg","Audio/Sound Effects/ItemSounds/MalachaiOrgans03.ogg2d",""
89,"LabyrinthKey","Audio/Sound Effects/ItemSounds/Key2.ogg","Audio/Sound Effects/ItemSounds/Key2.ogg2d",""
90,"Talisman","Audio/Sound Effects/ItemSounds/Talisman.ogg","Audio/Sound Effects/ItemSounds/Talisman.ogg2d",""
91,"LabyrinthLock","Audio/Sound Effects/Labyrinth/Locked.ogg","",""
92,"LabyrinthTrinket","Audio/Sound Effects/ItemSounds/Trinket.ogg","Audio/Sound Effects/ItemSounds/Trinket.ogg2d",""
93,"LevelUpStereo","Audio/Sound Effects/Misc/StereoLevelUp.ogg","",1
94,"LevelUp","Audio/Sound Effects/Misc/levelup.ogg","",1
95,"AllocatePassive","Audio/Sound Effects/UI/allocate_passive.ogg","",1
96,"ItemPickUp","Audio/Sound Effects/ItemSounds/item_pickup.ogg","Audio/Sound Effects/ItemSounds/item_pickup.ogg2d",1
97,"SkillGemLevelUp","Audio/Sound Effects/Misc/Skill_Gem_Up.ogg","",1
98,"SkillGemLevelUpButton","Audio/Sound Effects/Misc/Skill_Gem_Level_Button.ogg","",1
99,"ESFullCharge","Audio/Sound Effects/UI/ES_Note/Full_Charge.ogg","",1
100,"ESBeginRecharge","Audio/Sound Effects/UI/ES_Note/Begin_Recharge.ogg","",1
101,"ESBreakSmall","Audio/Sound Effects/UI/ES_Note/ES_Break_Small.ogg","",1
102,"ESBreakMedium","Audio/Sound Effects/UI/ES_Note/ES_Break_Med.ogg","",1
103,"ESBreakLarge","Audio/Sound Effects/UI/ES_Note/ES_Break_Large.ogg","",1
104,"WhisperArrived","Audio/Sound Effects/UI/Whisper/Whisper_01.ogg","",1
105,"PlayerInvited","Audio/Sound Effects/UI/Party_Note/Player_Invite.ogg","",1
106,"PlayerJoined","Audio/Sound Effects/UI/Party_Note/Player_Joins.ogg","",1
107,"PlayerLeft","Audio/Sound Effects/UI/Party_Note/Player_Leaves.ogg","",1
108,"ChallengeComplete","Audio/Sound Effects/UI/Challenge/ChallengeComplete.ogg","",1
109,"PortalEnter","Audio/Sound Effects/Skills/TownPortal/Use_Enter.ogg","",1
110,"PortalExit","Audio/Sound Effects/Skills/TownPortal/Use_Exit.ogg","",1
111,"UIClick1Down","Audio/Sound Effects/UI/click_01_down.ogg","",1
112,"UIClick1Up","Audio/Sound Effects/UI/click_01_up.ogg","",1
113,"UIClick2Down","Audio/Sound Effects/UI/click_02_down.ogg","",1
114,"UIClick2Up","Audio/Sound Effects/UI/click_02_up.ogg","",1
115,"UIClick5Down","Audio/Sound Effects/UI/click_05_down.ogg","",1
116,"UIClick5Up","Audio/Sound Effects/UI/click_05_up.ogg","",1
117,"ProphecyAlert","Audio/Sound Effects/Misc/ProphecyAccept/ProphecyAccept.ogg","",""
118,"EssenceItem","Audio/Sound Effects/ItemSounds/EssenceItem.ogg","Audio/Sound Effects/ItemSounds/EssenceItem.ogg2d",""
119,"EnterAct1Town","Audio/Sound Effects/Misc/EnterCamp/Act1.ogg","",""
120,"EnterAct2Town","Audio/Sound Effects/Misc/EnterCamp/Act2.ogg","",""
121,"EnterAct3Town","Audio/Sound Effects/Misc/EnterCamp/Act3.ogg","",""
122,"EnterAct4Town","Audio/Sound Effects/Misc/EnterCamp/Act4.ogg","",""
123,"EnterAct4Pits","Audio/Sound Effects/Environment/Act4PitEntry/1-4-5-1-Entry.ogg","",""
124,"EnterAct5Town","Audio/Sound Effects/Misc/EnterCamp/Act5.ogg","",""
125,"EnterAct6Town","Audio/Sound Effects/Misc/EnterCamp/Act6.ogg","",""
126,"EnterAct7Town","Audio/Sound Effects/Misc/EnterCamp/Act7.ogg","",""
127,"EnterAct8Town","Audio/Sound Effects/Misc/EnterCamp/Act8.ogg","",""
128,"EnterAct9Town","Audio/Sound Effects/Misc/EnterCamp/Act9.ogg","",""
129,"EnterAct10Town","Audio/Sound Effects/Misc/EnterCamp/Act10.ogg","",""
130,"EnterActEpilogue","Audio/Sound Effects/Misc/EnterCamp/ActEpilogue.ogg","",""
131,"ItemFilterAlert10","Audio/Sound Effects/Misc/ItemFilter/AlertSound_10.ogg","Audio/Sound Effects/Misc/ItemFilter/AlertSound_Mono_10.ogg",1
132,"ItemFilterAlert11","Audio/Sound Effects/Misc/ItemFilter/AlertSound_11.ogg","Audio/Sound Effects/Misc/ItemFilter/AlertSound_Mono_11.ogg",1
133,"ItemFilterAlert12","Audio/Sound Effects/Misc/ItemFilter/AlertSound_12.ogg","Audio/Sound Effects/Misc/ItemFilter/AlertSound_Mono_12.ogg",1
134,"ItemFilterAlert13","Audio/Sound Effects/Misc/ItemFilter/AlertSound_13.ogg","Audio/Sound Effects/Misc/ItemFilter/AlertSound_Mono_13.ogg",1
135,"ItemFilterAlert14","Audio/Sound Effects/Misc/ItemFilter/AlertSound_14.ogg","Audio/Sound Effects/Misc/ItemFilter/AlertSound_Mono_14.ogg",1
136,"ItemFilterAlert15","Audio/Sound Effects/Misc/ItemFilter/AlertSound_15.ogg","Audio/Sound Effects/Misc/ItemFilter/AlertSound_Mono_15.ogg",1
137,"ItemFilterAlert16","Audio/Sound Effects/Misc/ItemFilter/AlertSound_16.ogg","Audio/Sound Effects/Misc/ItemFilter/AlertSound_Mono_16.ogg",1
138,"ShAlchemy","Audio/Sound Effects/Misc/ItemFilter/SH22Alchemy.ogg","Audio/Sound Effects/Misc/ItemFilter/SH22Alchemy_Mono.ogg",1
139,"ShBlessed","Audio/Sound Effects/Misc/ItemFilter/SH22Blessed.ogg","Audio/Sound Effects/Misc/ItemFilter/SH22Blessed_Mono.ogg",1
140,"ShChaos","Audio/Sound Effects/Misc/ItemFilter/SH22Chaos.ogg","Audio/Sound Effects/Misc/ItemFilter/SH22Chaos_Mono.ogg",1
141,"ShDivine","Audio/Sound Effects/Misc/ItemFilter/SH22Divine.ogg","Audio/Sound Effects/Misc/ItemFilter/SH22Divine_Mono.ogg",1
142,"ShExalted","Audio/Sound Effects/Misc/ItemFilter/SH22Exalted.ogg","Audio/Sound Effects/Misc/ItemFilter/SH22Exalted_Mono.ogg",1
143,"ShFusing","Audio/Sound Effects/Misc/ItemFilter/SH22Fusing.ogg","Audio/Sound Effects/Misc/ItemFilter/SH22Fusing_Mono.ogg",1
144,"ShGeneral","Audio/Sound Effects/Misc/ItemFilter/SH22General.ogg","Audio/Sound Effects/Misc/ItemFilter/SH22General_Mono.ogg",1
145,"ShMirror","Audio/Sound Effects/Misc/ItemFilter/SH22Mirror.ogg","Audio/Sound Effects/Misc/ItemFilter/SH22Mirror_Mono.ogg",1
146,"ShRegal","Audio/Sound Effects/Misc/ItemFilter/SH22Regal.ogg","Audio/Sound Effects/Misc/ItemFilter/SH22Regal_Mono.ogg",1
147,"ShVaal","Audio/Sound Effects/Misc/ItemFilter/SH22Vaal.ogg","Audio/Sound Effects/Misc/ItemFilter/SH22Vaal_Mono.ogg",1
148,"HinekoraHair","Audio/Sound Effects/ItemSounds/HineHair.ogg","Audio/Sound Effects/ItemSounds/HineHair.ogg2d",""
149,"TukohamaTooth","Audio/Sound Effects/ItemSounds/TukoTooth.ogg","Audio/Sound Effects/ItemSounds/TukoTooth.ogg2d",""
150,"ValakoJaw","Audio/Sound Effects/ItemSounds/VataJaw.ogg","Audio/Sound Effects/ItemSounds/VataJaw.ogg2d",""
151,"LeagueOrb","Audio/Sound Effects/ItemSounds/LeagueStoneItem.ogg","Audio/Sound Effects/ItemSounds/LeagueStoneItem.ogg2d",""
152,"ConsolePassiveConfirm","event:/Sound Effects/UI/Xbox/PassiveConfirm.ogg","event:/Sound Effects/UI/Xbox/PassiveConfirm.ogg",1
153,"ConsoleScroll1","event:/Sound Effects/UI/Xbox/Scroll1.ogg","event:/Sound Effects/UI/Xbox/Scroll1.ogg",1
154,"ConsoleScroll2","event:/Sound Effects/UI/Xbox/Scroll2.ogg","event:/Sound Effects/UI/Xbox/Scroll2.ogg",1
155,"ConsoleScroll3","event:/Sound Effects/UI/Xbox/Scroll3.ogg","event:/Sound Effects/UI/Xbox/Scroll3.ogg",1
156,"ConsoleSkillPadIn","event:/Sound Effects/UI/Xbox/SkillPadIn.ogg","event:/Sound Effects/UI/Xbox/SkillPadIn.ogg",1
157,"ConsoleSkillPadOut","event:/Sound Effects/UI/Xbox/SkillPadOut.ogg","event:/Sound Effects/UI/Xbox/SkillPadOut.ogg",1
158,"Miasmeter","Audio/Sound Effects/ItemSounds/Miasmeter.ogg","Audio/Sound Effects/ItemSounds/Miasmeter.ogg2d",""
159,"EyesofZeal","Audio/Sound Effects/ItemSounds/TemplarCourtKey.ogg","Audio/Sound Effects/ItemSounds/TemplarCourtKey.ogg2d",""
160,"OpenMysteryBox","Audio/Sound Effects/UI/OpenMysteryBox/OpenBox.ogg","",1
161,"MoonOrb","Audio/Sound Effects/ItemSounds/LunSolMoonOrb.ogg","Audio/Sound Effects/ItemSounds/LunSolMoonOrb.ogg2d",""
162,"SunOrb","Audio/Sound Effects/ItemSounds/LunSolSunOrb.ogg","Audio/Sound Effects/ItemSounds/LunSolSunOrb.ogg2d",""
163,"SilverLocket","Audio/Sound Effects/ItemSounds/SilverLocket.ogg","Audio/Sound Effects/ItemSounds/SilverLocket.ogg2d",""
164,"KisharaStar","Audio/Sound Effects/ItemSounds/KisharaStar.ogg","Audio/Sound Effects/ItemSounds/KisharaStar.ogg2d",""
165,"GreustNecklace","Audio/Sound Effects/ItemSounds/GreustNecklace.ogg","Audio/Sound Effects/ItemSounds/GreustNecklace.ogg2d",""
166,"Firefly","Audio/Sound Effects/ItemSounds/FireFly.ogg","Audio/Sound Effects/ItemSounds/FireFly.ogg2d",""
167,"BlackFlag","Audio/Sound Effects/ItemSounds/BlackFlag.ogg","Audio/Sound Effects/ItemSounds/BlackFlag.ogg2d",""
168,"KaruiEye","Audio/Sound Effects/ItemSounds/KaruiEye.ogg","Audio/Sound Effects/ItemSounds/KaruiEye.ogg2d",""
169,"ObsidianKey","Audio/Sound Effects/ItemSounds/ObsidianKey.ogg","Audio/Sound Effects/ItemSounds/ObsidianKey.ogg2d",""
170,"BlackVenom","Audio/Sound Effects/ItemSounds/BlackVenom.ogg","Audio/Sound Effects/ItemSounds/BlackVenom.ogg2d",""
171,"AnkhOfEternity","Audio/Sound Effects/ItemSounds/AnkhOfEternity.ogg","Audio/Sound Effects/ItemSounds/AnkhOfEternity.ogg2d",""
172,"WingsOfVastiri","Audio/Sound Effects/ItemSounds/WingsOfVastiri.ogg","Audio/Sound Effects/ItemSounds/WingsOfVastiri.ogg2d",""
173,"AvariusStaff","Audio/Sound Effects/ItemSounds/AvariusStaff.ogg","Audio/Sound Effects/ItemSounds/AvariusStaff.ogg2d",""
174,"StormSword","Audio/Sound Effects/ItemSounds/StormSword.ogg","Audio/Sound Effects/ItemSounds/StormSword.ogg2d",""
175,"MarakathCalendar","Audio/Sound Effects/ItemSounds/MarakathCalendar.ogg","Audio/Sound Effects/ItemSounds/MarakathCalendar.ogg2d",""
176,"BottledStorm","Audio/Sound Effects/ItemSounds/BottledStorm.ogg","Audio/Sound Effects/ItemSounds/BottledStorm.ogg2d",""
177,"AegisBreak","Audio/Sound Effects/UI/Aegis/BreakSG","Audio/Sound Effects/UI/Aegis/BreakSG",""
178,"AegisRecharge","Audio/Sound Effects/UI/Aegis/FullSG","Audio/Sound Effects/UI/Aegis/FullSG",""
179,"OrbLayerDrop","Audio/Sound Effects/ItemSounds/OrbLayerDrop.ogg","Audio/Sound Effects/ItemSounds/orb.ogg2d",""
180,"OrbLayerHigh","Audio/Sound Effects/ItemSounds/OrbLayerHigh.ogg","Audio/Sound Effects/ItemSounds/orb.ogg2d",""
181,"OrbLayerMid","Audio/Sound Effects/ItemSounds/OrbLayerMid.ogg","Audio/Sound Effects/ItemSounds/orb.ogg2d",""
182,"OrbLayerLow","Audio/Sound Effects/ItemSounds/OrbLayerLow.ogg","Audio/Sound Effects/ItemSounds/orb.ogg2d",""
183,"DelveFossil","Audio/Sound Effects/ItemSounds/DelveFossil.ogg","Audio/Sound Effects/ItemSounds/DelveFossil.ogg2d",""
184,"RecipeUnlock","Audio/Sound Effects/UI/RecipeUnlock/RecipeUnlock.ogg","",""
185,"MasterMissionComplete","Audio/Sound Effects/Misc/MasterMissionComplete.ogg","",""
186,"MasterMissionFailed","Audio/Sound Effects/Misc/MasterMissionFail.ogg","",""
187,"UnveilMods","Audio/Sound Effects/UI/Unveil/UnveilMods.ogg","",""
188,"UnveilItem","Audio/Sound Effects/UI/Unveil/UnveilItem.ogg","",""
189,"SynthesizeItem","Audio/Sound Effects/UI/SynthesisCreateItem/CreateItem.ogg","",""
190,"SynthesisPortalEnter","Audio/Sound Effects/Environment/SynthesisLeague/Portal/SynthesisEnter.ogg","",1
191,"SynthesisPortalExit","Audio/Sound Effects/Environment/SynthesisLeague/Portal/SynthesisExit.ogg","",1
192,"SynthesisSelectMemory","Audio/Sound Effects/UI/Synthesis/SelectMemory.ogg","",""
193,"SynthesisPlace","Audio/Sound Effects/UI/Synthesis/Place.ogg","",""
194,"SynthesisRemove","Audio/Sound Effects/UI/Synthesis/Remove.ogg","",""
195,"SynthesisDisappear","Audio/Sound Effects/UI/Synthesis/Disappear.ogg","",""
196,"WaypointTravel","Audio/Sound Effects/UI/Waypoint/Travel.ogg","",""
197,"SynthesisComplete","Audio/Sound Effects/UI/Synthesis/Complete.ogg","",""
198,"SynthesisFail","Audio/Sound Effects/UI/Synthesis/Fail.ogg","",""
199,"InteractionFailed","Audio/Sound Effects/UI/Quest/ObjectInteractFail.ogg","",""
200,"GenericFail","Audio/Sound Effects/UI/GenericFail/GenericFail.ogg","",""
201,"RhoaEggBreakOne","Audio/Sound Effects/MonsterSounds/Rhoas/Indicators/Indicator_1.ogg","",""
202,"RhoaEggBreakTwo","Audio/Sound Effects/MonsterSounds/Rhoas/Indicators/Indicator_2.ogg","",""
203,"RhoaEggBreakThree","Audio/Sound Effects/MonsterSounds/Rhoas/Indicators/Indicator_3.ogg","",""
204,"RhoaEggBreakFour","Audio/Sound Effects/MonsterSounds/Rhoas/Indicators/Indicator_4.ogg","",""
205,"RhoaEggBreakFive","Audio/Sound Effects/MonsterSounds/Rhoas/Indicators/Indicator_5.ogg","",""
206,"QuestAreaCleared","Audio/Sound Effects/Environment/LevelTransitions/FetidPool/TransitionAudio.ogg","",""
207,"SellingItem","Audio/Sound Effects/UI/Selling/SellingEffects.ogg","",""
208,"AcceptItem","Audio/Sound Effects/UI/Selling/SellingEffects.ogg","",""
209,"BlightVictory","Audio/Sound Effects/UI/Blight/Victory.ogg","",""
210,"BlightDefeat","Audio/Sound Effects/UI/Blight/Defeat.ogg","",""
211,"BlightMushrunes","Audio/Sound Effects/ItemSounds/BlightMushrunes.ogg","Audio/Sound Effects/ItemSounds/BlightMushrunes.ogg2d",""
212,"AtlasMapSpread","Audio/Sound Effects/UI/Atlas/Conquerors/MapSpread.ogg","",1
213,"AtlasPlaceMap","Audio/Sound Effects/UI/Atlas/Conquerors/PlaceMap.ogg","",1
214,"AtlasUnlockNode","Audio/Sound Effects/UI/Atlas/Conquerors/UnlockedNode.ogg","",1
215,"AtlasStrongholdDissipate","Audio/Sound Effects/UI/Atlas/Stronghold/Dissipate.ogg","",1
216,"AtlasStrongholdLock","Audio/Sound Effects/UI/Atlas/Stronghold/Lock.ogg","",1
217,"TreeExpandSmall","Audio/Sound Effects/UI/TreeExpand/ExpandSmall.ogg","",""
