"rownum","Id","EPKFile","i32","i32","i32","[rid]","bool","string"
14,"BoneArmourFadeOut","Metadata/Effects/Spells/maneuver_mechanics/BoneArmour_Fade.epk",500,0,4,[],1,""
15,"DoubleSlashMaxStages","Metadata/Effects/Spells/lacerate/charge_MAX.epk",1000,0,4,[],1,""
16,"PhysicalDamageAuraFadeOut","Metadata/Effects/Spells/player_auras/physical_damage/enemy_affected_fadeout.epk",2100,0,4,[],1,""
17,"BoneArmourHitBlock","Metadata/Effects/Spells/maneuver_mechanics/BoneArmour_Hit.epk",500,100,4,[],"",""
18,"QuickGuardHitBlock","Metadata/Effects/Spells/maneuver_mechanics/Iron_Skin_Hit.epk",500,100,4,[],"",""
19,"IceDashWranglerWarpIn","Metadata/Effects/Microtransactions/Spells/ice_dash/frontier_wrangler/nonplayer.epk",300,0,4,[],"","Metadata/Effects/Microtransactions/Spells/ice_dash/frontier_wrangler/player.epk"
20,"IceDashWranglerWarpOut","Metadata/Effects/Microtransactions/Spells/ice_dash/frontier_wrangler/nonplayershadow.epk",1000,0,4,[],"","Metadata/Effects/Microtransactions/Spells/ice_dash/frontier_wrangler/shadow.epk"
21,"NewNewShieldChargeHitFlash","Metadata/Effects/Spells/shield_charge_003/shield_hit_flash.epk",250,0,4,[],1,""
22,"LegionEndlessInactive","Metadata/Effects/Spells/monsters_effects/League_Legion/epk/revival/inactive.epk",0,0,4,[48],"",""
23,"LegionEndlessActive","Metadata/Effects/Spells/monsters_effects/League_Legion/epk/revival/active.epk",0,0,4,[48],"",""
24,"LegionEndlessReviving","Metadata/Effects/Spells/monsters_effects/League_Legion/epk/revival/vanish.epk",0,0,4,[48],"",""
25,"LegionEndlessRevived","Metadata/Effects/Spells/monsters_effects/League_Legion/epk/revival/revival.epk",0,0,4,[48],"",""
26,"BlitzChargeMaxCharges","Metadata/Effects/Spells/ascendancy_classes/berserker/blitz/blitz_01.epk",0,0,2,[],"",""
27,"BlockedHitParry","Metadata/Effects/Spells/weapon_hit_fx/parry_EPK.epk",200,0,3,[],"",""
28,"LegionEndlessControlZone","Metadata/Effects/Spells/monsters_effects/League_Legion/endgame/counter.epk",2500,250,4,[48],"",""
29,"BloodStanceBegin","Metadata/Effects/Spells/blood_sand_stance/blood_stance_begin.epk",1000,250,4,[],1,""
30,"SandStanceBegin","Metadata/Effects/Spells/blood_sand_stance/sand_stance_begin.epk",800,200,4,[],1,""
31,"NewNewShieldChargeKitavaHitFlash","Metadata/Effects/Spells/monsters_effects/kitava_red/shield_charge/ghostshield/shield_hit_flash.epk",250,0,4,[],1,""
32,"ArcCelestialHit","Metadata/Effects/Microtransactions/Spells/arc/celestial/enemy_hit.epk",500,250,4,[],1,""
33,"ArcCelestialLuckyStart","Metadata/Effects/Microtransactions/Spells/arc/celestial/vaal_buff_begin.epk",500,0,4,[],1,""
34,"IncubatorCompletionEPK","Metadata/Effects/Spells/Incubator/create_item/ping.epk",500,0,3,[],1,""
35,"SlitherFirstWither","Metadata/Effects/Spells/slither/slither_wither.epk",2500,0,4,[],1,""
36,"ElusiveFadeOut","Metadata/Effects/Spells/slither/elusive_off.epk",1000,0,3,[],"",""
37,"CobraLashCrit","Metadata/Effects/Spells/cobra_lash/enemy_crit_hit.epk",2500,0,4,[],1,""
38,"ElusiveEffect","Metadata/Effects/Spells/slither/elusive.epk",0,0,3,[],"",""
39,"LeapSlamCelestialWarpOut","Metadata/Effects/Microtransactions/Spells/leapslam/celestial/warp_out.epk",250,0,4,[],1,""
40,"LeapSlamCelestialWarpIn","Metadata/Effects/Microtransactions/Spells/leapslam/celestial/warp_in.epk",250,0,4,[],1,""
41,"NecromancerPlaguebringerStart","Metadata/Effects/Spells/ascendancy_classes/necromancer/allies_buff/allies_buff_start.epk",500,0,2,[],"",""
42,"CelestialBloodStanceBegin","Metadata/Effects/Microtransactions/Spells/blood_sand_stance/celestial_blood_stance_begin.epk",1000,0,4,[],"",""
43,"CelestialSandStanceBegin","Metadata/Effects/Microtransactions/Spells/blood_sand_stance/celestial_sand_stance_begin.epk",1000,0,4,[],"",""
44,"BurningMinionsSupportStart","Metadata/Effects/Spells/minion_burn/startburn.epk",1000,0,4,[],"",""
45,"MambaStrikeApply","Metadata/Effects/Spells/mamba_strike/mamba_strike_apply.epk",750,0,4,[],"",""
46,"MambaStrikeApplyLarge","Metadata/Effects/Spells/mamba_strike/mamba_strike_apply_large.epk",750,0,4,[],"",""
47,"MambaStrikeApplyLargest","Metadata/Effects/Spells/mamba_strike/mamba_strike_apply_largest.epk",750,0,4,[],"",""
48,"MambaStrikeNovaAffected","Metadata/Effects/Spells/mamba_strike/mamba_nova_affected.epk",750,0,4,[],"",""
49,"MambaStrikeNovaAffectedLarge","Metadata/Effects/Spells/mamba_strike/mamba_nova_affected_large.epk",750,0,4,[],"",""
50,"MambaStrikeNovaAffectedLargest","Metadata/Effects/Spells/mamba_strike/mamba_nova_affected_largest.epk",750,0,4,[],"",""
51,"MambaStrikeNovaPoisonFadeout","Metadata/Effects/Spells/mamba_strike/mamba_nova_poison_FADEOUT.epk",1000,0,4,[],"",""
52,"QuickDodgeDash","Metadata/Effects/Spells/maneuver_mechanics/Dash.epk",0,0,4,[],"",""
53,"QuickDodgeDashWild","Metadata/Effects/Microtransactions/Spells/quick_dodge/frontier_wild/player.epk",0,0,4,[],"",""
54,"QuickDodgeDashMonster","Metadata/Effects/Spells/maneuver_mechanics/MonsterDash.epk",0,0,4,[],"",""
55,"QuickDodgeAfterImage","Metadata/Effects/Spells/maneuver_mechanics/AfterImage.epk",0,0,4,[],"",""
56,"QuickDodgeAfterImageWild","Metadata/Effects/Microtransactions/Spells/quick_dodge/frontier_wild/shadows.epk",0,0,4,[],"",""
57,"QuickDodgeAfterImageMonster","Metadata/Effects/Spells/maneuver_mechanics/AfterImage_Skeleton.epk",0,0,4,[],"",""
58,"SnappingAdderWhirlingBlades","Metadata/Effects/Spells/snapping_adder/empowered_whirling_blades.epk",1000,0,4,[],1,""
59,"CelestialSummonSkeletonBase","Metadata/Effects/Microtransactions/Spells/raise_skeleton/celestial/base.epk",0,0,4,[],"",""
60,"CelestialSummonSkeletonMage","Metadata/Effects/Microtransactions/Spells/raise_skeleton/celestial/caster.epk",0,0,4,[],"",""
61,"CelestialSummonSkeletonBoss","Metadata/Effects/Microtransactions/Spells/raise_skeleton/celestial/boss.epk",0,0,4,[],"",""
62,"CelestialSummonSkeletonBossMage","Metadata/Effects/Microtransactions/Spells/raise_skeleton/celestial/caster_boss.epk",0,0,4,[],"",""
63,"MetamorphosisSource","Metadata/Effects/Spells/monsters_effects/League_3_9_0/Metamorphing/MorphIn.epk",1000,0,4,[51],1,""
64,"MetamorphosisDestination","Metadata/Effects/Spells/monsters_effects/League_3_9_0/Metamorphing/MorphOut.epk",1000,0,4,[51],1,""
65,"MetamorphosisSourceTeleport","Metadata/Effects/Spells/monsters_effects/League_3_9_0/Metamorphing/MorphIn_Move.epk",0,0,4,[51],1,""
66,"MetamorphosisDestinationTeleport","Metadata/Effects/Spells/monsters_effects/League_3_9_0/Metamorphing/MorphOut_Move.epk",1000,0,4,[51],1,""
67,"IceDashAfterTeleport","Metadata/Effects/Spells/maneuver_mechanics/BlinkWarp_Icicles.epk",500,0,4,[],"",""
68,"MetamorphosisMinionBlob","Metadata/Effects/Spells/monsters_effects/League_3_9_0/blob_monster/blob_melt.epk",0,0,4,[51],1,""
69,"BurningArrowAttachedFade","Metadata/Effects/Spells/firearrow_02/burning_debuff_end.epk",0,0,4,[],"",""
70,"WandAttackPhysical","Metadata/Effects/Spells/base_wand_attack/wand_phys.epk",0,0,4,[],1,""
71,"WandAttackLightning","Metadata/Effects/Spells/base_wand_attack/wand_light.epk",0,0,4,[],1,""
72,"WandAttackCold","Metadata/Effects/Spells/base_wand_attack/wand_ice.epk",0,0,4,[],1,""
73,"WandAttackFire","Metadata/Effects/Spells/base_wand_attack/wand_fire.epk",0,0,4,[],1,""
74,"MetamorphStampede","Metadata/Effects/Spells/monsters_effects/League_Bestiary/diverse_effects/stampede/EPK/stampede_fx.epk",0,0,4,[],"",""
75,"WandAttackFrenzy","Metadata/Effects/Spells/frenzy_02/wand_frenzy.epk",0,0,4,[],1,""
76,"MetamorphKitavaHideLegs","Metadata/Effects/Spells/monsters_effects/League_3_9_0/Metamorphing/Kitava_fade.epk",0,0,4,[],"",""
77,"ArcaneCloakFadeOut","Metadata/Effects/Spells/maneuver_mechanics/ArcaneCloak_Fade.epk",500,0,4,[],1,""
78,"ArcaneCloakHitBlock","Metadata/Effects/Spells/maneuver_mechanics/ArcaneCloak_Hit.epk",500,100,4,[],1,""
79,"AfflictionPlayerReflection","Metadata/Effects/Spells/monsters_effects/League_Affliction/encounter_object/epks/10_0_char_b.epk",0,0,4,[52],"",""
80,"AfflictionEffectEnd","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/AfflictedMob_FadeOut.epk",1000,0,4,[52],"",""
81,"AnimateWeaponSpawn","Metadata/Effects/Spells/animate_weapon/spawn.epk",1000,0,4,[],"",""
82,"AnimateWeaponSpawnBow","Metadata/Effects/Spells/animate_weapon/bow_spawn.epk",1000,0,4,[],"",""
83,"AnimateWeaponDespawn","Metadata/Effects/Spells/animate_weapon/despawn.epk",0,0,4,[],"",""
84,"AnimateWeaponDespawnBow","Metadata/Effects/Spells/animate_weapon/bow_despawn.epk",0,0,4,[],"",""
85,"AfflictionSpawn","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Affliction_Spawn.epk",1200,0,4,[52],"",""
86,"AfflictionDeath","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Affliction_Death.epk",0,0,4,[52],"",""
87,"AfflictionPlayerEffect","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/PlayerAffliction.epk",0,0,4,[52],"",""
88,"AfflictionModEffectEnd","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/AfflictedMonster_FadeOut.epk",1200,0,4,[52],"",""
89,"AfflictionBossShieldEnd","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_boss_final/EnergyShield_Barrier_End.epk",1500,0,4,[52],"",""
90,"SpellslingerWandSurgeMain","Metadata/Effects/Spells/spellslinger/surge_wand.epk",1000,0,4,[],1,""
91,"SpellslingerWandSurgeOff","Metadata/Effects/Spells/spellslinger/surge_wand_left.epk",1000,0,4,[],1,""
92,"SpellslingerWandGlow","Metadata/Effects/Spells/spellslinger/glow_wand.epk",1000,0,4,[],1,""
93,"AfflictionDoodadSpawn","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Affliction_Doodads_FadeIn.epk",1200,0,4,[52],"",""
94,"AfflictionDoodadVaporize","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Affliction_Doodads_FadeOut.epk",0,0,4,[],"",""
95,"ArcaneCloakFadeIn","Metadata/Effects/Spells/maneuver_mechanics/ArcaneCloak_FadeIn.epk",500,0,4,[],"",""
96,"AfflictionModDemonFadeIn","Metadata/Effects/Spells/monsters_effects/League_Affliction/affliction_mods/Affliction_Spawn_fastAT.epk",1000,0,4,[52],"",""
97,"FreezingPulseHit","Metadata/Effects/Spells/freezing_pulse/FreezingPulseHit.epk",1000,0,4,[],1,""
98,"CelestialAnimateWeaponSpawn","Metadata/Effects/Spells/animate_weapon/Celestial/spawn.epk",1000,0,4,[],"",""
99,"CelestialAnimateWeaponDespawn","Metadata/Effects/Spells/animate_weapon/Celestial/despawn.epk",0,0,4,[],"",""
100,"CelestialAnimateWeaponSpawnBow","Metadata/Effects/Spells/animate_weapon/Celestial/bow_spawn.epk",1000,0,4,[],"",""
101,"CelestialAnimateWeaponDespawnBow","Metadata/Effects/Spells/animate_weapon/Celestial/bow_despawn.epk",0,0,4,[],"",""
102,"StygianMoltenShell","Metadata/Effects/Microtransactions/Spells/molten_shell_stygian/base_fx.epk",0,0,4,[],1,""
103,"StygianMoltenShellEnd","Metadata/Effects/Microtransactions/Spells/molten_shell_stygian/end.epk",1000,0,4,[],"",""
104,"RallyingCryNewAllyBuff","Metadata/Effects/Spells/warcries/rallying_cry/Ally_Buff.epk",500,0,4,[],1,""
105,"InfernalCryCharacterEffect","Metadata/Effects/Spells/warcries/infernal_cry/Infernal_Cry.epk",0,0,4,[],"",""
106,"InfernalCryWeaponBuffRight","Metadata/Effects/Spells/warcries/infernal_cry/WeaponBuff_R.epk",0,0,4,[],"",""
107,"InfernalCryWeaponBuffLeft","Metadata/Effects/Spells/warcries/infernal_cry/WeaponBuff_L.epk",0,0,4,[],"",""
108,"InnocenceAnimateWeaponSpawn","Metadata/Effects/Microtransactions/Spells/animate_weapon/innocence/spawn.epk",1000,0,4,[],"",""
109,"InnocenceAnimateWeaponSpawnBow","Metadata/Effects/Microtransactions/Spells/animate_weapon/innocence/spawn.epk",1000,0,4,[],"",""
110,"InnocenceAnimateWeaponDespawn","Metadata/Effects/Microtransactions/Spells/animate_weapon/innocence/despawn.epk",0,0,4,[],"",""
111,"InnocenceAnimateWeaponDespawnBow","Metadata/Effects/Microtransactions/Spells/animate_weapon/innocence/despawn.epk",0,0,4,[],"",""
112,"AutomatonAnimateWeaponSpawn","Metadata/Effects/Microtransactions/Spells/animate_weapon/automaton/spawn.epk",1000,0,4,[],"",""
113,"AutomatonAnimateWeaponSpawnBow","Metadata/Effects/Microtransactions/Spells/animate_weapon/automaton/spawn.epk",1000,0,4,[],"",""
114,"AutomatonAnimateWeaponDespawn","Metadata/Effects/Microtransactions/Spells/animate_weapon/automaton/despawn.epk",0,0,4,[],"",""
115,"AutomatonAnimateWeaponDespawnBow","Metadata/Effects/Microtransactions/Spells/animate_weapon/automaton/despawn.epk",0,0,4,[],"",""
116,"SanctumAnimateWeaponSpawn","Metadata/Effects/Microtransactions/Spells/animate_weapon/sanctum/spawn.epk",1000,0,4,[],"",""
117,"SanctumAnimateWeaponSpawnBow","Metadata/Effects/Microtransactions/Spells/animate_weapon/sanctum/spawn.epk",1000,0,4,[],"",""
118,"SanctumAnimateWeaponDespawn","Metadata/Effects/Microtransactions/Spells/animate_weapon/sanctum/despawn.epk",0,0,4,[],"",""
119,"SanctumAnimateWeaponDespawnBow","Metadata/Effects/Microtransactions/Spells/animate_weapon/sanctum/despawn.epk",0,0,4,[],"",""
120,"LightningWarpIn","Metadata/Effects/Spells/lightning_warp_02/CharacterWarp_In.epk",500,0,4,[],1,"Metadata/Effects/Spells/lightning_warp_02/CharacterWarp_InPlayer.epk"
121,"LightningWarpOut","Metadata/Effects/Spells/lightning_warp_02/CharacterWarp_Out.epk",500,0,4,[],1,"Metadata/Effects/Spells/lightning_warp_02/CharacterWarp_OutPlayer.epk"
122,"RallyingCryNewPlayerBuff","Metadata/Effects/Spells/warcries/rallying_cry/Rallying_Cry.epk",1500,0,4,[],1,""
123,"IntimidatingCryWeaponCharacterEffect","Metadata/Effects/Spells/warcries/intimidating_cry/Intimidating_Weapon.epk",0,0,4,[],"",""
124,"IntimidatingCryWeaponBuffRight","Metadata/Effects/Spells/warcries/intimidating_cry/R_Weapon_Buff.epk",0,0,4,[],"",""
125,"IntimidatingCryWeaponBuffLeft","Metadata/Effects/Spells/warcries/intimidating_cry/L_Weapon_Buff.epk",0,0,4,[],"",""
126,"WarcryAncestorEffectEpkMale","Metadata/Effects/Spells/warcries/ancestors/AncestorSkin.epk",0,0,4,[],"",""
127,"HarvestObjectGhostNeutral","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/monster_plants/Sowing_Object_01.epk",0,0,4,[53],"",""
128,"HarvestObjectGhostRed","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/monster_plants/Sowing_Object_04.epk",0,0,4,[53],"",""
129,"HarvestObjectGhostGreen","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/monster_plants/Sowing_Object_03.epk",0,0,4,[53],"",""
130,"HarvestObjectGhostBlue","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/monster_plants/Sowing_Object_02.epk",0,0,4,[53],"",""
131,"HarvestObjectGhostInvalid","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/monster_plants/Sowing_Object_Nope.epk",0,0,4,[53],"",""
132,"AncestralSlamSpiritEpk","Metadata/Effects/Spells/supports/ancestor_slam/AncestorSkin.epk",0,0,4,[],"",""
133,"AncestralSlamSpiritEpkCelestial","Metadata/Effects/Microtransactions/Spells/ancestral_slam/gold_celestial/AncestorSkin.epk",0,0,4,[],"",""
134,"AncestralSlamSpiritEpkJudicator","Metadata/Effects/Microtransactions/Spells/ancestral_slam/judicator/fade.epk",0,0,4,[],"",""
135,"PenanceBrandFullyCharged","Metadata/Effects/Spells/conduit_sigil/phys_lightning/chargedup.epk",0,0,4,[],1,""
136,"RallyingCryWeaponBuffRight","Metadata/Effects/Spells/warcries/rallying_cry/WeaponBuff_R.epk",0,0,4,[],"",""
137,"RallyingCryWeaponBuffLeft","Metadata/Effects/Spells/warcries/rallying_cry/WeaponBuff_L.epk",0,0,4,[],"",""
138,"HarvestCrabEnrageStart","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/bulb/Crab/enrage_epk/enrage_start.epk",150,0,4,[],"",""
139,"EnduringCryCharacterEffect","Metadata/Effects/Spells/warcries/enduring_cry/Enduring_Cry.epk",1500,0,4,[],1,""
140,"SpiritualCryCharacterEffect","Metadata/Effects/Spells/warcries/spiritual_cry/Spiritual_Cry.epk",1500,0,4,[],1,""
141,"AncestralCryCharacterEffect","Metadata/Effects/Spells/warcries/ancestral_cry/Ancestral_Cry.epk",1500,0,4,[],1,""
142,"IntimidatingCryCharacterEffect","Metadata/Effects/Spells/warcries/intimidating_cry/Intimidating_Cry.epk",1500,0,4,[],1,""
143,"ArcticBreathFadeOut","Metadata/Effects/Spells/arctic_breath_02/aura/Arctic_Frost_Out.epk",1150,0,4,[],1,""
144,"HarvestHulkEnrageBeat","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/thorn/BrambleHulk/thump_displacement.epk",2000,0,4,[],1,""
145,"ArcHit","Metadata/Effects/Spells/arc_03/ArcHit.epk",1500,250,4,[],1,""
146,"HarvestHatchBlue","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/hatch_epk/epk/bulb_fadeout.epk",4000,0,4,[],"",""
147,"HarvestHatchRed","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/hatch_epk/epk/thorn_fadeout.epk",4000,0,4,[],"",""
148,"HarvestHatchGreen","Metadata/Effects/Spells/monsters_effects/LeagueHarvest/harvest_monsters/hatch_epk/epk/scale_fadeout.epk",4000,0,4,[],"",""
149,"WarcryAncestorEffectEpkFemale","Metadata/Effects/Spells/warcries/ancestors/AncestorSkin_F.epk",0,0,4,[],"",""
150,"EnduringCryCharacterEffectCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/enduring_cry/Enduring_Cry.epk",1500,0,4,[],1,""
151,"InfernalCryCharacterEffectCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/infernal_cry/Infernal_Cry.epk",0,0,4,[],"",""
152,"InfernalCryWeaponBuffLeftCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/infernal_cry/WeaponBuff_L.epk",0,0,4,[],"",""
153,"InfernalCryWeaponBuffRightCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/infernal_cry/WeaponBuff_R.epk",0,0,4,[],"",""
154,"RallyingCryNewAllyBuffCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/rallying_cry/Ally_Buff.epk",500,0,4,[],1,""
155,"RallyingCryNewPlayerBuffCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/rallying_cry/Rallying_Cry.epk",1500,0,4,[],1,""
156,"RallyingCryWeaponBuffRightCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/rallying_cry/WeaponBuff_R.epk",0,0,4,[],"",""
157,"RallyingCryWeaponBuffLeftCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/rallying_cry/WeaponBuff_L.epk",0,0,4,[],"",""
158,"QuickDodgeDashConstrictor","Metadata/Effects/Spells/constrictor_dash/poison_dash.epk",0,0,4,[],"",""
159,"QuickDodgeAfterImageConstrictor","Metadata/Effects/Spells/constrictor_dash/AfterImage.epk",0,0,4,[],"",""
160,"AncestralSlamSpiritEpkFemale","Metadata/Effects/Spells/supports/ancestor_slam/AncestorSkin_F.epk",0,0,4,[],"",""
161,"InfernalCryCharacterEffectCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/infernal/Infernal_Cry.epk",0,0,4,[],"",""
162,"InfernalCryWeaponBuffRightCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/infernal/WeaponBuff_R.epk",0,0,4,[],"",""
163,"InfernalCryWeaponBuffLeftCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/infernal/WeaponBuff_L.epk",0,0,4,[],"",""
164,"EnduringCryCharacterEffectCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/enduring/Enduring_Cry.epk",1500,0,4,[],1,""
165,"RallyingCryNewAllyBuffCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/rallying/Ally_Buff.epk",500,0,4,[],1,""
166,"RallyingCryNewPlayerBuffCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/rallying/Rallying_Cry.epk",1500,0,4,[],1,""
167,"RallyingCryWeaponBuffRightCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/rallying/WeaponBuff_R.epk",0,0,4,[],"",""
168,"RallyingCryWeaponBuffLeftCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/rallying/WeaponBuff_L.epk",0,0,4,[],"",""
169,"IntimidatingCryWeaponCharacterEffectCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/intimidating/Intimidating_Weapon.epk",0,0,4,[],"",""
170,"IntimidatingCryWeaponBuffRightCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/intimidating/R_Weapon_Buff.epk",0,0,4,[],"",""
171,"IntimidatingCryWeaponBuffLeftCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/intimidating/L_Weapon_Buff.epk",0,0,4,[],"",""
172,"IntimidatingCryCharacterEffectCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/intimidating/Intimidating_Cry.epk",1500,0,4,[],1,""
173,"AncestralCryCharacterEffectCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/ancestral/Ancestral_Cry.epk",1500,0,4,[],1,""
174,"SpiritualCryCharacterEffectCryWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/generals/Spiritual_Cry.epk",1500,0,4,[],1,""
175,"SpiritualCryCharacterEffectCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/spiritual_cry/Spiritual_Cry.epk",1500,0,4,[],1,""
176,"IntimidatingCryWeaponCharacterEffectCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/intimidating_cry/Intimidating_Weapon.epk",0,0,4,[],"",""
177,"IntimidatingCryWeaponBuffRightCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/intimidating_cry/R_Weapon_Buff.epk",0,0,4,[],"",""
178,"IntimidatingCryWeaponBuffLeftCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/intimidating_cry/L_Weapon_Buff.epk",0,0,4,[],"",""
179,"IntimidatingCryCharacterEffectCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/intimidating_cry/Intimidating_Cry.epk",1500,0,4,[],1,""
180,"AncestralCryCharacterEffectCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/ancestral_cry/Ancestral_Cry.epk",1500,0,4,[],1,""
181,"LightningMaceMonster","Metadata/Effects/Microtransactions/Weapon_effects/uniques/Mjolner/Mjolner.epk",0,0,4,[],"",""
182,"CarnageBowMonster","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/carnage/bow/bow.epk",0,0,4,[],"",""
183,"DisintegrateOnHit","Metadata/Effects/Spells/disintegrate/enemy_hit.epk",400,0,4,[],1,""
184,"FirewallLoopingArrow","Metadata/Effects/Spells/flame_wall/arrow_proj_loop.epk",0,0,4,[],"",""
185,"FirewallOnceArrow","Metadata/Effects/Spells/flame_wall/arrow_proj_once.epk",0,0,4,[],"",""
186,"FirewallLoopingSpell","Metadata/Effects/Spells/flame_wall/spell_proj_loop.epk",0,0,4,[],"",""
187,"FirewallOnceSpell","Metadata/Effects/Spells/flame_wall/spell_proj_once.epk",0,0,4,[],"",""
188,"HeistMilitaryChokepointChannelEffect","Metadata/Effects/Spells/monsters_effects/League_Heist/channel/epk/channel.epk",0,0,4,[],1,""
189,"SteelStealSplitSwordEPK","Metadata/Effects/Spells/steel_shard/shattered_weapons/ShatterWeapon.epk",0,0,4,[],"",""
190,"SteelStealShardRegenEPK","Metadata/Effects/Spells/steel_shard/shattered_weapons/Shard_Reload.epk",1150,0,4,[],"",""
191,"FirewallMortarEPK","Metadata/Effects/Spells/flame_wall/mortar_proj.epk",0,0,4,[],"",""
192,"DoomBlastHit","Metadata/Effects/Spells/doom_blast/doom_hit.epk",1200,0,4,[],1,""
193,"FirewallMortarEPK2","Metadata/Effects/Spells/flame_wall/mortar_proj2.epk",0,0,4,[],"",""
194,"FirewallMortarEPK3","Metadata/Effects/Spells/flame_wall/mortar_proj3.epk",0,0,4,[],"",""
195,"FirewallMortarEPK4","Metadata/Effects/Spells/flame_wall/mortar_proj4.epk",0,0,4,[],"",""
196,"BlackHoleDeathEpk","Metadata/Effects/Spells/black_hole/void_death.epk",0,0,4,[],"",""
