"rownum","string","i32","rid","i32"
57,"WatchersEye58",1,13813,1000
58,"WatchersEye59",1,13815,1000
59,"WatchersEye60",1,13816,1000
60,"WatchersEye61",1,13817,1000
61,"WatchersEye62",1,13818,1000
62,"WatchersEye63",1,13820,1000
63,"WatchersEye64",1,13821,1000
64,"WatchersEye65",1,13822,1000
65,"WatchersEye66",1,13823,1000
66,"WatchersEye67",1,13825,1000
67,"WatchersEye68",1,13824,1000
68,"WatchersEye69",1,18092,1000
69,"WatchersEye70",1,18088,1000
70,"WatchersEye71",1,18089,1000
71,"WatchersEye72",1,18090,1000
72,"WatchersEye73",1,18091,1000
73,"WatchersEye74",1,18093,1000
74,"WatchersEye75",1,18094,1000
75,"WatchersEye76",1,18095,1000
76,"WatchersEye77",1,18096,1000
77,"WatchersEye78",1,18097,1000
78,"WatchersEye79",1,18099,1000
79,"WatchersEye80",1,18100,1000
80,"WatchersEye81",1,13826,1000
81,"WatchersEye82",1,13827,1000
82,"WatchersEye83",1,13828,1000
83,"WatchersEye84",1,13829,1000
84,"WatchersEye85",1,13830,1000
85,"WatchersEye86",1,13831,1000
86,"WatchersEye87",1,13832,1000
87,"WatchersEye88",1,13833,1000
88,"WatchersEye89",1,13834,1000
89,"WatchersEye90",1,13835,1000
90,"SplitPersonality1",2,19974,1000
91,"SplitPersonality2",2,19975,1000
92,"SplitPersonality3",2,19976,1000
93,"SplitPersonality4",2,19977,1000
94,"SplitPersonality5",2,19978,1000
95,"SplitPersonality6",2,19979,1000
96,"SplitPersonality7",2,19980,1000
97,"SplitPersonality8",2,19981,1000
98,"SplitPersonality9",2,19982,1000
99,"Megalomaniac1",3,19678,1000
100,"Megalomaniac2",3,19679,1000
101,"Megalomaniac3",3,19865,1000
102,"Megalomaniac4",3,19681,1000
103,"Megalomaniac5",3,19682,1000
104,"Megalomaniac6",3,19683,1000
105,"Megalomaniac7",3,19684,1000
106,"Megalomaniac8",3,19685,1000
107,"Megalomaniac9",3,19686,1000
108,"Megalomaniac10",3,19687,1000
109,"Megalomaniac11",3,19863,1000
110,"Megalomaniac12",3,19689,1000
111,"Megalomaniac13",3,19690,1000
112,"Megalomaniac14",3,19691,1000
113,"Megalomaniac15",3,19692,1000
114,"Megalomaniac16",3,19693,1000
115,"Megalomaniac17",3,19694,1000
116,"Megalomaniac18",3,19695,1000
117,"Megalomaniac19",3,19696,1000
118,"Megalomaniac20",3,19697,1000
119,"Megalomaniac21",3,19698,1000
120,"Megalomaniac22",3,19699,1000
121,"Megalomaniac23",3,19700,1000
122,"Megalomaniac24",3,19704,1000
123,"Megalomaniac25",3,19705,1000
124,"Megalomaniac26",3,19706,1000
125,"Megalomaniac27",3,19707,1000
126,"Megalomaniac28",3,19708,1000
127,"Megalomaniac29",3,19709,1000
128,"Megalomaniac30",3,19710,1000
129,"Megalomaniac31",3,19711,1000
130,"Megalomaniac32",3,19712,1000
131,"Megalomaniac33",3,19713,1000
132,"Megalomaniac34",3,19714,1000
133,"Megalomaniac35",3,19715,1000
134,"Megalomaniac36",3,19716,1000
135,"Megalomaniac37",3,19867,1000
136,"Megalomaniac38",3,19718,1000
137,"Megalomaniac39",3,19719,1000
138,"Megalomaniac40",3,19720,1000
139,"Megalomaniac41",3,19721,1000
140,"Megalomaniac42",3,19722,1000
141,"Megalomaniac43",3,19723,1000
142,"Megalomaniac44",3,19724,1000
143,"Megalomaniac45",3,19725,1000
144,"Megalomaniac46",3,19726,1000
145,"Megalomaniac47",3,19727,1000
146,"Megalomaniac48",3,19728,1000
147,"Megalomaniac49",3,19729,1000
148,"Megalomaniac50",3,19730,1000
149,"Megalomaniac51",3,19731,1000
150,"Megalomaniac52",3,19732,1000
151,"Megalomaniac53",3,19733,1000
152,"Megalomaniac54",3,19734,1000
153,"Megalomaniac55",3,19735,1000
154,"Megalomaniac56",3,19736,1000
155,"Megalomaniac57",3,19737,1000
156,"Megalomaniac58",3,19738,1000
157,"Megalomaniac59",3,19739,1000
158,"Megalomaniac60",3,19740,1000
159,"Megalomaniac61",3,19741,1000
160,"Megalomaniac62",3,19742,1000
161,"Megalomaniac63",3,19743,1000
162,"Megalomaniac64",3,19744,1000
163,"Megalomaniac65",3,19745,1000
164,"Megalomaniac66",3,19746,1000
165,"Megalomaniac67",3,19747,1000
166,"Megalomaniac68",3,19748,1000
167,"Megalomaniac69",3,19749,1000
168,"Megalomaniac70",3,19750,1000
169,"Megalomaniac71",3,19751,1000
170,"Megalomaniac72",3,19752,1000
171,"Megalomaniac73",3,19753,1000
172,"Megalomaniac74",3,19754,1000
173,"Megalomaniac75",3,19755,1000
174,"Megalomaniac76",3,19756,1000
175,"Megalomaniac77",3,19757,1000
176,"Megalomaniac78",3,19758,1000
177,"Megalomaniac79",3,19759,1000
178,"Megalomaniac80",3,19760,1000
179,"Megalomaniac81",3,19761,1000
180,"Megalomaniac82",3,19762,1000
181,"Megalomaniac83",3,19763,1000
182,"Megalomaniac84",3,19764,1000
183,"Megalomaniac85",3,19765,1000
184,"Megalomaniac86",3,19766,1000
185,"Megalomaniac87",3,19767,1000
186,"Megalomaniac88",3,19768,1000
187,"Megalomaniac89",3,19769,1000
188,"Megalomaniac90",3,19770,1000
189,"Megalomaniac91",3,19771,1000
190,"Megalomaniac92",3,19772,1000
191,"Megalomaniac93",3,19773,1000
192,"Megalomaniac94",3,19774,1000
193,"Megalomaniac95",3,19775,1000
194,"Megalomaniac96",3,19776,1000
195,"Megalomaniac97",3,19777,1000
196,"Megalomaniac98",3,19778,1000
197,"Megalomaniac99",3,19779,1000
198,"Megalomaniac100",3,19780,1000
199,"Megalomaniac101",3,19781,1000
200,"Megalomaniac102",3,19782,1000
201,"Megalomaniac103",3,19783,1000
202,"Megalomaniac104",3,19784,1000
203,"Megalomaniac105",3,19785,1000
204,"Megalomaniac106",3,19786,1000
205,"Megalomaniac107",3,19787,1000
206,"Megalomaniac108",3,19788,1000
207,"Megalomaniac109",3,19789,1000
208,"Megalomaniac110",3,19790,1000
209,"Megalomaniac111",3,19791,1000
210,"Megalomaniac112",3,19792,1000
211,"Megalomaniac113",3,19793,1000
212,"Megalomaniac114",3,19794,1000
213,"Megalomaniac115",3,19795,1000
214,"Megalomaniac116",3,19796,1000
215,"Megalomaniac117",3,19797,1000
216,"Megalomaniac118",3,19798,1000
217,"Megalomaniac119",3,19799,1000
218,"Megalomaniac120",3,19800,1000
219,"Megalomaniac121",3,19801,1000
220,"Megalomaniac122",3,19802,1000
221,"Megalomaniac123",3,19803,1000
222,"Megalomaniac124",3,19804,1000
223,"Megalomaniac125",3,19805,1000
224,"Megalomaniac126",3,19806,1000
225,"Megalomaniac127",3,19807,1000
226,"Megalomaniac128",3,19808,1000
227,"Megalomaniac129",3,19809,1000
228,"Megalomaniac130",3,19810,1000
229,"Megalomaniac131",3,19811,1000
230,"Megalomaniac132",3,19812,1000
231,"Megalomaniac133",3,19813,1000
232,"Megalomaniac134",3,19814,1000
233,"Megalomaniac135",3,19815,1000
234,"Megalomaniac136",3,19816,1000
235,"Megalomaniac137",3,19817,1000
236,"Megalomaniac138",3,19818,1000
237,"Megalomaniac139",3,19819,1000
238,"Megalomaniac140",3,19820,1000
239,"Megalomaniac141",3,19821,1000
240,"Megalomaniac142",3,19822,1000
241,"Megalomaniac143",3,19823,1000
242,"Megalomaniac144",3,19824,1000
243,"Megalomaniac145",3,19825,1000
244,"Megalomaniac146",3,19826,1000
245,"Megalomaniac147",3,19827,1000
246,"Megalomaniac148",3,19828,1000
247,"Megalomaniac149",3,19829,1000
248,"Megalomaniac150",3,19830,1000
249,"Megalomaniac151",3,19831,1000
250,"Megalomaniac152",3,19834,1000
251,"Megalomaniac153",3,19835,1000
252,"Megalomaniac154",3,19836,1000
253,"Megalomaniac155",3,19837,1000
254,"Megalomaniac156",3,19838,1000
255,"Megalomaniac157",3,19839,1000
256,"Megalomaniac158",3,19840,1000
257,"Megalomaniac159",3,19841,1000
258,"Megalomaniac160",3,19842,1000
259,"Megalomaniac161",3,19843,1000
260,"Megalomaniac162",3,19844,1000
261,"Megalomaniac163",3,19845,1000
262,"Megalomaniac164",3,19846,1000
263,"Megalomaniac165",3,19847,1000
264,"Megalomaniac166",3,19848,1000
265,"Megalomaniac167",3,19849,1000
266,"Megalomaniac168",3,19850,1000
267,"Megalomaniac169",3,19851,1000
268,"Megalomaniac170",3,19852,1000
269,"Megalomaniac171",3,19853,1000
270,"Megalomaniac172",3,19854,1000
271,"Megalomaniac173",3,19855,1000
272,"Megalomaniac174",3,19856,1000
273,"Megalomaniac175",3,19857,1000
274,"Megalomaniac176",3,19858,1000
275,"Megalomaniac177",3,19859,1000
276,"Megalomaniac178",3,19860,1000
277,"Megalomaniac179",3,19861,1000
278,"Megalomaniac180",3,19862,1000
279,"Megalomaniac181",3,19868,1000
280,"Megalomaniac182",3,19869,1000
281,"Megalomaniac183",3,19870,1000
282,"Megalomaniac184",3,19871,1000
283,"Megalomaniac185",3,19872,1000
284,"Megalomaniac186",3,19873,1000
285,"Megalomaniac187",3,19874,1000
286,"Megalomaniac188",3,19875,1000
287,"Megalomaniac189",3,19876,1000
288,"Megalomaniac190",3,19877,1000
289,"Megalomaniac191",3,19878,1000
290,"Megalomaniac192",3,19879,1000
291,"Megalomaniac193",3,19880,1000
292,"Megalomaniac194",3,19881,1000
293,"Megalomaniac195",3,19882,1000
294,"Megalomaniac196",3,19883,1000
295,"Megalomaniac197",3,19884,1000
296,"Megalomaniac198",3,19885,1000
297,"Megalomaniac199",3,19886,1000
298,"Megalomaniac200",3,19887,1000
299,"Megalomaniac201",3,19888,1000
300,"Megalomaniac202",3,19889,1000
301,"Megalomaniac203",3,19890,1000
302,"Megalomaniac204",3,19891,1000
303,"Megalomaniac205",3,19892,1000
304,"Megalomaniac206",3,19893,1000
305,"Megalomaniac207",3,19894,1000
306,"Megalomaniac208",3,19895,1000
307,"Megalomaniac209",3,19896,1000
308,"Megalomaniac210",3,19897,1000
309,"Megalomaniac211",3,19898,1000
310,"Megalomaniac212",3,19899,1000
311,"Megalomaniac213",3,19900,1000
312,"Megalomaniac214",3,19901,1000
313,"Megalomaniac215",3,19902,1000
314,"Megalomaniac216",3,19903,1000
315,"Megalomaniac217",3,19904,1000
316,"Megalomaniac218",3,19905,1000
317,"Megalomaniac219",3,19906,1000
318,"Megalomaniac220",3,19907,1000
319,"Megalomaniac221",3,19908,1000
320,"Megalomaniac222",3,19909,1000
321,"Megalomaniac223",3,19910,1000
322,"Megalomaniac224",3,19911,1000
323,"Megalomaniac225",3,19912,1000
324,"Megalomaniac226",3,19913,1000
325,"Megalomaniac227",3,19914,1000
326,"Megalomaniac228",3,19915,1000
327,"Megalomaniac229",3,19916,1000
328,"Megalomaniac230",3,19917,1000
329,"Megalomaniac231",3,19918,1000
330,"Megalomaniac232",3,19919,1000
331,"Megalomaniac233",3,19920,1000
332,"Megalomaniac234",3,19921,1000
333,"Megalomaniac235",3,19922,1000
334,"Megalomaniac236",3,19923,1000
335,"Megalomaniac237",3,19924,1000
336,"Megalomaniac238",3,19925,1000
337,"Megalomaniac239",3,19927,1000
338,"Megalomaniac240",3,19928,1000
339,"Megalomaniac241",3,19929,1000
340,"Megalomaniac242",3,19930,1000
341,"Megalomaniac243",3,19931,1000
342,"Megalomaniac244",3,19932,1000
343,"Megalomaniac245",3,19934,1000
344,"Megalomaniac246",3,19935,1000
345,"Megalomaniac247",3,19936,1000
346,"Megalomaniac248",3,19937,1000
347,"Megalomaniac249",3,19938,1000
348,"Megalomaniac250",3,19866,1000
349,"Megalomaniac251",3,19941,1000
350,"Megalomaniac252",3,19942,1000
351,"Megalomaniac253",3,19943,1000
352,"Megalomaniac254",3,19944,1000
353,"Megalomaniac255",3,19945,1000
354,"Megalomaniac256",3,19946,1000
355,"Megalomaniac257",3,19947,1000
356,"Megalomaniac258",3,19948,1000
357,"Megalomaniac259",3,19949,1000
358,"Megalomaniac260",3,19950,1000
359,"Megalomaniac261",3,19864,1000
360,"Megalomaniac262",3,19952,1000
361,"Megalomaniac263",3,19953,1000
362,"Megalomaniac264",3,19954,1000
363,"Megalomaniac265",3,19955,1000
364,"Megalomaniac266",3,19956,1000
365,"Megalomaniac267",3,19957,1000
366,"Megalomaniac268",3,19958,1000
367,"Megalomaniac269",3,19959,1000
368,"Megalomaniac270",3,19960,1000
369,"Megalomaniac271",3,19961,1000
370,"Megalomaniac272",3,19962,1000
371,"Megalomaniac273",3,19963,1000
372,"Megalomaniac274",3,19964,1000
373,"Megalomaniac275",3,19965,1000
374,"Megalomaniac276",3,19966,1000
375,"Megalomaniac277",3,19967,1000
376,"Megalomaniac278",3,19968,1000
377,"Megalomaniac279",3,19969,1000
378,"Megalomaniac280",3,19970,1000
379,"Megalomaniac281",3,19971,1000
380,"Megalomaniac282",3,19701,1000
381,"Megalomaniac283",3,19702,1000
382,"Megalomaniac284",3,19703,1000
383,"Megalomaniac285",3,19926,1000
384,"Megalomaniac286",3,19933,1000
385,"Megalomaniac287",3,19939,1000
386,"Voices1",4,19670,5
387,"Voices2",4,19671,25
388,"Voices3",4,19672,300
389,"Voices4",4,19673,670
390,"MightAndInfluence1",5,10326,1000
391,"MightAndInfluence2",5,10330,1000
392,"MightAndInfluence3",5,10329,1000
393,"MightAndInfluence4",5,10328,1000
394,"MightAndInfluence5",5,10327,1000
395,"SkinOfTheLords1",6,10727,1000
396,"SkinOfTheLords2",6,10728,1000
397,"SkinOfTheLords3",6,10729,1000
398,"SkinOfTheLords4",6,10730,1000
399,"SkinOfTheLords5",6,10731,1000
400,"SkinOfTheLords6",6,10732,1000
401,"SkinOfTheLords7",6,10733,1000
402,"SkinOfTheLords8",6,10734,1000
403,"SkinOfTheLords9",6,10735,1000
404,"SkinOfTheLords10",6,10737,1000
405,"SkinOfTheLords11",6,10738,1000
406,"SkinOfTheLords12",6,10739,1000
407,"SkinOfTheLords13",6,10740,1000
408,"SkinOfTheLords14",6,10741,1000
409,"SkinOfTheLords15",6,10742,1000
410,"SkinOfTheLords16",6,10743,1000
411,"SkinOfTheLords17",6,10744,1000
412,"SkinOfTheLords18",6,10745,1000
413,"SkinOfTheLords19",6,10747,1000
414,"SkinOfTheLords20",6,10748,1000
415,"SkinOfTheLords21",6,10750,1000
416,"SkinOfTheLords22",6,10751,1000
417,"SkinOfTheLords23",6,10752,1000
418,"SkinOfTheLords24",6,10753,1000
419,"SkinOfTheLords25",6,10754,1000
420,"SkinOfTheLords26",6,10755,1000
421,"SkinOfTheLords27",6,10756,1000
422,"SkinOfTheLords28",6,10757,1000
423,"SkinOfTheLords29",6,10758,1000
424,"SkinOfTheLords30",6,10759,1000
425,"SkinOfTheLords31",6,10760,1000
426,"SkinOfTheLords32",6,10762,1000
427,"SkinOfTheLords33",6,10763,1000
428,"SkinOfTheLords34",6,10764,1000
429,"SkinOfTheLords35",6,10767,1000
430,"HarvestJewelImplicit1",7,20415,1000
431,"HarvestJewelImplicit2",7,20416,1000
432,"HarvestJewelImplicit3",7,20417,1000
433,"HarvestJewelImplicit4",7,20418,1000
434,"HarvestJewelImplicit5",7,20419,1000
435,"HarvestJewelImplicit6",7,20420,1000
436,"HarvestJewelImplicit7",7,20421,1000
437,"HarvestJewelImplicit8",7,20422,1000
438,"HarvestJewelImplicit9",7,20423,1000
439,"HarvestJewelImplicit10",7,20424,1000
440,"HarvestJewelImplicit11",7,20425,1000
441,"HarvestJewelImplicit12",7,20426,1000
442,"HarvestJewelImplicit13",7,20427,1000
443,"HarvestJewelImplicit14",7,20428,1000
444,"HarvestJewelImplicit15",7,20429,1000
445,"HarvestJewelImplicit16",7,20430,1000
446,"HarvestJewelImplicit17",7,20431,1000
447,"HarvestJewelImplicit18",7,20432,1000
448,"HarvestJewelImplicit19",7,20433,1000
449,"HarvestJewelImplicit20",7,20434,1000
450,"HarvestJewelImplicit21",7,20435,1000
451,"HarvestJewelImplicit22",7,20436,1000
452,"HarvestJewelImplicit23",7,20437,1000
453,"HarvestJewelImplicit24",7,20438,1000
454,"HarvestJewelImplicit25",7,20439,1000
455,"HarvestJewelImplicit26",7,20440,1000
456,"ReplicaParadoxica1",8,14757,80
457,"ReplicaParadoxica2",8,14762,6
458,"ReplicaParadoxica3",8,14763,6
459,"ReplicaParadoxica4",8,14766,6
460,"ReplicaParadoxica5",8,14764,1
461,"ReplicaParadoxica6",8,14759,1
462,"HeistEnchantAttackWeaponPhysNoAilment1",9,21280,200
463,"HeistEnchantAttackWeaponPhysNoAilment2",9,21287,100
464,"HeistEnchantAttackWeaponPhysNoAilment3",9,21288,100
465,"HeistEnchantAttackWeaponPhysNoAilment4",9,21289,50
466,"HeistEnchantAttackWeaponPhysNoAilment5",9,21291,100
467,"HeistEnchantAttackWeaponPhysNoAilment6",9,21292,10
468,"HeistEnchantAttackWeaponPhysNoAilment7",9,21293,25
469,"HeistEnchantAttackWeaponPhysNoAilment8",9,21294,10
470,"HeistEnchantAttackWeaponPhysNoAilment9",9,21295,10
471,"HeistEnchantAttackWeaponPhysNoAilment10",9,21296,10
472,"HeistEnchantAttackWeaponPhysNoAilment11",9,21297,10
473,"HeistEnchantAttackWeaponPhysNoAilment12",9,21298,10
474,"HeistEnchantAttackWeaponPhysNoAilment13",9,21299,1
475,"HeistEnchantAttackWeaponPhysNoAilment14",9,21300,10
476,"HeistEnchantAttackWeaponPhysNoAilment15",9,21301,10
477,"HeistEnchantAttackWeaponPhysNoAilment16",9,21302,10
478,"HeistEnchantAttackWeaponPhysNoAilment17",9,21303,10
479,"HeistEnchantAttackWeaponPhysNoAilment18",9,21304,10
480,"HeistEnchantAttackWeaponPhysNoAilment19",9,21305,10
481,"HeistEnchantAttackWeaponPhysNoAilment20",9,21306,10
482,"HeistEnchantAttackWeaponPhysNoAilment21",9,21308,10
483,"HeistEnchantAttackWeaponPhysNoAilment22",9,21309,1
484,"HeistEnchantAttackWeaponPhysNoAilment23",9,21313,10
485,"HeistEnchantAttackWeaponPhysNoAilment24",9,21314,10
486,"HeistEnchantAttackWeaponPhysNoAilment25",9,21315,10
487,"HeistEnchantAttackWeaponPhysNoAilment26",9,21316,10
488,"HeistEnchantAttackWeaponPhysNoAilment27",9,21318,10
489,"HeistEnchantAttackWeaponPhysNoAilment28",9,21319,1
490,"HeistEnchantAttackWeaponPhysNoAilment29",9,21323,10
491,"HeistEnchantAttackWeaponPhysNoAilment30",9,21324,10
492,"HeistEnchantAttackWeaponPhysNoAilment31",9,21325,10
493,"HeistEnchantAttackWeaponPhysNoAilment32",9,21326,10
494,"HeistEnchantAttackWeaponPhysNoAilment33",9,21328,10
495,"HeistEnchantAttackWeaponPhysNoAilment34",9,21329,1
496,"HeistEnchantAttackWeaponPhysNoAilment35",9,21333,10
497,"HeistEnchantAttackWeaponPhysNoAilment36",9,21334,10
498,"HeistEnchantAttackWeaponPhysNoAilment37",9,21335,10
499,"HeistEnchantAttackWeaponPhysNoAilment38",9,21336,10
500,"HeistEnchantAttackWeaponPhysNoAilment39",9,21338,10
501,"HeistEnchantAttackWeaponPhysNoAilment40",9,21339,1
502,"HeistEnchantAttackWeaponPhysNoAilment41",9,21343,10
503,"HeistEnchantAttackWeaponPhysNoAilment42",9,21344,10
504,"HeistEnchantAttackWeaponPhysNoAilment43",9,21345,10
505,"HeistEnchantAttackWeaponPhysNoAilment44",9,21346,10
506,"HeistEnchantAttackWeaponPhysNoAilment45",9,21348,10
507,"HeistEnchantAttackWeaponPhysNoAilment46",9,21349,1
508,"HeistEnchantAttackWeaponPhysNoAilment47",9,21353,10
509,"HeistEnchantAttackWeaponPhysNoAilment48",9,21354,10
510,"HeistEnchantAttackWeaponPhysNoAilment49",9,21355,10
511,"HeistEnchantAttackWeaponPhysNoAilment50",9,21356,10
512,"HeistEnchantAttackWeaponPhysNoAilment51",9,21358,10
513,"HeistEnchantAttackWeaponPhysNoAilment52",9,21359,1
514,"HeistEnchantAttackWeaponPhysNoAilment53",9,21363,10
515,"HeistEnchantAttackWeaponPhysNoAilment54",9,21364,10
516,"HeistEnchantAttackWeaponPhysNoAilment55",9,21365,1
517,"HeistEnchantAttackWeaponPhysNoAilment56",9,21366,10
518,"HeistEnchantAttackWeaponPhysNoAilment57",9,21367,10
519,"HeistEnchantAttackWeaponPhysNoAilment58",9,21368,10
520,"HeistEnchantAttackWeaponPhysNoAilment59",9,21369,10
521,"HeistEnchantAttackWeaponPhysNoAilment60",9,21370,10
522,"HeistEnchantAttackWeaponPhysNoAilment61",9,21371,1
523,"HeistEnchantAttackWeaponPhysNoAilment62",9,21372,10
524,"HeistEnchantAttackWeaponPhysNoAilment63",9,21373,10
525,"HeistEnchantAttackWeaponPhysNoAilment64",9,21374,10
526,"HeistEnchantAttackWeaponPhysNoAilment65",9,21375,10
527,"HeistEnchantAttackWeaponPhysNoAilment66",9,21376,10
528,"HeistEnchantAttackWeaponPhysNoAilment67",9,21377,1
529,"HeistEnchantAttackWeaponPhysNoAilment68",9,21378,10
530,"HeistEnchantAttackWeaponPhysNoAilment69",9,21379,10
531,"HeistEnchantAttackWeaponPhysNoAilment70",9,21380,10
532,"HeistEnchantAttackWeaponPhysNoAilment71",9,21381,10
533,"HeistEnchantAttackWeaponPhysNoAilment72",9,21382,10
534,"HeistEnchantAttackWeaponPhysNoAilment73",9,21383,1
535,"HeistEnchantAttackWeaponPhysNoAilment74",9,21387,10
536,"HeistEnchantAttackWeaponPhysNoAilment75",9,21388,5
537,"HeistEnchantAttackWeaponPhysNoAilment76",9,21389,5
538,"HeistEnchantAttackWeaponPhysNoAilment77",9,21390,5
539,"HeistEnchantAttackWeaponPhysNoAilment78",9,21391,5
540,"HeistEnchantAttackWeaponPhysNoAilment79",9,21392,5
541,"HeistEnchantAttackWeaponPhysNoAilment80",9,21393,5
542,"HeistEnchantAttackWeaponPhysNoAilment81",9,21394,5
543,"HeistEnchantAttackWeaponPhysNoAilment82",9,21395,5
544,"HeistEnchantAttackWeaponPhysNoAilment83",9,21396,5
545,"HeistEnchantAttackWeaponPhysNoAilment84",9,21398,5
546,"HeistEnchantAttackWeaponPhysNoAilment85",9,21402,5
547,"HeistEnchantAttackWeaponPhysNoAilment86",9,21403,5
548,"HeistEnchantAttackWeaponPhysNoAilment87",9,21405,5
549,"HeistEnchantAttackWeaponPhysNoAilment88",9,21409,5
550,"HeistEnchantAttackWeaponPhysNoAilment89",9,21410,5
551,"HeistEnchantAttackWeaponPhysNoAilment90",9,21412,5
552,"HeistEnchantAttackWeaponPhysNoAilment91",9,21416,5
553,"HeistEnchantAttackWeaponPhysNoAilment92",9,21417,5
554,"HeistEnchantAttackWeaponPhysNoAilment93",9,21419,5
555,"HeistEnchantAttackWeaponPhysNoAilment94",9,21423,5
556,"HeistEnchantAttackWeaponPhysNoAilment95",9,21424,5
557,"HeistEnchantAttackWeaponPhysNoAilment96",9,21426,5
558,"HeistEnchantAttackWeaponPhysNoAilment97",9,21430,5
559,"HeistEnchantAttackWeaponPhysNoAilment98",9,21431,5
560,"HeistEnchantAttackWeaponPhysNoAilment99",9,21433,5
561,"HeistEnchantAttackWeaponPhysNoAilment100",9,21437,5
562,"HeistEnchantAttackWeaponPhysNoAilment101",9,21438,5
563,"HeistEnchantAttackWeaponPhysNoAilment102",9,21439,5
564,"HeistEnchantAttackWeaponPhysNoAilment103",9,21440,5
565,"HeistEnchantAttackWeaponPhysNoAilment104",9,21441,5
566,"HeistEnchantAttackWeaponPhysNoAilment105",9,21442,5
567,"HeistEnchantAttackWeaponPhysNoAilment106",9,21443,5
568,"HeistEnchantAttackWeaponPhysNoAilment107",9,21444,5
569,"HeistEnchantAttackWeaponPhysNoAilment108",9,21445,5
570,"HeistEnchantAttackWeaponPhysNoAilment109",9,21446,5
571,"HeistEnchantAttackWeaponPhysNoAilment110",9,21447,5
572,"HeistEnchantAttackWeaponPhysNoAilment111",9,21448,5
573,"HeistEnchantAttackWeaponPhysNoAilment112",9,21449,5
574,"HeistEnchantAttackWeaponPhysNoAilment113",9,21450,5
575,"HeistEnchantAttackWeaponPhysNoAilment114",9,21451,5
576,"HeistEnchantAttackWeaponPhysNoAilment115",9,21452,5
577,"HeistEnchantAttackWeaponPhysNoAilment116",9,21453,5
578,"HeistEnchantAttackWeaponPhysNoAilment117",9,21454,5
579,"HeistEnchantAttackWeaponPhysNoAilment118",9,21456,5
580,"HeistEnchantAttackWeaponPhysAilment1",10,21280,200
581,"HeistEnchantAttackWeaponPhysAilment2",10,21281,100
582,"HeistEnchantAttackWeaponPhysAilment3",10,21286,50
583,"HeistEnchantAttackWeaponPhysAilment4",10,21287,100
584,"HeistEnchantAttackWeaponPhysAilment5",10,21288,100
585,"HeistEnchantAttackWeaponPhysAilment6",10,21289,50
586,"HeistEnchantAttackWeaponPhysAilment7",10,21290,50
587,"HeistEnchantAttackWeaponPhysAilment8",10,21291,100
588,"HeistEnchantAttackWeaponPhysAilment9",10,21292,10
589,"HeistEnchantAttackWeaponPhysAilment10",10,21293,25
590,"HeistEnchantAttackWeaponPhysAilment11",10,21294,10
591,"HeistEnchantAttackWeaponPhysAilment12",10,21295,10
592,"HeistEnchantAttackWeaponPhysAilment13",10,21296,10
593,"HeistEnchantAttackWeaponPhysAilment14",10,21297,10
594,"HeistEnchantAttackWeaponPhysAilment15",10,21298,10
595,"HeistEnchantAttackWeaponPhysAilment16",10,21299,1
596,"HeistEnchantAttackWeaponPhysAilment17",10,21303,10
597,"HeistEnchantAttackWeaponPhysAilment18",10,21304,10
598,"HeistEnchantAttackWeaponPhysAilment19",10,21305,10
