"rownum","Id","Name","SpawnWeight","WorldAreasKey","Image","AchievementItemsKeys","MinTier","i32","i32","i32","[i32]","string","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool"
22,"PetrifiedForestFossil","Stonewood Hollow",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Fossil",[],1,0,1822,0,"[83,52,35]","Contains Fossils","",50331648,0,1442840576,7,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
23,"AbyssalDepthsFossil","Crystal Spire",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Fossil",[],1,0,1822,0,"[83,52,35]","Contains Fossils","",50331648,0,1442840576,7,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
24,"FrozenHollowFossil","Time-Lost Cavern",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Fossil",[],1,0,1822,0,"[83,52,35]","Contains Fossils","",50331648,0,1442840576,7,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
25,"MagmaFissureFossil","Molten Cavity",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Fossil",[],1,0,1822,0,"[83,52,35]","Contains Fossils","",50331648,0,1442840576,7,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
26,"SulphurVentsFossil","Humid Fissure",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Fossil",[],1,0,1822,0,"[83,52,35]","Contains Fossils","",50331648,0,1442840576,7,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
27,"WolvesGeneric","Howling Den",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
28,"WolvesArmour","Howling Den",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
29,"WolvesWeapon","Howling Den",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
30,"WolvesTrinkets","Howling Den",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
31,"WolvesGems","Howling Den",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Gems",[],1,0,3118,0,[],"Contains Gems","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
32,"WolvesCurrency","Howling Den",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
33,"ExilesArmour","Smuggler's Stash",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
34,"ExilesWeapon","Smuggler's Stash",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
35,"ExilesMaps","Smuggler's Stash","[75,25]","","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Maps",[],1,0,3570,0,"[83,52,35]","Contains Maps","",50331648,0,1442840576,7,33554432,0,402653184,14,16777216,0,436207616,0,"","",""
36,"ExilesFossils","Smuggler's Stash",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Fossil",[],2,0,748,0,[15],"Contains Fossils","",16777216,0,436207616,0,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
37,"IceGolemGeneric","Restless Rubble",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
38,"IceGolemGems","Restless Rubble",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Gems",[],1,0,3118,0,[],"Contains Gems","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
39,"IceGolemCold","Restless Rubble",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Cold",[],2,0,748,0,[50],"Contains Cold Items","",16777216,0,1409286144,15,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
40,"FireGolemGeneric","Restless Rubble",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
41,"FireGolemGems","Restless Rubble",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Gems",[],1,0,3118,0,[],"Contains Gems","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
42,"FireGolemFire","Restless Rubble",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Fire",[],2,0,748,0,[50],"Contains Fire Items","",16777216,0,1409286144,15,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
43,"MantleHellionsGeneric","Sweltering Burrow",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
44,"MantleHellionsArmour","Sweltering Burrow",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
45,"MantleHellionsWeapon","Sweltering Burrow",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
46,"MantleHellionsTrinkets","Sweltering Burrow",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
47,"MantleHellionsCurrency","Sweltering Burrow",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
48,"MantleHellionsFire","Sweltering Burrow",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Fire",[],2,0,748,0,[50],"Contains Fire Items","",16777216,0,436207616,0,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
49,"MantleCampsiteGeneric","Singed Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
50,"MantleCampsiteArmour","Singed Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
51,"MantleCampsiteWeapon","Singed Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
52,"MantleCampsiteTrinkets","Singed Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
53,"MantleCampsiteCurrency","Singed Camp",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
54,"MantleCampsiteMaps","Singed Camp","[75,25]","","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Maps",[],1,0,3570,0,"[83,52,35]","Contains Maps","",50331648,0,1442840576,7,33554432,0,402653184,14,16777216,0,436207616,0,"","",""
55,"MantleSkeletonGeneric","Smoldering Grave",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
56,"MantleSkeletonArmour","Smoldering Grave",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
57,"MantleSkeletonWeapon","Smoldering Grave",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
58,"MantleSkeletonTrinkets","Smoldering Grave",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
59,"MantleSkeletonGems","Smoldering Grave",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Gems",[],1,0,3118,0,[],"Contains Gems","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
60,"MantleSkeletonCurrency","Smoldering Grave",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
61,"MantleSkeletonMaps","Smoldering Grave","[75,25]","","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Maps",[],1,0,3570,0,"[83,52,35]","Contains Maps","",50331648,0,1442840576,7,33554432,0,402653184,14,16777216,0,436207616,0,"","",""
62,"VaalChamberTier0","Ruined Chamber",[100],391,"Art/2DArt/UIImages/InGame/Delve/MapEncounters/VaalCity",[],0,0,30,0,[],"Contents Unknown","",0,0,503316480,0,16777216,0,436207616,0,0,0,503316480,0,"","",""
63,"VaalChamberTier1","Ruined Chamber",[100],391,"Art/2DArt/UIImages/InGame/Delve/MapEncounters/VaalCity",[],1,0,5372,0,[],"Contents Unknown","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
64,"VaalChamberTier2","Ruined Chamber",[25000],391,"Art/2DArt/UIImages/InGame/Delve/MapEncounters/VaalCity",[],1,0,3118,0,[],"Contents Unknown","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
65,"VaalChamberTier3","Ruined Chamber",[5000],391,"Art/2DArt/UIImages/InGame/Delve/MapEncounters/VaalCity",[],1,0,5460,0,[],"Contents Unknown","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
66,"VaalChamberTier4","Ruined Chamber",[1],391,"Art/2DArt/UIImages/InGame/Delve/MapEncounters/VaalCity",[],1,0,1822,0,[],"Contents Unknown","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
67,"ProtoVaalChamberTier0","Primeval Chamber",[100],392,"Art/2DArt/UIImages/InGame/Delve/MapEncounters/ProtoVaalCity",[],0,0,30,0,[],"Contents Unknown","",0,0,503316480,0,16777216,0,436207616,0,0,0,503316480,0,"","",""
68,"ProtoVaalChamberTier1","Primeval Chamber",[100],392,"Art/2DArt/UIImages/InGame/Delve/MapEncounters/ProtoVaalCity",[],1,0,5372,0,[],"Contents Unknown","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
69,"ProtoVaalChamberTier2","Primeval Chamber",[75000],392,"Art/2DArt/UIImages/InGame/Delve/MapEncounters/ProtoVaalCity",[],1,0,3118,0,[],"Contents Unknown","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
70,"ProtoVaalChamberTier3","Primeval Chamber",[10000],392,"Art/2DArt/UIImages/InGame/Delve/MapEncounters/ProtoVaalCity",[],1,0,5460,0,[],"Contents Unknown","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
71,"ProtoVaalChamberTier4","Primeval Chamber",[1],392,"Art/2DArt/UIImages/InGame/Delve/MapEncounters/ProtoVaalCity",[],1,0,1822,0,[],"Contents Unknown","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
72,"AbyssalChamberTier0","Abyssal Chamber",[100],393,"Art/2DArt/UIImages/InGame/Delve/MapEncounters/AbyssalCity",[],0,0,30,0,[],"Contents Unknown","",0,0,503316480,0,16777216,0,436207616,0,0,0,503316480,0,"","",""
73,"AbyssalChamberTier1","Abyssal Chamber",[100],393,"Art/2DArt/UIImages/InGame/Delve/MapEncounters/AbyssalCity",[],1,0,5372,0,[],"Contents Unknown","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
74,"AbyssalChamberTier2","Abyssal Chamber",[42500],393,"Art/2DArt/UIImages/InGame/Delve/MapEncounters/AbyssalCity",[],1,0,3118,0,[],"Contents Unknown","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
75,"AbyssalChamberTier3","Abyssal Chamber",[7500],393,"Art/2DArt/UIImages/InGame/Delve/MapEncounters/AbyssalCity",[],1,0,5460,0,[],"Contents Unknown","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
76,"AbyssalChamberTier4","Abyssal Chamber",[1],393,"Art/2DArt/UIImages/InGame/Delve/MapEncounters/AbyssalCity",[],1,0,1822,0,[],"Contents Unknown","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
77,"AbyssalBoss","The Lich's Tomb","[7500,13500]",389,"Art/2DArt/UIImages/InGame/Delve/MapEncounters/BossAbyss",[],1,0,6452,0,"[150,110]","Contents Unknown",1,33554432,0,637534208,3,33554432,0,1979711488,9,16777216,0,436207616,0,"","",""
78,"ProtoVaalBoss","The Crystal King's Throne","[10000,20000]",390,"Art/2DArt/UIImages/InGame/Delve/MapEncounters/BossProtoVaal",[],1,0,6452,0,"[250,171]","Contents Unknown",1,33554432,0,637534208,3,33554432,0,1979711488,9,16777216,0,436207616,0,"","",""
79,"VaalBoss","The Grand Architect's Temple","[5000,8000]",388,"Art/2DArt/UIImages/InGame/Delve/MapEncounters/BossVaalCity",[],1,0,6452,0,"[83,52,35]","Contents Unknown",1,50331648,0,1442840576,7,33554432,0,1979711488,9,16777216,0,436207616,0,"","",""
80,"Prospero","Prospero's Deposit",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Prospero",[],2,0,748,0,"[83,52,35]","Contents Unknown","",50331648,0,1442840576,7,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
81,"MantleFireWarbands1","Redblade Retreat",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/WarbandFire",[],2,0,748,0,[50],"Contains Fire Items","",16777216,0,436207616,0,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
82,"MantleFireWarbands2","Redblade Base",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/WarbandFire",[],2,0,748,0,"[83,52,35]","Contains Fire Items","",50331648,0,1442840576,7,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
83,"IceCavesColdWarbands1","Mutewind Retreat",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/WarbandCold",[],2,0,748,0,[50],"Contains Cold Items","",16777216,0,436207616,0,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
84,"IceCavesColdWarbands2","Mutewind Base",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/WarbandCold",[],2,0,748,0,"[83,52,35]","Contains Cold Items","",50331648,0,1442840576,7,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
85,"IceCavesEssence1","Frigid Recess",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/EssenceEncounter",[],1,0,3118,0,[],"Contains Essences","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
86,"IceCavesPiratesGeneric","Frigid Recess",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
87,"IceCavesPiratesArmour","Frigid Recess",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
88,"IceCavesPiratesWeapon","Frigid Recess",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
89,"IceCavesPiratesTrinkets","Frigid Recess",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
90,"IceCavesPiratesCurrency","Frigid Recess",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
91,"IceCavesPiratesCold","Frigid Recess",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Cold",[],2,0,748,0,[50],"Contains Cold Items","",16777216,0,436207616,0,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
92,"IceCavesCampsiteGeneric","Inhospitable Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
93,"IceCavesCampsiteArmour","Inhospitable Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
94,"IceCavesCampsiteWeapon","Inhospitable Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
95,"IceCavesCampsiteTrinkets","Inhospitable Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
96,"IceCavesCampsiteCurrency","Inhospitable Camp",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
97,"IceCavesCampsiteMaps","Inhospitable Camp","[75,25]","","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Maps",[],1,0,3570,0,"[83,52,35]","Contains Maps","",50331648,0,1442840576,7,33554432,0,402653184,14,16777216,0,436207616,0,"","",""
98,"IceCavesSkeletonGeneric","Frozen Grave",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
99,"IceCavesSkeletonArmour","Frozen Grave",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
100,"IceCavesSkeletonWeapon","Frozen Grave",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
101,"IceCavesSkeletonTrinkets","Frozen Grave",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
102,"IceCavesSkeletonGems","Frozen Grave",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Gems",[],1,0,3118,0,[],"Contains Gems","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
103,"IceCavesSkeletonCurrency","Frozen Grave",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
104,"IceCavesSkeletonMaps","Frozen Grave","[75,25]","","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Maps",[],1,0,3570,0,"[83,52,35]","Contains Maps","",50331648,0,1442840576,7,33554432,0,402653184,14,16777216,0,436207616,0,"","",""
105,"SulphurLightningWarbands1","Brinerot Retreat",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/WarbandLightning",[],2,0,748,0,[50],"Contains Lightning Items","",16777216,0,436207616,0,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
106,"SulphurLightningWarbands2","Brinerot Base",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/WarbandLightning",[],2,0,748,0,"[83,52,35]","Contains Lightning Items","",50331648,0,1442840576,7,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
107,"SulphurCrabsGeneric","Humid Hive",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
108,"SulphurCrabsArmour","Humid Hive",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
109,"SulphurCrabsWeapon","Humid Hive",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
110,"SulphurCrabsTrinkets","Humid Hive",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
111,"SulphurCrabsCurrency","Humid Hive",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
