"rownum","Id","Base_ENVFile","Corrupted_ENVFile","i32","i32","i32","i32","string","rid","rid"
29,"1_town_v2","Metadata/EnvironmentSettings/1_1_town_v2.env","",2387,2387,0,0,"NoMusic","",""
30,"2_1","Metadata/EnvironmentSettings/1_2_1.env","Metadata/EnvironmentSettings/corrupted/1_2_1.env",86,89,0,0,"NoMusic","",""
31,"2_2","Metadata/EnvironmentSettings/1_2_2.env","",2387,2387,0,0,"NoMusic","",""
32,"2_2_prophecy","Metadata/EnvironmentSettings/1_2_2_prophecy.env","",2387,2387,0,0,"NoMusic","",""
33,"2_2a","Metadata/EnvironmentSettings/1_2_2a.env","",2387,2387,0,0,"NoMusic","",""
34,"2_3","Metadata/EnvironmentSettings/1_2_3.env","",2387,2387,0,0,"NoMusic","",""
35,"2_4","Metadata/EnvironmentSettings/1_2_4.env","",2387,2387,0,0,"NoMusic","",""
36,"2_5_1","Metadata/EnvironmentSettings/1_2_5_1.env","",2387,2387,0,0,"NoMusic","",""
37,"2_5_2","Metadata/EnvironmentSettings/1_2_5_2.env","",2387,2387,0,0,"NoMusic","",""
38,"2_6_1","Metadata/EnvironmentSettings/1_2_6_1.env","",2387,2387,0,0,"NoMusic","",""
39,"2_6_2","Metadata/EnvironmentSettings/1_2_6_2.env","",2387,2387,0,0,"NoMusic","",""
40,"2_6_3","Metadata/EnvironmentSettings/1_2_6_3.env","",2387,2387,0,0,"NoMusic","",""
41,"2_7","Metadata/EnvironmentSettings/1_2_7.env","Metadata/EnvironmentSettings/corrupted/1_2_7.env",86,89,0,0,"NoMusic","",""
42,"2_7_synthesis","Metadata/EnvironmentSettings/1_2_7_synthesis.env","",2387,2387,0,0,"NoMusic","",""
43,"2_8","Metadata/EnvironmentSettings/1_2_8.env","Metadata/EnvironmentSettings/corrupted/1_2_8.env",86,89,0,0,"NoMusic","",""
44,"2_9","Metadata/EnvironmentSettings/1_2_9.env","Metadata/EnvironmentSettings/corrupted/1_2_9.env",86,89,0,0,"NoMusic","",""
45,"2_10","Metadata/EnvironmentSettings/1_2_10.env","Metadata/EnvironmentSettings/corrupted/1_2_10.env",86,89,0,0,"NoMusic","",""
46,"2_11_1","Metadata/EnvironmentSettings/1_2_11_1.env","Metadata/EnvironmentSettings/corrupted/1_2_11_1.env",86,89,0,0,"NoMusic","",""
47,"2_11_2","Metadata/EnvironmentSettings/1_2_11_2.env","Metadata/EnvironmentSettings/corrupted/1_2_11_2.env",86,89,0,0,"NoMusic","",""
48,"2_12","Metadata/EnvironmentSettings/1_2_12.env","Metadata/EnvironmentSettings/corrupted/1_2_12.env",86,89,0,0,"NoMusic","",""
49,"2_13","Metadata/EnvironmentSettings/1_2_13.env","",2387,2387,0,0,"NoMusic","",""
50,"2_14_2","Metadata/EnvironmentSettings/1_2_14_2.env","Metadata/EnvironmentSettings/corrupted/1_2_14_2.env",86,89,0,0,"NoMusic","",""
51,"2_14_3","Metadata/EnvironmentSettings/1_2_14_3.env","Metadata/EnvironmentSettings/corrupted/1_2_14_3.env",86,89,0,0,"NoMusic","",""
52,"2_14_3_silent","Metadata/EnvironmentSettings/boss_silent.env","",2387,2387,0,0,"NoMusic","",""
53,"2_14_3_boss","Metadata/EnvironmentSettings/1_2_14_boss.env","Metadata/EnvironmentSettings/corrupted/1_2_14_boss.env",86,89,0,0,"NoMusic","",""
54,"2_14_3_boss_leadup","Metadata/EnvironmentSettings/1_2_14_boss_leadup.env","Metadata/EnvironmentSettings/corrupted/1_2_14_boss_leadup.env",86,89,0,0,"NoMusic","",""
55,"2_15","Metadata/EnvironmentSettings/1_2_15.env","",2387,2387,0,0,"NoMusic","",""
56,"2_town","Metadata/EnvironmentSettings/1_2_town.env","Metadata/EnvironmentSettings/corrupted/1_2_town.env",86,89,0,0,"NoMusic","",""
57,"designertest","Metadata/EnvironmentSettings/designertest.env","",2387,2387,0,0,"NoMusic","",""
58,"designertest_arena","Metadata/EnvironmentSettings/designertest_arena.env","",2387,2387,0,0,"NoMusic","",""
59,"Desert_1","Metadata/EnvironmentSettings/Desert_1.env","",2387,2387,0,0,"NoMusic","",""
60,"ParticleShower","Metadata/EnvironmentSettings/ParticleShower.env","",2387,2387,0,0,"NoMusic","",""
61,"AtlasExilesZana","Metadata/EnvironmentSettings/AtlasExiles1_1.env","",2387,2387,0,0,"NoMusic","",""
62,"AtlasExiles1_1","Metadata/EnvironmentSettings/AtlasExiles1_1.env","",2387,2387,0,0,"NoMusic","",""
63,"AtlasExiles1_BossFight","Metadata/EnvironmentSettings/AtlasExiles1_BossFight.env","",2387,2387,0,0,"NoMusic","",""
64,"AtlasExiles1_Completed","Metadata/EnvironmentSettings/AtlasExiles1_Completed.env","",2387,2387,0,0,"NoMusic","",""
65,"AtlasExiles2_1","Metadata/EnvironmentSettings/AtlasExiles2_1.env","",2387,2387,0,0,"NoMusic","",""
66,"AtlasExiles2_1_Rotate","Metadata/EnvironmentSettings/AtlasExiles2_1.env","Metadata/EnvironmentSettings/AtlasExiles2_1_Entrance.env",2387,2387,0,0,"NoMusic",0,""
67,"AtlasExiles2_BossFight","Metadata/EnvironmentSettings/AtlasExiles2_BossFight.env","",2387,2387,0,0,"NoMusic","",""
68,"AtlasExiles2_Completed","Metadata/EnvironmentSettings/AtlasExiles2_Completed.env","",2387,2387,0,0,"NoMusic","",""
69,"AtlasExiles3_1","Metadata/EnvironmentSettings/AtlasExiles3_1.env","Metadata/EnvironmentSettings/AtlasExiles3_1_foggier.env",2387,2387,0,0,"NoMusic",0,""
70,"AtlasExiles3_BossFight","Metadata/EnvironmentSettings/AtlasExiles3_BossFight.env","Metadata/EnvironmentSettings/AtlasExiles3_BossFight_foggier.env",2387,2387,0,0,"NoMusic",0,""
71,"AtlasExiles3_Completed","Metadata/EnvironmentSettings/AtlasExiles3_Completed.env","Metadata/EnvironmentSettings/AtlasExiles3_Completed_foggier.env",2387,2387,0,0,"NoMusic",0,""
72,"AtlasExiles4_1","Metadata/EnvironmentSettings/AtlasExiles4_1.env","",2387,2387,0,0,"NoMusic","",""
73,"AtlasExiles4_BossFight","Metadata/EnvironmentSettings/AtlasExiles4_BossFight.env","",2387,2387,0,0,"NoMusic","",""
74,"AtlasExiles4_Completed","Metadata/EnvironmentSettings/AtlasExiles4_Completed.env","",2387,2387,0,0,"NoMusic","",""
75,"AtlasExiles5_1","Metadata/EnvironmentSettings/AtlasExiles5_1.env","",2387,2387,0,0,"NoMusic","",""
76,"AtlasExiles5_2","Metadata/EnvironmentSettings/AtlasExiles5_2.env","",2387,2387,0,0,"NoMusic","",""
77,"AtlasExiles5_Lab","Metadata/EnvironmentSettings/AtlasExiles5_Lab.env","",2387,2387,0,0,"NoMusic","",""
78,"AtlasExiles5_LabFoyer","Metadata/EnvironmentSettings/AtlasExiles5_LabFoyer.env","",2387,2387,0,0,"NoMusic","",""
79,"AtlasExiles5_Square","Metadata/EnvironmentSettings/AtlasExiles5_Square.env","",2387,2387,0,0,"NoMusic","",""
80,"AtlasExiles5_SquareBurning1","Metadata/EnvironmentSettings/AtlasExiles5_SquareBurning1.env","",2387,2387,0,0,"NoMusic","",""
81,"AtlasExiles5_SquareBurning2","Metadata/EnvironmentSettings/AtlasExiles5_SquareBurning2.env","",2387,2387,0,0,"NoMusic","",""
82,"AtlasExiles5_SquareBurning3","Metadata/EnvironmentSettings/AtlasExiles5_SquareBurning3.env","",2387,2387,0,0,"NoMusic","",""
83,"AtlasExiles5_Completed","Metadata/EnvironmentSettings/AtlasExiles5_Completed.env","",2387,2387,0,0,"NoMusic","",""
84,"3_1","Metadata/EnvironmentSettings/1_3_1.env","",2387,2387,0,0,"NoMusic","",""
85,"3_2","Metadata/EnvironmentSettings/1_3_2.env","",2387,2387,0,0,"NoMusic","",""
86,"3_3_1","Metadata/EnvironmentSettings/1_3_3_1.env","",2387,2387,0,0,"NoMusic","",""
87,"3_4","Metadata/EnvironmentSettings/1_3_4.env","",2387,2387,0,0,"NoMusic","",""
88,"3_5","Metadata/EnvironmentSettings/1_3_5.env","",2387,2387,0,0,"NoMusic","",""
89,"3_6_1","Metadata/EnvironmentSettings/1_3_6_1.env","",2387,2387,0,0,"NoMusic","",""
90,"3_7","Metadata/EnvironmentSettings/1_3_7.env","",2387,2387,0,0,"NoMusic","",""
91,"3_8_1","Metadata/EnvironmentSettings/1_3_8_1.env","",2387,2387,0,0,"NoMusic","",""
92,"3_8_2","Metadata/EnvironmentSettings/1_3_8_2.env","",2387,2387,0,0,"NoMusic","",""
93,"3_9","Metadata/EnvironmentSettings/1_3_9.env","",2387,2387,0,0,"NoMusic","",""
94,"3_10_0","Metadata/EnvironmentSettings/1_3_10_0.env","",2387,2387,0,0,"NoMusic","",""
95,"3_10_1","Metadata/EnvironmentSettings/1_3_10_1.env","",2387,2387,0,0,"NoMusic","",""
96,"3_10_2","Metadata/EnvironmentSettings/1_3_10_2.env","",2387,2387,0,0,"NoMusic","",""
97,"3_10_3","Metadata/EnvironmentSettings/1_3_10_3.env","",2387,2387,0,0,"NoMusic","",""
98,"3_13","Metadata/EnvironmentSettings/1_3_13.env","",2387,2387,0,0,"NoMusic","",""
99,"3_14_1","Metadata/EnvironmentSettings/1_3_14_1.env","",2387,2387,0,0,"NoMusic","",""
100,"3_14_1_synthesis","Metadata/EnvironmentSettings/1_3_14_1_synthesis.env","",2387,2387,0,0,"NoMusic","",""
101,"3_14_2","Metadata/EnvironmentSettings/1_3_14_2.env","",2387,2387,0,0,"NoMusic","",""
102,"3_14_3","Metadata/EnvironmentSettings/1_3_14_3.env","",2387,2387,0,0,"NoMusic","",""
103,"3_14_3_silent","Metadata/EnvironmentSettings/boss_silent.env","",2387,2387,0,0,"NoMusic","",""
104,"3_14_3_boss","Metadata/EnvironmentSettings/1_3_14_3_boss.env","",2387,2387,0,0,"NoMusic","",""
105,"3_15","Metadata/EnvironmentSettings/1_3_15.env","",2387,2387,0,0,"NoMusic","",""
106,"3_16","Metadata/EnvironmentSettings/1_3_16.env","",2387,2387,0,0,"NoMusic","",""
107,"3_17_1","Metadata/EnvironmentSettings/1_3_17_1.env","",2387,2387,0,0,"NoMusic","",""
108,"3_17_2","Metadata/EnvironmentSettings/1_3_17_2.env","",2387,2387,0,0,"NoMusic","",""
109,"3_18_1","Metadata/EnvironmentSettings/1_3_18_1.env","",2387,2387,0,0,"NoMusic","",""
110,"3_18_1_entrance","Metadata/EnvironmentSettings/1_3_18_1_entrance.env","",2387,2387,0,0,"NoMusic","",""
111,"3_18_2","Metadata/EnvironmentSettings/1_3_18_2.env","",2387,2387,0,0,"NoMusic","",""
112,"3_18_3","Metadata/EnvironmentSettings/1_3_18_3.env","",2387,2387,0,0,"NoMusic","",""
113,"3_18_3_bossmusic","Metadata/EnvironmentSettings/1_3_18_3_bossmusic.env","",2387,2387,0,0,"NoMusic","",""
114,"3_18_3_demon","Metadata/EnvironmentSettings/1_3_18_3_demon.env","",2387,2387,0,0,"NoMusic","",""
115,"3_18_3_demon_rain","Metadata/EnvironmentSettings/1_3_18_3_demon_rain.env","",2387,2387,0,0,"NoMusic","",49
116,"3_18_3_silent","Metadata/EnvironmentSettings/1_3_18_3_silent.env","",2387,2387,0,0,"NoMusic","",""
117,"3_town","Metadata/EnvironmentSettings/1_3_town.env","",2387,2387,0,0,"NoMusic","",""
118,"3_town_v2","Metadata/EnvironmentSettings/1_3_town_v2.env","",2387,2387,0,0,"NoMusic","",""
119,"3_town_v2_clean","Metadata/EnvironmentSettings/1_3_town_v2_clean.env","",2387,2387,0,0,"NoMusic","",""
120,"3_town_v2_toxic","Metadata/EnvironmentSettings/1_3_town_v2_toxic.env","",2387,2387,0,0,"NoMusic","",""
121,"4_1","Metadata/EnvironmentSettings/1_4_1.env","",2387,2387,0,0,"NoMusic","",""
122,"4_2_silent","Metadata/EnvironmentSettings/1_4_2.env","",2387,2387,0,0,"NoMusic","",""
123,"4_2","Metadata/EnvironmentSettings/1_4_2.env","",2387,2387,0,0,"NoMusic","",""
124,"4_3_1","Metadata/EnvironmentSettings/1_4_3_1.env","",2387,2387,0,0,"NoMusic","",""
125,"4_3_2","Metadata/EnvironmentSettings/1_4_3_2.env","",2387,2387,0,0,"NoMusic","",""
126,"4_3_3","Metadata/EnvironmentSettings/1_4_3_3.env","",2387,2387,0,0,"NoMusic","",""
127,"4_3_3_prophecy","Metadata/EnvironmentSettings/1_4_3_3_prophecy.env","",2387,2387,0,0,"NoMusic","",""
128,"4_4_1","Metadata/EnvironmentSettings/1_4_4_1.env","",2387,2387,0,0,"NoMusic","",""
129,"4_4_2","Metadata/EnvironmentSettings/1_4_4_2.env","",2387,2387,0,0,"NoMusic","",""
130,"4_4_3","Metadata/EnvironmentSettings/1_4_4_3.env","",2387,2387,0,0,"NoMusic","",""
131,"4_4_3_outside_silent","Metadata/EnvironmentSettings/1_4_4_3.env","",2387,2387,0,0,"NoMusic","",""
132,"4_4_3_boss","Metadata/EnvironmentSettings/1_4_4_3_boss.env","",2387,2387,0,0,"NoMusic","",""
133,"4_4_3_silent","Metadata/EnvironmentSettings/boss_silent.env","",2387,2387,0,0,"NoMusic","",""
134,"4_5_1","Metadata/EnvironmentSettings/1_4_5_1.env","",2387,2387,0,0,"NoMusic","",""
135,"4_5_2_inside","Metadata/EnvironmentSettings/1_4_5_2_inside.env","",2387,2387,0,0,"NoMusic","",""
136,"4_5_2_inside_silent","Metadata/EnvironmentSettings/1_4_5_2_inside.env","",2387,2387,0,0,"NoMusic","",""
137,"4_5_2_outside","Metadata/EnvironmentSettings/1_4_5_2_outside.env","",2387,2387,0,0,"NoMusic","",""
138,"4_5_2_outside_silent","Metadata/EnvironmentSettings/1_4_5_2_outside.env","",2387,2387,0,0,"NoMusic","",""
139,"4_5_2_bossarena","Metadata/EnvironmentSettings/1_4_5_2_bossarena.env","",2387,2387,0,0,"NoMusic","",""
140,"4_5_2_mumble","Metadata/EnvironmentSettings/1_4_5_2_bossarena.env","",2387,2387,0,0,"NoMusic","",""
141,"4_5_2_bossarena_silent","Metadata/EnvironmentSettings/boss_silent.env","",2387,2387,0,0,"NoMusic","",""
142,"4_6_1","Metadata/EnvironmentSettings/1_4_6_1.env","",2387,2387,0,0,"NoMusic","",""
143,"4_6_2","Metadata/EnvironmentSettings/1_4_6_2.env","",2387,2387,0,0,"NoMusic","",""
144,"4_6_3","Metadata/EnvironmentSettings/1_4_6_3.env","",2387,2387,0,0,"NoMusic","",""
145,"4_6_3_boss1","Metadata/EnvironmentSettings/1_4_6_3_boss1.env","",2387,2387,0,0,"NoMusic","",""
146,"4_6_3_boss1_silent","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
147,"4_6_3_boss2","Metadata/EnvironmentSettings/1_4_6_3_boss2.env","",2387,2387,0,0,"NoMusic","",""
148,"4_6_3_boss2_silent","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
149,"4_7","Metadata/EnvironmentSettings/1_4_7.env","",2387,2387,0,0,"NoMusic","",""
150,"4_town_silent","Metadata/EnvironmentSettings/1_4_town.env","",2387,2387,0,0,"NoMusic","",""
151,"4_town","Metadata/EnvironmentSettings/1_4_town.env","",2387,2387,0,0,"NoMusic","",""
152,"5_town","Metadata/EnvironmentSettings/1_5_town.env","",2387,2387,0,0,"NoMusic","",""
153,"5_1","Metadata/EnvironmentSettings/1_5_1.env","",2387,2387,0,0,"NoMusic","",""
154,"5_2","Metadata/EnvironmentSettings/1_5_2.env","",2387,2387,0,0,"NoMusic","",""
155,"5_3","Metadata/EnvironmentSettings/1_5_3.env","",2387,2387,0,0,"NoMusic","",""
156,"5_4","Metadata/EnvironmentSettings/1_5_4.env","",2387,2387,0,0,"NoMusic","",""
157,"5_4b","Metadata/EnvironmentSettings/1_5_4b.env","",2387,2387,0,0,"NoMusic","",""
158,"5_4b_synthesis","Metadata/EnvironmentSettings/1_5_4b_synthesis.env","",2387,2387,0,0,"NoMusic","",""
159,"5_5","Metadata/EnvironmentSettings/1_5_5.env","",2387,2387,0,0,"NoMusic","",""
160,"5_5_boss","Metadata/EnvironmentSettings/1_5_5_boss.env","",2387,2387,0,0,"NoMusic","",""
161,"5_5_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
162,"5_3b","Metadata/EnvironmentSettings/1_5_3b.env","",2387,2387,0,0,"NoMusic","",""
163,"5_6","Metadata/EnvironmentSettings/1_5_6_ossuary.env","",2387,2387,0,0,"NoMusic","",""
164,"5_7","Metadata/EnvironmentSettings/1_5_7_reliquary.env","",2387,2387,0,0,"NoMusic","",""
165,"5_8","Metadata/EnvironmentSettings/1_5_8_CathedralRoof.env","",2387,2387,0,0,"NoMusic","",""
166,"5_8_synthesis","Metadata/EnvironmentSettings/1_5_8_synthesis.env","",2387,2387,0,0,"NoMusic","",""
167,"5_8_boss","Metadata/EnvironmentSettings/1_5_8_Boss.env","",2387,2387,0,0,"NoMusic","",""
168,"5_8_boss_end","Metadata/EnvironmentSettings/1_5_8_BossEnd.env","",2387,2387,0,0,"NoMusic","",""
169,"5_8_sin","Metadata/EnvironmentSettings/1_5_8_SinDock.env","",2387,2387,0,0,"NoMusic","",""
170,"6_town","Metadata/EnvironmentSettings/2_6_town.env","",2387,2387,0,0,"NoMusic","",""
171,"AfflictionTown","Metadata/EnvironmentSettings/AfflictionTown.env","",2387,2387,0,0,"NoMusic","",""
172,"6_1","Metadata/EnvironmentSettings/2_6_1.env","",2387,2387,0,0,"NoMusic","",""
173,"6_2","Metadata/EnvironmentSettings/2_6_2.env","",2387,2387,0,0,"NoMusic","",""
174,"6_3","Metadata/EnvironmentSettings/2_6_3.env","",2387,2387,0,0,"NoMusic","",""
175,"6_4","Metadata/EnvironmentSettings/2_6_4.env","",2387,2387,0,0,"NoMusic","",""
176,"6_4_synthesis","Metadata/EnvironmentSettings/2_6_4_synthesis.env","",2387,2387,0,0,"NoMusic","",""
177,"6_5","Metadata/EnvironmentSettings/2_6_5.env","",2387,2387,0,0,"NoMusic","",""
178,"6_5_boss","Metadata/EnvironmentSettings/2_6_5_boss.env","",2387,2387,0,0,"NoMusic","",""
179,"6_5_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
180,"6_6","Metadata/EnvironmentSettings/2_6_6.env","",2387,2387,0,0,"NoMusic","",""
181,"6_7_1","Metadata/EnvironmentSettings/2_6_7_1.env","",2387,2387,0,0,"NoMusic","",""
182,"6_7_2","Metadata/EnvironmentSettings/2_6_7_2_Env1.env","",2387,2387,0,0,"NoMusic","",""
183,"6_7_2_boss","Metadata/EnvironmentSettings/2_6_7_2_boss.env","",2387,2387,0,0,"NoMusic","",""
184,"6_7_2_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
185,"6_8","Metadata/EnvironmentSettings/2_6_8.env","",2387,2387,0,0,"NoMusic","",""
186,"6_8_boss","Metadata/EnvironmentSettings/2_6_8_boss.env","",2387,2387,0,0,"NoMusic","",""
187,"6_8_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
188,"6_9","Metadata/EnvironmentSettings/2_6_9.env","",2387,2387,0,0,"NoMusic","",""
189,"6_10","Metadata/EnvironmentSettings/2_6_10.env","",2387,2387,0,0,"NoMusic","",""
190,"6_11","Metadata/EnvironmentSettings/2_6_11.env","",2387,2387,0,0,"NoMusic","",""
191,"6_11_boss","Metadata/EnvironmentSettings/2_6_11_boss.env","",2387,2387,0,0,"NoMusic","",""
192,"6_11_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
193,"6_12","Metadata/EnvironmentSettings/2_6_12.env","",2387,2387,0,0,"NoMusic","",""
194,"6_13","Metadata/EnvironmentSettings/2_6_13.env","",2387,2387,0,0,"NoMusic","",""
195,"6_14","Metadata/EnvironmentSettings/2_6_14.env","Metadata/EnvironmentSettings/2_6_14Black.env",2387,1161,0,0,"NoMusic","",""
196,"2_6_15","Metadata/EnvironmentSettings/2_6_15.env","",2387,2387,0,0,"NoMusic","",""
197,"2_6_15_preboss","Metadata/EnvironmentSettings/2_6_15_preboss.env","",2387,2387,0,0,"NoMusic","",""
198,"2_6_15_boss","Metadata/EnvironmentSettings/2_6_15_boss.env","",2387,2387,0,0,"NoMusic","",""
199,"2_6_15_silent","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
200,"7_town","Metadata/EnvironmentSettings/2_2_town.env","",2387,2387,0,0,"NoMusic","",""
201,"7_1","Metadata/EnvironmentSettings/2_2_1.env","",2387,2387,0,0,"NoMusic","",""
202,"7_2","Metadata/EnvironmentSettings/2_2_2.env","",2387,2387,0,0,"NoMusic","",""
203,"7_3","Metadata/EnvironmentSettings/2_2_3.env","",2387,2387,0,0,"NoMusic","",""
204,"7_4","Metadata/EnvironmentSettings/2_2_4.env","",2387,2387,0,0,"NoMusic","",""
205,"7_5_1","Metadata/EnvironmentSettings/2_2_5_1.env","",2387,2387,0,0,"NoMusic","",""
206,"7_5_2","Metadata/EnvironmentSettings/2_2_5_2.env","",2387,2387,0,0,"NoMusic","",""
207,"7_5_map","Metadata/EnvironmentSettings/2_2_5_map.env","",2387,2387,0,0,"NoMusic","",""
208,"7_5_map_boss","Metadata/EnvironmentSettings/2_2_5_map_boss.env","",2387,2387,0,0,"NoMusic","",""
209,"7_5_map_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
210,"7_6","Metadata/EnvironmentSettings/2_2_6.env","",2387,2387,0,0,"NoMusic","",""
211,"7_7","Metadata/EnvironmentSettings/2_2_7.env","",2387,2387,0,0,"NoMusic","",""
212,"7_7_boss","Metadata/EnvironmentSettings/2_2_7_boss.env","",2387,2387,0,0,"NoMusic","",""
213,"7_7_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
214,"7_8","Metadata/EnvironmentSettings/2_2_8.env","",2387,2387,0,0,"NoMusic","",""
215,"7_9","Metadata/EnvironmentSettings/2_2_9.env","",2387,2387,0,0,"NoMusic","",""
216,"7_9_boss","Metadata/EnvironmentSettings/2_2_9_despairboss.env","",2387,2387,0,0,"NoMusic","",""
217,"7_9_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
218,"7_10","Metadata/EnvironmentSettings/2_2_10.env","",2387,2387,0,0,"NoMusic","",""
219,"7_10_synthesis","Metadata/EnvironmentSettings/2_2_10_synthesis.env","",2387,2387,0,0,"NoMusic","",""
220,"7_11","Metadata/EnvironmentSettings/2_2_11.env","",2387,2387,0,0,"NoMusic","",""
221,"7_12_1","Metadata/EnvironmentSettings/2_2_12_1.env","",2387,2387,0,0,"NoMusic","",""
222,"7_12_1_synthesis","Metadata/EnvironmentSettings/2_2_12_1_synthesis.env","",2387,2387,0,0,"NoMusic","",""
223,"7_12_2a","Metadata/EnvironmentSettings/2_2_12_2a.env","",2387,2387,0,0,"NoMusic","",""
224,"7_12_2b","Metadata/EnvironmentSettings/2_2_12_2b.env","",2387,2387,0,0,"NoMusic","",""
225,"7_12_2c","Metadata/EnvironmentSettings/2_2_12_2c.env","",2387,2387,0,0,"NoMusic","",""
226,"7_12_2_boss","Metadata/EnvironmentSettings/2_2_12_2_boss.env","",2387,2387,0,0,"NoMusic","",""
227,"7_12_2_silent","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
228,"8_1","Metadata/EnvironmentSettings/2_3_1.env","",2387,2387,0,0,"NoMusic","",""
229,"8_town","Metadata/EnvironmentSettings/2_3_town_toxic.env","Metadata/EnvironmentSettings/2_3_town_clean.env",2387,1424,0,0,"NoMusic","",""
230,"8_2_1","Metadata/EnvironmentSettings/2_3_2_default.env","Metadata/EnvironmentSettings/2_3_2_clean.env",2387,1424,0,0,"NoMusic","",""
231,"8_2_2","Metadata/EnvironmentSettings/2_3_2_default.env","Metadata/EnvironmentSettings/2_3_2_clean.env",2387,1424,0,0,"NoMusic","",""
232,"8_2_2_boss","Metadata/EnvironmentSettings/2_3_2_2_boss.env","",2387,2387,0,0,"NoMusic","",""
233,"8_2_2_boss_silent","Metadata/EnvironmentSettings/no_music.env","",2387,2387,0,0,"NoMusic","",""
234,"8_3","Metadata/EnvironmentSettings/2_3_3.env","",2387,2387,0,0,"NoMusic","",""
