"rownum","Id","IsSupport","AllowedActiveSkillTypes","BaseEffectiveness","IncrementalEffectiveness","SupportGemLetter","i32","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","bool","i32","i32","rid","bool","bool","[i32]","rid","rid","bool","[rid]","i32","i32"
41,"GladiatorBossFireball","",[],0.9444,0.048,"",4,[],[],"",0,[],"",2,850,44,"","",[],"","","",[],-16843010,-16843010
42,"ExileFireball","",[],0.9444,0.048,"",4,[],[],"",0,[],"",2,850,44,"","",[],"","","",[],-16843010,-16843010
43,"GemlingFireball","",[],0.7778,0.04,"",4,[],[],"",0,[],"",2,850,44,"","",[],"","","",[],-16843010,-16843010
44,"PerandusFireball","",[],1.2222,0.048,"",4,[],[],"",0,[],"",2,850,44,"","",[],"","","",[],-16843010,-16843010
45,"PerandusDragonFireball","",[],1.7778,0.0414,"",3,[],[],"",0,[],"",2,850,44,"","",[],"","","",[],-16843010,-16843010
46,"PerandusFireball2","",[],1.7778,0.048,"",4,[],[],"",0,[],"",2,850,44,"","",[],"","","",[],-16843010,-16843010
47,"ProphecyDragonFireball","",[],1.7778,0.0414,"",3,[],[],"",0,[],"",2,850,44,"","",[],"","","",[],-16843010,-16843010
48,"FrostfireMageDragonFireball","",[],1.7778,0.0414,"",3,[],[],"",0,[],"",2,850,44,"","",[],"","","",[],-16843010,-16843010
49,"WestFireball","",[],3,0.0414,"",4,[],[],"",0,[],"",2,850,44,"","",[],"","","",[],-16843010,-16843010
50,"KitavaClericFireball","",[],1.7778,0.041,"",4,[],[],"",0,[],"",2,2300,44,"","",[],"","","",[],-16843010,-16843010
51,"MetamorphKitavaClericFireballVaal","",[],1.7778,0.041,"",4,[],[],"",0,[],"",2,2300,45,"","",[],"","","",[],-16843010,-16843010
52,"MonsterFireballRepeat","",[],1.1889,0.0394,"",3,[],[],"",0,[],"",2,850,44,"","",[],"","","",[],-16843010,-16843010
53,"ReliquaryMonsterFireball","",[],3.8889,0.04,"",3,[],[],"",0,[],"",2,2500,44,"","",[],"","","",[],-16843010,-16843010
54,"FireballIncusionFire","",[],0.9722,0.05,"",3,[],[],"",0,[],"",2,1200,44,"","",[],"","","",[],-16843010,-16843010
55,"FireballIncusionLightning","",[],1.0938,0.05,"",3,[],[],"",0,[],"",2,1200,44,"","",[],"","","",[],-16843010,-16843010
56,"FireballIncursionChaos","",[],2,0.025,"",3,[],[],"",0,[],"",2,1200,44,"","",[],"","","",[],-16843010,-16843010
57,"FireballTaowuDash","",[],4.5,0.04,"",3,[],[],"",0,[],"",2,1200,44,"","",[],"","","",[],-16843010,-16843010
58,"FireballTaowuCombo","",[],2.33,0.038,"",3,[],[],"",0,[],"",2,1830,44,"","",[],"","","",[],-16843010,-16843010
59,"IceNova","",[],1.7987,0.0364,"",3,[],[],"",1291143349,[],"",2,700,41,"","",[],"","","",[],-16843010,-16843010
60,"BloodNovaStrIntBoss","",[],1.7727,0.042,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
61,"IceNovaOnDamageTakenInvasion","",[],1.7727,0.042,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
62,"IceNovaOnHitCannibalMaleMapBoss","",[],1.7727,0.042,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
63,"IceNovaOnDeathWaterElemental","",[],1.7727,0.042,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
64,"IceNovaOnDeathStrMission","",[],2.7273,0.03,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
65,"DarkSeawitchIceNova","",[],1.7727,0.042,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
66,"ProphecyBloodNova","",[],1.95,0.042,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
67,"VaalIceNova","",[],1.7987,0.0364,"",3,[],[],"",549257270,[],"",2,700,42,"","",[],"","","",[],-16843010,-16843010
68,"TormentSpiritVaalIceNova","",[],1.5,0.042,"",3,[],[],"",0,[],"",2,800,42,"","",[],"","","",[],-16843010,-16843010
69,"StrMissionIceNovaTotem","",[],1.2727,0.0455,"",4,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
70,"WbIceNova","",[],1.2727,0.0455,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
71,"GhostIceNova","",[],2.7273,0.035,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
72,"EssenceDaemonIceNovaRepeat","",[],1.2727,0.0455,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
73,"ProphecyIceNovaTotems","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
74,"TotemMapBossIceNovaTotems","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
75,"IceNovaTrapSideAreaBoss","",[],1.8182,0.034,"",4,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
76,"IceNovaWaterElementalMap","",[],1.0873,0.034,"",4,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
77,"IceNovaWaterElemental","",[],0.8364,0.0304,"",4,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
78,"IceNovaWaterElementalMetamorphosis","",[],0.8364,0.0304,"",4,[],[],"",0,[],"",2,800,984,"","",[],"","","",[],-16843010,-16843010
79,"IceNovaWaterElementalInvasion","",[],0.8364,0.0304,"",4,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
80,"MonsterTotemIceNova","",[],0.9727,0.0333,"",4,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
81,"PopUpTotemIceNova","",[],1.4545,0.052,"",4,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
82,"WbIceNovaSupport","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
83,"WbIceNovaSupport2","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
84,"TotemBossTeamAAtollIceNovaChilledGround","",[],2.9455,0.06,"",3,[],[],"",0,[],"",2,3500,41,"","",[],"","","",[],-16843010,-16843010
85,"IzaroDaemonIceNova","",[],1.3636,0.035,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
86,"TempestDaemonIceNova","",[],4.5,0.06,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
87,"ShrineIceNova","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
88,"ShrineIceNovaPlayer","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
89,"EssenceDaemonIceNova","",[],0.9727,0.0333,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
90,"WestIceNovaDaemon","",[],1.5,0.038,"",3,[],[],"",0,[],"",2,500,41,"","",[],"","","",[],-16843010,-16843010
91,"WestIceNovaAttachedDaemon","",[],2.5,0.04,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
92,"WestIceNovaTriggered","",[],0.9313,0.05,"",3,[],[],"",0,[],"",2,2800,41,"","",[],"","","",[],-16843010,-16843010
93,"ChestIceNova","",[],3.1818,0.062,"",3,[],[],"",0,[],"",2,800,41,"","",[],"","","",[],-16843010,-16843010
94,"VaalIncursionIceNova","",[],3.1818,0.062,"",3,[],[],"",0,[],"",2,3430,41,"","",[],"","","",[],-16843010,-16843010
95,"LeapSlam","",[],0,0,"",1,[],[],"",-1852109096,[],"",2,1400,14,"","",[],"","","",[],-16843010,-16843010
96,"DarkExileLeapSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],-16843010,-16843010
97,"KaomLeapSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1400,14,"","",[],"","","",[],-16843010,-16843010
98,"Sweep","",[],0.67,0.0233,"",1,[],[],"",1827840414,[],"",2,1150,0,"","",[],"","","",[],-16843010,-16843010
99,"VaalSweep","",[],0,0,"",1,[],[],"",168077491,[],"",2,1150,1,"","",[],"","","",[],-16843010,-16843010
100,"ExileSweep","",[],0,0,"",1,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],-16843010,-16843010
101,"WbLightningEliteSweep","",[],0,0,"",1,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],-16843010,-16843010
102,"BanditSweep","",[],0,0,"",4,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],-16843010,-16843010
103,"SkeletonBossCrossroadsSweep","",[],0,0,"",4,[],[],"",0,[],"",2,1150,0,"","",[],"","","",[],-16843010,-16843010
104,"ExileVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],-16843010,-16843010
105,"GladiatorBossEliteVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],-16843010,-16843010
106,"WbVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],-16843010,-16843010
107,"DarkExileVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],-16843010,-16843010
108,"BullBossVaalGroundSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,3,"","",[],"","","",[],-16843010,-16843010
109,"RockGolemSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],"","","",[],-16843010,-16843010
110,"RockGolemMonsterSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],"","","",[],-16843010,-16843010
111,"RockGolemSlamTriggered1","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],"","","",[],-16843010,-16843010
112,"RockGolemSlamTriggered2","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],"","","",[],-16843010,-16843010
113,"RockGolemSlamTriggered3","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],"","","",[],-16843010,-16843010
114,"RockGolemSlamTriggered4","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],"","","",[],-16843010,-16843010
115,"RockGolemSlamTriggered5","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],"","","",[],-16843010,-16843010
116,"RockGolemSlamTriggered6","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],"","","",[],-16843010,-16843010
117,"ScorpionBurrowSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],"","","",[],-16843010,-16843010
118,"GoatmanMonsterSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],"","","",[],-16843010,-16843010
119,"RockGolemSlamMinotaur","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],"","","",[],-16843010,-16843010
120,"CoralGolemSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,983,"","",[],"","","",[],-16843010,-16843010
121,"DemonModularSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],"","","",[],-16843010,-16843010
122,"BestiaryBeastMonsterSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],"","","",[],-16843010,-16843010
123,"SentinelHolySlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],51,"","",[],-16843010,-16843010
124,"SentinelHolySlamBloodGuard","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],51,"","",[],-16843010,-16843010
125,"SentinelHolySlamFaithGuard","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],51,"","",[],-16843010,-16843010
126,"SentinelHolySlamCelestial","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],51,"","",[],-16843010,-16843010
127,"SentinelHolySlamCelestialDominating","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],51,"","",[],-16843010,-16843010
128,"SentinelHolySlamDemonic","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],51,"","",[],-16843010,-16843010
129,"SentinelHolySlamEmpyrean","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],51,"","",[],-16843010,-16843010
130,"SentinelHolySlamPolarisWhite","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],51,"","",[],-16843010,-16843010
131,"SentinelHolySlamDragonHunter","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],51,"","",[],-16843010,-16843010
132,"BetrayalSentinelUnholySlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],51,"","",[],-16843010,-16843010
133,"DjinnSlam","",[],0,0,"",1,[],[],"",0,[],"",2,1000,587,"","",[],"","","",[],-16843010,-16843010
134,"GroundSlamBrute","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],-16843010,-16843010
135,"GroundSlamStatue","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],-16843010,-16843010
136,"GroundSlamStatueInvasion","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],-16843010,-16843010
137,"BloodlinesMudElementalGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],-16843010,-16843010
138,"BloodlinesBloodElementalBloodGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],-16843010,-16843010
139,"ProphecyBloodGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],-16843010,-16843010
140,"ExileGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],-16843010,-16843010
141,"AxisBossGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],-16843010,-16843010
142,"DropBearSummonedGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],-16843010,-16843010
143,"ShieldCrabGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],-16843010,-16843010
144,"WbGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],-16843010,-16843010
145,"WbGroundSlamFireElite","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],-16843010,-16843010
146,"ProphecyZombieGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],-16843010,-16843010
147,"KaruiSpiritGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],-16843010,-16843010
148,"TalismanGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],-16843010,-16843010
149,"DarkExileGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],-16843010,-16843010
150,"BestiaryKiwethGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],-16843010,-16843010
151,"KaomWarriorGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,321,"","",[],"","","",[],-16843010,-16843010
152,"KaomWarriorGroundSlamSynthesis","",[],0,0,"",4,[],[],"",0,[],"",2,1000,321,"","",[],"","","",[],-16843010,-16843010
153,"HellionGreustGroundSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],-16843010,-16843010
154,"GroundSlamBeast","",[],0,0,"",1,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],-16843010,-16843010
155,"GroundSlamFormosanBeastiary","",[],0,0,"",1,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],-16843010,-16843010
156,"AbyssBoneHuskSpellNova","",[],2,0.03,"",4,[],[],"",0,[],"",2,1000,877,"","",[],"","","",[],-16843010,-16843010
157,"AbyssUndyingSpellNova","",[],1.5,0.033,"",4,[],[],"",0,[],"",2,1000,877,"","",[],"","","",[],-16843010,-16843010
158,"BestiaryChimeraSpiritSpellNova","",[],1.5,0.033,"",4,[],[],"",0,[],"",2,1000,877,"","",[],"","","",[],-16843010,-16843010
159,"AbyssLichBoss2SpellNova","",[],1.25,0.04,"",4,[],[],"",0,[],"",2,1000,877,"","",[],"","","",[],-16843010,-16843010
160,"Cleave","",[],0.67,0.0233,"",1,[],[],"",-550392008,[],"",2,1000,6,"","",[],"","","",[],-16843010,-16843010
161,"MonsterCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],-16843010,-16843010
162,"MonsterCleaveWithEffect","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],-16843010,-16843010
163,"VaalSideAreaBossVendigoCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],-16843010,-16843010
164,"TaniwhaCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],-16843010,-16843010
165,"BreachBossCleavePhysical","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],-16843010,-16843010
166,"WbCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],-16843010,-16843010
167,"WbChaosLeaderCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],-16843010,-16843010
168,"BeastCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],-16843010,-16843010
169,"ExileCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],-16843010,-16843010
170,"ExileCleaveStun","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],-16843010,-16843010
171,"KitavaDemonCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],-16843010,-16843010
172,"VultureBossCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],-16843010,-16843010
173,"BanditBearCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],-16843010,-16843010
174,"ArakaaliCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],-16843010,-16843010
175,"UnholyTrioCleave","",[],1,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],-16843010,-16843010
176,"AbyssLichCleave","",[],1,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],-16843010,-16843010
177,"BestiaryLynxCleave","",[],0,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],-16843010,-16843010
178,"HeraldOfAgonyMinionCleave","",[],1,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],-16843010,-16843010
179,"LegionEternalEmpireMeleeCleave","",[],1,0,"",1,[],[],"",0,[],"",2,1000,6,"","",[],"","","",[],-16843010,-16843010
180,"NewShieldCharge","",[],2.44,0.0178,"",1,[],[],"",-287394882,[],"",2,1000,9,"","",[],"","","",[],-16843010,-16843010
181,"ShieldCharge","",[],0,0,"",1,[],[],"",1904309587,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
182,"RhoaShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
183,"RhoaShieldChargeTaunt","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
184,"RhoaShieldChargeTauntHarvest","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
185,"RhoaShieldChargeTauntHeavy","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
186,"HarvestBearBossChargeNear","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
187,"HarvestBearBossChargeMediumNear","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
188,"HarvestBearBossChargeFar","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
189,"HarvestBeastCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
190,"BestiaryRhoaShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
191,"SpectralSkullShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
192,"RhoaMapBossShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
193,"AxisShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],-16843010,-16843010
194,"DominatingBlowMinionCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],-16843010,-16843010
195,"BetrayalElreonMinionCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],-16843010,-16843010
196,"RhoaShieldChargeInvasion","",[],0,0,"",4,[],[],"",0,[],"",2,1000,7,"","",[],"","","",[],-16843010,-16843010
