"rownum","Id","rid","i32","PreloadGroupsKeys","i32"
104,"StaticStrikeBeamStationary",2340,1132068864,[],4
105,"RainOfSporesVineBeam",2343,1133903872,[],4
106,"RainOfSporesVineBeamBlackLotus",2344,1133903872,[],4
107,"RainOfSporesVineBeamSuffering",2345,1133903872,[],4
108,"DelveBatBeam",2361,1140457472,[],4
109,"DelveAbyssLichTotemPurpleBeam",2426,1140457472,[],4
110,"DelveAbyssSoulTransferBeam",2427,1150681088,[],4
111,"SulphiteArcBeam",2445,1140457472,[],4
112,"ZanaImmunityShieldBeam",2467,1144750080,[],4
113,"ConduitSigilAttachBeam",2462,1140457472,[],4
114,"ConduitSigilBeamEffect",2464,1140457472,[],4
115,"ProtoVaalMapBossSoul1",2486,1137180672,[],4
116,"ProtoVaalMapBossSoul2",2487,1137180672,[],4
117,"ProtoVaalMapBossSoul3",2488,1137180672,[],4
118,"BetrayalScientistBeam",2506,1140785152,[],4
119,"CataclysmSigilAttachBeam",2528,1140457472,[],4
120,"BetrayalBallistaBeam",2521,1143930880,[],4
121,"BetrayalCartBeam",2532,1140457472,[],4
122,"BetrayalBallistaLaserSight",2538,1143930880,[],4
123,"BetrayalLeoChainBeam",2600,1140457472,[],4
124,"BetrayalCatarinaStaffBeam",2671,1145569280,[46],4
125,"BetrayalBallistaBeamFire",2695,1143930880,[],4
126,"BetrayalBallistaLaserSightFire",2697,1143930880,[],4
127,"BetrayalBallistaBeamCold",2699,1143930880,[],4
128,"BetrayalBallistaLaserSightCold",2701,1143930880,[],4
129,"BetrayalBallistaBeamLightning",2703,1143930880,[],4
130,"BetrayalBallistaLaserSightLightning",2705,1143930880,[],4
131,"BetrayalBallistaBeamMetalPhys",2707,1143930880,[],4
132,"BetrayalBallistaLaserSightMetalPhys",2709,1143930880,[],4
133,"BetrayalBallistaBeamBloodPhys",2711,1143930880,[],4
134,"BetrayalBallistaLaserSightBloodPhys",2713,1143930880,[],4
135,"BetrayalRikerBeamCannon",2719,1140457472,[],4
136,"BetrayalCatarinaAntiBeam1",2723,1149861888,[46],4
137,"BetrayalCatarinaAntiBeam2",2724,1149861888,[46],4
138,"BetrayalCatarinaAntiBeam3",2725,1149861888,[46],4
139,"BetrayalCatarinaAntiBeam4",2726,1149861888,[46],4
140,"BetrayalCatarinaAntiBeam5",2727,1149861888,[46],4
141,"BetrayalCatarinaGraveyardBeam",2728,1148026880,[46],4
142,"BetrayalCatarinaSyndicateBeam1",2729,1149861888,[46],4
143,"BetrayalCatarinaSyndicateBeam2",2730,1149861888,[46],4
144,"BetrayalCatarinaSyndicateBeam3",2731,1149861888,[46],4
145,"BetrayalCatarinaSyndicateBeam4",2732,1149861888,[46],4
146,"BetrayalCatarinaSyndicateBeam5",2733,1149861888,[46],4
147,"BetrayalCatarinaSyndicateStasisBeam",2734,1149861888,[46],4
148,"BetrayalCatarinaBarrageBeam",2738,1149861888,[],4
149,"BetrayalBallistaBeamFireArrow",2747,1143930880,[],4
150,"BetrayalBallistaBeamBloodPhysArrow",2748,1143930880,[],4
151,"BetrayalCatarinaPointer",2749,0,[46],4
152,"StormBurstTeleportBeam",2768,1141473280,[],4
153,"DivineTempestFinalBeam",2774,1149861888,[],4
154,"DivineTempestZap",2775,1136361472,[],4
155,"SynthesisRefractionBeam",2778,1143521280,[],4
156,"SynthesisBallLightningBeam1",2785,1137180672,[],4
157,"SynthesisBallLightningBeam2",2786,1137180672,[],4
158,"SynthesisBallLightningBeam3",2787,1137180672,[],4
159,"SoulrendBeam",2788,1133084672,[],4
160,"SynthesisColdRendBeam",2801,1133084672,[],4
161,"SynthesisLightningBarrageBeam1",2803,1140457472,[],4
162,"SynthesisLightningBarrageBeam2",2804,1140457472,[],4
163,"SynthesisLightningBarrageBeam3",2805,1140457472,[],4
164,"SynthesisLightningBeamBlade",2808,1120403456,[],4
165,"SynthesisSpinningBeam",2812,1148026880,[],4
166,"SynthesisRainbowBridge",2824,1141473280,[47],4
167,"StormBurstInitialTeleportBeam",2851,1141473280,[],4
168,"SynthesisVolatileWrapBeam",2855,1135542272,[],4
169,"SynthesisTriggerBeam",2859,1148026880,[],4
170,"SynthesisTriggerBeamAim",2860,1140457472,[],4
171,"SynthesisBossTriggerBeam",2861,1148026880,[],4
172,"SynthesisDroneActivationBeam",2864,1132068864,[],4
173,"SynthesisDroneConnectionBeam",2865,1132068864,[],4
174,"SynthesisGolemPowerballBeam",2869,1140981760,[],4
175,"SynthesisBarrageBeam",2890,1142292480,[],4
176,"SynthesisLargeBarrageBeam",2891,1148846080,[],4
177,"SynthesisConcentratedBeam",2894,1147207680,[],4
178,"SynthesisGolemShockRifleBeam",2886,1143930880,[],4
179,"SynthesisGolemVolatileAbsorbBeam",2889,1133903872,[],4
180,"DivineTempestAutomatonZap",2896,1137180672,[],4
181,"SoulrendCelestialBeam",2904,1133084672,[],4
182,"SynthesisGuardianToDroneBeam",2905,1140981760,[],4
183,"SynthesisDroneToDroneBeam",2906,1147207680,[],4
184,"DivineTempestAutomatonFinalBeam",2914,1149861888,[],4
185,"DivineTempestCelestialFinalBeam",2918,1149861888,[],4
186,"DivineTempestCelestialZap",2776,1136361472,[],4
187,"SoulrendCelestialCatBeam",2927,1133084672,[],4
188,"ChainStrikeBeam",2989,1142292480,[],4
189,"TormentSpiritTetherBeam",2993,1148846080,[],4
190,"LegionKaruiSergeantSnipeBeam",3013,1148026880,[],4
191,"LegionTemplarSkyBeamBeam",3037,1140457472,[],4
192,"LegionKaruiRainSnipeBeam",3083,1140457472,[],4
193,"LegionLioneyeRetractBeam",3147,1143111680,[],4
194,"LegionTemplarHolyBlastBigBeam",3154,1149861888,[],4
195,"LegionTemplarHolyBlastZap",3155,1140457472,[],4
196,"LegionTemplarBossShieldBeam",3178,1141473280,[],4
197,"LegionVaalSoulrendBeam",3180,1133084672,[],4
198,"LegionLasso",3183,1142292480,[],4
199,"GraveyardAltarBeam",3256,1149861888,[],4
200,"ConduitSigilRedAttachBeam",3332,1140457472,[],4
201,"ConduitSigilRedBeamEffect",3334,1140457472,[],4
202,"ArcCelestial",3346,1137180672,[],4
203,"BlightLightningArc",3368,1140719616,[],4
204,"BlightLightningBeamCannon",3373,1143930880,[],4
205,"BlightIceSiphonBeam",3379,1133903872,[],4
206,"BlightPathVariation1",3392,1120403456,[],4
207,"BlightPathVariation2",3393,1120403456,[],4
208,"BlightPathVariation3",3394,1120403456,[],4
209,"BlightPathVariation4",3395,1120403456,[],4
210,"BlightPathVariation5",3396,1120403456,[],4
211,"BlightPathVariation6",3397,1120403456,[],4
212,"BlightPathVariation7",3398,1120403456,[],4
213,"BlightPathVariation8",3399,1120403456,[],4
214,"BlightPathVariation9",3400,1120403456,[],4
215,"BlightPathVariation10",3401,1120403456,[],4
216,"SkitterbotDetonateMinesBeam",3424,1133903872,[],4
217,"BlightSummonedCopterBeam",3451,1140457472,[],4
218,"BlightCassiaTowerBeam",3454,1143930880,[],4
219,"BlightIceMonsterSacrificeBeam",3470,1128792064,[],4
220,"AtlasExileBoss1SpammableBeam",3487,1142292480,[],4
221,"AtlasExileBoss1RuneBeam",3491,1142292480,[],4
222,"CrusaderInfluenceMageguardBeam",3516,1142292480,[],4
223,"CrusaderInfluenceBallLightningBeam",3517,1125515264,[],4
224,"CrusaderInfluenceArcaneOrbBeam",3519,1139638272,[],4
225,"AtlasExileOrionFusionBeam",3534,1147207680,[],4
226,"AtlasExileOrionNukeBeam",3535,1147207680,[],4
227,"EnsnaringArrowTetheringBeam",3557,1133903872,[],4
228,"EnsnaringArrowTetheringBeamDemonic",3559,1133903872,[],4
229,"MetamorphosisBeam1",3561,1139638272,[51],4
230,"MetamorphosisBeam2",3562,1139638272,[51],4
231,"MetamorphosisBeam3",3563,1139638272,[51],4
232,"ArcCurved",2136,1140719616,[],4
233,"OfferingDefensiveSoulBeam",3679,1149452288,[],4
234,"OfferingOffensiveSoulBeam",3680,1149452288,[],4
235,"OfferingSpiritSoulBeam",3681,1149452288,[],4
236,"OfferingBloodSoulBeam",3682,1149452288,[],4
237,"AtlasExileOrionBeamBombChargeBeam",3690,1147207680,[],4
238,"AtlasExileOrionBeamBombBeam",3691,1143930880,[],4
239,"AtlasQuestKIracBeam",3733,1160708096,[],4
240,"AfflictionBossFinalBlackHoleBeam",3793,1153138688,[],4
241,"AfflictionModBeam",3794,1145569280,[],4
242,"AfflictionReflectionBeam",3816,1140457472,[],4
243,"AfflictionLightningBossGigaBallBeam",3832,1152319488,[],4
244,"AfflictionModBeamFire",3843,1145569280,[],4
245,"AfflictionModBeamCold",3844,1145569280,[],4
246,"ChannelledRuneSkillBeam",3849,1133903872,[],4
247,"AfflictionModBeamLightning",3853,1145569280,[],4
248,"AfflictionNoodleBeam1",3878,1140457472,[],4
249,"AfflictionNoodleBeam2",3879,1140457472,[],4
250,"AfflictionNoodleBeam3",3880,1140457472,[],4
251,"AfflictionNoodleBeam4",3881,1140457472,[],4
252,"AfflictionNoodleBeam5",3882,1140457472,[],4
253,"AfflictionNoodleBeam6",3883,1140457472,[],4
254,"AfflictionBossLightningBeam1",3907,1140457472,[],4
255,"AfflictionBossLightningBeam2",3908,1140457472,[],4
256,"AfflictionBossLightningBeam3",3909,1140457472,[],4
257,"AfflictionBossLightningBeam4",3910,1140457472,[],4
258,"AfflictionBossLightningBeam5",3911,1140457472,[],4
259,"AfflictionBossLightningBeam6",3912,1140457472,[],4
260,"AfflictionBossLightningBeam7",3913,1140457472,[],4
261,"AfflictionBossLightningBeam8",3914,1140457472,[],4
262,"AfflictionBossLightningBeam9",3915,1140457472,[],4
263,"AfflictionBossLightningBeam10",3916,1140457472,[],4
264,"StormBrandTetherBeam",3964,1140457472,[],4
265,"ChannelledRuneSkillGoreMicroBeam",3974,1133903872,[],4
266,"LightningWingsMTXBeam",3975,1149452288,[],4
267,"HarvestPipe",4001,1128792064,[53],4
268,"LightningWingsMTXBeam2",4015,1149452288,[],4
269,"TriggerSigilAttachBeam",4021,1140457472,[],4
270,"SpiritualCryDoubleBeam",4037,1142292480,[],4
271,"PenanceSigilAttachBeam",4062,1140457472,[],4
272,"PenanceBrandChargeBeam",4066,1140457472,[],4
273,"HarvestRavenBossBeam",4115,1137180672,[],4
274,"IntimidatingCryChargeConsumeBeam",4157,1120403456,[],4
275,"AncestralCryChargeConsumeBeam",4158,1120403456,[],4
276,"SeismicCryChargeConsumeBeam",4159,1120403456,[],4
277,"RallyingCryChargeConsumeBeam",4160,1120403456,[],4
278,"InfernalCryChargeConsumeBeam",4161,1120403456,[],4
279,"WinterSigilAttachBeam",4168,1140457472,[],4
280,"HarvestCatBossVineTrapBeam",4219,1132068864,[],4
281,"HarvestHellionGodzillaBeam",4208,1133903872,[],4
282,"HarvestSquidBallLightningBeam",4224,1125187584,[],4
283,"HarvestSquidBallLightningGroundBeam",4225,1125187584,[],4
284,"HarvestSquidNoodleBeam1",4226,1140457472,[],4
285,"HarvestSquidNoodleBeam2",4227,1140457472,[],4
286,"HarvestSquidNoodleBeam3",4228,1140457472,[],4
287,"HarvestSquidNoodleBeam4",4229,1140457472,[],4
288,"RallyingCryChargeConsumeBeamCelestial",4238,1120403456,[],4
289,"InfernalCryChargeConsumeBeamCelestial",4239,1120403456,[],4
290,"WinterBrandChargeBeam",4247,1128792064,[],4
291,"HarvestAdjacencyVine1",4250,1126170624,[],4
292,"HarvestAdjacencyVine2",4251,1126170624,[],4
293,"HarvestAdjacencyVine3",4252,1126170624,[],4
294,"HarvestAdjacencyVine4",4253,1126170624,[],4
295,"BrandDetonateCastBeam",4287,1133903872,[],4
296,"HarvestTreePlayerBeam1",4301,1145569280,[53],4
297,"HarvestTreePlayerBeam2",4302,1145569280,[53],4
298,"HarvestTreePlayerBeam3",4303,1145569280,[53],4
299,"HarvestTreePlayerBeam4",4304,1145569280,[53],4
300,"HarvestTreePlayerBeam5",4305,1145569280,[53],4
301,"HarvestTreePlayerBeam6",4306,1145569280,[53],4
302,"HarvestTreePlayerBeam7",4307,1145569280,[53],4
303,"HarvestTreePlayerBeam8",4308,1145569280,[53],4
304,"HarvestTreePlayerBeam9",4309,1145569280,[53],4
305,"HarvestTreePlayerBeam10",4310,1145569280,[53],4
306,"HarvestTreePlayerBeam11",4311,1145569280,[53],4
307,"HarvestTreePlayerBeam12",4312,1145569280,[53],4
308,"HarvestRootPath",4327,1133903872,[53],4
309,"HeistTemplarCasterBallLightningBeam",4397,1133903872,[],4
310,"HeistTemplarCasterBallLightningGroundBeam",4398,1125187584,[],4
311,"CryWolfWarcryConsumeBeam",4401,1120403456,[],4
312,"SpiritualCryDoubleBeamCryWolf",4407,1142292480,[],4
313,"BreachLightningOrbBeam",4415,1125187584,[],4
314,"SpiritualCryDoubleBeamCelestial",4428,1142292480,[],4
315,"IntimidatingCryChargeConsumeBeamCelestial",4432,1120403456,[],4
316,"AncestralCryChargeConsumeBeamCelestial",4433,1120403456,[],4
317,"SeismicCryChargeConsumeBeamCelestial",4434,1120403456,[],4
318,"DisintegrateBeam",4464,1134755840,[],4
319,"BarghestTailLaserBeam",4478,1120403456,[],4
320,"BreachLightningBeamNew",4485,1120403456,[],4
321,"HeistCultistLightningBeam",4507,1140457472,[],4
322,"HeistEngineerBridge1",4510,1130430464,[],4
323,"HeistEngineerBridge2",4511,1137999872,[],4
324,"HeistEngineerBridge3",4512,1142865920,[],4
325,"HeistEngineerBridge4",4513,1146306560,[],4
326,"HeistEngineerBridge5",4514,1149493248,[],4
327,"HeistEngineerBridge6",4515,1151213568,[],4
328,"HeistEngineerBridge7",4516,1152933888,[],4
329,"HeistEngineerBridgeBuildingBeam1",4528,1153138688,[],4
330,"HeistEngineerBridgeBuildingBeam2",4529,1153138688,[],4
331,"HeistEngineerBridgeBuildingBeam3",4530,1153138688,[],4
332,"HeistEngineerBridgeBuildingBeam4",4531,1153138688,[],4
333,"HeistEngineerBridgeBuildingBeam5",4532,1153138688,[],4
334,"HeistEngineerBridgeBuildingBeam6",4533,1153138688,[],4
335,"HeistEngineerBridgeBuildingBeam7",4534,1153138688,[],4
336,"SteelStealBeamEffect1",4536,1140457472,[],4
337,"SteelStealBeamEffect2",4537,1140457472,[],4
338,"SteelStealBeamEffect3",4538,1140457472,[],4
339,"SteelStealBeamEffect4",4539,1140457472,[],4
340,"DeathWishBeam",4541,1133903872,[],4
341,"HeistAlarmDoorLaserBeam",4544,1128792064,[],4
342,"HeistRobotSpiderLaser",4564,1144750080,[],4
343,"SteelStealSpendBeamEffect1",4603,1140457472,[],4
344,"SteelStealSpendBeamEffect2",4604,1140457472,[],4
345,"SteelStealSpendBeamEffect3",4605,1140457472,[],4
346,"SteelStealSpendBeamEffect4",4606,1140457472,[],4
347,"HeistDroneDragonBreath",4609,1132068864,[],4
348,"HeistMilitaryPolearmMinibossDashBeam",4620,1139638272,[],4
349,"HeistMilitaryPolearmMinibossDashBeam2",4621,1139638272,[],4
350,"HeistMilitaryPolearmMinibossDashBeam3",4622,1139638272,[],4
351,"HeraldOfAshArmBeam",4628,1117126656,[],4
352,"HeraldOfThunderArmBeam",4629,1117126656,[],4
353,"HeraldOfIceArmBeam",4630,1117126656,[],4
354,"HeraldOfPurityArmBeam",4631,1117126656,[],4
355,"HeraldOfAgonyArmBeam",4632,1117126656,[],4
356,"BallLightningBeamAutomaton",4644,1133084672,[],4
357,"BallLightningGroundBeamAutomaton",4645,1133084672,[],4
358,"HeistRobotHoundEyeLaserBeam",4658,1137180672,[],4
359,"HeistTripwireLaser",4663,1128792064,[],4
360,"DisintegrateFinalBeam",4680,1149452288,[],4
361,"HeistRobotStormcallerShockRifleBeam",4689,1148846080,[],4
362,"HeistRobotPyreKnightSpamBeam",4684,1142292480,[],4
363,"HeistRobotPyreKnightMegaBeam",4685,1149861888,[],4
364,"HeistRobotPyreKnightSweepBeam",4694,1140457472,[],4
365,"HeistCultistSummonedPylonBeam",4701,1140457472,[],4
366,"HeistDanaiSweepLightningBeam",4719,1140457472,[],4
367,"HeistThugGhostRiderChain",4731,1142292480,[],4
368,"HeistThugEnsnaringArrowTetheringBeam",4730,1133903872,[],4
369,"HeistRobotBossBallBeam",4736,1140457472,[],4
370,"HeistRobotBossMagneticTendrils",4741,1150681088,[],4
371,"HeistRobotBossAimBeam",4762,1143930880,[],4
372,"HeistRobotBossBlastBeam",4763,1143930880,[],4
373,"HeistFreidrichBloodBeam",4862,1143930880,[],4
374,"HeistFreidrichBloodBeamPool",4863,1143930880,[],4
375,"HeistFreidrichBloodBeam2",4873,1143930880,[],4
376,"HeistFreidrichBloodBeam3",4874,1143930880,[],4
377,"HeistFreidrichBloodBeam4",4875,1143930880,[],4
378,"HeistFreidrichBloodBeam5",4876,1143930880,[],4
379,"HeistFreidrichBloodBeam6",4877,1143930880,[],4
380,"HeistFreidrichBloodBeam7",4878,1143930880,[],4
381,"HeistFreidrichBloodBeamPool2",4879,1143930880,[],4
382,"HeistFreidrichBloodBeamPool3",4880,1143930880,[],4
383,"HeistFreidrichBloodBeamPool4",4881,1143930880,[],4
384,"HeistFreidrichBloodBeamPool5",4882,1143930880,[],4
385,"HeistFreidrichBloodBeamPool6",4883,1143930880,[],4
386,"HeistFreidrichBloodBeamPool7",4884,1143930880,[],4
387,"DisintegrateBeamAutomaton",4898,1134755840,[],4
388,"DisintegrateFinalBeamAutomaton",4901,1149452288,[],4
389,"BrutalPirateLordScorchBeam",4944,1136361472,[],4
390,"VilentaRageBeamFire1",4957,1143111680,[],4
391,"VilentaRageBeamFire2",4958,1143111680,[],4
392,"VilentaRageBeamFire3",4959,1143111680,[],4
393,"VilentaRageBeamFire4",4960,1143111680,[],4
394,"IceSaplingBallReturnBeam",4967,1143930880,[],4
395,"IceSaplingDeathBeam",4970,1150681088,[],4
396,"IceSaplingChargeBeam",4973,1141063680,[],4
397,"IceSaplingBallConnectorBeam",4977,1133903872,[],4
398,"ArchitectBloodBeamRitual",4980,1148846080,[],4
399,"WaterDjinnBeam",4993,1147207680,[],4
400,"VilentaBeamFire",5009,1140785152,[],4
401,"VampiricIconBeam",5047,1140457472,[],4
402,"IceSaplingRitualBeam",5058,1135214592,[],4
403,"RitualDischargeBeamFire",5059,1143930880,[],4
404,"RitualDischargeBeamCold",5060,1143930880,[],4
405,"RitualDischargeBeamLightning",5061,1143930880,[],4
406,"RitualGrowBeam",5072,1140457472,[],4
407,"RitualChaosGreenVines",5073,1132068864,[],4
408,"MavenFBBBeam",5080,1147207680,[],4
409,"MavenMapSpaceVines",5086,1132068864,[],4
410,"MavenMapHealBeam",5087,1137180672,[],4
411,"MavenMapInfusedWeaponBeam",5089,1137180672,[],4
412,"MavenMapDamageReductionBeam",5090,1120403456,[],4
413,"MavenMapSpaceChargeBeam",5094,1120403456,[],4
414,"SeawitchLightningBeamStandalone",5095,1140457472,[],4
415,"ReaperWraithSlowingChainsBeam",5097,1132068864,[],4
416,"ThaumaturgistGrowBeam",5101,1135542272,[],4
417,"RitualLightningOrbBeam",5102,1145569280,[],4
418,"MavenMapGuardBeam",5110,1137180672,[],4
419,"MavenBrainPhaseBeam",5139,1150681088,[],4
420,"MavenSweepBeam",5136,1137180672,[],4
421,"RitualEnergyShieldBeam",5145,1143930880,[],4
422,"MavenMapBeamOrb",5155,1137180672,[],4
423,"RitualLightningBallTelegraphBeam",5176,1145569280,[],4
424,"UltimatumMonsterSpawnBeam",5178,1145569280,[57],4
425,"RainOfSporesVineBeamCelestial",5184,1133903872,[],4
426,"UltimatumGolemFireBeam",5185,1140457472,[],4
427,"UltimatumGolemFireBeamRuin",5186,1140457472,[],4
428,"UltimatumWraithIceBeam",5187,1140457472,[],4
429,"BloodTendrilsBeam",5216,1140457472,[],4
430,"TrialmasterTether",5226,1135542272,[57],4
431,"SpikeSlamSpikeBeamVerdant",5229,1133903872,[],4
432,"SpikeSlamSpikeBeamEmpoweredVerdant",5230,1133903872,[],4
433,"UltimatumGolemColdBeam",5231,1140457472,[],4
434,"UltimatumGolemLightningBeam",5232,1140457472,[],4
435,"UltimatumGolemChaosBeam",5233,1140457472,[],4
436,"UltimatumSpiderCycloneBeam1",5245,1140457472,[],4
437,"UltimatumSpiderCycloneBeam2",5246,1140457472,[],4
438,"UltimatumSpiderCycloneBeam1Ruin",5247,1140457472,[],4
439,"UltimatumSpiderCycloneBeam2Ruin",5248,1140457472,[],4
440,"BloodScytheBeam",5262,1137180672,[],4
441,"RainOfSporesVineBeamOblivion",5270,1133903872,[],4
442,"OfferingSoulBeamCelestial",5309,1149452288,[],4
443,"DemonSpiderWebBeam",5311,1137180672,[],4
444,"WebEnsnaringArrowTetheringBeam",5313,1133903872,[],4
445,"UltimatumGoliathOrbBeam",5388,1137180672,[],4
446,"UltimatumCrystalTotemBeam",5398,1133903872,[],4
447,"UltimatumGoliathOrbBeamRuin",5407,1137180672,[],4
448,"BloodTendrilsBeamLite",5461,1140457472,[],4
