"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","Null6"
90,3606,500,769,29,48,11,0
91,3607,500,741,26,46,11,0
92,3608,500,769,32,50,11,0
93,3609,500,667,25,46,11,0
94,3610,500,833,26,79,11,0
95,3611,500,769,35,65,11,0
96,3612,500,714,24,71,11,0
97,3613,500,833,45,83,11,0
98,3614,500,769,45,75,11,0
99,3615,500,741,40,71,11,0
100,3616,500,769,49,77,11,0
101,3617,500,667,38,70,11,0
102,3618,500,833,38,114,11,0
103,3619,500,769,47,87,11,0
104,3620,500,714,30,90,11,0
105,3621,500,833,54,100,11,0
106,3622,500,769,51,85,11,0
107,3623,500,741,44,79,11,0
108,3624,500,769,21,44,11,0
109,3625,500,769,32,67,11,0
110,3626,500,769,38,79,11,0
111,3627,500,690,5,11,11,0
112,3628,500,909,3,23,11,0
113,3629,500,645,4,9,11,0
114,3630,500,667,6,14,11,0
115,3631,500,645,5,22,11,0
116,3632,500,690,15,21,11,0
117,3633,500,714,16,30,11,0
118,3634,500,690,18,33,11,0
119,3635,500,667,20,33,11,0
120,3636,500,769,19,54,11,0
121,3637,500,870,28,60,11,0
122,3638,500,769,25,53,11,0
123,3639,500,645,13,53,11,0
124,3640,500,769,37,53,11,0
125,3641,500,833,38,70,11,0
126,3642,500,769,36,66,11,0
127,3643,500,667,34,55,11,0
128,3644,500,769,30,86,11,0
129,3645,500,870,44,94,11,0
130,3646,500,769,39,83,11,0
131,3647,500,645,20,80,11,0
132,3648,500,769,54,78,11,0
133,3649,500,833,53,98,11,0
134,3650,500,769,46,86,11,0
135,3651,500,667,41,68,11,0
136,3652,500,769,35,99,11,0
137,3653,500,714,37,80,11,0
138,3654,600,625,18,33,11,0
139,3655,600,625,27,51,11,0
140,3656,600,625,34,63,11,0
141,3657,550,645,5,11,14,0
142,3658,550,625,4,17,14,0
143,3659,600,667,11,20,14,0
144,3660,550,645,11,25,14,0
145,3661,550,625,12,29,14,0
146,3662,650,769,12,46,14,0
147,3663,550,625,18,33,14,0
148,3664,570,714,19,44,14,0
149,3665,600,645,19,40,14,0
150,3666,550,667,13,51,14,0
151,3667,600,714,25,46,14,0
152,3668,550,667,21,50,14,0
153,3669,550,625,21,49,14,0
154,3670,650,769,18,73,14,0
155,3671,550,625,28,51,14,0
156,3672,570,714,29,67,14,0
157,3673,600,645,29,60,14,0
158,3674,550,667,19,75,14,0
159,3675,600,714,35,65,14,0
160,3676,550,667,29,69,14,0
161,3677,550,625,27,64,14,0
162,3678,650,769,22,87,14,0
163,3679,550,625,32,60,14,0
164,3680,570,714,31,72,14,0
165,3681,600,667,32,66,14,0
166,3682,500,690,6,8,11,0
167,3683,500,714,8,13,11,0
168,3684,500,690,13,16,11,0
169,3685,500,769,15,27,11,0
170,3686,500,690,13,31,11,0
171,3687,500,714,19,32,11,0
172,3688,500,833,32,40,11,0
173,3689,500,714,21,43,11,0
174,3690,500,741,28,42,11,0
175,3691,500,800,31,51,11,0
176,3692,500,714,33,42,11,0
177,3693,500,870,37,69,11,0
178,3694,500,714,25,59,11,0
179,3695,500,769,38,63,11,0
180,3696,500,833,53,67,11,0
181,3697,500,714,33,69,11,0
182,3698,500,741,44,66,11,0
183,3699,500,800,48,80,11,0
184,3700,500,714,49,62,11,0
185,3701,500,870,54,101,11,0
186,3702,500,714,35,81,11,0
187,3703,500,769,49,82,11,0
188,3704,500,833,65,82,11,0
189,3705,500,714,38,80,11,0
190,3706,500,741,49,74,11,0
191,3707,500,769,20,41,11,0
192,3708,500,769,31,64,11,0
193,3709,500,769,39,81,11,0
194,3710,600,645,5,8,11,0
195,3711,600,667,8,12,11,0
196,3712,600,714,10,19,11,0
197,3713,650,714,14,22,11,0
198,3714,600,714,18,27,11,0
199,3715,600,690,17,31,11,0
200,3716,600,833,21,50,11,0
201,3717,620,800,29,44,11,0
202,3718,600,769,27,50,11,0
203,3719,600,667,24,36,11,0
204,3720,600,800,30,55,11,0
205,3721,650,800,35,52,11,0
206,3722,600,800,38,57,11,0
207,3723,600,714,30,55,11,0
208,3724,600,833,34,80,11,0
209,3725,620,800,45,67,11,0
210,3726,600,769,39,72,11,0
211,3727,600,667,37,55,11,0
212,3728,600,800,43,80,11,0
213,3729,650,800,49,73,11,0
214,3730,600,800,51,76,11,0
215,3731,600,714,37,70,11,0
216,3732,600,833,41,95,11,0
217,3733,620,800,50,76,11,0
218,3734,600,769,42,78,11,0
219,3735,630,690,23,34,11,0
220,3736,630,690,35,52,11,0
221,3737,630,690,41,61,11,0
222,3738,500,714,5,13,120,0
223,3739,500,667,6,16,120,0
224,3740,600,769,6,25,120,0
225,3741,600,769,12,26,120,0
226,3742,670,800,11,34,120,0
227,3743,650,714,11,34,120,0
228,3744,500,690,10,41,120,0
229,3745,500,833,20,53,120,0
230,3746,550,714,27,40,120,0
231,3747,500,667,15,44,120,0
232,3748,600,800,17,69,120,0
233,3749,600,769,26,55,120,0
234,3750,670,800,23,68,120,0
235,3751,650,714,20,61,120,0
236,3752,500,690,17,67,120,0
237,3753,500,833,31,81,120,0
238,3754,550,714,40,60,120,0
239,3755,500,667,22,67,120,0
240,3756,600,800,25,100,120,0
241,3757,600,769,39,81,120,0
242,3758,670,800,30,89,120,0
243,3759,650,714,26,78,120,0
244,3760,500,690,20,78,120,0
245,3761,500,833,35,92,120,0
246,3762,550,714,44,66,120,0
247,3763,550,769,9,13,120,0
248,3764,550,769,13,20,120,0
249,3765,550,769,16,24,120,0
250,3766,600,769,9,19,13,0
251,3767,620,769,10,31,13,0
252,3768,600,769,24,41,13,0
253,3769,640,769,14,42,13,0
254,3770,620,769,27,57,13,0
255,3771,650,870,27,81,13,0
256,3772,610,769,41,76,13,0
257,3773,600,833,41,85,13,0
258,3774,620,870,34,102,13,0
259,3775,600,769,51,86,13,0
260,3776,660,800,38,114,13,0
261,3777,630,800,56,117,13,0
262,3778,650,870,48,145,13,0
263,3779,610,769,65,121,13,0
264,3780,600,833,66,138,13,0
265,3781,620,870,55,165,13,0
266,3782,600,769,72,120,13,0
267,3783,730,800,53,160,13,0
268,3784,680,800,71,147,13,0
269,3785,700,870,57,171,13,0
270,3786,650,769,73,136,13,0
271,3787,600,833,70,145,13,0
272,3788,600,800,36,66,13,0
273,3789,600,800,55,102,13,0
274,3790,600,800,65,120,13,0
275,3791,700,800,39,73,13,0
276,3792,700,800,61,113,13,0
277,3793,700,800,78,144,13,0
278,3794,500,769,12,20,13,0
279,3795,500,800,19,30,13,0
280,3796,500,769,19,39,13,0
281,3797,500,769,29,43,13,0
282,3798,500,800,36,60,13,0
283,3799,500,769,43,58,13,0
284,3800,500,800,49,73,13,0
285,3802,500,870,58,91,13,0
286,3801,500,833,53,83,13,0
287,3803,500,800,48,99,13,0
288,3804,500,769,61,92,13,0
289,3805,500,833,74,123,13,0
290,3806,500,769,76,103,13,0
291,3807,500,800,81,121,13,0
292,3808,500,833,88,138,13,0
293,3809,500,952,121,189,13,0
294,3810,500,769,74,155,13,0
295,3811,570,741,87,131,13,0
296,3812,500,870,104,174,13,0
297,3813,500,714,90,122,13,0
298,3814,600,800,96,144,13,0
299,3815,500,833,97,152,13,0
300,3816,500,741,36,56,13,0
301,3817,500,741,55,86,13,0
302,3818,500,741,65,101,13,0
303,3819,500,690,8,16,13,0
304,3820,500,714,11,26,13,0
305,3821,500,690,17,29,13,0
306,3822,500,714,20,38,13,0
307,3823,500,714,23,48,13,0
308,3824,500,714,30,50,13,0
309,3825,500,741,31,65,13,0
310,3826,600,741,41,68,13,0
311,3827,500,769,34,79,13,0
312,3828,500,690,39,65,13,0
313,3829,500,741,45,84,13,0
314,3830,500,769,49,102,13,0
315,3831,500,714,54,89,13,0
316,3832,500,741,52,109,13,0
317,3833,600,741,63,104,13,0
318,3834,500,769,55,128,13,0
319,3835,500,667,62,104,13,0
320,3836,650,714,62,115,13,0
321,3837,500,769,68,142,13,0
322,3838,500,690,69,115,13,0
323,3839,500,741,62,129,13,0
324,3840,570,741,67,112,13,0
325,3841,600,769,34,63,13,0
326,3842,600,769,52,97,13,0
327,3843,600,769,61,114,13,0
328,3844,500,769,10,16,13,0
329,3845,500,800,17,25,13,0
330,3846,500,769,16,33,13,0
331,3847,500,769,25,38,13,0
332,3848,500,769,27,49,13,0
333,3849,500,833,40,60,13,0
334,3850,500,800,46,62,13,0
335,3851,500,800,45,68,13,0
336,3852,500,909,57,85,13,0
337,3853,500,800,43,88,13,0
338,3854,500,769,54,81,13,0
339,3855,500,800,55,103,13,0
340,3856,500,833,72,108,13,0
341,3857,500,800,77,104,13,0
342,3858,500,800,75,113,13,0
343,3859,500,1000,112,168,13,0
344,3860,550,769,65,135,13,0
345,3861,500,741,77,115,13,0
346,3862,500,800,74,138,13,0
347,3863,500,909,102,153,13,0
348,3864,600,870,101,137,13,0
349,3865,500,833,91,136,13,0
350,3866,500,870,39,64,13,0
351,3867,500,870,62,103,13,0
352,3868,500,870,81,135,13,0
353,3869,500,833,8,15,13,0
354,7451,600,667,4,8,10,0
