"rownum","Id","MinLevel","BestiaryFamiliesKey","BestiaryGroupsKey","ModsKey","BestiaryCapturableMonstersKey","RarityKey","BestiaryGenusKey"
105,"RareWithBestiaryMod23",0,4,"",13960,"",3,""
106,"RareWithBestiaryMod24",0,4,"",13965,"",3,""
107,"SpiritBossTiger",0,"","","",308,5,""
108,"SpiritBossAvian",0,"","","",309,5,""
109,"SpiritBossSpider",0,"","","",310,5,""
110,"SpiritBossCrab",0,"","","",311,5,""
111,"Rhoa",0,"","","","",5,6
112,"SeaWitch",0,"","","","",5,8
113,"ShieldCrab",0,"","","","",5,9
114,"Goatman",0,"","","","",5,1
115,"GoatShaman",0,"","","","",5,2
116,"Hellion",0,"","","","",5,3
117,"MagicGargantuan",0,"","","","",2,0
118,"MagicSpider",0,"","","","",2,12
119,"MagicApe",0,"","","","",2,5
120,"MagicPlummetingUrsa",0,"","","","",2,21
121,"MagicGoliath",0,"","","","",2,18
122,"MagicDevourer",0,"","","","",2,19
123,"MagicChimeral",0,"","","","",2,14
124,"MagicVulture",0,"","","","",2,22
125,"MagicCockerel",0,"","","","",2,26
126,"MagicPitbull",0,"","","","",2,25
127,"MagicKaruiHound",0,"","","","",2,24
128,"MagicApeChieftain",0,"","","","",2,28
129,"RareLurcher",0,"","","","",3,32
130,"RareGargantuan",0,"","","","",3,0
131,"RareDevourer",0,"","","","",3,19
132,"RareBull",0,"","","","",3,27
133,"RareChimeral",0,"","","","",3,14
134,"AlbinoRhoa",0,"","","",58,5,""
135,"Level70RareSeaWitchesWithBestiaryMod22",70,"","",13964,"",3,8
136,"Level70RareOctopusesWithBestiaryMod22",70,"","",13964,"",3,39
137,"Level70RareLurcherWithBestiaryMod22",70,"","",13964,"",3,32
138,"Level70RareMawWithBestiaryMod22",70,"","",13964,"",3,13
139,"Level70RareAmphibianWithBestiaryMod22",70,"",11,13964,"",3,""
140,"Level70RareCrustaceanWithBestiaryMod22",70,"",10,13964,"",3,""
141,"Level70RareCephalopodWithBestiaryMod22",70,"",9,13964,"",3,""
142,"Level70RareUnnaturalWithBestiaryMod22",70,"",4,13964,"",3,""
143,"Level70RareSandsWithBestiaryMod22",70,1,"",13964,"",3,""
144,"Level70RareDepthsWithBestiaryMod22",70,3,"",13964,"",3,""
145,"Level70RareCavernsWithBestiaryMod22",70,2,"",13964,"",3,""
146,"Level70RareWildsWithBestiaryMod22",70,0,"",13964,"",3,""
147,"Level70RareWatchersWithBestiaryMod22",70,"","",13964,"",3,20
148,"Level70RareGemFrogsWithBestiaryMod22",70,"","",13964,"",3,40
149,"RareWolf",0,"","","","",3,4
150,"Level80RareDevourerWithBestiaryMod7",80,"","",13951,"",3,19
151,"Level80RareArachnoscorpionWithBestiaryMod13",80,"","",13955,"",3,33
152,"Level80RareSpiderWithBestiaryMod11",80,"","",13953,"",3,12
153,"Level80RareScorpionWithBestiaryMod15",80,"","",13966,"",3,35
154,"Level80RareLeaperWithBestiaryMod10",80,"","",13957,"",3,23
155,"Level80RareCarrionQueenWithBestiaryMod2",80,"","",13954,"",3,15
156,"Level80RareSeaWitchWithBestiaryMod9",80,"","",13967,"",3,8
157,"Level80RareCrabWithBestiaryMod6",80,"","",13968,"",3,30
158,"Level80RareMawWithBestiaryMod24",80,"","",13965,"",3,13
159,"Level80RareSandSpitterWithBestiaryMod4",80,"","",13959,"",3,7
160,"Level80RareOctopusWithBestiaryMod22",80,"","",13964,"",3,39
161,"Level80RareSpawnWithBestiaryMod20",80,"","",13949,"",3,11
162,"Level80RareChimeralWithBestiaryMod3",80,"","",13956,"",3,14
163,"Level80RareVultureWithBestiaryMod17",80,"","",13958,"",3,22
164,"Level80RareRetchWithBestiaryMod16",80,"","",13961,"",3,17
165,"Level80RareSnakeWithBestiaryMod1",80,"","",13969,"",3,10
166,"Level80RareRhoaWithBestiaryMod14",80,"","",13950,"",3,6
167,"Level80RareHellionWithBestiaryMod21",80,"","",13948,"",3,3
168,"Level80RareGoatShamanWithBestiaryMod12",80,"","",13948,"",3,2
169,"Level80RarePitbullWithBestiaryMod5",80,"","",13952,"",3,25
170,"Level80RareGoliathWithBestiaryMod19",80,"","",13962,"",3,18
171,"Level80RareGargantuanWithBestiaryMod8",80,"","",13946,"",3,0
172,"Level80RareApeChieftainWithBestiaryMod18",80,"","",13963,"",3,28
173,"Level80RareKaruiHoundWithBestiaryMod23",80,"","",13960,"",3,24
174,"Level78RareWolfWithBestiaryMod5",78,"","",13952,"",3,4
175,"Level78RareWolfWithBestiaryMod18",78,"","",13963,"",3,4
176,"Level78RareWolfWithBestiaryMod21",78,"","",13948,"",3,4
177,"Level70RareCephalopodWithBestiaryMod4",70,"",9,13959,"",3,""
178,"Level70RareDepthsWithBestiaryMod20",70,3,"",13949,"",3,""
179,"Level70RareDepthsWithBestiaryMod6",70,3,"",13968,"",3,""
180,"Level70RareSnakeWithBestiaryMod1",70,"","",13969,"",3,10
181,"Level70RareGargantuansWithBestiaryMod18",70,"","",13963,"",3,0
182,"Level70RareCarrionQueensWithBestiaryMod2",70,"","",13954,"",3,15
183,"AnyRare",0,4,"","","",3,""
184,"AnyRareLevel20Plus",20,4,"","","",3,""
