"rownum","Id","BaseItemTypesKey","i32","i32","i32","bool","bool"
40,"Metadata/Pet/BellLizard/BellLizard",3241,38215,-1052814216,8,"",""
41,"Metadata/Pet/Lion/Demon/DemonLion",3242,61331,2043582045,11,"",""
42,"Metadata/Pet/Lion/Gem/GemLion",3243,51436,92786027,11,"",""
43,"Metadata/Pet/Cobra/Cobra",3244,37676,2142825620,8,"",""
44,"Metadata/Pet/Cockroach/Cockroach",3245,61480,-184875821,8,"",""
45,"Metadata/Pet/FormosanBear/FormosanBear",3246,51230,-33606175,10,"",""
46,"Metadata/Pet/SpiderLizard/SpiderLizard",3247,179,1059602331,8,"",""
47,"Metadata/Pet/BlueLandCrab/BlueLandCrab",3248,32372,2015692369,8,"",""
48,"Metadata/Pet/CaneToad/CaneToad1/CaneToad1",3249,37890,1447674443,8,"",""
49,"Metadata/Pet/CaneToad/CaneToad2/CaneToad2",3250,236,-1925083731,8,"",""
50,"Metadata/Pet/CaneToad/CaneToad3/CaneToad3",3251,32726,107313587,8,"",""
51,"Metadata/Pet/CaneToad/CaneToad4/CaneToad4",3252,38988,-170234474,8,"",""
52,"Metadata/Pet/CaneToad/CaneToad5/CaneToad5",3253,35988,561753583,8,"",""
53,"Metadata/Pet/CaneToad/CaneToad6/CaneToad6",3254,52732,1611509233,8,"",""
54,"Metadata/Pet/Spider/spider",3255,55525,-1498775985,8,"",""
55,"Metadata/Pet/FormosanDeer/FormosanDeer",3256,24612,-519143126,10,"",""
56,"Metadata/Pet/FlySwarm/FlySwarm",3257,21094,323895592,10,"",""
57,"Metadata/Pet/DropBear/DropBear",3260,53741,-1624813878,9,"",""
58,"Metadata/Pet/BloodWorm/BloodWorm",3261,22385,250173848,8,"",""
59,"Metadata/Pet/Rat_Black/Rat_Black",3262,12421,1561226635,8,"",""
60,"Metadata/Pet/RollingHead/RollingHead",3263,39587,525305324,8,"",""
61,"Metadata/Pet/FlySwarm/FlySwarmGreen",3258,54607,-1460765279,9,"",""
62,"Metadata/Pet/FlySwarm/FlySwarmOrange",3259,45808,65843484,9,"",""
63,"Metadata/Pet/BabyBlackDeath/BabyBlackDeath",3264,61684,736025386,10,"",""
64,"Metadata/Pet/Chicken/Chicken",3265,56633,-52944415,8,"",""
65,"Metadata/Pet/WildTurkey/WildTurkey",3266,35129,-894811245,9,"",""
66,"Metadata/Pet/Hedgehog/Hedgehog",3267,33648,-9012218,8,"",""
67,"Metadata/Pet/Lemur/Lemur",3268,35010,-128290664,8,"",""
68,"Metadata/Pet/PeacockMale/PeacockMale",3269,9926,466304269,10,"",""
69,"Metadata/Pet/PeacockFemale/PeacockFemale",3270,33779,-1989866858,9,"",""
70,"Metadata/Pet/Pukeko/Pukeko",3271,42772,-910397784,8,"",""
71,"Metadata/Pet/RockElemental/RockElemental",3272,4109,264118195,8,"",""
72,"Metadata/Pet/DesertTortoise/DesertTortoise",3273,30319,1227767617,8,"",""
73,"Metadata/Pet/Koala/KoalaBear",3274,1954,-1443058082,9,"",""
74,"Metadata/Pet/Basilisk/LargeInfernal",3275,41489,1345778215,10,"",""
75,"Metadata/Pet/BabyElephant/BabyElephant",3276,59563,-587385770,10,"",""
76,"Metadata/Pet/Wallaby/Wallaby",3277,49218,1542167465,9,"",""
77,"Metadata/Pet/Merveil/Merveil",3278,13339,-1648186919,8,"",""
78,"Metadata/Pet/Lynx/FrostLynx/FrostLynx",3279,11282,-2006539148,9,"",""
79,"Metadata/Pet/Centipede/Centipede",3280,44298,571772702,8,"",""
80,"Metadata/Pet/Parasite/Parasite",3281,33592,-1166395070,8,"",""
81,"Metadata/Pet/Wolf/Wolf",3282,4978,1417889777,10,"",""
82,"Metadata/Pet/GargoyleStone/GargoyleStone",3283,12813,-59322757,8,"",""
83,"Metadata/Pet/GargoyleBronze/GargoyleBronze",3284,23066,1034053560,9,"",""
84,"Metadata/Pet/GargoyleGold/GargoyleGold",3285,55450,644677366,11,"",""
85,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthine",3286,62877,-1416602099,12,1,""
86,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremium",3287,18325,-1646011786,12,"",1
87,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremiumExpired",3288,16648,144263569,12,1,""
88,"Metadata/Pet/BladeSentry/BladeSentry",3289,57610,-1987090299,9,"",""
89,"Metadata/Pet/WhiteTiger/WhiteTiger",3290,9254,-74981471,11,"",""
90,"Metadata/Pet/Parrot/BrazilianParrot",3291,11327,1611287605,8,"",""
91,"Metadata/Pet/MonkeyNavali/MonkeyNavaliPet",3292,38441,-1622668959,8,"",""
92,"Metadata/Pet/Rabbit/Rabbit",3294,18298,1273957525,8,"",""
93,"Metadata/Pet/Beetle/Beetle",3293,62953,740153844,8,"",""
94,"Metadata/Pet/HeiTiki/Spawner",3295,1422,2132179608,8,"",""
95,"Metadata/Pet/GraspingHands/Spawner",3296,18807,505370472,8,"",""
96,"Metadata/Pet/GamepediaBook/GamepediaBook",3297,46209,-1774378308,8,"",""
97,"Metadata/Pet/Frog/PurpleCrown",3298,2373,-487986260,8,"",""
98,"Metadata/Pet/FlySwarm/FlySwarmLightning",3299,37899,-2133781286,8,"",""
99,"Metadata/Pet/Tiger/Tiger",3300,42732,1136125275,8,"",""
100,"Metadata/Pet/Scorpion/acid_upgrade_purple",3301,29213,392127810,8,"",""
101,"Metadata/Pet/CaneToad/CaneToadGlass/CaneToadGlass",3302,43611,-648711410,8,"",""
102,"Metadata/Pet/WhiteWolf/WhiteWolf",3303,27891,39284388,10,"",""
103,"Metadata/Pet/Cat/Orange",3304,39785,-944546598,8,"",""
104,"Metadata/Pet/Devourling/Spawner",3305,37136,2035542083,8,"",""
105,"Metadata/Pet/Taotie/Taotie",3306,53912,842260651,8,"",""
106,"Metadata/Pet/TaowuPet/Taowu",3307,44003,249537852,12,"",""
107,"Metadata/Pet/FlySwarm/FlySwarmLight",3308,41426,-1495464177,8,"",""
108,"Metadata/Pet/FlySwarm/FlySwarmDark",3309,15396,-917768849,8,"",""
109,"Metadata/Pet/HarbingerTiger/HarbingerTiger",3310,22446,1606158354,8,"",""
110,"Metadata/Pet/Crow/Crow",3311,15557,1089633335,8,"",""
111,"Metadata/Pet/Dove/Dove",3312,23068,-714240143,8,"",""
112,"Metadata/Pet/PolarBearCub/PolarBearCub",3313,959,769994330,8,1,""
113,"Metadata/Pet/Frog/Fire",3314,36691,-1409932123,8,"",""
114,"Metadata/Pet/Frog/Ice",3315,51649,1374853171,8,"",""
115,"Metadata/Pet/Hundun/Hundun",3316,39330,-95984667,8,"",""
116,"Metadata/Pet/Cat/Julio",3317,16366,35405298,8,"",""
117,"Metadata/Pet/Qiongqi/Qiongqi",3318,31382,418931310,12,"",""
118,"Metadata/Pet/Tiger/IceTiger",3319,39297,-1567540464,8,"",""
119,"Metadata/Pet/Lion/Fire",3320,46948,-1215889181,8,"",""
120,"Metadata/Pet/Eyeball/Eyeball1",3321,50864,2124331054,8,"",""
121,"Metadata/Pet/Eyeball/Eyeball2",3322,40496,-575847523,8,"",""
122,"Metadata/Pet/Eyeball/Eyeball3",3323,8802,2016893525,8,"",""
123,"Metadata/Pet/Eyeball/Eyeball4",3324,9908,-343880396,8,"",""
124,"Metadata/Pet/Eyeball/Eyeball5",3325,46914,659656723,8,"",""
125,"Metadata/Pet/HellionCub/HellionCub",3326,32804,1176946178,8,"",""
126,"Metadata/Pet/Cat/Celestial",3327,11232,2025345880,8,"",""
127,"Metadata/Pet/CoconutCrab/CoconutCrab",3328,56837,693630802,8,"",""
128,"Metadata/Pet/Harpy/Harpy",3329,12782,-2070104718,8,"",""
129,"Metadata/Pet/SinAndInnocenceSwords/Sin2hSword",3330,51064,-1546623832,8,"",""
130,"Metadata/Pet/SinAndInnocenceSwords/Innocence2hSword",3331,27467,1653082563,8,"",""
131,"Metadata/Pet/SinAndInnocenceSwords/SinInnocence2hSword",3332,788,-1966765615,8,"",""
132,"Metadata/Pet/Cherub/Sin",3333,31710,-619798320,8,"",""
133,"Metadata/Pet/Cherub/Innocence",3334,2666,-834812841,8,"",""
134,"Metadata/Pet/Beast/Beast",3335,61624,-306701056,8,"",""
135,"Metadata/Pet/Goatman/Goatman",3336,18005,1412436581,8,"",""
136,"Metadata/Pet/Monkey/Monkey",3337,16394,-967473569,8,"",""
137,"Metadata/Pet/Raptor/Raptor",3338,33935,-508467906,8,"",""
138,"Metadata/Pet/Tumbleweed/Tumbleweed",3339,22427,-731610113,8,"",""
139,"Metadata/Pet/Copter/Copter",3340,16464,1729046367,8,"",""
140,"Metadata/Pet/Scorpion/Machine",3341,59390,-123396261,8,"",""
141,"Metadata/Pet/Wolpertinger/TrillingWolpertinger",3342,33690,486252385,8,"",""
142,"Metadata/Pet/Wolpertinger/SqueakingWolpertinger",3343,39119,-83270714,8,"",""
143,"Metadata/Pet/Wolpertinger/GruntingWolpertinger",3344,39562,1520549931,8,"",""
144,"Metadata/Pet/Lion/Gold",3345,10237,-1599502508,8,"",""
145,"Metadata/Pet/Raven/BloodGuard",3347,25852,1125853159,8,"",""
146,"Metadata/Pet/Eagle/FaithGuard",3348,4458,-1046818576,8,"",""
147,"Metadata/Pet/Raven/Oriath",3349,4468,26153211,8,"",""
148,"Metadata/Pet/Pigeon/Dark",3351,33552,-1113702770,8,"",""
149,"Metadata/Pet/Pigeon/Light",3350,45470,1738135047,8,"",""
150,"Metadata/Pet/BallTrio/Fire",3352,29403,652760115,8,"",""
151,"Metadata/Pet/BallTrio/Cold",3353,52693,-1181911976,8,"",""
152,"Metadata/Pet/BallTrio/Lightning",3354,43310,-1749008658,8,"",""
153,"Metadata/Pet/Hound/BloodGuard",3346,38041,1258872721,8,"",""
154,"Metadata/Pet/DreadForgeLion/DreadForgeLionPet",3355,59561,-503576235,8,"",""
155,"Metadata/Pet/Canary/Canary",3356,44741,-704939202,8,"",""
156,"Metadata/Pet/GothicHorrorGhostChild/GothicHorrorGhostChild",3357,194,-2004383675,8,"",""
157,"Metadata/Pet/Football/Football",3358,14839,1185185619,8,"",""
158,"Metadata/Pet/Dragon/Dragon",3359,54673,1039853675,15,1,""
159,"Metadata/Pet/Dragon/DragonPremium",3360,64290,879152964,15,"",1
160,"Metadata/Pet/Dragon/DragonPremiumExpired",3361,62840,1511829348,15,1,""
161,"Metadata/Pet/BrineKingMinion/BrineKingMinion",3362,80,1186416359,8,"",""
162,"Metadata/Pet/Taniwha/Taniwha",3363,38520,1373816730,8,"",""
163,"Metadata/Pet/CorsairPet/CorsairPet",3364,53120,590015658,8,"",""
164,"Metadata/Pet/Mystic/Spawner",3365,42154,-938054468,8,"",""
165,"Metadata/Pet/MadcapHare/MadcapHare",3366,8258,-787156650,8,"",""
166,"Metadata/Pet/MadcapToad/MadcapToad",3367,23160,2111973274,8,"",""
167,"Metadata/Pet/Dragonfly/Dragonfly",3368,12676,1222801766,8,"",""
168,"Metadata/Pet/HuntsmanToad/HuntsmanToad",3369,2131,-61082616,8,"",""
169,"Metadata/Pet/SoulstealerPet/SoulstealerPet",3370,60281,-1922472432,8,"",""
170,"Metadata/Pet/DragonWhelp/DragonWhelp",3371,14520,497952022,8,"",""
171,"Metadata/Pet/TwoLeggedGoat/TwoLeggedGoat",3372,30652,-2000945401,8,"",""
172,"Metadata/Pet/IceDragon/IceDragon",3373,63368,130347084,15,1,""
173,"Metadata/Pet/IceDragon/IceDragonPremium",3374,27478,1247748361,15,"",1
174,"Metadata/Pet/IceDragon/IceDragonPremiumExpired",3375,33684,777235911,15,1,""
175,"Metadata/Pet/Viper/Viper",3376,31197,120815342,15,"",""
176,"Metadata/Pet/NineTailedFox/NineTailedFox",3377,35180,533108394,12,1,""
177,"Metadata/Pet/NineTailedFox/NineTailedFoxPremium",3378,12740,-952502531,12,"",1
178,"Metadata/Pet/NineTailedFox/NineTailedFoxPremiumExpired",3379,11626,1527543398,12,1,""
179,"Metadata/Pet/CruciblePet/CruciblePet",3380,36326,-1654583161,8,"",""
180,"Metadata/Pet/CultDarkness/CultDarkness",3381,49679,89311069,8,1,""
181,"Metadata/Pet/WranglerHawk/WranglerHawk",3382,58024,-1405071640,12,"",""
182,"Metadata/Pet/WranglerScorpion/WranglerScorpion",3383,59262,542164782,8,"",""
183,"Metadata/Pet/WildPanther/WildPanther",3384,23886,575635201,8,"",""
184,"Metadata/Pet/WildScorpion/WildScorpion",3385,1722,1975481093,8,"",""
185,"Metadata/Pet/Plated/Plated",3386,8952,864162170,8,"",""
186,"Metadata/Pet/WaterElemental/WaterElemental",3387,13003,-898107204,8,"",""
187,"Metadata/Pet/VanguardOwl/VanguardOwl",3388,6191,-1309234727,8,"",""
188,"Metadata/Pet/CyrWheelMonkey/CyrWheelMonkey",3389,39940,722581269,12,"",""
189,"Metadata/Pet/CircusParakeet/CircusParakeet",3390,61010,918280425,8,"",""
190,"Metadata/Pet/CircusTroll/CircusTroll",3391,31034,-836651237,12,"",""
191,"Metadata/Pet/JugglingPins/Spawner",3392,8765,-579731636,8,"",""
192,"Metadata/Pet/Sentinel/Sentinel",3393,63249,563009183,8,"",""
193,"Metadata/Pet/Chiyou/Chiyou",3394,14700,-315435938,12,1,""
194,"Metadata/Pet/Chiyou/ChiyouPremium",3395,56810,-244437884,12,"",1
195,"Metadata/Pet/Chiyou/ChiyouPremiumExpired",3396,8102,-2140692543,12,1,""
196,"Metadata/Pet/HavenwoodDeer/HavenwoodDeer",3397,65022,1004586526,10,"",""
197,"Metadata/Pet/DemonicMoth/DemonicMoth",3398,52671,-1791993713,8,"",""
198,"Metadata/Pet/DemonicArcticReindeer/DemonicArcticReindeer",3399,17187,1018134412,8,"",""
199,"Metadata/Pet/Cat/Halloween",3400,33316,-1614996071,8,"",""
200,"Metadata/Pet/BlackDragon/BlackDragon",3401,32429,-1729960369,15,1,""
201,"Metadata/Pet/BlackDragon/BlackDragonPremium",3402,3333,-1180191582,15,"",1
202,"Metadata/Pet/BlackDragon/BlackDragonPremiumExpired_",3403,6130,664285290,15,1,""
203,"Metadata/Pet/WhiteDragon/WhiteDragon",3404,18483,-1735208799,15,1,""
204,"Metadata/Pet/WhiteDragon/WhiteDragonPremium",3405,2820,1203915974,15,"",1
205,"Metadata/Pet/WhiteDragon/WhiteDragonPremiumExpired",3406,607,-162532336,15,1,""
206,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragon",3407,24464,1225987715,15,"",""
207,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremium",3408,854,-1810786489,15,"",1
208,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremiumExpired",3409,64454,1270526076,15,"",""
209,"Metadata/Pet/Rat_White/Rat_White",3410,28161,-1596010785,8,"",""
210,"Metadata/Pet/Cat/EmpyreanCat",3412,60665,-133622544,8,1,""
211,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremium",3413,14105,-182074820,8,"",1
212,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremiumExpired",3414,46109,334407667,8,1,""
213,"Metadata/Pet/EyrieFalcon/EyrieFalcon",3411,15166,-1562076710,8,"",""
214,"Metadata/Pet/ElderDarkseer/ElderDarkseer",3415,41100,419215472,8,"",""
215,"Metadata/Pet/ScientistLabRat/ScientistLabRat",3416,36647,-445552042,8,"",""
216,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyScientistPet",3417,45132,-1645335134,8,"",""
217,"Metadata/Pet/ThaumaturgDarkAdvisor/ThaumaturgDarkAdvisor",3418,9065,-112731602,8,"",""
218,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyProjectPet",3419,17946,-184175841,8,"",""
219,"Metadata/Pet/ClockworkFireGolem/ClockworkFireGolem",3420,20736,858743343,8,"",""
220,"Metadata/Pet/ClockworkLightningGolem/ClockworkLightningGolem",3421,23154,104684623,8,"",""
221,"Metadata/Pet/ClockworkIceGolem/ClockworkIceGolem",3422,60425,-1919393391,8,"",""
222,"Metadata/Pet/ClockworkStoneGolem/ClockworkStoneGolem",3423,36765,-1226819203,8,"",""
223,"Metadata/Pet/ClockworkChaosGolem/ClockworkChaosGolem",3424,62779,-168165183,8,"",""
224,"Metadata/Pet/AfterlifeCat/AfterlifeCat",3425,29035,-648894407,8,"",""
225,"Metadata/Pet/VoidSmall/VoidSmall",3426,27735,-2013664338,8,"",""
226,"Metadata/Pet/VoidLarge/VoidLarge",3427,29192,97679322,8,"",""
227,"Metadata/Pet/UltimateChaosTiger/UltimateChaosTiger",3428,8688,2131189495,8,"",""
228,"Metadata/Pet/PandemoniumPegasus/PandemoniumPegasus",3429,19875,-563506230,10,"",""
229,"Metadata/Pet/Butterfly/Angelic/Angelic_Moth",3430,46192,-967347673,8,"",""
230,"Metadata/Pet/StygianSteed/HellSteedPet",3431,7136,1856533832,10,"",""
231,"Metadata/Pet/PandemoniumSpider/PandemoniumSpider",3432,48929,225292876,8,"",""
232,"Metadata/Pet/GlimmerwoodBeetle/GlimmerwoodBeetle",3433,50002,140167944,8,"",""
233,"Metadata/Pet/NecroticTiger/NecroticTiger",3434,55804,694415519,8,"",""
234,"Metadata/Pet/StygianSteed/StygianSteedPet",3435,29616,-890128063,11,"",""
235,"Metadata/Pet/TencentGirl/TencentGirl01",3436,33296,-1124516119,10,1,""
236,"Metadata/Pet/TencentGirl/TencentGirl02",3437,8933,-48504834,10,"",1
237,"Metadata/Pet/TencentGirl/TencentGirl03",3438,21916,-677871100,10,1,""
238,"Metadata/Pet/BabyElephant/celestial/Celestial_BabyElephant",3439,31950,1730485227,10,"",""
239,"Metadata/Pet/Corgi/Corgi",3440,59392,1854113411,8,"",""
240,"Metadata/Pet/PomeranianDog/PomeranianDog",3441,41185,-232041782,8,"",""
241,"Metadata/Pet/ThaumaturgyDogs/LabradorPet",3442,8889,-486293062,8,"",""
242,"Metadata/Pet/Cat/TabbyCatPet",3443,28176,1406221761,8,"",""
243,"Metadata/Pet/Cat/AmberCatPet",3444,2561,904478696,8,"",""
244,"Metadata/Pet/Cat/CinnamonCatPet",3445,6729,-2110744455,8,"",""
245,"Metadata/Pet/GoddessPet/GoddessPet",3446,5244,1273520020,8,1,""
246,"Metadata/Pet/GoddessPet/GoddessPetPremium",3447,45927,151108198,12,"",1
247,"Metadata/Pet/GoddessPet/GoddessPetPremiumExpired",3448,29780,-2027490446,12,1,""
248,"Metadata/Pet/Cat/HeistCalicoCatPet",3449,25867,1227500577,8,"",""
249,"Metadata/Pet/Twilight_SunriseOrreyPet/SunriseOrreryPet",3450,51775,-474207869,8,"",""
250,"Metadata/Pet/Wolf/SunriseWolf",3451,975,2037938871,10,"",""
251,"Metadata/Pet/Twilight_NightfallCloud/NightfallCloud",3452,64490,-65730561,8,"",""
252,"Metadata/Pet/Dragon/TwilightNightfallDragon",3453,60826,-938596972,15,1,""
253,"Metadata/Pet/Dragon/TwilightNightfallDragonPremium",3454,35405,-1577702469,15,"",1
254,"Metadata/Pet/Dragon/TwilightNightfallDragonPremiumExpired",3455,60414,1989254511,15,1,""
255,"Metadata/Pet/Duck/Mallard",3456,5615,-282002721,8,"",""
256,"Metadata/Pet/Duck/ParadiseMale",3457,40886,-641120641,8,"",""
257,"Metadata/Pet/Duck/ParadiseFemale",3458,64300,1633983048,8,"",""
258,"Metadata/Pet/DancingSkeleton/DancingSkeleton",3459,41078,-125937656,8,"",""
259,"Metadata/Pet/SurvivorHound/SurvivorHound",3460,28731,1436296615,8,"",""
260,"Metadata/Pet/FreyaCompanion/Freya",3461,29408,384787471,10,1,""
261,"Metadata/Pet/FreyaCompanion/FreyaPremium",3462,49503,222415902,10,"",1
262,"Metadata/Pet/FreyaCompanion/FreyaPremiumExpired",3463,50810,516085944,10,1,""
263,"Metadata/Pet/ArcticFoxPet/ArcticFoxPet",3464,33967,-1453707787,8,"",""
264,"Metadata/Pet/MiserySmall/MiserySmall",3465,31497,467099870,8,"",""
265,"Metadata/Pet/GothicHorrorGhostChild/misery/MiseryHorrorGhostChild",3466,64634,1486464227,8,"",""
266,"Metadata/Pet/Cockroach/CockroachWarlord",3467,59717,453308993,8,"",""
267,"Metadata/Pet/SufferingSpiritPet/SufferingSpiritPet",3468,62568,1654167280,10,"",""
268,"Metadata/Pet/Rabbit/TintOrangeRabbit",3469,1149,378409715,8,"",""
269,"Metadata/Pet/Rabbit/BlackWhiteRabbit",3470,7044,330041384,8,"",""
270,"Metadata/Pet/Rabbit/WoolyWhiteRabbit",3471,40686,890022882,8,"",""
271,"Metadata/Pet/RenegadeImp/RenegadeImp",3472,63003,-1799134504,8,"",""
272,"Metadata/Pet/GraspingHands/BreachSpawner",3473,49520,846852873,8,"",""
273,"Metadata/Pet/Cherub/AbyssCherub/AbyssCherub",3474,18032,-1743724960,8,"",""
274,"Metadata/Pet/TwilightHorsePet/TwilightSteedPet",3475,44417,-884709691,12,1,""
275,"Metadata/Pet/TwilightHorsePet/TwilightPegasus",3476,47043,-449555721,14,"",1
276,"Metadata/Pet/TwilightHorsePet/TwilightPegasusPremiumExpired",3477,52177,1174769108,14,1,""
277,"Metadata/Pet/VaalToucan/VaalToucan",3478,47609,589404888,8,"",""
278,"Metadata/Pet/LightBringerCat/LightbringerCat",3479,48123,-1828771580,8,"",""
279,"Metadata/Pet/GryffonPets/LightBringerGryffon",3480,30924,-1233662277,10,"",""
280,"Metadata/Pet/DarkShardFalcon/DarkShardFalcon",3481,41330,-1586429949,8,"",""
281,"Metadata/Pet/GryffonPets/DarkShardGryffon",3482,44614,852204685,10,"",""
282,"Metadata/Pet/Hasina/Hasina01",3483,48515,-1825821009,10,1,""
283,"Metadata/Pet/Hasina/Hasina02",3484,58687,1343468844,10,"",1
284,"Metadata/Pet/Hasina/Hasina03",3485,50215,247843554,10,1,""
285,"Metadata/Pet/ThaumaturgyDachshund/ThaumaturgyDachshund",3486,60005,388562253,8,"",""
