"rownum","Id","Text","SoundFile"
93,"Ranger10","Luxury and cruelty go hand in hand. ","Audio/Dialogue/Character/Dex/Event/R_11_EnterCOS.ogg"
94,"Ranger11","This shouldn't be happening. Not in the world I know.","Audio/Dialogue/Character/Dex/Event/R_12_ReleaseVaalShadow.ogg"
95,"Ranger12","Spread the word amongst your kind, nightmare. You're not welcome in my world.","Audio/Dialogue/Character/Dex/Event/R_12b_KillOversoul.ogg"
96,"Ranger13","Life is nothing without death. That simple truth's been forgotten from time to time.","Audio/Dialogue/Character/Dex/Event/R_13_EnterWarehouse.ogg"
97,"Ranger14","I've never felt further from what I know and love.","Audio/Dialogue/Character/Dex/Event/R_14_EnterSolaris.ogg"
98,"Ranger15","Piety... you've so much to answer for.","Audio/Dialogue/Character/Dex/Event/R_15_EnterLunaris.ogg"
99,"Ranger16","Without men like you, Gravicius, this land might just start healing itself.\r\n","Audio/Dialogue/Character/Dex/Event/R_16_KillGravicius.ogg"
100,"Ranger17","Your death doesn't fix anything, Piety. But at least it won't get any worse.","Audio/Dialogue/Character/Dex/Event/R_17_KillPiety.ogg"
101,"Ranger18","Why do we insist on building mountains? Why not just go and climb them?","Audio/Dialogue/Character/Dex/Event/R_17b_EnterSceptre.ogg"
102,"Ranger19","Some of us live to regret our mistakes. Some of us don't. Try not to take it personally.","Audio/Dialogue/Character/Dex/Event/R_18_KillDominus.ogg"
103,"Ranger20","Cities are a blight upon nature, and Sarn was the foulest of them all.","Audio/Dialogue/Character/Dex/Event/R_21_EnterAqueduct.ogg"
104,"Ranger21","A lake drained, a million creatures lost, just so Sarn could keep its privies flowing.","Audio/Dialogue/Character/Dex/Event/R_22_EnterDriedLake.ogg"
105,"Ranger22","This land won't miss your kind, Voll.","Audio/Dialogue/Character/Dex/Event/R_23_KillVoll.ogg"
106,"Ranger23","That's no natural earthquake.","Audio/Dialogue/Character/Dex/Event/R_24_EnterMines_01.ogg"
107,"Ranger24","Feels like something stirring in its sleep.","Audio/Dialogue/Character/Dex/Event/R_25_EnterMines_02.ogg"
108,"Ranger25","My gift, from one fighting woman to another, Deshret.","Audio/Dialogue/Character/Dex/Event/R_26_FreeDeshret.ogg"
109,"Ranger26","This is one deeply troubled mountain.","Audio/Dialogue/Character/Dex/Event/R_27_EnterMines_03.ogg"
110,"Ranger27","The only love you had, Daresso, was for yourself.","Audio/Dialogue/Character/Dex/Event/R_28_KillDaresso.ogg"
111,"Ranger28","This isn't the Karui that I know.","Audio/Dialogue/Character/Dex/Event/R_29_EnterKaom.ogg"
112,"Ranger29","One less little, angry boy for the world to deal with. ","Audio/Dialogue/Character/Dex/Event/R_30_KillKaom.ogg"
113,"Ranger30","So this is what life inside of a nightmare looks like.","Audio/Dialogue/Character/Dex/Event/R_31_EnterBelly.ogg"
114,"Ranger31","Every crime against nature imaginable.","Audio/Dialogue/Character/Dex/Event/R_32_EnterHarvest.ogg"
115,"Ranger32","Your kind leave nothing but scars, Maligaro.","Audio/Dialogue/Character/Dex/Event/R_33_KillMaligaro.ogg"
116,"Ranger33","We destroy so much beauty in our pursuit of 'prettiness'.","Audio/Dialogue/Character/Dex/Event/R_34_KillShavronne.ogg"
117,"Ranger34","You were your own worst enemy, Doedre.","Audio/Dialogue/Character/Dex/Event/R_35_KillDoedre.ogg"
118,"Ranger35","Piety, you never should have resisted Death. Nature wills it, like all else.","Audio/Dialogue/Character/Dex/Event/R_36_AfterPietyDies.ogg"
119,"Ranger36","You were going to put to death the world that I love. Do you really think I would let you and your Beast do that, Malachai? ","Audio/Dialogue/Character/Dex/Event/R_37_KillMalachai.ogg"
120,"Ranger37","I'm not up to that just yet.","Audio/Dialogue/Character/Dex/Gameplay/R_19a_Cooldown_01.ogg"
121,"Ranger38","I'm not up to that just yet.","Audio/Dialogue/Character/Dex/Gameplay/R_19a_Cooldown_02.ogg"
122,"Ranger39","My Mana is gone.","Audio/Dialogue/Character/Dex/Gameplay/R_19b_Mana_01.ogg"
123,"Ranger40","My Mana is gone.","Audio/Dialogue/Character/Dex/Gameplay/R_19b_Mana_02.ogg"
124,"Ranger41","That would only slow me down.","Audio/Dialogue/Character/Dex/Gameplay/R_19c_Inventory_01.ogg"
125,"Ranger42","That would only slow me down.","Audio/Dialogue/Character/Dex/Gameplay/R_19c_Inventory_02.ogg"
126,"Ranger43","Ahhhh..that feels better.","Audio/Dialogue/Character/Dex/Gameplay/R_19d_Flask_01.ogg"
127,"Ranger44","Ahhhh..that feels better.","Audio/Dialogue/Character/Dex/Gameplay/R_19d_Flask_02.ogg"
128,"Ranger45","I'll need to toughen up for that one.","Audio/Dialogue/Character/Dex/Gameplay/R_19e_StrLow_01.ogg"
129,"Ranger46","I'll need to toughen up for that one.","Audio/Dialogue/Character/Dex/Gameplay/R_19e_StrLow_02.ogg"
130,"Ranger47","I'm no fool, but this one's got me beat.","Audio/Dialogue/Character/Dex/Gameplay/R_19f_IntLow_01.ogg"
131,"Ranger48","I'm no fool, but this one's got me beat.","Audio/Dialogue/Character/Dex/Gameplay/R_19f_IntLow_02.ogg"
132,"Ranger49","I need to sharpen the reflexes before I use that.","Audio/Dialogue/Character/Dex/Gameplay/R_19g_DexLow_01.ogg"
133,"Ranger50","I need to sharpen the reflexes before I use that.","Audio/Dialogue/Character/Dex/Gameplay/R_19g_DexLow_02.ogg"
134,"Ranger51","I have a hunch I'll be needing this.","Audio/Dialogue/Character/Dex/Gameplay/R_19h_QuestItem_01.ogg"
135,"Ranger52","I have a hunch I'll be needing this.","Audio/Dialogue/Character/Dex/Gameplay/R_19h_QuestItem_02.ogg"
136,"Ranger53","Can't see why I'd want to do that here.","Audio/Dialogue/Character/Dex/Gameplay/R_19I_SkillsTown_01.ogg"
137,"Ranger54","Can't see why I'd want to do that here.","Audio/Dialogue/Character/Dex/Gameplay/R_19I_SkillsTown_02.ogg"
138,"Ranger55","Beauty will grow from your remains.","Audio/Dialogue/Character/Dex/Gameplay/R_19J_RareKill_01.ogg"
139,"Ranger56","Beauty will grow from your remains.","Audio/Dialogue/Character/Dex/Gameplay/R_19J_RareKill_02.ogg"
140,"Ranger57","Poor, corrupted creature.","Audio/Dialogue/Character/Dex/Gameplay/R_19J_RareKill_03.ogg"
141,"Ranger58","Poor, corrupted creature.","Audio/Dialogue/Character/Dex/Gameplay/R_19J_RareKill_04.ogg"
142,"Ranger59","Pruning a branch can save a tree.","Audio/Dialogue/Character/Dex/Gameplay/R_19J_RareKill_05.ogg"
143,"Ranger60","Pruning a branch can save a tree.","Audio/Dialogue/Character/Dex/Gameplay/R_19J_RareKill_06.ogg"
144,"Ranger61","I give you to the earth.","Audio/Dialogue/Character/Dex/Gameplay/R_19J_RareKill_07.ogg"
145,"Ranger62","I give you to the earth.","Audio/Dialogue/Character/Dex/Gameplay/R_19J_RareKill_08.ogg"
146,"Ranger63","I put you out of your misery.","Audio/Dialogue/Character/Dex/Gameplay/R_19J_RareKill_09.ogg"
147,"Ranger64","I put you out of your misery.","Audio/Dialogue/Character/Dex/Gameplay/R_19J_RareKill_10.ogg"
148,"Ranger65","I live and learn.","Audio/Dialogue/Character/Dex/Gameplay/R_20_LevelUp_01.ogg"
149,"Ranger66","I'm still breathing. That's a good sign.","Audio/Dialogue/Character/Dex/Gameplay/R_20_LevelUp_02.ogg"
150,"Ranger67","The worms'll have to wait a bit longer for this meal.","Audio/Dialogue/Character/Dex/Gameplay/R_20_LevelUp_03.ogg"
151,"Ranger68","Pain brings strength. That's nature for you.","Audio/Dialogue/Character/Dex/Gameplay/R_20_LevelUp_04.ogg"
152,"Ranger69","As the prey grows more fierce, so must the Huntress.","Audio/Dialogue/Character/Dex/Gameplay/R_20_LevelUp_05.ogg"
153,"Ranger70","One rung closer to the top of the food chain.","Audio/Dialogue/Character/Dex/Gameplay/R_20_LevelUp_06.ogg"
154,"Ranger71","Looks like this land and I are coming to an understanding.","Audio/Dialogue/Character/Dex/Gameplay/R_20_LevelUp_07.ogg"
155,"Ranger72","You've given me so much. What can I do for you, Wraeclast? ","Audio/Dialogue/Character/Dex/Gameplay/R_20_LevelUp_08.ogg"
156,"Witch1","The very sand shivers with malice. There's a power here that welcomes me.","Audio/Dialogue/Character/Int/Event/Witch_01.ogg"
157,"Witch2","I'd rather burn than call such a place home.","Audio/Dialogue/Character/Int/Event/Witch_02.ogg"
158,"Witch3","The sirens appear to be dining well.","Audio/Dialogue/Character/Int/Event/Witch_03.ogg"
159,"Witch4","The air stinks of thaumaturgy. I could learn a thing or two here.","Audio/Dialogue/Character/Int/Event/Witch_04.ogg"
160,"Witch5","Sad creatures in dark corners... seems they've been sad for a very long time.","Audio/Dialogue/Character/Int/Event/Witch_05.ogg"
161,"Witch6","I'd love to see the insides of this spell. I can't abide housework.","Audio/Dialogue/Character/Int/Event/Witch_06.ogg"
162,"Witch7","The dead will soon rise for me, not against me.","Audio/Dialogue/Character/Int/Event/Witch_08.ogg"
163,"Witch8","Had you been my creation, brute, you'd not have fallen so easily.","Audio/Dialogue/Character/Int/Event/Witch_09.ogg"
164,"Witch9","And that's how you die properly, sailor boy. No half-measures, thank you.","Audio/Dialogue/Character/Int/Event/Witch_10.ogg"
165,"Witch10","Poor fishwife! 'Twas love that did this to you.","Audio/Dialogue/Character/Int/Event/Witch_11.ogg"
166,"Witch11","This land has no time for avaricious little despots like you, Oak.","Audio/Dialogue/Character/Int/Event/W_09_KillOak.ogg"
167,"Witch12","It's kind of disappointing, really. I usually like rats.","Audio/Dialogue/Character/Int/Event/Witch_13.ogg"
168,"Witch13","You missed a valuable lesson, Sister. Never let the power go to your head.","Audio/Dialogue/Character/Int/Event/Witch_14.ogg"
169,"Witch14","A pity. I think we could've been friends.","Audio/Dialogue/Character/Int/Event/Witch_15.ogg"
170,"Witch15","You wanted me burned back in Oriath, Gravicius. That wasn't very nice.","Audio/Dialogue/Character/Int/Event/Witch_16.ogg"
171,"Witch16","I loved your work, Piety. It was you I wasn't very fond of.","Audio/Dialogue/Character/Int/Event/Witch_17.ogg"
172,"Witch17","No-one will cry for you, Dominus. Not a soul.","Audio/Dialogue/Character/Int/Event/Witch_18.ogg"
173,"Witch18","How fascinating.","Audio/Dialogue/Character/Int/Event/Witch_19.ogg"
174,"Witch19","A moment to catch my breath.","Audio/Dialogue/Character/Int/Gameplay/Witch_Com_01.ogg"
175,"Witch20","I need more mana.","Audio/Dialogue/Character/Int/Gameplay/Witch_Com_02.ogg"
176,"Witch21","Too. Much. Clutter.","Audio/Dialogue/Character/Int/Gameplay/Witch_Com_03.ogg"
177,"Witch22","Ah, satisfying indeed.","Audio/Dialogue/Character/Int/Gameplay/Witch_Com_04.ogg"
178,"Witch23","Life is fleeting!","Audio/Dialogue/Character/Int/Gameplay/Witch_Com_05.ogg"
179,"Witch24","I've not the muscle for that.","Audio/Dialogue/Character/Int/Gameplay/Witch_Com_06.ogg"
180,"Witch25","I'm perplexed about that one.","Audio/Dialogue/Character/Int/Gameplay/Witch_Com_07.ogg"
181,"Witch26","I'll need to be more lithe for that.","Audio/Dialogue/Character/Int/Gameplay/Witch_Com_08.ogg"
182,"Witch27","This item whispers of destiny.","Audio/Dialogue/Character/Int/Gameplay/Witch_Com_09.ogg"
183,"Witch28","That would just make life complicated.","Audio/Dialogue/Character/Int/Gameplay/Witch_Com_10.ogg"
184,"Witch29","And I thought I'd be a deadwoman by now.","Audio/Dialogue/Character/Int/Gameplay/Witch_Level_01.ogg"
185,"Witch30","To learn is to live.","Audio/Dialogue/Character/Int/Gameplay/Witch_Level_02.ogg"
186,"Witch31","I think this Wraeclast will serve.","Audio/Dialogue/Character/Int/Gameplay/Witch_Level_03.ogg"
187,"Witch32","Fate smiles with sharp teeth.","Audio/Dialogue/Character/Int/Gameplay/Witch_Level_04.ogg"
188,"Witch33","I barely recognise myself.","Audio/Dialogue/Character/Int/Gameplay/Witch_Level_05.ogg"
189,"Witch34","The very land learns to heed my demands.","Audio/Dialogue/Character/Int/Gameplay/Witch_Level_06.ogg"
190,"Witch35","I no longer need fear. Destiny has seen to that.","Audio/Dialogue/Character/Int/Gameplay/Witch_Level_07.ogg"
191,"Witch36","I know that stench. Just like my sisters... upon the pyre. ","Audio/Dialogue/Character/Int/Event/W_04b_EnterCannibalBay.ogg"
192,"Witch37","It's nice to see there's still some life in this twitching corpse of a continent.","Audio/Dialogue/Character/Int/Event/W_08_EnterForest.ogg"
193,"Witch38","Sarn, the city that gave birth to an empire. Oh, you have so much to answer for.","Audio/Dialogue/Character/Int/Event/W_14b_EnterSarn.ogg"
194,"Witch39","When you build something like this, you make persecution a way of life.","Audio/Dialogue/Character/Int/Event/W_15b_EnterCrematorium.ogg"
195,"Witch40","Poor sailor boy. Doomed to go wherever the winds blow him.","Audio/Dialogue/Character/Int/Event/W_16b_AfterFairgraves.ogg"
196,"Witch41","Remember, Dominus. What goes up, must come down.","Audio/Dialogue/Character/Int/Event/W_19b_EnterSceptre.ogg"
197,"Witch42","That water just reeks of corruption. Let's see where it comes from.","Audio/Dialogue/Character/Int/Event/W_23_EnterAqueduct.ogg"
198,"Witch43","How do I keep ending up in such lovely places?","Audio/Dialogue/Character/Int/Event/W_24_EnterDriedLake.ogg"
199,"Witch44","Thaumaturgy just keeps getting the better of you, doesn't it Voll?","Audio/Dialogue/Character/Int/Event/W_25_KillVoll.ogg"
200,"Witch45","Yes, little mountain. I'm pleased to see you too!","Audio/Dialogue/Character/Int/Event/W_26_EnterMines01.ogg"
201,"Witch46","I think it likes me.","Audio/Dialogue/Character/Int/Event/W_27_EnterMines2.ogg"
202,"Witch47","There are so many more trapped spirits in this place. I can feel them.","Audio/Dialogue/Character/Int/Event/W_28_FreeDeshret.ogg"
203,"Witch48","Don't be frightened little mountain. It'll all be over soon.","Audio/Dialogue/Character/Int/Event/W_29_EnterMines3.ogg"
204,"Witch49","I'm sorry to have to break this to you, Daresso, but... she's not real.","Audio/Dialogue/Character/Int/Event/W_30_KillDaresso.ogg"
205,"Witch50","So this is what the inside of a Karui king's head looks like. I hope they're not all like this.","Audio/Dialogue/Character/Int/Event/W_31_EnterKaom.ogg"
206,"Witch51","Now that's what you get for losing your temper, Kaom.","Audio/Dialogue/Character/Int/Event/W_32-KillKaom.ogg"
207,"Witch52","It's not every day you get to walk into a living, breathing nightmare.","Audio/Dialogue/Character/Int/Event/W_33_EnterBelly.ogg"
208,"Witch53","It seems I've underestimated Piety. Good! I like surprises.","Audio/Dialogue/Character/Int/Event/W_34_EnterHarvest.ogg"
209,"Witch54","I hate to be critical, but... I've seen better.","Audio/Dialogue/Character/Int/Event/W_35_KillMaligaro.ogg"
210,"Witch55","After Brutus, I'm glad I won't be seeing any more of your work.","Audio/Dialogue/Character/Int/Event/W_36_KillShav.ogg"
211,"Witch56","Oh, Doedre. We witches have to have some standards.","Audio/Dialogue/Character/Int/Event/W_37_KillDoedre.ogg"
212,"Witch57","I hope he doesn't listen, Piety. That'll make it even more fun!","Audio/Dialogue/Character/Int/Event/W_38_AfterPiety.ogg"
213,"Witch58","Poor Malachai, you were so frightened of Death, weren't you. Now the two of you can get better acquainted. It's really not so bad once you get to know it.","Audio/Dialogue/Character/Int/Event/W_39_KillMalachai.ogg"
214,"Witch59","When I'm ready and not before.","Audio/Dialogue/Character/Int/Gameplay/W_21_CoolDown_01.ogg"
215,"Witch60","When I'm ready and not before.","Audio/Dialogue/Character/Int/Gameplay/W_21_CoolDown_02.ogg"
216,"Witch61","Life is short. Deal with it.","Audio/Dialogue/Character/Int/Gameplay/W_21_RareKill_01.ogg"
217,"Witch62","Oops! Clumsy me.","Audio/Dialogue/Character/Int/Gameplay/W_21_RareKill_02.ogg"
218,"Witch63","Everything dies.","Audio/Dialogue/Character/Int/Gameplay/W_21_RareKill_03.ogg"
219,"Witch64","I like you better this way.","Audio/Dialogue/Character/Int/Gameplay/W_21_RareKill_04.ogg"
220,"Witch65","Life is too precious to waste on you.","Audio/Dialogue/Character/Int/Gameplay/W_21_RareKill_05.ogg"
221,"Witch66","You either master Nightmare, or it masters you.","Audio/Dialogue/Character/Int/Event/W17_EnterLunaris.ogg"
222,"Duelist1","Not the most pleasant of arenas, but it'll have to do, for now.","Audio/Dialogue/Character/StrDex/Event/D02.ogg"
223,"Duelist2","Even the dead rise to challenge me here.","Audio/Dialogue/Character/StrDex/Event/D03.ogg"
224,"Duelist3","It's to be a cage fight then. I can live with that.","Audio/Dialogue/Character/StrDex/Event/D04.ogg"
225,"Duelist4","Skill beats size, every time.","Audio/Dialogue/Character/StrDex/Event/D05.ogg"
