"rownum","Name","ModSellPriceTypesKeys"
53,"LocalPhysicalDamageReductionRatingPercent",[1]
54,"LocalPhysicalDamageReductionRatingPercentSuffix",[2]
55,"GlobalEnergyShieldPercent",[1]
56,"LocalBaseArmourAndEvasionRating",[1]
57,"LocalBaseArmourAndEnergyShield",[1]
58,"LocalBaseEvasionRatingAndEnergyShield",[1]
59,"LocalBaseArmourEvasionRatingAndLife",[1]
60,"LocalBaseArmourEnergyShieldAndLife",[1]
61,"LocalBaseEvasionRatingEnergyShieldAndLife",[1]
62,"LocalBaseArmourAndLife",[1]
63,"LocalBaseEnergyShieldAndLife",[1]
64,"LocalBaseEvasionRatingAndLife",[1]
65,"LocalBaseEnergyShieldAndMana",[1]
66,"LocalIncreasedArmourAndEvasionAndLife",[1]
67,"LocalIncreasedArmourAndEnergyShieldAndLife",[1]
68,"LocalIncreasedEvasionAndEnergyShieldAndLife",[1]
69,"LocalIncreasedArmourAndLife",[1]
70,"LocalIncreasedEvasionAndLife",[1]
71,"LocalIncreasedEnergyShieldAndLife",[1]
72,"LocalIncreasedDefencesAndLife",[1]
73,"MonsterEnergyShieldPercent",[]
74,"WeaponSpellDamage",[2]
75,"TwoHandWeaponSpellDamage",[2]
76,"WeaponSpellDamageAddedAsChaos",[2]
77,"WeaponSpellDamageAndMana",[1]
78,"TwoHandWeaponSpellDamageAndMana",[1]
79,"LocalIncreasedPhysicalDamagePercentAndLeech",[1]
80,"LocalIncreasedPhysicalDamagePercentAndAttackSpeed",[1]
81,"LocalIncreasedPhysicalDamagePercentAndCritChance",[1]
82,"LocalIncreasedPhysicalDamagePercentAndCritMulti",[1]
83,"LocalIncreasedPhysicalDamagePercentAndStun",[1]
84,"LocalIncreasedPhysicalDamagePercentAndArea",[1]
85,"LocalIncreasedPhysicalDamagePercentAndProjSpeed",[1]
86,"LocalIncreasedPhysicalDamagePercentAndPierce",[1]
87,"ReducedChillDuration",[5]
88,"ReducedFreezeDuration",[5]
89,"ReducedFreezeDurationMaven",[5]
90,"ReducedBurnDuration",[5]
91,"ReducedBurnDurationMaven",[5]
92,"ReducedShockDuration",[5]
93,"IncreasedCastSpeed",[1]
94,"IncreasedCastSpeedFishing",[1]
95,"IncreasedCastSpeedAddedChaos",[1]
96,"IncreasedAttackSpeed",[1]
97,"MonsterIncreasedAttackSpeed",[]
98,"MonsterIncreasedCastSpeed",[]
99,"MonsterIncreasedAttackAndCastSpeed",[]
100,"MonsterMoreAttackSpeed",[]
101,"IncreasedAccuracy",[0]
102,"MonsterIncreasedAccuracyPercent",[]
103,"LifeRegeneration",[0]
104,"ManaRegeneration",[0]
105,"ManaRegenerationMaven",[0]
106,"EnergyShieldRegeneration",[5]
107,"ArrowSpeed",[]
108,"StunDurationIncreasePercent",[1]
109,"StunRecovery",[0]
110,"FireResistance",[0]
111,"ColdResistance",[0]
112,"LightningResistance",[0]
113,"AllResistances",[2]
114,"AllResistancesMaven",[2]
115,"FireResistancePrefix",[2]
116,"ColdResistancePrefix",[2]
117,"LightningResistancePrefix",[2]
118,"ArrowPiercePer10",[]
119,"ArrowAdditionalPierce",[]
120,"CorruptionBowArrowPierce",[]
121,"AdditionalArrowPierce",[]
122,"ArrowsAlwaysPierce",[]
123,"MovementVelocity",[2]
124,"MonsterMovementVelocity",[]
125,"ItemFoundQuantityIncrease",[6]
126,"ItemFoundRarityIncrease",[5]
127,"ItemFoundRarityIncreasePrefix",[5]
128,"EnergyShieldDelay",[5]
129,"FireDamagePercentage",[1]
130,"FireDamagePercentagePrefix",[2]
131,"FireDamageWeaponPrefix",[1]
132,"TwoHandFireDamageWeaponPrefix",[1]
133,"FireDamageWeaponPrefixAndFlat",[1]
134,"TwoHandFireDamageWeaponPrefixAndFlat",[1]
135,"ColdDamagePercentage",[1]
136,"ColdDamagePercentagePrefix",[2]
137,"ColdDamageWeaponPrefix",[1]
138,"TwoHandColdDamageWeaponPrefix",[1]
139,"ColdDamageWeaponPrefixAndFlat",[1]
140,"TwoHandColdDamageWeaponPrefixAndFlat",[1]
141,"LightningDamagePercentage",[1]
142,"LightningDamagePercentagePrefix",[2]
143,"LightningDamageWeaponPrefix",[1]
144,"TwoHandLightningDamageWeaponPrefix",[1]
145,"LightningDamageWeaponPrefixAndFlat",[1]
146,"TwoHandLightningDamageWeaponPrefixAndFlat",[1]
147,"ChaosDamageWeaponPrefix",[1]
148,"TwoHandChaosDamageWeaponPrefix",[1]
149,"LocalLightningDamage",[1]
150,"LocalLightningDamageTwoHand",[1]
151,"LocalLightningDamageRanged",[1]
152,"LocalFireDamage",[1]
153,"LocalFireDamageTwoHand",[1]
154,"LocalFireDamageRanged",[1]
155,"LocalFireDamageAndPen",[1]
156,"LocalFireDamageTwoHandAndPen",[1]
157,"LocalColdDamageAndPen",[1]
158,"LocalColdDamageTwoHandAndPen",[1]
159,"LocalLightningDamageAndPen",[1]
160,"LocalLightningDamageTwoHandAndPen",[1]
161,"LocalFireDamagePenetrationHybrid",[1]
162,"LocalColdDamagePenetrationHybrid",[1]
163,"LocalLightningDamagePenetrationHybrid",[1]
164,"LocalChaosDamagePenetrationHybrid",[1]
165,"FireResistancePhysTakenAsFire",[0]
166,"ColdResistancePhysTakenAsCold",[0]
167,"LightningResistancePhysTakenAsLightning",[0]
168,"FireResistanceLeech",[0]
169,"ColdResistanceLeech",[0]
170,"LightningResistanceLeech",[0]
171,"FireResistanceAilments",[0]
172,"ColdResistanceAilments",[0]
173,"LightningResistanceAilments",[0]
174,"FireDamagePhysConvertedToFire",[0]
175,"ColdDamagePhysConvertedToCold",[0]
176,"LightningDamagePhysConvertedToLightning",[0]
177,"IncreasedLifeAndPercent",[1]
178,"LifeRegenerationAndPercent",[0]
179,"EnergyShieldAndPercent",[1]
180,"EnergyShieldAndRegen",[1]
181,"IncreasedManaAndPercent",[0]
182,"IncreasedManaAndOnHit",[0]
183,"IncreasedManaAndRegen",[0]
184,"IncreasedManaAndReservation",[0]
185,"IncreasedManaAndCost",[0]
186,"IncreasedManaAndCostNew",[0]
187,"MovementVelocitySpeed",[2]
188,"MovementVelocityDodge",[2]
189,"MovementVelocitySpellDodge",[2]
190,"ItemQuantityIncrease",[6]
191,"MonsterDamageIncrease",[]
192,"MonsterDamageFromRarity",[]
193,"MonsterDamageLifeIncrease",[]
194,"MonsterSlainExperienceIncrease",[]
195,"MonsterDroppedItemRarityIncrease",[]
196,"MonsterDroppedItemQuantityIncrease",[]
197,"TormentSlainMonsterLootBonus",[]
198,"MaximumLifeIncreasePercent",[2]
199,"MonsterMaximumLifeIncreasePercent",[]
200,"LocalPhysicalDamagePercent",[2]
201,"PhysicalDamagePercent",[2]
202,"PhysicalDamagePercentPrefix",[2]
203,"LocalIncreasedAttackSpeed",[1]
204,"LocalIncreasedAttackSpeedAddedChaos",[1]
205,"LocalPhysicalDamagePercentAddedAsChaos",[2]
206,"StunThresholdReduction",[0]
207,"CriticalStrikeChance",[1]
208,"CriticalStrikeChanceWithBows",[1]
209,"CriticalStrikeChanceDaggerImplicit1",[]
210,"CriticalStrikeChanceDaggerImplicit2",[]
211,"CriticalStrikeChanceDaggerImplicit3",[]
212,"ChaosResistance",[4]
213,"ChaosResistancePrefix",[4]
214,"ChaosResistanceDamageOverTime",[]
215,"CriticalStrikeMultiplier",[2]
216,"CriticalStrikeMultiplierWithBows",[2]
217,"SpellCriticalStrikeChance",[1]
218,"NoCriticalStrikeMultiplier",[2]
219,"AxeBonuses",[]
220,"StaffBonuses",[]
221,"ClawBonuses",[]
222,"DaggerBonuses",[]
223,"MaceBonuses",[]
224,"BowBonuses",[]
225,"SwordBonuses",[]
226,"WandBonuses",[]
227,"ProjectileSpeed",[1]
228,"IncreasedAccuracyPercent",[0]
229,"IncreasedAccuracyPercentWithSwords",[0]
230,"LifeGainPerTarget",[0]
231,"LifeGainPerTargetLocal",[0]
232,"IncreasedWeaponElementalDamagePercent",[1]
233,"FlaskIncreasedRecoverySpeed",[0]
234,"FlaskIncreasedRecoveryAmount",[1]
235,"FlaskIncreasedDuration",[2]
236,"FlaskUtilityIncreasedDuration",[2]
237,"FlaskIncreasedRecoveryOnLowLife",[0]
238,"FlaskInstantRecoveryOnLowLife",[0]
239,"FlaskPartialInstantRecovery",[0]
240,"FlaskFullInstantRecovery",[1]
241,"FlaskExtraManaCostsLife",[0]
242,"FlaskExtraLifeCostsMana",[0]
243,"FlaskExtraLifeCostsLife",[0]
244,"FlaskExtraLife",[]
245,"FlaskDispellsChill",[2]
246,"FlaskDispellsBurning",[2]
247,"FlaskExtraMaxCharges",[0]
248,"FlaskIncreasedChargesAdded",[0]
249,"FlaskBuffArmourWhileHealing",[1]
250,"FlaskBuffEvasionWhileHealing",[1]
251,"FlaskBuffEnergyShieldWhileHealing",[1]
252,"FlaskBuffMovementSpeedWhileHealing",[1]
253,"FlaskBuffStunRecoveryWhileHealing",[1]
254,"FlaskBuffResistancesWhileHealing",[1]
255,"FlaskBuffLifeLeechWhileHealing",[1]
256,"FlaskBuffLifeLeechPermyriadWhileHealing",[1]
257,"FlaskBuffManaLeechWhileHealing",[1]
258,"FlaskBuffManaLeechPermyriadWhileHealing",[1]
259,"FlaskBuffKnockbackWhileHealing",[0]
260,"FlaskBuffAttackLifeLeechWhileHealing",[1]
261,"FlaskBuffSpellEnergyShieldLeechWhileHealing",[1]
262,"FlaskBuffAttackSpeedWhileHealing",[1]
263,"FlaskBuffCastSpeedWhileHealing",[1]
264,"FlaskBuffFreezeShockIgniteChanceWhileHealing",[1]
265,"FlaskBuffReducedManaCostWhileHealing",[1]
266,"FlaskHealsMinions",[0]
267,"FlaskFullRechargeOnCrit",[2]
268,"FlaskChanceRechargeOnCrit",[2]
269,"FlaskFullRechargeOnTakeCrit",[2]
270,"FlaskDispellsPoison",[2]
271,"FlaskEffectReducedDuration",[0]
272,"FlaskChargesUsed",[0]
273,"FlaskFullRechargeOnHit",[0]
274,"FlaskIncreasedHealingCharges",[1]
275,"FlaskManaRecoveryAtEnd",[2]
276,"FlaskEffectNotRemovedOnFullMana",[2]
277,"FlaskEffectNotRemovedOnFullManaReducedRecovery",[2]
278,"LocalCriticalStrikeChance",[1]
279,"LocalCriticalStrikeMultiplier",[2]
280,"FlaskBuffPreventsDeathWhileHealing",[8]
281,"FlaskLevelRequirement",[]
282,"RingLevelRequirement",[]
283,"FireDamageAsPortionOfDamage",[6]
284,"ColdDamageAsPortionOfDamage",[6]
285,"LightningDamageAsPortionOfDamage",[]
286,"MonsterFireDamageAsPortionOfDamage",[]
287,"MonsterColdDamageAsPortionOfDamage",[]
288,"MonsterLightningDamageAsPortionOfDamage",[]
289,"LifeRegenerationRatePercentage",[5]
290,"LifeRegenerationRatePercentagePerTotem",[5]
291,"MonsterLifeRegenerationRatePercentage",[]
292,"LifeRegenerationPercentAndMovementSpeed",[]
293,"MonsterSlainFlaskChargesIncrease",[]
294,"MonsterSlainGrantNoFlaskCharges",[]
295,"LifeGainedFromEnemyDeath",[0]
296,"ManaGainedFromEnemyDeath",[0]
297,"MonsterDoesNotFlee",[]
298,"LocalIncreaseSocketedFireGemLevel",[6]
299,"LocalIncreaseSocketedFireGemLevelMaven",[6]
300,"LocalIncreaseSocketedColdGemLevel",[6]
301,"LocalIncreaseSocketedColdGemLevelMaven",[6]
302,"LocalIncreaseSocketedLightningGemLevel",[6]
303,"LocalIncreaseSocketedLightningGemLevelMaven",[6]
304,"LocalIncreaseSocketedChaosGemLevel",[2]
305,"LocalIncreaseSocketedChaosGemLevelMaven",[2]
306,"LocalIncreaseSocketedProjectileGemLevel",[6]
307,"LocalIncreaseSocketedSpellGemLevel",[6]
308,"LocalIncreaseSocketedMeleeGemLevel",[6]
309,"LocalIncreaseSocketedBowGemLevel",[6]
310,"LocalIncreaseSocketedMinionGemLevel",[6]
311,"LocalIncreaseSocketedTrapGemLevel",[6]
312,"LocalIncreaseSocketedGemLevel",[6]
313,"LocalIncreaseSocketedAuraLevel",[6]
314,"LocalIncreaseSocketedStrengthGemLevel",[6]
315,"LocalIncreaseSocketedAuraLevelCorrupted",[6]
316,"LocalIncreaseSocketedCurseLevelCorrupted",[6]
317,"LocalIncreaseSocketedProjectileLevelCorrupted",[6]
318,"LocalIncreaseSocketedFireGemLevelCorrupted",[6]
319,"LocalIncreaseSocketedColdGemLevelCorrupted",[6]
320,"LocalIncreaseSocketedLightningGemLevelCorrupted",[6]
321,"GlobalIncreaseSpellSkillGemLevel",[6]
322,"GlobalIncreaseFireSpellSkillGemLevel",[6]
323,"GlobalIncreaseColdSpellSkillGemLevel",[6]
324,"GlobalIncreaseLightningSpellSkillGemLevel",[6]
325,"GlobalIncreaseChaosSpellSkillGemLevel",[6]
326,"GlobalIncreasePhysicalSpellSkillGemLevel",[6]
327,"GlobalIncreaseMinionSpellSkillGemLevel",[6]
328,"MonsterAuraPhysicalThorns",[]
329,"MonsterAuraElementalThorns",[]
330,"MonsterAuraMediumDamage",[]
331,"MonsterAuraLargeDamage",[]
332,"MonsterAuraLargeDamageAll",[]
333,"MonsterAuraSpeed",[]
334,"MonsterAuraLifeRegen",[]
335,"MonsterAuraResists",[]
336,"MonsterAuraEnergyShield",[]
337,"MonsterAuraAccuracyAndCrit",[]
338,"MonsterAuraEnemyLifeDegen",[]
339,"MonsterAuraElementalDamage",[]
340,"MonsterAuraEnemyLifeDegenCold",[]
341,"MonsterAuraEnemyLifeDegenFire",[]
342,"MonsterAuraEnemyLifeDegenLightning",[]
343,"LocalAccuracyRating",[0]
344,"LocalAccuracyRatingIncrease",[0]
345,"Strength",[1]
346,"PercentageStrength",[6]
347,"PercentageStrengthMaven",[6]
348,"Dexterity",[1]
349,"PercentageDexterity",[6]
350,"PercentageDexterityMaven",[6]
351,"Intelligence",[1]
352,"AllAttributes",[2]
353,"StaffBlockPercent",[1]
354,"StaffBlockPercentLocalAdditional",[1]
355,"StaffSpellBlockPercent",[1]
356,"ElementalDamagePercent",[1]
357,"ElementalDamagePercentMaven",[1]
358,"MonsterElementalDamageFinal",[]
359,"MonsterActBoss",[]
360,"BlockingBlocksSpells",[6]
361,"CullingStrike",[6]
362,"CullingStrikeMaven",[6]
363,"PhysicalDamagePercentOnLowLife",[6]
364,"BlockRecovery",[0]
365,"AlwaysHits",[7]
366,"AlwaysHitsGlobal",[7]
367,"HitsCauseMonsterFlee",[5]
368,"ChaosDamage",[4]
369,"MaximumEnduranceCharges",[7]
370,"MaximumEnduranceChargesMaven",[7]
371,"AddPowerChargeOnCrit",[7]
372,"ActorSize",[6]
373,"MonsterActorSize",[]
374,"MaximumManaIncreasePercent",[6]
375,"MaximumManaIncreasePercentMaven",[6]
376,"MaximumManaIncreaseShaper",[6]
377,"AreaOfEffect",[7]
378,"MovementVelocityPenalty",[]
379,"OshabiCombatVineOrange",[]
380,"OshabiCombatVineBlue",[]
381,"OshabiCombatVineGreen",[]
382,"OshabiCombatVineRed",[]
383,"MonsterConvertPhysicalDamageToFire",[]
384,"MonsterConvertPhysicalDamageToCold",[]
385,"MonsterConvertPhysicalDamageToLightning",[]
386,"MonsterConvertPhysicalDamageToChaos",[]
387,"BurnDamage",[5]
388,"CannotCrit",[]
389,"ManaCostReduction",[6]
390,"BloodMagic",[6]
391,"CannotEvade",[]
392,"MinionRunSpeed",[5]
393,"MinionLife",[5]
394,"MinionLifeMaven",[5]
395,"MinionDamage",[6]
396,"MinionChaosResistance",[1]
397,"MinionElementalResistance",[1]
398,"MinionFlatAccuracyRating",[1]
399,"MinionDuration",[1]
400,"MinionDamageOnWeapon",[1]
401,"MinionDamageOnWeaponDoubleDamage",[1]
402,"MinionDamageOnWeaponAndMana",[1]
403,"MinionAttackAndCastSpeedOnWeapon",[]
404,"CannotBeStunned",[7]
405,"AdditionalCurseOnEnemies",[6]
406,"AdditionalCurseOnEnemiesMaven",[6]
407,"ConvertPhysicalToFire",[7]
408,"ConvertPhysicalToFireMaven",[7]
409,"ConvertPhysicalToFireVeiledFamilyRestriction",[2]
410,"ConvertPhysicalToFireImplicit",[7]
411,"MonsterMultipleProjectile",[]
412,"MonsterMultipleProjectileShotgun",[]
413,"MonsterFasterProjectile",[]
414,"MonsterWealth",[]
415,"MonsterCriticalStrikes",[]
416,"MonsterResists",[]
417,"MonsterCannotBeStunned",[]
418,"LocalArmourAndEnergyShield",[1]
419,"LocalArmourAndEnergyShieldSuffix",[2]
420,"LocalArmourAndEvasion",[1]
421,"LocalArmourAndEvasionSuffix",[2]
422,"LocalEvasionAndEnergyShield",[1]
423,"LocalEvasionAndEnergyShieldSuffix",[2]
424,"LocalArmourAndEvasionAndEnergyShield",[1]
425,"LocalArmourAndEvasionAndEnergyShieldSuffix",[2]
426,"LocalArmourAndEnergyShieldAndStunRecovery",[1]
427,"LocalArmourAndEvasionAndStunRecovery",[1]
428,"LocalEvasionAndEnergyShieldAndStunRecovery",[1]
429,"LocalArmourAndEvasionAndEnergyShieldAndStunRecovery",[1]
430,"BeltIncreasedFlaskChargesGained",[0]
431,"BeltReducedFlaskChargesUsed",[0]
432,"BeltIncreasedFlaskDuration",[0]
433,"BeltFlaskLifeRecoveryRate",[0]
434,"BeltFlaskLifeRecovery",[0]
435,"GlobalFlaskLifeRecovery",[2]
436,"BeltFlaskManaRecoveryRate",[0]
437,"BeltFlaskManaRecovery",[0]
438,"MonsterImmuneToCurses",[]
439,"MonsterHexproof",[]
440,"MonsterAuraCannotDie",[]
441,"MonsterAuraSlow",[]
442,"MonsterAuraDamageReduction",[]
443,"MonsterGrantsFrenzyChargesToAlliesOnDeath",[]
444,"MonsterGainsFrenzyChargeAsKilled",[]
445,"MonsterGainsPowerChargeAsKilled",[]
446,"MonsterGainsFrenzyChargeOnHit",[]
447,"MonsterGainsPowerChargeOnHit",[]
448,"MonsterGainsEnduranceChargeOnHit",[]
449,"MonsterIncreasedCastSpeedPerPowerCharge",[]
450,"IncreasedChillDuration",[5]
451,"Acrobatics",[7]
452,"HasNoSockets",[8]
453,"ReducedShockChance",[6]
454,"AttackerTakesDamage",[0]
455,"TakesDamageWhenAttacked",[]
456,"PainAttunement",[7]
457,"ExperienceIncrease",[8]
458,"ChanceToAvoidFreezeAndChill",[6]
459,"ReducedManaCostOnLowLife",[6]
460,"ElementalResistsOnLowLife",[5]
461,"EvasionOnLowLife",[5]
462,"LifeRegenerationOnLowLife",[5]
463,"ItemRarityOnLowLife",[7]
464,"MovementVelocityOnLowLife",[5]
465,"MovementVelocityOnFullLife",[5]
466,"ConvertPhysicalToCold",[7]
467,"ConvertPhysicalToColdMaven",[7]
468,"ConvertPhysicalToColdVeiledFamilyRestriction",[2]
469,"ConvertPhysicalToColdImplicit",[7]
470,"AttackerTakesColdDamage",[4]
471,"AttackerTakesColdDamageNoRange",[4]
472,"AttackSpeedOnFullLife",[5]
473,"CastSpeedOnFullLife",[5]
474,"CastSpeedOnLowLife",[5]
475,"Conduit",[8]
476,"MinionInstability",[]
477,"PhysicalAttackDamageTaken",[5]
478,"BlockPercentAppliedToSpellsOnLowLife",[6]
479,"MaximumColdResist",[6]
480,"MeleeAttackerTakesColdDamage",[4]
481,"RangedAttackDamageTaken",[5]
482,"MonsterSpeedAndDamageFixup",[]
483,"MonsterSpeedAndDamageFixupRarity",[]
484,"PercentDamageToDealToAttacker",[6]
485,"Nothing",[]
486,"StanceScavengerRun",[]
487,"StanceMarakethGeneral",[]
488,"StanceOrionThrone",[]
489,"StanceSandLeaperHaste",[]
490,"StanceChieftainRuckus",[]
491,"StanceSnakeSlither",[]
492,"StanceVilentaEnrage",[]
493,"StanceVilentaEnrageMap",[]
494,"StanceThaneEnrage",[]
495,"StanceWestBossWalk",[]
496,"StanceAfflictionDemonRun",[]
497,"StanceBlightWheelRun",[]
498,"StanceHarvestStriderRun",[]
499,"StanceHarvestCatBossProwl",[]
500,"StanceHarvestCatBossStealth",[]
501,"StanceHarvestBossVinePhase",[]
502,"StanceHarvestBrambleHulkRun",[]
503,"StanceHarvestOshabiCrownOfThorns",[]
504,"StanceHeistMovementSpeed",[]
505,"MonsterGainFrenzyChargeOnKinDeath",[]
506,"MonsterChanceToIgnite",[]
507,"MonsterGroundFireOnDeath",[]
508,"MonsterGroundHolyFireOnDeath",[]
509,"MonsterCausticCloudOnDeath",[]
510,"MonsterNecromancerRaisable",[]
511,"MonsterAuraRange",[]
512,"MonsterTemporalChainsOnHit",[]
513,"MonsterEnfeebleOnHit",[]
514,"MonsterChanceToTemporalChainsOnHit",[]
515,"MonsterChanceToVulnerabilityOnHit",[]
516,"MonsterChanceToFlammabilityOnHit",[]
517,"MonsterAuraAddedColdDamage",[]
518,"MonsterAuraAddedFireDamage",[]
519,"MonsterAuraAddedLightningDamage",[]
520,"MonsterCastsFirestormText",[]
521,"MonsterCastsPunctureText",[]
522,"MonsterCastsColdsnapText",[]
523,"MonsterCastsCriticalWeaknessCurseText",[]
524,"MonsterCastsElementralWeaknessCurseText",[]
525,"MonsterCastsEnfeebleCurseText",[]
526,"MonsterCastsFireballText",[]
527,"MonsterCastsIceNovaText",[]
528,"MonsterCastsIceSpearText",[]
529,"MonsterCastsMoltenShellText",[]
530,"MonsterCastsProjectileWeaknessCurseText",[]
531,"MonsterCastsShockNovaText",[]
532,"MonsterCastsSparkText",[]
533,"MonsterCastsVulnerabilityCurseText",[]
534,"MonsterCastsWarlordsMarkCurseText",[]
535,"MonsterCastsArcticBreathText",[]
536,"MonsterCastsGlacialCascadeText",[]
537,"MonsterDetonatesCorpsesText",[]
538,"MonsterExplodes",[]
539,"MonsterExplodesOnItsTargetText",[]
540,"MonsterFiresRainOfArrowsText",[]
541,"MonsterFiresBurningArrowsText",[]
542,"MonsterFiresExplosiveArrowText",[]
543,"MonsterFiresLightningArrowsText",[]
544,"MonsterFiresCausticArrowsText",[]
545,"MonsterFiresSplitArrowsText",[]
546,"MonsterLeapsOntoEnemiesText",[]
547,"MonsterRaisesUndeadText",[]
548,"MonsterSummonsExplodingSpawnText",[]
549,"MonsterSummonsMonkeysText",[]
550,"MonsterSummonsSkeletonsText",[]
551,"MonsterSummonsSpawnText",[]
552,"MonsterUsesEnduringCryText",[]
553,"MonsterUsesFlickerStrikeText",[]
554,"MonsterUsesGlacialHammerText",[]
555,"MonsterUsesGroundSlamText",[]
556,"MonsterUsesLightningStrikeText",[]
557,"MonsterUsesPhaseRunText",[]
558,"MonsterCastsShieldChargeText",[]
559,"MonsterCastsMassFrenzyText",[]
560,"MonsterCastsTemporalChainsText",[]
561,"MonsterCastsFrenzyText",[]
562,"MonsterCastsViperStrikeText",[]
563,"MonsterCastsGroundDesecrationText",[]
564,"MonsterCastsWitherText",[]
565,"MonsterCastsElementalHitText",[]
566,"MonsterCurseCastSpeed",[]
567,"FrenzyChargeOnCriticalHit",[6]
568,"GainEnduranceChargeWhenTakeCriticalStrike",[6]
569,"DisableOffhandSlot",[6]
570,"MaximumResistances",[7]
571,"CannotBlockAttacks",[]
572,"DisplaySocketedGemGetsConcentratedAreaOfEffectLevel",[5]
573,"PhysicalDamageReductionOnLowLife",[6]
574,"ShareEnduranceChargesWithParty",[6]
575,"GainEnduranceChargeWhenCriticallyHit",[6]
576,"MonsterGroundIceOnDeath",[]
577,"MonsterGroundTarOnDeath",[]
578,"BlindingHit",[5]
579,"DisplaySocketedGemGetsBlindLevel",[5]
580,"SpellDamageAndMana",[1]
581,"SpellDamage",[1]
582,"MapLarger",[]
583,"MapBranchyDungeon",[]
584,"MapTotems",[7]
585,"MapBellyTotems",[]
586,"MapTotemsMap2Tier",[]
587,"MapTotemsMapWorlds",[]
588,"MapCorruptedSideAreaTotems",[7]
589,"MapMonsterPacksSkeletons",[]
590,"MapMonsterPacksSkeletonsMap2Tier",[]
591,"MapMonsterPacksSkeletonsMapWorlds",[]
592,"MapMonsterPacksSkeletonsStrDexIntMission",[]
593,"MapMonsterPacksBandits",[]
594,"MapMonsterPacksBanditsMap2Tier",[]
595,"MapMonsterPacksGoatmen",[]
596,"MapMonsterPacksGoatmenMap2Tier",[]
597,"MapMonsterPacksGoatmenMapWorlds",[]
598,"MapMonsterPacksSpawnsSeaWitches",[]
599,"MapMonsterPacksSpawnsSeaWitchesMap2Tier",[]
600,"MapMonsterPacksSpawnsSeaWitchesStrDexIntMission",[]
601,"MapMonsterPacksSpawnsSeaWitchesMapWorlds",[]
602,"MapMonsterPacksUndeadNecromancers",[]
603,"MapMonsterPacksUndeadNecromancersMap2Tier",[]
604,"MapMonsterPacksUndeadNecromancersStrDexIntmission",[]
605,"MapMonsterPacksUndeadNecromancersMapWorlds",[]
606,"MapMonsterPacksRanged",[]
607,"MapMonsterPacksRangedMap2Tier",[]
608,"MapMonsterPacksRangedMapWorlds",[]
609,"MapMonsterPacksAnimals",[]
610,"MapMonsterPacksAnimalsMap2Tier",[]
611,"MapMonsterPacksAnimalsStrDexIntMission",[]
612,"MapMonsterPacksAnimalsMapWorlds",[]
613,"MapMonsterPacksDemons",[]
614,"MapMosnterPacksDemonsMap2Tier",[]
615,"MapMonsterPacksDemonsStrDexIntMission",[]
616,"MapMonsterPacksDemonsMapWorlds",[]
617,"MapMonsterPacksHumanoids",[]
618,"MapMonsterPacksHumanoidsMap2Tier",[]
619,"MapMonsterPacksHumanoidsStrDexIntMission",[]
620,"MapMonsterPacksHumanoidsMapWorlds",[]
621,"MapMonsterPacksSpidersMap2Tier",[]
622,"MapMonsterPacksBlackguardsMap2Tier",[]
623,"MapMonsterPacksSolarisMap2Tier",[]
624,"MapMonsterPacksSolarisMapWorlds",[]
