"rownum","BaseItemTypesKey","i32","rid","rid"
328,3302,1,2,""
329,3220,1,2,""
330,3223,1,1,""
331,3221,1,2,""
332,3303,1,2,""
333,3282,1,0,""
334,3487,1,2,""
335,389,1,2,""
336,3222,1,2,""
337,3208,1,2,""
338,311,1,2,""
339,417,1,2,""
