"rownum","WorldAreasKey","ItemVisualIdentityKey","bool","MapsKey","FlavourTextKey","AtlasRegionsKey","AtlasNodeKeys0","AtlasNodeKeys1","AtlasNodeKeys2","AtlasNodeKeys3","AtlasNodeKeys4","Tier0","Tier1","Tier2","Tier3","Tier4","X0","X1","X2","X3","X4","Y0","Y1","Y2","Y3","Y4","f32","f32","f32","f32","f32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","DDSFile"
13,1226,5790,"",465,1855,5,"[146,81,53]","[146,81,53]","[146,81,53]","[146,81,53]","[146,81,53,37,154]",2,6,9,11,14,432.858,422.516,429.292,435.072,434.633,411.154,417.695,415.455,406.584,419.677,175,168,170,186,197,-16,-8,-14,-14,-16,5,1,3,7,-13,""
14,1216,5775,"",455,1845,0,[],[],[],[],"[92,6]",0,0,0,0,14,502.582,485.719,483.524,477.199,286.687,253.61,181.756,178.053,178.289,121.543,20,20,20,20,113,0,0,0,0,-9,0,0,0,0,-2,""
15,1222,5813,"",461,1851,3,[],[],[],"[116,41,29]","[116,41,29]",0,0,0,12,14,947.236,947.236,947.236,718.286,697.422,111.194,111.194,111.194,103.234,128.746,20,20,20,136,108,0,0,0,3,1,0,0,0,3,-10,""
16,1213,5770,"",452,1842,4,"[91,58,51]","[126,91,58,51]","[91,58,54,51]","[91,58,54,51]","[91,58,54,51]",5,9,12,14,16,172.225,177.281,184.674,188.736,188.736,373.197,357.252,346.985,341.446,341.446,180,243,177,162,150,40,41,31,27,26,-17,10,10,9,5,""
17,1214,5734,"",453,1843,3,"[114,76,41]","[143,114,89,41]","[143,96,114,89,41]","[96,114,89,41]","[143,96,114,89,41]",4,7,11,12,15,743.75,741.7,757.405,747.987,741.585,157.39,172.539,175.481,162.23,175.937,208,218,213,191,191,-6,-6,-13,-14,-7,19,4,0,18,4,""
18,1212,5760,"",451,1841,0,[],[],[],[],"[157,113,102]",0,0,0,0,15,502.582,486.569,485.435,479.567,204.938,253.61,182.89,177.78,177.499,166.336,20,20,20,20,108,0,0,0,0,2,0,0,0,0,-4,""
19,1211,5736,"",450,1840,5,[],"[136,112,94,58]","[112,105,94,58]","[112,94,64,58]","[112,105,94,93]",0,6,10,12,14,212.803,302.787,304.911,314.643,369.034,269.638,339.473,337.667,349.605,350.633,20,179,146,173,130,0,12,19,5,-6,0,-3,1,-10,-7,""
20,1206,6996,"",445,1835,6,[25],[25],[25],[25],[25],0,0,0,0,16,594.514,594.514,594.514,594.514,557.031,526.493,526.493,526.493,526.493,474.786,65,65,65,65,39,-20,-20,-20,-20,-6,5,5,5,5,-7,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/DeathAndTaxes.dds"
21,1204,6782,"",383,1833,2,[97],[97],[97],[97],[97],2,6,9,11,14,615.541,624.289,663.968,663.968,663.968,245.561,238.117,237.72,237.72,237.72,56,48,45,48,38,-13,13,-7,-3,-3,-11,-2,-9,-13,-8,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/ObasCursedTrove.dds"
22,1210,5801,"",449,1839,2,[],[],[],"[156,47]","[156,47]",0,0,0,13,16,565.726,565.726,565.726,554.191,550.934,63.598,63.598,63.598,105.549,107.85,20,20,20,82,87,0,0,0,-18,-19,0,0,0,20,23,""
23,1209,5671,"",448,1838,6,[],[],"[117,59]","[117,111,59]","[117,111,59]",0,0,10,12,15,487.382,487.382,479.638,475.794,475.635,539.058,539.058,447.459,452.975,455.195,20,20,81,94,92,0,0,26,32,32,0,0,-12,-15,-11,""
24,1208,5773,"",447,1837,0,[],[],[],"[134,66,6]","[84,66,6]",0,0,0,14,16,91.972,91.972,91.972,167.675,167.675,65.541,65.541,65.541,82.159,82.159,20,20,20,102,99,0,0,0,28,31,0,0,0,17,8,""
25,1205,5751,"",445,1834,6,[20],[20],[20],[20],"[117,111,20]",0,0,0,0,16,552.537,552.537,552.537,552.537,544.751,538.146,538.146,538.146,538.146,460.535,65,65,65,65,75,20,20,20,20,-10,-5,-5,-5,-5,0,""
26,1207,5699,"",446,1836,7,[],"[138,118,106,50]","[138,123,118,56]","[138,123,118,104,56,50]","[138,123,118,104,56,50,30]",0,8,11,13,15,814.966,801.671,797.449,784.6,786.213,528.431,395.363,368.494,375.095,375.498,20,182,139,171,157,0,-10,0,9,7,0,6,-21,-5,0,""
27,1227,5731,"",466,1856,2,"[33,9]","[33,9]","[33,9]","[47,33,9]","[47,33,9]",3,6,10,12,15,467.034,467.034,471.465,472.647,477.624,103.265,103.634,107.327,120.815,123.433,148,148,152,190,194,-21,-21,-24,-8,-15,6,6,4,-3,0,""
28,1202,5685,"",443,1831,5,[],[],[],[],"[64,58]",0,0,0,0,15,502.582,487.136,484.889,476.147,278.162,253.61,183.174,177.78,177.499,313.704,20,20,20,20,102,0,0,0,0,1,0,0,0,0,0,""
29,1201,5666,"",442,1830,3,"[96,120,159,41]","[96,120,159,41]","[96,120,159,116,41]","[120,159,41,15]","[120,67,15]",4,7,10,12,14,693.635,704.125,694.89,687.842,664.812,106.138,89.127,109.831,106.169,108.31,206,205,236,193,164,-12,-24,2,-11,-2,-2,12,4,3,5,""
30,1200,5708,"",441,1829,7,[],[],[],[],"[106,26]",0,0,0,0,15,782.582,782.582,782.582,782.582,789.559,528.642,528.642,528.642,528.642,417.52,20,20,20,20,146,0,0,0,0,11,0,0,0,0,6,""
31,1199,6728,"",440,1828,2,[32],[32],[32],[32],[32],0,0,9,11,14,579.122,579.122,572.511,569.492,569.492,18.506,18.506,119.617,138.402,138.402,67,67,74,60,51,1,1,7,7,10,22,22,24,18,10,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/ActonsNightmare.dds"
32,1198,5729,"",440,1827,2,[31],[31],"[120,156,149,80,31,1]","[120,156,149,80,31,1]","[120,103,129,80,31,1]",0,0,9,11,14,581.876,581.876,587.306,583.657,591.022,64.381,64.381,169.534,174.509,159.275,67,67,170,160,159,-1,-1,0,2,-4,-22,-22,-2,-1,14,""
33,1196,5796,"",438,1825,2,"[120,115,87,27]","[156,115,87,27]","[156,115,87,27]","[156,115,87,27]","[115,87,27]",2,6,9,11,14,476.787,476.787,476.787,472.091,470.685,147.562,147.562,147.562,156.619,173.494,248,153,152,156,139,7,-3,-3,0,-12,-11,-8,-8,-7,-21,""
34,1194,5691,"",436,1824,4,[],[],[],[],"[126,54,36]",0,0,0,0,16,123.575,123.575,123.575,123.575,169.659,518.057,518.057,518.057,518.057,433.741,20,20,20,20,123,0,0,0,0,9,0,0,0,0,-3,""
35,1193,5690,"",435,1823,1,[],[],[],[],"[131,95,99,42]",0,0,0,0,14,483.93,483.93,483.93,483.93,321.585,233.606,233.606,233.606,233.606,198.745,20,20,20,20,118,0,0,0,0,5,0,0,0,0,0,""
36,1217,5774,"",456,1846,4,[],[],[],"[126,54,12]","[62,52,34]",0,0,0,14,16,105.503,105.503,105.503,174.687,177.145,510.753,510.753,510.753,481.227,480.361,20,20,20,153,110,0,0,0,28,18,0,0,0,-28,-17,""
37,1218,5681,"",457,1847,5,[],[],[],[],"[128,13,154]",0,0,0,0,14,200.583,200.583,200.583,200.583,438.15,247.019,247.019,247.019,247.019,373.044,20,20,20,20,124,0,0,0,0,-9,0,0,0,0,3,""
38,1192,5670,"",434,1822,1,"[137,73]","[137,73]","[137,125,73]","[137,95,73]","[137,83,73]",3,7,10,13,16,264.546,264.546,264.546,274.886,262.976,230.358,230.358,230.358,231.835,231.577,118,96,176,158,126,2,-6,19,2,3,0,-6,-4,-8,-6,""
39,1189,5702,"",431,1819,2,"[140,85,79]","[140,85,79]","[140,85,79]","[140,85,79]","[140,85,79]",2,6,9,11,14,648.899,648.899,648.899,648.899,648.899,376.085,376.085,376.085,376.085,376.085,103,103,103,103,103,-5,-5,-5,-5,-5,16,16,16,16,16,""
40,1190,5724,"",432,1820,1,"[115,152,69]","[125,115,69,7]","[125,115,69,7]","[125,115,69,7]","[125,115,69,7]",1,4,8,10,14,451.509,451.509,451.509,451.509,451.509,230.993,230.993,230.993,230.993,230.993,137,147,160,119,94,-13,-29,-25,-18,-14,-28,-3,-5,-10,-4,""
41,1188,5693,"",430,1818,3,"[96,114,80,75,29,17]","[96,114,80,75,29,17]","[96,114,80,75,29,17]","[114,80,75,29,17,15]","[96,114,80,75,17,15]",4,7,10,12,14,698.387,693.436,711.675,713.859,711.806,142.924,139.944,150.578,143.481,153.338,244,245,201,193,194,-6,1,-16,-26,-21,12,14,20,17,20,""
42,1187,5711,"",429,1817,1,[],[],[],[],"[73,35]",0,0,0,0,15,502.582,487.136,484.889,476.147,293.121,253.61,182.607,180.237,179.867,202.69,20,20,20,20,78,0,0,0,0,0,0,0,0,0,-4,""
43,1186,5757,"",428,1816,6,"[142,132,85]","[142,132,85]","[142,132,85]","[142,132,85]","[142,132,127,85]",2,5,9,11,14,578.343,589.121,589.121,589.121,590.764,357.476,358.979,358.979,358.979,356.926,122,122,129,128,141,7,-3,0,-1,-9,-16,-18,-16,-16,-8,""
44,1184,5730,"",427,1814,6,"[142,146,85,59]","[142,146,59,45]","[146,70,59,45]","[146,70,59,45]","[146,70,59,153]",2,5,9,11,14,521.321,526.264,521.094,513.123,500.105,375.939,368.769,375.237,372.408,368.885,193,179,176,179,130,17,-3,-4,4,7,2,12,13,13,7,""
45,1183,5727,"",426,1813,6,"[117,101,59]","[140,101,44,10]","[140,101,44,10,153]","[107,101,44,10,153]","[127,101,10,153]",3,6,9,11,14,586.287,570.18,567.774,572.071,560.367,484.531,441.583,444.771,440.021,428.204,158,210,191,197,161,-15,19,15,5,10,-22,-7,-15,-11,-2,""
46,1182,6685,"",425,1812,2,[47],[47],[47],[47],[47],0,0,0,13,16,523.428,523.428,523.428,503.033,498.779,24.181,24.181,24.181,132.606,144.52,67,67,67,43,45,22,22,22,7,5,4,4,4,-8,-11,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/TheCowardsTrial.dds"
47,1181,5725,"",425,1811,2,[46],[46],[46],"[46,22,27]","[46,22,27]",0,0,0,13,16,567.774,567.774,567.774,518.206,508.886,34.124,34.124,34.124,116.33,122.002,67,67,67,111,113,-22,-22,-22,-6,0,-4,-4,-4,2,2,""
48,1180,5721,"",424,1810,7,"[101,50,2]","[101,50,2]","[139,101,2]","[139,101,2]","[139,101,2]",3,7,10,12,15,714.343,699.579,682.265,681.568,680.402,474.156,463.449,465.661,464.824,473.116,213,180,144,142,146,-8,-9,0,0,2,-11,-7,-3,-3,-9,""
49,1179,5716,"",423,1809,3,[],[],[],[],"[143,130,116]",0,0,0,0,15,913.102,913.102,913.102,913.102,779.626,70.573,70.573,70.573,70.573,75.912,20,20,20,20,147,0,0,0,0,0,0,0,0,0,23,""
50,1178,5744,"",422,1808,7,"[148,118,48]","[109,106,48,2,26]","[148,138,106,56]","[148,104,26]","[148,63,26]",4,8,11,13,15,798.466,767.625,783.358,775.576,771.305,457.628,455.304,423.977,433.703,434.755,234,209,180,176,134,-32,-21,-2,-3,-18,-30,-19,-13,-20,-15,""
51,1177,5748,"",421,1807,5,"[136,58,16]","[136,58,16]","[136,58,16]","[136,64,16]","[136,64,16]",4,8,12,14,16,221.781,221.781,221.781,221.781,221.781,295.636,295.636,295.636,295.636,295.636,194,194,187,208,214,15,15,6,8,15,23,23,19,8,10,""
52,1176,5707,"",420,1806,4,[],[],[],[],"[160,62,36]",0,0,0,0,15,143.973,143.973,143.973,143.973,235.482,524.321,524.321,524.321,524.321,481.245,20,20,20,20,118,0,0,0,0,-14,0,0,0,0,-8,""
53,1175,5794,"",419,1805,4,"[124,81,71,13]","[124,81,71,13]","[124,81,71,13]","[124,81,71,13]","[124,81,71,13]",3,6,9,11,14,370.643,374.921,374.921,384.892,389.814,473.684,479.128,479.128,482.452,486.319,171,182,190,199,169,32,26,25,16,17,-43,-48,-49,-51,-53,""
54,1173,5802,"",417,1803,4,[],[],"[126,91,16]","[126,91,16,36]","[126,91,34,16]",0,0,12,14,16,94.014,94.014,172.841,172.882,166.931,497.599,497.599,419.626,403.747,385.254,20,20,168,168,128,0,0,21,19,23,0,0,-7,9,8,""
55,1172,5762,"",416,1802,5,[],[],"[136,105,58,11]","[136,64,11]","[136,64,11]",0,0,10,13,15,209.412,209.412,297.623,312.382,314.191,240.725,240.725,264.561,263.422,264.663,20,20,155,151,155,0,0,4,-11,-5,0,0,14,4,7,""
56,1174,5755,"",418,1804,7,[],[],"[118,106,50,26]","[118,104,26]","[118,104,26]",0,0,12,14,16,727.918,727.918,832.14,825.698,828.976,530.924,530.924,392.09,376.582,373.801,20,20,185,146,147,0,0,-21,-11,-14,0,0,0,-1,-1,""
57,1171,9312,"",415,1801,5,[58],[58],[58],[58],[58],4,7,11,13,15,275.609,275.609,263.288,245.788,238.395,298.706,298.706,291.724,320.113,320.934,58,58,58,56,42,0,0,5,14,6,18,18,17,10,8,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/ThePutridCloister.dds"
58,1170,5726,"",415,1800,5,"[145,94,91,57,51,16,11]","[145,91,57,51,19,16]","[145,91,57,55,51,19,16]","[145,91,57,19,16]","[145,93,91,57,28,16]",4,7,11,13,15,275.066,275.066,274.677,274.288,250.878,335.513,335.513,326.569,341.347,338.061,259,225,252,203,214,-11,-28,-23,-27,-4,8,15,11,25,20,""
59,1169,5715,"",414,1799,6,"[140,117,101,71,45,44]","[117,71,44,10]","[71,44,23,10]","[117,71,44,23,10]","[117,71,44,23,10]",2,6,9,11,14,554.479,510.639,513.539,518.091,521.809,438.996,402.071,408.088,404.725,412.139,223,198,204,183,174,3,6,-1,-6,-11,0,18,15,18,12,""
60,1128,9313,"",382,1759,0,[61],[61],[61],[61],[61],3,7,10,12,14,348.846,349.697,349.697,349.697,328.459,99.796,102.915,102.915,102.915,99.557,43,48,54,51,41,-8,-10,-15,-14,0,8,9,6,4,10,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/HallowedGround.dds"
61,1127,5717,"",382,1758,0,"[133,152,60,92,72]","[133,152,60,92,72]","[135,133,152,60,92,72]","[135,133,152,60,92,72]","[135,133,152,60,92,72,3]",3,7,10,12,14,332.697,329.578,318.469,321.1,330.134,116.263,122.217,115.155,111.997,120.054,227,204,232,225,233,1,13,14,14,1,3,8,1,5,0,""
62,1166,5756,"",412,1796,4,[],[],[],[],"[126,52,36]",0,0,0,0,15,502.582,486.853,484.889,481.673,201.8,253.61,183.174,177.507,175.657,456.487,20,20,20,20,97,0,0,0,0,2,0,0,0,0,3,""
63,1165,5750,"",411,1795,7,[],[],[],[],"[148,106,50]",0,0,0,0,15,761.063,761.063,761.063,761.063,751.86,523.824,523.824,523.824,523.824,451.83,20,20,20,20,171,0,0,0,0,11,0,0,0,0,-6,""
64,1164,5752,"",410,1794,5,[],[],[],"[105,55,51,19]","[105,93,55,51,28]",0,0,0,13,15,207.561,207.561,207.561,281.482,310.977,258.073,258.073,258.073,289.445,288.737,20,20,20,177,186,0,0,0,15,-9,0,0,0,7,11,""
65,1163,5686,"",409,1793,3,"[118,151,76]","[144,118,151]","[144,118,151]","[144,118,151]","[144,118,151]",5,8,12,14,16,822.351,822.351,822.351,822.351,822.351,249.409,249.409,249.409,249.409,249.409,209,199,195,182,182,-22,-21,-22,-21,-22,2,5,5,10,10,""
66,1191,5765,"",433,1821,0,[],"[133,113,92,6]","[135,6]","[135,24,6]","[135,3,24,6]",0,7,12,14,15,92.326,247.882,208.995,225.725,225.725,89.172,84.894,71.439,73.816,73.816,20,162,134,135,166,0,5,14,-2,12,0,32,10,13,11,""
67,1161,5818,"",407,1791,3,[],[],[],[],"[116,29]",0,0,0,0,14,502.582,487.42,483.524,477.989,692.981,253.61,182.607,178.326,177.499,98.228,20,20,20,20,85,0,0,0,0,0,0,0,0,0,-2,""
68,1160,9540,"",406,1790,1,[69],[69],[69],[69],[69],2,5,9,11,14,418.014,401.164,401.164,401.164,401.164,212.433,244.289,244.289,244.289,244.289,43,46,46,46,46,-6,11,11,11,11,9,6,6,6,6,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/TheTwilightTemple.dds"
69,1159,5803,"",406,1789,1,"[73,68,4,99,40,11]","[68,4,40,11]","[68,4,40,11]","[68,4,40,11]","[68,4,40,11]",2,5,9,11,14,404.89,423.168,423.168,423.168,423.168,230.595,256.43,256.43,256.43,256.43,179,155,155,155,155,-27,-20,-20,-20,-20,8,7,7,7,7,""
70,1158,5767,"",405,1788,6,[],[],"[142,44]","[142,44]","[142,44]",0,0,9,11,14,472.35,472.35,525.295,527.88,526.964,540.309,540.309,352.675,348.243,345.821,20,20,78,77,87,0,0,6,2,-1,0,0,0,2,2,""
71,1156,5723,"",404,1787,5,"[146,59,53]","[146,59,53]","[146,59,53]","[146,59,53]","[146,59,53]",2,6,9,11,14,467.659,463.338,468.702,466.856,467.027,407.654,412.251,406.884,414.847,414.326,236,233,239,242,242,-4,-1,-6,-2,-2,17,14,14,6,7,""
72,1154,5722,"",403,1785,1,"[152,61,92,0,99]","[125,152,61,92,0,99,7]","[125,152,61,92,0,99,7]","[131,152,61,92,0,99]","[131,152,61,92,0,99]",3,6,10,12,14,337.18,339.622,345.617,334.998,344.964,151.623,185.306,196.639,151.699,153.731,225,253,258,216,217,-2,1,-3,-5,-12,-6,-25,-33,-5,-11,""
73,1153,5713,"",402,1784,1,"[113,69,38]","[125,113,38]","[125,113,38]","[113,95,38]","[113,42,38]",3,6,10,12,16,314.102,286.491,288.125,267.537,265.991,224.487,207.376,206.987,201.282,192.211,241,190,186,167,127,-14,-5,-6,7,-7,-9,3,4,7,8,""
74,1152,7728,"",401,1783,2,[75],[75],[75],[75],[75],3,7,10,11,14,661.25,676.596,673.746,673.746,673.746,188.017,213.603,199.297,199.297,199.297,48,45,36,36,36,-1,0,0,0,0,13,-12,-8,-8,-8,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/TheVinktarSquare.dds"
75,1151,5735,"",401,1782,2,"[97,74,41]","[114,97,74,41]","[97,74,41]","[114,97,74,41]","[97,74,41]",3,7,10,11,14,658.409,677.972,672.585,672.585,672.585,215.645,189.278,183.041,183.041,183.041,178,162,136,135,134,-2,5,4,11,6,-23,15,3,7,3,""
76,1150,5733,"",400,1781,3,"[96,151,89,65,17]","[144,143,151,89]","[144,143,151,89]","[147,144,143,96,151,89]","[147,144,143,151,89]",5,8,11,13,15,827.24,796.644,797.223,797.979,790.092,165.352,201.458,191.961,212.471,200.782,254,189,190,223,193,-53,-11,-12,-6,-2,16,-8,0,-35,-8,""
77,1149,5698,"",399,1780,2,"[138,123,119]","[138,123,119]","[138,123,119]","[138,123,119,158]","[138,123,119,158]",3,7,10,12,14,718.357,718.357,718.357,718.357,718.357,307.725,307.725,307.725,307.725,307.725,191,188,188,200,203,18,18,18,14,11,21,23,23,10,10,""
78,1148,5822,"",398,1779,2,[79],[79],[79],[79],[79],3,7,10,11,14,696.855,696.855,696.855,696.855,696.855,336.941,336.941,336.941,336.941,336.941,69,69,69,69,69,-7,-7,-7,-7,-7,22,22,22,22,22,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/VaultsOfAtziri.dds"
79,1147,5679,"",398,1778,2,"[148,140,119,109,78,39]","[148,140,119,109,78,39]","[148,140,119,109,78,39]","[148,140,119,109,78,39]","[148,140,119,109,78,39]",3,7,10,11,14,681.082,681.082,681.082,681.082,681.082,381.43,381.43,381.43,381.43,381.43,196,194,194,194,194,2,2,2,2,2,-4,-3,-3,-3,-3,""
80,1146,5778,"",397,1777,2,"[120,156,97,41]","[120,97,41]","[120,97,41,32]","[120,97,41,32]","[120,97,41,32]",3,7,10,11,14,609.74,653.313,653.815,647.925,649.504,151.571,155.329,158.437,149.836,156.151,233,164,174,173,169,2,3,-11,-6,-5,8,9,4,11,4,""
81,1145,5809,"",396,1776,5,"[128,108,94,53,13]","[128,112,108,94,53,13]","[128,108,94,53,13,154]","[128,108,94,53,13,154]","[108,94,53,13,154]",2,5,9,11,14,399.289,400.129,398.929,410.106,404.315,395.464,399.679,415.862,411.258,418.814,202,203,213,201,157,-2,-7,-5,-11,-15,3,-1,-10,-11,1,""
82,1144,5815,"",395,1775,4,"[145,141,124,108,94,12]","[145,141,124,108,94]","[145,141,124,108,94]","[145,141,124,108,94]","[145,141,124,108,94]",3,7,10,12,14,317.351,323.724,323.291,323.291,323.291,433.565,433.543,429.213,429.213,429.213,198,161,153,151,151,-1,1,1,0,2,-3,-13,-13,-16,-14,""
83,1143,5740,"",394,1774,1,[],[],[],[],"[95,38]",0,0,0,0,15,472.258,472.258,472.258,472.258,314.843,245.112,245.112,245.112,245.112,242.771,20,20,20,20,123,0,0,0,0,-2,0,0,0,0,-6,""
84,1142,5714,"",393,1773,0,[],[],[],[],"[134,24,6]",0,0,0,0,16,502.582,487.136,497.818,478.778,166.174,253.61,184.024,181.259,176.71,108.11,20,20,20,20,126,0,0,0,0,18,0,0,0,0,-2,""
85,1141,5738,"",392,1772,6,"[140,119,44,43,39]","[140,119,43,39]","[140,119,43,39,153]","[119,107,43,39,153]","[119,107,43,39]",2,6,9,11,14,611.636,608.113,619.467,617.901,610.008,381.423,379.536,384.791,384.928,379.189,201,155,170,178,159,-2,20,0,-2,16,-9,-9,-11,-9,-8,""
86,1140,8926,"",391,1771,1,[87],[87],[87],[87],[87],2,6,9,11,14,396.821,405.043,396.821,396.821,396.821,118.323,112.369,118.323,118.323,118.323,53,67,47,47,47,15,21,12,12,12,-3,5,-5,-5,-5,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/CaerBlaiddWolfpacksDen.dds"
87,1139,5739,"",391,1770,1,"[152,86,33,9]","[152,86,33,9]","[152,86,33,9,163]","[152,86,33,9,163]","[152,86,33,9,163]",2,6,9,11,14,428.732,448.862,420.962,420.962,420.962,111.328,123.802,108.312,108.312,108.312,159,167,174,165,163,-4,-27,-7,-3,-2,13,-1,17,19,20,""
88,1138,6842,"",390,1769,3,[89],[89],[89],[89],[89],4,7,11,12,15,763.49,767.768,772.981,773.618,763.607,210.783,184.727,187.805,194.873,187.075,44,52,54,51,47,-5,-10,-13,-13,-8,-10,11,9,6,9,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/OlmecsSanctum.dds"
89,1137,5709,"",390,1768,3,"[114,88,76]","[114,88,76,17]","[114,88,76,17]","[114,88,76,17]","[114,88,76,17]",4,7,11,12,15,753.357,746.357,746.357,746.357,746.357,189.918,207.029,207.029,207.029,207.029,200,183,191,186,178,2,0,4,2,-2,12,-5,-6,-3,-4,""
90,1136,9542,"",389,1767,4,[91],[91],[91],[91],[91],4,8,11,13,15,197.784,221.195,221.195,221.195,221.195,386.356,359.995,359.995,359.995,359.995,64,58,59,46,46,-7,10,2,1,1,19,15,18,12,12,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/PillarsOfArun.dds"
91,1135,5689,"",389,1766,4,"[145,141,90,58,16]","[145,141,126,90,58,16]","[145,141,126,90,58,54,16]","[145,141,126,90,58,54,16]","[145,141,126,90,58,54,16]",4,8,11,13,15,182.107,242.078,225.932,223.716,223.716,426.13,390.449,397.573,385.387,385.387,195,219,219,171,163,45,-3,5,7,6,-29,1,-2,0,-5,""
92,1134,5701,"",388,1765,0,"[113,61,72,99,6]","[61,72,99,66]","[135,157,61,72,99,6]","[135,61,72,99,6]","[61,72,99,14]",4,7,11,12,14,254.393,291.115,270.156,282.404,307.372,88.383,132.994,102.58,108.883,135.218,237,195,220,188,128,21,15,5,12,10,52,12,27,24,17,""
